Schl,District Name,School Name,Subject,Group,Grade,N Scored,Pct. Advanced,Pct. Proficient,Pct. Basic,Pct. Below Basic,,
000001315,LEHIGHTON AREA SD,LEHIGHTON AREA HS,Literature,Historically Underperforming,11,52,5.8,67.3,19.2,7.7,,
000004734,PALMERTON AREA SD,PALMERTON AREA HS,Algebra I,All Students,11,106,31.1,53.8,11.3,3.8,,
000004734,PALMERTON AREA SD,PALMERTON AREA HS,Algebra I,Historically Underperforming,11,27,11.1,44.4,29.6,14.8,,
000004734,PALMERTON AREA SD,PALMERTON AREA HS,Biology,All Students,11,106,25.5,50.0,16.0,8.5,,
000004734,PALMERTON AREA SD,PALMERTON AREA HS,Biology,Historically Underperforming,11,27,7.4,51.9,22.2,18.5,,
000004734,PALMERTON AREA SD,PALMERTON AREA HS,Literature,All Students,11,106,8.5,78.3,11.3,1.9,,
000004734,PALMERTON AREA SD,PALMERTON AREA HS,Literature,Historically Underperforming,11,27,7.4,63.0,22.2,7.4,,
000008348,PANTHER VALLEY SD,PANTHER VALLEY JSHS,Algebra I,All Students,11,91,4.4,35.2,38.5,22.0,,
000008348,PANTHER VALLEY SD,PANTHER VALLEY JSHS,Algebra I,Historically Underperforming,11,52,5.8,25.0,42.3,26.9,,
000008348,PANTHER VALLEY SD,PANTHER VALLEY JSHS,Biology,All Students,11,87,5.7,32.2,31.0,31.0,,
000008348,PANTHER VALLEY SD,PANTHER VALLEY JSHS,Biology,Historically Underperforming,11,48,4.2,25.0,31.3,39.6,,
000008348,PANTHER VALLEY SD,PANTHER VALLEY JSHS,Literature,All Students,11,87,2.3,50.6,40.2,6.9,,
000008348,PANTHER VALLEY SD,PANTHER VALLEY JSHS,Literature,Historically Underperforming,11,49,0.0,44.9,42.9,12.2,,
000001327,WEATHERLY AREA SD,WEATHERLY AREA SHS,Algebra I,All Students,11,48,16.7,58.3,25.0,0.0,,
000001327,WEATHERLY AREA SD,WEATHERLY AREA SHS,Algebra I,Historically Underperforming,11,23,17.4,56.5,26.1,0.0,,
000001327,WEATHERLY AREA SD,WEATHERLY AREA SHS,Biology,All Students,11,53,11.3,50.9,28.3,9.4,,
000001327,WEATHERLY AREA SD,WEATHERLY AREA SHS,Biology,Historically Underperforming,11,28,3.6,57.1,21.4,17.9,,
000001327,WEATHERLY AREA SD,WEATHERLY AREA SHS,Literature,All Students,11,52,7.7,71.2,19.2,1.9,,
000001327,WEATHERLY AREA SD,WEATHERLY AREA SHS,Literature,Historically Underperforming,11,27,0.0,77.8,18.5,3.7,,
000001335,BALD EAGLE AREA SD,BALD EAGLE AREA JSHS,Algebra I,All Students,11,138,10.1,69.6,18.1,2.2,,
000001335,BALD EAGLE AREA SD,BALD EAGLE AREA JSHS,Algebra I,Historically Underperforming,11,65,3.1,56.9,35.4,4.6,,
000001335,BALD EAGLE AREA SD,BALD EAGLE AREA JSHS,Biology,All Students,11,138,20.3,55.8,15.9,8.0,,
000001335,BALD EAGLE AREA SD,BALD EAGLE AREA JSHS,Biology,Historically Underperforming,11,65,9.2,53.8,21.5,15.4,,
000001335,BALD EAGLE AREA SD,BALD EAGLE AREA JSHS,Literature,All Students,11,137,7.3,72.3,15.3,5.1,,
000001335,BALD EAGLE AREA SD,BALD EAGLE AREA JSHS,Literature,Historically Underperforming,11,64,3.1,60.9,25.0,10.9,,
000001343,BELLEFONTE AREA SD,BELLEFONTE AREA HS,Algebra I,All Students,11,193,22.3,48.2,24.9,4.7,,
000001343,BELLEFONTE AREA SD,BELLEFONTE AREA HS,Algebra I,Historically Underperforming,11,67,10.4,41.8,37.3,10.4,,
000001343,BELLEFONTE AREA SD,BELLEFONTE AREA HS,Biology,All Students,11,193,30.6,40.9,22.8,5.7,,
000001343,BELLEFONTE AREA SD,BELLEFONTE AREA HS,Biology,Historically Underperforming,11,67,17.9,34.3,37.3,10.4,,
000001343,BELLEFONTE AREA SD,BELLEFONTE AREA HS,Literature,All Students,11,195,6.7,59.0,28.7,5.6,,
000001343,BELLEFONTE AREA SD,BELLEFONTE AREA HS,Literature,Historically Underperforming,11,69,4.3,40.6,40.6,14.5,,
000006231,PENNS VALLEY AREA SD,PENNS VALLEY AREA JSHS,Algebra I,All Students,11,107,29.0,56.1,13.1,1.9,,
000006231,PENNS VALLEY AREA SD,PENNS VALLEY AREA JSHS,Algebra I,Historically Underperforming,11,35,14.3,54.3,25.7,5.7,,
000006231,PENNS VALLEY AREA SD,PENNS VALLEY AREA JSHS,Biology,All Students,11,107,52.3,26.2,17.8,3.7,,
000006231,PENNS VALLEY AREA SD,PENNS VALLEY AREA JSHS,Biology,Historically Underperforming,11,35,40.0,22.9,31.4,5.7,,
000006231,PENNS VALLEY AREA SD,PENNS VALLEY AREA JSHS,Literature,All Students,11,107,31.8,61.7,5.6,0.9,,
000006231,PENNS VALLEY AREA SD,PENNS VALLEY AREA JSHS,Literature,Historically Underperforming,11,35,17.1,65.7,14.3,2.9,,
000001364,STATE COLLEGE AREA SD,STATE COLLEGE AREA H,Algebra I,All Students,11,542,52.0,34.3,10.9,2.8,,
000001364,STATE COLLEGE AREA SD,STATE COLLEGE AREA H,Algebra I,Historically Underperforming,11,128,29.7,34.4,25.0,10.9,,
000001364,STATE COLLEGE AREA SD,STATE COLLEGE AREA H,Biology,All Students,11,544,46.3,32.5,15.8,5.3,,
000001364,STATE COLLEGE AREA SD,STATE COLLEGE AREA H,Biology,Historically Underperforming,11,130,20.8,35.4,26.9,16.9,,
000001364,STATE COLLEGE AREA SD,STATE COLLEGE AREA H,Literature,All Students,11,538,24.0,59.3,13.0,3.7,,
000001364,STATE COLLEGE AREA SD,STATE COLLEGE AREA H,Literature,Historically Underperforming,11,128,7.8,46.9,34.4,10.9,,
000007691,21ST CENTURY CYBER CS,21ST CENTURY CYBER CS,Algebra I,All Students,11,140,15.0,54.3,23.6,7.1,,
000007691,21ST CENTURY CYBER CS,21ST CENTURY CYBER CS,Algebra I,Historically Underperforming,11,33,3.0,48.5,30.3,18.2,,
000007691,21ST CENTURY CYBER CS,21ST CENTURY CYBER CS,Biology,All Students,11,139,22.3,42.4,22.3,12.9,,
000007691,21ST CENTURY CYBER CS,21ST CENTURY CYBER CS,Biology,Historically Underperforming,11,34,11.8,38.2,23.5,26.5,,
000007691,21ST CENTURY CYBER CS,21ST CENTURY CYBER CS,Literature,All Students,11,135,8.1,78.5,10.4,3.0,,
000007691,21ST CENTURY CYBER CS,21ST CENTURY CYBER CS,Literature,Historically Underperforming,11,32,3.1,68.8,18.8,9.4,,
000007824,ACHIEVEMENT HOUSE CS,ACHIEVEMENT HOUSE CS,Algebra I,All Students,11,46,2.2,21.7,41.3,34.8,,
000007824,ACHIEVEMENT HOUSE CS,ACHIEVEMENT HOUSE CS,Algebra I,Historically Underperforming,11,36,2.8,13.9,41.7,41.7,,
000007824,ACHIEVEMENT HOUSE CS,ACHIEVEMENT HOUSE CS,Biology,All Students,11,46,2.2,23.9,37.0,37.0,,
000007824,ACHIEVEMENT HOUSE CS,ACHIEVEMENT HOUSE CS,Biology,Historically Underperforming,11,36,0.0,16.7,41.7,41.7,,
000007824,ACHIEVEMENT HOUSE CS,ACHIEVEMENT HOUSE CS,Literature,All Students,11,46,0.0,45.7,47.8,6.5,,
000007824,ACHIEVEMENT HOUSE CS,ACHIEVEMENT HOUSE CS,Literature,Historically Underperforming,11,36,0.0,41.7,52.8,5.6,,
000007858,AGORA CYBER CS,AGORA CYBER CS,Algebra I,All Students,11,536,3.2,25.7,49.3,21.8,,
000007858,AGORA CYBER CS,AGORA CYBER CS,Algebra I,Historically Underperforming,11,386,2.3,21.2,50.8,25.6,,
000007858,AGORA CYBER CS,AGORA CYBER CS,Biology,All Students,11,537,6.1,28.1,37.8,27.9,,
000007858,AGORA CYBER CS,AGORA CYBER CS,Biology,Historically Underperforming,11,387,5.2,25.1,38.5,31.3,,
000007858,AGORA CYBER CS,AGORA CYBER CS,Literature,All Students,11,532,1.7,56.4,32.7,9.2,,
000007858,AGORA CYBER CS,AGORA CYBER CS,Literature,Historically Underperforming,11,382,1.3,52.9,34.0,11.8,,
000007721,AVON GROVE CS,AVON GROVE CS,Algebra I,All Students,11,72,16.7,30.6,31.9,20.8,,
000007721,AVON GROVE CS,AVON GROVE CS,Algebra I,Historically Underperforming,11,30,10.0,23.3,30.0,36.7,,
000007721,AVON GROVE CS,AVON GROVE CS,Biology,All Students,11,74,13.5,44.6,32.4,9.5,,
000007721,AVON GROVE CS,AVON GROVE CS,Biology,Historically Underperforming,11,31,6.5,32.3,41.9,19.4,,
000007721,AVON GROVE CS,AVON GROVE CS,Literature,All Students,11,73,6.8,63.0,26.0,4.1,,
000007721,AVON GROVE CS,AVON GROVE CS,Literature,Historically Underperforming,11,31,6.5,45.2,41.9,6.5,,
000001367,AVON GROVE SD,AVON GROVE HS,Algebra I,All Students,11,421,41.1,34.9,17.8,6.2,,
000001367,AVON GROVE SD,AVON GROVE HS,Algebra I,Historically Underperforming,11,112,12.5,27.7,38.4,21.4,,
000001367,AVON GROVE SD,AVON GROVE HS,Biology,All Students,11,424,40.3,35.1,15.1,9.4,,
000001367,AVON GROVE SD,AVON GROVE HS,Biology,Historically Underperforming,11,113,9.7,32.7,29.2,28.3,,
000001367,AVON GROVE SD,AVON GROVE HS,Literature,All Students,11,423,9.2,73.0,14.9,2.8,,
000001367,AVON GROVE SD,AVON GROVE HS,Literature,Historically Underperforming,11,112,1.8,51.8,35.7,10.7,,
000005012,COATESVILLE AREA SD,COATESVILLE AREA SHS,Algebra I,All Students,11,479,17.5,30.1,34.4,18.0,,
000005012,COATESVILLE AREA SD,COATESVILLE AREA SHS,Algebra I,Historically Underperforming,11,274,8.8,22.6,40.5,28.1,,
000005012,COATESVILLE AREA SD,COATESVILLE AREA SHS,Biology,All Students,11,487,16.6,30.2,28.5,24.6,,
000005012,COATESVILLE AREA SD,COATESVILLE AREA SHS,Biology,Historically Underperforming,11,282,8.5,22.3,32.6,36.5,,
000005012,COATESVILLE AREA SD,COATESVILLE AREA SHS,Literature,All Students,11,480,2.7,57.1,26.7,13.5,,
000005012,COATESVILLE AREA SD,COATESVILLE AREA SHS,Literature,Historically Underperforming,11,274,1.5,43.4,33.9,21.2,,
000007628,COLLEGIUM CS,COLLEGIUM CS,Algebra I,All Students,11,72,16.7,40.3,23.6,19.4,,
000007628,COLLEGIUM CS,COLLEGIUM CS,Algebra I,Historically Underperforming,11,37,5.4,32.4,35.1,27.0,,
000007628,COLLEGIUM CS,COLLEGIUM CS,Biology,All Students,11,73,23.3,35.6,24.7,16.4,,
000007628,COLLEGIUM CS,COLLEGIUM CS,Biology,Historically Underperforming,11,37,5.4,37.8,32.4,24.3,,
000007628,COLLEGIUM CS,COLLEGIUM CS,Literature,All Students,11,74,6.8,68.9,17.6,6.8,,
000007628,COLLEGIUM CS,COLLEGIUM CS,Literature,Historically Underperforming,11,36,0.0,63.9,22.2,13.9,,
000007759,DOWNINGTOWN AREA SD,DOWNINGTOWN HS EAST,Algebra I,All Students,11,459,35.7,53.2,9.8,1.3,,
000007759,DOWNINGTOWN AREA SD,DOWNINGTOWN HS EAST,Algebra I,Historically Underperforming,11,115,13.0,52.2,30.4,4.3,,
000007759,DOWNINGTOWN AREA SD,DOWNINGTOWN HS EAST,Biology,All Students,11,458,34.9,51.7,12.0,1.3,,
000007759,DOWNINGTOWN AREA SD,DOWNINGTOWN HS EAST,Biology,Historically Underperforming,11,115,7.8,53.9,33.9,4.3,,
000007759,DOWNINGTOWN AREA SD,DOWNINGTOWN HS EAST,Literature,All Students,11,458,12.0,79.7,7.2,1.1,,
000007759,DOWNINGTOWN AREA SD,DOWNINGTOWN HS EAST,Literature,Historically Underperforming,11,114,0.9,70.2,25.4,3.5,,
000001387,DOWNINGTOWN AREA SD,DOWNINGTOWN HS WEST,Algebra I,All Students,11,332,33.7,50.9,13.3,2.1,,
000001387,DOWNINGTOWN AREA SD,DOWNINGTOWN HS WEST,Algebra I,Historically Underperforming,11,101,15.8,47.5,30.7,5.9,,
000001387,DOWNINGTOWN AREA SD,DOWNINGTOWN HS WEST,Biology,All Students,11,335,31.9,53.1,12.5,2.4,,
000001387,DOWNINGTOWN AREA SD,DOWNINGTOWN HS WEST,Biology,Historically Underperforming,11,103,15.5,52.4,25.2,6.8,,
000001387,DOWNINGTOWN AREA SD,DOWNINGTOWN HS WEST,Literature,All Students,11,337,10.4,78.3,10.1,1.2,,
000001387,DOWNINGTOWN AREA SD,DOWNINGTOWN HS WEST,Literature,Historically Underperforming,11,105,0.0,68.6,27.6,3.8,,
000008174,DOWNINGTOWN AREA SD,DOWNINGTOWN STEM ACADEMY,Algebra I,All Students,11,194,74.2,25.8,0.0,0.0,,
000008174,DOWNINGTOWN AREA SD,DOWNINGTOWN STEM ACADEMY,Algebra I,Historically Underperforming,11,11,63.6,36.4,0.0,0.0,,
000008174,DOWNINGTOWN AREA SD,DOWNINGTOWN STEM ACADEMY,Biology,All Students,11,194,90.7,9.3,0.0,0.0,,
000008174,DOWNINGTOWN AREA SD,DOWNINGTOWN STEM ACADEMY,Biology,Historically Underperforming,11,11,81.8,18.2,0.0,0.0,,
000008174,DOWNINGTOWN AREA SD,DOWNINGTOWN STEM ACADEMY,Literature,All Students,11,194,30.4,69.6,0.0,0.0,,
000008174,DOWNINGTOWN AREA SD,DOWNINGTOWN STEM ACADEMY,Literature,Historically Underperforming,11,11,36.4,63.6,0.0,0.0,,
000001424,GREAT VALLEY SD,GREAT VALLEY HS,Algebra I,All Students,11,309,51.5,32.0,10.7,5.8,,
000001424,GREAT VALLEY SD,GREAT VALLEY HS,Algebra I,Historically Underperforming,11,77,14.3,24.7,39.0,22.1,,
000001424,GREAT VALLEY SD,GREAT VALLEY HS,Biology,All Students,11,309,53.1,36.9,4.5,5.5,,
000001424,GREAT VALLEY SD,GREAT VALLEY HS,Biology,Historically Underperforming,11,78,16.7,43.6,17.9,21.8,,
000001424,GREAT VALLEY SD,GREAT VALLEY HS,Literature,All Students,11,310,15.8,75.2,4.2,4.8,,
000001424,GREAT VALLEY SD,GREAT VALLEY HS,Literature,Historically Underperforming,11,77,3.9,62.3,14.3,19.5,,
000006482,KENNETT CONSOLIDATED SD,KENNETT HS,Algebra I,All Students,11,323,34.7,37.8,21.7,5.9,,
000006482,KENNETT CONSOLIDATED SD,KENNETT HS,Algebra I,Historically Underperforming,11,121,13.2,28.1,43.0,15.7,,
000006482,KENNETT CONSOLIDATED SD,KENNETT HS,Biology,All Students,11,321,37.1,31.5,17.8,13.7,,
000006482,KENNETT CONSOLIDATED SD,KENNETT HS,Biology,Historically Underperforming,11,120,9.2,24.2,32.5,34.2,,
000006482,KENNETT CONSOLIDATED SD,KENNETT HS,Literature,All Students,11,322,15.2,64.3,15.5,5.0,,
000006482,KENNETT CONSOLIDATED SD,KENNETT HS,Literature,Historically Underperforming,11,121,2.5,50.4,34.7,12.4,,
000001414,OCTORARA AREA SD,OCTORARA AREA JSHS,Algebra I,All Students,11,188,18.6,53.2,21.8,6.4,,
000001414,OCTORARA AREA SD,OCTORARA AREA JSHS,Algebra I,Historically Underperforming,11,71,9.9,42.3,35.2,12.7,,
000001414,OCTORARA AREA SD,OCTORARA AREA JSHS,Biology,All Students,11,191,18.3,39.8,28.3,13.6,,
000001414,OCTORARA AREA SD,OCTORARA AREA JSHS,Biology,Historically Underperforming,11,72,4.2,31.9,31.9,31.9,,
000001414,OCTORARA AREA SD,OCTORARA AREA JSHS,Literature,All Students,11,190,7.9,67.4,18.9,5.8,,
000001414,OCTORARA AREA SD,OCTORARA AREA JSHS,Literature,Historically Underperforming,11,72,2.8,50.0,31.9,15.3,,
000001406,OWEN J ROBERTS SD,OWEN J ROBERTS HS,Algebra I,All Students,11,394,35.5,46.2,15.5,2.8,,
000001406,OWEN J ROBERTS SD,OWEN J ROBERTS HS,Algebra I,Historically Underperforming,11,111,16.2,41.4,32.4,9.9,,
000001406,OWEN J ROBERTS SD,OWEN J ROBERTS HS,Biology,All Students,11,381,53.3,33.3,10.0,3.4,,
000001406,OWEN J ROBERTS SD,OWEN J ROBERTS HS,Biology,Historically Underperforming,11,108,37.0,28.7,22.2,12.0,,
000001406,OWEN J ROBERTS SD,OWEN J ROBERTS HS,Literature,All Students,11,385,15.1,73.5,9.1,2.3,,
000001406,OWEN J ROBERTS SD,OWEN J ROBERTS HS,Literature,Historically Underperforming,11,108,6.5,66.7,18.5,8.3,,
000001420,OXFORD AREA SD,OXFORD AREA HS,Algebra I,All Students,11,305,15.4,41.6,32.5,10.5,,
000001420,OXFORD AREA SD,OXFORD AREA HS,Algebra I,Historically Underperforming,11,122,5.7,32.0,39.3,23.0,,
000001420,OXFORD AREA SD,OXFORD AREA HS,Biology,All Students,11,308,20.5,30.5,30.5,18.5,,
000001420,OXFORD AREA SD,OXFORD AREA HS,Biology,Historically Underperforming,11,124,8.9,20.2,32.3,38.7,,
000001420,OXFORD AREA SD,OXFORD AREA HS,Literature,All Students,11,285,10.2,56.5,25.6,7.7,,
000001420,OXFORD AREA SD,OXFORD AREA HS,Literature,Historically Underperforming,11,110,0.0,41.8,40.9,17.3,,
000007819,PENNSYLVANIA LEADERSHIP CHARTER,PENNSYLVANIA LEADERSHIP CHARTER,Algebra I,All Students,11,265,20.4,32.8,32.5,14.3,,
000007819,PENNSYLVANIA LEADERSHIP CHARTER,PENNSYLVANIA LEADERSHIP CHARTER,Algebra I,Historically Underperforming,11,129,11.6,28.7,39.5,20.2,,
000007819,PENNSYLVANIA LEADERSHIP CHARTER,PENNSYLVANIA LEADERSHIP CHARTER,Biology,All Students,11,264,21.6,32.6,24.6,21.2,,
000007819,PENNSYLVANIA LEADERSHIP CHARTER,PENNSYLVANIA LEADERSHIP CHARTER,Biology,Historically Underperforming,11,128,12.5,30.5,24.2,32.8,,
000007819,PENNSYLVANIA LEADERSHIP CHARTER,PENNSYLVANIA LEADERSHIP CHARTER,Literature,All Students,11,264,6.4,56.1,29.2,8.3,,
000007819,PENNSYLVANIA LEADERSHIP CHARTER,PENNSYLVANIA LEADERSHIP CHARTER,Literature,Historically Underperforming,11,128,3.1,43.8,38.3,14.8,,
000001426,PHOENIXVILLE AREA SD,PHOENIXVILLE HS,Algebra I,All Students,11,283,34.6,35.0,22.3,8.1,,
000001426,PHOENIXVILLE AREA SD,PHOENIXVILLE HS,Algebra I,Historically Underperforming,11,97,14.4,26.8,37.1,21.6,,
000001426,PHOENIXVILLE AREA SD,PHOENIXVILLE HS,Biology,All Students,11,276,44.9,25.4,14.1,15.6,,
000001426,PHOENIXVILLE AREA SD,PHOENIXVILLE HS,Biology,Historically Underperforming,11,95,17.9,26.3,23.2,32.6,,
000001426,PHOENIXVILLE AREA SD,PHOENIXVILLE HS,Literature,All Students,11,284,7.0,71.1,15.5,6.3,,
000001426,PHOENIXVILLE AREA SD,PHOENIXVILLE HS,Literature,Historically Underperforming,11,98,4.1,51.0,27.6,17.3,,
000007636,RENAISSANCE ACAD CS,RENAISSANCE ACAD CS,Algebra I,All Students,11,70,24.3,57.1,17.1,1.4,,
000007636,RENAISSANCE ACAD CS,RENAISSANCE ACAD CS,Algebra I,Historically Underperforming,11,22,4.5,50.0,40.9,4.5,,
000007636,RENAISSANCE ACAD CS,RENAISSANCE ACAD CS,Biology,All Students,11,70,34.3,41.4,20.0,4.3,,
000007636,RENAISSANCE ACAD CS,RENAISSANCE ACAD CS,Biology,Historically Underperforming,11,22,13.6,36.4,36.4,13.6,,
000007636,RENAISSANCE ACAD CS,RENAISSANCE ACAD CS,Literature,All Students,11,69,5.8,84.1,10.1,0.0,,
000007636,RENAISSANCE ACAD CS,RENAISSANCE ACAD CS,Literature,Historically Underperforming,11,21,0.0,66.7,33.3,0.0,,
000001423,TREDYFFRIN-EASTTOWN SD,CONESTOGA SHS,Algebra I,All Students,11,533,61.0,31.9,6.0,1.1,,
000001423,TREDYFFRIN-EASTTOWN SD,CONESTOGA SHS,Algebra I,Historically Underperforming,11,87,33.3,33.3,27.6,5.7,,
000001423,TREDYFFRIN-EASTTOWN SD,CONESTOGA SHS,Biology,All Students,11,534,68.0,24.7,4.7,2.6,,
000001423,TREDYFFRIN-EASTTOWN SD,CONESTOGA SHS,Biology,Historically Underperforming,11,87,34.5,31.0,19.5,14.9,,
000001423,TREDYFFRIN-EASTTOWN SD,CONESTOGA SHS,Literature,All Students,11,529,18.3,71.8,8.1,1.7,,
000001423,TREDYFFRIN-EASTTOWN SD,CONESTOGA SHS,Literature,Historically Underperforming,11,84,3.6,60.7,27.4,8.3,,
000001443,UNIONVILLE-CHADDS FORD SD,UNIONVILLE HS,Algebra I,All Students,11,344,63.1,27.0,8.4,1.5,,
000001443,UNIONVILLE-CHADDS FORD SD,UNIONVILLE HS,Algebra I,Historically Underperforming,11,57,17.5,33.3,40.4,8.8,,
000001443,UNIONVILLE-CHADDS FORD SD,UNIONVILLE HS,Biology,All Students,11,349,60.2,31.8,5.4,2.6,,
000001443,UNIONVILLE-CHADDS FORD SD,UNIONVILLE HS,Biology,Historically Underperforming,11,57,19.3,42.1,24.6,14.0,,
000001443,UNIONVILLE-CHADDS FORD SD,UNIONVILLE HS,Literature,All Students,11,350,31.7,64.3,2.9,1.1,,
000001443,UNIONVILLE-CHADDS FORD SD,UNIONVILLE HS,Literature,Historically Underperforming,11,57,8.8,66.7,17.5,7.0,,
000006734,WEST CHESTER AREA SD,EAST SHS,Algebra I,All Students,11,282,42.2,49.3,7.1,1.4,,
000006734,WEST CHESTER AREA SD,EAST SHS,Algebra I,Historically Underperforming,11,54,25.9,51.9,16.7,5.6,,
000006734,WEST CHESTER AREA SD,EAST SHS,Biology,All Students,11,288,38.9,45.8,11.1,4.2,,
000006734,WEST CHESTER AREA SD,EAST SHS,Biology,Historically Underperforming,11,60,15.0,43.3,28.3,13.3,,
000006734,WEST CHESTER AREA SD,EAST SHS,Literature,All Students,11,289,6.9,76.1,14.5,2.4,,
000006734,WEST CHESTER AREA SD,EAST SHS,Literature,Historically Underperforming,11,60,3.3,50.0,38.3,8.3,,
000001453,WEST CHESTER AREA SD,HENDERSON SHS,Algebra I,All Students,11,271,32.1,58.7,5.9,3.3,,
000001453,WEST CHESTER AREA SD,HENDERSON SHS,Algebra I,Historically Underperforming,11,50,14.0,50.0,18.0,18.0,,
000001453,WEST CHESTER AREA SD,HENDERSON SHS,Biology,All Students,11,275,50.5,37.8,8.4,3.3,,
000001453,WEST CHESTER AREA SD,HENDERSON SHS,Biology,Historically Underperforming,11,50,22.0,40.0,20.0,18.0,,
000001453,WEST CHESTER AREA SD,HENDERSON SHS,Literature,All Students,11,275,12.7,76.7,7.3,3.3,,
000001453,WEST CHESTER AREA SD,HENDERSON SHS,Literature,Historically Underperforming,11,50,0.0,64.0,18.0,18.0,,
000007894,WEST CHESTER AREA SD,WEST CHESTER BAYARD RUSTIN HS,Algebra I,All Students,11,301,52.2,37.5,8.3,2.0,,
000007894,WEST CHESTER AREA SD,WEST CHESTER BAYARD RUSTIN HS,Algebra I,Historically Underperforming,11,61,16.4,50.8,24.6,8.2,,
000007894,WEST CHESTER AREA SD,WEST CHESTER BAYARD RUSTIN HS,Biology,All Students,11,304,51.6,34.9,9.5,3.9,,
000007894,WEST CHESTER AREA SD,WEST CHESTER BAYARD RUSTIN HS,Biology,Historically Underperforming,11,65,15.4,43.1,26.2,15.4,,
000007894,WEST CHESTER AREA SD,WEST CHESTER BAYARD RUSTIN HS,Literature,All Students,11,306,18.0,68.3,10.8,2.9,,
000007894,WEST CHESTER AREA SD,WEST CHESTER BAYARD RUSTIN HS,Literature,Historically Underperforming,11,65,0.0,58.5,29.2,12.3,,
000004664,ALLEGHENY-CLARION VALLEY SD,ALLEGHENY-CLARION VA,Algebra I,All Students,11,57,19.3,49.1,22.8,8.8,,
000004664,ALLEGHENY-CLARION VALLEY SD,ALLEGHENY-CLARION VA,Algebra I,Historically Underperforming,11,23,8.7,39.1,34.8,17.4,,
000004664,ALLEGHENY-CLARION VALLEY SD,ALLEGHENY-CLARION VA,Biology,All Students,11,58,29.3,48.3,17.2,5.2,,
000004664,ALLEGHENY-CLARION VALLEY SD,ALLEGHENY-CLARION VA,Biology,Historically Underperforming,11,23,21.7,34.8,30.4,13.0,,
000004664,ALLEGHENY-CLARION VALLEY SD,ALLEGHENY-CLARION VA,Literature,All Students,11,57,3.5,66.7,28.1,1.8,,
000004664,ALLEGHENY-CLARION VALLEY SD,ALLEGHENY-CLARION VA,Literature,Historically Underperforming,11,22,0.0,40.9,54.5,4.5,,
000001475,CLARION AREA SD,CLARION AREA JSHS,Algebra I,All Students,11,59,28.8,50.8,15.3,5.1,,
000001475,CLARION AREA SD,CLARION AREA JSHS,Algebra I,Historically Underperforming,11,18,11.1,50.0,22.2,16.7,,
000001475,CLARION AREA SD,CLARION AREA JSHS,Biology,All Students,11,62,32.3,45.2,16.1,6.5,,
000001475,CLARION AREA SD,CLARION AREA JSHS,Biology,Historically Underperforming,11,20,15.0,40.0,25.0,20.0,,
000001475,CLARION AREA SD,CLARION AREA JSHS,Literature,All Students,11,62,19.4,71.0,6.5,3.2,,
000001475,CLARION AREA SD,CLARION AREA JSHS,Literature,Historically Underperforming,11,20,15.0,65.0,10.0,10.0,,
000001480,CLARION-LIMESTONE AREA SD,CLARION-LIMESTONE AR,Algebra I,All Students,11,61,29.5,47.5,14.8,8.2,,
000001480,CLARION-LIMESTONE AREA SD,CLARION-LIMESTONE AR,Algebra I,Historically Underperforming,11,26,15.4,53.8,11.5,19.2,,
000001480,CLARION-LIMESTONE AREA SD,CLARION-LIMESTONE AR,Biology,All Students,11,59,39.0,45.8,10.2,5.1,,
000001480,CLARION-LIMESTONE AREA SD,CLARION-LIMESTONE AR,Biology,Historically Underperforming,11,24,25.0,54.2,8.3,12.5,,
000001480,CLARION-LIMESTONE AREA SD,CLARION-LIMESTONE AR,Literature,All Students,11,61,14.8,68.9,11.5,4.9,,
000001480,CLARION-LIMESTONE AREA SD,CLARION-LIMESTONE AR,Literature,Historically Underperforming,11,26,3.8,65.4,19.2,11.5,,
000001486,KEYSTONE SD,KEYSTONE JSHS,Algebra I,All Students,11,73,5.5,58.9,30.1,5.5,,
000001486,KEYSTONE SD,KEYSTONE JSHS,Algebra I,Historically Underperforming,11,29,3.4,41.4,44.8,10.3,,
000001486,KEYSTONE SD,KEYSTONE JSHS,Biology,All Students,11,73,11.0,60.3,24.7,4.1,,
000001486,KEYSTONE SD,KEYSTONE JSHS,Biology,Historically Underperforming,11,29,6.9,48.3,34.5,10.3,,
000001486,KEYSTONE SD,KEYSTONE JSHS,Literature,All Students,11,71,1.4,78.9,11.3,8.5,,
000001486,KEYSTONE SD,KEYSTONE JSHS,Literature,Historically Underperforming,11,28,3.6,67.9,10.7,17.9,,
000001489,NORTH CLARION COUNTY SD,NORTH CLARION CO JSH,Algebra I,All Students,11,48,29.2,56.3,10.4,4.2,,
000001489,NORTH CLARION COUNTY SD,NORTH CLARION CO JSH,Algebra I,Historically Underperforming,11,20,5.0,60.0,25.0,10.0,,
000001489,NORTH CLARION COUNTY SD,NORTH CLARION CO JSH,Biology,All Students,11,47,14.9,53.2,25.5,6.4,,
000001489,NORTH CLARION COUNTY SD,NORTH CLARION CO JSH,Biology,Historically Underperforming,11,19,5.3,36.8,42.1,15.8,,
000001489,NORTH CLARION COUNTY SD,NORTH CLARION CO JSH,Literature,All Students,11,48,4.2,56.3,29.2,10.4,,
000001489,NORTH CLARION COUNTY SD,NORTH CLARION CO JSH,Literature,Historically Underperforming,11,20,0.0,25.0,50.0,25.0,,
000001495,REDBANK VALLEY SD,REDBANK VALLEY HS,Algebra I,All Students,11,54,27.8,48.1,20.4,3.7,,
