Schl,District Name,School Name,Subject,Group,Grade,N Scored,Pct. Advanced,Pct. Proficient,Pct. Basic,Pct. Below Basic,,
000002869,DALLAS SD,DALLAS SHS,Algebra I,Historically Underperforming,11,57,10.5,26.3,42.1,21.1,,
000002869,DALLAS SD,DALLAS SHS,Biology,All Students,11,203,32.5,37.4,21.2,8.9,,
000002869,DALLAS SD,DALLAS SHS,Biology,Historically Underperforming,11,55,18.2,23.6,36.4,21.8,,
000002869,DALLAS SD,DALLAS SHS,Literature,All Students,11,204,11.3,69.6,16.2,2.9,,
000002869,DALLAS SD,DALLAS SHS,Literature,Historically Underperforming,11,56,7.1,50.0,32.1,10.7,,
000005242,GREATER NANTICOKE AREA SD,NANTICOKE HS,Algebra I,All Students,11,150,11.3,32.7,36.7,19.3,,
000005242,GREATER NANTICOKE AREA SD,NANTICOKE HS,Algebra I,Historically Underperforming,11,82,4.9,18.3,48.8,28.0,,
000005242,GREATER NANTICOKE AREA SD,NANTICOKE HS,Biology,All Students,11,148,20.9,28.4,21.6,29.1,,
000005242,GREATER NANTICOKE AREA SD,NANTICOKE HS,Biology,Historically Underperforming,11,79,12.7,20.3,25.3,41.8,,
000005242,GREATER NANTICOKE AREA SD,NANTICOKE HS,Literature,All Students,11,149,3.4,43.6,32.2,20.8,,
000005242,GREATER NANTICOKE AREA SD,NANTICOKE HS,Literature,Historically Underperforming,11,81,1.2,25.9,37.0,35.8,,
000002891,HANOVER AREA SD,HANOVER AREA JSHS,Algebra I,All Students,11,125,11.2,26.4,37.6,24.8,,
000002891,HANOVER AREA SD,HANOVER AREA JSHS,Algebra I,Historically Underperforming,11,62,4.8,17.7,37.1,40.3,,
000002891,HANOVER AREA SD,HANOVER AREA JSHS,Biology,All Students,11,127,15.0,32.3,25.2,27.6,,
000002891,HANOVER AREA SD,HANOVER AREA JSHS,Biology,Historically Underperforming,11,60,8.3,16.7,31.7,43.3,,
000002891,HANOVER AREA SD,HANOVER AREA JSHS,Literature,All Students,11,133,3.0,53.4,33.8,9.8,,
000002891,HANOVER AREA SD,HANOVER AREA JSHS,Literature,Historically Underperforming,11,64,3.1,37.5,45.3,14.1,,
000007348,HAZLETON AREA SD,HAZLETON AREA HS,Algebra I,All Students,11,723,13.1,32.6,35.4,18.8,,
000007348,HAZLETON AREA SD,HAZLETON AREA HS,Algebra I,Historically Underperforming,11,418,6.7,23.2,40.4,29.7,,
000007348,HAZLETON AREA SD,HAZLETON AREA HS,Biology,All Students,11,717,20.5,26.1,24.4,29.0,,
000007348,HAZLETON AREA SD,HAZLETON AREA HS,Biology,Historically Underperforming,11,413,10.2,17.9,28.8,43.1,,
000007348,HAZLETON AREA SD,HAZLETON AREA HS,Literature,All Students,11,719,6.8,51.6,26.3,15.3,,
000007348,HAZLETON AREA SD,HAZLETON AREA HS,Literature,Historically Underperforming,11,415,3.9,35.7,35.9,24.6,,
000002924,LAKE-LEHMAN SD,LAKE-LEHMAN JSHS,Algebra I,All Students,11,119,30.3,37.8,22.7,9.2,,
000002924,LAKE-LEHMAN SD,LAKE-LEHMAN JSHS,Algebra I,Historically Underperforming,11,44,13.6,31.8,29.5,25.0,,
000002924,LAKE-LEHMAN SD,LAKE-LEHMAN JSHS,Biology,All Students,11,117,54.7,25.6,15.4,4.3,,
000002924,LAKE-LEHMAN SD,LAKE-LEHMAN JSHS,Biology,Historically Underperforming,11,43,41.9,25.6,23.3,9.3,,
000002924,LAKE-LEHMAN SD,LAKE-LEHMAN JSHS,Literature,All Students,11,120,13.3,70.0,12.5,4.2,,
000002924,LAKE-LEHMAN SD,LAKE-LEHMAN JSHS,Literature,Historically Underperforming,11,45,4.4,64.4,22.2,8.9,,
000002958,NORTHWEST AREA SD,NORTHWEST AREA HS,Algebra I,All Students,11,71,2.8,53.5,40.8,2.8,,
000002958,NORTHWEST AREA SD,NORTHWEST AREA HS,Algebra I,Historically Underperforming,11,27,0.0,40.7,51.9,7.4,,
000002958,NORTHWEST AREA SD,NORTHWEST AREA HS,Biology,All Students,11,71,12.7,57.7,23.9,5.6,,
000002958,NORTHWEST AREA SD,NORTHWEST AREA HS,Biology,Historically Underperforming,11,27,0.0,59.3,29.6,11.1,,
000002958,NORTHWEST AREA SD,NORTHWEST AREA HS,Literature,All Students,11,69,2.9,76.8,17.4,2.9,,
000002958,NORTHWEST AREA SD,NORTHWEST AREA HS,Literature,Historically Underperforming,11,25,0.0,76.0,20.0,4.0,,
000005058,PITTSTON AREA SD,PITTSTON AREA SHS,Algebra I,All Students,11,230,16.5,51.7,27.0,4.8,,
000005058,PITTSTON AREA SD,PITTSTON AREA SHS,Algebra I,Historically Underperforming,11,89,11.2,38.2,39.3,11.2,,
000005058,PITTSTON AREA SD,PITTSTON AREA SHS,Biology,All Students,11,239,40.2,31.8,16.7,11.3,,
000005058,PITTSTON AREA SD,PITTSTON AREA SHS,Biology,Historically Underperforming,11,96,24.0,35.4,19.8,20.8,,
000005058,PITTSTON AREA SD,PITTSTON AREA SHS,Literature,All Students,11,238,9.7,65.5,17.6,7.1,,
000005058,PITTSTON AREA SD,PITTSTON AREA SHS,Literature,Historically Underperforming,11,96,4.2,57.3,25.0,13.5,,
000005059,WEST SIDE CTC,WEST SIDE CTC,Algebra I,All Students,11,127,2.4,19.7,49.6,28.3,,
000005059,WEST SIDE CTC,WEST SIDE CTC,Algebra I,Historically Underperforming,11,98,0.0,18.4,46.9,34.7,,
000005059,WEST SIDE CTC,WEST SIDE CTC,Biology,All Students,11,127,0.8,12.6,32.3,54.3,,
000005059,WEST SIDE CTC,WEST SIDE CTC,Biology,Historically Underperforming,11,98,1.0,9.2,27.6,62.2,,
000005059,WEST SIDE CTC,WEST SIDE CTC,Literature,All Students,11,124,0.8,30.6,39.5,29.0,,
000005059,WEST SIDE CTC,WEST SIDE CTC,Literature,Historically Underperforming,11,96,0.0,24.0,42.7,33.3,,
000003009,WILKES-BARRE AREA SD,ELMER L MEYERS JSHS,Algebra I,All Students,11,133,6.8,27.8,37.6,27.8,,
000003009,WILKES-BARRE AREA SD,ELMER L MEYERS JSHS,Algebra I,Historically Underperforming,11,111,3.6,21.6,42.3,32.4,,
000003009,WILKES-BARRE AREA SD,ELMER L MEYERS JSHS,Biology,All Students,11,136,2.9,36.0,27.9,33.1,,
000003009,WILKES-BARRE AREA SD,ELMER L MEYERS JSHS,Biology,Historically Underperforming,11,113,2.7,27.4,30.1,39.8,,
000003009,WILKES-BARRE AREA SD,ELMER L MEYERS JSHS,Literature,All Students,11,135,5.2,45.9,27.4,21.5,,
000003009,WILKES-BARRE AREA SD,ELMER L MEYERS JSHS,Literature,Historically Underperforming,11,112,1.8,42.0,30.4,25.9,,
000003008,WILKES-BARRE AREA SD,G A R MEMORIAL JSHS,Algebra I,All Students,11,102,2.9,33.3,32.4,31.4,,
000003008,WILKES-BARRE AREA SD,G A R MEMORIAL JSHS,Algebra I,Historically Underperforming,11,91,2.2,33.0,30.8,34.1,,
000003008,WILKES-BARRE AREA SD,G A R MEMORIAL JSHS,Biology,All Students,11,101,4.0,22.8,27.7,45.5,,
000003008,WILKES-BARRE AREA SD,G A R MEMORIAL JSHS,Biology,Historically Underperforming,11,90,3.3,22.2,27.8,46.7,,
000003008,WILKES-BARRE AREA SD,G A R MEMORIAL JSHS,Literature,All Students,11,108,0.9,30.6,38.9,29.6,,
000003008,WILKES-BARRE AREA SD,G A R MEMORIAL JSHS,Literature,Historically Underperforming,11,96,1.0,29.2,36.5,33.3,,
000003007,WILKES-BARRE AREA SD,JAMES M COUGHLIN JSH,Algebra I,All Students,11,188,8.5,35.6,36.2,19.7,,
000003007,WILKES-BARRE AREA SD,JAMES M COUGHLIN JSH,Algebra I,Historically Underperforming,11,119,5.0,23.5,42.9,28.6,,
000003007,WILKES-BARRE AREA SD,JAMES M COUGHLIN JSH,Biology,All Students,11,192,9.9,35.4,27.1,27.6,,
000003007,WILKES-BARRE AREA SD,JAMES M COUGHLIN JSH,Biology,Historically Underperforming,11,123,4.1,30.1,30.9,35.0,,
000003007,WILKES-BARRE AREA SD,JAMES M COUGHLIN JSH,Literature,All Students,11,185,5.4,55.7,25.4,13.5,,
000003007,WILKES-BARRE AREA SD,JAMES M COUGHLIN JSH,Literature,Historically Underperforming,11,117,2.6,49.6,29.9,17.9,,
000006390,WYOMING AREA SD,WYOMING AREA SEC CTR,Algebra I,All Students,11,141,14.2,46.8,29.8,9.2,,
000006390,WYOMING AREA SD,WYOMING AREA SEC CTR,Algebra I,Historically Underperforming,11,61,3.3,36.1,41.0,19.7,,
000006390,WYOMING AREA SD,WYOMING AREA SEC CTR,Biology,All Students,11,138,20.3,41.3,21.7,16.7,,
000006390,WYOMING AREA SD,WYOMING AREA SEC CTR,Biology,Historically Underperforming,11,59,6.8,33.9,28.8,30.5,,
000006390,WYOMING AREA SD,WYOMING AREA SEC CTR,Literature,All Students,11,133,4.5,67.7,21.8,6.0,,
000006390,WYOMING AREA SD,WYOMING AREA SEC CTR,Literature,Historically Underperforming,11,56,1.8,57.1,26.8,14.3,,
000006391,WYOMING VALLEY WEST SD,WYOMING VALLEY WEST SHS,Algebra I,All Students,11,245,19.6,38.8,30.2,11.4,,
000006391,WYOMING VALLEY WEST SD,WYOMING VALLEY WEST SHS,Algebra I,Historically Underperforming,11,127,16.5,26.0,36.2,21.3,,
000006391,WYOMING VALLEY WEST SD,WYOMING VALLEY WEST SHS,Biology,All Students,11,243,18.1,35.8,28.0,18.1,,
000006391,WYOMING VALLEY WEST SD,WYOMING VALLEY WEST SHS,Biology,Historically Underperforming,11,125,12.8,23.2,36.0,28.0,,
000006391,WYOMING VALLEY WEST SD,WYOMING VALLEY WEST SHS,Literature,All Students,11,248,2.0,59.3,25.4,13.3,,
000006391,WYOMING VALLEY WEST SD,WYOMING VALLEY WEST SHS,Literature,Historically Underperforming,11,133,0.0,44.4,32.3,23.3,,
000006364,EAST LYCOMING SD,HUGHESVILLE JSHS,Algebra I,All Students,11,114,23.7,57.9,14.9,3.5,,
000006364,EAST LYCOMING SD,HUGHESVILLE JSHS,Algebra I,Historically Underperforming,11,34,5.9,61.8,23.5,8.8,,
000006364,EAST LYCOMING SD,HUGHESVILLE JSHS,Biology,All Students,11,115,20.9,57.4,14.8,7.0,,
000006364,EAST LYCOMING SD,HUGHESVILLE JSHS,Biology,Historically Underperforming,11,35,11.4,54.3,20.0,14.3,,
000006364,EAST LYCOMING SD,HUGHESVILLE JSHS,Literature,All Students,11,115,7.0,73.9,13.9,5.2,,
000006364,EAST LYCOMING SD,HUGHESVILLE JSHS,Literature,Historically Underperforming,11,35,0.0,65.7,25.7,8.6,,
000003034,JERSEY SHORE AREA SD,JERSEY SHORE AREA SH,Algebra I,All Students,11,164,28.0,57.3,12.2,2.4,,
000003034,JERSEY SHORE AREA SD,JERSEY SHORE AREA SH,Algebra I,Historically Underperforming,11,64,20.3,54.7,20.3,4.7,,
000003034,JERSEY SHORE AREA SD,JERSEY SHORE AREA SH,Biology,All Students,11,166,16.9,45.2,27.1,10.8,,
000003034,JERSEY SHORE AREA SD,JERSEY SHORE AREA SH,Biology,Historically Underperforming,11,66,9.1,53.0,21.2,16.7,,
000003034,JERSEY SHORE AREA SD,JERSEY SHORE AREA SH,Literature,All Students,11,165,10.9,79.4,7.9,1.8,,
000003034,JERSEY SHORE AREA SD,JERSEY SHORE AREA SH,Literature,Historically Underperforming,11,66,7.6,74.2,13.6,4.5,,
000004828,LOYALSOCK TOWNSHIP SD,LOYALSOCK TWP SHS,Algebra I,All Students,11,106,34.0,44.3,19.8,1.9,,
000004828,LOYALSOCK TOWNSHIP SD,LOYALSOCK TWP SHS,Algebra I,Historically Underperforming,11,37,13.5,43.2,37.8,5.4,,
000004828,LOYALSOCK TOWNSHIP SD,LOYALSOCK TWP SHS,Biology,All Students,11,106,35.8,39.6,17.9,6.6,,
000004828,LOYALSOCK TOWNSHIP SD,LOYALSOCK TWP SHS,Biology,Historically Underperforming,11,37,8.1,43.2,32.4,16.2,,
000004828,LOYALSOCK TOWNSHIP SD,LOYALSOCK TWP SHS,Literature,All Students,11,107,4.7,77.6,15.9,1.9,,
000004828,LOYALSOCK TOWNSHIP SD,LOYALSOCK TWP SHS,Literature,Historically Underperforming,11,38,2.6,57.9,34.2,5.3,,
000003040,MONTGOMERY AREA SD,MONTGOMERY JSHS,Algebra I,All Students,11,48,14.6,70.8,10.4,4.2,,
000003040,MONTGOMERY AREA SD,MONTGOMERY JSHS,Algebra I,Historically Underperforming,11,19,5.3,57.9,26.3,10.5,,
000003040,MONTGOMERY AREA SD,MONTGOMERY JSHS,Biology,All Students,11,48,27.1,43.8,22.9,6.3,,
000003040,MONTGOMERY AREA SD,MONTGOMERY JSHS,Biology,Historically Underperforming,11,19,10.5,52.6,26.3,10.5,,
000003040,MONTGOMERY AREA SD,MONTGOMERY JSHS,Literature,All Students,11,48,10.4,79.2,6.3,4.2,,
000003040,MONTGOMERY AREA SD,MONTGOMERY JSHS,Literature,Historically Underperforming,11,19,10.5,68.4,10.5,10.5,,
000003045,MONTOURSVILLE AREA SD,MONTOURSVILLE AREA S,Algebra I,All Students,11,168,29.8,53.0,14.9,2.4,,
000003045,MONTOURSVILLE AREA SD,MONTOURSVILLE AREA S,Algebra I,Historically Underperforming,11,51,19.6,45.1,27.5,7.8,,
000003045,MONTOURSVILLE AREA SD,MONTOURSVILLE AREA S,Biology,All Students,11,168,26.2,46.4,19.0,8.3,,
000003045,MONTOURSVILLE AREA SD,MONTOURSVILLE AREA S,Biology,Historically Underperforming,11,51,13.7,41.2,27.5,17.6,,
000003045,MONTOURSVILLE AREA SD,MONTOURSVILLE AREA S,Literature,All Students,11,161,2.5,75.2,18.6,3.7,,
000003045,MONTOURSVILLE AREA SD,MONTOURSVILLE AREA S,Literature,Historically Underperforming,11,46,0.0,56.5,34.8,8.7,,
000003048,MUNCY SD,MUNCY JSHS,Algebra I,All Students,11,66,31.8,50.0,18.2,0.0,,
000003048,MUNCY SD,MUNCY JSHS,Algebra I,Historically Underperforming,11,34,29.4,41.2,29.4,0.0,,
000003048,MUNCY SD,MUNCY JSHS,Biology,All Students,11,65,15.4,41.5,32.3,10.8,,
000003048,MUNCY SD,MUNCY JSHS,Biology,Historically Underperforming,11,33,9.1,42.4,27.3,21.2,,
000003048,MUNCY SD,MUNCY JSHS,Literature,All Students,11,66,3.0,83.3,7.6,6.1,,
000003048,MUNCY SD,MUNCY JSHS,Literature,Historically Underperforming,11,34,2.9,70.6,14.7,11.8,,
000003056,SOUTH WILLIAMSPORT AREA SD,SOUTH WILLIAMSPORT AREA JSHS,Algebra I,All Students,11,83,27.7,56.6,12.0,3.6,,
000003056,SOUTH WILLIAMSPORT AREA SD,SOUTH WILLIAMSPORT AREA JSHS,Algebra I,Historically Underperforming,11,27,11.1,51.9,25.9,11.1,,
000003056,SOUTH WILLIAMSPORT AREA SD,SOUTH WILLIAMSPORT AREA JSHS,Biology,All Students,11,83,36.1,53.0,9.6,1.2,,
000003056,SOUTH WILLIAMSPORT AREA SD,SOUTH WILLIAMSPORT AREA JSHS,Biology,Historically Underperforming,11,27,14.8,51.9,29.6,3.7,,
000003056,SOUTH WILLIAMSPORT AREA SD,SOUTH WILLIAMSPORT AREA JSHS,Literature,All Students,11,83,2.4,80.7,13.3,3.6,,
000003056,SOUTH WILLIAMSPORT AREA SD,SOUTH WILLIAMSPORT AREA JSHS,Literature,Historically Underperforming,11,27,0.0,55.6,33.3,11.1,,
000006368,WILLIAMSPORT AREA SD,WILLIAMSPORT AREA HS,Algebra I,All Students,11,328,19.8,60.4,16.5,3.4,,
000006368,WILLIAMSPORT AREA SD,WILLIAMSPORT AREA HS,Algebra I,Historically Underperforming,11,174,8.6,56.9,28.2,6.3,,
000006368,WILLIAMSPORT AREA SD,WILLIAMSPORT AREA HS,Biology,All Students,11,327,25.7,46.8,18.7,8.9,,
000006368,WILLIAMSPORT AREA SD,WILLIAMSPORT AREA HS,Biology,Historically Underperforming,11,174,14.9,39.1,29.9,16.1,,
000006368,WILLIAMSPORT AREA SD,WILLIAMSPORT AREA HS,Literature,All Students,11,328,12.5,73.2,10.7,3.7,,
000006368,WILLIAMSPORT AREA SD,WILLIAMSPORT AREA HS,Literature,Historically Underperforming,11,172,5.2,69.2,18.6,7.0,,
000004691,BRADFORD AREA SD,BRADFORD AREA HS,Algebra I,All Students,11,161,15.5,61.5,19.3,3.7,,
000004691,BRADFORD AREA SD,BRADFORD AREA HS,Algebra I,Historically Underperforming,11,78,7.7,56.4,28.2,7.7,,
000004691,BRADFORD AREA SD,BRADFORD AREA HS,Biology,All Students,11,166,24.1,56.0,15.1,4.8,,
000004691,BRADFORD AREA SD,BRADFORD AREA HS,Biology,Historically Underperforming,11,80,13.8,53.8,23.8,8.8,,
000004691,BRADFORD AREA SD,BRADFORD AREA HS,Literature,All Students,11,170,5.9,74.1,16.5,3.5,,
000004691,BRADFORD AREA SD,BRADFORD AREA HS,Literature,Historically Underperforming,11,82,1.2,65.9,25.6,7.3,,
000005245,KANE AREA SD,KANE AREA HS,Algebra I,All Students,11,81,19.8,56.8,14.8,8.6,,
000005245,KANE AREA SD,KANE AREA HS,Algebra I,Historically Underperforming,11,51,11.8,52.9,21.6,13.7,,
000005245,KANE AREA SD,KANE AREA HS,Biology,All Students,11,80,25.0,36.3,23.8,15.0,,
000005245,KANE AREA SD,KANE AREA HS,Biology,Historically Underperforming,11,50,10.0,38.0,28.0,24.0,,
000005245,KANE AREA SD,KANE AREA HS,Literature,All Students,11,81,7.4,60.5,19.8,12.3,,
000005245,KANE AREA SD,KANE AREA HS,Literature,Historically Underperforming,11,51,3.9,51.0,25.5,19.6,,
000003107,OTTO-ELDRED SD,OTTO-ELDRED JSHS,Algebra I,All Students,11,40,22.5,45.0,30.0,2.5,,
000003107,OTTO-ELDRED SD,OTTO-ELDRED JSHS,Algebra I,Historically Underperforming,11,18,22.2,44.4,27.8,5.6,,
000003107,OTTO-ELDRED SD,OTTO-ELDRED JSHS,Biology,All Students,11,43,16.3,58.1,20.9,4.7,,
000003107,OTTO-ELDRED SD,OTTO-ELDRED JSHS,Biology,Historically Underperforming,11,21,9.5,47.6,33.3,9.5,,
000003107,OTTO-ELDRED SD,OTTO-ELDRED JSHS,Literature,All Students,11,43,0.0,72.1,20.9,7.0,,
000003107,OTTO-ELDRED SD,OTTO-ELDRED JSHS,Literature,Historically Underperforming,11,21,0.0,57.1,28.6,14.3,,
000003111,PORT ALLEGANY SD,PORT ALLEGANY JSHS,Algebra I,All Students,11,62,16.1,46.8,24.2,12.9,,
000003111,PORT ALLEGANY SD,PORT ALLEGANY JSHS,Algebra I,Historically Underperforming,11,29,10.3,37.9,24.1,27.6,,
000003111,PORT ALLEGANY SD,PORT ALLEGANY JSHS,Biology,All Students,11,63,38.1,42.9,7.9,11.1,,
000003111,PORT ALLEGANY SD,PORT ALLEGANY JSHS,Biology,Historically Underperforming,11,30,26.7,43.3,10.0,20.0,,
000003111,PORT ALLEGANY SD,PORT ALLEGANY JSHS,Literature,All Students,11,63,7.9,68.3,19.0,4.8,,
000003111,PORT ALLEGANY SD,PORT ALLEGANY JSHS,Literature,Historically Underperforming,11,29,0.0,65.5,24.1,10.3,,
000003117,SMETHPORT AREA SD,SMETHPORT AREA JSHS,Algebra I,All Students,11,51,27.5,49.0,17.6,5.9,,
000003117,SMETHPORT AREA SD,SMETHPORT AREA JSHS,Algebra I,Historically Underperforming,11,17,5.9,58.8,17.6,17.6,,
000003117,SMETHPORT AREA SD,SMETHPORT AREA JSHS,Biology,All Students,11,51,23.5,51.0,17.6,7.8,,
000003117,SMETHPORT AREA SD,SMETHPORT AREA JSHS,Biology,Historically Underperforming,11,17,5.9,58.8,23.5,11.8,,
000003117,SMETHPORT AREA SD,SMETHPORT AREA JSHS,Literature,All Students,11,51,3.9,60.8,33.3,2.0,,
000003117,SMETHPORT AREA SD,SMETHPORT AREA JSHS,Literature,Historically Underperforming,11,17,0.0,52.9,41.2,5.9,,
000006122,COMMODORE PERRY SD,COMMODORE PERRY JSHS,Algebra I,All Students,11,45,11.1,53.3,26.7,8.9,,
000006122,COMMODORE PERRY SD,COMMODORE PERRY JSHS,Algebra I,Historically Underperforming,11,24,8.3,45.8,33.3,12.5,,
000006122,COMMODORE PERRY SD,COMMODORE PERRY JSHS,Biology,All Students,11,45,15.6,42.2,22.2,20.0,,
000006122,COMMODORE PERRY SD,COMMODORE PERRY JSHS,Biology,Historically Underperforming,11,24,12.5,37.5,29.2,20.8,,
000006122,COMMODORE PERRY SD,COMMODORE PERRY JSHS,Literature,All Students,11,45,6.7,51.1,35.6,6.7,,
000006122,COMMODORE PERRY SD,COMMODORE PERRY JSHS,Literature,Historically Underperforming,11,24,4.2,41.7,50.0,4.2,,
000005248,FARRELL AREA SD,FARRELL AREA HS/UMS,Algebra I,All Students,11,45,2.2,24.4,44.4,28.9,,
000005248,FARRELL AREA SD,FARRELL AREA HS/UMS,Algebra I,Historically Underperforming,11,45,2.2,24.4,44.4,28.9,,
000005248,FARRELL AREA SD,FARRELL AREA HS/UMS,Biology,All Students,11,42,2.4,11.9,33.3,52.4,,
000005248,FARRELL AREA SD,FARRELL AREA HS/UMS,Biology,Historically Underperforming,11,42,2.4,11.9,33.3,52.4,,
000005248,FARRELL AREA SD,FARRELL AREA HS/UMS,Literature,All Students,11,44,0.0,27.3,47.7,25.0,,
000005248,FARRELL AREA SD,FARRELL AREA HS/UMS,Literature,Historically Underperforming,11,44,0.0,27.3,47.7,25.0,,
000003137,GREENVILLE AREA SD,GREENVILLE JSHS,Algebra I,All Students,11,103,15.5,53.4,26.2,4.9,,
000003137,GREENVILLE AREA SD,GREENVILLE JSHS,Algebra I,Historically Underperforming,11,48,10.4,45.8,33.3,10.4,,
000003137,GREENVILLE AREA SD,GREENVILLE JSHS,Biology,All Students,11,104,25.0,56.7,15.4,2.9,,
000003137,GREENVILLE AREA SD,GREENVILLE JSHS,Biology,Historically Underperforming,11,49,14.3,59.2,22.4,4.1,,
000003137,GREENVILLE AREA SD,GREENVILLE JSHS,Literature,All Students,11,103,7.8,76.7,11.7,3.9,,
000003137,GREENVILLE AREA SD,GREENVILLE JSHS,Literature,Historically Underperforming,11,49,4.1,67.3,20.4,8.2,,
000006125,GROVE CITY AREA SD,GEORGE JR REPUBLIC H,Algebra I,All Students,11,23,4.3,4.3,17.4,73.9,,
000006125,GROVE CITY AREA SD,GEORGE JR REPUBLIC H,Algebra I,Historically Underperforming,11,23,4.3,4.3,17.4,73.9,,
000006125,GROVE CITY AREA SD,GEORGE JR REPUBLIC H,Biology,All Students,11,20,5.0,10.0,25.0,60.0,,
000006125,GROVE CITY AREA SD,GEORGE JR REPUBLIC H,Biology,Historically Underperforming,11,20,5.0,10.0,25.0,60.0,,
000006125,GROVE CITY AREA SD,GEORGE JR REPUBLIC H,Literature,All Students,11,18,0.0,11.1,22.2,66.7,,
000006125,GROVE CITY AREA SD,GEORGE JR REPUBLIC H,Literature,Historically Underperforming,11,18,0.0,11.1,22.2,66.7,,
000003145,GROVE CITY AREA SD,GROVE CITY AREA HS,Algebra I,All Students,11,160,30.0,40.0,23.1,6.9,,
000003145,GROVE CITY AREA SD,GROVE CITY AREA HS,Algebra I,Historically Underperforming,11,51,17.6,29.4,33.3,19.6,,
000003145,GROVE CITY AREA SD,GROVE CITY AREA HS,Biology,All Students,11,162,41.4,35.8,14.2,8.6,,
000003145,GROVE CITY AREA SD,GROVE CITY AREA HS,Biology,Historically Underperforming,11,53,30.2,30.2,18.9,20.8,,
000003145,GROVE CITY AREA SD,GROVE CITY AREA HS,Literature,All Students,11,161,9.3,69.6,16.8,4.3,,
000003145,GROVE CITY AREA SD,GROVE CITY AREA HS,Literature,Historically Underperforming,11,52,1.9,57.7,30.8,9.6,,
000003150,HERMITAGE SD,HICKORY HS,Algebra I,All Students,11,157,24.2,40.8,30.6,4.5,,
000003150,HERMITAGE SD,HICKORY HS,Algebra I,Historically Underperforming,11,51,3.9,35.3,49.0,11.8,,
000003150,HERMITAGE SD,HICKORY HS,Biology,All Students,11,157,29.3,49.0,14.6,7.0,,
000003150,HERMITAGE SD,HICKORY HS,Biology,Historically Underperforming,11,51,19.6,41.2,17.6,21.6,,
000003150,HERMITAGE SD,HICKORY HS,Literature,All Students,11,157,8.9,77.1,8.9,5.1,,
000003150,HERMITAGE SD,HICKORY HS,Literature,Historically Underperforming,11,51,5.9,58.8,19.6,15.7,,
000006126,JAMESTOWN AREA SD,JAMESTOWN AREA JSHS,Algebra I,All Students,11,33,24.2,42.4,21.2,12.1,,
000006126,JAMESTOWN AREA SD,JAMESTOWN AREA JSHS,Algebra I,Historically Underperforming,11,20,10.0,35.0,35.0,20.0,,
000006126,JAMESTOWN AREA SD,JAMESTOWN AREA JSHS,Biology,All Students,11,33,6.1,48.5,24.2,21.2,,
000006126,JAMESTOWN AREA SD,JAMESTOWN AREA JSHS,Biology,Historically Underperforming,11,20,0.0,25.0,40.0,35.0,,
000006126,JAMESTOWN AREA SD,JAMESTOWN AREA JSHS,Literature,All Students,11,33,9.1,69.7,15.2,6.1,,
000006126,JAMESTOWN AREA SD,JAMESTOWN AREA JSHS,Literature,Historically Underperforming,11,20,0.0,65.0,25.0,10.0,,
000007506,KEYSTONE ED CTR CS,KEYSTONE ED CTR CS,Algebra I,All Students,11,49,0.0,6.1,42.9,51.0,,
000007506,KEYSTONE ED CTR CS,KEYSTONE ED CTR CS,Algebra I,Historically Underperforming,11,49,0.0,6.1,42.9,51.0,,
000007506,KEYSTONE ED CTR CS,KEYSTONE ED CTR CS,Biology,All Students,11,49,0.0,10.2,34.7,55.1,,
000007506,KEYSTONE ED CTR CS,KEYSTONE ED CTR CS,Biology,Historically Underperforming,11,49,0.0,10.2,34.7,55.1,,
000007506,KEYSTONE ED CTR CS,KEYSTONE ED CTR CS,Literature,All Students,11,46,0.0,19.6,30.4,50.0,,
000007506,KEYSTONE ED CTR CS,KEYSTONE ED CTR CS,Literature,Historically Underperforming,11,46,0.0,19.6,30.4,50.0,,
000003155,LAKEVIEW SD,LAKEVIEW HS,Algebra I,All Students,11,99,26.3,44.4,23.2,6.1,,
000003155,LAKEVIEW SD,LAKEVIEW HS,Algebra I,Historically Underperforming,11,50,10.0,42.0,36.0,12.0,,
000003155,LAKEVIEW SD,LAKEVIEW HS,Biology,All Students,11,100,24.0,44.0,23.0,9.0,,
000003155,LAKEVIEW SD,LAKEVIEW HS,Biology,Historically Underperforming,11,51,15.7,37.3,33.3,13.7,,
000003155,LAKEVIEW SD,LAKEVIEW HS,Literature,All Students,11,100,3.0,80.0,14.0,3.0,,
000003155,LAKEVIEW SD,LAKEVIEW HS,Literature,Historically Underperforming,11,51,0.0,74.5,19.6,5.9,,
000003158,MERCER AREA SD,MERCER AREA SHS,Algebra I,All Students,11,98,16.3,68.4,14.3,1.0,,
000003158,MERCER AREA SD,MERCER AREA SHS,Algebra I,Historically Underperforming,11,35,5.7,57.1,34.3,2.9,,
000003158,MERCER AREA SD,MERCER AREA SHS,Biology,All Students,11,100,27.0,55.0,16.0,2.0,,
000003158,MERCER AREA SD,MERCER AREA SHS,Biology,Historically Underperforming,11,36,13.9,41.7,38.9,5.6,,
000003158,MERCER AREA SD,MERCER AREA SHS,Literature,All Students,11,99,13.1,74.7,11.1,1.0,,
000003158,MERCER AREA SD,MERCER AREA SHS,Literature,Historically Underperforming,11,35,2.9,68.6,25.7,2.9,,
000003165,REYNOLDS SD,REYNOLDS JSHS,Algebra I,All Students,11,108,30.6,49.1,20.4,0.0,,
000003165,REYNOLDS SD,REYNOLDS JSHS,Algebra I,Historically Underperforming,11,48,27.1,39.6,33.3,0.0,,
