Grade,AUN,Schl,County,District Name,School Name,Subject,Group,N Scored,Pct. Advanced,Pct. Proficient,Pct. Basic,Pct. Below Basic
11,121395603,000002833,Lehigh,SALISBURY TOWNSHIP SD,SALISBURY SHS,Literature,All Students,131,15.3,58.0,19.1,7.6
11,121395603,000002833,Lehigh,SALISBURY TOWNSHIP SD,SALISBURY SHS,Literature,Historically Underperforming,56,8.9,39.3,33.9,17.9
11,121395703,000002839,Lehigh,SOUTHERN LEHIGH SD,SOUTHERN LEHIGH SHS,Algebra I,All Students,276,43.5,34.1,19.2,3.3
11,121395703,000002839,Lehigh,SOUTHERN LEHIGH SD,SOUTHERN LEHIGH SHS,Algebra I,Historically Underperforming,59,20.3,27.1,37.3,15.3
11,121395703,000002839,Lehigh,SOUTHERN LEHIGH SD,SOUTHERN LEHIGH SHS,Biology,All Students,278,43.5,39.9,11.9,4.7
11,121395703,000002839,Lehigh,SOUTHERN LEHIGH SD,SOUTHERN LEHIGH SHS,Biology,Historically Underperforming,61,16.4,44.3,26.2,13.1
11,121395703,000002839,Lehigh,SOUTHERN LEHIGH SD,SOUTHERN LEHIGH SHS,Literature,All Students,270,18.1,71.1,9.6,1.1
11,121395703,000002839,Lehigh,SOUTHERN LEHIGH SD,SOUTHERN LEHIGH SHS,Literature,Historically Underperforming,54,9.3,57.4,29.6,3.7
11,121397803,000002848,Lehigh,WHITEHALL-COPLAY SD,WHITEHALL HS,Algebra I,All Students,359,22.0,35.4,31.5,11.1
11,121397803,000002848,Lehigh,WHITEHALL-COPLAY SD,WHITEHALL HS,Algebra I,Historically Underperforming,208,12.0,28.8,40.9,18.3
11,121397803,000002848,Lehigh,WHITEHALL-COPLAY SD,WHITEHALL HS,Biology,All Students,357,30.5,26.9,25.2,17.4
11,121397803,000002848,Lehigh,WHITEHALL-COPLAY SD,WHITEHALL HS,Biology,Historically Underperforming,207,17.9,24.2,32.4,25.6
11,121397803,000002848,Lehigh,WHITEHALL-COPLAY SD,WHITEHALL HS,Literature,All Students,359,11.1,58.2,17.8,12.8
11,121397803,000002848,Lehigh,WHITEHALL-COPLAY SD,WHITEHALL HS,Literature,Historically Underperforming,208,8.2,46.2,25.0,20.7
11,118401403,000008446,Luzerne,CRESTWOOD SD,CRESTWOOD SECONDARY CAMPUS,Algebra I,All Students,203,28.6,47.3,17.2,6.9
11,118401403,000008446,Luzerne,CRESTWOOD SD,CRESTWOOD SECONDARY CAMPUS,Algebra I,Historically Underperforming,48,12.5,35.4,29.2,22.9
11,118401403,000008446,Luzerne,CRESTWOOD SD,CRESTWOOD SECONDARY CAMPUS,Biology,All Students,202,30.2,43.1,14.4,12.4
11,118401403,000008446,Luzerne,CRESTWOOD SD,CRESTWOOD SECONDARY CAMPUS,Biology,Historically Underperforming,47,14.9,34.0,21.3,29.8
11,118401403,000008446,Luzerne,CRESTWOOD SD,CRESTWOOD SECONDARY CAMPUS,Literature,All Students,206,12.1,62.1,18.9,6.8
11,118401403,000008446,Luzerne,CRESTWOOD SD,CRESTWOOD SECONDARY CAMPUS,Literature,Historically Underperforming,46,6.5,41.3,30.4,21.7
11,118401603,000002869,Luzerne,DALLAS SD,DALLAS SHS,Algebra I,All Students,181,32.6,47.0,17.1,3.3
11,118401603,000002869,Luzerne,DALLAS SD,DALLAS SHS,Algebra I,Historically Underperforming,45,13.3,28.9,44.4,13.3
11,118401603,000002869,Luzerne,DALLAS SD,DALLAS SHS,Biology,All Students,180,38.9,37.2,19.4,4.4
11,118401603,000002869,Luzerne,DALLAS SD,DALLAS SHS,Biology,Historically Underperforming,46,17.4,32.6,37.0,13.0
11,118401603,000002869,Luzerne,DALLAS SD,DALLAS SHS,Literature,All Students,181,18.2,59.1,19.3,3.3
11,118401603,000002869,Luzerne,DALLAS SD,DALLAS SHS,Literature,Historically Underperforming,46,4.3,50.0,32.6,13.0
11,118402603,000005242,Luzerne,GREATER NANTICOKE AREA SD,GREATER NANTICOKE AREA SHS,Algebra I,All Students,149,6.0,33.6,49.0,11.4
11,118402603,000005242,Luzerne,GREATER NANTICOKE AREA SD,GREATER NANTICOKE AREA SHS,Algebra I,Historically Underperforming,87,2.3,27.6,52.9,17.2
11,118402603,000005242,Luzerne,GREATER NANTICOKE AREA SD,GREATER NANTICOKE AREA SHS,Biology,All Students,155,14.2,35.5,28.4,21.9
11,118402603,000005242,Luzerne,GREATER NANTICOKE AREA SD,GREATER NANTICOKE AREA SHS,Biology,Historically Underperforming,95,5.3,29.5,33.7,31.6
11,118402603,000005242,Luzerne,GREATER NANTICOKE AREA SD,GREATER NANTICOKE AREA SHS,Literature,All Students,153,4.6,53.6,26.8,15.0
11,118402603,000005242,Luzerne,GREATER NANTICOKE AREA SD,GREATER NANTICOKE AREA SHS,Literature,Historically Underperforming,92,0.0,42.4,32.6,25.0
11,118403003,000002891,Luzerne,HANOVER AREA SD,HANOVER AREA JSHS,Algebra I,All Students,111,5.4,16.2,49.5,28.8
11,118403003,000002891,Luzerne,HANOVER AREA SD,HANOVER AREA JSHS,Algebra I,Historically Underperforming,69,4.3,8.7,46.4,40.6
11,118403003,000002891,Luzerne,HANOVER AREA SD,HANOVER AREA JSHS,Biology,All Students,110,4.5,28.2,40.0,27.3
11,118403003,000002891,Luzerne,HANOVER AREA SD,HANOVER AREA JSHS,Biology,Historically Underperforming,66,4.5,19.7,36.4,39.4
11,118403003,000002891,Luzerne,HANOVER AREA SD,HANOVER AREA JSHS,Literature,All Students,111,1.8,49.5,33.3,15.3
11,118403003,000002891,Luzerne,HANOVER AREA SD,HANOVER AREA JSHS,Literature,Historically Underperforming,68,0.0,39.7,35.3,25.0
11,118403207,000005151,Luzerne,HAZLETON AREA CAREER CENTER,HAZLETON AREA CAREER CENTER,Algebra I,All Students,15,0.0,6.7,26.7,66.7
11,118403207,000005151,Luzerne,HAZLETON AREA CAREER CENTER,HAZLETON AREA CAREER CENTER,Algebra I,Historically Underperforming,14,0.0,7.1,28.6,64.3
11,118403207,000005151,Luzerne,HAZLETON AREA CAREER CENTER,HAZLETON AREA CAREER CENTER,Biology,All Students,15,6.7,0.0,26.7,66.7
11,118403207,000005151,Luzerne,HAZLETON AREA CAREER CENTER,HAZLETON AREA CAREER CENTER,Biology,Historically Underperforming,14,7.1,0.0,28.6,64.3
11,118403207,000005151,Luzerne,HAZLETON AREA CAREER CENTER,HAZLETON AREA CAREER CENTER,Literature,All Students,12,0.0,8.3,58.3,33.3
11,118403207,000005151,Luzerne,HAZLETON AREA CAREER CENTER,HAZLETON AREA CAREER CENTER,Literature,Historically Underperforming,11,0.0,9.1,54.5,36.4
11,118403302,000007348,Luzerne,HAZLETON AREA SD,HAZLETON AREA HS,Algebra I,All Students,683,15.5,28.4,36.5,19.6
11,118403302,000007348,Luzerne,HAZLETON AREA SD,HAZLETON AREA HS,Algebra I,Historically Underperforming,428,8.2,21.0,41.6,29.2
11,118403302,000007348,Luzerne,HAZLETON AREA SD,HAZLETON AREA HS,Biology,All Students,678,15.5,30.8,27.3,26.4
11,118403302,000007348,Luzerne,HAZLETON AREA SD,HAZLETON AREA HS,Biology,Historically Underperforming,427,8.2,23.0,31.6,37.2
11,118403302,000007348,Luzerne,HAZLETON AREA SD,HAZLETON AREA HS,Literature,All Students,677,9.2,48.4,21.7,20.7
11,118403302,000007348,Luzerne,HAZLETON AREA SD,HAZLETON AREA HS,Literature,Historically Underperforming,425,5.2,36.2,28.2,30.4
11,118403903,000002924,Luzerne,LAKE-LEHMAN SD,LAKE-LEHMAN JSHS,Algebra I,All Students,131,27.5,45.8,19.1,7.6
11,118403903,000002924,Luzerne,LAKE-LEHMAN SD,LAKE-LEHMAN JSHS,Algebra I,Historically Underperforming,41,7.3,39.0,31.7,22.0
11,118403903,000002924,Luzerne,LAKE-LEHMAN SD,LAKE-LEHMAN JSHS,Biology,All Students,132,34.8,37.1,20.5,7.6
11,118403903,000002924,Luzerne,LAKE-LEHMAN SD,LAKE-LEHMAN JSHS,Biology,Historically Underperforming,42,14.3,26.2,35.7,23.8
11,118403903,000002924,Luzerne,LAKE-LEHMAN SD,LAKE-LEHMAN JSHS,Literature,All Students,132,16.7,57.6,16.7,9.1
11,118403903,000002924,Luzerne,LAKE-LEHMAN SD,LAKE-LEHMAN JSHS,Literature,Historically Underperforming,42,4.8,40.5,28.6,26.2
11,118406003,000002958,Luzerne,NORTHWEST AREA SD,NORTHWEST AREA HS,Algebra I,All Students,83,19.3,45.8,30.1,4.8
11,118406003,000002958,Luzerne,NORTHWEST AREA SD,NORTHWEST AREA HS,Algebra I,Historically Underperforming,32,9.4,37.5,40.6,12.5
11,118406003,000002958,Luzerne,NORTHWEST AREA SD,NORTHWEST AREA HS,Biology,All Students,83,19.3,60.2,15.7,4.8
11,118406003,000002958,Luzerne,NORTHWEST AREA SD,NORTHWEST AREA HS,Biology,Historically Underperforming,32,3.1,53.1,31.3,12.5
11,118406003,000002958,Luzerne,NORTHWEST AREA SD,NORTHWEST AREA HS,Literature,All Students,83,8.4,69.9,13.3,8.4
11,118406003,000002958,Luzerne,NORTHWEST AREA SD,NORTHWEST AREA HS,Literature,Historically Underperforming,32,0.0,56.3,21.9,21.9
11,118406602,000005058,Luzerne,PITTSTON AREA SD,PITTSTON AREA SHS,Algebra I,All Students,232,28.9,34.5,25.9,10.8
11,118406602,000005058,Luzerne,PITTSTON AREA SD,PITTSTON AREA SHS,Algebra I,Historically Underperforming,95,13.7,20.0,41.1,25.3
11,118406602,000005058,Luzerne,PITTSTON AREA SD,PITTSTON AREA SHS,Biology,All Students,235,31.5,35.3,18.7,14.5
11,118406602,000005058,Luzerne,PITTSTON AREA SD,PITTSTON AREA SHS,Biology,Historically Underperforming,98,12.2,26.5,31.6,29.6
11,118406602,000005058,Luzerne,PITTSTON AREA SD,PITTSTON AREA SHS,Literature,All Students,240,11.7,60.0,18.8,9.6
11,118406602,000005058,Luzerne,PITTSTON AREA SD,PITTSTON AREA SHS,Literature,Historically Underperforming,102,2.9,45.1,30.4,21.6
11,118408707,000005059,Luzerne,WEST SIDE CTC,WEST SIDE CTC,Algebra I,All Students,108,1.9,7.4,46.3,44.4
11,118408707,000005059,Luzerne,WEST SIDE CTC,WEST SIDE CTC,Algebra I,Historically Underperforming,83,1.2,4.8,42.2,51.8
11,118408707,000005059,Luzerne,WEST SIDE CTC,WEST SIDE CTC,Biology,All Students,109,0.0,16.5,31.2,52.3
11,118408707,000005059,Luzerne,WEST SIDE CTC,WEST SIDE CTC,Biology,Historically Underperforming,84,0.0,10.7,31.0,58.3
11,118408707,000005059,Luzerne,WEST SIDE CTC,WEST SIDE CTC,Literature,All Students,108,0.0,20.4,39.8,39.8
11,118408707,000005059,Luzerne,WEST SIDE CTC,WEST SIDE CTC,Literature,Historically Underperforming,83,0.0,10.8,44.6,44.6
11,118408607,000006632,Luzerne,WILKES-BARRE AREA CTC,WILKES-BARRE AREA CTC,Algebra I,All Students,7,,,,
11,118408607,000006632,Luzerne,WILKES-BARRE AREA CTC,WILKES-BARRE AREA CTC,Algebra I,Historically Underperforming,6,,,,
11,118408607,000006632,Luzerne,WILKES-BARRE AREA CTC,WILKES-BARRE AREA CTC,Biology,All Students,8,,,,
11,118408607,000006632,Luzerne,WILKES-BARRE AREA CTC,WILKES-BARRE AREA CTC,Biology,Historically Underperforming,6,,,,
11,118408607,000006632,Luzerne,WILKES-BARRE AREA CTC,WILKES-BARRE AREA CTC,Literature,All Students,7,,,,
11,118408607,000006632,Luzerne,WILKES-BARRE AREA CTC,WILKES-BARRE AREA CTC,Literature,Historically Underperforming,7,,,,
11,118408852,000003009,Luzerne,WILKES-BARRE AREA SD,ELMER L MEYERS JSHS,Algebra I,All Students,111,4.5,13.5,51.4,30.6
11,118408852,000003009,Luzerne,WILKES-BARRE AREA SD,ELMER L MEYERS JSHS,Algebra I,Historically Underperforming,95,3.2,12.6,49.5,34.7
11,118408852,000003009,Luzerne,WILKES-BARRE AREA SD,ELMER L MEYERS JSHS,Biology,All Students,114,6.1,16.7,35.1,42.1
11,118408852,000003009,Luzerne,WILKES-BARRE AREA SD,ELMER L MEYERS JSHS,Biology,Historically Underperforming,98,5.1,17.3,29.6,48.0
11,118408852,000003009,Luzerne,WILKES-BARRE AREA SD,ELMER L MEYERS JSHS,Literature,All Students,119,1.7,39.5,40.3,18.5
11,118408852,000003009,Luzerne,WILKES-BARRE AREA SD,ELMER L MEYERS JSHS,Literature,Historically Underperforming,102,1.0,37.3,41.2,20.6
11,118408852,000003008,Luzerne,WILKES-BARRE AREA SD,G A R MEMORIAL JSHS,Algebra I,All Students,98,2.0,14.3,51.0,32.7
11,118408852,000003008,Luzerne,WILKES-BARRE AREA SD,G A R MEMORIAL JSHS,Algebra I,Historically Underperforming,88,1.1,14.8,47.7,36.4
11,118408852,000003008,Luzerne,WILKES-BARRE AREA SD,G A R MEMORIAL JSHS,Biology,All Students,101,2.0,20.8,25.7,51.5
11,118408852,000003008,Luzerne,WILKES-BARRE AREA SD,G A R MEMORIAL JSHS,Biology,Historically Underperforming,92,0.0,21.7,23.9,54.3
11,118408852,000003008,Luzerne,WILKES-BARRE AREA SD,G A R MEMORIAL JSHS,Literature,All Students,106,0.9,32.1,46.2,20.8
11,118408852,000003008,Luzerne,WILKES-BARRE AREA SD,G A R MEMORIAL JSHS,Literature,Historically Underperforming,97,1.0,30.9,45.4,22.7
11,118408852,000003007,Luzerne,WILKES-BARRE AREA SD,JAMES M COUGHLIN JSHS,Algebra I,All Students,184,14.1,25.0,37.0,23.9
11,118408852,000003007,Luzerne,WILKES-BARRE AREA SD,JAMES M COUGHLIN JSHS,Algebra I,Historically Underperforming,123,8.1,19.5,38.2,34.1
11,118408852,000003007,Luzerne,WILKES-BARRE AREA SD,JAMES M COUGHLIN JSHS,Biology,All Students,192,12.5,30.7,22.9,33.9
11,118408852,000003007,Luzerne,WILKES-BARRE AREA SD,JAMES M COUGHLIN JSHS,Biology,Historically Underperforming,130,8.5,26.2,20.0,45.4
11,118408852,000003007,Luzerne,WILKES-BARRE AREA SD,JAMES M COUGHLIN JSHS,Literature,All Students,200,6.5,50.5,25.0,18.0
11,118408852,000003007,Luzerne,WILKES-BARRE AREA SD,JAMES M COUGHLIN JSHS,Literature,Historically Underperforming,137,1.5,40.9,31.4,26.3
11,118408852,000008448,Luzerne,WILKES-BARRE AREA SD,WILKES-BARRE AREA SD STEM ACADEMY,Algebra I,All Students,11,54.5,45.5,0.0,0.0
11,118408852,000008448,Luzerne,WILKES-BARRE AREA SD,WILKES-BARRE AREA SD STEM ACADEMY,Algebra I,Historically Underperforming,7,,,,
11,118408852,000008448,Luzerne,WILKES-BARRE AREA SD,WILKES-BARRE AREA SD STEM ACADEMY,Biology,All Students,11,36.4,63.6,0.0,0.0
11,118408852,000008448,Luzerne,WILKES-BARRE AREA SD,WILKES-BARRE AREA SD STEM ACADEMY,Biology,Historically Underperforming,7,,,,
11,118408852,000008448,Luzerne,WILKES-BARRE AREA SD,WILKES-BARRE AREA SD STEM ACADEMY,Literature,All Students,11,27.3,72.7,0.0,0.0
11,118408852,000008448,Luzerne,WILKES-BARRE AREA SD,WILKES-BARRE AREA SD STEM ACADEMY,Literature,Historically Underperforming,7,,,,
11,118409203,000006390,Luzerne,WYOMING AREA SD,WYOMING AREA SEC CTR,Algebra I,All Students,168,19.0,37.5,30.4,13.1
11,118409203,000006390,Luzerne,WYOMING AREA SD,WYOMING AREA SEC CTR,Algebra I,Historically Underperforming,86,5.8,29.1,40.7,24.4
11,118409203,000006390,Luzerne,WYOMING AREA SD,WYOMING AREA SEC CTR,Biology,All Students,170,17.1,34.7,22.4,25.9
11,118409203,000006390,Luzerne,WYOMING AREA SD,WYOMING AREA SEC CTR,Biology,Historically Underperforming,88,8.0,23.9,26.1,42.0
11,118409203,000006390,Luzerne,WYOMING AREA SD,WYOMING AREA SEC CTR,Literature,All Students,167,12.6,50.3,25.7,11.4
11,118409203,000006390,Luzerne,WYOMING AREA SD,WYOMING AREA SEC CTR,Literature,Historically Underperforming,85,5.9,38.8,34.1,21.2
11,118409302,000006391,Luzerne,WYOMING VALLEY WEST SD,WYOMING VALLEY WEST SHS,Algebra I,All Students,229,17.9,36.2,35.8,10.0
11,118409302,000006391,Luzerne,WYOMING VALLEY WEST SD,WYOMING VALLEY WEST SHS,Algebra I,Historically Underperforming,111,12.6,29.7,39.6,18.0
11,118409302,000006391,Luzerne,WYOMING VALLEY WEST SD,WYOMING VALLEY WEST SHS,Biology,All Students,226,13.3,43.8,26.1,16.8
11,118409302,000006391,Luzerne,WYOMING VALLEY WEST SD,WYOMING VALLEY WEST SHS,Biology,Historically Underperforming,110,9.1,33.6,29.1,28.2
11,118409302,000006391,Luzerne,WYOMING VALLEY WEST SD,WYOMING VALLEY WEST SHS,Literature,All Students,227,8.4,59.0,25.1,7.5
11,118409302,000006391,Luzerne,WYOMING VALLEY WEST SD,WYOMING VALLEY WEST SHS,Literature,Historically Underperforming,110,3.6,46.4,35.5,14.5
11,117412003,000006364,Lycoming,EAST LYCOMING SD,HUGHESVILLE JSHS,Algebra I,All Students,127,19.7,62.2,15.7,2.4
11,117412003,000006364,Lycoming,EAST LYCOMING SD,HUGHESVILLE JSHS,Algebra I,Historically Underperforming,48,12.5,52.1,29.2,6.3
11,117412003,000006364,Lycoming,EAST LYCOMING SD,HUGHESVILLE JSHS,Biology,All Students,126,19.0,47.6,23.8,9.5
11,117412003,000006364,Lycoming,EAST LYCOMING SD,HUGHESVILLE JSHS,Biology,Historically Underperforming,48,14.6,39.6,27.1,18.8
11,117412003,000006364,Lycoming,EAST LYCOMING SD,HUGHESVILLE JSHS,Literature,All Students,127,7.1,67.7,18.1,7.1
11,117412003,000006364,Lycoming,EAST LYCOMING SD,HUGHESVILLE JSHS,Literature,Historically Underperforming,48,8.3,52.1,25.0,14.6
11,117414003,000003034,Lycoming,JERSEY SHORE AREA SD,JERSEY SHORE AREA SHS,Algebra I,All Students,165,33.3,45.5,17.6,3.6
11,117414003,000003034,Lycoming,JERSEY SHORE AREA SD,JERSEY SHORE AREA SHS,Algebra I,Historically Underperforming,68,17.6,44.1,29.4,8.8
11,117414003,000003034,Lycoming,JERSEY SHORE AREA SD,JERSEY SHORE AREA SHS,Biology,All Students,159,21.4,50.3,18.9,9.4
11,117414003,000003034,Lycoming,JERSEY SHORE AREA SD,JERSEY SHORE AREA SHS,Biology,Historically Underperforming,66,4.5,45.5,30.3,19.7
11,117414003,000003034,Lycoming,JERSEY SHORE AREA SD,JERSEY SHORE AREA SHS,Literature,All Students,164,7.9,74.4,14.0,3.7
11,117414003,000003034,Lycoming,JERSEY SHORE AREA SD,JERSEY SHORE AREA SHS,Literature,Historically Underperforming,68,1.5,63.2,27.9,7.4
11,117414203,000004828,Lycoming,LOYALSOCK TOWNSHIP SD,LOYALSOCK TWP SHS,Algebra I,All Students,106,48.1,35.8,15.1,0.9
11,117414203,000004828,Lycoming,LOYALSOCK TOWNSHIP SD,LOYALSOCK TWP SHS,Algebra I,Historically Underperforming,29,17.2,51.7,27.6,3.4
11,117414203,000004828,Lycoming,LOYALSOCK TOWNSHIP SD,LOYALSOCK TWP SHS,Biology,All Students,107,53.3,32.7,9.3,4.7
11,117414203,000004828,Lycoming,LOYALSOCK TOWNSHIP SD,LOYALSOCK TWP SHS,Biology,Historically Underperforming,29,31.0,34.5,20.7,13.8
11,117414203,000004828,Lycoming,LOYALSOCK TOWNSHIP SD,LOYALSOCK TWP SHS,Literature,All Students,108,9.3,73.1,14.8,2.8
11,117414203,000004828,Lycoming,LOYALSOCK TOWNSHIP SD,LOYALSOCK TWP SHS,Literature,Historically Underperforming,30,3.3,60.0,30.0,6.7
11,117414807,000007291,Lycoming,LYCOMING CTC,LYCOMING CTC,Algebra I,All Students,5,,,,
11,117414807,000007291,Lycoming,LYCOMING CTC,LYCOMING CTC,Algebra I,Historically Underperforming,3,,,,
11,117414807,000007291,Lycoming,LYCOMING CTC,LYCOMING CTC,Biology,All Students,5,,,,
11,117414807,000007291,Lycoming,LYCOMING CTC,LYCOMING CTC,Biology,Historically Underperforming,3,,,,
11,117414807,000007291,Lycoming,LYCOMING CTC,LYCOMING CTC,Literature,All Students,4,,,,
11,117414807,000007291,Lycoming,LYCOMING CTC,LYCOMING CTC,Literature,Historically Underperforming,3,,,,
11,117415004,000003040,Lycoming,MONTGOMERY AREA SD,MONTGOMERY JSHS,Algebra I,All Students,49,32.7,61.2,4.1,2.0
11,117415004,000003040,Lycoming,MONTGOMERY AREA SD,MONTGOMERY JSHS,Algebra I,Historically Underperforming,21,42.9,42.9,9.5,4.8
11,117415004,000003040,Lycoming,MONTGOMERY AREA SD,MONTGOMERY JSHS,Biology,All Students,49,16.3,59.2,20.4,4.1
11,117415004,000003040,Lycoming,MONTGOMERY AREA SD,MONTGOMERY JSHS,Biology,Historically Underperforming,21,14.3,57.1,19.0,9.5
11,117415004,000003040,Lycoming,MONTGOMERY AREA SD,MONTGOMERY JSHS,Literature,All Students,49,8.2,85.7,6.1,0.0
11,117415004,000003040,Lycoming,MONTGOMERY AREA SD,MONTGOMERY JSHS,Literature,Historically Underperforming,21,9.5,76.2,14.3,0.0
11,117415103,000003045,Lycoming,MONTOURSVILLE AREA SD,MONTOURSVILLE AREA SHS,Algebra I,All Students,126,39.7,46.8,10.3,3.2
11,117415103,000003045,Lycoming,MONTOURSVILLE AREA SD,MONTOURSVILLE AREA SHS,Algebra I,Historically Underperforming,40,22.5,40.0,27.5,10.0
11,117415103,000003045,Lycoming,MONTOURSVILLE AREA SD,MONTOURSVILLE AREA SHS,Biology,All Students,126,30.2,43.7,21.4,4.8
11,117415103,000003045,Lycoming,MONTOURSVILLE AREA SD,MONTOURSVILLE AREA SHS,Biology,Historically Underperforming,39,15.4,38.5,33.3,12.8
11,117415103,000003045,Lycoming,MONTOURSVILLE AREA SD,MONTOURSVILLE AREA SHS,Literature,All Students,127,15.0,64.6,17.3,3.1
11,117415103,000003045,Lycoming,MONTOURSVILLE AREA SD,MONTOURSVILLE AREA SHS,Literature,Historically Underperforming,41,9.8,46.3,34.1,9.8
11,117415303,000003048,Lycoming,MUNCY SD,MUNCY JSHS,Algebra I,All Students,53,35.8,35.8,26.4,1.9
11,117415303,000003048,Lycoming,MUNCY SD,MUNCY JSHS,Algebra I,Historically Underperforming,21,19.0,38.1,38.1,4.8
11,117415303,000003048,Lycoming,MUNCY SD,MUNCY JSHS,Biology,All Students,53,22.6,34.0,39.6,3.8
11,117415303,000003048,Lycoming,MUNCY SD,MUNCY JSHS,Biology,Historically Underperforming,21,19.0,19.0,52.4,9.5
11,117415303,000003048,Lycoming,MUNCY SD,MUNCY JSHS,Literature,All Students,53,9.4,62.3,20.8,7.5
11,117415303,000003048,Lycoming,MUNCY SD,MUNCY JSHS,Literature,Historically Underperforming,21,0.0,42.9,42.9,14.3
11,117416103,000003056,Lycoming,SOUTH WILLIAMSPORT AREA SD,SOUTH WILLIAMSPORT AREA JSHS,Algebra I,All Students,81,35.8,42.0,19.8,2.5
11,117416103,000003056,Lycoming,SOUTH WILLIAMSPORT AREA SD,SOUTH WILLIAMSPORT AREA JSHS,Algebra I,Historically Underperforming,40,15.0,50.0,30.0,5.0
11,117416103,000003056,Lycoming,SOUTH WILLIAMSPORT AREA SD,SOUTH WILLIAMSPORT AREA JSHS,Biology,All Students,81,24.7,60.5,12.3,2.5
11,117416103,000003056,Lycoming,SOUTH WILLIAMSPORT AREA SD,SOUTH WILLIAMSPORT AREA JSHS,Biology,Historically Underperforming,40,15.0,65.0,15.0,5.0
11,117416103,000003056,Lycoming,SOUTH WILLIAMSPORT AREA SD,SOUTH WILLIAMSPORT AREA JSHS,Literature,All Students,81,3.7,70.4,22.2,3.7
11,117416103,000003056,Lycoming,SOUTH WILLIAMSPORT AREA SD,SOUTH WILLIAMSPORT AREA JSHS,Literature,Historically Underperforming,40,2.5,55.0,35.0,7.5
11,117417202,000006368,Lycoming,WILLIAMSPORT AREA SD,WILLIAMSPORT AREA SHS,Algebra I,All Students,295,31.2,44.4,18.6,5.8
11,117417202,000006368,Lycoming,WILLIAMSPORT AREA SD,WILLIAMSPORT AREA SHS,Algebra I,Historically Underperforming,170,21.2,41.2,27.6,10.0
11,117417202,000006368,Lycoming,WILLIAMSPORT AREA SD,WILLIAMSPORT AREA SHS,Biology,All Students,283,23.7,48.4,12.7,15.2
11,117417202,000006368,Lycoming,WILLIAMSPORT AREA SD,WILLIAMSPORT AREA SHS,Biology,Historically Underperforming,160,15.6,42.5,16.3,25.6
11,117417202,000006368,Lycoming,WILLIAMSPORT AREA SD,WILLIAMSPORT AREA SHS,Literature,All Students,286,15.4,63.3,13.3,8.0
11,117417202,000006368,Lycoming,WILLIAMSPORT AREA SD,WILLIAMSPORT AREA SHS,Literature,Historically Underperforming,163,7.4,59.5,19.0,14.1
11,109420803,000004691,McKean,BRADFORD AREA SD,BRADFORD AREA HS,Algebra I,All Students,158,33.5,44.9,14.6,7.0
11,109420803,000004691,McKean,BRADFORD AREA SD,BRADFORD AREA HS,Algebra I,Historically Underperforming,79,17.7,46.8,22.8,12.7
11,109420803,000004691,McKean,BRADFORD AREA SD,BRADFORD AREA HS,Biology,All Students,161,23.6,61.5,9.3,5.6
11,109420803,000004691,McKean,BRADFORD AREA SD,BRADFORD AREA HS,Biology,Historically Underperforming,79,11.4,60.8,17.7,10.1
11,109420803,000004691,McKean,BRADFORD AREA SD,BRADFORD AREA HS,Literature,All Students,159,11.9,71.1,11.3,5.7
11,109420803,000004691,McKean,BRADFORD AREA SD,BRADFORD AREA HS,Literature,Historically Underperforming,77,6.5,66.2,16.9,10.4
11,109422303,000005245,McKean,KANE AREA SD,KANE AREA HS,Algebra I,All Students,72,11.1,45.8,37.5,5.6
11,109422303,000005245,McKean,KANE AREA SD,KANE AREA HS,Algebra I,Historically Underperforming,32,3.1,37.5,46.9,12.5
11,109422303,000005245,McKean,KANE AREA SD,KANE AREA HS,Biology,All Students,72,20.8,36.1,26.4,16.7
11,109422303,000005245,McKean,KANE AREA SD,KANE AREA HS,Biology,Historically Underperforming,32,9.4,31.3,31.3,28.1
11,109422303,000005245,McKean,KANE AREA SD,KANE AREA HS,Literature,All Students,72,6.9,63.9,18.1,11.1
11,109422303,000005245,McKean,KANE AREA SD,KANE AREA HS,Literature,Historically Underperforming,32,0.0,50.0,28.1,21.9
11,109426003,000003107,McKean,OTTO-ELDRED SD,OTTO-ELDRED JSHS,Algebra I,All Students,43,11.6,44.2,34.9,9.3
11,109426003,000003107,McKean,OTTO-ELDRED SD,OTTO-ELDRED JSHS,Algebra I,Historically Underperforming,25,8.0,28.0,48.0,16.0
11,109426003,000003107,McKean,OTTO-ELDRED SD,OTTO-ELDRED JSHS,Biology,All Students,44,18.2,50.0,22.7,9.1
11,109426003,000003107,McKean,OTTO-ELDRED SD,OTTO-ELDRED JSHS,Biology,Historically Underperforming,26,19.2,30.8,38.5,11.5
11,109426003,000003107,McKean,OTTO-ELDRED SD,OTTO-ELDRED JSHS,Literature,All Students,45,0.0,64.4,17.8,17.8
11,109426003,000003107,McKean,OTTO-ELDRED SD,OTTO-ELDRED JSHS,Literature,Historically Underperforming,27,0.0,51.9,22.2,25.9
11,109426303,000003111,McKean,PORT ALLEGANY SD,PORT ALLEGANY JSHS,Algebra I,All Students,68,13.2,42.6,30.9,13.2
11,109426303,000003111,McKean,PORT ALLEGANY SD,PORT ALLEGANY JSHS,Algebra I,Historically Underperforming,31,12.9,32.3,32.3,22.6
11,109426303,000003111,McKean,PORT ALLEGANY SD,PORT ALLEGANY JSHS,Biology,All Students,69,24.6,44.9,23.2,7.2
