Grade,AUN,Schl,County,District Name,School Name,Subject,Group,N Scored,Pct. Advanced,Pct. Proficient,Pct. Basic,Pct. Below Basic
11,124150003,000007721,Chester,AVON GROVE CS,AVON GROVE CS,Literature,All Students,82,13.4,64.6,12.2,9.8
11,124150003,000007721,Chester,AVON GROVE CS,AVON GROVE CS,Literature,Historically Underperforming,30,3.3,50.0,20.0,26.7
11,124150503,000001367,Chester,AVON GROVE SD,AVON GROVE HS,Algebra I,All Students,417,46.0,34.5,14.1,5.3
11,124150503,000001367,Chester,AVON GROVE SD,AVON GROVE HS,Algebra I,Historically Underperforming,123,19.5,27.6,36.6,16.3
11,124150503,000001367,Chester,AVON GROVE SD,AVON GROVE HS,Biology,All Students,416,38.5,37.5,13.0,11.1
11,124150503,000001367,Chester,AVON GROVE SD,AVON GROVE HS,Biology,Historically Underperforming,120,14.2,24.2,30.0,31.7
11,124150503,000001367,Chester,AVON GROVE SD,AVON GROVE HS,Literature,All Students,421,19.5,62.7,12.6,5.2
11,124150503,000001367,Chester,AVON GROVE SD,AVON GROVE HS,Literature,Historically Underperforming,123,6.5,47.2,28.5,17.9
11,124151607,000007293,Chester,CHESTER COUNTY TECHNICAL COLLEGE HIGH SCHOOL,CHESTER CO TECHNICAL COLLEGE HS-PICKERING,Algebra I,All Students,32,6.3,9.4,31.3,53.1
11,124151607,000007293,Chester,CHESTER COUNTY TECHNICAL COLLEGE HIGH SCHOOL,CHESTER CO TECHNICAL COLLEGE HS-PICKERING,Algebra I,Historically Underperforming,31,6.5,9.7,32.3,51.6
11,124151607,000007293,Chester,CHESTER COUNTY TECHNICAL COLLEGE HIGH SCHOOL,CHESTER CO TECHNICAL COLLEGE HS-PICKERING,Biology,All Students,31,0.0,16.1,29.0,54.8
11,124151607,000007293,Chester,CHESTER COUNTY TECHNICAL COLLEGE HIGH SCHOOL,CHESTER CO TECHNICAL COLLEGE HS-PICKERING,Biology,Historically Underperforming,30,0.0,16.7,26.7,56.7
11,124151607,000007293,Chester,CHESTER COUNTY TECHNICAL COLLEGE HIGH SCHOOL,CHESTER CO TECHNICAL COLLEGE HS-PICKERING,Literature,All Students,31,0.0,6.5,41.9,51.6
11,124151607,000007293,Chester,CHESTER COUNTY TECHNICAL COLLEGE HIGH SCHOOL,CHESTER CO TECHNICAL COLLEGE HS-PICKERING,Literature,Historically Underperforming,31,0.0,6.5,41.9,51.6
11,124151902,000008415,Chester,COATESVILLE AREA SD,COATESVILLE AREA SD CYBER ACADEMY,Algebra I,All Students,21,0.0,9.5,61.9,28.6
11,124151902,000008415,Chester,COATESVILLE AREA SD,COATESVILLE AREA SD CYBER ACADEMY,Algebra I,Historically Underperforming,14,0.0,7.1,57.1,35.7
11,124151902,000008415,Chester,COATESVILLE AREA SD,COATESVILLE AREA SD CYBER ACADEMY,Biology,All Students,14,0.0,7.1,35.7,57.1
11,124151902,000008415,Chester,COATESVILLE AREA SD,COATESVILLE AREA SD CYBER ACADEMY,Biology,Historically Underperforming,9,,,,
11,124151902,000008415,Chester,COATESVILLE AREA SD,COATESVILLE AREA SD CYBER ACADEMY,Literature,All Students,17,0.0,41.2,29.4,29.4
11,124151902,000008415,Chester,COATESVILLE AREA SD,COATESVILLE AREA SD CYBER ACADEMY,Literature,Historically Underperforming,12,0.0,50.0,16.7,33.3
11,124151902,000005012,Chester,COATESVILLE AREA SD,COATESVILLE AREA SHS,Algebra I,All Students,438,10.5,31.5,39.7,18.3
11,124151902,000005012,Chester,COATESVILLE AREA SD,COATESVILLE AREA SHS,Algebra I,Historically Underperforming,234,3.4,20.5,45.3,30.8
11,124151902,000005012,Chester,COATESVILLE AREA SD,COATESVILLE AREA SHS,Biology,All Students,435,10.1,25.1,29.2,35.6
11,124151902,000005012,Chester,COATESVILLE AREA SD,COATESVILLE AREA SHS,Biology,Historically Underperforming,231,3.0,17.3,29.9,49.8
11,124151902,000005012,Chester,COATESVILLE AREA SD,COATESVILLE AREA SHS,Literature,All Students,433,6.2,45.3,30.9,17.6
11,124151902,000005012,Chester,COATESVILLE AREA SD,COATESVILLE AREA SHS,Literature,Historically Underperforming,230,0.9,36.5,32.6,30.0
11,124153320,000007628,Chester,COLLEGIUM CS,COLLEGIUM CS,Algebra I,All Students,97,18.6,52.6,20.6,8.2
11,124153320,000007628,Chester,COLLEGIUM CS,COLLEGIUM CS,Algebra I,Historically Underperforming,48,14.6,35.4,33.3,16.7
11,124153320,000007628,Chester,COLLEGIUM CS,COLLEGIUM CS,Biology,All Students,99,33.3,38.4,18.2,10.1
11,124153320,000007628,Chester,COLLEGIUM CS,COLLEGIUM CS,Biology,Historically Underperforming,49,18.4,38.8,24.5,18.4
11,124153320,000007628,Chester,COLLEGIUM CS,COLLEGIUM CS,Literature,All Students,100,21.0,53.0,23.0,3.0
11,124153320,000007628,Chester,COLLEGIUM CS,COLLEGIUM CS,Literature,Historically Underperforming,49,14.3,49.0,32.7,4.1
11,124152003,000007759,Chester,DOWNINGTOWN AREA SD,DOWNINGTOWN HS EAST CAMPUS,Algebra I,All Students,431,36.9,51.5,10.0,1.6
11,124152003,000007759,Chester,DOWNINGTOWN AREA SD,DOWNINGTOWN HS EAST CAMPUS,Algebra I,Historically Underperforming,93,11.8,47.3,33.3,7.5
11,124152003,000007759,Chester,DOWNINGTOWN AREA SD,DOWNINGTOWN HS EAST CAMPUS,Biology,All Students,434,40.1,48.2,8.5,3.2
11,124152003,000007759,Chester,DOWNINGTOWN AREA SD,DOWNINGTOWN HS EAST CAMPUS,Biology,Historically Underperforming,96,13.5,47.9,26.0,12.5
11,124152003,000007759,Chester,DOWNINGTOWN AREA SD,DOWNINGTOWN HS EAST CAMPUS,Literature,All Students,433,18.2,72.7,7.2,1.8
11,124152003,000007759,Chester,DOWNINGTOWN AREA SD,DOWNINGTOWN HS EAST CAMPUS,Literature,Historically Underperforming,96,8.3,59.4,24.0,8.3
11,124152003,000001387,Chester,DOWNINGTOWN AREA SD,DOWNINGTOWN HS WEST CAMPUS,Algebra I,All Students,367,30.0,54.5,15.0,0.5
11,124152003,000001387,Chester,DOWNINGTOWN AREA SD,DOWNINGTOWN HS WEST CAMPUS,Algebra I,Historically Underperforming,115,15.7,47.0,35.7,1.7
11,124152003,000001387,Chester,DOWNINGTOWN AREA SD,DOWNINGTOWN HS WEST CAMPUS,Biology,All Students,369,33.9,53.1,10.3,2.7
11,124152003,000001387,Chester,DOWNINGTOWN AREA SD,DOWNINGTOWN HS WEST CAMPUS,Biology,Historically Underperforming,116,14.7,54.3,23.3,7.8
11,124152003,000001387,Chester,DOWNINGTOWN AREA SD,DOWNINGTOWN HS WEST CAMPUS,Literature,All Students,373,21.4,68.9,7.5,2.1
11,124152003,000001387,Chester,DOWNINGTOWN AREA SD,DOWNINGTOWN HS WEST CAMPUS,Literature,Historically Underperforming,120,10.8,63.3,19.2,6.7
11,124152003,000008174,Chester,DOWNINGTOWN AREA SD,DOWNINGTOWN STEM ACADEMY,Algebra I,All Students,207,77.8,22.2,0.0,0.0
11,124152003,000008174,Chester,DOWNINGTOWN AREA SD,DOWNINGTOWN STEM ACADEMY,Algebra I,Historically Underperforming,15,73.3,26.7,0.0,0.0
11,124152003,000008174,Chester,DOWNINGTOWN AREA SD,DOWNINGTOWN STEM ACADEMY,Biology,All Students,207,91.3,8.7,0.0,0.0
11,124152003,000008174,Chester,DOWNINGTOWN AREA SD,DOWNINGTOWN STEM ACADEMY,Biology,Historically Underperforming,15,86.7,13.3,0.0,0.0
11,124152003,000008174,Chester,DOWNINGTOWN AREA SD,DOWNINGTOWN STEM ACADEMY,Literature,All Students,207,66.7,33.3,0.0,0.0
11,124152003,000008174,Chester,DOWNINGTOWN AREA SD,DOWNINGTOWN STEM ACADEMY,Literature,Historically Underperforming,15,66.7,33.3,0.0,0.0
11,124153503,000001424,Chester,GREAT VALLEY SD,GREAT VALLEY HS,Algebra I,All Students,288,58.3,30.9,8.0,2.8
11,124153503,000001424,Chester,GREAT VALLEY SD,GREAT VALLEY HS,Algebra I,Historically Underperforming,62,27.4,38.7,21.0,12.9
11,124153503,000001424,Chester,GREAT VALLEY SD,GREAT VALLEY HS,Biology,All Students,289,57.1,33.6,6.6,2.8
11,124153503,000001424,Chester,GREAT VALLEY SD,GREAT VALLEY HS,Biology,Historically Underperforming,62,29.0,45.2,16.1,9.7
11,124153503,000001424,Chester,GREAT VALLEY SD,GREAT VALLEY HS,Literature,All Students,289,33.6,63.0,1.7,1.7
11,124153503,000001424,Chester,GREAT VALLEY SD,GREAT VALLEY HS,Literature,Historically Underperforming,62,16.1,69.4,6.5,8.1
11,124152637,000008394,Chester,INSIGHT PA CYBER CS,INSIGHT PA CYBER CS,Algebra I,All Students,65,7.7,36.9,36.9,18.5
11,124152637,000008394,Chester,INSIGHT PA CYBER CS,INSIGHT PA CYBER CS,Algebra I,Historically Underperforming,42,4.8,28.6,42.9,23.8
11,124152637,000008394,Chester,INSIGHT PA CYBER CS,INSIGHT PA CYBER CS,Biology,All Students,64,3.1,37.5,39.1,20.3
11,124152637,000008394,Chester,INSIGHT PA CYBER CS,INSIGHT PA CYBER CS,Biology,Historically Underperforming,42,2.4,28.6,40.5,28.6
11,124152637,000008394,Chester,INSIGHT PA CYBER CS,INSIGHT PA CYBER CS,Literature,All Students,64,3.1,57.8,26.6,12.5
11,124152637,000008394,Chester,INSIGHT PA CYBER CS,INSIGHT PA CYBER CS,Literature,Historically Underperforming,42,0.0,54.8,28.6,16.7
11,124154003,000006482,Chester,KENNETT CONSOLIDATED SD,KENNETT HS,Algebra I,All Students,313,44.1,32.9,17.6,5.4
11,124154003,000006482,Chester,KENNETT CONSOLIDATED SD,KENNETT HS,Algebra I,Historically Underperforming,130,21.5,32.3,33.1,13.1
11,124154003,000006482,Chester,KENNETT CONSOLIDATED SD,KENNETT HS,Biology,All Students,312,34.3,40.4,10.6,14.7
11,124154003,000006482,Chester,KENNETT CONSOLIDATED SD,KENNETT HS,Biology,Historically Underperforming,130,13.1,36.2,16.2,34.6
11,124154003,000006482,Chester,KENNETT CONSOLIDATED SD,KENNETT HS,Literature,All Students,313,24.9,59.1,9.3,6.7
11,124154003,000006482,Chester,KENNETT CONSOLIDATED SD,KENNETT HS,Literature,Historically Underperforming,130,8.5,53.8,21.5,16.2
11,124156503,000001414,Chester,OCTORARA AREA SD,OCTORARA AREA JSHS,Algebra I,All Students,192,16.7,46.9,30.2,6.3
11,124156503,000001414,Chester,OCTORARA AREA SD,OCTORARA AREA JSHS,Algebra I,Historically Underperforming,86,8.1,33.7,44.2,14.0
11,124156503,000001414,Chester,OCTORARA AREA SD,OCTORARA AREA JSHS,Biology,All Students,196,15.3,30.6,42.3,11.7
11,124156503,000001414,Chester,OCTORARA AREA SD,OCTORARA AREA JSHS,Biology,Historically Underperforming,87,9.2,18.4,51.7,20.7
11,124156503,000001414,Chester,OCTORARA AREA SD,OCTORARA AREA JSHS,Literature,All Students,191,9.4,62.8,19.4,8.4
11,124156503,000001414,Chester,OCTORARA AREA SD,OCTORARA AREA JSHS,Literature,Historically Underperforming,84,4.8,48.8,28.6,17.9
11,124156603,000001406,Chester,OWEN J ROBERTS SD,OWEN J ROBERTS HS,Algebra I,All Students,377,27.3,54.1,15.9,2.7
11,124156603,000001406,Chester,OWEN J ROBERTS SD,OWEN J ROBERTS HS,Algebra I,Historically Underperforming,106,13.2,40.6,36.8,9.4
11,124156603,000001406,Chester,OWEN J ROBERTS SD,OWEN J ROBERTS HS,Biology,All Students,376,44.7,42.3,8.8,4.3
11,124156603,000001406,Chester,OWEN J ROBERTS SD,OWEN J ROBERTS HS,Biology,Historically Underperforming,105,20.0,46.7,19.0,14.3
11,124156603,000001406,Chester,OWEN J ROBERTS SD,OWEN J ROBERTS HS,Literature,All Students,374,17.9,68.4,10.4,3.2
11,124156603,000001406,Chester,OWEN J ROBERTS SD,OWEN J ROBERTS HS,Literature,Historically Underperforming,104,5.8,58.7,24.0,11.5
11,124156703,000001420,Chester,OXFORD AREA SD,OXFORD AREA HS,Algebra I,All Students,295,18.3,40.3,32.5,8.8
11,124156703,000001420,Chester,OXFORD AREA SD,OXFORD AREA HS,Algebra I,Historically Underperforming,117,12.0,32.5,37.6,17.9
11,124156703,000001420,Chester,OXFORD AREA SD,OXFORD AREA HS,Biology,All Students,301,15.0,46.2,27.2,11.6
11,124156703,000001420,Chester,OXFORD AREA SD,OXFORD AREA HS,Biology,Historically Underperforming,119,7.6,34.5,34.5,23.5
11,124156703,000001420,Chester,OXFORD AREA SD,OXFORD AREA HS,Literature,All Students,297,14.5,54.9,18.9,11.8
11,124156703,000001420,Chester,OXFORD AREA SD,OXFORD AREA HS,Literature,Historically Underperforming,119,7.6,47.1,21.8,23.5
11,124150004,000007819,Chester,PENNSYLVANIA LEADERSHIP CS,PENNSYLVANIA LEADERSHIP CS,Algebra I,All Students,285,19.6,33.0,33.7,13.7
11,124150004,000007819,Chester,PENNSYLVANIA LEADERSHIP CS,PENNSYLVANIA LEADERSHIP CS,Algebra I,Historically Underperforming,142,10.6,21.8,41.5,26.1
11,124150004,000007819,Chester,PENNSYLVANIA LEADERSHIP CS,PENNSYLVANIA LEADERSHIP CS,Biology,All Students,278,19.4,37.8,28.8,14.0
11,124150004,000007819,Chester,PENNSYLVANIA LEADERSHIP CS,PENNSYLVANIA LEADERSHIP CS,Biology,Historically Underperforming,139,11.5,30.2,34.5,23.7
11,124150004,000007819,Chester,PENNSYLVANIA LEADERSHIP CS,PENNSYLVANIA LEADERSHIP CS,Literature,All Students,281,10.7,63.3,18.9,7.1
11,124150004,000007819,Chester,PENNSYLVANIA LEADERSHIP CS,PENNSYLVANIA LEADERSHIP CS,Literature,Historically Underperforming,139,5.0,52.5,28.1,14.4
11,124157203,000001426,Chester,PHOENIXVILLE AREA SD,PHOENIXVILLE AREA HS,Algebra I,All Students,219,36.5,37.4,21.9,4.1
11,124157203,000001426,Chester,PHOENIXVILLE AREA SD,PHOENIXVILLE AREA HS,Algebra I,Historically Underperforming,74,12.2,32.4,43.2,12.2
11,124157203,000001426,Chester,PHOENIXVILLE AREA SD,PHOENIXVILLE AREA HS,Biology,All Students,209,38.3,35.4,12.0,14.4
11,124157203,000001426,Chester,PHOENIXVILLE AREA SD,PHOENIXVILLE AREA HS,Biology,Historically Underperforming,69,13.0,34.8,13.0,39.1
11,124157203,000001426,Chester,PHOENIXVILLE AREA SD,PHOENIXVILLE AREA HS,Literature,All Students,220,16.4,64.1,13.2,6.4
11,124157203,000001426,Chester,PHOENIXVILLE AREA SD,PHOENIXVILLE AREA HS,Literature,Historically Underperforming,76,5.3,51.3,26.3,17.1
11,124153350,000007636,Chester,RENAISSANCE ACADEMY CS,RENAISSANCE ACADEMY CS,Algebra I,All Students,72,55.6,34.7,8.3,1.4
11,124153350,000007636,Chester,RENAISSANCE ACADEMY CS,RENAISSANCE ACADEMY CS,Algebra I,Historically Underperforming,24,45.8,29.2,20.8,4.2
11,124153350,000007636,Chester,RENAISSANCE ACADEMY CS,RENAISSANCE ACADEMY CS,Biology,All Students,72,55.6,37.5,5.6,1.4
11,124153350,000007636,Chester,RENAISSANCE ACADEMY CS,RENAISSANCE ACADEMY CS,Biology,Historically Underperforming,24,45.8,41.7,8.3,4.2
11,124153350,000007636,Chester,RENAISSANCE ACADEMY CS,RENAISSANCE ACADEMY CS,Literature,All Students,73,28.8,68.5,1.4,1.4
11,124153350,000007636,Chester,RENAISSANCE ACADEMY CS,RENAISSANCE ACADEMY CS,Literature,Historically Underperforming,24,12.5,79.2,4.2,4.2
11,124157802,000001423,Chester,TREDYFFRIN-EASTTOWN SD,CONESTOGA SHS,Algebra I,All Students,539,69.0,24.3,5.6,1.1
11,124157802,000001423,Chester,TREDYFFRIN-EASTTOWN SD,CONESTOGA SHS,Algebra I,Historically Underperforming,117,41.0,35.0,18.8,5.1
11,124157802,000001423,Chester,TREDYFFRIN-EASTTOWN SD,CONESTOGA SHS,Biology,All Students,542,60.5,30.1,8.3,1.1
11,124157802,000001423,Chester,TREDYFFRIN-EASTTOWN SD,CONESTOGA SHS,Biology,Historically Underperforming,117,29.9,34.2,31.6,4.3
11,124157802,000001423,Chester,TREDYFFRIN-EASTTOWN SD,CONESTOGA SHS,Literature,All Students,542,30.1,62.4,6.3,1.3
11,124157802,000001423,Chester,TREDYFFRIN-EASTTOWN SD,CONESTOGA SHS,Literature,Historically Underperforming,116,12.9,65.5,16.4,5.2
11,124158503,000001443,Chester,UNIONVILLE-CHADDS FORD SD,UNIONVILLE HS,Algebra I,All Students,304,62.2,27.6,9.2,1.0
11,124158503,000001443,Chester,UNIONVILLE-CHADDS FORD SD,UNIONVILLE HS,Algebra I,Historically Underperforming,40,32.5,30.0,30.0,7.5
11,124158503,000001443,Chester,UNIONVILLE-CHADDS FORD SD,UNIONVILLE HS,Biology,All Students,305,54.4,37.4,6.2,2.0
11,124158503,000001443,Chester,UNIONVILLE-CHADDS FORD SD,UNIONVILLE HS,Biology,Historically Underperforming,40,17.5,47.5,22.5,12.5
11,124158503,000001443,Chester,UNIONVILLE-CHADDS FORD SD,UNIONVILLE HS,Literature,All Students,307,52.8,44.3,2.3,0.7
11,124158503,000001443,Chester,UNIONVILLE-CHADDS FORD SD,UNIONVILLE HS,Literature,Historically Underperforming,39,17.9,61.5,15.4,5.1
11,124159002,000007894,Chester,WEST CHESTER AREA SD,WEST CHESTER BAYARD RUSTIN HS,Algebra I,All Students,307,45.9,45.0,7.5,1.6
11,124159002,000007894,Chester,WEST CHESTER AREA SD,WEST CHESTER BAYARD RUSTIN HS,Algebra I,Historically Underperforming,57,17.5,43.9,31.6,7.0
11,124159002,000007894,Chester,WEST CHESTER AREA SD,WEST CHESTER BAYARD RUSTIN HS,Biology,All Students,313,49.8,39.3,8.3,2.6
11,124159002,000007894,Chester,WEST CHESTER AREA SD,WEST CHESTER BAYARD RUSTIN HS,Biology,Historically Underperforming,65,18.5,43.1,29.2,9.2
11,124159002,000007894,Chester,WEST CHESTER AREA SD,WEST CHESTER BAYARD RUSTIN HS,Literature,All Students,312,26.0,62.5,8.0,3.5
11,124159002,000007894,Chester,WEST CHESTER AREA SD,WEST CHESTER BAYARD RUSTIN HS,Literature,Historically Underperforming,64,9.4,54.7,20.3,15.6
11,124159002,000006734,Chester,WEST CHESTER AREA SD,WEST CHESTER EAST HS,Algebra I,All Students,291,51.9,33.7,10.3,4.1
11,124159002,000006734,Chester,WEST CHESTER AREA SD,WEST CHESTER EAST HS,Algebra I,Historically Underperforming,73,23.3,37.0,24.7,15.1
11,124159002,000006734,Chester,WEST CHESTER AREA SD,WEST CHESTER EAST HS,Biology,All Students,290,46.2,38.3,12.1,3.4
11,124159002,000006734,Chester,WEST CHESTER AREA SD,WEST CHESTER EAST HS,Biology,Historically Underperforming,74,17.6,41.9,28.4,12.2
11,124159002,000006734,Chester,WEST CHESTER AREA SD,WEST CHESTER EAST HS,Literature,All Students,291,28.5,57.7,10.7,3.1
11,124159002,000006734,Chester,WEST CHESTER AREA SD,WEST CHESTER EAST HS,Literature,Historically Underperforming,74,9.5,51.4,28.4,10.8
11,124159002,000001453,Chester,WEST CHESTER AREA SD,WEST CHESTER HENDERSON HS,Algebra I,All Students,277,30.7,54.5,11.6,3.2
11,124159002,000001453,Chester,WEST CHESTER AREA SD,WEST CHESTER HENDERSON HS,Algebra I,Historically Underperforming,61,13.1,42.6,29.5,14.8
11,124159002,000001453,Chester,WEST CHESTER AREA SD,WEST CHESTER HENDERSON HS,Biology,All Students,279,34.8,50.9,11.1,3.2
11,124159002,000001453,Chester,WEST CHESTER AREA SD,WEST CHESTER HENDERSON HS,Biology,Historically Underperforming,62,16.1,45.2,27.4,11.3
11,124159002,000001453,Chester,WEST CHESTER AREA SD,WEST CHESTER HENDERSON HS,Literature,All Students,278,17.6,69.8,9.0,3.6
11,124159002,000001453,Chester,WEST CHESTER AREA SD,WEST CHESTER HENDERSON HS,Literature,Historically Underperforming,61,3.3,55.7,24.6,16.4
11,106160303,000004664,Clarion,ALLEGHENY-CLARION VALLEY SD,ALLEGHENY-CLARION VALLEY HS,Algebra I,All Students,48,16.7,35.4,31.3,16.7
11,106160303,000004664,Clarion,ALLEGHENY-CLARION VALLEY SD,ALLEGHENY-CLARION VALLEY HS,Algebra I,Historically Underperforming,20,5.0,30.0,40.0,25.0
11,106160303,000004664,Clarion,ALLEGHENY-CLARION VALLEY SD,ALLEGHENY-CLARION VALLEY HS,Biology,All Students,48,12.5,60.4,18.8,8.3
11,106160303,000004664,Clarion,ALLEGHENY-CLARION VALLEY SD,ALLEGHENY-CLARION VALLEY HS,Biology,Historically Underperforming,20,10.0,55.0,20.0,15.0
11,106160303,000004664,Clarion,ALLEGHENY-CLARION VALLEY SD,ALLEGHENY-CLARION VALLEY HS,Literature,All Students,47,6.4,63.8,27.7,2.1
11,106160303,000004664,Clarion,ALLEGHENY-CLARION VALLEY SD,ALLEGHENY-CLARION VALLEY HS,Literature,Historically Underperforming,19,0.0,63.2,31.6,5.3
11,106161203,000001475,Clarion,CLARION AREA SD,CLARION AREA JSHS,Algebra I,All Students,45,17.8,51.1,20.0,11.1
11,106161203,000001475,Clarion,CLARION AREA SD,CLARION AREA JSHS,Algebra I,Historically Underperforming,13,7.7,38.5,30.8,23.1
11,106161203,000001475,Clarion,CLARION AREA SD,CLARION AREA JSHS,Biology,All Students,46,26.1,47.8,15.2,10.9
11,106161203,000001475,Clarion,CLARION AREA SD,CLARION AREA JSHS,Biology,Historically Underperforming,14,7.1,42.9,28.6,21.4
11,106161203,000001475,Clarion,CLARION AREA SD,CLARION AREA JSHS,Literature,All Students,48,16.7,58.3,14.6,10.4
11,106161203,000001475,Clarion,CLARION AREA SD,CLARION AREA JSHS,Literature,Historically Underperforming,15,0.0,46.7,26.7,26.7
11,106161357,000006909,Clarion,CLARION COUNTY CAREER CENTER,CLARION COUNTY CAREER CENTER,Algebra I,All Students,2,,,,
11,106161357,000006909,Clarion,CLARION COUNTY CAREER CENTER,CLARION COUNTY CAREER CENTER,Algebra I,Historically Underperforming,1,,,,
11,106161357,000006909,Clarion,CLARION COUNTY CAREER CENTER,CLARION COUNTY CAREER CENTER,Biology,All Students,1,,,,
11,106161357,000006909,Clarion,CLARION COUNTY CAREER CENTER,CLARION COUNTY CAREER CENTER,Biology,Historically Underperforming,0,,,,
11,106161357,000006909,Clarion,CLARION COUNTY CAREER CENTER,CLARION COUNTY CAREER CENTER,Literature,All Students,1,,,,
11,106161357,000006909,Clarion,CLARION COUNTY CAREER CENTER,CLARION COUNTY CAREER CENTER,Literature,Historically Underperforming,0,,,,
11,106161703,000001480,Clarion,CLARION-LIMESTONE AREA SD,CLARION-LIMESTONE AREA JSHS,Algebra I,All Students,49,22.4,59.2,16.3,2.0
11,106161703,000001480,Clarion,CLARION-LIMESTONE AREA SD,CLARION-LIMESTONE AREA JSHS,Algebra I,Historically Underperforming,19,0.0,57.9,36.8,5.3
11,106161703,000001480,Clarion,CLARION-LIMESTONE AREA SD,CLARION-LIMESTONE AREA JSHS,Biology,All Students,48,31.3,56.3,8.3,4.2
11,106161703,000001480,Clarion,CLARION-LIMESTONE AREA SD,CLARION-LIMESTONE AREA JSHS,Biology,Historically Underperforming,18,22.2,55.6,11.1,11.1
11,106161703,000001480,Clarion,CLARION-LIMESTONE AREA SD,CLARION-LIMESTONE AREA JSHS,Literature,All Students,49,12.2,69.4,16.3,2.0
11,106161703,000001480,Clarion,CLARION-LIMESTONE AREA SD,CLARION-LIMESTONE AREA JSHS,Literature,Historically Underperforming,19,0.0,63.2,31.6,5.3
11,106166503,000001486,Clarion,KEYSTONE SD,KEYSTONE JSHS,Algebra I,All Students,69,8.7,50.7,33.3,7.2
11,106166503,000001486,Clarion,KEYSTONE SD,KEYSTONE JSHS,Algebra I,Historically Underperforming,27,3.7,33.3,48.1,14.8
11,106166503,000001486,Clarion,KEYSTONE SD,KEYSTONE JSHS,Biology,All Students,68,10.3,47.1,38.2,4.4
11,106166503,000001486,Clarion,KEYSTONE SD,KEYSTONE JSHS,Biology,Historically Underperforming,26,3.8,30.8,53.8,11.5
11,106166503,000001486,Clarion,KEYSTONE SD,KEYSTONE JSHS,Literature,All Students,68,7.4,66.2,25.0,1.5
11,106166503,000001486,Clarion,KEYSTONE SD,KEYSTONE JSHS,Literature,Historically Underperforming,26,3.8,50.0,42.3,3.8
11,106167504,000001489,Clarion,NORTH CLARION COUNTY SD,NORTH CLARION CO JSHS,Algebra I,All Students,44,43.2,38.6,15.9,2.3
11,106167504,000001489,Clarion,NORTH CLARION COUNTY SD,NORTH CLARION CO JSHS,Algebra I,Historically Underperforming,23,17.4,52.2,26.1,4.3
11,106167504,000001489,Clarion,NORTH CLARION COUNTY SD,NORTH CLARION CO JSHS,Biology,All Students,44,22.7,56.8,15.9,4.5
11,106167504,000001489,Clarion,NORTH CLARION COUNTY SD,NORTH CLARION CO JSHS,Biology,Historically Underperforming,23,13.0,56.5,26.1,4.3
11,106167504,000001489,Clarion,NORTH CLARION COUNTY SD,NORTH CLARION CO JSHS,Literature,All Students,44,11.4,72.7,13.6,2.3
11,106167504,000001489,Clarion,NORTH CLARION COUNTY SD,NORTH CLARION CO JSHS,Literature,Historically Underperforming,23,4.3,69.6,21.7,4.3
11,106168003,000001495,Clarion,REDBANK VALLEY SD,REDBANK VALLEY HS,Algebra I,All Students,58,19.0,56.9,19.0,5.2
11,106168003,000001495,Clarion,REDBANK VALLEY SD,REDBANK VALLEY HS,Algebra I,Historically Underperforming,22,9.1,45.5,31.8,13.6
11,106168003,000001495,Clarion,REDBANK VALLEY SD,REDBANK VALLEY HS,Biology,All Students,56,17.9,51.8,19.6,10.7
11,106168003,000001495,Clarion,REDBANK VALLEY SD,REDBANK VALLEY HS,Biology,Historically Underperforming,21,9.5,42.9,19.0,28.6
11,106168003,000001495,Clarion,REDBANK VALLEY SD,REDBANK VALLEY HS,Literature,All Students,58,1.7,77.6,12.1,8.6
11,106168003,000001495,Clarion,REDBANK VALLEY SD,REDBANK VALLEY HS,Literature,Historically Underperforming,22,0.0,63.6,13.6,22.7
11,106169003,000001501,Clarion,UNION SD,UNION HS,Algebra I,All Students,25,8.0,52.0,32.0,8.0
11,106169003,000001501,Clarion,UNION SD,UNION HS,Algebra I,Historically Underperforming,11,0.0,45.5,45.5,9.1
11,106169003,000001501,Clarion,UNION SD,UNION HS,Biology,All Students,25,28.0,36.0,28.0,8.0
11,106169003,000001501,Clarion,UNION SD,UNION HS,Biology,Historically Underperforming,11,18.2,54.5,18.2,9.1
11,106169003,000001501,Clarion,UNION SD,UNION HS,Literature,All Students,25,4.0,60.0,32.0,4.0
11,106169003,000001501,Clarion,UNION SD,UNION HS,Literature,Historically Underperforming,11,0.0,54.5,36.4,9.1
11,110171003,000006236,Clearfield,CLEARFIELD AREA SD,CLEARFIELD AREA JSHS,Algebra I,All Students,132,13.6,43.2,29.5,13.6
11,110171003,000006236,Clearfield,CLEARFIELD AREA SD,CLEARFIELD AREA JSHS,Algebra I,Historically Underperforming,44,4.5,20.5,43.2,31.8
11,110171003,000006236,Clearfield,CLEARFIELD AREA SD,CLEARFIELD AREA JSHS,Biology,All Students,133,12.8,45.9,30.1,11.3
11,110171003,000006236,Clearfield,CLEARFIELD AREA SD,CLEARFIELD AREA JSHS,Biology,Historically Underperforming,46,6.5,23.9,43.5,26.1
11,110171003,000006236,Clearfield,CLEARFIELD AREA SD,CLEARFIELD AREA JSHS,Literature,All Students,141,14.9,59.6,17.0,8.5
11,110171003,000006236,Clearfield,CLEARFIELD AREA SD,CLEARFIELD AREA JSHS,Literature,Historically Underperforming,47,6.4,46.8,21.3,25.5
