Schl,Subject,Group,N Scored,Pct. Advanced,Pct. Proficient,Pct. Basic,Pct. Below Basic
5199,Biology,Historically Underperforming,16,6.3,31.3,31.3,31.3
5199,Literature,All Students,94,17.0,67.0,10.6,5.3
5199,Literature,Historically Underperforming,16,0.0,50.0,25.0,25.0
0050,Algebra I,All Students,317,17.0,50.8,26.5,5.7
0050,Algebra I,Historically Underperforming,123,9.8,37.4,39.0,13.8
0050,Biology,All Students,317,27.1,38.5,24.0,10.4
0050,Biology,Historically Underperforming,114,12.3,31.6,32.5,23.7
0050,Literature,All Students,328,7.0,65.2,21.3,6.4
0050,Literature,Historically Underperforming,127,2.4,44.1,37.8,15.7
0062,Algebra I,All Students,400,19.0,53.0,21.3,6.8
0062,Algebra I,Historically Underperforming,95,13.7,35.8,26.3,24.2
0062,Biology,All Students,400,34.0,41.5,15.5,9.0
0062,Biology,Historically Underperforming,93,17.2,36.6,20.4,25.8
0062,Literature,All Students,399,10.8,73.9,12.5,2.8
0062,Literature,Historically Underperforming,92,6.5,58.7,26.1,8.7
0070,Algebra I,All Students,110,13.6,50.9,29.1,6.4
0070,Algebra I,Historically Underperforming,48,4.2,35.4,47.9,12.5
0070,Biology,All Students,110,20.9,46.4,21.8,10.9
0070,Biology,Historically Underperforming,48,4.2,39.6,31.3,25.0
0070,Literature,All Students,111,7.2,78.4,9.0,5.4
0070,Literature,Historically Underperforming,49,0.0,69.4,18.4,12.2
0079,Algebra I,All Students,92,10.9,42.4,40.2,6.5
0079,Algebra I,Historically Underperforming,39,12.8,20.5,56.4,10.3
0079,Biology,All Students,93,14.0,60.2,17.2,8.6
0079,Biology,Historically Underperforming,40,17.5,45.0,25.0,12.5
0079,Literature,All Students,92,5.4,72.8,14.1,7.6
0079,Literature,Historically Underperforming,39,5.1,66.7,20.5,7.7
6706,Algebra I,All Students,263,14.1,58.2,23.6,4.2
6706,Algebra I,Historically Underperforming,88,9.1,48.9,34.1,8.0
6706,Biology,All Students,263,41.4,44.9,9.5,4.2
6706,Biology,Historically Underperforming,88,28.4,40.9,22.7,8.0
6706,Literature,All Students,260,4.6,72.3,17.7,5.4
6706,Literature,Historically Underperforming,85,2.4,56.5,30.6,10.6
7727,Algebra I,All Students,145,15.9,48.3,23.4,12.4
7727,Algebra I,Historically Underperforming,90,13.3,44.4,26.7,15.6
7727,Biology,All Students,145,13.8,42.1,20.7,23.4
7727,Biology,Historically Underperforming,90,8.9,37.8,26.7,26.7
7727,Literature,All Students,150,6.7,66.0,22.7,4.7
7727,Literature,Historically Underperforming,96,5.2,60.4,27.1,7.3
8094,Algebra I,All Students,49,0.0,20.4,67.3,12.2
8094,Algebra I,Historically Underperforming,40,0.0,15.0,70.0,15.0
8094,Biology,All Students,50,0.0,14.0,44.0,42.0
8094,Biology,Historically Underperforming,40,0.0,10.0,40.0,50.0
8094,Literature,All Students,49,0.0,38.8,55.1,6.1
8094,Literature,Historically Underperforming,40,0.0,37.5,55.0,7.5
8087,Algebra I,All Students,46,2.2,32.6,47.8,17.4
8087,Algebra I,Historically Underperforming,46,2.2,32.6,47.8,17.4
8087,Biology,All Students,46,15.2,32.6,32.6,19.6
8087,Biology,Historically Underperforming,46,15.2,32.6,32.6,19.6
8087,Literature,All Students,46,0.0,58.7,32.6,8.7
8087,Literature,Historically Underperforming,46,0.0,58.7,32.6,8.7
0513,Algebra I,All Students,155,17.4,41.3,32.9,8.4
0513,Algebra I,Historically Underperforming,59,5.1,30.5,49.2,15.3
0513,Biology,All Students,157,34.4,33.1,25.5,7.0
0513,Biology,Historically Underperforming,61,16.4,31.1,37.7,14.8
0513,Literature,All Students,153,9.2,65.4,18.3,7.2
0513,Literature,Historically Underperforming,58,3.4,51.7,29.3,15.5
8340,Algebra I,All Students,106,10.4,34.0,33.0,22.6
8340,Algebra I,Historically Underperforming,63,3.2,33.3,38.1,25.4
8340,Biology,All Students,109,16.5,25.7,30.3,27.5
8340,Biology,Historically Underperforming,65,12.3,20.0,32.3,35.4
8340,Literature,All Students,107,1.9,43.0,37.4,17.8
8340,Literature,Historically Underperforming,62,3.2,32.3,40.3,24.2
0144,Algebra I,All Students,194,9.3,59.3,26.8,4.6
0144,Algebra I,Historically Underperforming,75,2.7,45.3,40.0,12.0
0144,Biology,All Students,192,18.8,53.6,19.8,7.8
0144,Biology,Historically Underperforming,74,10.8,39.2,32.4,17.6
0144,Literature,All Students,185,6.5,66.5,18.9,8.1
0144,Literature,Historically Underperforming,70,0.0,47.1,32.9,20.0
0156,Algebra I,All Students,334,39.8,50.6,9.3,0.3
0156,Algebra I,Historically Underperforming,79,20.3,51.9,26.6,1.3
0156,Biology,All Students,332,57.8,33.1,6.6,2.4
0156,Biology,Historically Underperforming,77,29.9,45.5,16.9,7.8
0156,Literature,All Students,332,25.6,70.8,3.0,0.6
0156,Literature,Historically Underperforming,77,3.9,81.8,11.7,2.6
0170,Algebra I,All Students,250,16.0,61.6,18.8,3.6
0170,Algebra I,Historically Underperforming,85,7.1,55.3,30.6,7.1
0170,Biology,All Students,248,35.9,40.7,17.3,6.0
0170,Biology,Historically Underperforming,85,21.2,36.5,30.6,11.8
0170,Literature,All Students,250,15.6,72.4,10.0,2.0
0170,Literature,Historically Underperforming,85,2.4,71.8,21.2,4.7
5190,Algebra I,All Students,256,35.5,53.1,10.5,0.8
5190,Algebra I,Historically Underperforming,27,7.4,48.1,37.0,7.4
5190,Biology,All Students,258,45.3,41.9,10.5,2.3
5190,Biology,Historically Underperforming,29,10.3,51.7,24.1,13.8
5190,Literature,All Students,258,20.5,75.2,3.5,0.8
5190,Literature,Historically Underperforming,29,3.4,65.5,24.1,6.9
5153,Algebra I,All Students,163,6.7,46.0,35.0,12.3
5153,Algebra I,Historically Underperforming,104,1.0,42.3,38.5,18.3
5153,Biology,All Students,158,15.8,35.4,34.2,14.6
5153,Biology,Historically Underperforming,99,9.1,34.3,38.4,18.2
5153,Literature,All Students,158,3.8,44.3,37.3,14.6
5153,Literature,Historically Underperforming,99,0.0,36.4,43.4,20.2
8308,Algebra I,All Students,45,0.0,4.4,64.4,31.1
8308,Algebra I,Historically Underperforming,40,0.0,5.0,62.5,32.5
8308,Biology,All Students,44,0.0,0.0,20.5,79.5
8308,Biology,Historically Underperforming,39,0.0,0.0,17.9,82.1
8308,Literature,All Students,42,0.0,21.4,54.8,23.8
8308,Literature,Historically Underperforming,38,0.0,23.7,52.6,23.7
5112,Algebra I,All Students,140,23.6,50.7,20.7,5.0
5112,Algebra I,Historically Underperforming,54,18.5,33.3,35.2,13.0
5112,Biology,All Students,140,20.7,51.4,18.6,9.3
5112,Biology,Historically Underperforming,54,16.7,37.0,25.9,20.4
5112,Literature,All Students,139,7.2,74.8,12.2,5.8
5112,Literature,Historically Underperforming,53,0.0,60.4,26.4,13.2
6105,Algebra I,All Students,227,5.3,29.1,37.9,27.8
6105,Algebra I,Historically Underperforming,129,2.3,24.0,36.4,37.2
6105,Biology,All Students,225,10.7,24.0,22.2,43.1
6105,Biology,Historically Underperforming,127,7.9,18.9,19.7,53.5
6105,Literature,All Students,223,3.1,46.2,33.2,17.5
6105,Literature,Historically Underperforming,124,0.8,34.7,41.1,23.4
5017,Algebra I,All Students,257,28.0,55.3,14.8,1.9
5017,Algebra I,Historically Underperforming,63,12.7,47.6,31.7,7.9
5017,Biology,All Students,257,38.1,45.5,12.1,4.3
5017,Biology,Historically Underperforming,63,22.2,38.1,27.0,12.7
5017,Literature,All Students,257,5.8,77.4,15.6,1.2
5017,Literature,Historically Underperforming,63,3.2,54.0,38.1,4.8
4951,Algebra I,All Students,283,26.5,56.5,14.8,2.1
4951,Algebra I,Historically Underperforming,78,9.0,48.7,35.9,6.4
4951,Biology,All Students,281,49.8,36.7,10.3,3.2
4951,Biology,Historically Underperforming,76,13.2,51.3,23.7,11.8
4951,Literature,All Students,282,11.7,79.4,7.1,1.8
4951,Literature,Historically Underperforming,76,2.6,75.0,15.8,6.6
0254,Algebra I,All Students,431,43.4,49.9,4.6,2.1
0254,Algebra I,Historically Underperforming,99,22.2,54.5,14.1,9.1
0254,Biology,All Students,430,54.7,35.8,6.3,3.3
0254,Biology,Historically Underperforming,98,33.7,36.7,15.3,14.3
0254,Literature,All Students,429,20.0,76.2,3.5,0.2
0254,Literature,Historically Underperforming,98,12.2,71.4,15.3,1.0
8305,Algebra I,All Students,630,44.9,47.8,6.0,1.3
8305,Algebra I,Historically Underperforming,67,14.9,46.3,26.9,11.9
8305,Biology,All Students,625,54.6,33.8,8.6,3.0
8305,Biology,Historically Underperforming,65,27.7,21.5,26.2,24.6
8305,Literature,All Students,626,27.2,68.5,3.2,1.1
8305,Literature,Historically Underperforming,65,7.7,60.0,21.5,10.8
7101,Algebra I,All Students,347,41.5,39.5,14.4,4.6
7101,Algebra I,Historically Underperforming,105,22.9,35.2,27.6,14.3
7101,Biology,All Students,347,37.2,45.8,11.2,5.8
7101,Biology,Historically Underperforming,105,21.0,41.9,21.9,15.2
7101,Literature,All Students,340,10.9,66.5,19.1,3.5
7101,Literature,Historically Underperforming,102,2.9,49.0,37.3,10.8
0053,Algebra I,All Students,64,6.3,40.6,39.1,14.1
0053,Algebra I,Historically Underperforming,35,5.7,25.7,45.7,22.9
0053,Biology,All Students,64,10.9,32.8,32.8,23.4
0053,Biology,Historically Underperforming,34,5.9,17.6,35.3,41.2
0053,Literature,All Students,65,7.7,67.7,20.0,4.6
0053,Literature,Historically Underperforming,35,5.7,54.3,31.4,8.6
7821,Algebra I,All Students,51,7.8,17.6,41.2,33.3
7821,Algebra I,Historically Underperforming,20,0.0,10.0,35.0,55.0
7821,Biology,All Students,51,5.9,25.5,37.3,31.4
7821,Biology,Historically Underperforming,20,0.0,10.0,50.0,40.0
7821,Literature,All Students,51,3.9,54.9,21.6,19.6
7821,Literature,Historically Underperforming,20,0.0,45.0,20.0,35.0
0309,Algebra I,All Students,274,6.6,34.3,38.3,20.8
0309,Algebra I,Historically Underperforming,169,3.0,26.6,40.2,30.2
0309,Biology,All Students,269,17.5,23.8,27.5,31.2
0309,Biology,Historically Underperforming,165,10.3,20.0,29.1,40.6
0309,Literature,All Students,261,3.1,46.7,32.6,17.6
0309,Literature,Historically Underperforming,158,3.2,36.7,36.7,23.4
0315,Algebra I,All Students,351,43.9,46.4,8.8,0.9
0315,Algebra I,Historically Underperforming,61,16.4,47.5,31.1,4.9
0315,Biology,All Students,353,40.8,46.5,8.8,4.0
0315,Biology,Historically Underperforming,61,23.0,44.3,14.8,18.0
0315,Literature,All Students,353,12.5,82.2,4.8,0.6
0315,Literature,Historically Underperforming,60,3.3,76.7,16.7,3.3
8203,Algebra I,All Students,85,0.0,14.1,56.5,29.4
8203,Algebra I,Historically Underperforming,73,0.0,12.3,56.2,31.5
8203,Biology,All Students,84,0.0,13.1,27.4,59.5
8203,Biology,Historically Underperforming,72,0.0,12.5,25.0,62.5
8203,Literature,All Students,81,0.0,18.5,39.5,42.0
8203,Literature,Historically Underperforming,69,0.0,13.0,42.0,44.9
0409,Algebra I,All Students,311,18.3,45.7,29.6,6.4
0409,Algebra I,Historically Underperforming,142,2.1,43.7,41.5,12.7
0409,Biology,All Students,313,21.1,30.0,27.2,21.7
0409,Biology,Historically Underperforming,144,5.6,20.8,36.1,37.5
0409,Literature,All Students,312,10.3,59.6,22.4,7.7
0409,Literature,Historically Underperforming,143,2.8,49.7,33.6,14.0
6915,Algebra I,All Students,261,5.7,26.8,39.1,28.4
6915,Algebra I,Historically Underperforming,192,3.6,20.8,40.6,34.9
6915,Biology,All Students,254,3.1,24.8,29.5,42.5
6915,Biology,Historically Underperforming,186,1.1,18.3,28.0,52.7
6915,Literature,All Students,263,2.3,51.3,27.0,19.4
6915,Literature,Historically Underperforming,192,1.6,41.7,30.7,26.0
0412,Algebra I,All Students,150,12.0,37.3,41.3,9.3
0412,Algebra I,Historically Underperforming,109,5.5,33.0,48.6,12.8
0412,Biology,All Students,149,10.7,20.8,40.3,28.2
0412,Biology,Historically Underperforming,108,7.4,13.9,44.4,34.3
0412,Literature,All Students,150,4.0,62.7,27.3,6.0
0412,Literature,Historically Underperforming,109,0.9,57.8,33.0,8.3
0416,Algebra I,All Students,74,2.7,24.3,39.2,33.8
0416,Algebra I,Historically Underperforming,62,1.6,17.7,40.3,40.3
0416,Biology,All Students,75,1.3,20.0,29.3,49.3
0416,Biology,Historically Underperforming,63,1.6,14.3,28.6,55.6
0416,Literature,All Students,75,0.0,45.3,38.7,16.0
0416,Literature,Historically Underperforming,63,0.0,42.9,38.1,19.0
8106,Algebra I,All Students,141,28.4,53.9,16.3,1.4
8106,Algebra I,Historically Underperforming,37,5.4,59.5,29.7,5.4
8106,Biology,All Students,141,29.8,43.3,20.6,6.4
8106,Biology,Historically Underperforming,37,10.8,40.5,35.1,13.5
8106,Literature,All Students,141,17.7,75.9,5.0,1.4
8106,Literature,Historically Underperforming,37,2.7,81.1,13.5,2.7
8110,Algebra I,All Students,67,1.5,28.4,53.7,16.4
8110,Algebra I,Historically Underperforming,59,1.7,30.5,49.2,18.6
8110,Biology,All Students,65,0.0,3.1,23.1,73.8
8110,Biology,Historically Underperforming,58,0.0,1.7,25.9,72.4
8110,Literature,All Students,67,0.0,25.4,52.2,22.4
8110,Literature,Historically Underperforming,59,0.0,23.7,50.8,25.4
8105,Algebra I,All Students,117,12.0,55.6,28.2,4.3
8105,Algebra I,Historically Underperforming,54,7.4,53.7,35.2,3.7
8105,Biology,All Students,116,17.2,35.3,37.1,10.3
8105,Biology,Historically Underperforming,54,7.4,35.2,44.4,13.0
8105,Literature,All Students,117,6.8,68.4,21.4,3.4
8105,Literature,Historically Underperforming,54,1.9,64.8,29.6,3.7
8300,Algebra I,All Students,24,4.2,25.0,50.0,20.8
8300,Algebra I,Historically Underperforming,11,0.0,9.1,54.5,36.4
8300,Biology,All Students,24,8.3,12.5,37.5,41.7
8300,Biology,Historically Underperforming,11,0.0,0.0,27.3,72.7
8300,Literature,All Students,22,0.0,54.5,31.8,13.6
8300,Literature,Historically Underperforming,10,,,,
8107,Algebra I,All Students,70,20.0,70.0,10.0,0.0
8107,Algebra I,Historically Underperforming,34,14.7,76.5,8.8,0.0
8107,Biology,All Students,70,42.9,51.4,5.7,0.0
8107,Biology,Historically Underperforming,34,35.3,61.8,2.9,0.0
8107,Literature,All Students,70,10.0,84.3,5.7,0.0
8107,Literature,Historically Underperforming,34,8.8,82.4,8.8,0.0
0435,Algebra I,All Students,302,17.5,58.6,19.2,4.6
0435,Algebra I,Historically Underperforming,87,9.2,44.8,32.2,13.8
0435,Biology,All Students,303,26.1,40.3,24.4,9.2
0435,Biology,Historically Underperforming,87,14.9,28.7,34.5,21.8
0435,Literature,All Students,300,8.0,67.7,15.7,8.7
0435,Literature,Historically Underperforming,86,5.8,44.2,31.4,18.6
8129,Algebra I,All Students,65,7.7,33.8,46.2,12.3
8129,Algebra I,Historically Underperforming,51,5.9,33.3,47.1,13.7
8129,Biology,All Students,64,3.1,23.4,45.3,28.1
8129,Biology,Historically Underperforming,50,0.0,22.0,46.0,32.0
8129,Literature,All Students,66,6.1,53.0,33.3,7.6
8129,Literature,Historically Underperforming,51,3.9,47.1,43.1,5.9
7772,Algebra I,All Students,43,9.3,25.6,37.2,27.9
7772,Algebra I,Historically Underperforming,39,10.3,23.1,38.5,28.2
7772,Biology,All Students,43,7.0,25.6,20.9,46.5
7772,Biology,Historically Underperforming,39,5.1,25.6,20.5,48.7
7772,Literature,All Students,43,2.3,48.8,25.6,23.3
7772,Literature,Historically Underperforming,39,2.6,46.2,28.2,23.1
0448,Algebra I,All Students,141,44.7,34.0,14.9,6.4
0448,Algebra I,Historically Underperforming,32,18.8,25.0,31.3,25.0
0448,Biology,All Students,143,57.3,25.9,9.8,7.0
0448,Biology,Historically Underperforming,32,21.9,21.9,25.0,31.3
0448,Literature,All Students,146,16.4,71.2,8.9,3.4
0448,Literature,Historically Underperforming,33,3.0,54.5,27.3,15.2
6928,Algebra I,All Students,63,17.5,58.7,19.0,4.8
6928,Algebra I,Historically Underperforming,26,11.5,46.2,30.8,11.5
6928,Biology,All Students,64,37.5,34.4,21.9,6.3
6928,Biology,Historically Underperforming,26,23.1,30.8,30.8,15.4
6928,Literature,All Students,65,10.8,72.3,13.8,3.1
6928,Literature,Historically Underperforming,27,0.0,66.7,25.9,7.4
0460,Algebra I,All Students,350,12.9,58.0,26.3,2.9
0460,Algebra I,Historically Underperforming,120,6.7,47.5,38.3,7.5
0460,Biology,All Students,354,29.9,37.9,22.3,9.9
0460,Biology,Historically Underperforming,125,16.8,32.0,29.6,21.6
0460,Literature,All Students,350,5.7,68.0,20.3,6.0
0460,Literature,Historically Underperforming,121,5.0,50.4,29.8,14.9
0440,Algebra I,All Students,105,3.8,45.7,44.8,5.7
0440,Algebra I,Historically Underperforming,48,2.1,33.3,54.2,10.4
0440,Biology,All Students,105,18.1,33.3,31.4,17.1
0440,Biology,Historically Underperforming,48,6.3,35.4,33.3,25.0
0440,Literature,All Students,105,1.0,63.8,26.7,8.6
0440,Literature,Historically Underperforming,48,0.0,62.5,25.0,12.5
0470,Algebra I,All Students,191,43.5,46.6,7.9,2.1
0470,Algebra I,Historically Underperforming,33,18.2,42.4,30.3,9.1
0470,Biology,All Students,191,50.8,36.1,9.9,3.1
0470,Biology,Historically Underperforming,33,33.3,18.2,36.4,12.1
0470,Literature,All Students,191,16.8,72.8,8.4,2.1
0470,Literature,Historically Underperforming,33,0.0,57.6,33.3,9.1
0467,Algebra I,All Students,176,33.0,47.7,15.9,3.4
0467,Algebra I,Historically Underperforming,51,19.6,52.9,15.7,11.8
0467,Biology,All Students,173,38.2,36.4,14.5,11.0
0467,Biology,Historically Underperforming,50,24.0,36.0,22.0,18.0
0467,Literature,All Students,174,5.7,70.7,19.0,4.6
0467,Literature,Historically Underperforming,50,0.0,66.0,24.0,10.0
7648,Algebra I,All Students,3,,,,
7648,Algebra I,Historically Underperforming,2,,,,
7648,Biology,All Students,3,,,,
7648,Biology,Historically Underperforming,2,,,,
7648,Literature,All Students,3,,,,
7648,Literature,Historically Underperforming,2,,,,
0196,Algebra I,All Students,120,18.3,31.7,35.8,14.2
0196,Algebra I,Historically Underperforming,80,11.3,22.5,46.3,20.0
0196,Biology,All Students,121,14.0,27.3,25.6,33.1
0196,Biology,Historically Underperforming,81,8.6,17.3,27.2,46.9
0196,Literature,All Students,119,1.7,45.4,34.5,18.5
0196,Literature,Historically Underperforming,79,0.0,30.4,43.0,26.6
0477,Algebra I,All Students,61,1.6,27.9,42.6,27.9
0477,Algebra I,Historically Underperforming,45,0.0,22.2,44.4,33.3
0477,Biology,All Students,58,1.7,17.2,20.7,60.3
0477,Biology,Historically Underperforming,44,0.0,13.6,13.6,72.7
0477,Literature,All Students,55,1.8,34.5,47.3,16.4
0477,Literature,Historically Underperforming,40,0.0,27.5,50.0,22.5
0492,Algebra I,All Students,332,53.6,39.2,5.7,1.5
0492,Algebra I,Historically Underperforming,65,32.3,35.4,24.6,7.7
0492,Biology,All Students,330,69.4,24.5,4.5,1.5
0492,Biology,Historically Underperforming,63,47.6,28.6,17.5,6.3
0492,Literature,All Students,331,27.8,68.3,3.3,0.6
0492,Literature,Historically Underperforming,64,14.1,71.9,10.9,3.1
7562,Algebra I,All Students,43,2.3,27.9,48.8,20.9
7562,Algebra I,Historically Underperforming,32,0.0,25.0,46.9,28.1
7562,Biology,All Students,43,2.3,23.3,32.6,41.9
7562,Biology,Historically Underperforming,32,3.1,18.8,28.1,50.0
7562,Literature,All Students,43,0.0,53.5,30.2,16.3
7562,Literature,Historically Underperforming,32,0.0,46.9,31.3,21.9
0509,Algebra I,All Students,252,16.7,60.7,15.9,6.7
0509,Algebra I,Historically Underperforming,67,9.0,41.8,26.9,22.4
0509,Biology,All Students,251,32.7,47.4,11.6,8.4
0509,Biology,Historically Underperforming,67,10.4,44.8,17.9,26.9
0509,Literature,All Students,251,7.2,77.3,12.7,2.8
0509,Literature,Historically Underperforming,67,1.5,58.2,32.8,7.5
0523,Algebra I,All Students,197,26.9,58.9,9.6,4.6
0523,Algebra I,Historically Underperforming,44,15.9,38.6,27.3,18.2
0523,Biology,All Students,202,36.6,49.0,9.9,4.5
0523,Biology,Historically Underperforming,44,15.9,38.6,27.3,18.2
0523,Literature,All Students,201,12.9,77.1,8.0,2.0
0523,Literature,Historically Underperforming,43,4.7,58.1,27.9,9.3
0536,Algebra I,All Students,239,3.3,49.4,34.7,12.6
0536,Algebra I,Historically Underperforming,122,4.1,34.4,37.7,23.8
0536,Biology,All Students,239,14.2,42.3,20.5,23.0
0536,Biology,Historically Underperforming,122,9.0,32.8,22.1,36.1
0536,Literature,All Students,238,1.7,65.1,20.6,12.6
0536,Literature,Historically Underperforming,120,0.8,50.8,26.7,21.7
0555,Algebra I,All Students,15,13.3,6.7,20.0,60.0
0555,Algebra I,Historically Underperforming,13,15.4,7.7,23.1,53.8
0555,Biology,All Students,15,6.7,6.7,40.0,46.7
0555,Biology,Historically Underperforming,12,8.3,8.3,50.0,33.3
0555,Literature,All Students,15,6.7,13.3,60.0,20.0
0555,Literature,Historically Underperforming,12,8.3,16.7,50.0,25.0
0107,Algebra I,All Students,265,6.8,35.8,39.6,17.7
0107,Algebra I,Historically Underperforming,157,3.2,23.6,45.9,27.4
0107,Biology,All Students,270,14.1,22.6,33.3,30.0
0107,Biology,Historically Underperforming,164,5.5,15.2,35.4,43.9
0107,Literature,All Students,219,4.1,57.1,25.6,13.2
0107,Literature,Historically Underperforming,122,0.0,43.4,35.2,21.3
2320,Algebra I,All Students,72,5.6,55.6,30.6,8.3
2320,Algebra I,Historically Underperforming,32,3.1,40.6,37.5,18.8
2320,Biology,All Students,74,9.5,55.4,27.0,8.1
2320,Biology,Historically Underperforming,34,2.9,32.4,50.0,14.7
2320,Literature,All Students,71,4.2,69.0,21.1,5.6
2320,Literature,Historically Underperforming,31,3.2,48.4,35.5,12.9
8342,Algebra I,All Students,211,10.4,74.4,11.4,3.8
8342,Algebra I,Historically Underperforming,86,5.8,68.6,18.6,7.0
8342,Biology,All Students,210,29.0,43.3,20.0,7.6
8342,Biology,Historically Underperforming,85,18.8,42.4,24.7,14.1
8342,Literature,All Students,210,5.2,76.2,16.2,2.4
8342,Literature,Historically Underperforming,85,3.5,67.1,23.5,5.9
7640,Algebra I,All Students,57,7.0,70.2,17.5,5.3
7640,Algebra I,Historically Underperforming,27,3.7,55.6,29.6,11.1
7640,Biology,All Students,59,27.1,47.5,20.3,5.1
7640,Biology,Historically Underperforming,28,10.7,50.0,28.6,10.7
7640,Literature,All Students,59,3.4,76.3,16.9,3.4
7640,Literature,Historically Underperforming,28,0.0,64.3,28.6,7.1
0594,Algebra I,All Students,159,34.6,50.9,11.3,3.1
0594,Algebra I,Historically Underperforming,36,30.6,47.2,13.9,8.3
0594,Biology,All Students,160,48.8,36.3,10.6,4.4
0594,Biology,Historically Underperforming,37,27.0,48.6,13.5,10.8
0594,Literature,All Students,159,10.7,81.1,7.5,0.6
0594,Literature,Historically Underperforming,36,5.6,86.1,5.6,2.8
7923,Algebra I,All Students,36,11.1,58.3,30.6,0.0
7923,Algebra I,Historically Underperforming,11,0.0,45.5,54.5,0.0
7923,Biology,All Students,38,26.3,55.3,13.2,5.3
7923,Biology,Historically Underperforming,13,23.1,38.5,30.8,7.7
7923,Literature,All Students,37,2.7,78.4,16.2,2.7
7923,Literature,Historically Underperforming,12,0.0,58.3,33.3,8.3
4807,Algebra I,All Students,189,5.3,51.9,31.7,11.1
4807,Algebra I,Historically Underperforming,113,2.7,45.1,33.6,18.6
4807,Biology,All Students,186,6.5,52.7,28.5,12.4
4807,Biology,Historically Underperforming,113,3.5,47.8,33.6,15.0
4807,Literature,All Students,187,1.1,62.6,28.3,8.0
4807,Literature,Historically Underperforming,113,0.0,52.2,36.3,11.5
8086,Algebra I,All Students,59,1.7,27.1,49.2,22.0
8086,Algebra I,Historically Underperforming,58,1.7,27.6,50.0,20.7
8086,Biology,All Students,59,1.7,15.3,40.7,42.4
8086,Biology,Historically Underperforming,58,1.7,15.5,41.4,41.4
8086,Literature,All Students,59,0.0,39.0,47.5,13.6
8086,Literature,Historically Underperforming,58,0.0,39.7,46.6,13.8
6555,Algebra I,All Students,157,8.3,44.6,35.0,12.1
6555,Algebra I,Historically Underperforming,58,5.2,36.2,41.4,17.2
