AUN,Schl,County,District Name,School Name,Subject,Group,Grade,N Scored,Pct. Advanced,Pct. Proficient,Pct. Basic,Pct. Below Basic
103020004,000007832,ALLEGHENY,PROPEL CS-MONTOUR,PROPEL CS-MONTOUR,Literature,All Students,11,39,0.0,20.5,61.5,17.9
103020004,000007832,ALLEGHENY,PROPEL CS-MONTOUR,PROPEL CS-MONTOUR,Literature,Economically Disadvantaged,11,31,0.0,12.9,67.7,19.4
103020004,000007832,ALLEGHENY,PROPEL CS-MONTOUR,PROPEL CS-MONTOUR,Literature,IEP,11,13,0.0,0.0,69.2,30.8
103027753,000000448,ALLEGHENY,QUAKER VALLEY SD,QUAKER VALLEY HS,Algebra I,All Students,11,104,32.7,26.9,33.7,6.7
103027753,000000448,ALLEGHENY,QUAKER VALLEY SD,QUAKER VALLEY HS,Algebra I,Economically Disadvantaged,11,12,8.3,16.7,50.0,25.0
103027753,000000448,ALLEGHENY,QUAKER VALLEY SD,QUAKER VALLEY HS,Algebra I,IEP,11,11,18.2,18.2,45.5,18.2
103027753,000000448,ALLEGHENY,QUAKER VALLEY SD,QUAKER VALLEY HS,Biology,All Students,11,10,,,,
103027753,000000448,ALLEGHENY,QUAKER VALLEY SD,QUAKER VALLEY HS,Biology,Economically Disadvantaged,11,4,,,,
103027753,000000448,ALLEGHENY,QUAKER VALLEY SD,QUAKER VALLEY HS,Biology,IEP,11,6,,,,
103027753,000000448,ALLEGHENY,QUAKER VALLEY SD,QUAKER VALLEY HS,Literature,All Students,11,126,15.1,76.2,7.1,1.6
103027753,000000448,ALLEGHENY,QUAKER VALLEY SD,QUAKER VALLEY HS,Literature,Economically Disadvantaged,11,21,4.8,85.7,9.5,0.0
103027753,000000448,ALLEGHENY,QUAKER VALLEY SD,QUAKER VALLEY HS,Literature,ELL,11,1,,,,
103027753,000000448,ALLEGHENY,QUAKER VALLEY SD,QUAKER VALLEY HS,Literature,IEP,11,19,5.3,52.6,36.8,5.3
103028203,000006928,ALLEGHENY,RIVERVIEW SD,RIVERVIEW JSHS,Algebra I,All Students,11,37,27.0,43.2,16.2,13.5
103028203,000006928,ALLEGHENY,RIVERVIEW SD,RIVERVIEW JSHS,Algebra I,Economically Disadvantaged,11,6,,,,
103028203,000006928,ALLEGHENY,RIVERVIEW SD,RIVERVIEW JSHS,Algebra I,IEP,11,8,,,,
103028203,000006928,ALLEGHENY,RIVERVIEW SD,RIVERVIEW JSHS,Biology,All Students,11,3,,,,
103028203,000006928,ALLEGHENY,RIVERVIEW SD,RIVERVIEW JSHS,Biology,IEP,11,3,,,,
103028203,000006928,ALLEGHENY,RIVERVIEW SD,RIVERVIEW JSHS,Literature,All Students,11,54,16.7,55.6,14.8,13.0
103028203,000006928,ALLEGHENY,RIVERVIEW SD,RIVERVIEW JSHS,Literature,Economically Disadvantaged,11,11,18.2,36.4,9.1,36.4
103028203,000006928,ALLEGHENY,RIVERVIEW SD,RIVERVIEW JSHS,Literature,IEP,11,11,0.0,18.2,18.2,63.6
103028302,000000460,ALLEGHENY,SHALER AREA SD,SHALER AREA HS,Algebra I,All Students,11,145,33.8,46.2,5.5,14.5
103028302,000000460,ALLEGHENY,SHALER AREA SD,SHALER AREA HS,Algebra I,Economically Disadvantaged,11,40,17.5,45.0,7.5,30.0
103028302,000000460,ALLEGHENY,SHALER AREA SD,SHALER AREA HS,Algebra I,ELL,11,2,,,,
103028302,000000460,ALLEGHENY,SHALER AREA SD,SHALER AREA HS,Algebra I,IEP,11,20,0.0,5.0,5.0,90.0
103028302,000000460,ALLEGHENY,SHALER AREA SD,SHALER AREA HS,Biology,All Students,11,182,3.3,35.7,38.5,22.5
103028302,000000460,ALLEGHENY,SHALER AREA SD,SHALER AREA HS,Biology,Economically Disadvantaged,11,95,2.1,28.4,42.1,27.4
103028302,000000460,ALLEGHENY,SHALER AREA SD,SHALER AREA HS,Biology,ELL,11,1,,,,
103028302,000000460,ALLEGHENY,SHALER AREA SD,SHALER AREA HS,Biology,IEP,11,48,0.0,6.3,35.4,58.3
103028302,000000460,ALLEGHENY,SHALER AREA SD,SHALER AREA HS,Literature,All Students,11,287,9.8,62.4,18.1,9.8
103028302,000000460,ALLEGHENY,SHALER AREA SD,SHALER AREA HS,Literature,Economically Disadvantaged,11,112,7.1,50.0,28.6,14.3
103028302,000000460,ALLEGHENY,SHALER AREA SD,SHALER AREA HS,Literature,ELL,11,2,,,,
103028302,000000460,ALLEGHENY,SHALER AREA SD,SHALER AREA HS,Literature,IEP,11,48,2.1,14.6,37.5,45.8
103028653,000008459,ALLEGHENY,SOUTH ALLEGHENY SD,SOUTH ALLEGHENY HS,Algebra I,All Students,11,44,9.1,50.0,27.3,13.6
103028653,000008459,ALLEGHENY,SOUTH ALLEGHENY SD,SOUTH ALLEGHENY HS,Algebra I,Economically Disadvantaged,11,19,10.5,26.3,36.8,26.3
103028653,000008459,ALLEGHENY,SOUTH ALLEGHENY SD,SOUTH ALLEGHENY HS,Algebra I,ELL,11,1,,,,
103028653,000008459,ALLEGHENY,SOUTH ALLEGHENY SD,SOUTH ALLEGHENY HS,Algebra I,IEP,11,4,,,,
103028653,000008459,ALLEGHENY,SOUTH ALLEGHENY SD,SOUTH ALLEGHENY HS,Biology,All Students,11,66,0.0,31.8,36.4,31.8
103028653,000008459,ALLEGHENY,SOUTH ALLEGHENY SD,SOUTH ALLEGHENY HS,Biology,Economically Disadvantaged,11,41,0.0,24.4,41.5,34.1
103028653,000008459,ALLEGHENY,SOUTH ALLEGHENY SD,SOUTH ALLEGHENY HS,Biology,ELL,11,1,,,,
103028653,000008459,ALLEGHENY,SOUTH ALLEGHENY SD,SOUTH ALLEGHENY HS,Biology,IEP,11,21,0.0,19.0,33.3,47.6
103028653,000008459,ALLEGHENY,SOUTH ALLEGHENY SD,SOUTH ALLEGHENY HS,Literature,All Students,11,98,0.0,56.1,27.6,16.3
103028653,000008459,ALLEGHENY,SOUTH ALLEGHENY SD,SOUTH ALLEGHENY HS,Literature,Economically Disadvantaged,11,48,0.0,45.8,31.3,22.9
103028653,000008459,ALLEGHENY,SOUTH ALLEGHENY SD,SOUTH ALLEGHENY HS,Literature,IEP,11,21,0.0,19.0,28.6,52.4
103028703,000000470,ALLEGHENY,SOUTH FAYETTE TOWNSHIP SD,SOUTH FAYETTE TWP HS,Algebra I,All Students,11,224,60.7,28.6,8.9,1.8
103028703,000000470,ALLEGHENY,SOUTH FAYETTE TOWNSHIP SD,SOUTH FAYETTE TWP HS,Algebra I,Economically Disadvantaged,11,20,45.0,30.0,20.0,5.0
103028703,000000470,ALLEGHENY,SOUTH FAYETTE TOWNSHIP SD,SOUTH FAYETTE TWP HS,Algebra I,IEP,11,19,21.1,21.1,36.8,21.1
103028703,000000470,ALLEGHENY,SOUTH FAYETTE TOWNSHIP SD,SOUTH FAYETTE TWP HS,Biology,All Students,11,1,,,,
103028703,000000470,ALLEGHENY,SOUTH FAYETTE TOWNSHIP SD,SOUTH FAYETTE TWP HS,Biology,IEP,11,1,,,,
103028703,000000470,ALLEGHENY,SOUTH FAYETTE TOWNSHIP SD,SOUTH FAYETTE TWP HS,Literature,All Students,11,241,27.4,66.0,5.4,1.2
103028703,000000470,ALLEGHENY,SOUTH FAYETTE TOWNSHIP SD,SOUTH FAYETTE TWP HS,Literature,Economically Disadvantaged,11,25,16.0,64.0,16.0,4.0
103028703,000000470,ALLEGHENY,SOUTH FAYETTE TOWNSHIP SD,SOUTH FAYETTE TWP HS,Literature,IEP,11,26,3.8,61.5,23.1,11.5
103028753,000000467,ALLEGHENY,SOUTH PARK SD,SOUTH PARK SHS,Algebra I,All Students,11,46,73.9,15.2,0.0,10.9
103028753,000000467,ALLEGHENY,SOUTH PARK SD,SOUTH PARK SHS,Algebra I,Economically Disadvantaged,11,5,,,,
103028753,000000467,ALLEGHENY,SOUTH PARK SD,SOUTH PARK SHS,Algebra I,IEP,11,4,,,,
103028753,000000467,ALLEGHENY,SOUTH PARK SD,SOUTH PARK SHS,Biology,All Students,11,87,1.1,20.7,49.4,28.7
103028753,000000467,ALLEGHENY,SOUTH PARK SD,SOUTH PARK SHS,Biology,Economically Disadvantaged,11,22,0.0,18.2,50.0,31.8
103028753,000000467,ALLEGHENY,SOUTH PARK SD,SOUTH PARK SHS,Biology,IEP,11,10,,,,
103028753,000000467,ALLEGHENY,SOUTH PARK SD,SOUTH PARK SHS,Literature,All Students,11,126,7.1,52.4,27.8,12.7
103028753,000000467,ALLEGHENY,SOUTH PARK SD,SOUTH PARK SHS,Literature,Economically Disadvantaged,11,26,7.7,38.5,34.6,19.2
103028753,000000467,ALLEGHENY,SOUTH PARK SD,SOUTH PARK SHS,Literature,IEP,11,11,0.0,36.4,18.2,45.5
103023410,000007648,ALLEGHENY,SPECTRUM CS,SPECTRUM CS,Biology,All Students,11,4,,,,
103023410,000007648,ALLEGHENY,SPECTRUM CS,SPECTRUM CS,Biology,Economically Disadvantaged,11,1,,,,
103023410,000007648,ALLEGHENY,SPECTRUM CS,SPECTRUM CS,Biology,IEP,11,4,,,,
103023410,000007648,ALLEGHENY,SPECTRUM CS,SPECTRUM CS,Literature,All Students,11,4,,,,
103023410,000007648,ALLEGHENY,SPECTRUM CS,SPECTRUM CS,Literature,Economically Disadvantaged,11,2,,,,
103023410,000007648,ALLEGHENY,SPECTRUM CS,SPECTRUM CS,Literature,IEP,11,4,,,,
103028807,000006113,ALLEGHENY,STEEL CENTER FOR CAREER AND TECHNICAL EDUCATION,STEEL CENTER FOR CAREER AND TECHNICAL EDUCATION,Algebra I,All Students,11,1,,,,
103028807,000006113,ALLEGHENY,STEEL CENTER FOR CAREER AND TECHNICAL EDUCATION,STEEL CENTER FOR CAREER AND TECHNICAL EDUCATION,Literature,All Students,11,2,,,,
103028807,000006113,ALLEGHENY,STEEL CENTER FOR CAREER AND TECHNICAL EDUCATION,STEEL CENTER FOR CAREER AND TECHNICAL EDUCATION,Literature,Economically Disadvantaged,11,2,,,,
103028807,000006113,ALLEGHENY,STEEL CENTER FOR CAREER AND TECHNICAL EDUCATION,STEEL CENTER FOR CAREER AND TECHNICAL EDUCATION,Literature,IEP,11,1,,,,
103028833,000000196,ALLEGHENY,STEEL VALLEY SD,STEEL VALLEY SHS,Algebra I,All Students,11,48,22.9,27.1,14.6,35.4
103028833,000000196,ALLEGHENY,STEEL VALLEY SD,STEEL VALLEY SHS,Algebra I,Economically Disadvantaged,11,25,24.0,16.0,12.0,48.0
103028833,000000196,ALLEGHENY,STEEL VALLEY SD,STEEL VALLEY SHS,Algebra I,IEP,11,7,,,,
103028833,000000196,ALLEGHENY,STEEL VALLEY SD,STEEL VALLEY SHS,Biology,All Students,11,46,0.0,32.6,32.6,34.8
103028833,000000196,ALLEGHENY,STEEL VALLEY SD,STEEL VALLEY SHS,Biology,Economically Disadvantaged,11,26,0.0,26.9,26.9,46.2
103028833,000000196,ALLEGHENY,STEEL VALLEY SD,STEEL VALLEY SHS,Biology,ELL,11,1,,,,
103028833,000000196,ALLEGHENY,STEEL VALLEY SD,STEEL VALLEY SHS,Biology,IEP,11,10,,,,
103028833,000000196,ALLEGHENY,STEEL VALLEY SD,STEEL VALLEY SHS,Literature,All Students,11,74,5.4,56.8,24.3,13.5
103028833,000000196,ALLEGHENY,STEEL VALLEY SD,STEEL VALLEY SHS,Literature,Economically Disadvantaged,11,36,5.6,44.4,27.8,22.2
103028833,000000196,ALLEGHENY,STEEL VALLEY SD,STEEL VALLEY SHS,Literature,IEP,11,11,0.0,45.5,9.1,45.5
103028853,000000477,ALLEGHENY,STO-ROX SD,STO-ROX JSHS,Algebra I,All Students,11,44,0.0,4.5,22.7,72.7
103028853,000000477,ALLEGHENY,STO-ROX SD,STO-ROX JSHS,Algebra I,Economically Disadvantaged,11,35,0.0,0.0,22.9,77.1
103028853,000000477,ALLEGHENY,STO-ROX SD,STO-ROX JSHS,Algebra I,IEP,11,14,0.0,0.0,7.1,92.9
103028853,000000477,ALLEGHENY,STO-ROX SD,STO-ROX JSHS,Biology,All Students,11,64,0.0,4.7,18.8,76.6
103028853,000000477,ALLEGHENY,STO-ROX SD,STO-ROX JSHS,Biology,Economically Disadvantaged,11,49,0.0,6.1,10.2,83.7
103028853,000000477,ALLEGHENY,STO-ROX SD,STO-ROX JSHS,Biology,IEP,11,15,0.0,0.0,6.7,93.3
103028853,000000477,ALLEGHENY,STO-ROX SD,STO-ROX JSHS,Literature,All Students,11,73,0.0,16.4,41.1,42.5
103028853,000000477,ALLEGHENY,STO-ROX SD,STO-ROX JSHS,Literature,Economically Disadvantaged,11,58,0.0,13.8,41.4,44.8
103028853,000000477,ALLEGHENY,STO-ROX SD,STO-ROX JSHS,Literature,IEP,11,16,0.0,0.0,31.3,68.8
102020003,000007846,ALLEGHENY,THE NEW ACADEMY CS,THE NEW ACADEMY CS,Algebra I,All Students,11,10,,,,
102020003,000007846,ALLEGHENY,THE NEW ACADEMY CS,THE NEW ACADEMY CS,Algebra I,IEP,11,6,,,,
102020003,000007846,ALLEGHENY,THE NEW ACADEMY CS,THE NEW ACADEMY CS,Biology,All Students,11,6,,,,
102020003,000007846,ALLEGHENY,THE NEW ACADEMY CS,THE NEW ACADEMY CS,Biology,Economically Disadvantaged,11,1,,,,
102020003,000007846,ALLEGHENY,THE NEW ACADEMY CS,THE NEW ACADEMY CS,Biology,IEP,11,4,,,,
102020003,000007846,ALLEGHENY,THE NEW ACADEMY CS,THE NEW ACADEMY CS,Literature,All Students,11,10,,,,
102020003,000007846,ALLEGHENY,THE NEW ACADEMY CS,THE NEW ACADEMY CS,Literature,IEP,11,7,,,,
103029203,000000492,ALLEGHENY,UPPER SAINT CLAIR SD,UPPER SAINT CLAIR HS,Algebra I,All Students,11,261,71.6,21.5,6.5,0.4
103029203,000000492,ALLEGHENY,UPPER SAINT CLAIR SD,UPPER SAINT CLAIR HS,Algebra I,Economically Disadvantaged,11,19,63.2,21.1,15.8,0.0
103029203,000000492,ALLEGHENY,UPPER SAINT CLAIR SD,UPPER SAINT CLAIR HS,Algebra I,ELL,11,1,,,,
103029203,000000492,ALLEGHENY,UPPER SAINT CLAIR SD,UPPER SAINT CLAIR HS,Algebra I,IEP,11,19,26.3,10.5,57.9,5.3
103029203,000000492,ALLEGHENY,UPPER SAINT CLAIR SD,UPPER SAINT CLAIR HS,Biology,All Students,11,2,,,,
103029203,000000492,ALLEGHENY,UPPER SAINT CLAIR SD,UPPER SAINT CLAIR HS,Biology,IEP,11,1,,,,
103029203,000000492,ALLEGHENY,UPPER SAINT CLAIR SD,UPPER SAINT CLAIR HS,Literature,All Students,11,307,30.3,61.6,7.2,1.0
103029203,000000492,ALLEGHENY,UPPER SAINT CLAIR SD,UPPER SAINT CLAIR HS,Literature,Economically Disadvantaged,11,35,25.7,48.6,22.9,2.9
103029203,000000492,ALLEGHENY,UPPER SAINT CLAIR SD,UPPER SAINT CLAIR HS,Literature,ELL,11,1,,,,
103029203,000000492,ALLEGHENY,UPPER SAINT CLAIR SD,UPPER SAINT CLAIR HS,Literature,IEP,11,37,8.1,54.1,32.4,5.4
102023080,000007562,ALLEGHENY,URBAN PATHWAYS 6-12 CS,URBAN PATHWAYS 6-12 CS,Algebra I,All Students,11,2,,,,
102023080,000007562,ALLEGHENY,URBAN PATHWAYS 6-12 CS,URBAN PATHWAYS 6-12 CS,Algebra I,Economically Disadvantaged,11,2,,,,
102023080,000007562,ALLEGHENY,URBAN PATHWAYS 6-12 CS,URBAN PATHWAYS 6-12 CS,Biology,All Students,11,20,0.0,0.0,60.0,40.0
102023080,000007562,ALLEGHENY,URBAN PATHWAYS 6-12 CS,URBAN PATHWAYS 6-12 CS,Biology,Economically Disadvantaged,11,16,0.0,0.0,50.0,50.0
102023080,000007562,ALLEGHENY,URBAN PATHWAYS 6-12 CS,URBAN PATHWAYS 6-12 CS,Biology,ELL,11,1,,,,
102023080,000007562,ALLEGHENY,URBAN PATHWAYS 6-12 CS,URBAN PATHWAYS 6-12 CS,Biology,IEP,11,6,,,,
102023080,000007562,ALLEGHENY,URBAN PATHWAYS 6-12 CS,URBAN PATHWAYS 6-12 CS,Literature,All Students,11,21,0.0,28.6,52.4,19.0
102023080,000007562,ALLEGHENY,URBAN PATHWAYS 6-12 CS,URBAN PATHWAYS 6-12 CS,Literature,Economically Disadvantaged,11,17,0.0,29.4,47.1,23.5
102023080,000007562,ALLEGHENY,URBAN PATHWAYS 6-12 CS,URBAN PATHWAYS 6-12 CS,Literature,ELL,11,1,,,,
102023080,000007562,ALLEGHENY,URBAN PATHWAYS 6-12 CS,URBAN PATHWAYS 6-12 CS,Literature,IEP,11,5,,,,
103029403,000000509,ALLEGHENY,WEST ALLEGHENY SD,WEST ALLEGHENY SHS,Algebra I,All Students,11,141,59.6,37.6,2.1,0.7
103029403,000000509,ALLEGHENY,WEST ALLEGHENY SD,WEST ALLEGHENY SHS,Algebra I,Economically Disadvantaged,11,19,36.8,52.6,5.3,5.3
103029403,000000509,ALLEGHENY,WEST ALLEGHENY SD,WEST ALLEGHENY SHS,Algebra I,IEP,11,1,,,,
103029403,000000509,ALLEGHENY,WEST ALLEGHENY SD,WEST ALLEGHENY SHS,Biology,All Students,11,12,8.3,25.0,41.7,25.0
103029403,000000509,ALLEGHENY,WEST ALLEGHENY SD,WEST ALLEGHENY SHS,Biology,Economically Disadvantaged,11,4,,,,
103029403,000000509,ALLEGHENY,WEST ALLEGHENY SD,WEST ALLEGHENY SHS,Biology,IEP,11,3,,,,
103029403,000000509,ALLEGHENY,WEST ALLEGHENY SD,WEST ALLEGHENY SHS,Literature,All Students,11,221,10.0,67.4,19.0,3.6
103029403,000000509,ALLEGHENY,WEST ALLEGHENY SD,WEST ALLEGHENY SHS,Literature,Economically Disadvantaged,11,37,8.1,64.9,24.3,2.7
103029403,000000509,ALLEGHENY,WEST ALLEGHENY SD,WEST ALLEGHENY SHS,Literature,ELL,11,2,,,,
103029403,000000509,ALLEGHENY,WEST ALLEGHENY SD,WEST ALLEGHENY SHS,Literature,IEP,11,26,0.0,26.9,46.2,26.9
103029553,000000523,ALLEGHENY,WEST JEFFERSON HILLS SD,THOMAS JEFFERSON HS,Algebra I,All Students,11,135,66.7,27.4,2.2,3.7
103029553,000000523,ALLEGHENY,WEST JEFFERSON HILLS SD,THOMAS JEFFERSON HS,Algebra I,Economically Disadvantaged,11,19,47.4,31.6,10.5,10.5
103029553,000000523,ALLEGHENY,WEST JEFFERSON HILLS SD,THOMAS JEFFERSON HS,Algebra I,IEP,11,8,,,,
103029553,000000523,ALLEGHENY,WEST JEFFERSON HILLS SD,THOMAS JEFFERSON HS,Biology,All Students,11,7,,,,
103029553,000000523,ALLEGHENY,WEST JEFFERSON HILLS SD,THOMAS JEFFERSON HS,Biology,Economically Disadvantaged,11,4,,,,
103029553,000000523,ALLEGHENY,WEST JEFFERSON HILLS SD,THOMAS JEFFERSON HS,Biology,ELL,11,1,,,,
103029553,000000523,ALLEGHENY,WEST JEFFERSON HILLS SD,THOMAS JEFFERSON HS,Biology,IEP,11,4,,,,
103029553,000000523,ALLEGHENY,WEST JEFFERSON HILLS SD,THOMAS JEFFERSON HS,Literature,All Students,11,216,22.2,67.1,8.8,1.9
103029553,000000523,ALLEGHENY,WEST JEFFERSON HILLS SD,THOMAS JEFFERSON HS,Literature,Economically Disadvantaged,11,39,10.3,64.1,20.5,5.1
103029553,000000523,ALLEGHENY,WEST JEFFERSON HILLS SD,THOMAS JEFFERSON HS,Literature,ELL,11,1,,,,
103029553,000000523,ALLEGHENY,WEST JEFFERSON HILLS SD,THOMAS JEFFERSON HS,Literature,IEP,11,21,4.8,57.1,23.8,14.3
103029603,000000536,ALLEGHENY,WEST MIFFLIN AREA SD,WEST MIFFLIN AREA HS,Algebra I,All Students,11,76,21.1,38.2,23.7,17.1
103029603,000000536,ALLEGHENY,WEST MIFFLIN AREA SD,WEST MIFFLIN AREA HS,Algebra I,Economically Disadvantaged,11,76,21.1,38.2,23.7,17.1
103029603,000000536,ALLEGHENY,WEST MIFFLIN AREA SD,WEST MIFFLIN AREA HS,Algebra I,ELL,11,1,,,,
103029603,000000536,ALLEGHENY,WEST MIFFLIN AREA SD,WEST MIFFLIN AREA HS,Algebra I,IEP,11,9,,,,
103029603,000000536,ALLEGHENY,WEST MIFFLIN AREA SD,WEST MIFFLIN AREA HS,Biology,All Students,11,14,0.0,0.0,14.3,85.7
103029603,000000536,ALLEGHENY,WEST MIFFLIN AREA SD,WEST MIFFLIN AREA HS,Biology,Economically Disadvantaged,11,14,0.0,0.0,14.3,85.7
103029603,000000536,ALLEGHENY,WEST MIFFLIN AREA SD,WEST MIFFLIN AREA HS,Biology,ELL,11,1,,,,
103029603,000000536,ALLEGHENY,WEST MIFFLIN AREA SD,WEST MIFFLIN AREA HS,Biology,IEP,11,10,,,,
103029603,000000536,ALLEGHENY,WEST MIFFLIN AREA SD,WEST MIFFLIN AREA HS,Literature,All Students,11,158,1.9,38.0,27.8,32.3
103029603,000000536,ALLEGHENY,WEST MIFFLIN AREA SD,WEST MIFFLIN AREA HS,Literature,Economically Disadvantaged,11,158,1.9,38.0,27.8,32.3
103029603,000000536,ALLEGHENY,WEST MIFFLIN AREA SD,WEST MIFFLIN AREA HS,Literature,ELL,11,4,,,,
103029603,000000536,ALLEGHENY,WEST MIFFLIN AREA SD,WEST MIFFLIN AREA HS,Literature,IEP,11,25,0.0,0.0,8.0,92.0
103028425,000008392,ALLEGHENY,WESTINGHOUSE ARTS ACADEMY CS,WESTINGHOUSE ARTS ACADEMY CS,Algebra I,All Students,11,26,38.5,30.8,26.9,3.8
103028425,000008392,ALLEGHENY,WESTINGHOUSE ARTS ACADEMY CS,WESTINGHOUSE ARTS ACADEMY CS,Algebra I,Economically Disadvantaged,11,12,41.7,33.3,16.7,8.3
103028425,000008392,ALLEGHENY,WESTINGHOUSE ARTS ACADEMY CS,WESTINGHOUSE ARTS ACADEMY CS,Algebra I,IEP,11,3,,,,
103028425,000008392,ALLEGHENY,WESTINGHOUSE ARTS ACADEMY CS,WESTINGHOUSE ARTS ACADEMY CS,Biology,All Students,11,25,12.0,12.0,40.0,36.0
103028425,000008392,ALLEGHENY,WESTINGHOUSE ARTS ACADEMY CS,WESTINGHOUSE ARTS ACADEMY CS,Biology,Economically Disadvantaged,11,17,11.8,11.8,41.2,35.3
103028425,000008392,ALLEGHENY,WESTINGHOUSE ARTS ACADEMY CS,WESTINGHOUSE ARTS ACADEMY CS,Biology,IEP,11,6,,,,
103028425,000008392,ALLEGHENY,WESTINGHOUSE ARTS ACADEMY CS,WESTINGHOUSE ARTS ACADEMY CS,Literature,All Students,11,63,6.3,60.3,27.0,6.3
103028425,000008392,ALLEGHENY,WESTINGHOUSE ARTS ACADEMY CS,WESTINGHOUSE ARTS ACADEMY CS,Literature,Economically Disadvantaged,11,29,3.4,55.2,31.0,10.3
103028425,000008392,ALLEGHENY,WESTINGHOUSE ARTS ACADEMY CS,WESTINGHOUSE ARTS ACADEMY CS,Literature,IEP,11,8,,,,
103029902,000000107,ALLEGHENY,WOODLAND HILLS SD,WOODLAND HILLS HS,Algebra I,All Students,11,73,15.1,28.8,38.4,17.8
103029902,000000107,ALLEGHENY,WOODLAND HILLS SD,WOODLAND HILLS HS,Algebra I,Economically Disadvantaged,11,30,6.7,23.3,50.0,20.0
103029902,000000107,ALLEGHENY,WOODLAND HILLS SD,WOODLAND HILLS HS,Algebra I,IEP,11,8,,,,
103029902,000000107,ALLEGHENY,WOODLAND HILLS SD,WOODLAND HILLS HS,Biology,All Students,11,54,0.0,11.1,35.2,53.7
103029902,000000107,ALLEGHENY,WOODLAND HILLS SD,WOODLAND HILLS HS,Biology,Economically Disadvantaged,11,34,0.0,8.8,41.2,50.0
103029902,000000107,ALLEGHENY,WOODLAND HILLS SD,WOODLAND HILLS HS,Biology,ELL,11,1,,,,
103029902,000000107,ALLEGHENY,WOODLAND HILLS SD,WOODLAND HILLS HS,Biology,IEP,11,21,0.0,0.0,14.3,85.7
103029902,000000107,ALLEGHENY,WOODLAND HILLS SD,WOODLAND HILLS HS,Literature,All Students,11,133,3.8,36.1,42.1,18.0
103029902,000000107,ALLEGHENY,WOODLAND HILLS SD,WOODLAND HILLS HS,Literature,Economically Disadvantaged,11,61,1.6,21.3,54.1,23.0
103029902,000000107,ALLEGHENY,WOODLAND HILLS SD,WOODLAND HILLS HS,Literature,ELL,11,2,,,,
103029902,000000107,ALLEGHENY,WOODLAND HILLS SD,WOODLAND HILLS HS,Literature,IEP,11,26,0.0,19.2,19.2,61.5
128030603,000002320,ARMSTRONG,APOLLO-RIDGE SD,APOLLO-RIDGE HS,Algebra I,All Students,11,32,15.6,62.5,12.5,9.4
128030603,000002320,ARMSTRONG,APOLLO-RIDGE SD,APOLLO-RIDGE HS,Algebra I,Economically Disadvantaged,11,7,,,,
128030603,000002320,ARMSTRONG,APOLLO-RIDGE SD,APOLLO-RIDGE HS,Algebra I,IEP,11,5,,,,
128030603,000002320,ARMSTRONG,APOLLO-RIDGE SD,APOLLO-RIDGE HS,Biology,All Students,11,6,,,,
128030603,000002320,ARMSTRONG,APOLLO-RIDGE SD,APOLLO-RIDGE HS,Biology,Economically Disadvantaged,11,5,,,,
128030603,000002320,ARMSTRONG,APOLLO-RIDGE SD,APOLLO-RIDGE HS,Biology,IEP,11,4,,,,
128030603,000002320,ARMSTRONG,APOLLO-RIDGE SD,APOLLO-RIDGE HS,Literature,All Students,11,53,9.4,69.8,18.9,1.9
128030603,000002320,ARMSTRONG,APOLLO-RIDGE SD,APOLLO-RIDGE HS,Literature,Economically Disadvantaged,11,19,5.3,47.4,42.1,5.3
128030603,000002320,ARMSTRONG,APOLLO-RIDGE SD,APOLLO-RIDGE HS,Literature,IEP,11,7,,,,
128030852,000008342,ARMSTRONG,ARMSTRONG SD,ARMSTRONG JSHS,Algebra I,All Students,11,97,28.9,32.0,27.8,11.3
128030852,000008342,ARMSTRONG,ARMSTRONG SD,ARMSTRONG JSHS,Algebra I,Economically Disadvantaged,11,25,8.0,24.0,44.0,24.0
128030852,000008342,ARMSTRONG,ARMSTRONG SD,ARMSTRONG JSHS,Algebra I,IEP,11,14,0.0,0.0,21.4,78.6
128030852,000008342,ARMSTRONG,ARMSTRONG SD,ARMSTRONG JSHS,Biology,All Students,11,113,16.8,51.3,24.8,7.1
128030852,000008342,ARMSTRONG,ARMSTRONG SD,ARMSTRONG JSHS,Biology,Economically Disadvantaged,11,35,11.4,42.9,31.4,14.3
128030852,000008342,ARMSTRONG,ARMSTRONG SD,ARMSTRONG JSHS,Biology,IEP,11,14,0.0,0.0,57.1,42.9
128030852,000008342,ARMSTRONG,ARMSTRONG SD,ARMSTRONG JSHS,Literature,All Students,11,147,8.2,70.1,17.0,4.8
128030852,000008342,ARMSTRONG,ARMSTRONG SD,ARMSTRONG JSHS,Literature,Economically Disadvantaged,11,41,4.9,58.5,24.4,12.2
128030852,000008342,ARMSTRONG,ARMSTRONG SD,ARMSTRONG JSHS,Literature,IEP,11,14,0.0,7.1,42.9,50.0
128030852,000007640,ARMSTRONG,ARMSTRONG SD,WEST SHAMOKIN JSHS,Algebra I,All Students,11,44,31.8,31.8,27.3,9.1
128030852,000007640,ARMSTRONG,ARMSTRONG SD,WEST SHAMOKIN JSHS,Algebra I,Economically Disadvantaged,11,18,16.7,27.8,33.3,22.2
128030852,000007640,ARMSTRONG,ARMSTRONG SD,WEST SHAMOKIN JSHS,Algebra I,IEP,11,8,,,,
128030852,000007640,ARMSTRONG,ARMSTRONG SD,WEST SHAMOKIN JSHS,Biology,All Students,11,45,20.0,46.7,24.4,8.9
