2013-14 Percent of Low Income by School,,,,
Private and Nonpublic Schools,,,,
,,,,
AUN,School Name,County Name,School District,Percent
224150028,Freemont View School,Chester,Oxford Area SD,0
224150020,Friendship School,Chester,Octorara Area SD,0
224152322,Frog Hollow School,Chester,Oxford Area SD,0
224152542,Goshen Friends School,Chester,West Chester Area SD,16.7
224152712,Hickory Hill School,Chester,Oxford Area SD,0
224152722,Hidden Acres School,Chester,Coatesville Area SD,0
224150021,Hidden Lane School,Chester,Oxford Area SD,0
224152742,Highland School,Chester,Octorara Area SD,0
224157302,Holy Family School,Chester,Phoenixville Area SD,3.6
214150001,Homestead Amish School,Chester,Twin Valley SD,0
214150002,Honey Brook Christian Academy,Chester,Twin Valley SD,0
224153252,Kimberton Waldorf School,Chester,Owen J Roberts SD,0
224150008,Landenberg Christian Academy,Chester,Avon Grove SD,0
224154002,Malvern Preparatory School,Chester,Great Valley SD,0
224154152,Maple Grove School,Chester,Octorara Area SD,0
224154302,Maranatha Christian Academy,Chester,Coatesville Area SD,0
224154512,Media Amish Parochial School,Chester,Oxford Area SD,0
224154532,Montgomery School,Chester,Downingtown Area SD,0
213360065,Mount Vernon School,Chester,Octorara Area SD,0
224150014,Old Paths Baptist Academy,Chester,West Chester Area SD,0
224158902,Phelps School,Chester,Great Valley SD,0
224151682,Pope John Paul II Regional Catholic Elementary School,Chester,Coatesville Area SD,12.7
224155682,Rattle Snake Run School,Chester,Octorara Area SD,0
224150016,Regina Lumenis Academy,Chester,Coatesville Area SD,0
224150006,Sacred Heart School,Chester,Oxford Area SD,6.7
224157052,Sandy Hill School,Chester,Coatesville Area SD,0
224157272,Shady Lane Amish Parochial Sch,Chester,Oxford Area SD,0
224150001,SS Peter and Paul School,Chester,West Chester Area SD,0
224158602,SS Simon & Jude School,Chester,West Chester Area SD,1.1
224157202,St Agnes School,Chester,West Chester Area SD,5.6
224157102,St Basil the Great School,Chester,Phoenixville Area SD,5
224150000,St Elizabeth Parish School,Chester,Downingtown Area SD,2.4
224157702,St Joseph School,Chester,Downingtown Area SD,5.7
224157952,St Maximilian Kolbe School,Chester,West Chester Area SD,0.4
224158102,St Norbert School,Chester,Tredyffrin-Easttown SD,1.3
224158302,St Patrick School,Chester,Great Valley SD,1.4
224150024,St Philomena Academy,Chester,Coatesville Area SD,0
224158502,Sts Philip & James School,Chester,West Chester Area SD,5
224150009,Sunset View Amish School,Chester,Oxford Area SD,0
300157400,Tarleton School,Chester,Tredyffrin-Easttown SD,0
224159052,Upattinas Open Community School,Chester,Downingtown Area SD,5.9
224159002,Upland Country Day School,Chester,Unionville-Chadds Ford SD,0
224151602,Valley Christian School,Chester,Coatesville Area SD,0
224159182,Valley Road Amish School,Chester,Octorara Area SD,0
300468300,Vanguard School,Chester,Tredyffrin-Easttown SD,0
300159110,VFKH Montessori School,Chester,Radnor Township SD,0
224159202,Villa Maria Academy,Chester,Great Valley SD,0
224159302,Villa Maria Academy Lwr School,Chester,Great Valley SD,0
224159372,West Chester Christian School,Chester,West Chester Area SD,0
224152502,West Chester Friends School,Chester,West Chester Area SD,71.9
224159382,West Fallowfield Christian Sch,Chester,Octorara Area SD,5.7
223469642,West Mont Christian Academy,Chester,Owen J Roberts SD,0
224159402,Westtown School,Chester,West Chester Area SD,0
224150002,White Clay Learning Center,Chester,Kennett Consolidated SD,0
300159210,Willistown Country Day School,Chester,Great Valley SD,2.3
224159502,Windsor Christian Academy,Chester,Downingtown Area SD,7.6
224159602,Woodlynde School,Chester,Tredyffrin-Easttown SD,0
324150071,YSC Academy,Chester,Tredyffrin-Easttown SD,0
206160034,Alexander Amish School,Clarion,North Clarion County SD,0
206160000,Bear Run School,Clarion,Keystone  SD,0
206160001,Christs Dominion Academy,Clarion,Brookville Area SD,37.5
206160004,County Corner,Clarion,Keystone  SD,0
228030002,Deer View School,Clarion,Redbank Valley SD,0
206163004,Immaculate Conception School,Clarion,Clarion Area SD,30.5
206160003,Meadow View Amish School,Clarion,Keystone  SD,0
206166504,Mealy Amish School,Clarion,North Clarion County SD,0
206166954,New Bethlehem Mennonite School,Clarion,Redbank Valley SD,0
206160002,Shady Nook Amish School,Clarion,Union SD,0
206167254,St Josephs School,Clarion,North Clarion County SD,33.3
206169904,Zacheral Amish School,Clarion,North Clarion County SD,0
206170000,Butchers Run Amish School,Clearfield,Dubois Area SD,0
210171534,Clearfield Alliance Christian School,Clearfield,Clearfield Area SD,36.4
206177004,DuBois Area Catholic Elem School,Clearfield,Dubois Area SD,28.8
206171504,DuBois Area Catholic High School,Clearfield,Dubois Area SD,21.6
206171554,DuBois Christian Schools,Clearfield,Dubois Area SD,0
206170001,Golden Yoke School,Clearfield,Dubois Area SD,0
306330001,New Story,Clearfield,Dubois Area SD,76.6
310170004,New Vista,Clearfield,Dubois Area SD,21.4
228174514,Otterbein Christian Academy,Clearfield,Purchase Line SD,0
210170001,Scenic View School,Clearfield,Dubois Area SD,0
310170002,Soaring Heights School,Clearfield,Clearfield Area SD,0
310170003,Soaring Heights School,Clearfield,Dubois Area SD,47.1
210177204,St Francis Grade School,Clearfield,Clearfield Area SD,24.5
206170002,Weber Road School,Clearfield,Dubois Area SD,0
210180002,Country Lane School,Clinton,Keystone Central SD,0
210180007,Country View School,Clinton,Keystone Central SD,0
210180005,Coyote Ridge Amish School,Clinton,Keystone Central SD,0
210181003,Deer Hollow Parochial School,Clinton,Keystone Central SD,0
210181803,Fishing Creek Parochial School,Clinton,Keystone Central SD,0
210187103,Limestone Ridge School,Clinton,Keystone Central SD,0
210183503,Lock Haven Catholic School,Clinton,Keystone Central SD,20
210180000,Locust Ridge School,Clinton,Keystone Central SD,0
210180010,Mackeyville School,Clinton,Keystone Central SD,0
210184003,Meadow Brook Parochial School,Clinton,Keystone Central SD,0
210180006,Mountain Top School,Clinton,Keystone Central SD,0
210180001,Oak Grove Amish School,Clinton,Keystone Central SD,0
210185503,Ore Bank School,Clinton,Keystone Central SD,0
210180003,Sandy Ridge School,Clinton,Keystone Central SD,0
210187703,Sugar Hollow Parochial School,Clinton,Keystone Central SD,0
217410751,Walnut Street Christian Sch,Clinton,Jersey Shore Area SD,0
210180004,West Branch Christian Academy,Clinton,Keystone Central SD,0
210180008,Winterside School,Clinton,Keystone Central SD,0
216190000,Bald Hill School,Columbia,Millville Area SD,0
216190503,Bloomsburg Christian School,Columbia,Bloomsburg Area SD,0
216190700,Columbia County Christian School,Columbia,Bloomsburg Area SD,8
216191083,Greenwood Friends School,Columbia,Millville Area SD,1.7
216193203,Holy Family Consolidate,Columbia,Berwick Area SD,25
310190000,New Story,Columbia,Berwick Area SD,0
216197003,St Columba School,Columbia,Bloomsburg Area SD,22
216190001,Turkey Ridge School,Columbia,Millville Area SD,0
205200204,Atlantic Amish School,Crawford,Conneaut SD,0
205201204,Blooming Valley Mennonite School,Crawford,Penncrest SD,0
205201404,Bridgeview Amish School,Crawford,Conneaut SD,0
205201304,Britton Run Amish School,Crawford,Corry Area SD,0
205201504,Calvary Baptist Chrst Academy,Crawford,Crawford Central SD,4.8
205200304,Chase Road School,Crawford,Crawford Central SD,0
205200404,Cherry Ridge School,Crawford,Corry Area SD,0
305200004,Creating Landscapes Learning Center,Crawford,Crawford Central SD,0
206200000,Dutch Hill School,Crawford,Titusville Area SD,0
205201834,Faith Builders Christian Sch,Crawford,Penncrest SD,0
205201854,Foundation Christian School,Crawford,Crawford Central SD,5
205206604,French Creek Valley Chr Sch,Crawford,Penncrest SD,50
205203504,Log Cabin School,Crawford,Corry Area SD,0
205204504,Melody Echoes School,Crawford,Penncrest SD,0
205200000,North Richmond,Crawford,Penncrest SD,0
205204704,Oilcreek School,Crawford,Corry Area SD,0
206200001,Orchard Knob School,Crawford,Corry Area SD,0
205200005,Orchard Lane School,Crawford,Conneaut SD,0
205200001,Palmer Amish School,Crawford,Conneaut SD,0
205205554,Pleasant Valley School,Crawford,Conneaut SD,0
206207784,Red Oak School,Crawford,Titusville Area SD,0
205206004,Rundell Amish Parochial,Crawford,Conneaut SD,0
205206804,Seton Catholic School,Crawford,Crawford Central SD,29.2
205207704,Spring Hill School,Crawford,Conneaut SD,0
205200004,Sunny Meadow School,Crawford,Conneaut SD,0
206207804,Titusvlle Wesleyan Methodist School,Crawford,Titusville Area SD,0
205207754,Tower Hill School,Crawford,Conneaut SD,0
205200006,Valley View School,Crawford,Penncrest SD,0
205200003,Westview Christian School,Crawford,Conneaut SD,0
206200003,Woodland View School,Crawford,Titusville Area SD,0
215210009,Al-Huda School,Cumberland,West Shore SD,31.3
215210000,Blue Ridge Mennonite,Cumberland,Carlisle Area SD,0
215210902,Carlisle Christian Academy,Cumberland,South Middleton SD,0.9
215210952,Chestnut Grove Parochial Sch,Cumberland,Shippensburg Area SD,0
215211502,Christian School of Grace Baptist Church,Cumberland,Carlisle Area SD,0
215210015,Country View School,Cumberland,Shippensburg Area SD,0
215217933,Emmanuel Baptist Chrst Academy,Cumberland,Cumberland Valley SD,0
215212503,Good Shepherd School,Cumberland,Camp Hill SD,6.6
215217903,Harrisburg Academy,Cumberland,East Pennsboro Area SD,4.2
215210006,Hickory Lane School,Cumberland,Big Spring SD,0
215212803,Hidden Valley School,Cumberland,Big Spring SD,0
215210004,McKinney School,Cumberland,Shippensburg Area SD,0
215210005,Meadow Run School,Cumberland,Shippensburg Area SD,0
215213243,Middle Run Parochial School,Cumberland,Shippensburg Area SD,0
215210011,Mountain View School,Cumberland,Shippensburg Area SD,0
212284053,Mt Rock Parochial School,Cumberland,Shippensburg Area SD,0
315210013,Northwestern Human Svcs Autism School,Cumberland,Carlisle Area SD,44.9
215213453,Oak Grove Parochial School,Cumberland,Shippensburg Area SD,0
215213603,Quarry Hill School,Cumberland,Shippensburg Area SD,0
315210046,"River Rock Academy, Inc.",Cumberland,Big Spring SD,87.5
215214083,Rocky View Parochial School,Cumberland,Big Spring SD,0
215214203,Running Pump Rd Parochial Sch,Cumberland,Big Spring SD,0
215210003,Shady Lane Amish School,Cumberland,Shippensburg Area SD,0
215216783,South Mountain Parochial Sch,Cumberland,Big Spring SD,0
215216803,Spring Hill Parochial School,Cumberland,Shippensburg Area SD,0
215217003,St Joseph School,Cumberland,Mechanicsburg Area SD,9.2
215217203,St Patrick School,Cumberland,South Middleton SD,16.9
215217403,St Theresa School,Cumberland,West Shore SD,10.4
215213203,Sunset Run Parochial School,Cumberland,Shippensburg Area SD,0
215217953,Trinity High School,Cumberland,West Shore SD,5.7
215210882,West Shore Christian Academy,Cumberland,Mechanicsburg Area SD,0
315210006,Yellow Breeches Education Center,Cumberland,South Middleton SD,69.2
315210008,Yellow Breeches Education Center,Cumberland,South Middleton SD,45.2
315210042,Yellow Breeches Educational Center,Cumberland,Big Spring SD,58.3
300220200,Alternative Rehabilitation Com,Dauphin,Harrisburg City SD,100
215221003,Bishop McDevitt High School,Dauphin,Central Dauphin SD,24.3
215221583,Christian Sch of Harrisburg,Dauphin,Central Dauphin SD,0
315220011,Cornell Abraxas Group Inc,Dauphin,Harrisburg City SD,0
215221753,Covenant Christian Academy,Dauphin,Central Dauphin SD,0
215220303,Garden Spot Amish School,Dauphin,Millersburg Area SD,0
215222403,Harrisburg Adventist School,Dauphin,Susquehanna Township SD,10.3
215221503,Harrisburg Catholic Elementary School,Dauphin,Harrisburg City SD,58.8
215222503,Harrisburg Catholic Elementary School,Dauphin,Harrisburg City SD,47.2
215222433,Hershey Christian School,Dauphin,Derry Township SD,0
215222453,Hillside SDA School,Dauphin,Harrisburg City SD,84.6
215222753,Holy Name of Jesus School,Dauphin,Central Dauphin SD,15.8
300225870,Londonderry School,Dauphin,Central Dauphin SD,0
215223413,Mahantango School,Dauphin,Upper Dauphin Area SD,0
215223573,Matterstown School,Dauphin,Upper Dauphin Area SD,0
215220013,Meadow Ridge School,Dauphin,Upper Dauphin Area SD,0
215224123,Milton Hershey School,Dauphin,Derry Township SD,100
215220001,Nativity School of Harrisburg,Dauphin,Harrisburg City SD,100
315220012,New Story,Dauphin,Susquehanna Township SD,3.3
215224703,North Mountain View Amish,Dauphin,Millersburg Area SD,0
215224733,Northern Dauphin Christian Sch,Dauphin,Millersburg Area SD,0
315220122,Northwestern Human Services School,Dauphin,Central Dauphin SD,0
215220011,Pathways Tech CCTE,Dauphin,Central Dauphin SD,0
215220000,Rakers Mill School,Dauphin,Upper Dauphin Area SD,0
215220004,Rolling Acres School,Dauphin,Upper Dauphin Area SD,0
215220009,Samuel School,Dauphin,Central Dauphin SD,25
215220012,Scenic View School,Dauphin,Upper Dauphin Area SD,0
215227103,Seven Sorrows BVM School,Dauphin,Middletown Area SD,18.1
215229003,Silver Academy,Dauphin,Harrisburg City SD,37.3
215227783,South Mountain View School,Dauphin,Upper Dauphin Area SD,0
215226793,Specktown School,Dauphin,Upper Dauphin Area SD,0
215227203,St Catherine Laboure School,Dauphin,Central Dauphin SD,15
215227403,St Joan of Arc School,Dauphin,Derry Township SD,2.2
215227603,St Margaret Mary School,Dauphin,Central Dauphin SD,15.9
215227753,St Stephens Episcopal School,Dauphin,Harrisburg City SD,30.8
215220006,Tree Line Amish School,Dauphin,Millersburg Area SD,0
315220005,Vista School,Dauphin,Derry Township SD,17.7
215223547,Whistiling Pines Amish Parochial School,Dauphin,Upper Dauphin Area SD,0
315220008,Yellow Breeches Educational Center,Dauphin,Central Dauphin SD,50.9
225230202,Academy of Notre Dame,Delaware,Radnor Township SD,3
225239002,Agnes Irwin School,Delaware,Radnor Township SD,0
225230602,Archbishop John Carroll HS,Delaware,Radnor Township SD,2.8
226510502,Archbishop Ryan Sch Deaf and Hard of Hearing Children,Delaware,Interboro SD,36.4
300230300,Benchmark School,Delaware,Rose Tree Media SD,0
225231202,Blessed Virgin Mary School,Delaware,William Penn SD,58
325230005,Buxmont Academy,Delaware,Ridley SD,0
225237602,Cardinal John Foley Regional Catholic,Delaware,Haverford Township SD,3.5
225231602,Cardinal Ohara High School,Delaware,Marple Newtown SD,2.4
225231632,Center for Self Development,Delaware,Chester-Upland SD,100
223460000,Cheder Chabad Philadelphia,Delaware,Marple Newtown SD,70.3
300231410,Child Guidance Elementary Ed Program,Delaware,Rose Tree Media SD,72
225231662,Christ Haven Christian Academy,Delaware,William Penn SD,100
226511122,Christ Memorial Classical Academy,Delaware,Southeast Delco SD,0
225231652,Christian Academy,Delaware,Penn-Delco SD,18.9
225230918,Collingdale Nazarene Christian School,Delaware,Southeast Delco SD,28.6
223460902,Country Day Sacred Heart,Delaware,Radnor Township SD,0
225230012,Creative Minds Christian Academy,Delaware,William Penn SD,100
225231672,Delaware Co Christian School,Delaware,Marple Newtown SD,5.9
225230008,DREXEL NEUMANN ACADEMY,Delaware,Chester-Upland SD,61.4
225230009,Episcopal Academy,Delaware,Marple Newtown SD,0
225231842,Faith Temple Christian School,Delaware,Chester-Upland SD,100
225231892,Frederick Douglass Christn Sch,Delaware,Chester-Upland SD,92.5
225239102,Friends School,Delaware,Haverford Township SD,54.3
300232610,Garretts Way,Delaware,Marple Newtown SD,42.9
300232650,George Crothers Memorial School,Delaware,Wallingford-Swarthmore SD,17.2
225232422,Hill Top Preparatory School,Delaware,Radnor Township SD,0
225237102,Holy Child Academy,Delaware,Upper Darby SD,0
225232502,Holy Cross School,Delaware,Springfield SD,13
225238152,Holy Family Regional Catholic School,Delaware,Penn-Delco SD,8.7
223460202,Jack M. Barrack Hebrew Academy,Delaware,Radnor Township SD,18.3
225231902,Lansdowne Friends School,Delaware,William Penn SD,0
225234002,Media Providence Friends Sch,Delaware,Rose Tree Media SD,0.8
325230051,Milagre Kids School,Delaware,Chichester SD,0
225231002,Monsignor Bonner Archbishop Prendergast Catholic High School,Delaware,Upper Darby SD,0
225238052,Mother of Providence Regional Catholic School,Delaware,Wallingford-Swarthmore SD,3.5
225234602,Notre Dame Delourdes School,Delaware,Ridley SD,14.7
225235402,Our Lady of Angels Regional Catholic School,Delaware,Ridley SD,18
225237052,Sacred Heart School,Delaware,Haverford Township SD,4.4
225238552,Saint James Regional Catholic School,Delaware,Ridley SD,15.3
225239202,School in Rose Valley,Delaware,Wallingford-Swarthmore SD,0
225237252,St Aloysius Academy,Delaware,Radnor Township SD,1.3
225237302,St Anastasia School,Delaware,Marple Newtown SD,3.4
225237352,St Andrew School,Delaware,Upper Darby SD,7.3
225237452,St Bernadette School,Delaware,Upper Darby SD,14
225237082,St Cornelius School,Delaware,Unionville-Chadds Ford SD,0.9
225237552,St Cyril Alexandria School,Delaware,William Penn SD,86.2
225237652,St Dorothy School,Delaware,Upper Darby SD,0.7
225237702,St Eugene School,Delaware,Upper Darby SD,27.5
225237752,St Francis Desales Parochial,Delaware,Penn-Delco SD,16.3
225237802,St Francis of Assisi School,Delaware,Springfield SD,4.6
225238352,St Katharine of Siena,Delaware,Radnor Township SD,0.7
225238342,St Katherine Day Sch -Upper,Delaware,Radnor Township SD,89.2
225238452,St Laurence School,Delaware,Upper Darby SD,0
225238652,St Mary Magdalen School,Delaware,Rose Tree Media SD,1.3
225238802,St Pius X School,Delaware,Marple Newtown SD,6.3
225238952,St Thomas Apostle School,Delaware,Garnet Valley SD,5.8
225238962,Stratford Friends School,Delaware,William Penn SD,0
225231102,Sts Colman-John Neumann,Delaware,Haverford Township SD,0
225239502,Valley Forge Military Academy,Delaware,Radnor Township SD,0
225239602,Walden School,Delaware,Rose Tree Media SD,0
209242254,Elk County Catholic HS,Elk,Saint Marys Area SD,20.9
209247204,St Boniface School,Elk,Saint Marys Area SD,39.7
209247404,St Leo School,Elk,Ridgway Area SD,19.1
209246004,St Marys Catholic Elem School,Elk,Saint Marys Area SD,31.9
209247604,St Marys Catholic Middle School,Elk,Saint Marys Area SD,17.7
300250720,Bethel Chrst School of Erie,Erie,Erie City SD,30.4
205250504,Blessed Sacrament School,Erie,Erie City SD,34.8
205250002,Breezeway Amish School,Erie,Northwestern  SD,100
205250000,Cherry Hill Amish School,Erie,Northwestern  SD,100
300250800,Community Country Day School,Erie,Millcreek Township SD,84.8
205250003,Corry Alliance Academy,Erie,Corry Area SD,42.2
205250864,Creekside Christian School,Erie,North East SD,0
300250600,Dr Gertrude A Barber Center,Erie,Erie City SD,82.3
205250014,Dyne Road School,Erie,Corry Area SD,0
205250012,Erie Catholic Preparatory School,Erie,Erie City SD,19.7
205250013,Erie Catholic Preparatory School,Erie,Millcreek Township SD,23.1
205259404,Erie Day School,Erie,Erie City SD,44.3
205252234,Erie First Christian Academy,Erie,Fort LeBoeuf SD,13.1
205252504,Harborcreek Youth Services,Erie,Harbor Creek SD,100
205252604,Holy Family School,Erie,Erie City SD,78.1
205250001,Leadership Christian Academy,Erie,Millcreek Township SD,28.2
300253780,Luther Memorial Academy,Erie,Erie City SD,0
205254004,Mercyhurst Preparatory School,Erie,Erie City SD,13
300250760,Montessori in the Woods,Erie,Millcreek Township SD,53.3
205255004,Our Lady of Mount Carmel School,Erie,Millcreek Township SD,16
205255254,Our Lady of Peace School,Erie,Millcreek Township SD,21.6
205255504,Our Ladys Christian School,Erie,Millcreek Township SD,12.9
205257404,St Boniface School,Erie,Wattsburg Area SD,30.3
205257604,St George School,Erie,Millcreek Township SD,12.5
205257704,St Gregory School,Erie,North East SD,26.5
205257904,St James School,Erie,Erie City SD,34.3
205258404,St Luke School,Erie,Erie City SD,23.2
205258904,St Peter Cathedral School,Erie,Erie City SD,31.1
205259104,St Thomas School,Erie,Corry Area SD,20.7
205250015,Triumphant Life Christian Academy,Erie,Millcreek Township SD,0
205259754,Valley View School,Erie,Corry Area SD,0
205259904,Villa Maria Elementary,Erie,Millcreek Township SD,11.7
301260001,Adelphoi Education-Fairchance Elementary,Fayette,Connellsville Area SD,60
201260755,Bible Baptist Academy,Fayette,Uniontown Area SD,45.5
300263450,Champion Christian School,Fayette,Connellsville Area SD,57.9
201261255,Chestnut Ridge Christian Academy,Fayette,Uniontown Area SD,0
201261505,Connellsville Area Catholic School,Fayette,Connellsville Area SD,34.1
201262505,Geibel Catholic Junior-Senior High School,Fayette,Connellsville Area SD,23
301260007,Highlands Hospital Center for Autism,Fayette,Connellsville Area SD,22.2
201264005,Mount Carmel Christian School,Fayette,Connellsville Area SD,38.5
201264305,Mount Moriah Christian School,Fayette,Albert Gallatin Area SD,10.6
201634505,Mount Zion Christian Academy,Fayette,Connellsville Area SD,0
301260006,New Directions,Fayette,Laurel Highlands SD,95.7
201264655,New Meadow Run Parochial School,Fayette,Uniontown Area SD,0
201267655,Spring Valley School,Fayette,Uniontown Area SD,0
201267005,St John Evangelist School,Fayette,Uniontown Area SD,32.4
201268155,Verna Montessori School,Fayette,Connellsville Area SD,6.9
300272000,Cornell Abraxas I Arlene Lissner,Forest,Forest Area SD,0
212280303,Anchor Christian Day School,Franklin,Chambersburg Area SD,0
212280503,Antrim Mennonite School,Franklin,Greencastle-Antrim SD,0
212670008,Brook Side Amish School,Franklin,Fannett-Metal SD,100
212280006,Calvary Mennonite School,Franklin,Chambersburg Area SD,0
212280723,Clearfield Parochial School,Franklin,Shippensburg Area SD,0
212280953,Conococheague Amish School,Franklin,Fannett-Metal SD,100
300280100,Cornell Abraxas Leadership Development Program,Franklin,Waynesboro Area SD,100
312280000,Cornell Abraxas Youth Center,Franklin,Waynesboro Area SD,96.4
212281003,Corpus Christi School,Franklin,Chambersburg Area SD,4.3
212281503,Culbertson Mennonite School,Franklin,Chambersburg Area SD,0
212281603,Cumberland Valley Christian School,Franklin,Chambersburg Area SD,0
212281703,Emmanuel Christian School,Franklin,Chambersburg Area SD,0
212280001,Highfield Christian Academy,Franklin,Waynesboro Area SD,0
212283603,Living Word Academy,Franklin,Waynesboro Area SD,0
212283803,Maple Grove Amish School,Franklin,Fannett-Metal SD,100
212280004,Meadow Brook Amish School,Franklin,Fannett-Metal SD,100
212287503,Mercersburg Academy,Franklin,Tuscarora SD,0
300286650,Montessori Academy of Chambersburg,Franklin,Chambersburg Area SD,1
212284003,Mountain View Amish School,Franklin,Fannett-Metal SD,100
212284033,Mowersville Christian Academy,Franklin,Chambersburg Area SD,0
312280004,NHS Human Services,Franklin,Chambersburg Area SD,63.6
212285403,Path Valley Christian School,Franklin,Fannett-Metal SD,0
212280005,Portico River Brethren School,Franklin,Chambersburg Area SD,0
212285803,Providence School,Franklin,Waynesboro Area SD,0
212280000,Providence School Oak Hill Building,Franklin,Waynesboro Area SD,0
212286103,Shady Grove Mennonite School,Franklin,Greencastle-Antrim SD,0
212286503,Shalom Christian Academy,Franklin,Chambersburg Area SD,14.4
212287003,St Andrews School,Franklin,Waynesboro Area SD,12.8
212287053,Stoney Creek Parochial School,Franklin,Chambersburg Area SD,0
212287123,Sunset Amish School,Franklin,Chambersburg Area SD,0
212280007,Tunnel Run School,Franklin,Chambersburg Area SD,0
300288870,Visionquest-South Mountain Lodge,Franklin,Waynesboro Area SD,100
212289143,Willow Hill Parochial School,Franklin,Fannett-Metal SD,0
211293002,Fulton County Community Christian School,Fulton,Southern Fulton SD,25.7
211290000,Independent Holiness Academy,Fulton,Central Fulton SD,0
201300005,Greene Valley Christian Academy,Greene,Carmichaels Area SD,100
201305005,Open Door Christian School,Greene,Central Greene SD,0
211311903,Calvary Christian Academy,Huntingdon,Huntingdon Area SD,15.8
208312105,Grier School,Huntingdon,Tyrone Area SD,0
211310753,Huntingdon Christian Academy,Huntingdon,Huntingdon Area SD,0
211314503,Meadow Green Mennonite School,Huntingdon,Southern Huntingdon County SD,0
228320009,Ambrose Amish Par,Indiana,Marion Center Area SD,0
228320555,Aultman Baptist Church Academy,Indiana,Homer-Center SD,0
228321055,Breezy Lane School,Indiana,United SD,0
228321505,Calvary Baptist Academy,Indiana,Purchase Line SD,0
208110955,Cedar Hollow School,Indiana,United SD,0
228320004,Cherry Hill Amish Parochial School,Indiana,Penns Manor Area SD,0
228320005,Cresswell Mennonite School,Indiana,United SD,0
228320008,Hemlock Acres Amish,Indiana,Armstrong SD,0
228322005,Hickory Hollow Amish School,Indiana,Marion Center Area SD,0
228320002,Hillsdale Mennonite School,Indiana,Purchase Line SD,0
228320006,Hilltop Amish School,Indiana,Marion Center Area SD,0
228324005,Indiana Wesleyan School,Indiana,Purchase Line SD,20
228320000,Maple Knob,Indiana,Armstrong SD,0
328320001,New Story,Indiana,Indiana Area SD,83.3
228326005,Pine Grove Amish School,Indiana,Armstrong SD,0
228326025,Pine Ridge Amish School,Indiana,Marion Center Area SD,0
206320001,Pleasant View School,Indiana,Punxsutawney Area SD,0
228326255,Rose Valley School,Indiana,Marion Center Area SD,0
228320007,Seeds of Faith Christian Academy,Indiana,Indiana Area SD,25.9
228326485,Spring Hollow Amish School,Indiana,Marion Center Area SD,0
228327205,St Bernard School,Indiana,Indiana Area SD,27.9
228329005,Walnut Hollow Amish School,Indiana,Marion Center Area SD,0
206320000,Windy Ridge Schiool,Indiana,Punxsutawney Area SD,0
206330012,Allens Mills School,Jefferson,Brockway Area SD,0
206330014,Bear Lane School,Jefferson,Punxsutawney Area SD,0
206330010,Blose Hill Amish School,Jefferson,Punxsutawney Area SD,0
206330013,Bucks Run,Jefferson,Punxsutawney Area SD,0
228320003,Canoe Ridge Amish School,Jefferson,Punxsutawney Area SD,0
206331250,Eagles Nest Amish School,Jefferson,Brookville Area SD,0
206330000,Highland Park,Jefferson,Punxsutawney Area SD,0
206334079,Hillside School,Jefferson,Brockway Area SD,0
206330001,Hillside School,Jefferson,Punxsutawney Area SD,0
206332504,Lone Maple School,Jefferson,Punxsutawney Area SD,0
206333154,Maple Grove School,Jefferson,Punxsutawney Area SD,0
206338504,Mountain View School,Jefferson,Punxsutawney Area SD,0
206330002,Munderf Amish School,Jefferson,Brockway Area SD,0
206334004,Oak Grove Parochial School,Jefferson,Punxsutawney Area SD,0
206331804,Pine Valley Parochial School,Jefferson,Punxsutawney Area SD,0
206335014,Praise Christian Academy,Jefferson,Dubois Area SD,0
206336004,Punxsutawney Christian Sch -Ele Lvl,Jefferson,Punxsutawney Area SD,41.8
206335945,Sawmill Road School,Jefferson,Punxsutawney Area SD,0
206330009,Spring Hollow Amish School,Jefferson,Punxsutawney Area SD,0
206330704,Spring Run School,Jefferson,Punxsutawney Area SD,0
206337004,Sts Cosmas & Damian School,Jefferson,Punxsutawney Area SD,36.1
206330005,Trout Run School,Jefferson,Punxsutawney Area SD,0
206330006,Valley View School,Jefferson,Punxsutawney Area SD,0
206320002,West Creek Road Amish School,Jefferson,Punxsutawney Area SD,0
206330004,Willow Drive School,Jefferson,Punxsutawney Area SD,0
211341503,Black Rock Amish School,Juniata,Juniata County SD,0
211340000,Breezy Hollow Amish School,Juniata,Juniata County SD,0
211340009,Cedar Springs Parochial School,Juniata,Juniata County SD,0
211348906,Cedar View School,Juniata,Juniata County SD,0
211340006,Delaware Creek School,Juniata,Juniata County SD,0
211341683,East Salem Amish Parochial Sch,Juniata,Juniata County SD,0
211341753,Juniata Mennonite School,Juniata,Juniata County SD,14.1
211342103,Kurtz Valley Amish School,Juniata,Juniata County SD,0
211342303,Laurel Run Amish School,Juniata,Juniata County SD,0
211340004,Mountain View Amish School,Juniata,Juniata County SD,0
211340001,Red Rock School,Juniata,Juniata County SD,0
211346003,Ridgeside School,Juniata,Juniata County SD,0
211347003,Shade Mountain Chrst Sch,Juniata,Juniata County SD,0
211340005,Windy Acres School,Juniata,Juniata County SD,0
219357281,Abington Christian Academy,Lackawanna,Valley View SD,32.1
219359001,All Saints Academy,Lackawanna,Scranton SD,29.4
219350001,Bais Yaakov of Scranton,Lackawanna,Scranton SD,66.7
219351201,Holy Cross High School Dunmore Campus,Lackawanna,Dunmore SD,14.5
219351671,La Salle Academy Jessup,Lackawanna,Valley View SD,17.7
219358501,LaSalle Academy Dickson City Campus,Lackawanna,Mid Valley SD,17.2
