2020-21 Low Income Schools Percent Low Income,,,,
Private and Nonpublic Schools,,,,
,,,,
AUN,School Name,County Name,School District,Percent
300351650,DePaul School,Lackawanna,Scranton SD,27.10
300222030,Derry Preschool Inc,Dauphin,Derry Township SD,0.00
300151903,Devereux Brandywine,Chester,Downingtown Area SD,100.00
300151900,Devereux Day School - CARES,Chester,Downingtown Area SD,1.70
300151902,Devereux Mapleton Schools,Chester,Great Valley SD,100.00
224152002,Devon Preparatory School,Chester,Tredyffrin-Easttown SD,0.00
315210043,Dickinson College Kindergarten,Cumberland,Carlisle Area SD,0.00
319354679,Discovery MI Preschool,Lackawanna,Scranton SD,16.70
303020409,Discovery School at Beechwood,Allegheny,Fox Chapel Area SD,0.00
203025785,Divine Mercy Academy,Allegheny,Gateway SD,36.90
208112338,Divine Mercy Catholic Academy,Cambria,Greater Johnstown SD,17.90
208117305,Divine Mercy Catholic Academy-East Campus,Cambria,Richland SD,32.70
208115005,Divine Mercy Catholic Academy-West Campus,Cambria,Westmont Hilltop SD,32.30
228032504,Divine Redeemer School,Armstrong,Armstrong SD,25.00
223460782,Dock Mennonite Academy,Montgomery,North Penn SD,11.30
223465472,Dock Mennonite Academy Elem,Montgomery,Souderton Area SD,10.00
300091340,Doylestown Hospital Children's Village,Bucks,Central Bucks SD,4.40
300250603,Dr Gertrude A Barber Center,Erie,Corry Area SD,0.00
300250600,Dr Gertrude A Barber Center,Erie,Erie City SD,65.20
225230008,Drexel Neumann Academy,Delaware,Chester-Upland SD,0.00
228031004,Dry Knob Amish School,Indiana,Armstrong SD,0.00
213360068,Dry Wells Amish Parochial School,Lancaster,Solanco SD,0.00
206177004,DuBois Area Catholic Elementary School,Clearfield,DuBois Area SD,34.80
206171504,DuBois Area Catholic High School,Clearfield,DuBois Area SD,26.60
206171554,DuBois Christian Schools,Clearfield,DuBois Area SD,0.00
213360017,Durlach Parochial School,Lancaster,Ephrata Area SD,0.00
206200000,Dutch Hill School,Crawford,Titusville Area SD,0.00
204430734,Dutch Lane School,Mercer,Lakeview SD,0.00
205250014,Dyne Road School,Crawford,Corry Area SD,0.00
213367316,Eagle Crest Amish School,Lancaster,Solanco SD,0.00
215221872,Eagle Ridge Amish School,Dauphin,Upper Dauphin Area SD,0.00
213363344,Eagle View Amish School,Lancaster,Manheim Township SD,0.00
206331250,Eagles Nest Amish School,Jefferson,Brookville Area SD,0.00
305620002,Early Childhood Learning Center,Warren,Warren County SD,0.00
213361372,East Earl Amish Parochial Sch,Lancaster,Eastern Lancaster County SD,0.00
210189925,East End Mountain Amish School,Clinton,Keystone Central SD,0.00
216601153,East End Parochial School,Union,Mifflinburg Area SD,0.00
213361382,East Gordon View School,Lancaster,Eastern Lancaster County SD,0.00
213361362,East Nickel Mines School,Lancaster,Solanco SD,0.00
211341683,East Salem Amish Parochial Sch,Juniata,Juniata County SD,0.00
300091500,Easter Seals of Southeastern Pa,Bucks,Neshaminy SD,0.00
300462440,Easter Seals of Southeastern Pa,Montgomery,North Penn SD,100.00
300513640,Easter Seals of Southeastern Pa,Philadelphia,Philadelphia City SD,0.00
300232455,Easter Seals of Southeastern Pa,Delaware,Rose Tree Media SD,0.00
300023260,Easter Seals of Western and Central PA,Allegheny,Brentwood Borough SD,0.00
300023240,Easter Seals of Western and Central PA,Allegheny,Pittsburgh SD,0.00
300023270,Easter Seals of Western and Central PA,Butler,Seneca Valley SD,0.00
213360422,Eby Chiques School,Lancaster,Manheim Central SD,0.00
213360004,Ebys Curve Amish Parochial School,Lancaster,Pequea Valley SD,0.00
213360430,Echo Valley Amish School,Lancaster,Solanco SD,0.00
203022325,Eden Christian Acad - Wexford,Allegheny,Pine-Richland SD,0.00
203022345,Eden Christian Academy,Allegheny,North Hills SD,0.00
203020004,Eden Christian Academy - Mt Nebo,Allegheny,Avonworth SD,0.00
213360289,Eden Meadows School,Lancaster,Solanco SD,0.00
224150004,Edgewood View Amish School,Chester,Octorara Area SD,0.00
213361385,Edisonville School,Lancaster,Lampeter-Strasburg SD,0.00
207651655,Elizabeth Seton Montessori Sch,Westmoreland,Greater Latrobe SD,0.00
300361590,Elizabethtown Community Nursery School,Lancaster,Elizabethtown Area SD,0.00
209242254,Elk County Catholic HS,Elk,Saint Marys Area SD,19.20
210141703,Elk Creek Amish School,Centre,Penns Valley Area SD,0.00
224150026,Elk Creek School,Chester,Oxford Area SD,0.00
202028805,Ellis School,Allegheny,Pittsburgh SD,0.00
300371950,"Ellwood City Childrens Center, Inc.",Lawrence,Ellwood City Area SD,0.00
213360029,Elm School,Lancaster,Manheim Central SD,0.00
208070003,Emmanuel Baptist Christian School,Blair,Claysburg-Kimmel SD,0.00
221392302,Emmaus Baptist Academy,Lehigh,East Penn SD,0.00
218668001,Endless Mountains Christian Academy,Wyoming,Tunkhannock Area SD,0.00
224154665,Engletown Road Amish School,Chester,Coatesville Area SD,0.00
213361402,Ephrata Mennonite School,Lancaster,Ephrata Area SD,0.00
217082001,Epiphany School,Bradford,Sayre Area SD,9.00
225230009,Episcopal Academy,Delaware,Marple Newtown SD,0.50
205250012,Erie Catholic Preparatory School,Erie,Erie City SD,18.20
205250013,Erie Catholic Preparatory School,Erie,Millcreek Township SD,14.10
205259404,Erie Day School,Erie,Erie City SD,19.00
205252234,Erie First Christian Academy,Erie,Fort LeBoeuf SD,18.00
213361412,Eshelman Run School,Lancaster,Pequea Valley SD,0.00
228030050,Evangelical Lutheran School,Armstrong,Armstrong SD,0.00
213360085,Evergreen Ridge School,Lancaster,Pequea Valley SD,0.00
224159167,Evergreen View,Chester,Oxford Area SD,0.00
300410300,Fairfield Academy,Lycoming,Montoursville Area SD,0.00
213361422,Fairfield School,Lancaster,Solanco SD,0.00
213360005,Fairland Road Amish School,Lancaster,Warwick SD,0.00
213361462,Fairview Amish School,Lancaster,Conestoga Valley SD,0.00
214061702,Fairview Christian School,Berks,Reading SD,31.30
213361512,Fairview Parochial School,Lancaster,Warwick SD,0.00
204430002,Fairview School,Mercer,Commodore Perry SD,0.00
224152242,Fairville Friends School Inc,Chester,Kennett Consolidated SD,0.00
218404756,Faith Baptist Academy,Luzerne,Wyoming Valley West SD,0.00
222091902,Faith Baptist Chrst Academy,Bucks,Pennsbury SD,19.70
205201834,Faith Builders Christian Sch,Crawford,Penncrest SD,0.00
206611854,Faith Christian Academy,Venango,Cranberry Area SD,0.00
222092002,Faith Christian Academy-Middle/Upper Campus,Bucks,Quakertown Community SD,0.00
201632605,Faith Christian School of Washington,Washington,Washington SD,0.00
220481502,Faith Christian School Site 1,Northampton,Bangor Area SD,0.00
220481512,Faith Christian School Site 2,Northampton,Bangor Area SD,0.00
226515682,Faith Connection Christian Acad,Philadelphia,Philadelphia City SD,62.50
204371254,Faith Country Chapel Presch&Kg,Lawrence,Shenango Area SD,0.00
213361442,Faith Mennonite High School,Lancaster,Pequea Valley SD,0.00
219583351,Faith Mountain Christian Acad,Susquehanna,Blue Ridge SD,35.40
226511552,Faith Tabernacle School,Philadelphia,Philadelphia City SD,0.00
225231842,Faith Temple Christian School,Delaware,Chester-Upland SD,100.00
202028905,Falk Laboratory School,Allegheny,Pittsburgh SD,17.00
300023570,Family Development Center,Allegheny,Pine-Richland SD,0.00
223460015,Family Worship Center Kindergarten,Montgomery,North Penn SD,0.00
215500001,Farm Lane School,Perry,West Perry SD,0.00
226511602,Father Judge High School,Philadelphia,Philadelphia City SD,16.20
204371904,Fayette School,Lawrence,Wilmington Area SD,0.00
229540000,Fearnot,Schuylkill,Tri-Valley SD,0.00
204101804,First Baptist Christian School,Butler,Butler Area SD,0.00
226511642,First Century Gospel School,Philadelphia,Philadelphia City SD,0.00
201630003,First Love Christian Academy High,Washington,Trinity Area SD,100.00
205200428,Fish Creek Amish School,Crawford,Conneaut SD,0.00
213361502,Fishers Amish School,Lancaster,Solanco SD,0.00
210181803,Fishing Creek Parochial School,Clinton,Keystone Central SD,0.00
229540001,Flat Hill Amish Parochial School,Schuylkill,Pine Grove Area SD,0.00
214062102,Fleetwood Christian Day School,Berks,Fleetwood Area SD,0.00
213360055,Foggy Ridge Amish School,Lancaster,Solanco SD,0.00
215222200,Follow Me Christian Child Care Center,Dauphin,Central Dauphin SD,0.00
213382133,Fontana Parochial School,Lebanon,Cornwall-Lebanon SD,0.00
205250010,FOREST AMISH SCHOOL,Warren,Warren County SD,0.00
300023750,Forest Hills Nursery School,Allegheny,Woodland Hills SD,0.00
212010001,Forest Lane Mennonite School,Adams,Gettysburg Area SD,0.00
213360015,Forest Ridge School,Lancaster,Solanco SD,0.00
213361532,Forest View Amish School,Lancaster,Pequea Valley SD,0.00
224150005,Forge Road Amish School,Chester,Oxford Area SD,0.00
215502600,Fowlers Hollow Amish School,Perry,West Perry SD,5.90
226511622,Frankford Friends School,Philadelphia,Philadelphia City SD,11.00
225231892,Frederick Douglass Christn Sch,Delaware,Chester-Upland SD,100.00
212012373,Freedom Christian School,Adams,Gettysburg Area SD,0.00
224150028,Freemont View School,Chester,Oxford Area SD,0.00
205205087,French Creek Mennonite School,Crawford,Penncrest SD,0.00
205206604,French Creek Valley Chr Sch,Crawford,Penncrest SD,16.70
300461960,French International Sch Phila,Montgomery,Lower Merion SD,10.20
213360075,Friedenberg School,Lancaster,Donegal SD,0.00
223461322,Friends Central Lower School,Montgomery,Lower Merion SD,3.30
223461302,Friends Central School,Montgomery,Lower Merion SD,5.20
208052005,Friends Cove Mennonite School,Bedford,Bedford Area SD,0.00
225239102,Friends School Haverford,Delaware,Haverford Township SD,32.70
226511652,Friends Select School,Philadelphia,Philadelphia City SD,0.00
224150020,Friendship School,Chester,Octorara Area SD,0.00
224152322,Frog Hollow School,Chester,Oxford Area SD,0.00
214060516,Frystown Amish School,Berks,Tulpehocken Area SD,0.00
213361582,Fulton View School,Lancaster,Solanco SD,0.00
213361552,Furnace Road School,Lancaster,Solanco SD,0.00
300250602,G Barber Center Happy Hearts,Erie,Erie City SD,0.00
226510054,Gan Chabad,Philadelphia,Philadelphia City SD,100.00
223466526,Gan Chabad of the Main Line,Montgomery,Lower Merion SD,11.10
213360024,Gap View School,Lancaster,Pequea Valley SD,0.00
212670005,Garbers Mennonite School,York,Spring Grove Area SD,0.00
215220303,Garden Spot Amish School,Dauphin,Upper Dauphin Area SD,0.00
300232610,Garretts Way,Delaware,Marple Newtown SD,40.00
214061902,Gateway Christian School,Berks,Brandywine Heights Area SD,0.00
300462460,Gateway School,Montgomery,Lower Merion SD,0.00
213361602,Gehmans Mennonite School,Lancaster,Cocalico SD,0.00
201262505,Geibel Catholic Junior-Senior High School,Fayette,Connellsville Area SD,37.80
223465752,Gemma Services School,Delaware,Radnor Township SD,0.00
208112050,Genesis Christian Academy,Cambria,Greater Johnstown SD,0.00
300118750,Geneva Preschool,Cambria,Westmont Hilltop SD,0.00
300232650,George Crothers Memorial School,Delaware,Wallingford-Swarthmore SD,0.00
222092252,George School,Bucks,Neshaminy SD,10.80
213361622,Georgetown School,Lancaster,Solanco SD,0.00
223461502,Germantown Academy,Montgomery,Colonial SD,0.00
226511702,Germantown Friends School,Philadelphia,Philadelphia City SD,6.90
226511802,Gesu School,Philadelphia,Philadelphia City SD,60.10
212012503,Gettysburg Adventist Christian School,Adams,Gettysburg Area SD,87.50
213361652,Gibbons School,Lancaster,Conestoga Valley SD,0.00
226511852,Girard College,Philadelphia,Philadelphia City SD,100.00
300461550,Gladwyne Montessori School,Montgomery,Lower Merion SD,0.00
300024400,Glen Montessori School,Allegheny,Quaker Valley SD,2.40
213361682,Glenwood Parochial School,Lancaster,Conestoga Valley SD,0.00
212289796,Global Vision Christian School,Franklin,Chambersburg Area SD,0.00
220454676,God is Love Christian School,Monroe,Pocono Mountain SD,9.10
208050005,Golden Rule,Bedford,Northern Bedford County SD,0.00
206170001,Golden Yoke School,Clearfield,DuBois Area SD,0.00
222090002,Good Beginnings Kindergarten,Bucks,Central Bucks SD,0.00
300151950,Good Samaritan Day School,Chester,Great Valley SD,0.00
218401001,Good Shepherd Academy,Luzerne,Wyoming Valley West SD,15.50
223466002,Good Shepherd Catholic Regional School,Montgomery,Upper Dublin SD,7.00
220485402,Good Shepherd Catholic School,Northampton,Northampton Area SD,19.70
213361712,Goods Mennonite School,Lancaster,Conestoga Valley SD,0.00
213361702,Goods Parochial School,Lancaster,Eastern Lancaster County SD,0.00
224152542,Goshen Friends School,Chester,West Chester Area SD,0.00
212672683,Grace Academy,York,Central York SD,0.00
224152548,Grace Assembly Kindergarten,Chester,Owen J Roberts SD,0.00
207650002,Grace Bible Academy,Westmoreland,Greater Latrobe SD,0.00
301634047,Grace Christian Education Center,Washington,California Area SD,0.00
228033204,Grace Christian School,Armstrong,Armstrong SD,25.80
223461622,Grace Christian School,Montgomery,Souderton Area SD,0.00
300144850,Grace Lutheran Preschool and Kindergarten,Centre,State College Area SD,0.00
221390005,Grace Montessori School,Lehigh,Allentown City SD,34.80
213361742,Grace Point Academy,Lancaster,Ephrata Area SD,12.50
210140002,Grace Prep,Centre,State College Area SD,13.20
212673409,Grace Words Christian Academy,York,York City SD,71.40
300091530,Grand View Hosp Childrens Ctr,Bucks,Pennridge SD,0.00
325235070,Grayson School,Delaware,Marple Newtown SD,9.30
208071855,Great Commission Schools,Blair,Altoona Area SD,10.70
226511922,Greater Hope Christian Academy,Philadelphia,Philadelphia City SD,100.00
203022945,Greater Works Christian School,Allegheny,Gateway SD,58.80
211441073,Green Gate Amish School,Mifflin,Mifflin County SD,0.00
216602103,Green Grove School,Union,Mifflinburg Area SD,0.00
213360037,Green Lane School,Lancaster,Solanco SD,0.00
211440002,Green Lane School House,Mifflin,Mifflin County SD,0.00
215214063,Green Spring Mennonite School,Cumberland,Big Spring SD,0.00
300513970,Green Tree School,Philadelphia,Philadelphia City SD,100.00
212678102,Green Valley Amish School,York,Spring Grove Area SD,0.00
213361782,Greenbank School,Lancaster,Eastern Lancaster County SD,0.00
210145974,Greenburr Gap Amish School,Centre,Penns Valley Area SD,0.00
226511952,Greene Street Friends School,Philadelphia,Philadelphia City SD,28.70
300513960,Greene Towne School Inc,Philadelphia,Philadelphia City SD,0.00
201300005,Greene Valley Christian Academy,Greene,Carmichaels Area SD,100.00
213361792,Greenland School,Lancaster,Lancaster SD,0.00
207652005,Greensburg Central Catholic Jr-Sr High School,Westmoreland,Hempfield Area SD,35.40
213361802,Greentree Amish School,Lancaster,Solanco SD,0.00
208560006,Greenville School,Somerset,Meyersdale Area SD,0.00
216191083,Greenwood Friends School,Columbia,Millville Area SD,8.70
216193524,Greenwood Valley Amish School,Columbia,Millville Area SD,0.00
220450013,Gregory the Great Academy,Lackawanna,North Pocono SD,53.30
208312105,Grier School,Huntingdon,Tyrone Area SD,0.00
213361762,Groffdale School,Lancaster,Eastern Lancaster County SD,0.00
204433654,Grove City Christian Academy,Mercer,Grove City Area SD,0.00
300452150,Growing Concern,Monroe,Pocono Mountain SD,0.00
202027125,Guardian Angel Academy,Allegheny,Keystone Oaks SD,45.80
212679955,Gum Tree Amish School,York,Red Lion Area SD,0.00
300633970,Gwens Montessori School Inc,Washington,Washington SD,26.30
223460006,Gwynedd Friends School,Montgomery,Wissahickon SD,0.00
223461802,Gwynedd Mercy Acad El Division,Montgomery,Wissahickon SD,0.00
223461752,Gwynedd Mercy High School,Montgomery,Wissahickon SD,0.00
213360063,Haiti Woods School,Lancaster,Solanco SD,0.00
212672703,Hanover Mennonite School,York,Conewago Valley SD,0.00
208072205,Harbor House Center for Early Academics,Blair,Altoona Area SD,0.00
205252504,Harborcreek Youth Services,Erie,Harbor Creek SD,100.00
213360026,Harmony Ridge School,Lancaster,Solanco SD,0.00
215217903,Harrisburg Academy,Cumberland,East Pennsboro Area SD,0.80
215222403,Harrisburg Adventist School,Dauphin,Susquehanna Township SD,34.00
215221503,Harrisburg Catholic Elementary School,Dauphin,Harrisburg City SD,83.50
215222503,Harrisburg Catholic Elementary School,Dauphin,Harrisburg City SD,65.60
213361902,Harristown Amish School,Lancaster,Pequea Valley SD,0.00
213360007,Hartman Station Amish School,Lancaster,Lancaster SD,0.00
207652255,Harvest Baptist Academy,Allegheny,Highlands SD,14.50
213361942,Harvest Lane Amish School,Lancaster,Pequea Valley SD,0.00
223469352,Haverford School,Montgomery,Lower Merion SD,18.10
213361952,Hawksville Amish School,Lancaster,Solanco SD,0.00
206338982,Hazen Amish School,Jefferson,Brookville Area SD,0.00
218401281,Hazleton Trinity Nursery & Kdg,Luzerne,Hazleton Area SD,0.00
304020000,Heart Prints Early Education Center,Butler,Seneca Valley SD,0.00
209532004,Hebron Center Chrst School,Potter,Coudersport Area SD,0.00
229542002,Hegins Valley Mennonite Sch,Schuylkill,Tri-Valley SD,0.00
228320008,Hemlock Acres Amish,Indiana,Armstrong SD,0.00
207652305,Heritage Baptist Academy,Westmoreland,Jeannette City SD,20.00
215217933,Heritage Christian Academy,Cumberland,Cumberland Valley SD,0.00
215503253,Heritage Christian School of West Perry,Perry,West Perry SD,6.40
225232452,Heritage School,Chester,Tredyffrin-Easttown SD,0.00
215224287,Hershey Christian Academy,Dauphin,Derry Township SD,0.00
213360810,Hersheys Corner Amish School,Lancaster,Pequea Valley SD,0.00
213362052,Hess School,Lancaster,Conestoga Valley SD,0.00
213362112,Hess View School,Lancaster,Solanco SD,0.00
213362122,Hickory Grove School,Lancaster,Pequea Valley SD,0.00
211441923,Hickory Grove Special School,Mifflin,Mifflin County SD,0.00
224152712,Hickory Hill School,Chester,Oxford Area SD,0.00
228322005,Hickory Hollow Amish School,Indiana,Marion Center Area SD,0.00
208560003,Hickory Hollow School,Somerset,Salisbury-Elk Lick SD,0.00
215210006,Hickory Lane School,Cumberland,Big Spring SD,0.00
224152722,Hidden Acres School,Chester,Coatesville Area SD,0.00
215210911,Hidden Brook Parochial School,Cumberland,Shippensburg Area SD,0.00
224150021,Hidden Lane School,Chester,Oxford Area SD,0.00
213360061,Hidden Meadow School,Lancaster,Eastern Lancaster County SD,0.00
214062252,Hidden Valley Mennonite School,Berks,Kutztown Area SD,0.00
215212803,Hidden Valley School,Cumberland,Big Spring SD,0.00
208562455,Hidden Valley School,Somerset,Meyersdale Area SD,0.00
214062302,High Point Baptist Academy,Berks,Twin Valley SD,0.00
208566291,High Point Parochial School,Somerset,Salisbury-Elk Lick SD,0.00
213362182,Highfield Parochial School,Lancaster,Solanco SD,0.00
224152742,Highland Amish School,Chester,Octorara Area SD,0.00
206330000,Highland Park School,Jefferson,Punxsutawney Area SD,0.00
301260007,Highlands Hospital Center for Autism,Fayette,Connellsville Area SD,82.90
224153949,Highpoint Amish School,Chester,Octorara Area SD,0.00
213362142,Hill Road School,Lancaster,Solanco SD,0.00
223469402,Hill School,Montgomery,Pottstown SD,0.00
210140003,Hill Side School,Centre,Penns Valley Area SD,0.00
225232422,Hill Top Preparatory School,Delaware,Radnor Township SD,5.10
213362092,Hill Top School,Lancaster,Solanco SD,0.00
213380006,Hillcrest Amish Parochial School,Lebanon,Eastern Lebanon County SD,0.00
203022975,Hillcrest Christian Academy,Allegheny,Bethel Park SD,18.80
213360042,Hilldale Amish Parochial School,Lancaster,Penn Manor SD,0.00
202023005,Hillel Academy of Pittsburgh,Allegheny,Pittsburgh SD,35.80
228320002,Hillsdale Mennonite School,Indiana,Purchase Line SD,0.00
206610005,Hillside Amish School,Venango,Franklin Area SD,0.00
213362132,Hillside Parochial School,Lancaster,Cocalico SD,0.00
204372104,Hillside Parochial School,Lawrence,Wilmington Area SD,0.00
206334079,Hillside School,Jefferson,Brockway Area SD,0.00
300392910,Hillside School,Lehigh,East Penn SD,7.10
213360010,Hillside School,Lancaster,Solanco SD,0.00
213360046,Hillside View Amish School,Lancaster,Solanco SD,0.00
204431804,Hilltop Amish School,Mercer,Lakeview SD,0.00
228320006,Hilltop Amish School,Indiana,Marion Center Area SD,0.00
213362162,Hinkletown Mennonite School,Lancaster,Eastern Lancaster County SD,79.90
204100001,His Kids Christian School,Butler,South Butler County SD,59.80
300514200,HMS School for Children with Cerebral Palsy,Philadelphia,Philadelphia City SD,100.00
312015874,Hoffman Academy,Adams,Gettysburg Area SD,100.00
213362202,Hollow Parochial School,Lancaster,Pequea Valley SD,0.00
211441933,Hollow View School,Mifflin,Mifflin County SD,0.00
226512042,Holmesburg Christian Academy,Philadelphia,Philadelphia City SD,65.30
225237102,Holy Child Academy,Delaware,Upper Darby SD,0.00
223467102,Holy Child School at Rosemont,Montgomery,Lower Merion SD,0.00
202027985,Holy Cross Academy,Allegheny,North Hills SD,12.10
219351201,Holy Cross High School Dunmore Campus,Lackawanna,Dunmore SD,14.20
223460017,Holy Cross Regional Catholic School,Montgomery,Perkiomen Valley SD,1.40
226512152,Holy Cross School,Philadelphia,Philadelphia City SD,32.40
225232502,Holy Cross School,Delaware,Springfield SD,9.00
218400201,Holy Family Academy,Luzerne,Hazleton Area SD,17.70
203026685,Holy Family Catholic School,Allegheny,Plum Borough SD,32.20
300024478,Holy Family Institute Specialized Learning,Allegheny,Pittsburgh SD,100.00
225238152,Holy Family Regional Catholic School,Delaware,Penn-Delco SD,0.00
222096002,Holy Family Regional School,Bucks,Neshaminy SD,0.00
220482252,Holy Family School,Northampton,Nazareth Area SD,8.70
224157302,Holy Family School,Chester,Phoenixville Area SD,5.40
222092602,Holy Ghost Preparatory School,Bucks,Bensalem Township SD,3.80
214062502,Holy Guardian Angels Regional School,Berks,Muhlenberg SD,25.90
220482752,Holy Infancy School,Northampton,Bethlehem Area SD,94.00
226512252,Holy Innocents School,Philadelphia,Philadelphia City SD,75.00
215222753,Holy Name of Jesus School,Dauphin,Central Dauphin SD,9.00
208112755,Holy Name School,Cambria,Central Cambria SD,20.60
218400281,Holy Redeemer High School,Luzerne,Wilkes-Barre Area SD,13.50
226512352,Holy Redeemer School,Philadelphia,Philadelphia City SD,78.10
223461102,Holy Rosary Regional Catholic School,Montgomery,Colonial SD,0.00
218401401,Holy Rosary School,Luzerne,Pittston Area SD,10.90
204102754,Holy Sepulcher School,Butler,Mars Area SD,19.50
204377604,Holy Spirit Academy,Lawrence,New Castle Area SD,84.50
212677503,Holy Trinity Catholic School,York,York City SD,52.00
208074005,Holy Trinity Catholic School-Altoona Elementary Campus,Blair,Altoona Area SD,24.30
208072505,Holy Trinity Catholic School-Hollidaysburg Elementary Campus,Blair,Hollidaysburg Area SD,22.40
208078205,Holy Trinity Catholic School-Middle School Campus,Blair,Altoona Area SD,22.00
222092802,Holy Trinity School,Bucks,Morrisville Borough SD,0.00
214150002,Honey Brook Christian Academy,Chester,Twin Valley SD,67.90
224152802,Honey Brook Mennonite School,Berks,Twin Valley SD,0.00
213362822,Honeysuckle Amish School,Lancaster,Pequea Valley SD,0.00
215500007,Honeysuckle Ridge School,Perry,West Perry SD,0.00
218670000,Hope Academy,York,Southern York County SD,33.30
227040001,Hope Christian Academy,Beaver,Aliquippa SD,100.00
211292738,Hope Christian Academy of Fulton County,Fulton,Central Fulton SD,0.00
212670006,Hope Christian School of Hanover,York,Spring Grove Area SD,0.00
226512032,Hope Church School,Philadelphia,Philadelphia City SD,100.00
222092902,Hope Lutheran School,Bucks,Bristol Township SD,21.40
326510060,Hope Partnership for Education,Philadelphia,Philadelphia City SD,100.00
303024315,Hosanna House Inc,Allegheny,Wilkinsburg Borough SD,100.00
210142003,Hubler Ridge School,Centre,Bellefonte Area SD,0.00
226512672,Hunting Park Christian Academy,Philadelphia,Philadelphia City SD,52.60
211310753,Huntingdon Christian Academy,Huntingdon,Huntingdon Area SD,0.00
223461652,Huntingdon Valley Christian Academy,Montgomery,Upper Moreland Township SD,54.40
300403400,I'm Big Now Learning Center,Luzerne,Dallas SD,0.00
226510052,Ijoba Shule,Philadelphia,Philadelphia City SD,0.00
203023465,Imani Christian Academy,Allegheny,Pittsburgh SD,100.00
214060002,Immaculate Conception Academy,Berks,Daniel Boone Area SD,9.40
206163004,Immaculate Conception School,Clarion,Clarion Area SD,16.70
220483002,Immaculate Conception School,Northampton,Pen Argyl Area SD,15.60
226512702,Immaculate Heart of Mary Sch,Philadelphia,Philadelphia City SD,8.20
218402601,Immanuel Christian School,Luzerne,Hazleton Area SD,49.60
211290000,Independent Holiness Academy,Fulton,Central Fulton SD,0.00
204372304,Indian Run School,Lawrence,Wilmington Area SD,0.00
223462052,Indian Valley Kindergarten,Montgomery,Souderton Area SD,9.70
228324005,Indiana Wesleyan School,Indiana,Purchase Line SD,0.00
225239128,Innovate Academy,Delaware,Unionville-Chadds Ford SD,0.00
226512732,International Christian High School,Philadelphia,Philadelphia City SD,100.00
213362842,Irishtown Road School,Lancaster,Pequea Valley SD,0.00
213360035,Iron Grove SChool,Lancaster,Manheim Central SD,0.00
226512762,Islamic Education School,Philadelphia,Philadelphia City SD,77.80
213362902,Iva School,Lancaster,Pequea Valley SD,0.00
204372504,J R Wilson School,Lawrence,Wilmington Area SD,0.00
300383320,Jack and Jill Preschool,Lebanon,Lebanon SD,0.00
223460202,Jack M Barrack Hebrew Academy,Delaware,Radnor Township SD,18.10
216550953,Jacks Mountain Amish Parochial,Snyder,Midd-West SD,0.00
213383053,Jacksonville Parochial School,Lebanon,Eastern Lebanon County SD,0.00
300363350,Janus School,Lancaster,Donegal SD,24.60
300361550,Jenkins School,Lancaster,Penn Manor SD,8.30
214065402,Jessie R. Wagner Seventh Day Adventist Elementary,Berks,Boyertown Area SD,0.00
226510019,Jesus Is The Way Christian Academy,Philadelphia,Philadelphia City SD,60.00
300393100,Jewish Day School of the Lehigh Valley,Lehigh,Parkland SD,7.70
201633205,John F Kennedy School,Washington,Washington SD,20.20
214063102,John Paul II Center Sp Lrng,Berks,Governor Mifflin SD,100.00
226512852,John W Hallahan Girls School,Philadelphia,Philadelphia City SD,27.20
208563005,Johnstown Christian School,Somerset,Conemaugh Township Area SD,70.20
213381803,Jonestown Mennonite School,Lebanon,Northern Lebanon SD,0.00
315221534,Joshua Learning Center,Dauphin,Harrisburg City SD,100.00
203023675,Jubilee Christian School,Allegheny,Mt Lebanon SD,22.70
226511232,Jubilee School,Philadelphia,Philadelphia City SD,48.00
211341753,Juniata Christian School,Juniata,Juniata County SD,20.90
211444299,Ka Vee Amish School,Mifflin,Mifflin County SD,0.00
216492523,Keefertown Parochial School,Northumberland,Warrior Run SD,0.00
213366057,Kelly School,Lancaster,Elizabethtown Area SD,24.00
214068052,Kempton New Church School,Berks,Kutztown Area SD,0.00
204433504,Kennedy Catholic Middle/High School,Mercer,Hermitage SD,33.70
300153500,Kennett Square Preschool,Chester,Kennett Consolidated SD,0.00
206330001,Kentucky Avenue Amish School,Jefferson,Punxsutawney Area SD,0.00
302020005,Kentucky Avenue School,Allegheny,Pittsburgh SD,7.10
300322400,Keys Montessori School Inc,Indiana,Indiana Area SD,0.00
213363102,Keystone Amish School,Lancaster,Pequea Valley SD,0.00
212671928,Keystone Christian Academy - York,York,York Suburban SD,78.40
300032200,Kiddies Korner Nursery School Inc,Armstrong,Leechburg Area SD,0.00
223461172,Kids in the Village Early Learning Center,Montgomery,Methacton SD,0.00
300066540,Kidspeace National Centers,Berks,Muhlenberg SD,100.00
300393580,Kidspeace National Centers,Lehigh,Parkland SD,100.00
224153252,Kimberton Waldorf School,Chester,Owen J Roberts SD,3.90
300093260,Kinder Works of Doylestown,Bucks,Central Bucks SD,0.00
214063252,Kings Academy,Berks,Schuylkill Valley SD,37.40
211441983,Kish Creek School,Mifflin,Mifflin County SD,0.00
228324505,Kiski School,Westmoreland,Blairsville-Saltsburg SD,0.00
213360080,Knott Run School,Lancaster,Octorara Area SD,0.00
226519532,Kohelet Yeshiva,Montgomery,Lower Merion SD,0.00
322090001,Kol Emet Preschool,Bucks,Pennsbury SD,0.00
220486356,Kolbe Academy,Northampton,Bethlehem Area SD,0.00
