,aun,percent
0,212010253.0,8.8
1,212010503.0,17.8
2,212012003.0,10.6
3,212012373.0,6.7
4,212012503.0,66.7
5,212013003.0,9.3
6,212017003.0,10.9
7,212017403.0,14.9
8,203020115.0,70.0
9,300020115.0,0.0
10,300020150.0,31.7
11,203020355.0,1.1
12,203020405.0,37.5
13,202021005.0,16.7
14,300630351.0,99.1
15,202027805.0,47.4
16,202021105.0,2.7
17,202021305.0,35.2
18,203020255.0,43.9
19,202025305.0,53.1
20,203027965.0,26.6
21,202021405.0,7.3
22,201630005.0,53.9
23,202027445.0,56.4
24,300023260.0,0.0
25,300023270.0,0.0
26,300020400.0,0.0
27,300023240.0,0.0
28,203022325.0,0.0
29,203020004.0,0.0
30,203022345.0,0.0
31,300022370.0,38.2
32,202028805.0,0.0
33,202028905.0,16.0
34,203022675.0,5.0
35,300024400.0,0.0
36,203022945.0,50.0
37,207652255.0,64.1
38,203022975.0,10.9
39,202023005.0,44.8
40,203025305.0,18.3
41,303020017.0,100.0
42,300024478.0,92.7
43,203023295.0,16.1
44,203023465.0,81.3
45,203023675.0,17.9
46,302020005.0,6.3
47,303020014.0,0.0
48,203020018.0,0.0
49,203025485.0,38.5
50,300026330.0,0.0
51,300026470.0,0.0
52,203024285.0,0.0
53,302020002.0,69.9
54,303020076.0,48.2
55,203024355.0,15.3
56,202024475.0,53.7
57,202026125.0,73.1
58,202024495.0,12.5
59,300027040.0,0.0
60,203020605.0,34.5
61,203024545.0,20.5
62,203024605.0,38.1
63,202024645.0,0.0
64,202024675.0,46.3
65,303020074.0,58.8
66,203021385.0,0.0
67,302020059.0,100.0
68,300028220.0,100.0
69,302020006.0,100.0
70,303020022.0,100.0
71,203024685.0,0.0
72,203024715.0,21.6
73,203020017.0,89.1
74,227046205.0,9.3
75,203024755.0,0.0
76,202024855.0,20.9
77,202023425.0,51.6
78,203025205.0,68.1
79,203024805.0,20.8
80,203025225.0,0.0
81,203025245.0,12.9
82,203025265.0,10.5
83,203025255.0,4.9
84,203020011.0,86.2
85,303020003.0,96.2
86,303020034.0,100.0
87,203025345.0,54.1
88,203025385.0,3.6
89,203025445.0,8.3
90,203025525.0,38.0
91,202025455.0,23.5
92,203020013.0,33.3
93,202025475.0,50.0
94,203020014.0,8.3
95,203025575.0,15.4
96,203020015.0,30.0
97,203025685.0,30.1
98,202025745.0,9.2
99,202027885.0,81.8
100,203025785.0,22.3
101,203025805.0,14.5
102,203025825.0,18.4
103,202026165.0,0.0
