,aun,percent
0,226510039,100.0
1,226510075,100.0
2,300260090,0.0
3,325230047,0.0
4,219357281,60.0
5,223460102,8.0
6,300460400,0.0
7,222090052,0.0
8,203020115,50.0
9,300020115,0.0
10,326510076,1.3
11,225230202,0.0
12,223460152,0.0
13,223460162,0.0
14,300020150,28.4
15,300181250,0.0
16,212010253,0.0
17,226511712,84.2
18,308070011,100.0
19,301260001,100.0
20,307650036,0.0
21,307655266,33.3
22,321130000,93.6
23,300020180,0.0
24,225239002,0.0
25,213360009,0.0
26,215210009,32.6
27,226510055,0.0
28,218400001,0.0
29,226510132,90.1
30,206160034,0.0
31,300460560,0.0
32,219359001,9.6
33,208117805,20.7
34,226510026,0.0
35,206330012,0.0
36,221390202,17.4
37,211440003,0.0
38,226510232,0.0
39,228320009,0.0
40,213360074,0.0
41,212280303,0.0
42,223460502,0.0
43,300230110,0.0
44,300240500,0.0
45,212280503,0.0
46,208561055,21.4
47,213360452,0.0
48,204370254,0.0
49,207650205,11.6
50,203020355,1.5
51,300157550,0.0
52,225230602,6.4
53,226510452,9.8
54,226510502,50.0
55,222090252,0.9
56,207650755,19.6
57,300460220,10.5
58,215220243,57.1
59,224150262,0.0
60,224150272,0.0
61,224150502,10.3
62,229548702,17.4
63,203020405,16.5
64,322090040,0.0
65,205200204,0.0
66,216490004,0.0
67,228320555,0.0
68,224150562,0.0
69,211441003,0.0
70,219350001,100.0
71,300460900,9.5
72,210180503,100.0
73,217410002,0.0
74,216190000,0.0
75,223469252,0.0
76,216550000,0.0
77,211440008,0.0
78,211441203,0.0
79,213360565,0.0
80,213360602,0.0
81,304100000,0.0
82,206330014,0.0
83,206160000,0.0
84,213366841,0.0
85,227040835,21.0
86,227040805,16.9
87,213360612,0.0
88,216490103,0.0
89,216600503,0.0
90,213360582,0.0
91,205620254,0.0
92,300041580,0.0
93,213360622,0.0
94,213360592,0.0
95,213360016,0.0
96,300140500,0.0
97,211441053,31.6
98,202020555,0.0
99,213360632,0.0
100,300230300,0.0
101,310140003,0.0
102,214062752,24.3
103,214060782,27.2
104,224150003,0.0
105,223460552,0.0
106,211441033,0.0
107,224150922,0.0
108,214060005,100.0
109,213360572,0.0
110,226510512,33.3
111,223460012,53.3
112,227041005,0.0
113,300250720,23.9
114,214060602,0.9
115,300650750,0.0
116,220480502,17.4
117,220480532,13.0
118,220480552,10.8
119,226510695,47.8
120,201260755,77.8
121,212671503,0.0
122,207650905,22.6
123,300518770,0.0
124,202021005,14.3
125,208110505,11.7
126,208071005,16.1
127,208110755,18.7
128,215221003,44.7
129,223460702,0.0
130,224151502,2.2
131,213360652,0.0
132,211341503,0.0
133,213360066,0.0
134,226510682,60.0
135,208071055,0.0
136,203025445,5.7
137,205250504,32.0
138,203027365,27.5
139,226519422,30.7
140,225231202,74.6
141,205201204,0.0
142,216190503,0.0
143,206330010,0.0
144,212670001,0.0
145,214061052,20.7
146,214061002,17.4
147,214061082,0.0
148,213383303,0.0
149,215210000,0.0
150,213360662,0.0
151,210140493,0.0
152,209420254,100.0
153,300630351,70.7
154,214150000,0.0
155,205250002,0.0
156,224150017,0.0
157,211340000,0.0
158,228321055,0.0
159,216470003,0.0
160,224151552,0.0
161,213360682,0.0
162,300512140,100.0
163,326510170,30.0
164,205201404,0.0
165,216600603,0.0
166,300461160,0.0
167,205201304,0.0
168,212670008,0.0
169,300061370,0.0
170,213380978,0.0
171,223460009,0.0
172,306330005,0.0
173,213360822,0.0
174,205611104,0.0
175,223460732,11.5
176,213360832,0.0
177,206330013,0.0
178,213360732,0.0
179,222099102,0.0
180,322090080,0.0
181,213360752,0.0
182,216601113,0.0
183,213380603,0.0
184,213360762,0.0
185,206170000,0.0
186,204101004,19.5
187,300100760,63.6
188,304100003,0.0
189,204101154,0.0
190,300391080,0.0
191,300090635,0.0
192,300091200,0.0
193,323460019,0.0
194,323460111,0.0
195,325230005,0.0
196,213360742,0.0
197,213360772,0.0
198,214062772,100.0
199,321392757,91.1
200,213360842,0.0
201,204101324,0.0
202,228321505,0.0
203,205201504,0.0
204,203021595,0.0
205,223460752,0.0
206,205624774,14.3
207,201633600,0.0
208,211311903,0.9
209,226510732,0.0
210,213360792,0.0
211,207651165,0.0
212,300090645,4.7
213,207651185,25.0
214,216600002,0.0
215,226510722,31.0
216,208115905,22.2
217,213360782,0.0
218,324150066,90.9
219,300150600,60.7
220,202021105,5.7
221,219641101,0.0
222,228320003,0.0
223,217080001,0.0
224,225237602,3.5
225,207658105,34.8
226,225231602,0.0
227,213360011,0.0
228,202024475,4.4
229,300425080,0.0
230,215210902,0.0
231,300211050,0.0
232,204434765,0.0
233,300461400,0.0
234,203020012,50.0
235,300021560,0.0
236,300502000,5.2
237,300461460,100.0
238,300461450,0.0
239,208117705,28.9
240,213360058,0.0
241,226510912,34.1
242,213360003,0.0
243,208110955,0.0
244,215210442,0.0
245,211340009,0.0
246,213365572,0.0
247,211348906,0.0
248,300481400,56.6
249,213360862,0.0
250,300461610,0.0
251,213360932,0.0
252,213360952,0.0
253,202021305,12.3
254,201631605,14.9
255,300231300,0.0
256,314060037,100.0
257,210145503,0.0
258,323460017,0.0
259,300462850,0.0
260,224158702,20.3
261,300263450,67.7
262,207260000,66.7
