,aun,percent
0,226510039,100.0
1,226510075,100.0
2,300260090,0.0
3,325230047,0.0
4,219357281,33.3
5,223460102,0.0
6,300460400,0.0
7,222090052,0.0
8,203020115,77.8
9,225230202,0.2
10,223460152,0.0
11,223460162,0.0
12,300020150,42.5
13,212010253,0.0
14,226511712,100.0
15,308070011,100.0
16,304100017,100.0
17,301260001,100.0
18,307650036,100.0
19,303020086,90.0
20,307655266,77.8
21,224153049,0.0
22,321130000,100.0
23,225239002,0.0
24,213360009,0.0
25,215210009,15.9
26,226510055,0.0
27,218400001,19.5
28,226510132,92.7
29,206160034,0.0
30,300460560,0.0
31,219359001,15.8
32,208117805,23.5
33,226510026,0.0
34,208057235,0.0
35,206330012,0.0
36,221390202,15.4
37,211440003,0.0
38,226510232,0.0
39,228320009,0.0
40,213360074,0.0
41,213360402,0.0
42,212280303,0.0
43,223460502,0.0
44,300230110,0.0
45,300240500,0.0
46,212280503,0.0
47,208561055,0.0
48,213360452,0.0
49,204370254,0.0
50,207650205,13.2
51,203020355,1.1
52,300157550,0.0
53,225230602,6.6
54,226510452,5.4
55,226510502,55.6
56,222090252,5.7
57,207650755,20.4
58,300460220,2.5
59,215220243,25.0
60,224150272,0.0
61,224150502,17.3
62,229548702,18.5
63,203020405,35.1
64,322090040,23.5
65,205200204,0.0
66,216490004,0.0
67,228320555,0.0
68,224150562,0.0
69,211441003,0.0
70,300460900,14.3
71,210180503,0.0
72,217410002,0.0
73,216190000,0.0
74,223469252,1.1
75,216550000,0.0
76,211440008,0.0
77,211441203,0.0
78,213360565,0.0
79,213360602,0.0
80,304100000,0.0
81,206330014,0.0
82,206160000,0.0
83,213366841,0.0
84,227040835,29.0
85,227040805,16.3
86,213360612,0.0
87,216490103,0.0
88,216600503,0.0
89,213360582,0.0
90,205620254,0.0
91,300041580,0.0
92,307655947,0.0
93,213360622,0.0
94,213360592,0.0
95,213360016,0.0
96,300140500,0.0
97,211441053,33.8
98,202020555,0.0
99,213360632,0.0
100,300230300,0.0
101,310140003,0.0
102,222090852,11.0
103,214062752,37.9
104,214060782,0.0
105,224150003,0.0
106,211441033,0.0
107,224150922,0.0
108,213360572,0.0
109,226510512,25.0
110,223460012,20.0
111,227041005,0.0
112,300250720,22.2
113,214060602,0.0
114,213360712,0.0
115,300650750,0.0
116,220480000,89.5
117,220480502,16.6
118,220480532,10.9
119,220480552,14.1
120,226510695,26.8
121,201260755,100.0
122,212671503,0.0
123,207650905,13.7
124,300518770,0.0
125,224153164,0.0
126,202021005,33.3
127,208110505,13.8
128,208071005,15.4
129,208110755,16.9
130,215221003,25.9
131,223460702,22.7
132,224151502,3.5
133,213360652,0.0
134,211341503,0.0
135,213360066,0.0
136,226510682,42.9
137,208071055,0.0
138,203025445,10.5
139,205250504,36.9
140,203027365,20.1
141,226519422,73.2
142,225231202,57.3
143,205201204,0.0
144,216190503,81.3
145,206330010,0.0
146,212670001,0.0
147,214061052,0.0
148,214061002,22.2
149,214061082,0.0
150,213383303,0.0
151,215210000,0.0
152,213360662,0.0
153,210140493,0.0
154,209420254,58.3
155,300630351,61.8
156,205250002,100.0
157,224150017,0.0
158,211340000,0.0
159,228321055,0.0
160,216470003,0.0
161,224151552,0.0
162,213360682,0.0
163,300512140,100.0
164,326510170,28.6
165,205201404,0.0
166,216600603,0.0
167,213360722,0.0
168,300461160,0.0
169,205201304,0.0
170,212670008,0.0
171,300061370,26.3
172,213380978,0.0
173,223460009,0.0
174,219644617,0.0
175,213360822,0.0
176,205611104,0.0
177,223460732,14.2
178,213360832,0.0
179,206330013,0.0
180,213360732,0.0
181,222099102,4.6
182,322090080,0.0
183,213360752,0.0
184,216601113,0.0
185,213380603,0.0
186,213360762,0.0
187,206170000,0.0
188,204101004,31.3
189,300100760,66.7
190,304100003,0.0
191,204101154,0.0
192,300391080,0.0
193,300090635,0.0
194,300091200,0.0
195,323460019,0.0
196,325230005,0.0
197,213360742,0.0
198,213360772,0.0
199,321392757,98.5
200,213360842,0.0
201,204101324,0.0
202,228321505,0.0
203,205201504,31.0
204,203021595,0.0
205,223460752,6.2
206,201633600,0.0
207,211311903,0.0
208,226510732,0.0
209,213360792,0.0
210,207651165,0.0
211,300090645,6.1
212,207651185,25.0
213,216600002,0.0
214,226510722,1.2
215,208115905,47.4
216,213360782,0.0
217,324150066,96.0
218,300150600,59.8
219,202021105,41.7
220,219641101,0.0
221,228320003,0.0
222,217080001,0.0
223,225237602,5.5
224,207658105,52.1
225,225231602,10.7
226,213360011,0.0
227,202024475,5.6
228,300425080,0.0
229,215210902,0.0
230,300211050,0.0
231,300461400,0.0
232,203020012,47.8
233,300021560,0.0
234,300502000,0.0
235,300461460,100.0
236,300461450,0.0
237,213360058,0.0
238,326514508,100.0
239,226510912,54.7
240,213360003,0.0
241,208110955,0.0
242,215210442,0.0
243,211340009,0.0
244,213365572,0.0
245,211348906,0.0
246,300481400,55.4
247,308110135,0.0
248,225231632,0.0
249,213360862,0.0
250,300461610,0.0
251,213360932,0.0
252,213360952,0.0
253,202021305,12.6
254,201631605,12.9
255,300231300,0.0
256,314060037,100.0
257,210145503,0.0
258,323460017,0.0
259,300462850,0.0
260,224158702,5.1
261,300263450,56.0
262,207260000,58.0
