,aun,percent
0,226510039,100.0
1,300260090,0.0
2,325230047,0.0
3,219357281,30.3
4,223460102,0.0
5,300460400,0.0
6,222090052,17.4
7,203020115,100.0
8,326510076,1.7
9,225230202,0.0
10,223460152,0.0
11,223460162,0.0
12,300020150,43.2
13,212010253,32.5
14,226511712,0.0
15,301260001,100.0
16,327048329,100.0
17,307650036,100.0
18,328328469,100.0
19,328033370,100.0
20,307655266,100.0
21,308076091,50.0
22,225239002,0.0
23,213360009,0.0
24,226510132,97.6
25,215210009,9.5
26,218400001,32.6
27,206160034,0.0
28,219359001,21.2
29,208117805,28.4
30,226510026,12.5
31,206330012,0.0
32,221390202,20.6
33,211440003,0.0
34,226510232,0.0
35,228320009,0.0
36,213360074,0.0
37,213360402,0.0
38,213363498,28.4
39,212280303,0.0
40,223460502,1.6
41,212280503,0.0
42,208561055,0.0
43,213360452,0.0
44,204370254,0.0
45,207650205,28.3
46,203020355,6.7
47,300157550,0.0
48,203023295,34.9
49,225230602,0.0
50,226510452,0.0
51,222090252,0.0
52,207650755,16.0
53,300460220,0.0
54,208072849,35.4
55,220520858,0.0
56,224150262,0.0
57,224150272,0.0
58,224155052,0.0
59,224150502,0.0
60,229548702,11.0
61,322090040,20.0
62,205200204,0.0
63,214066792,0.0
64,203028105,19.9
65,203029033,14.0
66,224150562,0.0
67,211441003,0.0
68,213360899,0.0
69,203029112,0.0
70,300460900,0.0
71,210180503,0.0
72,217410002,0.0
73,216190000,0.0
74,223469252,3.9
75,216550000,0.0
76,211440008,0.0
77,211441203,0.0
78,213360565,0.0
79,213360602,0.0
80,304100000,0.0
81,300421500,100.0
82,206330014,0.0
83,206160000,0.0
84,213366841,0.0
85,227040805,20.2
86,227042850,17.8
87,216490103,0.0
88,216600503,0.0
89,213360582,0.0
90,205620254,0.0
91,300041580,50.0
92,213360592,0.0
93,213360016,0.0
94,300140500,0.0
95,211441053,28.7
96,213360632,0.0
97,300230300,32.1
98,310140003,0.0
99,214062752,37.7
100,214060782,36.6
101,224150003,0.0
102,219353289,100.0
103,211441033,0.0
104,224150922,6.5
105,213360572,0.0
106,226510512,65.6
107,227041005,0.0
108,300250720,33.3
109,214060602,0.0
110,213360712,0.0
111,300650750,0.0
112,220480502,19.9
113,220480532,0.0
114,220480552,0.0
115,226510695,19.7
116,212671503,0.0
117,207650905,14.3
118,300518770,0.0
119,224153164,0.0
120,202021005,21.1
121,202025455,60.0
122,208110505,9.7
123,208071005,16.4
124,208110755,24.4
125,215221003,37.5
126,224151502,0.0
127,213360652,0.0
128,211341503,0.0
129,213360066,0.0
130,226510682,72.1
131,208071055,0.0
132,203025445,28.5
133,205250504,49.2
134,203027365,17.1
135,226519422,0.0
136,225231202,0.0
137,205201204,0.0
138,216190503,0.0
139,206330010,0.0
140,212670001,0.0
141,214061052,38.4
142,214061002,37.5
143,214061082,0.0
144,213383303,0.0
145,215210000,0.0
146,213360662,0.0
147,210140493,0.0
148,213367669,0.0
149,209420254,17.4
150,300630351,54.4
151,205250002,0.0
152,224150017,0.0
153,206207582,0.0
154,214064980,0.0
155,211340000,0.0
156,228321055,0.0
157,210186994,0.0
158,216470003,0.0
159,224151552,0.0
160,213360682,0.0
161,300512140,100.0
162,326510170,40.0
163,205201404,0.0
164,216600603,0.0
165,213360722,0.0
166,303028816,0.0
167,300461160,0.0
168,205201304,0.0
169,212670008,0.0
170,300061370,34.6
171,213380978,0.0
172,223460009,0.0
173,213360822,0.0
174,205611104,0.0
175,223460732,0.0
176,213360832,0.0
177,216491565,0.0
178,206330013,0.0
179,213360732,0.0
180,222099102,0.0
181,322090080,0.0
182,216601113,0.0
183,213380603,0.0
184,206170000,0.0
185,204101004,19.6
186,304100003,0.0
187,300391080,0.0
188,300090635,50.0
189,300091200,28.6
190,323460019,0.0
191,325230005,0.0
192,213360742,0.0
193,213360772,0.0
194,321392757,90.3
195,213360842,0.0
196,204101324,0.0
197,228321505,0.0
198,223460752,0.0
199,215213714,0.0
200,201633600,0.0
201,211311903,9.7
202,226510732,0.0
203,213360792,0.0
204,207651165,0.0
205,300090645,0.0
206,207651185,16.7
207,208115905,76.7
208,213360782,0.0
209,324150066,19.4
210,300150600,15.5
211,202021105,11.8
212,219641101,0.0
213,217080001,0.0
214,225237602,0.0
215,225231602,0.0
216,213360011,0.0
217,300425080,0.0
218,215210902,0.0
219,300211050,0.0
220,300461400,0.0
221,203020012,54.6
222,300021560,4.8
223,300461460,100.0
224,300461450,0.0
