,school number,graduate count,college bound,total college bound %,2- or 4-year college or university,total postsecondary bound,total postsecondary bound %,non-degree-granting postsecondary school,non-degree-granting postsecondary school %,specialized associate degree granting institution
111,1694.0,325,223,68.6%,194,223,68.6%,0,0.0%,29
112,9999.0,12,0,0.0%,0,0,0.0%,0,0.0%,0
113,79.0,100,76,76.0%,69,76,76.0%,0,0.0%,7
114,9999.0,9,2,22.2%,1,2,22.2%,0,0.0%,1
115,7112.0,58,38,65.5%,37,38,65.5%,0,0.0%,1
116,2798.0,123,97,78.9%,90,99,80.5%,2,1.6%,7
117,9999.0,7,0,0.0%,0,0,0.0%,0,0.0%,0
118,1040.0,419,347,82.8%,343,359,85.7%,12,2.9%,4
119,7726.0,27,12,44.4%,12,13,48.1%,1,3.7%,0
120,5133.0,515,487,94.6%,478,489,95.0%,2,0.4%,9
121,7790.0,584,524,89.7%,524,526,90.1%,2,0.3%,0
122,1043.0,458,420,91.7%,417,422,92.1%,2,0.4%,3
123,9999.0,18,0,0.0%,0,0,0.0%,0,0.0%,0
124,1208.0,160,120,75.0%,110,123,76.9%,3,1.9%,10
125,9999.0,2,0,0.0%,0,0,0.0%,0,0.0%,0
126,1619.0,157,124,79.0%,124,124,79.0%,0,0.0%,0
127,1746.0,330,243,73.6%,233,251,76.1%,8,2.4%,10
128,9999.0,5,0,0.0%,0,0,0.0%,0,0.0%,0
129,1745.0,420,355,84.5%,349,360,85.7%,5,1.2%,6
130,6252.0,54,38,70.4%,36,38,70.4%,0,0.0%,2
131,9999.0,1,0,0.0%,0,0,0.0%,0,0.0%,0
132,5118.0,150,85,56.7%,76,85,56.7%,0,0.0%,9
133,7720.0,14,8,57.1%,7,9,64.3%,1,7.1%,1
134,8044.0,187,154,82.4%,147,158,84.5%,4,2.1%,7
135,4545.0,408,333,81.6%,310,340,83.3%,7,1.7%,23
136,9999.0,1,1,100.0%,1,1,100.0%,0,0.0%,0
137,9999.0,3,0,0.0%,0,0,0.0%,0,0.0%,0
138,2191.0,593,319,53.8%,310,325,54.8%,6,1.0%,9
139,4715.0,136,98,72.1%,73,100,73.5%,2,1.5%,25
140,7578.0,154,138,89.6%,138,144,93.5%,6,3.9%,0
141,6706.0,273,242,88.6%,234,245,89.7%,3,1.1%,8
142,4235.0,87,63,72.4%,58,63,72.4%,0,0.0%,5
143,3260.0,341,283,83.0%,281,286,83.9%,3,0.9%,2
144,9999.0,5,2,40.0%,2,2,40.0%,0,0.0%,0
145,7293.0,201,136,67.7%,135,141,70.1%,5,2.5%,1
146,6492.0,185,101,54.6%,101,102,55.1%,1,0.5%,0
147,8022.0,56,56,100.0%,56,56,100.0%,0,0.0%,0
148,8023.0,71,46,64.8%,45,46,64.8%,0,0.0%,1
149,732.0,113,58,51.3%,42,65,57.5%,7,6.2%,16
150,9999.0,2,0,0.0%,0,0,0.0%,0,0.0%,0
151,1849.0,239,150,62.8%,143,165,69.0%,15,6.3%,7
152,7727.0,124,116,93.5%,115,116,93.5%,0,0.0%,1
153,9999.0,5,0,0.0%,0,0,0.0%,0,0.0%,0
154,8094.0,36,23,63.9%,21,24,66.7%,1,2.8%,2
155,1475.0,50,42,84.0%,42,42,84.0%,0,0.0%,0
156,9999.0,1,0,0.0%,0,0,0.0%,0,0.0%,0
157,1480.0,87,59,67.8%,57,65,74.7%,6,6.9%,2
158,9999.0,3,0,0.0%,0,0,0.0%,0,0.0%,0
159,921.0,69,0,0.0%,0,0,0.0%,0,0.0%,0
160,6236.0,205,102,49.8%,86,116,56.6%,14,6.8%,16
161,9999.0,22,1,4.5%,1,1,4.5%,0,0.0%,0
162,5012.0,524,356,67.9%,356,429,81.9%,73,13.9%,0
163,9999.0,10,0,0.0%,0,0,0.0%,0,0.0%,0
164,6290.0,275,148,53.8%,142,151,54.9%,3,1.1%,6
165,7628.0,42,39,92.9%,39,40,95.2%,1,2.4%,0
166,9999.0,2,0,0.0%,0,0,0.0%,0,0.0%,0
167,3333.0,407,363,89.2%,361,367,90.2%,4,1.0%,2
168,2515.0,82,48,58.5%,39,50,61.0%,2,2.4%,9
169,5178.0,147,57,38.8%,50,66,44.9%,9,6.1%,7
170,6122.0,43,29,67.4%,28,31,72.1%,2,4.7%,1
171,7774.0,409,264,64.5%,264,264,64.5%,0,0.0%,0
172,7510.0,131,89,67.9%,89,97,74.0%,8,6.1%,0
173,9999.0,1,0,0.0%,0,0,0.0%,0,0.0%,0
174,3978.0,77,54,70.1%,50,56,72.7%,2,2.6%,4
175,5136.0,69,54,78.3%,51,58,84.1%,4,5.8%,3
176,9999.0,5,1,20.0%,1,1,20.0%,0,0.0%,0
177,2532.0,310,215,69.4%,212,218,70.3%,3,1.0%,3
178,9999.0,4,2,50.0%,2,3,75.0%,1,25.0%,0
179,17.0,303,210,69.3%,181,210,69.3%,0,0.0%,29
180,1637.0,70,39,55.7%,39,49,70.0%,10,14.3%,0
181,9999.0,1,0,0.0%,0,0,0.0%,0,0.0%,0
182,1639.0,60,35,58.3%,27,36,60.0%,1,1.7%,8
183,1644.0,73,39,53.4%,32,44,60.3%,5,6.8%,7
184,6643.0,81,0,0.0%,0,1,1.2%,1,1.2%,0
185,5228.0,255,167,65.5%,166,191,74.9%,24,9.4%,1
186,9999.0,8,2,25.0%,2,4,50.0%,2,25.0%,0
187,777.0,245,172,70.2%,161,194,79.2%,22,9.0%,11
188,8087.0,60,53,88.3%,50,54,90.0%,1,1.7%,3
189,4800.0,375,288,76.8%,265,296,78.9%,8,2.1%,23
190,9999.0,9,0,0.0%,0,0,0.0%,0,0.0%,0
191,1998.0,204,98,48.0%,84,111,54.4%,13,6.4%,14
192,3869.0,62,30,48.4%,30,32,51.6%,2,3.2%,0
193,5096.0,557,531,95.3%,530,538,96.6%,7,1.3%,1
194,7749.0,487,457,93.8%,457,464,95.3%,7,1.4%,0
195,9999.0,9,0,0.0%,0,1,11.1%,1,11.1%,0
196,4098.0,77,54,70.1%,44,57,74.0%,3,3.9%,10
197,9999.0,10,0,0.0%,0,0,0.0%,0,0.0%,0
198,1632.0,70,46,65.7%,44,48,68.6%,2,2.9%,2
199,9999.0,1,0,0.0%,0,0,0.0%,0,0.0%,0
200,1654.0,231,150,64.9%,132,153,66.2%,3,1.3%,18
201,2860.0,265,233,87.9%,225,233,87.9%,0,0.0%,8
202,7624.0,39,2,5.1%,2,4,10.3%,2,5.1%,0
203,1701.0,595,475,79.8%,472,478,80.3%,3,0.5%,3
204,9999.0,1,0,0.0%,0,0,0.0%,0,0.0%,0
205,1529.0,72,45,62.5%,37,49,68.1%,4,5.6%,8
206,9999.0,2,0,0.0%,0,0,0.0%,0,0.0%,0
207,2869.0,213,183,85.9%,179,186,87.3%,3,1.4%,4
208,9999.0,17,1,5.9%,1,2,11.8%,1,5.9%,0
209,4553.0,456,342,75.0%,330,358,78.5%,16,3.5%,12
210,4810.0,268,0,0.0%,0,0,0.0%,0,0.0%,0
211,9999.0,10,0,0.0%,0,0,0.0%,0,0.0%,0
212,3425.0,178,144,80.9%,136,148,83.1%,4,2.2%,8
213,5278.0,166,77,46.4%,66,79,47.6%,2,1.2%,11
214,513.0,134,102,76.1%,102,112,83.6%,10,7.5%,0
215,9999.0,2,0,0.0%,0,0,0.0%,0,0.0%,0
216,7671.0,184,184,100.0%,184,184,100.0%,0,0.0%,0
217,5261.0,416,364,87.5%,317,366,88.0%,2,0.5%,47
218,9999.0,6,0,0.0%,0,0,0.0%,0,0.0%,0
219,4352.0,165,126,76.4%,112,130,78.8%,4,2.4%,14
220,9999.0,3,0,0.0%,0,0,0.0%,0,0.0%,0
221,4801.0,256,235,91.8%,233,239,93.4%,4,1.6%,2
222,9999.0,1,0,0.0%,0,0,0.0%,0,0.0%,0
223,2539.0,219,147,67.1%,136,149,68.0%,2,0.9%,11
224,4558.0,214,145,67.8%,136,152,71.0%,7,3.3%,9
225,9999.0,4,1,25.0%,1,2,50.0%,1,25.0%,0
226,9999.0,22,1,4.5%,1,1,4.5%,0,0.0%,0
227,7759.0,447,423,94.6%,423,431,96.4%,8,1.8%,0
228,1387.0,389,344,88.4%,344,352,90.5%,8,2.1%,0
229,7550.0,44,15,34.1%,13,20,45.5%,5,11.4%,2
230,9999.0,3,0,0.0%,0,0,0.0%,0,0.0%,0
231,6156.0,275,188,68.4%,171,194,70.5%,6,2.2%,17
232,2429.0,120,97,80.8%,91,100,83.3%,3,2.5%,6
233,5193.0,143,102,71.3%,95,112,78.3%,10,7.0%,7
234,9999.0,8,1,12.5%,1,1,12.5%,0,0.0%,0
235,6364.0,131,97,74.0%,88,97,74.0%,0,0.0%,9
236,2809.0,607,488,80.4%,486,496,81.7%,8,1.3%,2
237,1707.0,198,158,79.8%,152,159,80.3%,1,0.5%,6
238,7641.0,312,231,74.0%,231,257,82.4%,26,8.3%,0
239,6935.0,335,262,78.2%,262,281,83.9%,19,5.7%,0
240,2554.0,274,174,63.5%,153,177,64.6%,3,1.1%,21
241,2740.0,171,119,69.6%,118,122,71.3%,3,1.8%,1
242,9999.0,3,0,0.0%,0,0,0.0%,0,0.0%,0
243,4564.0,189,123,65.1%,103,140,74.1%,17,9.0%,20
244,9999.0,10,0,0.0%,0,0,0.0%,0,0.0%,0
245,3482.0,639,525,82.2%,516,539,84.4%,14,2.2%,9
246,144.0,222,154,69.4%,143,158,71.2%,4,1.8%,11
247,2562.0,305,206,67.5%,199,213,69.8%,7,2.3%,7
248,6418.0,80,48,60.0%,48,52,65.0%,4,5.0%,0
249,2675.0,118,86,72.9%,86,101,85.6%,15,12.7%,0
250,6293.0,313,190,60.7%,181,212,67.7%,22,7.0%,9
251,7294.0,165,92,55.8%,68,93,56.4%,1,0.6%,24
252,2026.0,201,124,61.7%,123,124,61.7%,0,0.0%,1
253,7515.0,219,212,96.8%,212,212,96.8%,0,0.0%,0
254,2027.0,202,149,73.8%,138,153,75.7%,4,2.0%,11
255,7665.0,175,141,80.6%,131,150,85.7%,9,5.1%,10
256,7897.0,118,52,44.1%,52,56,47.5%,4,3.4%,0
257,7866.0,10,10,100.0%,9,10,100.0%,0,0.0%,1
258,9999.0,4,1,25.0%,1,1,25.0%,0,0.0%,0
259,788.0,332,252,75.9%,245,266,80.1%,14,4.2%,7
260,6269.0,96,63,65.6%,59,70,72.9%,7,7.3%,4
261,6737.0,147,114,77.6%,113,122,83.0%,8,5.4%,1
262,9999.0,1,0,0.0%,0,0,0.0%,0,0.0%,0
263,2201.0,52,24,46.2%,24,28,53.8%,4,7.7%,0
264,5248.0,60,42,70.0%,35,45,75.0%,3,5.0%,7
265,1225.0,64,44,68.8%,44,47,73.4%,3,4.7%,0
266,5023.0,200,151,75.5%,138,151,75.5%,0,0.0%,13
267,2246.0,36,21,58.3%,21,21,58.3%,0,0.0%,0
268,6159.0,24,13,54.2%,12,14,58.3%,1,4.2%,1
269,9999.0,1,0,0.0%,0,0,0.0%,0,0.0%,0
270,6161.0,32,23,71.9%,21,23,71.9%,0,0.0%,2
271,6419.0,68,45,66.2%,44,48,70.6%,3,4.4%,1
272,9999.0,1,0,0.0%,0,0,0.0%,0,0.0%,0
273,1191.0,175,121,69.1%,116,129,73.7%,8,4.6%,5
274,4242.0,86,61,70.9%,60,61,70.9%,0,0.0%,1
275,9999.0,5,0,0.0%,0,0,0.0%,0,0.0%,0
276,2037.0,178,132,74.2%,125,144,80.9%,12,6.7%,7
277,156.0,364,327,89.8%,321,332,91.2%,5,1.4%,6
278,9999.0,6,1,16.7%,1,1,16.7%,0,0.0%,0
279,4106.0,155,88,56.8%,79,96,61.9%,8,5.2%,9
280,4360.0,307,266,86.6%,260,267,87.0%,1,0.3%,6
281,7666.0,214,0,0.0%,0,0,0.0%,0,0.0%,0
282,2126.0,78,49,62.8%,48,49,62.8%,0,0.0%,1
283,6563.0,124,91,73.4%,91,93,75.0%,2,1.6%,0
284,9999.0,1,0,0.0%,0,0,0.0%,0,0.0%,0
285,594.0,139,108,77.7%,105,114,82.0%,6,4.3%,3
286,7586.0,68,63,92.6%,61,63,92.6%,0,0.0%,2
287,6223.0,19,12,63.2%,8,13,68.4%,1,5.3%,4
288,1869.0,377,344,91.2%,337,346,91.8%,2,0.5%,7
289,9999.0,2,0,0.0%,0,0,0.0%,0,0.0%,0
290,170.0,341,304,89.1%,293,313,91.8%,9,2.6%,11
291,2040.0,174,131,75.3%,123,131,75.3%,0,0.0%,8
292,9999.0,2,0,0.0%,0,0,0.0%,0,0.0%,0
293,6271.0,233,156,67.0%,137,163,70.0%,7,3.0%,19
294,9999.0,3,0,0.0%,0,0,0.0%,0,0.0%,0
295,2043.0,140,91,65.0%,74,92,65.7%,1,0.7%,17
296,9999.0,4,0,0.0%,0,0,0.0%,0,0.0%,0
297,5219.0,54,38,70.4%,27,41,75.9%,3,5.6%,11
298,9999.0,2,0,0.0%,0,0,0.0%,0,0.0%,0
299,802.0,300,204,68.0%,200,214,71.3%,10,3.3%,4
300,1424.0,291,269,92.4%,269,270,92.8%,1,0.3%,0
301,9999.0,11,0,0.0%,0,0,0.0%,0,0.0%,0
302,1251.0,226,152,67.3%,130,152,67.3%,0,0.0%,22
303,9999.0,4,0,0.0%,0,0,0.0%,0,0.0%,0
304,4845.0,356,304,85.4%,300,307,86.2%,3,0.8%,4
305,9999.0,6,1,16.7%,1,1,16.7%,0,0.0%,0
306,5242.0,154,110,71.4%,110,111,72.1%,1,0.6%,0
307,2206.0,197,130,66.0%,121,133,67.5%,3,1.5%,9
308,9999.0,5,0,0.0%,0,0,0.0%,0,0.0%,0
309,4373.0,233,165,70.8%,154,165,70.8%,0,0.0%,11
310,3137.0,124,87,70.2%,83,89,71.8%,2,1.6%,4
311,6341.0,53,42,79.2%,42,42,79.2%,0,0.0%,0
312,6125.0,60,42,70.0%,29,42,70.0%,0,0.0%,13
313,3145.0,168,129,76.8%,126,135,80.4%,6,3.6%,3
314,6330.0,90,70,77.8%,62,72,80.0%,2,2.2%,8
315,808.0,191,141,73.8%,123,147,77.0%,6,3.1%,18
316,9999.0,2,0,0.0%,0,0,0.0%,0,0.0%,0
317,5190.0,252,231,91.7%,227,234,92.9%,3,1.2%,4
318,2891.0,147,113,76.9%,112,118,80.3%,5,3.4%,1
319,9999.0,2,0,0.0%,0,0,0.0%,0,0.0%,0
320,9999.0,4,0,0.0%,0,0,0.0%,0,0.0%,0
321,4571.0,112,44,39.3%,44,45,40.2%,1,0.9%,0
322,9999.0,2,0,0.0%,0,0,0.0%,0,0.0%,0
323,7948.0,176,113,64.2%,113,128,72.7%,15,8.5%,0
324,1547.0,33,16,48.5%,6,19,57.6%,3,9.1%,10
325,9999.0,2,0,0.0%,0,0,0.0%,0,0.0%,0
326,6333.0,250,222,88.8%,220,223,89.2%,1,0.4%,2
327,7902.0,74,72,97.3%,72,72,97.3%,0,0.0%,0
328,9999.0,10,1,10.0%,1,1,10.0%,0,0.0%,0
329,3272.0,404,349,86.4%,348,351,86.9%,2,0.5%,1
330,1879.0,461,398,86.3%,389,403,87.4%,5,1.1%,9
331,9999.0,8,3,37.5%,3,3,37.5%,0,0.0%,0
332,7348.0,715,476,66.6%,454,492,68.8%,16,2.2%,22
333,9999.0,15,4,26.7%,3,4,26.7%,0,0.0%,1
334,2578.0,543,440,81.0%,419,452,83.2%,12,2.2%,21
335,7747.0,4,0,0.0%,0,0,0.0%,0,0.0%,0
336,4404.0,441,386,87.5%,378,389,88.2%,3,0.7%,8
337,3150.0,179,137,76.5%,128,141,78.8%,4,2.2%,9
338,5153.0,196,125,63.8%,125,149,76.0%,24,12.2%,0
339,5207.0,264,170,64.4%,170,180,68.2%,10,3.8%,0
340,2331.0,69,51,73.9%,51,51,73.9%,0,0.0%,0
341,7723.0,1,0,0.0%,0,0,0.0%,0,0.0%,0
342,8154.0,27,12,44.4%,12,12,44.4%,0,0.0%,0
343,9999.0,10,0,0.0%,0,0,0.0%,0,0.0%,0
344,675.0,196,136,69.4%,128,141,71.9%,5,2.6%,8
345,2305.0,162,95,58.6%,91,103,63.6%,8,4.9%,4
346,8155.0,21,16,76.2%,16,16,76.2%,0,0.0%,0
347,7542.0,119,111,93.3%,111,111,93.3%,0,0.0%,0
348,2325.0,190,156,82.1%,155,160,84.2%,4,2.1%,1
349,9999.0,7,1,14.3%,1,1,14.3%,0,0.0%,0
350,1885.0,309,254,82.2%,245,268,86.7%,14,4.5%,9
351,4817.0,93,59,63.4%,56,67,72.0%,8,8.6%,3
352,6126.0,45,31,68.9%,25,31,68.9%,0,0.0%,6
353,9999.0,6,0,0.0%,0,0,0.0%,0,0.0%,0
354,4412.0,77,57,74.0%,54,59,76.6%,2,2.6%,3
355,5180.0,101,36,35.6%,29,38,37.6%,2,2.0%,7
356,2280.0,45,30,66.7%,29,33,73.3%,3,6.7%,1
357,8049.0,48,38,79.2%,38,38,79.2%,0,0.0%,0
358,9999.0,1,0,0.0%,0,0,0.0%,0,0.0%,0
359,3034.0,183,108,59.0%,104,108,59.0%,0,0.0%,4
360,9999.0,1,0,0.0%,0,0,0.0%,0,0.0%,0
361,1307.0,124,98,79.0%,91,103,83.1%,5,4.0%,7
362,6218.0,48,32,66.7%,30,33,68.8%,1,2.1%,2
363,2394.0,91,47,51.6%,43,48,52.7%,1,1.1%,4
364,6255.0,147,75,51.0%,58,75,51.0%,0,0.0%,17
365,2308.0,70,37,52.9%,35,40,57.1%,3,4.3%,2
366,5245.0,65,48,73.8%,48,48,73.8%,0,0.0%,0
367,1154.0,122,89,73.0%,80,91,74.6%,2,1.6%,9
368,9999.0,11,2,18.2%,2,2,18.2%,0,0.0%,0
369,6482.0,297,224,75.4%,224,224,75.4%,0,0.0%,0
370,9999.0,5,0,0.0%,0,0,0.0%,0,0.0%,0
371,1486.0,84,45,53.6%,42,46,54.8%,1,1.2%,3
372,6241.0,30,20,66.7%,20,21,70.0%,1,3.3%,0
373,7589.0,324,162,50.0%,140,168,51.9%,6,1.9%,22
374,7506.0,52,22,42.3%,20,22,42.3%,0,0.0%,2
375,5112.0,169,124,73.4%,120,127,75.1%,3,1.8%,4
376,9999.0,1,0,0.0%,0,0,0.0%,0,0.0%,0
377,4431.0,299,250,83.6%,231,252,84.3%,2,0.7%,19
378,816.0,111,80,72.1%,77,80,72.1%,0,0.0%,3
379,7538.0,22,13,59.1%,8,15,68.2%,2,9.1%,5
380,4528.0,100,66,66.0%,66,68,68.0%,2,2.0%,0
381,9999.0,1,0,0.0%,0,0,0.0%,0,0.0%,0
382,6404.0,134,110,82.1%,103,113,84.3%,3,2.2%,7
383,2924.0,147,128,87.1%,126,130,88.4%,2,1.4%,2
384,9999.0,14,0,0.0%,0,0,0.0%,0,0.0%,0
385,3155.0,94,56,59.6%,54,70,74.5%,14,14.9%,2
386,2607.0,259,208,80.3%,199,212,81.9%,4,1.5%,9
387,7403.0,18,4,22.2%,4,4,22.2%,0,0.0%,0
388,9999.0,3,0,0.0%,0,0,0.0%,0,0.0%,0
389,2596.0,535,368,68.8%,354,385,72.0%,17,3.2%,14
390,7922.0,70,48,68.6%,43,54,77.1%,6,8.6%,5
391,6600.0,244,169,69.3%,161,179,73.4%,10,4.1%,8
392,2680.0,118,99,83.9%,76,100,84.7%,1,0.8%,23
393,4940.0,100,47,47.0%,42,49,49.0%,2,2.0%,5
394,9999.0,4,0,0.0%,0,0,0.0%,0,0.0%,0
395,5155.0,187,118,63.1%,118,118,63.1%,0,0.0%,0
396,7923.0,48,33,68.8%,33,42,87.5%,9,18.8%,0
397,7681.0,35,32,91.4%,32,33,94.3%,1,2.9%,0
398,7634.0,113,105,92.9%,104,109,96.5%,4,3.5%,1
399,1315.0,186,149,80.1%,149,149,80.1%,0,0.0%,0
400,4807.0,171,63,36.8%,58,84,49.1%,21,12.3%,5
401,9999.0,2,0,0.0%,0,0,0.0%,0,0.0%,0
402,4085.0,143,119,83.2%,118,121,84.6%,2,1.4%,1
403,4442.0,159,111,69.8%,107,129,81.1%,18,11.3%,4
404,7859.0,123,99,80.5%,99,104,84.6%,5,4.1%,0
405,3532.0,101,61,60.4%,55,69,68.3%,8,7.9%,6
406,9999.0,1,0,0.0%,0,0,0.0%,0,0.0%,0
