,school number,graduate count,college bound,total college bound %,2- or 4-year college or university,2- or 4-year university %,total postsecondary bound,total postsecondary bound %,non-degree-granting postsecondary school,non-degree-granting postsecondary school %,specialized associate degree granting institution,specialized associate degree granting institution %
1419,,66,43,65.15%,43,65.15%,46,69.70%,3,4.55%,0,0.00%
1420,3994.0,65,26,40.00%,25,38.46%,28,43.08%,2,3.08%,1,1.54%
1421,,65,26,40.00%,25,38.46%,28,43.08%,2,3.08%,1,1.54%
1422,3988.0,76,35,46.05%,32,42.11%,39,51.32%,4,5.26%,3,3.95%
1423,,76,35,46.05%,32,42.11%,39,51.32%,4,5.26%,3,3.95%
1424,6210.0,69,37,53.62%,37,53.62%,37,53.62%,0,0.00%,0,0.00%
1425,,69,37,53.62%,37,53.62%,37,53.62%,0,0.00%,0,0.00%
1426,4002.0,17,7,41.18%,7,41.18%,7,41.18%,0,0.00%,0,0.00%
1427,,17,7,41.18%,7,41.18%,7,41.18%,0,0.00%,0,0.00%
1428,4006.0,37,13,35.14%,13,35.14%,13,35.14%,0,0.00%,0,0.00%
1429,,37,13,35.14%,13,35.14%,13,35.14%,0,0.00%,0,0.00%
1430,6800.0,19,14,73.68%,14,73.68%,14,73.68%,0,0.00%,0,0.00%
1431,,19,14,73.68%,14,73.68%,14,73.68%,0,0.00%,0,0.00%
1432,8274.0,168,91,54.17%,87,51.79%,98,58.33%,7,4.17%,4,2.38%
1433,,168,91,54.17%,87,51.79%,98,58.33%,7,4.17%,4,2.38%
1434,6216.0,19,8,42.11%,7,36.84%,9,47.37%,1,5.26%,1,5.26%
1435,,19,8,42.11%,7,36.84%,9,47.37%,1,5.26%,1,5.26%
1436,4026.0,77,53,68.83%,52,67.53%,55,71.43%,2,2.60%,1,1.30%
1437,9999.0,1,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
1438,,78,53,67.95%,52,66.67%,55,70.51%,2,2.56%,1,1.28%
1439,,656,357,54.42%,342,52.13%,376,57.32%,19,2.90%,15,2.29%
1440,4030.0,39,23,58.97%,23,58.97%,24,61.54%,1,2.56%,0,0.00%
1441,,39,23,58.97%,23,58.97%,24,61.54%,1,2.56%,0,0.00%
1442,,39,23,58.97%,23,58.97%,24,61.54%,1,2.56%,0,0.00%
1443,4034.0,63,33,52.38%,33,52.38%,33,52.38%,0,0.00%,0,0.00%
1444,,63,33,52.38%,33,52.38%,33,52.38%,0,0.00%,0,0.00%
1445,6418.0,76,37,48.68%,37,48.68%,39,51.32%,2,2.63%,0,0.00%
1446,,76,37,48.68%,37,48.68%,39,51.32%,2,2.63%,0,0.00%
1447,6419.0,52,32,61.54%,32,61.54%,32,61.54%,0,0.00%,0,0.00%
1448,,52,32,61.54%,32,61.54%,32,61.54%,0,0.00%,0,0.00%
1449,4044.0,93,56,60.22%,52,55.91%,57,61.29%,1,1.08%,4,4.30%
1450,,93,56,60.22%,52,55.91%,57,61.29%,1,1.08%,4,4.30%
1451,4049.0,65,35,53.85%,35,53.85%,37,56.92%,2,3.08%,0,0.00%
1452,,65,35,53.85%,35,53.85%,37,56.92%,2,3.08%,0,0.00%
1453,4054.0,33,26,78.79%,26,78.79%,27,81.82%,1,3.03%,0,0.00%
1454,9999.0,14,1,7.14%,1,7.14%,1,7.14%,0,0.00%,0,0.00%
1455,,47,27,57.45%,27,57.45%,28,59.57%,1,2.13%,0,0.00%
1456,,396,220,55.56%,216,54.55%,226,57.07%,6,1.52%,4,1.01%
1457,4058.0,44,21,47.73%,21,47.73%,21,47.73%,0,0.00%,0,0.00%
1458,6373.0,76,36,47.37%,36,47.37%,36,47.37%,0,0.00%,0,0.00%
1459,,120,57,47.50%,57,47.50%,57,47.50%,0,0.00%,0,0.00%
1460,4064.0,49,23,46.94%,23,46.94%,31,63.27%,8,16.33%,0,0.00%
1461,4068.0,76,34,44.74%,34,44.74%,34,44.74%,0,0.00%,0,0.00%
1462,,125,57,45.60%,57,45.60%,65,52.00%,8,6.40%,0,0.00%
1463,4080.0,97,50,51.55%,50,51.55%,53,54.64%,3,3.09%,0,0.00%
1464,,97,50,51.55%,50,51.55%,53,54.64%,3,3.09%,0,0.00%
1465,,342,164,47.95%,164,47.95%,175,51.17%,11,3.22%,0,0.00%
1466,4085.0,153,113,73.86%,113,73.86%,115,75.16%,2,1.31%,0,0.00%
1467,9999.0,6,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
1468,,159,113,71.07%,113,71.07%,115,72.33%,2,1.26%,0,0.00%
1469,4091.0,157,67,42.68%,64,40.76%,69,43.95%,2,1.27%,3,1.91%
1470,,157,67,42.68%,64,40.76%,69,43.95%,2,1.27%,3,1.91%
1471,,316,180,56.96%,177,56.01%,184,58.23%,4,1.27%,3,0.95%
1472,4098.0,88,48,54.55%,48,54.55%,52,59.09%,4,4.55%,0,0.00%
1473,,88,48,54.55%,48,54.55%,52,59.09%,4,4.55%,0,0.00%
1474,4106.0,125,63,50.40%,47,37.60%,67,53.60%,4,3.20%,16,12.80%
1475,,125,63,50.40%,47,37.60%,67,53.60%,4,3.20%,16,12.80%
1476,4931.0,125,53,42.40%,53,42.40%,55,44.00%,2,1.60%,0,0.00%
1477,9999.0,8,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
1478,,133,53,39.85%,53,39.85%,55,41.35%,2,1.50%,0,0.00%
1479,1668.0,117,52,44.44%,49,41.88%,68,58.12%,16,13.68%,3,2.56%
1480,,117,52,44.44%,49,41.88%,68,58.12%,16,13.68%,3,2.56%
1481,4126.0,56,30,53.57%,22,39.29%,32,57.14%,2,3.57%,8,14.29%
1482,,56,30,53.57%,22,39.29%,32,57.14%,2,3.57%,8,14.29%
1483,,519,246,47.40%,219,42.20%,274,52.79%,28,5.39%,27,5.20%
1484,7833.0,21,10,47.62%,10,47.62%,13,61.90%,3,14.29%,0,0.00%
1485,,21,10,47.62%,10,47.62%,13,61.90%,3,14.29%,0,0.00%
1486,4135.0,50,18,36.00%,17,34.00%,21,42.00%,3,6.00%,1,2.00%
1487,4143.0,66,41,62.12%,41,62.12%,45,68.18%,4,6.06%,0,0.00%
1488,4146.0,29,14,48.28%,14,48.28%,16,55.17%,2,6.90%,0,0.00%
1489,4149.0,147,85,57.82%,80,54.42%,95,64.63%,10,6.80%,5,3.40%
1490,,292,158,54.11%,152,52.05%,177,60.62%,19,6.51%,6,2.05%
1491,,313,168,53.67%,162,51.76%,190,60.70%,22,7.03%,6,1.92%
1492,4165.0,36,13,36.11%,13,36.11%,19,52.78%,6,16.67%,0,0.00%
1493,,36,13,36.11%,13,36.11%,19,52.78%,6,16.67%,0,0.00%
1494,4188.0,81,41,50.62%,37,45.68%,41,50.62%,0,0.00%,4,4.94%
1495,9999.0,1,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
1496,,82,41,50.00%,37,45.12%,41,50.00%,0,0.00%,4,4.88%
1497,4181.0,81,29,35.80%,29,35.80%,41,50.62%,12,14.81%,0,0.00%
1498,,81,29,35.80%,29,35.80%,41,50.62%,12,14.81%,0,0.00%
1499,4195.0,63,45,71.43%,43,68.25%,45,71.43%,0,0.00%,2,3.17%
1500,,63,45,71.43%,43,68.25%,45,71.43%,0,0.00%,2,3.17%
1501,4203.0,71,42,59.15%,42,59.15%,44,61.97%,2,2.82%,0,0.00%
1502,,71,42,59.15%,42,59.15%,44,61.97%,2,2.82%,0,0.00%
1503,4217.0,379,273,72.03%,263,69.39%,281,74.14%,8,2.11%,10,2.64%
1504,9999.0,11,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
1505,,390,273,70.00%,263,67.44%,281,72.05%,8,2.05%,10,2.56%
1506,4715.0,103,59,57.28%,54,52.43%,60,58.25%,1,0.97%,5,4.85%
1507,9999.0,1,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
1508,,104,59,56.73%,54,51.92%,60,57.69%,1,0.96%,5,4.81%
1509,4235.0,74,43,58.11%,37,50.00%,46,62.16%,3,4.05%,6,8.11%
1510,,74,43,58.11%,37,50.00%,46,62.16%,3,4.05%,6,8.11%
1511,4242.0,63,34,53.97%,33,52.38%,38,60.32%,4,6.35%,1,1.59%
1512,9999.0,2,1,50.00%,1,50.00%,1,50.00%,0,0.00%,0,0.00%
1513,,65,35,53.85%,34,52.31%,39,60.00%,4,6.15%,1,1.54%
1514,4249.0,123,68,55.28%,56,45.53%,69,56.10%,1,0.81%,12,9.76%
1515,9999.0,4,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
1516,,127,68,53.54%,56,44.09%,69,54.33%,1,0.79%,12,9.45%
1517,5083.0,290,257,88.62%,257,88.62%,263,90.69%,6,2.07%,0,0.00%
1518,9999.0,3,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
1519,,293,257,87.71%,257,87.71%,263,89.76%,6,2.05%,0,0.00%
1520,7019.0,191,114,59.69%,112,58.64%,117,61.26%,3,1.57%,2,1.05%
1521,9999.0,7,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
1522,,198,114,57.58%,112,56.57%,117,59.09%,3,1.52%,2,1.01%
1523,6012.0,246,161,65.45%,156,63.41%,167,67.89%,6,2.44%,5,2.03%
1524,9999.0,1,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
1525,,247,161,65.18%,156,63.16%,167,67.61%,6,2.43%,5,2.02%
1526,4286.0,106,39,36.79%,34,32.08%,39,36.79%,0,0.00%,5,4.72%
1527,,106,39,36.79%,34,32.08%,39,36.79%,0,0.00%,5,4.72%
1528,,"1,937","1,219",62.93%,"1,167",60.25%,"1,271",65.62%,52,2.68%,52,2.68%
1529,4295.0,158,99,62.66%,99,62.66%,105,66.46%,6,3.80%,0,0.00%
1530,9999.0,10,3,30.00%,3,30.00%,3,30.00%,0,0.00%,0,0.00%
1531,,168,102,60.71%,102,60.71%,108,64.29%,6,3.57%,0,0.00%
1532,6704.0,120,79,65.83%,79,65.83%,81,67.50%,2,1.67%,0,0.00%
1533,9999.0,4,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
1534,,124,79,63.71%,79,63.71%,81,65.32%,2,1.61%,0,0.00%
1535,,292,181,61.99%,181,61.99%,189,64.73%,8,2.74%,0,0.00%
1536,4930.0,154,90,58.44%,84,54.55%,92,59.74%,2,1.30%,6,3.90%
1537,9999.0,1,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
1538,,155,90,58.06%,84,54.19%,92,59.35%,2,1.29%,6,3.87%
1539,4340.0,136,111,81.62%,105,77.21%,113,83.09%,2,1.47%,6,4.41%
1540,9999.0,2,0,0.00%,0,0.00%,1,50.00%,1,50.00%,0,0.00%
1541,,138,111,80.43%,105,76.09%,114,82.61%,3,2.17%,6,4.35%
1542,4352.0,136,36,26.47%,33,24.26%,37,27.21%,1,0.74%,3,2.21%
1543,9999.0,11,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
1544,,147,36,24.49%,33,22.45%,37,25.17%,1,0.68%,3,2.04%
1545,4360.0,295,235,79.66%,230,77.97%,237,80.34%,2,0.68%,5,1.69%
1546,,295,235,79.66%,230,77.97%,237,80.34%,2,0.68%,5,1.69%
1547,7550.0,20,7,35.00%,7,35.00%,8,40.00%,1,5.00%,0,0.00%
1548,,20,7,35.00%,7,35.00%,8,40.00%,1,5.00%,0,0.00%
1549,4845.0,277,193,69.68%,187,67.51%,200,72.20%,7,2.53%,6,2.17%
1550,9999.0,11,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
1551,,288,193,67.01%,187,64.93%,200,69.44%,7,2.43%,6,2.08%
1552,4373.0,167,116,69.46%,108,64.67%,117,70.06%,1,0.60%,8,4.79%
1553,,167,116,69.46%,108,64.67%,117,70.06%,1,0.60%,8,4.79%
1554,4404.0,404,290,71.78%,289,71.53%,299,74.01%,9,2.23%,1,0.25%
1555,9999.0,3,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
1556,,407,290,71.25%,289,71.01%,299,73.46%,9,2.21%,1,0.25%
1557,8421.0,66,37,56.06%,34,51.52%,38,57.58%,1,1.52%,3,4.55%
1558,,66,37,56.06%,34,51.52%,38,57.58%,1,1.52%,3,4.55%
1559,4431.0,289,161,55.71%,152,52.60%,168,58.13%,7,2.42%,9,3.11%
1560,,289,161,55.71%,152,52.60%,168,58.13%,7,2.42%,9,3.11%
1561,4442.0,90,53,58.89%,49,54.44%,59,65.56%,6,6.67%,4,4.44%
1562,9999.0,2,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
1563,,92,53,57.61%,49,53.26%,59,64.13%,6,6.52%,4,4.35%
1564,6181.0,49,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
1565,9999.0,1,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
1566,,50,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
1567,4458.0,128,71,55.47%,71,55.47%,75,58.59%,4,3.13%,0,0.00%
1568,9999.0,2,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
1569,,130,71,54.62%,71,54.62%,75,57.69%,4,3.08%,0,0.00%
1570,8323.0,114,51,44.74%,51,44.74%,54,47.37%,3,2.63%,0,0.00%
1571,,114,51,44.74%,51,44.74%,54,47.37%,3,2.63%,0,0.00%
1572,4717.0,343,274,79.88%,271,79.01%,278,81.05%,4,1.17%,3,0.87%
1573,9999.0,5,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
1574,,348,274,78.74%,271,77.87%,278,79.89%,4,1.15%,3,0.86%
1575,6648.0,316,243,76.90%,241,76.27%,251,79.43%,8,2.53%,2,0.63%
1576,9999.0,3,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
1577,,319,243,76.18%,241,75.55%,251,78.68%,8,2.51%,2,0.63%
1578,6191.0,129,66,51.16%,66,51.16%,67,51.94%,1,0.78%,0,0.00%
1579,9999.0,3,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
1580,,132,66,50.00%,66,50.00%,67,50.76%,1,0.76%,0,0.00%
1581,4735.0,141,93,65.96%,92,65.25%,105,74.47%,12,8.51%,1,0.71%
1582,9999.0,2,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
1583,,143,93,65.03%,92,64.34%,105,73.43%,12,8.39%,1,0.70%
1584,,"3,300","2,127",64.45%,"2,070",62.73%,"2,199",66.64%,72,2.18%,57,1.73%
1585,5271.0,200,108,54.00%,108,54.00%,110,55.00%,2,1.00%,0,0.00%
1586,9999.0,3,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
1587,,203,108,53.20%,108,53.20%,110,54.19%,2,0.99%,0,0.00%
1588,4528.0,70,44,62.86%,44,62.86%,44,62.86%,0,0.00%,0,0.00%
1589,,70,44,62.86%,44,62.86%,44,62.86%,0,0.00%,0,0.00%
1590,,273,152,55.68%,152,55.68%,154,56.41%,2,0.73%,0,0.00%
1591,4545.0,424,299,70.52%,286,67.45%,309,72.88%,10,2.36%,13,3.07%
1592,9999.0,6,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
1593,,430,299,69.53%,286,66.51%,309,71.86%,10,2.33%,13,3.02%
1594,4553.0,488,336,68.85%,336,68.85%,365,74.80%,29,5.94%,0,0.00%
1595,9999.0,7,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
1596,,495,336,67.88%,336,67.88%,365,73.74%,29,5.86%,0,0.00%
1597,4558.0,220,114,51.82%,113,51.36%,118,53.64%,4,1.82%,1,0.45%
1598,9999.0,8,1,12.50%,1,12.50%,2,25.00%,1,12.50%,0,0.00%
1599,,228,115,50.44%,114,50.00%,120,52.63%,5,2.19%,1,0.44%
1600,4564.0,127,70,55.12%,70,55.12%,87,68.50%,17,13.39%,0,0.00%
1601,9999.0,2,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
1602,,129,70,54.26%,70,54.26%,87,67.44%,17,13.18%,0,0.00%
1603,4571.0,134,70,52.24%,70,52.24%,76,56.72%,6,4.48%,0,0.00%
1604,9999.0,1,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
1605,,135,70,51.85%,70,51.85%,76,56.30%,6,4.44%,0,0.00%
1606,7624.0,46,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
1607,,46,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
1608,4577.0,255,155,60.78%,147,57.65%,159,62.35%,4,1.57%,8,3.14%
1609,,255,155,60.78%,147,57.65%,159,62.35%,4,1.57%,8,3.14%
1610,4598.0,300,150,50.00%,144,48.00%,173,57.67%,23,7.67%,6,2.00%
1611,9999.0,2,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
1612,,302,150,49.67%,144,47.68%,173,57.28%,23,7.62%,6,1.99%
1613,4602.0,160,96,60.00%,87,54.38%,102,63.75%,6,3.75%,9,5.63%
1614,9999.0,1,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
1615,,161,96,59.63%,87,54.04%,102,63.35%,6,3.73%,9,5.59%
1616,4608.0,309,189,61.17%,184,59.55%,193,62.46%,4,1.29%,5,1.62%
1617,9999.0,60,6,10.00%,6,10.00%,7,11.67%,1,1.67%,0,0.00%
1618,,369,195,52.85%,190,51.49%,200,54.20%,5,1.36%,5,1.36%
1619,4614.0,208,156,75.00%,148,71.15%,156,75.00%,0,0.00%,8,3.85%
1620,9999.0,10,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
1621,,218,156,71.56%,148,67.89%,156,71.56%,0,0.00%,8,3.67%
1622,4623.0,259,155,59.85%,149,57.53%,159,61.39%,4,1.54%,6,2.32%
1623,9999.0,4,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
1624,,263,155,58.94%,149,56.65%,159,60.46%,4,1.52%,6,2.28%
1625,6705.0,229,130,56.77%,123,53.71%,136,59.39%,6,2.62%,7,3.06%
1626,9999.0,10,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
1627,,239,130,54.39%,123,51.46%,136,56.90%,6,2.51%,7,2.93%
1628,4647.0,266,129,48.50%,127,47.74%,148,55.64%,19,7.14%,2,0.75%
1629,9999.0,8,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
1630,,274,129,47.08%,127,46.35%,148,54.01%,19,6.93%,2,0.73%
1631,5168.0,372,124,33.33%,110,29.57%,125,33.60%,1,0.27%,14,3.76%
1632,,372,124,33.33%,110,29.57%,125,33.60%,1,0.27%,14,3.76%
1633,4658.0,189,131,69.31%,122,64.55%,131,69.31%,0,0.00%,9,4.76%
1634,9999.0,40,11,27.50%,11,27.50%,11,27.50%,0,0.00%,0,0.00%
1635,,229,142,62.01%,133,58.08%,142,62.01%,0,0.00%,9,3.93%
1636,1732.0,312,190,60.90%,190,60.90%,193,61.86%,3,0.96%,0,0.00%
1637,4704.0,262,162,61.83%,162,61.83%,162,61.83%,0,0.00%,0,0.00%
1638,9999.0,3,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
1639,,577,352,61.01%,352,61.01%,355,61.53%,3,0.52%,0,0.00%
1640,6345.0,255,178,69.80%,169,66.27%,188,73.73%,10,3.92%,9,3.53%
1641,,255,178,69.80%,169,66.27%,188,73.73%,10,3.92%,9,3.53%
1642,8131.0,19,19,100.00%,18,94.74%,19,100.00%,0,0.00%,1,5.26%
1643,,19,19,100.00%,18,94.74%,19,100.00%,0,0.00%,1,5.26%
1644,,"4,996","2,871",57.47%,"2,773",55.50%,"3,019",60.43%,148,2.96%,98,1.96%
1645,,"125,658","76,470",60.86%,"74,152",59.01%,"79,496",63.26%,"3,026",2.41%,"2,318",1.84%
1646,,,,,,,,,,,,
