,school number,graduate count,college bound,total college bound %,2- or 4-year college or university,2- or 4-year university %,total postsecondary bound,total postsecondary bound %,non-degree-granting postsecondary school,non-degree-granting postsecondary school %,specialized associate degree granting institution,specialized associate degree granting institution %
0,3.0,122,53,43.44%,50,40.98%,57,46.72%,4,3.28%,3,2.46%
1,9999.0,1,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
2,,123,53,43.09%,50,40.65%,57,46.34%,4,3.25%,3,2.44%
3,17.0,273,137,50.18%,134,49.08%,148,54.21%,11,4.03%,3,1.10%
4,9999.0,2,1,50.00%,1,50.00%,1,50.00%,0,0.00%,0,0.00%
5,,275,138,50.18%,135,49.09%,149,54.18%,11,4.00%,3,1.09%
6,6269.0,72,38,52.78%,38,52.78%,42,58.33%,4,5.56%,0,0.00%
7,,72,38,52.78%,38,52.78%,42,58.33%,4,5.56%,0,0.00%
8,6271.0,231,141,61.04%,141,61.04%,147,63.64%,6,2.60%,0,0.00%
9,,231,141,61.04%,141,61.04%,147,63.64%,6,2.60%,0,0.00%
10,14.0,136,72,52.94%,72,52.94%,75,55.15%,3,2.21%,0,0.00%
11,9999.0,4,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
12,,140,72,51.43%,72,51.43%,75,53.57%,3,2.14%,0,0.00%
13,21.0,122,63,51.64%,63,51.64%,63,51.64%,0,0.00%,0,0.00%
14,,122,63,51.64%,63,51.64%,63,51.64%,0,0.00%,0,0.00%
15,,963,505,52.44%,499,51.82%,533,55.35%,28,2.91%,6,0.62%
16,7727.0,106,81,76.42%,76,71.70%,81,76.42%,0,0.00%,5,4.72%
17,,106,81,76.42%,76,71.70%,81,76.42%,0,0.00%,5,4.72%
18,7846.0,11,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
19,,11,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
20,7562.0,22,11,50.00%,7,31.82%,12,54.55%,1,4.55%,4,18.18%
21,,22,11,50.00%,7,31.82%,12,54.55%,1,4.55%,4,18.18%
22,8308.0,91,32,35.16%,32,35.16%,41,45.05%,9,9.89%,0,0.00%
23,,91,32,35.16%,32,35.16%,41,45.05%,9,9.89%,0,0.00%
24,409.0,337,245,72.70%,244,72.40%,256,75.96%,11,3.26%,1,0.30%
25,412.0,112,67,59.82%,66,58.93%,68,60.71%,1,0.89%,1,0.89%
26,416.0,75,54,72.00%,52,69.33%,56,74.67%,2,2.67%,2,2.67%
27,6047.0,12,2,16.67%,2,16.67%,2,16.67%,0,0.00%,0,0.00%
28,6664.0,1,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
29,6811.0,14,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
30,6915.0,250,95,38.00%,95,38.00%,96,38.40%,1,0.40%,0,0.00%
31,8105.0,88,5,5.68%,5,5.68%,5,5.68%,0,0.00%,0,0.00%
32,8106.0,126,110,87.30%,110,87.30%,115,91.27%,5,3.97%,0,0.00%
33,8107.0,97,79,81.44%,79,81.44%,79,81.44%,0,0.00%,0,0.00%
34,8110.0,40,10,25.00%,8,20.00%,10,25.00%,0,0.00%,2,5.00%
35,8203.0,85,27,31.76%,26,30.59%,27,31.76%,0,0.00%,1,1.18%
36,8300.0,23,19,82.61%,18,78.26%,19,82.61%,0,0.00%,1,4.35%
37,9999.0,5,1,20.00%,1,20.00%,1,20.00%,0,0.00%,0,0.00%
38,,"1,265",714,56.44%,706,55.81%,734,58.02%,20,1.58%,8,0.63%
39,7772.0,25,24,96.00%,22,88.00%,24,96.00%,0,0.00%,2,8.00%
40,,25,24,96.00%,22,88.00%,24,96.00%,0,0.00%,2,8.00%
41,7832.0,35,26,74.29%,23,65.71%,28,80.00%,2,5.71%,3,8.57%
42,,35,26,74.29%,23,65.71%,28,80.00%,2,5.71%,3,8.57%
43,29.0,60,45,75.00%,35,58.33%,45,75.00%,0,0.00%,10,16.67%
44,,60,45,75.00%,35,58.33%,45,75.00%,0,0.00%,10,16.67%
45,5199.0,112,89,79.46%,87,77.68%,89,79.46%,0,0.00%,2,1.79%
46,,112,89,79.46%,87,77.68%,89,79.46%,0,0.00%,2,1.79%
47,315.0,345,296,85.80%,296,85.80%,299,86.67%,3,0.87%,0,0.00%
48,,345,296,85.80%,296,85.80%,299,86.67%,3,0.87%,0,0.00%
49,50.0,339,236,69.62%,236,69.62%,239,70.50%,3,0.88%,0,0.00%
50,9999.0,14,0,0.00%,0,0.00%,2,14.29%,2,14.29%,0,0.00%
51,,353,236,66.86%,236,66.86%,241,68.27%,5,1.42%,0,0.00%
52,62.0,338,270,79.88%,270,79.88%,270,79.88%,0,0.00%,0,0.00%
53,9999.0,1,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
54,,339,270,79.65%,270,79.65%,270,79.65%,0,0.00%,0,0.00%
55,70.0,101,69,68.32%,61,60.40%,74,73.27%,5,4.95%,8,7.92%
56,,101,69,68.32%,61,60.40%,74,73.27%,5,4.95%,8,7.92%
57,79.0,76,44,57.89%,44,57.89%,45,59.21%,1,1.32%,0,0.00%
58,9999.0,2,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
59,,78,44,56.41%,44,56.41%,45,57.69%,1,1.28%,0,0.00%
60,6706.0,266,193,72.56%,190,71.43%,198,74.44%,5,1.88%,3,1.13%
61,9999.0,2,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
62,,268,193,72.01%,190,70.90%,198,73.88%,5,1.87%,3,1.12%
63,8094.0,45,20,44.44%,20,44.44%,20,44.44%,0,0.00%,0,0.00%
64,,45,20,44.44%,20,44.44%,20,44.44%,0,0.00%,0,0.00%
65,8087.0,36,18,50.00%,18,50.00%,22,61.11%,4,11.11%,0,0.00%
66,,36,18,50.00%,18,50.00%,22,61.11%,4,11.11%,0,0.00%
67,513.0,136,93,68.38%,90,66.18%,95,69.85%,2,1.47%,3,2.21%
68,9999.0,3,0,0.00%,0,0.00%,1,33.33%,1,33.33%,0,0.00%
69,,139,93,66.91%,90,64.75%,96,69.06%,3,2.16%,3,2.16%
70,9999.0,1,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
71,,1,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
72,8340.0,95,46,48.42%,45,47.37%,53,55.79%,7,7.37%,1,1.05%
73,9999.0,8,2,25.00%,2,25.00%,2,25.00%,0,0.00%,0,0.00%
74,,103,48,46.60%,47,45.63%,55,53.40%,7,6.80%,1,0.97%
75,144.0,182,117,64.29%,116,63.74%,117,64.29%,0,0.00%,1,0.55%
76,9999.0,1,1,100.00%,1,100.00%,1,100.00%,0,0.00%,0,0.00%
77,,183,118,64.48%,117,63.93%,118,64.48%,0,0.00%,1,0.55%
78,7648.0,7,1,14.29%,1,14.29%,1,14.29%,0,0.00%,0,0.00%
79,,7,1,14.29%,1,14.29%,1,14.29%,0,0.00%,0,0.00%
80,156.0,326,270,82.82%,264,80.98%,271,83.13%,1,0.31%,6,1.84%
81,9999.0,1,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
82,,327,270,82.57%,264,80.73%,271,82.87%,1,0.31%,6,1.83%
83,170.0,257,140,54.47%,138,53.70%,142,55.25%,2,0.78%,2,0.78%
84,9999.0,5,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
85,,262,140,53.44%,138,52.67%,142,54.20%,2,0.76%,2,0.76%
86,5190.0,206,161,78.16%,161,78.16%,165,80.10%,4,1.94%,0,0.00%
87,,206,161,78.16%,161,78.16%,165,80.10%,4,1.94%,0,0.00%
88,5153.0,143,95,66.43%,87,60.84%,98,68.53%,3,2.10%,8,5.59%
89,9999.0,2,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
90,,145,95,65.52%,87,60.00%,98,67.59%,3,2.07%,8,5.52%
91,5112.0,124,97,78.23%,92,74.19%,97,78.23%,0,0.00%,5,4.03%
92,9999.0,3,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
93,,127,97,76.38%,92,72.44%,97,76.38%,0,0.00%,5,3.94%
94,6105.0,174,100,57.47%,95,54.60%,114,65.52%,14,8.05%,5,2.87%
95,,174,100,57.47%,95,54.60%,114,65.52%,14,8.05%,5,2.87%
96,5017.0,232,184,79.31%,181,78.02%,195,84.05%,11,4.74%,3,1.29%
97,,232,184,79.31%,181,78.02%,195,84.05%,11,4.74%,3,1.29%
98,4951.0,271,217,80.07%,211,77.86%,217,80.07%,0,0.00%,6,2.21%
99,,271,217,80.07%,211,77.86%,217,80.07%,0,0.00%,6,2.21%
100,254.0,491,450,91.65%,450,91.65%,454,92.46%,4,0.81%,0,0.00%
101,,491,450,91.65%,450,91.65%,454,92.46%,4,0.81%,0,0.00%
102,8305.0,648,582,89.81%,582,89.81%,582,89.81%,0,0.00%,0,0.00%
103,9999.0,11,0,0.00%,0,0.00%,1,9.09%,1,9.09%,0,0.00%
104,,659,582,88.32%,582,88.32%,583,88.47%,1,0.15%,0,0.00%
105,53.0,71,38,53.52%,38,53.52%,45,63.38%,7,9.86%,0,0.00%
106,9999.0,1,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
107,,72,38,52.78%,38,52.78%,45,62.50%,7,9.72%,0,0.00%
108,7101.0,309,225,72.82%,225,72.82%,234,75.73%,9,2.91%,0,0.00%
109,,309,225,72.82%,225,72.82%,234,75.73%,9,2.91%,0,0.00%
110,309.0,230,128,55.65%,128,55.65%,136,59.13%,8,3.48%,0,0.00%
111,,230,128,55.65%,128,55.65%,136,59.13%,8,3.48%,0,0.00%
112,435.0,273,216,79.12%,210,76.92%,223,81.68%,7,2.56%,6,2.20%
113,9999.0,3,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
114,,276,216,78.26%,210,76.09%,223,80.80%,7,2.54%,6,2.17%
115,448.0,131,99,75.57%,99,75.57%,100,76.34%,1,0.76%,0,0.00%
116,9999.0,2,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
117,,133,99,74.44%,99,74.44%,100,75.19%,1,0.75%,0,0.00%
118,6928.0,60,52,86.67%,52,86.67%,52,86.67%,0,0.00%,0,0.00%
119,,60,52,86.67%,52,86.67%,52,86.67%,0,0.00%,0,0.00%
120,460.0,303,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
121,,303,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
122,8392.0,62,38,61.29%,37,59.68%,43,69.35%,5,8.06%,1,1.61%
123,,62,38,61.29%,37,59.68%,43,69.35%,5,8.06%,1,1.61%
124,8459.0,129,72,55.81%,70,54.26%,72,55.81%,0,0.00%,2,1.55%
125,,129,72,55.81%,70,54.26%,72,55.81%,0,0.00%,2,1.55%
126,470.0,236,207,87.71%,207,87.71%,214,90.68%,7,2.97%,0,0.00%
127,9999.0,3,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
128,,239,207,86.61%,207,86.61%,214,89.54%,7,2.93%,0,0.00%
129,467.0,135,91,67.41%,89,65.93%,92,68.15%,1,0.74%,2,1.48%
130,,135,91,67.41%,89,65.93%,92,68.15%,1,0.74%,2,1.48%
131,196.0,96,59,61.46%,55,57.29%,72,75.00%,13,13.54%,4,4.17%
132,,96,59,61.46%,55,57.29%,72,75.00%,13,13.54%,4,4.17%
133,477.0,69,40,57.97%,40,57.97%,46,66.67%,6,8.70%,0,0.00%
134,,69,40,57.97%,40,57.97%,46,66.67%,6,8.70%,0,0.00%
135,492.0,325,293,90.15%,293,90.15%,298,91.69%,5,1.54%,0,0.00%
136,9999.0,5,1,20.00%,1,20.00%,1,20.00%,0,0.00%,0,0.00%
137,,330,294,89.09%,294,89.09%,299,90.61%,5,1.52%,0,0.00%
138,509.0,230,169,73.48%,168,73.04%,175,76.09%,6,2.61%,1,0.43%
139,,230,169,73.48%,168,73.04%,175,76.09%,6,2.61%,1,0.43%
140,523.0,219,173,79.00%,168,76.71%,175,79.91%,2,0.91%,5,2.28%
141,9999.0,2,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
142,,221,173,78.28%,168,76.02%,175,79.19%,2,0.90%,5,2.26%
143,536.0,205,110,53.66%,102,49.76%,116,56.59%,6,2.93%,8,3.90%
144,9999.0,6,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
145,,211,110,52.13%,102,48.34%,116,54.98%,6,2.84%,8,3.79%
146,107.0,205,115,56.10%,111,54.15%,127,61.95%,12,5.85%,4,1.95%
147,,205,115,56.10%,111,54.15%,127,61.95%,12,5.85%,4,1.95%
148,7821.0,91,47,51.65%,42,46.15%,52,57.14%,5,5.49%,5,5.49%
149,,91,47,51.65%,42,46.15%,52,57.14%,5,5.49%,5,5.49%
150,8129.0,43,35,81.40%,27,62.79%,41,95.35%,6,13.95%,8,18.60%
151,,43,35,81.40%,27,62.79%,41,95.35%,6,13.95%,8,18.60%
152,,"10,063","6,932",68.89%,"6,801",67.58%,"7,143",70.98%,211,2.10%,131,1.30%
153,2320.0,56,40,71.43%,39,69.64%,40,71.43%,0,0.00%,1,1.79%
154,9999.0,11,1,9.09%,1,9.09%,1,9.09%,0,0.00%,0,0.00%
155,,67,41,61.19%,40,59.70%,41,61.19%,0,0.00%,1,1.49%
156,7640.0,59,24,40.68%,24,40.68%,24,40.68%,0,0.00%,0,0.00%
157,8342.0,192,103,53.65%,103,53.65%,108,56.25%,5,2.60%,0,0.00%
158,9999.0,5,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
159,,256,127,49.61%,127,49.61%,132,51.56%,5,1.95%,0,0.00%
160,594.0,128,106,82.81%,102,79.69%,108,84.38%,2,1.56%,4,3.13%
161,9999.0,4,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
162,,132,106,80.30%,102,77.27%,108,81.82%,2,1.52%,4,3.03%
163,7923.0,45,29,64.44%,29,64.44%,29,64.44%,0,0.00%,0,0.00%
164,9999.0,2,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
165,,47,29,61.70%,29,61.70%,29,61.70%,0,0.00%,0,0.00%
166,4807.0,165,44,26.67%,41,24.85%,52,31.52%,8,4.85%,3,1.82%
167,,165,44,26.67%,41,24.85%,52,31.52%,8,4.85%,3,1.82%
168,,667,347,52.02%,339,50.82%,362,54.27%,15,2.25%,8,1.20%
169,7859.0,133,103,77.44%,103,77.44%,108,81.20%,5,3.76%,0,0.00%
170,,133,103,77.44%,103,77.44%,108,81.20%,5,3.76%,0,0.00%
171,8086.0,79,49,62.03%,48,60.76%,49,62.03%,0,0.00%,1,1.27%
172,9999.0,2,1,50.00%,1,50.00%,1,50.00%,0,0.00%,0,0.00%
173,,81,50,61.73%,49,60.49%,50,61.73%,0,0.00%,1,1.23%
174,6555.0,155,95,61.29%,84,54.19%,96,61.94%,1,0.65%,11,7.10%
175,9999.0,3,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
176,,158,95,60.13%,84,53.16%,96,60.76%,1,0.63%,11,6.96%
177,640.0,166,112,67.47%,112,67.47%,122,73.49%,10,6.02%,0,0.00%
178,9999.0,1,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
179,,167,112,67.07%,112,67.07%,122,73.05%,10,5.99%,0,0.00%
180,649.0,94,39,41.49%,37,39.36%,44,46.81%,5,5.32%,2,2.13%
181,9999.0,8,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
182,,102,39,38.24%,37,36.27%,44,43.14%,5,4.90%,2,1.96%
183,6707.0,176,128,72.73%,118,67.05%,132,75.00%,4,2.27%,10,5.68%
184,9999.0,3,1,33.33%,1,33.33%,3,100.00%,2,66.67%,0,0.00%
185,,179,129,72.07%,119,66.48%,135,75.42%,6,3.35%,10,5.59%
186,8496.0,8,1,12.50%,1,12.50%,3,37.50%,2,25.00%,0,0.00%
187,,8,1,12.50%,1,12.50%,3,37.50%,2,25.00%,0,0.00%
188,8044.0,158,109,68.99%,109,68.99%,116,73.42%,7,4.43%,0,0.00%
189,,158,109,68.99%,109,68.99%,116,73.42%,7,4.43%,0,0.00%
190,6563.0,110,62,56.36%,60,54.55%,72,65.45%,10,9.09%,2,1.82%
191,9999.0,1,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
192,,111,62,55.86%,60,54.05%,72,64.86%,10,9.01%,2,1.80%
193,7650.0,"1,062",421,39.64%,377,35.50%,453,42.66%,32,3.01%,44,4.14%
194,9999.0,4,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
195,,"1,066",421,39.49%,377,35.37%,453,42.50%,32,3.00%,44,4.13%
196,675.0,127,78,61.42%,67,52.76%,86,67.72%,8,6.30%,11,8.66%
197,9999.0,1,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
198,,128,78,60.94%,67,52.34%,86,67.19%,8,6.25%,11,8.59%
199,695.0,96,43,44.79%,41,42.71%,44,45.83%,1,1.04%,2,2.08%
200,,96,43,44.79%,41,42.71%,44,45.83%,1,1.04%,2,2.08%
201,700.0,102,55,53.92%,51,50.00%,57,55.88%,2,1.96%,4,3.92%
202,9999.0,3,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
203,,105,55,52.38%,51,48.57%,57,54.29%,2,1.90%,4,3.81%
204,8000.0,43,17,39.53%,17,39.53%,18,41.86%,1,2.33%,0,0.00%
205,,43,17,39.53%,17,39.53%,18,41.86%,1,2.33%,0,0.00%
206,714.0,77,48,62.34%,48,62.34%,48,62.34%,0,0.00%,0,0.00%
207,,77,48,62.34%,48,62.34%,48,62.34%,0,0.00%,0,0.00%
208,719.0,47,32,68.09%,28,59.57%,33,70.21%,1,2.13%,4,8.51%
209,9999.0,1,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
210,,48,32,66.67%,28,58.33%,33,68.75%,1,2.08%,4,8.33%
211,,"2,660","1,394",52.41%,"1,303",48.98%,"1,485",55.83%,91,3.42%,91,3.42%
212,726.0,138,52,37.68%,52,37.68%,66,47.83%,14,10.14%,0,0.00%
213,,138,52,37.68%,52,37.68%,66,47.83%,14,10.14%,0,0.00%
214,732.0,96,48,50.00%,45,46.88%,56,58.33%,8,8.33%,3,3.13%
215,,96,48,50.00%,45,46.88%,56,58.33%,8,8.33%,3,3.13%
216,7897.0,71,31,43.66%,31,43.66%,37,52.11%,6,8.45%,0,0.00%
217,9999.0,1,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
218,,72,31,43.06%,31,43.06%,37,51.39%,6,8.33%,0,0.00%
219,8436.0,58,29,50.00%,29,50.00%,29,50.00%,0,0.00%,0,0.00%
220,,58,29,50.00%,29,50.00%,29,50.00%,0,0.00%,0,0.00%
221,8154.0,11,5,45.45%,5,45.45%,6,54.55%,1,9.09%,0,0.00%
222,,11,5,45.45%,5,45.45%,6,54.55%,1,9.09%,0,0.00%
223,753.0,68,28,41.18%,28,41.18%,30,44.12%,2,2.94%,0,0.00%
224,,68,28,41.18%,28,41.18%,30,44.12%,2,2.94%,0,0.00%
225,,443,193,43.57%,190,42.89%,224,50.56%,31,7.00%,3,0.68%
226,820.0,71,42,59.15%,42,59.15%,44,61.97%,2,2.82%,0,0.00%
227,9999.0,1,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
228,,72,42,58.33%,42,58.33%,44,61.11%,2,2.78%,0,0.00%
229,6306.0,486,327,67.28%,308,63.37%,331,68.11%,4,0.82%,19,3.91%
230,9999.0,12,4,33.33%,4,33.33%,4,33.33%,0,0.00%,0,0.00%
231,,498,331,66.47%,312,62.65%,335,67.27%,4,0.80%,19,3.82%
232,6308.0,114,80,70.18%,74,64.91%,80,70.18%,0,0.00%,6,5.26%
233,,114,80,70.18%,74,64.91%,80,70.18%,0,0.00%,6,5.26%
234,777.0,172,124,72.09%,117,68.02%,126,73.26%,2,1.16%,7,4.07%
235,9999.0,9,0,0.00%,0,0.00%,1,11.11%,1,11.11%,0,0.00%
236,,181,124,68.51%,117,64.64%,127,70.17%,3,1.66%,7,3.87%
237,4810.0,258,161,62.40%,161,62.40%,161,62.40%,0,0.00%,0,0.00%
238,9999.0,1,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
239,,259,161,62.16%,161,62.16%,161,62.16%,0,0.00%,0,0.00%
240,788.0,309,200,64.72%,198,64.08%,209,67.64%,9,2.91%,2,0.65%
241,9999.0,4,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
242,,313,200,63.90%,198,63.26%,209,66.77%,9,2.88%,2,0.64%
243,5023.0,207,144,69.57%,141,68.12%,149,71.98%,5,2.42%,3,1.45%
244,9999.0,2,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
245,,209,144,68.90%,141,67.46%,149,71.29%,5,2.39%,3,1.44%
246,802.0,386,221,57.25%,220,56.99%,227,58.81%,6,1.55%,1,0.26%
247,,386,221,57.25%,220,56.99%,227,58.81%,6,1.55%,1,0.26%
248,808.0,162,93,57.41%,91,56.17%,93,57.41%,0,0.00%,2,1.23%
249,9999.0,4,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
250,,166,93,56.02%,91,54.82%,93,56.02%,0,0.00%,2,1.20%
251,816.0,98,69,70.41%,69,70.41%,69,70.41%,0,0.00%,0,0.00%
252,,98,69,70.41%,69,70.41%,69,70.41%,0,0.00%,0,0.00%
253,6610.0,343,206,60.06%,206,60.06%,206,60.06%,0,0.00%,0,0.00%
254,,343,206,60.06%,206,60.06%,206,60.06%,0,0.00%,0,0.00%
255,6318.0,132,82,62.12%,82,62.12%,85,64.39%,3,2.27%,0,0.00%
256,9999.0,6,1,16.67%,1,16.67%,1,16.67%,0,0.00%,0,0.00%
257,,138,83,60.14%,83,60.14%,86,62.32%,3,2.17%,0,0.00%
258,8116.0,"1,070",648,60.56%,635,59.35%,690,64.49%,42,3.93%,13,1.21%
259,9999.0,25,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
260,,"1,095",648,59.18%,635,57.99%,690,63.01%,42,3.84%,13,1.19%
261,864.0,153,82,53.59%,76,49.67%,88,57.52%,6,3.92%,6,3.92%
262,,153,82,53.59%,76,49.67%,88,57.52%,6,3.92%,6,3.92%
263,4670.0,102,49,48.04%,49,48.04%,52,50.98%,3,2.94%,0,0.00%
264,9999.0,1,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
265,,103,49,47.57%,49,47.57%,52,50.49%,3,2.91%,0,0.00%
266,873.0,241,170,70.54%,153,63.49%,171,70.95%,1,0.41%,17,7.05%
267,9999.0,18,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
268,,259,170,65.64%,153,59.07%,171,66.02%,1,0.39%,17,6.56%
269,6980.0,509,358,70.33%,353,69.35%,368,72.30%,10,1.96%,5,0.98%
270,9999.0,6,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
271,,515,358,69.51%,353,68.54%,368,71.46%,10,1.94%,5,0.97%
272,887.0,137,115,83.94%,111,81.02%,115,83.94%,0,0.00%,4,2.92%
273,,137,115,83.94%,111,81.02%,115,83.94%,0,0.00%,4,2.92%
274,,"5,039","3,176",63.03%,"3,091",61.34%,"3,270",64.89%,94,1.87%,85,1.69%
275,7720.0,17,5,29.41%,3,17.65%,7,41.18%,2,11.76%,2,11.76%
276,,17,5,29.41%,3,17.65%,7,41.18%,2,11.76%,2,11.76%
277,913.0,463,243,52.48%,235,50.76%,278,60.04%,35,7.56%,8,1.73%
278,,463,243,52.48%,235,50.76%,278,60.04%,35,7.56%,8,1.73%
279,917.0,90,53,58.89%,53,58.89%,53,58.89%,0,0.00%,0,0.00%
280,,90,53,58.89%,53,58.89%,53,58.89%,0,0.00%,0,0.00%
281,921.0,73,36,49.32%,31,42.47%,37,50.68%,1,1.37%,5,6.85%
282,9999.0,1,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
283,,74,36,48.65%,31,41.89%,37,50.00%,1,1.35%,5,6.76%
284,5207.0,238,132,55.46%,132,55.46%,142,59.66%,10,4.20%,0,0.00%
285,9999.0,3,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
286,,241,132,54.77%,132,54.77%,142,58.92%,10,4.15%,0,0.00%
287,941.0,139,83,59.71%,79,56.83%,86,61.87%,3,2.16%,4,2.88%
288,9999.0,1,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
289,,140,83,59.29%,79,56.43%,86,61.43%,3,2.14%,4,2.86%
290,949.0,148,83,56.08%,81,54.73%,90,60.81%,7,4.73%,2,1.35%
291,,148,83,56.08%,81,54.73%,90,60.81%,7,4.73%,2,1.35%
292,951.0,46,17,36.96%,17,36.96%,18,39.13%,1,2.17%,0,0.00%
293,,46,17,36.96%,17,36.96%,18,39.13%,1,2.17%,0,0.00%
294,,"1,219",652,53.49%,631,51.76%,711,58.33%,59,4.84%,21,1.72%
295,958.0,160,73,45.63%,73,45.63%,74,46.25%,1,0.63%,0,0.00%
296,,160,73,45.63%,73,45.63%,74,46.25%,1,0.63%,0,0.00%
297,988.0,83,37,44.58%,37,44.58%,41,49.40%,4,4.82%,0,0.00%
298,,83,37,44.58%,37,44.58%,41,49.40%,4,4.82%,0,0.00%
299,964.0,50,1,2.00%,1,2.00%,1,2.00%,0,0.00%,0,0.00%
300,,50,1,2.00%,1,2.00%,1,2.00%,0,0.00%,0,0.00%
301,965.0,54,33,61.11%,33,61.11%,33,61.11%,0,0.00%,0,0.00%
302,,54,33,61.11%,33,61.11%,33,61.11%,0,0.00%,0,0.00%
303,5208.0,111,50,45.05%,49,44.14%,54,48.65%,4,3.60%,1,0.90%
304,,111,50,45.05%,49,44.14%,54,48.65%,4,3.60%,1,0.90%
305,1000.0,87,40,45.98%,40,45.98%,41,47.13%,1,1.15%,0,0.00%
306,,87,40,45.98%,40,45.98%,41,47.13%,1,1.15%,0,0.00%
307,1005.0,73,40,54.79%,40,54.79%,45,61.64%,5,6.85%,0,0.00%
308,9999.0,1,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
309,,74,40,54.05%,40,54.05%,45,60.81%,5,6.76%,0,0.00%
310,,619,274,44.26%,273,44.10%,289,46.69%,15,2.42%,1,0.16%
311,7726.0,23,10,43.48%,10,43.48%,11,47.83%,1,4.35%,0,0.00%
312,,23,10,43.48%,10,43.48%,11,47.83%,1,4.35%,0,0.00%
313,5116.0,505,321,63.56%,308,60.99%,359,71.09%,38,7.52%,13,2.57%
314,9999.0,10,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
315,,515,321,62.33%,308,59.81%,359,69.71%,38,7.38%,13,2.52%
316,1014.0,79,53,67.09%,53,67.09%,58,73.42%,5,6.33%,0,0.00%
317,9999.0,7,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
318,,86,53,61.63%,53,61.63%,58,67.44%,5,5.81%,0,0.00%
319,1029.0,335,171,51.04%,171,51.04%,171,51.04%,0,0.00%,0,0.00%
320,9999.0,38,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
321,,373,171,45.84%,171,45.84%,171,45.84%,0,0.00%,0,0.00%
322,1030.0,333,187,56.16%,187,56.16%,224,67.27%,37,11.11%,0,0.00%
323,,333,187,56.16%,187,56.16%,224,67.27%,37,11.11%,0,0.00%
324,1040.0,400,305,76.25%,305,76.25%,313,78.25%,8,2.00%,0,0.00%
325,9999.0,3,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
326,,403,305,75.68%,305,75.68%,313,77.67%,8,1.99%,0,0.00%
