,school number,graduate count,college bound,total college bound %,2- or 4-year college or university,total postsecondary bound,total postsecondary bound %,non-degree-granting postsecondary school,non-degree-granting postsecondary school %,specialized associate degree granting institution
407,2633.0,444,314,70.7%,280,316,71.2%,2,0.5%,34
408,1629.0,81,51,63.0%,51,51,63.0%,0,0.0%,0
409,6942.0,101,53,52.5%,51,53,52.5%,0,0.0%,2
410,6136.0,101,74,73.3%,66,77,76.2%,3,3.0%,8
411,1915.0,297,235,79.1%,222,252,84.8%,17,5.7%,13
412,1100.0,573,458,79.9%,455,477,83.2%,19,3.3%,3
413,2345.0,69,55,79.7%,46,55,79.7%,0,0.0%,9
414,6231.0,123,85,69.1%,84,86,69.9%,1,0.8%,1
415,4682.0,840,773,92.0%,763,786,93.6%,13,1.5%,10
416,7650.0,809,493,60.9%,468,536,66.3%,43,5.3%,25
417,7821.0,56,50,89.3%,44,50,89.3%,0,0.0%,6
418,7819.0,238,97,40.8%,95,110,46.2%,13,5.5%,2
419,6648.0,359,303,84.4%,300,308,85.8%,5,1.4%,3
420,2649.0,143,80,55.9%,67,92,64.3%,12,8.4%,13
421,3328.0,343,292,85.1%,286,295,86.0%,3,0.9%,6
422,7770.0,45,19,42.2%,19,20,44.4%,1,2.2%,0
423,5083.0,351,325,92.6%,320,328,93.4%,3,0.9%,5
424,7587.0,104,73,70.2%,73,74,71.2%,1,1.0%,0
425,3847.0,240,144,60.0%,132,147,61.3%,3,1.3%,12
426,7070.0,122,118,96.7%,118,119,97.5%,1,0.8%,0
427,3840.0,166,3,1.8%,3,3,1.8%,0,0.0%,0
428,3638.0,20,0,0.0%,0,0,0.0%,0,0.0%,0
429,4728.0,21,13,61.9%,13,13,61.9%,0,0.0%,0
430,7023.0,202,0,0.0%,0,0,0.0%,0,0.0%,0
431,3848.0,519,509,98.1%,508,511,98.5%,2,0.4%,1
432,7783.0,39,0,0.0%,0,0,0.0%,0,0.0%,0
433,7676.0,98,0,0.0%,0,0,0.0%,0,0.0%,0
434,7781.0,95,69,72.6%,69,70,73.7%,1,1.1%,0
435,6996.0,147,107,72.8%,106,112,76.2%,5,3.4%,1
436,3841.0,218,147,67.4%,130,172,78.9%,25,11.5%,17
437,3787.0,41,0,0.0%,0,0,0.0%,0,0.0%,0
438,3849.0,312,191,61.2%,177,214,68.6%,23,7.4%,14
439,3816.0,267,159,59.6%,156,167,62.5%,8,3.0%,3
440,7240.0,51,0,0.0%,0,0,0.0%,0,0.0%,0
441,3850.0,310,134,43.2%,127,144,46.5%,10,3.2%,7
442,3851.0,128,62,48.4%,60,65,50.8%,3,2.3%,2
443,6822.0,120,97,80.8%,96,101,84.2%,4,3.3%,1
444,3818.0,141,121,85.8%,121,122,86.5%,1,0.7%,0
445,7664.0,49,47,95.9%,47,47,95.9%,0,0.0%,0
446,3852.0,167,109,65.3%,95,117,70.1%,8,4.8%,14
447,3843.0,249,238,95.6%,238,238,95.6%,0,0.0%,0
448,3853.0,218,105,48.2%,103,116,53.2%,11,5.0%,2
449,7852.0,64,38,59.4%,38,42,65.6%,4,6.3%,0
450,7855.0,55,33,60.0%,30,46,83.6%,13,23.6%,3
451,7851.0,85,53,62.4%,49,56,65.9%,3,3.5%,4
452,6675.0,251,162,64.5%,157,170,67.7%,8,3.2%,5
453,7810.0,91,68,74.7%,62,69,75.8%,1,1.1%,6
454,7811.0,47,0,0.0%,0,0,0.0%,0,0.0%,0
455,3845.0,261,138,52.9%,127,153,58.6%,15,5.7%,11
456,3842.0,177,125,70.6%,123,142,80.2%,17,9.6%,2
457,3808.0,120,118,98.3%,118,118,98.3%,0,0.0%,0
458,3809.0,58,0,0.0%,0,0,0.0%,0,0.0%,0
459,7815.0,34,34,100.0%,33,34,100.0%,0,0.0%,1
460,3855.0,612,465,76.0%,441,477,77.9%,12,2.0%,24
461,7853.0,105,28,26.7%,26,28,26.7%,0,0.0%,2
462,7854.0,99,63,63.6%,54,81,81.8%,18,18.2%,9
463,3857.0,334,237,71.0%,225,282,84.4%,45,13.5%,12
464,6548.0,64,55,85.9%,55,56,87.5%,1,1.6%,0
465,7808.0,90,78,86.7%,73,80,88.9%,2,2.2%,5
466,7782.0,98,98,100.0%,94,98,100.0%,0,0.0%,4
467,7780.0,43,0,0.0%,0,0,0.0%,0,0.0%,0
468,3858.0,160,0,0.0%,0,0,0.0%,0,0.0%,0
469,7814.0,40,0,0.0%,0,0,0.0%,0,0.0%,0
470,7812.0,74,0,0.0%,0,0,0.0%,0,0.0%,0
471,7813.0,50,1,2.0%,1,1,2.0%,0,0.0%,0
472,6522.0,64,0,0.0%,0,0,0.0%,0,0.0%,0
473,3844.0,210,0,0.0%,0,0,0.0%,0,0.0%,0
474,3861.0,89,2,2.2%,2,2,2.2%,0,0.0%,0
475,7245.0,76,33,43.4%,33,42,55.3%,9,11.8%,0
476,3859.0,174,140,80.5%,128,147,84.5%,7,4.0%,12
477,7255.0,117,89,76.1%,85,91,77.8%,2,1.7%,4
478,7072.0,175,101,57.7%,98,129,73.7%,28,16.0%,3
479,6523.0,243,0,0.0%,0,0,0.0%,0,0.0%,0
480,7252.0,47,1,2.1%,1,1,2.1%,0,0.0%,0
481,6527.0,381,253,66.4%,227,261,68.5%,8,2.1%,26
482,3860.0,195,0,0.0%,0,0,0.0%,0,0.0%,0
483,3728.0,9,0,0.0%,0,5,55.6%,5,55.6%,0
484,7737.0,134,75,56.0%,66,76,56.7%,1,0.7%,9
485,1560.0,129,85,65.9%,69,86,66.7%,1,0.8%,16
486,1426.0,244,211,86.5%,204,217,88.9%,6,2.5%,7
487,3910.0,131,82,62.6%,62,91,69.5%,9,6.9%,20
488,315.0,332,302,91.0%,302,307,92.5%,5,1.5%,0
489,409.0,329,279,84.8%,263,287,87.2%,8,2.4%,16
490,6915.0,249,199,79.9%,187,207,83.1%,8,3.2%,12
491,412.0,201,160,79.6%,132,160,79.6%,0,0.0%,28
492,6811.0,12,0,0.0%,0,0,0.0%,0,0.0%,0
493,415.0,118,93,78.8%,92,95,80.5%,2,1.7%,1
494,6047.0,8,0,0.0%,0,0,0.0%,0,0.0%,0
495,422.0,149,109,73.2%,103,116,77.9%,7,4.7%,6
496,424.0,114,65,57.0%,65,65,57.0%,0,0.0%,0
497,416.0,196,155,79.1%,148,162,82.7%,7,3.6%,7
498,6664.0,5,0,0.0%,0,0,0.0%,0,0.0%,0
499,7103.0,132,120,90.9%,119,121,91.7%,1,0.8%,1
500,425.0,227,211,93.0%,203,213,93.8%,2,0.9%,8
501,420.0,74,44,59.5%,42,48,64.9%,4,5.4%,2
502,5058.0,246,205,83.3%,196,205,83.3%,0,0.0%,9
503,3210.0,539,0,0.0%,0,0,0.0%,0,0.0%,0
504,435.0,373,324,86.9%,309,329,88.2%,5,1.3%,15
505,7771.0,2,1,50.0%,1,2,100.0%,1,50.0%,0
506,3216.0,475,370,77.9%,362,374,78.7%,4,0.8%,8
507,7738.0,475,348,73.3%,342,351,73.9%,3,0.6%,6
508,3111.0,99,63,63.6%,56,69,69.7%,6,6.1%,7
509,1270.0,68,48,70.6%,43,49,72.1%,1,1.5%,5
510,3338.0,154,135,87.7%,131,137,89.0%,2,1.3%,4
511,3348.0,169,127,75.1%,113,136,80.5%,9,5.3%,14
512,3924.0,275,197,71.6%,177,199,72.4%,2,0.7%,20
513,7540.0,149,124,83.2%,122,126,84.6%,2,1.3%,2
514,6165.0,229,155,67.7%,130,162,70.7%,7,3.1%,25
515,2350.0,78,38,48.7%,36,44,56.4%,6,7.7%,2
516,448.0,148,133,89.9%,132,135,91.2%,2,1.4%,1
517,1128.0,373,319,85.5%,311,323,86.6%,4,1.1%,8
518,1921.0,271,244,90.0%,242,244,90.0%,0,0.0%,2
519,859.0,716,427,59.6%,404,438,61.2%,11,1.5%,23
520,4598.0,366,261,71.3%,229,270,73.8%,9,2.5%,32
521,1495.0,84,47,56.0%,43,49,58.3%,2,2.4%,4
522,7636.0,32,32,100.0%,32,32,100.0%,0,0.0%,0
523,3165.0,102,66,64.7%,61,67,65.7%,1,1.0%,5
524,7941.0,134,0,0.0%,0,0,0.0%,0,0.0%,0
525,1989.0,91,74,81.3%,61,74,81.3%,0,0.0%,13
526,1934.0,469,371,79.1%,359,384,81.9%,13,2.8%,12
527,7019.0,266,195,73.3%,180,203,76.3%,8,3.0%,15
528,700.0,165,116,70.3%,108,123,74.5%,7,4.2%,8
529,2496.0,119,92,77.3%,92,95,79.8%,3,2.5%,0
530,6928.0,101,88,87.1%,84,88,87.1%,0,0.0%,4
531,7629.0,28,27,96.4%,27,28,100.0%,1,3.6%,0
532,712.0,55,44,80.0%,37,44,80.0%,0,0.0%,7
533,6210.0,65,0,0.0%,0,0,0.0%,0,0.0%,0
534,1942.0,288,261,90.6%,259,267,92.7%,6,2.1%,2
535,5169.0,190,134,70.5%,125,140,73.7%,6,3.2%,9
536,2833.0,146,123,84.2%,122,123,84.2%,0,0.0%,1
537,4002.0,35,25,71.4%,24,25,71.4%,0,0.0%,1
538,5352.0,190,147,77.4%,143,150,78.9%,3,1.6%,4
539,965.0,71,47,66.2%,47,53,74.6%,6,8.5%,0
540,5264.0,99,68,68.7%,65,74,74.7%,6,6.1%,3
541,864.0,161,128,79.5%,123,136,84.5%,8,5.0%,5
542,7124.0,25,22,88.0%,22,22,88.0%,0,0.0%,0
543,6413.0,479,434,90.6%,424,452,94.4%,18,3.8%,10
544,2489.0,279,256,91.8%,248,271,97.1%,15,5.4%,8
545,3969.0,209,156,74.6%,155,161,77.0%,5,2.4%,1
546,1183.0,542,467,86.2%,444,470,86.7%,3,0.6%,23
547,4006.0,47,23,48.9%,21,25,53.2%,2,4.3%,2
548,460.0,435,211,48.5%,199,211,48.5%,0,0.0%,12
549,7893.0,142,101,71.1%,95,102,71.8%,1,0.7%,6
550,6800.0,45,29,64.4%,29,30,66.7%,1,2.2%,0
551,5246.0,142,77,54.2%,75,77,54.2%,0,0.0%,2
552,3124.0,109,83,76.1%,81,90,82.6%,7,6.4%,2
553,3940.0,72,43,59.7%,38,48,66.7%,5,6.9%,5
554,2708.0,122,82,67.2%,81,92,75.4%,10,8.2%,1
555,3569.0,208,115,55.3%,102,118,56.7%,3,1.4%,13
556,5221.0,236,181,76.7%,167,182,77.1%,1,0.4%,14
557,1172.0,166,144,86.7%,140,145,87.3%,1,0.6%,4
558,3117.0,69,39,56.5%,31,46,66.7%,7,10.1%,8
559,2658.0,304,166,54.6%,162,176,57.9%,10,3.3%,4
560,4015.0,221,141,63.8%,133,149,67.4%,8,3.6%,8
561,3354.0,496,421,84.9%,393,422,85.1%,1,0.2%,28
562,440.0,133,112,84.2%,100,112,84.2%,0,0.0%,12
563,1177.0,253,208,82.2%,208,209,82.6%,1,0.4%,0
564,4602.0,247,187,75.7%,187,193,78.1%,6,2.4%,0
565,470.0,127,119,93.7%,111,120,94.5%,1,0.8%,8
566,6328.0,179,151,84.4%,145,153,85.5%,2,1.1%,6
567,467.0,188,168,89.4%,168,170,90.4%,2,1.1%,0
568,714.0,109,84,77.1%,84,85,78.0%,1,0.9%,0
569,4608.0,299,224,74.9%,216,241,80.6%,17,5.7%,8
570,3056.0,91,64,70.3%,64,66,72.5%,2,2.2%,0
571,6516.0,200,151,75.5%,144,164,82.0%,13,6.5%,7
572,2284.0,40,23,57.5%,23,23,57.5%,0,0.0%,0
573,1627.0,112,90,80.4%,87,94,83.9%,4,3.6%,3
574,2253.0,63,45,71.4%,38,45,71.4%,0,0.0%,7
575,2313.0,109,59,54.1%,54,61,56.0%,2,1.8%,5
576,2839.0,249,201,80.7%,200,209,83.9%,8,3.2%,1
577,4064.0,50,28,56.0%,28,31,62.0%,3,6.0%,0
578,4068.0,87,55,63.2%,44,58,66.7%,3,3.4%,11
579,4071.0,49,27,55.1%,27,27,55.1%,0,0.0%,0
580,4614.0,282,212,75.2%,205,219,77.7%,7,2.5%,7
581,6191.0,153,102,66.7%,102,124,81.0%,22,14.4%,0
582,7648.0,2,1,50.0%,1,1,50.0%,0,0.0%,0
583,941.0,149,87,58.4%,82,90,60.4%,3,2.0%,5
584,4623.0,283,204,72.1%,179,222,78.4%,18,6.4%,25
585,1950.0,283,261,92.2%,259,262,92.6%,1,0.4%,2
586,3376.0,191,175,91.6%,173,175,91.6%,0,0.0%,2
587,3367.0,442,382,86.4%,374,398,90.0%,16,3.6%,8
588,1364.0,656,572,87.2%,548,576,87.8%,4,0.6%,24
589,196.0,147,103,70.1%,90,113,76.9%,10,6.8%,13
590,1801.0,66,32,48.5%,30,34,51.5%,2,3.0%,2
591,477.0,96,43,44.8%,43,53,55.2%,10,10.4%,0
592,3224.0,436,318,72.9%,318,318,72.9%,0,0.0%,0
593,7635.0,31,13,41.9%,13,13,41.9%,0,0.0%,0
594,4030.0,56,34,60.7%,33,34,60.7%,0,0.0%,1
595,7567.0,49,7,14.3%,7,10,20.4%,3,6.1%,0
596,4054.0,62,46,74.2%,46,50,80.6%,4,6.5%,0
597,1806.0,254,230,90.6%,215,231,90.9%,1,0.4%,15
598,3589.0,148,104,70.3%,102,104,70.3%,0,0.0%,2
599,5070.0,156,137,87.8%,129,137,87.8%,0,0.0%,8
600,7833.0,15,6,40.0%,5,8,53.3%,2,13.3%,1
601,1668.0,159,120,75.5%,116,120,75.5%,0,0.0%,4
602,5208.0,145,82,56.6%,76,93,64.1%,11,7.6%,6
603,1423.0,491,476,96.9%,475,479,97.6%,3,0.6%,1
604,6012.0,272,206,75.7%,182,216,79.4%,10,3.7%,24
605,3957.0,73,48,65.8%,37,50,68.5%,2,2.7%,11
606,1000.0,120,78,65.0%,77,79,65.8%,1,0.8%,1
607,4670.0,116,72,62.1%,69,79,68.1%,7,6.0%,3
608,5271.0,259,185,71.4%,178,189,73.0%,4,1.5%,7
609,6216.0,18,7,38.9%,7,7,38.9%,0,0.0%,0
610,7762.0,77,17,22.1%,16,18,23.4%,1,1.3%,1
611,6280.0,207,92,44.4%,92,118,57.0%,26,12.6%,0
612,753.0,99,54,54.5%,47,58,58.6%,4,4.0%,7
613,873.0,235,189,80.4%,189,190,80.9%,1,0.4%,0
614,949.0,139,99,71.2%,91,110,79.1%,11,7.9%,8
615,2712.0,54,48,88.9%,43,49,90.7%,1,1.9%,5
616,2075.0,85,37,43.5%,35,49,57.6%,12,14.1%,2
617,1501.0,45,26,57.8%,22,27,60.0%,1,2.2%,4
618,2184.0,221,159,71.9%,143,165,74.7%,6,2.7%,16
619,1443.0,311,298,95.8%,298,301,96.8%,3,1.0%,0
620,2358.0,110,76,69.1%,76,77,70.0%,1,0.9%,0
621,21.0,142,93,65.5%,78,97,68.3%,4,2.8%,15
622,1972.0,783,578,73.8%,578,591,75.5%,13,1.7%,0
623,6340.0,82,57,69.5%,56,59,72.0%,2,2.4%,1
624,5078.0,403,383,95.0%,383,385,95.5%,2,0.5%,0
625,3395.0,237,216,91.1%,210,216,91.1%,0,0.0%,6
626,3401.0,226,164,72.6%,164,176,77.9%,12,5.3%,0
627,5081.0,211,158,74.9%,154,165,78.2%,7,3.3%,4
628,492.0,340,325,95.6%,324,326,95.9%,1,0.3%,1
629,4126.0,70,49,70.0%,49,49,70.0%,0,0.0%,0
630,6775.0,186,151,81.2%,147,155,83.3%,4,2.2%,4
631,4310.0,301,227,75.4%,216,238,79.1%,11,3.7%,11
632,5287.0,322,280,87.0%,276,282,87.6%,2,0.6%,4
633,4143.0,98,75,76.5%,75,79,80.6%,4,4.1%,0
634,4146.0,44,22,50.0%,16,26,59.1%,4,9.1%,6
635,4149.0,196,143,73.0%,143,144,73.5%,1,0.5%,0
636,4135.0,90,47,52.2%,46,56,62.2%,9,10.0%,1
637,5103.0,124,83,66.9%,72,104,83.9%,21,16.9%,11
638,2663.0,343,249,72.6%,237,263,76.7%,14,4.1%,12
639,4286.0,124,86,69.4%,69,88,71.0%,2,1.6%,17
640,6148.0,115,67,58.3%,58,80,69.6%,13,11.3%,9
641,4295.0,258,171,66.3%,164,184,71.3%,13,5.0%,7
642,2243.0,312,192,61.5%,188,209,67.0%,17,5.4%,4
643,1327.0,67,54,80.6%,54,54,80.6%,0,0.0%,0
644,4080.0,107,80,74.8%,73,82,76.6%,2,1.9%,7
645,509.0,243,207,85.2%,194,215,88.5%,8,3.3%,13
646,1566.0,94,52,55.3%,44,53,56.4%,1,1.1%,8
647,7894.0,279,250,89.6%,247,260,93.2%,10,3.6%,3
648,6734.0,356,322,90.4%,320,330,92.7%,8,2.2%,2
649,1453.0,306,272,88.9%,269,273,89.2%,1,0.3%,3
650,7136.0,77,47,61.0%,47,47,61.0%,0,0.0%,0
651,523.0,258,187,72.5%,181,188,72.9%,1,0.4%,6
652,6129.0,79,59,74.7%,57,64,81.0%,5,6.3%,2
653,536.0,259,231,89.2%,208,232,89.6%,1,0.4%,23
654,3596.0,193,98,50.8%,87,107,55.4%,9,4.7%,11
655,1732.0,327,260,79.5%,260,260,79.5%,0,0.0%,0
656,4704.0,298,214,71.8%,203,225,75.5%,11,3.7%,11
657,5059.0,102,33,32.4%,32,38,37.3%,5,4.9%,1
658,6705.0,167,148,88.6%,142,151,90.4%,3,1.8%,6
659,719.0,63,46,73.0%,45,48,76.2%,2,3.2%,1
660,4959.0,121,62,51.2%,39,62,51.2%,0,0.0%,23
661,6704.0,186,130,69.9%,126,143,76.9%,13,7.0%,4
662,1293.0,147,128,87.1%,127,129,87.8%,1,0.7%,1
663,2848.0,355,264,74.4%,263,272,76.6%,8,2.3%,1
664,3009.0,165,119,72.1%,116,126,76.4%,7,4.2%,3
665,3008.0,117,88,75.2%,78,88,75.2%,0,0.0%,10
666,3007.0,236,176,74.6%,171,182,77.1%,6,2.5%,5
667,555.0,85,67,78.8%,57,67,78.8%,0,0.0%,10
668,1892.0,364,251,69.0%,246,278,76.4%,27,7.4%,5
669,3914.0,91,60,65.9%,49,64,70.3%,4,4.4%,11
670,951.0,46,24,52.2%,24,25,54.3%,1,2.2%,0
671,6368.0,368,197,53.5%,197,204,55.4%,7,1.9%,0
672,2721.0,131,99,75.6%,95,113,86.3%,14,10.7%,4
673,6980.0,441,362,82.1%,354,378,85.7%,16,3.6%,8
674,3522.0,177,130,73.4%,127,134,75.7%,4,2.3%,3
675,4026.0,99,77,77.8%,76,79,79.8%,2,2.0%,1
676,3247.0,333,307,92.2%,307,307,92.2%,0,0.0%,0
677,107.0,316,263,83.2%,243,266,84.2%,3,0.9%,20
678,7512.0,44,44,100.0%,43,44,100.0%,0,0.0%,1
679,1005.0,101,68,67.3%,64,69,68.3%,1,1.0%,4
680,6390.0,208,175,84.1%,175,183,88.0%,8,3.8%,0
681,6391.0,356,266,74.7%,260,282,79.2%,16,4.5%,6
682,887.0,148,136,91.9%,131,136,91.9%,0,0.0%,5
683,4647.0,254,58,22.8%,58,80,31.5%,22,8.7%,0
684,5168.0,98,17,17.3%,17,21,21.4%,4,4.1%,0
685,7345.0,185,64,34.6%,47,85,45.9%,21,11.4%,17
686,4658.0,179,158,88.3%,144,159,88.8%,1,0.6%,14
687,4735.0,190,129,67.9%,123,140,73.7%,11,5.8%,6
688,7513.0,97,43,44.3%,25,45,46.4%,2,2.1%,18
689,,,,,,,,,,
690,,"130,296","94,238",72.3%,"89,950","97,711",75.0%,"3,473",2.7%,"4,288"
