,school number,graduate count,college bound,total college bound %,2- or 4-year college or university,2- or 4-year university %,total postsecondary bound,total postsecondary bound %,non-degree-granting postsecondary school,non-degree-granting postsecondary school %,specialized associate degree granting institution
355,1677.0,194,118,60.82%,114,58.76%,118,60.82%,0,0.00%,4
356,9999.0,2,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0
357,1682.0,82,76,92.68%,76,92.68%,76,92.68%,0,0.00%,0
358,1694.0,347,250,72.05%,242,69.74%,251,72.33%,1,0.29%,8
359,9999.0,4,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0
360,1701.0,638,522,81.82%,518,81.19%,526,82.45%,4,0.63%,4
361,9999.0,4,1,25.00%,1,25.00%,1,25.00%,0,0.00%,0
362,1707.0,189,133,70.37%,133,70.37%,136,71.96%,3,1.59%,0
363,5098.0,283,204,72.08%,200,70.67%,207,73.14%,3,1.06%,4
364,9999.0,5,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0
365,5221.0,248,159,64.11%,155,62.50%,166,66.94%,7,2.82%,4
366,6328.0,169,113,66.86%,113,66.86%,115,68.05%,2,1.18%,0
367,7774.0,840,12,1.43%,12,1.43%,13,1.55%,1,0.12%,0
368,1745.0,403,325,80.65%,323,80.15%,328,81.39%,3,0.74%,2
369,1746.0,325,139,42.77%,139,42.77%,139,42.77%,0,0.00%,0
370,9999.0,6,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0
371,5278.0,264,123,46.59%,112,42.42%,130,49.24%,7,2.65%,11
372,4801.0,273,231,84.62%,231,84.62%,232,84.98%,1,0.37%,0
373,9999.0,2,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0
374,6330.0,62,34,54.84%,32,51.61%,34,54.84%,0,0.00%,2
375,6333.0,205,111,54.15%,109,53.17%,118,57.56%,7,3.41%,2
376,7902.0,93,93,100.00%,93,100.00%,93,100.00%,0,0.00%,0
377,8376.0,12,9,75.00%,9,75.00%,9,75.00%,0,0.00%,0
378,9999.0,35,8,22.86%,8,22.86%,8,22.86%,0,0.00%,0
379,1776.0,264,193,73.11%,193,73.11%,196,74.24%,3,1.14%,0
380,7844.0,1,1,100.00%,1,100.00%,1,100.00%,0,0.00%,0
381,9999.0,4,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0
382,1790.0,129,69,53.49%,64,49.61%,74,57.36%,5,3.88%,5
383,1794.0,71,42,59.15%,42,59.15%,44,61.97%,2,2.82%,0
384,8278.0,49,35,71.43%,35,71.43%,38,77.55%,3,6.12%,0
385,8366.0,242,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0
386,1801.0,73,43,58.90%,43,58.90%,47,64.38%,4,5.48%,0
387,9999.0,3,2,66.67%,2,66.67%,2,66.67%,0,0.00%,0
388,1806.0,190,162,85.26%,162,85.26%,163,85.79%,1,0.53%,0
389,9999.0,19,8,42.11%,8,42.11%,8,42.11%,0,0.00%,0
390,6340.0,92,67,72.83%,61,66.30%,68,73.91%,1,1.09%,6
391,6492.0,174,97,55.75%,97,55.75%,99,56.90%,2,1.15%,0
392,8303.0,85,71,83.53%,65,76.47%,73,85.88%,2,2.35%,6
393,9999.0,6,1,16.67%,1,16.67%,1,16.67%,0,0.00%,0
394,1849.0,220,148,67.27%,144,65.45%,158,71.82%,10,4.55%,4
395,9999.0,6,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0
396,1869.0,422,378,89.57%,377,89.34%,383,90.76%,5,1.18%,1
397,9999.0,2,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0
398,1879.0,437,383,87.64%,383,87.64%,395,90.39%,12,2.75%,0
399,9999.0,3,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0
400,1885.0,289,188,65.05%,180,62.28%,196,67.82%,8,2.77%,8
401,9999.0,2,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0
402,1902.0,272,232,85.29%,231,84.93%,233,85.66%,1,0.37%,1
403,9999.0,13,1,7.69%,1,7.69%,1,7.69%,0,0.00%,0
404,8258.0,45,40,88.89%,37,82.22%,43,95.56%,3,6.67%,3
405,1915.0,255,216,84.71%,215,84.31%,216,84.71%,0,0.00%,1
406,9999.0,4,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0
407,1921.0,285,262,91.93%,262,91.93%,265,92.98%,3,1.05%,0
408,9999.0,2,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0
409,1934.0,436,343,78.67%,319,73.17%,346,79.36%,3,0.69%,24
410,9999.0,8,1,12.50%,1,12.50%,1,12.50%,0,0.00%,0
411,1942.0,330,307,93.03%,306,92.73%,311,94.24%,4,1.21%,1
412,6516.0,292,0,0.00%,0,0.00%,1,0.34%,1,0.34%,0
413,9999.0,4,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0
414,1950.0,285,250,87.72%,245,85.96%,253,88.77%,3,1.05%,5
415,9999.0,3,1,33.33%,1,33.33%,1,33.33%,0,0.00%,0
416,1972.0,848,678,79.95%,678,79.95%,685,80.78%,7,0.83%,0
417,9999.0,22,6,27.27%,6,27.27%,6,27.27%,0,0.00%,0
418,5287.0,264,245,92.80%,243,92.05%,248,93.94%,3,1.14%,2
419,8231.0,323,240,74.30%,225,69.66%,240,74.30%,0,0.00%,15
420,9999.0,6,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0
421,6218.0,42,33,78.57%,27,64.29%,33,78.57%,0,0.00%,6
422,1989.0,73,44,60.27%,42,57.53%,44,60.27%,0,0.00%,2
423,5169.0,147,96,65.31%,93,63.27%,100,68.03%,4,2.72%,3
424,9999.0,1,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0
425,7770.0,88,65,73.86%,55,62.50%,69,78.41%,4,4.55%,10
426,1998.0,133,48,36.09%,45,33.83%,54,40.60%,6,4.51%,3
427,9999.0,2,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0
428,7515.0,171,167,97.66%,166,97.08%,167,97.66%,0,0.00%,1
429,8417.0,447,165,36.91%,149,33.33%,178,39.82%,13,2.91%,16
430,9999.0,5,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0
431,6737.0,132,112,84.85%,112,84.85%,112,84.85%,0,0.00%,0
432,2037.0,171,104,60.82%,100,58.48%,113,66.08%,9,5.26%,4
433,9999.0,3,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0
434,2040.0,176,124,70.45%,123,69.89%,125,71.02%,1,0.57%,1
435,2043.0,128,59,46.09%,52,40.63%,62,48.44%,3,2.34%,7
436,9999.0,1,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0
437,7948.0,148,93,62.84%,93,62.84%,93,62.84%,0,0.00%,0
438,9999.0,2,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0
439,4817.0,86,38,44.19%,33,38.37%,40,46.51%,2,2.33%,5
440,9999.0,1,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0
441,8071.0,502,322,64.14%,316,62.95%,335,66.73%,13,2.59%,6
442,9999.0,4,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0
443,6145.0,113,67,59.29%,64,56.64%,72,63.72%,5,4.42%,3
444,9999.0,2,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0
445,6745.0,104,54,51.92%,53,50.96%,54,51.92%,0,0.00%,1
446,2075.0,85,48,56.47%,48,56.47%,49,57.65%,1,1.18%,0
447,6148.0,98,49,50.00%,48,48.98%,52,53.06%,3,3.06%,1
448,9999.0,2,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0
449,6001.0,259,111,42.86%,111,42.86%,144,55.60%,33,12.74%,0
450,4818.0,103,69,66.99%,55,53.40%,70,67.96%,1,0.97%,14
451,5228.0,267,168,62.92%,157,58.80%,170,63.67%,2,0.75%,11
452,9999.0,1,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0
453,2126.0,85,51,60.00%,45,52.94%,55,64.71%,4,4.71%,6
454,9999.0,2,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0
455,6600.0,224,154,68.75%,146,65.18%,157,70.09%,3,1.34%,8
456,9999.0,1,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0
457,6643.0,86,23,26.74%,14,16.28%,24,27.91%,1,1.16%,9
458,2184.0,163,86,52.76%,86,52.76%,93,57.06%,7,4.29%,0
459,9999.0,4,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0
460,6159.0,22,7,31.82%,7,31.82%,9,40.91%,2,9.09%,0
461,6161.0,20,5,25.00%,4,20.00%,6,30.00%,1,5.00%,1
462,9999.0,9,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0
463,2191.0,490,246,50.20%,242,49.39%,248,50.61%,2,0.41%,4
464,8244.0,172,64,37.21%,64,37.21%,65,37.79%,1,0.58%,0
465,9999.0,9,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0
466,2201.0,38,20,52.63%,20,52.63%,21,55.26%,1,2.63%,0
467,2206.0,232,162,69.83%,158,68.10%,165,71.12%,3,1.29%,4
468,9999.0,2,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0
469,6280.0,167,99,59.28%,99,59.28%,101,60.48%,2,1.20%,0
470,9999.0,1,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0
471,2243.0,301,102,33.89%,102,33.89%,164,54.49%,62,20.60%,0
472,9999.0,11,1,9.09%,1,9.09%,1,9.09%,0,0.00%,0
473,6252.0,61,32,52.46%,31,50.82%,32,52.46%,0,0.00%,1
474,2246.0,31,16,51.61%,15,48.39%,16,51.61%,0,0.00%,1
475,2253.0,50,24,48.00%,24,48.00%,28,56.00%,4,8.00%,0
476,7112.0,63,35,55.56%,31,49.21%,36,57.14%,1,1.59%,4
477,5118.0,121,82,67.77%,75,61.98%,82,67.77%,0,0.00%,7
478,9999.0,4,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0
479,2280.0,54,32,59.26%,29,53.70%,36,66.67%,4,7.41%,3
480,2284.0,39,21,53.85%,21,53.85%,28,71.79%,7,17.95%,0
481,9999.0,3,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0
482,8442.0,51,29,56.86%,28,54.90%,31,60.78%,2,3.92%,1
483,2305.0,138,90,65.22%,76,55.07%,92,66.67%,2,1.45%,14
484,2308.0,53,33,62.26%,33,62.26%,36,67.92%,3,5.66%,0
485,7944.0,98,55,56.12%,51,52.04%,63,64.29%,8,8.16%,4
486,2313.0,92,56,60.87%,55,59.78%,57,61.96%,1,1.09%,1
487,7762.0,24,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0
488,2353.0,36,29,80.56%,29,80.56%,30,83.33%,1,2.78%,0
489,4706.0,69,36,52.17%,36,52.17%,38,55.07%,2,2.90%,0
490,9999.0,3,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0
491,2331.0,65,47,72.31%,45,69.23%,50,76.92%,3,4.62%,2
492,2325.0,192,136,70.83%,128,66.67%,137,71.35%,1,0.52%,8
493,9999.0,2,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0
494,2339.0,98,64,65.31%,62,63.27%,70,71.43%,6,6.12%,2
495,2345.0,59,29,49.15%,27,45.76%,30,50.85%,1,1.69%,2
496,9999.0,2,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0
497,2350.0,58,22,37.93%,21,36.21%,22,37.93%,0,0.00%,1
498,2358.0,81,54,66.67%,46,56.79%,54,66.67%,0,0.00%,8
499,9999.0,7,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0
500,2362.0,63,35,55.56%,30,47.62%,35,55.56%,0,0.00%,5
501,6162.0,116,76,65.52%,71,61.21%,79,68.10%,3,2.59%,5
502,9999.0,1,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0
503,5180.0,75,19,25.33%,19,25.33%,20,26.67%,1,1.33%,0
504,6165.0,137,72,52.55%,72,52.55%,90,65.69%,18,13.14%,0
505,9999.0,3,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0
506,2394.0,72,37,51.39%,37,51.39%,45,62.50%,8,11.11%,0
507,6255.0,126,57,45.24%,48,38.10%,61,48.41%,4,3.17%,9
508,5091.0,242,213,88.02%,210,86.78%,213,88.02%,0,0.00%,3
509,9999.0,3,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0
510,2420.0,94,64,68.09%,64,68.09%,67,71.28%,3,3.19%,0
511,9999.0,2,1,50.00%,1,50.00%,2,100.00%,1,50.00%,0
512,8312.0,111,90,81.08%,90,81.08%,94,84.68%,4,3.60%,0
513,9999.0,2,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0
514,6404.0,113,81,71.68%,80,70.80%,81,71.68%,0,0.00%,1
515,8304.0,110,72,65.45%,72,65.45%,72,65.45%,0,0.00%,0
516,9999.0,5,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0
517,2446.0,242,196,80.99%,196,80.99%,196,80.99%,0,0.00%,0
518,9999.0,3,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0
519,2449.0,68,53,77.94%,53,77.94%,55,80.88%,2,2.94%,0
520,2496.0,103,64,62.14%,64,62.14%,68,66.02%,4,3.88%,0
521,2489.0,206,112,54.37%,110,53.40%,114,55.34%,2,0.97%,2
522,6413.0,406,226,55.67%,225,55.42%,243,59.85%,17,4.19%,1
523,9999.0,31,6,19.35%,6,19.35%,6,19.35%,0,0.00%,0
524,6775.0,184,135,73.37%,122,66.30%,135,73.37%,0,0.00%,13
525,9999.0,1,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0
526,6290.0,255,160,62.75%,156,61.18%,162,63.53%,2,0.78%,4
527,9999.0,3,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0
528,2515.0,85,53,62.35%,37,43.53%,53,62.35%,0,0.00%,16
529,9999.0,6,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0
530,2532.0,312,231,74.04%,230,73.72%,232,74.36%,1,0.32%,1
531,9999.0,20,3,15.00%,3,15.00%,3,15.00%,0,0.00%,0
532,2539.0,221,155,70.14%,141,63.80%,155,70.14%,0,0.00%,14
533,9999.0,10,1,10.00%,1,10.00%,1,10.00%,0,0.00%,0
534,2554.0,239,113,47.28%,110,46.03%,117,48.95%,4,1.67%,3
535,9999.0,1,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0
536,2562.0,282,193,68.44%,181,64.18%,198,70.21%,5,1.77%,12
537,9999.0,1,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0
538,6293.0,276,172,62.32%,160,57.97%,175,63.41%,3,1.09%,12
539,7538.0,35,7,20.00%,6,17.14%,8,22.86%,1,2.86%,1
540,2578.0,553,372,67.27%,372,67.27%,424,76.67%,52,9.40%,0
541,9999.0,4,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0
542,2607.0,248,189,76.21%,182,73.39%,194,78.23%,5,2.02%,7
543,9999.0,5,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0
544,2596.0,595,409,68.74%,372,62.52%,425,71.43%,16,2.69%,37
545,7922.0,117,11,9.40%,11,9.40%,11,9.40%,0,0.00%,0
546,9999.0,8,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0
547,2618.0,217,131,60.37%,131,60.37%,133,61.29%,2,0.92%,0
548,9999.0,6,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0
549,2623.0,392,316,80.61%,300,76.53%,322,82.14%,6,1.53%,16
550,9999.0,7,1,14.29%,1,14.29%,1,14.29%,0,0.00%,0
551,2633.0,409,283,69.19%,265,64.79%,287,70.17%,4,0.98%,18
552,9999.0,13,1,7.69%,1,7.69%,1,7.69%,0,0.00%,0
553,2649.0,112,69,61.61%,61,54.46%,75,66.96%,6,5.36%,8
554,9999.0,6,2,33.33%,2,33.33%,2,33.33%,0,0.00%,0
555,2658.0,270,138,51.11%,133,49.26%,141,52.22%,3,1.11%,5
556,9999.0,1,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0
557,2663.0,342,214,62.57%,210,61.40%,217,63.45%,3,0.88%,4
558,2675.0,119,81,68.07%,80,67.23%,88,73.95%,7,5.88%,1
559,2680.0,76,53,69.74%,53,69.74%,58,76.32%,5,6.58%,0
560,4940.0,125,33,26.40%,33,26.40%,38,30.40%,5,4.00%,0
561,2686.0,82,65,79.27%,61,74.39%,72,87.80%,7,8.54%,4
562,2689.0,91,80,87.91%,79,86.81%,82,90.11%,2,2.20%,1
563,9999.0,1,1,100.00%,1,100.00%,1,100.00%,0,0.00%,0
564,2704.0,166,112,67.47%,106,63.86%,112,67.47%,0,0.00%,6
565,9999.0,23,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0
566,2708.0,78,56,71.79%,51,65.38%,57,73.08%,1,1.28%,5
567,9999.0,2,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0
568,2712.0,43,30,69.77%,29,67.44%,33,76.74%,3,6.98%,1
569,9999.0,1,1,100.00%,1,100.00%,1,100.00%,0,0.00%,0
570,2721.0,89,66,74.16%,66,74.16%,66,74.16%,0,0.00%,0
571,9999.0,1,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0
572,2725.0,109,74,67.89%,74,67.89%,77,70.64%,3,2.75%,0
573,9999.0,2,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0
574,4800.0,366,258,70.49%,238,65.03%,269,73.50%,11,3.01%,20
575,2740.0,161,89,55.28%,89,55.28%,90,55.90%,1,0.62%,0
576,9999.0,1,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0
577,5155.0,254,81,31.89%,76,29.92%,81,31.89%,0,0.00%,5
578,9999.0,12,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0
579,2760.0,153,83,54.25%,77,50.33%,84,54.90%,1,0.65%,6
580,9999.0,4,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0
581,2766.0,262,193,73.66%,193,73.66%,197,75.19%,4,1.53%,0
582,9999.0,1,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0
583,2794.0,572,300,52.45%,296,51.75%,332,58.04%,32,5.59%,4
584,2795.0,406,238,58.62%,229,56.40%,252,62.07%,14,3.45%,9
585,8412.0,89,66,74.16%,66,74.16%,69,77.53%,3,3.37%,0
586,9999.0,122,46,37.70%,45,36.89%,56,45.90%,10,8.20%,1
587,2798.0,103,60,58.25%,57,55.34%,61,59.22%,1,0.97%,3
588,2809.0,667,513,76.91%,507,76.01%,516,77.36%,3,0.45%,6
589,8401.0,41,36,87.80%,36,87.80%,40,97.56%,4,9.76%,0
590,2818.0,128,98,76.56%,93,72.66%,99,77.34%,1,0.78%,5
591,9999.0,7,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0
592,2821.0,190,148,77.89%,146,76.84%,150,78.95%,2,1.05%,2
593,9999.0,4,1,25.00%,1,25.00%,1,25.00%,0,0.00%,0
594,2829.0,772,670,86.79%,670,86.79%,680,88.08%,10,1.30%,0
595,9999.0,2,1,50.00%,1,50.00%,1,50.00%,0,0.00%,0
596,8371.0,32,20,62.50%,19,59.38%,22,68.75%,2,6.25%,1
597,2833.0,130,100,76.92%,100,76.92%,100,76.92%,0,0.00%,0
598,9999.0,1,1,100.00%,1,100.00%,1,100.00%,0,0.00%,0
599,2839.0,261,216,82.76%,216,82.76%,218,83.52%,2,0.77%,0
600,9999.0,4,1,25.00%,1,25.00%,1,25.00%,0,0.00%,0
601,2848.0,348,242,69.54%,242,69.54%,254,72.99%,12,3.45%,0
602,9999.0,2,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0
603,8325.0,75,50,66.67%,48,64.00%,52,69.33%,2,2.67%,2
604,8125.0,41,39,95.12%,39,95.12%,39,95.12%,0,0.00%,0
605,8446.0,214,166,77.57%,165,77.10%,168,78.50%,2,0.93%,1
606,9999.0,8,2,25.00%,2,25.00%,2,25.00%,0,0.00%,0
607,2869.0,203,175,86.21%,175,86.21%,175,86.21%,0,0.00%,0
608,9999.0,5,3,60.00%,3,60.00%,4,80.00%,1,20.00%,0
609,5242.0,170,111,65.29%,111,65.29%,112,65.88%,1,0.59%,0
610,9999.0,10,1,10.00%,1,10.00%,1,10.00%,0,0.00%,0
611,2891.0,139,83,59.71%,81,58.27%,85,61.15%,2,1.44%,2
612,9999.0,7,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0
613,7348.0,729,517,70.92%,492,67.49%,523,71.74%,6,0.82%,25
614,2924.0,131,105,80.15%,105,80.15%,108,82.44%,3,2.29%,0
615,2958.0,60,42,70.00%,42,70.00%,42,70.00%,0,0.00%,0
616,9999.0,2,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0
617,5058.0,236,186,78.81%,184,77.97%,196,83.05%,10,4.24%,2
618,5059.0,102,52,50.98%,50,49.02%,52,50.98%,0,0.00%,2
619,3007.0,208,157,75.48%,152,73.08%,157,75.48%,0,0.00%,5
620,3008.0,144,60,41.67%,59,40.97%,62,43.06%,2,1.39%,1
621,3009.0,133,106,79.70%,102,76.69%,108,81.20%,2,1.50%,4
622,8448.0,15,15,100.00%,15,100.00%,15,100.00%,0,0.00%,0
623,9999.0,25,2,8.00%,2,8.00%,2,8.00%,0,0.00%,0
624,6390.0,175,126,72.00%,125,71.43%,131,74.86%,5,2.86%,1
625,9999.0,9,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0
626,6391.0,299,228,76.25%,222,74.25%,231,77.26%,3,1.00%,6
627,9999.0,6,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0
628,6364.0,116,75,64.66%,75,64.66%,80,68.97%,5,4.31%,0
629,9999.0,1,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0
630,3034.0,151,43,28.48%,40,26.49%,50,33.11%,7,4.64%,3
631,9999.0,1,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0
632,4828.0,127,94,74.02%,94,74.02%,94,74.02%,0,0.00%,0
633,3040.0,66,41,62.12%,36,54.55%,41,62.12%,0,0.00%,5
634,3045.0,125,86,68.80%,86,68.80%,88,70.40%,2,1.60%,0
635,9999.0,4,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0
636,3048.0,65,40,61.54%,40,61.54%,40,61.54%,0,0.00%,0
637,9999.0,1,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0
638,3056.0,88,58,65.91%,58,65.91%,60,68.18%,2,2.27%,0
639,6368.0,311,201,64.63%,201,64.63%,201,64.63%,0,0.00%,0
640,9999.0,2,1,50.00%,1,50.00%,1,50.00%,0,0.00%,0
641,4691.0,178,118,66.29%,111,62.36%,122,68.54%,4,2.25%,7
642,9999.0,6,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0
643,5245.0,81,56,69.14%,56,69.14%,56,69.14%,0,0.00%,0
644,3107.0,52,38,73.08%,37,71.15%,39,75.00%,1,1.92%,1
645,3111.0,39,21,53.85%,21,53.85%,21,53.85%,0,0.00%,0
646,3117.0,71,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0
647,6122.0,31,22,70.97%,12,38.71%,22,70.97%,0,0.00%,10
648,5248.0,43,19,44.19%,16,37.21%,28,65.12%,9,20.93%,3
649,9999.0,1,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0
650,3137.0,116,74,63.79%,72,62.07%,77,66.38%,3,2.59%,2
651,7506.0,27,7,25.93%,3,11.11%,9,33.33%,2,7.41%,4
652,3145.0,155,115,74.19%,109,70.32%,119,76.77%,4,2.58%,6
653,6125.0,29,8,27.59%,8,27.59%,8,27.59%,0,0.00%,0
654,9999.0,2,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0
655,3150.0,144,107,74.31%,101,70.14%,107,74.31%,0,0.00%,6
656,6126.0,41,25,60.98%,22,53.66%,27,65.85%,2,4.88%,3
657,3155.0,72,44,61.11%,44,61.11%,55,76.39%,11,15.28%,0
658,9999.0,1,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0
659,3158.0,76,47,61.84%,41,53.95%,50,65.79%,3,3.95%,6
660,3165.0,81,47,58.02%,47,58.02%,50,61.73%,3,3.70%,0
661,8093.0,125,80,64.00%,80,64.00%,82,65.60%,2,1.60%,0
662,3124.0,93,71,76.34%,67,72.04%,71,76.34%,0,0.00%,4
663,9999.0,1,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0
664,6129.0,67,47,70.15%,47,70.15%,47,70.15%,0,0.00%,0
665,8187.0,397,172,43.32%,149,37.53%,186,46.85%,14,3.53%,23
666,7866.0,14,13,92.86%,13,92.86%,13,92.86%,0,0.00%,0
667,6935.0,344,247,71.80%,238,69.19%,254,73.84%,7,2.03%,9
668,7641.0,238,158,66.39%,158,66.39%,168,70.59%,10,4.20%,0
669,9999.0,1,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0
670,3210.0,374,297,79.41%,290,77.54%,309,82.62%,12,3.21%,7
671,3216.0,361,216,59.83%,212,58.73%,219,60.66%,3,0.83%,4
672,7738.0,414,260,62.80%,260,62.80%,277,66.91%,17,4.11%,0
673,9999.0,4,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0
674,3224.0,420,199,47.38%,198,47.14%,199,47.38%,0,0.00%,1
675,7687.0,193,103,53.37%,95,49.22%,114,59.07%,11,5.70%,8
676,3241.0,567,464,81.83%,462,81.48%,465,82.01%,1,0.18%,2
677,9999.0,4,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0
678,3260.0,310,254,81.94%,253,81.61%,257,82.90%,3,0.97%,1
679,9999.0,13,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0
680,3333.0,364,317,87.09%,316,86.81%,318,87.36%,1,0.27%,1
681,9999.0,8,3,37.50%,1,12.50%,3,37.50%,0,0.00%,2
682,3272.0,405,339,83.70%,338,83.46%,341,84.20%,2,0.49%,1
683,9999.0,6,2,33.33%,2,33.33%,2,33.33%,0,0.00%,0
684,8049.0,54,49,90.74%,49,90.74%,50,92.59%,1,1.85%,0
685,3295.0,371,337,90.84%,337,90.84%,339,91.37%,2,0.54%,0
686,3296.0,321,312,97.20%,312,97.20%,313,97.51%,1,0.31%,0
687,9999.0,7,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0
688,4960.0,183,164,89.62%,164,89.62%,169,92.35%,5,2.73%,0
689,9999.0,1,1,100.00%,1,100.00%,1,100.00%,0,0.00%,0
690,3305.0,385,361,93.77%,361,93.77%,361,93.77%,0,0.00%,0
691,6729.0,324,253,78.09%,239,73.77%,253,78.09%,0,0.00%,14
692,6998.0,76,46,60.53%,37,48.68%,46,60.53%,0,0.00%,9
693,9999.0,12,1,8.33%,1,8.33%,1,8.33%,0,0.00%,0
694,5345.0,"1,063",902,84.85%,902,84.85%,909,85.51%,7,0.66%,0
695,9999.0,1,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0
696,3328.0,462,367,79.44%,361,78.14%,370,80.09%,3,0.65%,6
697,3338.0,229,171,74.67%,164,71.62%,171,74.67%,0,0.00%,7
698,9999.0,3,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0
699,3348.0,166,79,47.59%,79,47.59%,89,53.61%,10,6.02%,0
700,9999.0,2,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0
701,3354.0,550,447,81.27%,447,81.27%,447,81.27%,0,0.00%,0
702,9999.0,28,5,17.86%,5,17.86%,5,17.86%,0,0.00%,0
703,3376.0,187,159,85.03%,159,85.03%,163,87.17%,4,2.14%,0
704,9999.0,1,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0
705,3367.0,585,525,89.74%,521,89.06%,533,91.11%,8,1.37%,4
706,9999.0,20,2,10.00%,2,10.00%,2,10.00%,0,0.00%,0
707,5078.0,358,337,94.13%,337,94.13%,337,94.13%,0,0.00%,0
708,9999.0,2,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0
709,3395.0,270,170,62.96%,169,62.59%,171,63.33%,1,0.37%,1
710,9999.0,23,3,13.04%,3,13.04%,3,13.04%,0,0.00%,0
