,school number,graduate count,college bound,total college bound %,2- or 4-year college or university,2- or 4-year university %,total postsecondary bound,total postsecondary bound %,non-degree-granting postsecondary school,non-degree-granting postsecondary school %,specialized associate degree granting institution,specialized associate degree granting institution %
649,6492.0,126,25,19.84%,25,19.84%,31,24.60%,6,4.76%,0,0.00%
650,8303.0,87,55,63.22%,55,63.22%,58,66.67%,3,3.45%,0,0.00%
651,9999.0,1,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
652,,214,80,37.38%,80,37.38%,89,41.59%,9,4.21%,0,0.00%
653,1849.0,210,109,51.90%,101,48.10%,121,57.62%,12,5.71%,8,3.81%
654,,210,109,51.90%,101,48.10%,121,57.62%,12,5.71%,8,3.81%
655,1869.0,405,359,88.64%,359,88.64%,361,89.14%,2,0.49%,0,0.00%
656,9999.0,2,1,50.00%,1,50.00%,1,50.00%,0,0.00%,0,0.00%
657,,407,360,88.45%,360,88.45%,362,88.94%,2,0.49%,0,0.00%
658,1879.0,1,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
659,9999.0,468,411,87.82%,405,86.54%,412,88.03%,1,0.21%,6,1.28%
660,,469,411,87.63%,405,86.35%,412,87.85%,1,0.21%,6,1.28%
661,1885.0,283,175,61.84%,168,59.36%,182,64.31%,7,2.47%,7,2.47%
662,9999.0,1,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
663,,284,175,61.62%,168,59.15%,182,64.08%,7,2.46%,7,2.46%
664,1902.0,247,197,79.76%,195,78.95%,201,81.38%,4,1.62%,2,0.81%
665,9999.0,4,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
666,,251,197,78.49%,195,77.69%,201,80.08%,4,1.59%,2,0.80%
667,8258.0,46,32,69.57%,32,69.57%,38,82.61%,6,13.04%,0,0.00%
668,,46,32,69.57%,32,69.57%,38,82.61%,6,13.04%,0,0.00%
669,1915.0,254,180,70.87%,180,70.87%,184,72.44%,4,1.57%,0,0.00%
670,9999.0,2,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
671,,256,180,70.31%,180,70.31%,184,71.88%,4,1.56%,0,0.00%
672,1921.0,307,268,87.30%,268,87.30%,275,89.58%,7,2.28%,0,0.00%
673,9999.0,5,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
674,,312,268,85.90%,268,85.90%,275,88.14%,7,2.24%,0,0.00%
675,1934.0,408,295,72.30%,260,63.73%,312,76.47%,17,4.17%,35,8.58%
676,9999.0,3,2,66.67%,2,66.67%,2,66.67%,0,0.00%,0,0.00%
677,,411,297,72.26%,262,63.75%,314,76.40%,17,4.14%,35,8.52%
678,1942.0,280,246,87.86%,246,87.86%,246,87.86%,0,0.00%,0,0.00%
679,9999.0,3,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
680,,283,246,86.93%,246,86.93%,246,86.93%,0,0.00%,0,0.00%
681,6516.0,303,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
682,,303,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
683,1950.0,307,245,79.80%,245,79.80%,253,82.41%,8,2.61%,0,0.00%
684,9999.0,3,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
685,,310,245,79.03%,245,79.03%,253,81.61%,8,2.58%,0,0.00%
686,1972.0,867,498,57.44%,498,57.44%,498,57.44%,0,0.00%,0,0.00%
687,9999.0,2,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
688,,869,498,57.31%,498,57.31%,498,57.31%,0,0.00%,0,0.00%
689,5287.0,307,272,88.60%,271,88.27%,272,88.60%,0,0.00%,1,0.33%
690,,307,272,88.60%,271,88.27%,272,88.60%,0,0.00%,1,0.33%
691,8231.0,314,200,63.69%,194,61.78%,200,63.69%,0,0.00%,6,1.91%
692,,314,200,63.69%,194,61.78%,200,63.69%,0,0.00%,6,1.91%
693,,"5,246","3,570",68.05%,"3,505",66.81%,"3,647",69.52%,77,1.47%,65,1.24%
694,6218.0,30,21,70.00%,21,70.00%,21,70.00%,0,0.00%,0,0.00%
695,,30,21,70.00%,21,70.00%,21,70.00%,0,0.00%,0,0.00%
696,1989.0,50,28,56.00%,28,56.00%,30,60.00%,2,4.00%,0,0.00%
697,,50,28,56.00%,28,56.00%,30,60.00%,2,4.00%,0,0.00%
698,5169.0,162,89,54.94%,89,54.94%,110,67.90%,21,12.96%,0,0.00%
699,,162,89,54.94%,89,54.94%,110,67.90%,21,12.96%,0,0.00%
700,,242,138,57.02%,138,57.02%,161,66.53%,23,9.50%,0,0.00%
701,7770.0,52,23,44.23%,21,40.38%,28,53.85%,5,9.62%,2,3.85%
702,,52,23,44.23%,21,40.38%,28,53.85%,5,9.62%,2,3.85%
703,1998.0,143,49,34.27%,47,32.87%,59,41.26%,10,6.99%,2,1.40%
704,9999.0,1,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
705,,144,49,34.03%,47,32.64%,59,40.97%,10,6.94%,2,1.39%
706,7515.0,190,165,86.84%,163,85.79%,166,87.37%,1,0.53%,2,1.05%
707,8417.0,443,75,16.93%,74,16.70%,76,17.16%,1,0.23%,1,0.23%
708,9999.0,6,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
709,,639,240,37.56%,237,37.09%,242,37.87%,2,0.31%,3,0.47%
710,6737.0,120,87,72.50%,87,72.50%,91,75.83%,4,3.33%,0,0.00%
711,9999.0,1,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
712,,121,87,71.90%,87,71.90%,91,75.21%,4,3.31%,0,0.00%
713,2037.0,152,92,60.53%,90,59.21%,100,65.79%,8,5.26%,2,1.32%
714,,152,92,60.53%,90,59.21%,100,65.79%,8,5.26%,2,1.32%
715,2040.0,161,101,62.73%,100,62.11%,101,62.73%,0,0.00%,1,0.62%
716,9999.0,1,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
717,,162,101,62.35%,100,61.73%,101,62.35%,0,0.00%,1,0.62%
718,2043.0,121,54,44.63%,54,44.63%,54,44.63%,0,0.00%,0,0.00%
719,,121,54,44.63%,54,44.63%,54,44.63%,0,0.00%,0,0.00%
720,7948.0,165,105,63.64%,105,63.64%,106,64.24%,1,0.61%,0,0.00%
721,9999.0,1,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
722,,166,105,63.25%,105,63.25%,106,63.86%,1,0.60%,0,0.00%
723,4817.0,74,37,50.00%,34,45.95%,37,50.00%,0,0.00%,3,4.05%
724,,74,37,50.00%,34,45.95%,37,50.00%,0,0.00%,3,4.05%
725,8071.0,519,321,61.85%,314,60.50%,331,63.78%,10,1.93%,7,1.35%
726,9999.0,2,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
727,,521,321,61.61%,314,60.27%,331,63.53%,10,1.92%,7,1.34%
728,6145.0,125,59,47.20%,59,47.20%,61,48.80%,2,1.60%,0,0.00%
729,9999.0,4,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
730,,129,59,45.74%,59,45.74%,61,47.29%,2,1.55%,0,0.00%
731,6745.0,92,46,50.00%,41,44.57%,48,52.17%,2,2.17%,5,5.43%
732,,92,46,50.00%,41,44.57%,48,52.17%,2,2.17%,5,5.43%
733,2075.0,73,29,39.73%,29,39.73%,29,39.73%,0,0.00%,0,0.00%
734,9999.0,3,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
735,,76,29,38.16%,29,38.16%,29,38.16%,0,0.00%,0,0.00%
736,6148.0,85,29,34.12%,29,34.12%,31,36.47%,2,2.35%,0,0.00%
737,,85,29,34.12%,29,34.12%,31,36.47%,2,2.35%,0,0.00%
738,,"2,534","1,272",50.20%,"1,247",49.21%,"1,318",52.01%,46,1.82%,25,0.99%
739,6001.0,234,106,45.30%,106,45.30%,129,55.13%,23,9.83%,0,0.00%
740,,234,106,45.30%,106,45.30%,129,55.13%,23,9.83%,0,0.00%
741,4818.0,88,64,72.73%,52,59.09%,64,72.73%,0,0.00%,12,13.64%
742,,88,64,72.73%,52,59.09%,64,72.73%,0,0.00%,12,13.64%
743,5228.0,214,111,51.87%,107,50.00%,115,53.74%,4,1.87%,4,1.87%
744,9999.0,31,4,12.90%,2,6.45%,5,16.13%,1,3.23%,2,6.45%
745,,245,115,46.94%,109,44.49%,120,48.98%,5,2.04%,6,2.45%
746,2126.0,92,65,70.65%,64,69.57%,66,71.74%,1,1.09%,1,1.09%
747,9999.0,4,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
748,,96,65,67.71%,64,66.67%,66,68.75%,1,1.04%,1,1.04%
749,6600.0,211,112,53.08%,103,48.82%,118,55.92%,6,2.84%,9,4.27%
750,9999.0,2,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
751,,213,112,52.58%,103,48.36%,118,55.40%,6,2.82%,9,4.23%
752,6643.0,97,21,21.65%,14,14.43%,24,24.74%,3,3.09%,7,7.22%
753,,97,21,21.65%,14,14.43%,24,24.74%,3,3.09%,7,7.22%
754,2184.0,134,83,61.94%,75,55.97%,88,65.67%,5,3.73%,8,5.97%
755,9999.0,4,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
756,,138,83,60.14%,75,54.35%,88,63.77%,5,3.62%,8,5.80%
757,,"1,111",566,50.95%,523,47.07%,609,54.82%,43,3.87%,43,3.87%
758,6159.0,13,6,46.15%,6,46.15%,6,46.15%,0,0.00%,0,0.00%
759,6161.0,17,7,41.18%,4,23.53%,7,41.18%,0,0.00%,3,17.65%
760,9999.0,1,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
761,,31,13,41.94%,10,32.26%,13,41.94%,0,0.00%,3,9.68%
762,,31,13,41.94%,10,32.26%,13,41.94%,0,0.00%,3,9.68%
763,2191.0,391,93,23.79%,88,22.51%,97,24.81%,4,1.02%,5,1.28%
764,8244.0,206,69,33.50%,68,33.01%,69,33.50%,0,0.00%,1,0.49%
765,9999.0,5,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
766,,602,162,26.91%,156,25.91%,166,27.57%,4,0.66%,6,1.00%
767,2201.0,38,14,36.84%,14,36.84%,17,44.74%,3,7.89%,0,0.00%
768,,38,14,36.84%,14,36.84%,17,44.74%,3,7.89%,0,0.00%
769,2206.0,215,128,59.53%,124,57.67%,134,62.33%,6,2.79%,4,1.86%
770,9999.0,1,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
771,,216,128,59.26%,124,57.41%,134,62.04%,6,2.78%,4,1.85%
772,6280.0,145,53,36.55%,50,34.48%,57,39.31%,4,2.76%,3,2.07%
773,,145,53,36.55%,50,34.48%,57,39.31%,4,2.76%,3,2.07%
774,2243.0,266,126,47.37%,126,47.37%,132,49.62%,6,2.26%,0,0.00%
775,9999.0,11,1,9.09%,1,9.09%,1,9.09%,0,0.00%,0,0.00%
776,,277,127,45.85%,127,45.85%,133,48.01%,6,2.17%,0,0.00%
777,,"1,278",484,37.87%,471,36.85%,507,39.67%,23,1.80%,13,1.02%
778,6252.0,52,23,44.23%,22,42.31%,27,51.92%,4,7.69%,1,1.92%
779,,52,23,44.23%,22,42.31%,27,51.92%,4,7.69%,1,1.92%
780,2246.0,22,11,50.00%,9,40.91%,11,50.00%,0,0.00%,2,9.09%
781,,22,11,50.00%,9,40.91%,11,50.00%,0,0.00%,2,9.09%
782,2253.0,47,26,55.32%,26,55.32%,26,55.32%,0,0.00%,0,0.00%
783,,47,26,55.32%,26,55.32%,26,55.32%,0,0.00%,0,0.00%
784,,121,60,49.59%,57,47.11%,64,52.89%,4,3.31%,3,2.48%
785,7112.0,83,53,63.86%,45,54.22%,53,63.86%,0,0.00%,8,9.64%
786,,83,53,63.86%,45,54.22%,53,63.86%,0,0.00%,8,9.64%
787,5118.0,108,58,53.70%,54,50.00%,60,55.56%,2,1.85%,4,3.70%
788,,108,58,53.70%,54,50.00%,60,55.56%,2,1.85%,4,3.70%
789,2280.0,53,19,35.85%,19,35.85%,20,37.74%,1,1.89%,0,0.00%
790,,53,19,35.85%,19,35.85%,20,37.74%,1,1.89%,0,0.00%
791,2284.0,41,14,34.15%,14,34.15%,14,34.15%,0,0.00%,0,0.00%
792,9999.0,3,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
793,,44,14,31.82%,14,31.82%,14,31.82%,0,0.00%,0,0.00%
794,8442.0,44,17,38.64%,17,38.64%,17,38.64%,0,0.00%,0,0.00%
795,,44,17,38.64%,17,38.64%,17,38.64%,0,0.00%,0,0.00%
796,,332,161,48.49%,149,44.88%,164,49.40%,3,0.90%,12,3.61%
797,2305.0,122,63,51.64%,55,45.08%,67,54.92%,4,3.28%,8,6.56%
798,,122,63,51.64%,55,45.08%,67,54.92%,4,3.28%,8,6.56%
799,2308.0,70,33,47.14%,32,45.71%,33,47.14%,0,0.00%,1,1.43%
800,,70,33,47.14%,32,45.71%,33,47.14%,0,0.00%,1,1.43%
801,7944.0,82,31,37.80%,30,36.59%,38,46.34%,7,8.54%,1,1.22%
802,,82,31,37.80%,30,36.59%,38,46.34%,7,8.54%,1,1.22%
803,2313.0,85,36,42.35%,33,38.82%,38,44.71%,2,2.35%,3,3.53%
804,,85,36,42.35%,33,38.82%,38,44.71%,2,2.35%,3,3.53%
805,7762.0,21,6,28.57%,6,28.57%,6,28.57%,0,0.00%,0,0.00%
806,,21,6,28.57%,6,28.57%,6,28.57%,0,0.00%,0,0.00%
807,,380,169,44.47%,156,41.05%,182,47.89%,13,3.42%,13,3.42%
808,2353.0,41,25,60.98%,25,60.98%,25,60.98%,0,0.00%,0,0.00%
809,4706.0,69,32,46.38%,32,46.38%,33,47.83%,1,1.45%,0,0.00%
810,9999.0,5,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
811,,115,57,49.57%,57,49.57%,58,50.43%,1,0.87%,0,0.00%
812,2331.0,77,38,49.35%,38,49.35%,41,53.25%,3,3.90%,0,0.00%
813,,77,38,49.35%,38,49.35%,41,53.25%,3,3.90%,0,0.00%
814,2325.0,186,121,65.05%,121,65.05%,122,65.59%,1,0.54%,0,0.00%
815,9999.0,1,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
816,,187,121,64.71%,121,64.71%,122,65.24%,1,0.53%,0,0.00%
817,2339.0,103,56,54.37%,51,49.51%,59,57.28%,3,2.91%,5,4.85%
818,,103,56,54.37%,51,49.51%,59,57.28%,3,2.91%,5,4.85%
819,2345.0,62,40,64.52%,40,64.52%,41,66.13%,1,1.61%,0,0.00%
820,9999.0,5,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
821,,67,40,59.70%,40,59.70%,41,61.19%,1,1.49%,0,0.00%
822,2350.0,44,22,50.00%,20,45.45%,26,59.09%,4,9.09%,2,4.55%
823,9999.0,1,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
824,,45,22,48.89%,20,44.44%,26,57.78%,4,8.89%,2,4.44%
825,2358.0,88,57,64.77%,57,64.77%,61,69.32%,4,4.55%,0,0.00%
826,,88,57,64.77%,57,64.77%,61,69.32%,4,4.55%,0,0.00%
827,,682,391,57.33%,384,56.30%,408,59.82%,17,2.49%,7,1.03%
828,2362.0,72,50,69.44%,47,65.28%,50,69.44%,0,0.00%,3,4.17%
829,,72,50,69.44%,47,65.28%,50,69.44%,0,0.00%,3,4.17%
830,6162.0,95,54,56.84%,52,54.74%,54,56.84%,0,0.00%,2,2.11%
831,,95,54,56.84%,52,54.74%,54,56.84%,0,0.00%,2,2.11%
832,5180.0,84,14,16.67%,14,16.67%,16,19.05%,2,2.38%,0,0.00%
833,,84,14,16.67%,14,16.67%,16,19.05%,2,2.38%,0,0.00%
834,6165.0,131,73,55.73%,72,54.96%,77,58.78%,4,3.05%,1,0.76%
835,9999.0,1,0,0.00%,0,0.00%,1,100.00%,1,100.00%,0,0.00%
836,,132,73,55.30%,72,54.55%,78,59.09%,5,3.79%,1,0.76%
837,,383,191,49.87%,185,48.30%,198,51.70%,7,1.83%,6,1.57%
838,2394.0,77,36,46.75%,36,46.75%,37,48.05%,1,1.30%,0,0.00%
839,6255.0,138,31,22.46%,31,22.46%,33,23.91%,2,1.45%,0,0.00%
840,,215,67,31.16%,67,31.16%,70,32.56%,3,1.40%,0,0.00%
841,,215,67,31.16%,67,31.16%,70,32.56%,3,1.40%,0,0.00%
842,5091.0,254,251,98.82%,251,98.82%,251,98.82%,0,0.00%,0,0.00%
843,,254,251,98.82%,251,98.82%,251,98.82%,0,0.00%,0,0.00%
844,2420.0,94,66,70.21%,66,70.21%,68,72.34%,2,2.13%,0,0.00%
845,,94,66,70.21%,66,70.21%,68,72.34%,2,2.13%,0,0.00%
846,8312.0,120,81,67.50%,81,67.50%,93,77.50%,12,10.00%,0,0.00%
847,,120,81,67.50%,81,67.50%,93,77.50%,12,10.00%,0,0.00%
848,6404.0,113,79,69.91%,78,69.03%,82,72.57%,3,2.65%,1,0.88%
849,,113,79,69.91%,78,69.03%,82,72.57%,3,2.65%,1,0.88%
850,8304.0,119,54,45.38%,54,45.38%,54,45.38%,0,0.00%,0,0.00%
851,9999.0,7,1,14.29%,1,14.29%,1,14.29%,0,0.00%,0,0.00%
852,,126,55,43.65%,55,43.65%,55,43.65%,0,0.00%,0,0.00%
853,2446.0,218,144,66.06%,144,66.06%,147,67.43%,3,1.38%,0,0.00%
854,9999.0,1,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
855,,219,144,65.75%,144,65.75%,147,67.12%,3,1.37%,0,0.00%
856,2449.0,78,53,67.95%,53,67.95%,53,67.95%,0,0.00%,0,0.00%
857,,78,53,67.95%,53,67.95%,53,67.95%,0,0.00%,0,0.00%
858,2496.0,90,61,67.78%,61,67.78%,61,67.78%,0,0.00%,0,0.00%
859,,90,61,67.78%,61,67.78%,61,67.78%,0,0.00%,0,0.00%
860,2489.0,219,121,55.25%,121,55.25%,135,61.64%,14,6.39%,0,0.00%
861,6413.0,374,215,57.49%,214,57.22%,226,60.43%,11,2.94%,1,0.27%
862,9999.0,13,3,23.08%,3,23.08%,3,23.08%,0,0.00%,0,0.00%
863,,606,339,55.94%,338,55.78%,364,60.07%,25,4.13%,1,0.17%
864,6775.0,157,115,73.25%,114,72.61%,116,73.89%,1,0.64%,1,0.64%
865,9999.0,1,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
866,,158,115,72.78%,114,72.15%,116,73.42%,1,0.63%,1,0.63%
867,,"1,858","1,244",66.95%,"1,241",66.79%,"1,290",69.43%,46,2.48%,3,0.16%
868,6290.0,221,127,57.47%,123,55.66%,134,60.63%,7,3.17%,4,1.81%
869,9999.0,3,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
870,,224,127,56.70%,123,54.91%,134,59.82%,7,3.13%,4,1.79%
871,2515.0,64,29,45.31%,29,45.31%,29,45.31%,0,0.00%,0,0.00%
872,9999.0,3,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
873,,67,29,43.28%,29,43.28%,29,43.28%,0,0.00%,0,0.00%
874,2532.0,296,168,56.76%,165,55.74%,168,56.76%,0,0.00%,3,1.01%
875,9999.0,17,2,11.76%,2,11.76%,2,11.76%,0,0.00%,0,0.00%
876,,313,170,54.31%,167,53.35%,170,54.31%,0,0.00%,3,0.96%
877,2539.0,205,137,66.83%,133,64.88%,141,68.78%,4,1.95%,4,1.95%
878,9999.0,2,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
879,,207,137,66.18%,133,64.25%,141,68.12%,4,1.93%,4,1.93%
880,2554.0,242,110,45.45%,107,44.21%,116,47.93%,6,2.48%,3,1.24%
881,,242,110,45.45%,107,44.21%,116,47.93%,6,2.48%,3,1.24%
882,2562.0,298,168,56.38%,168,56.38%,187,62.75%,19,6.38%,0,0.00%
883,9999.0,6,1,16.67%,1,16.67%,1,16.67%,0,0.00%,0,0.00%
884,,304,169,55.59%,169,55.59%,188,61.84%,19,6.25%,0,0.00%
885,6293.0,322,166,51.55%,152,47.20%,168,52.17%,2,0.62%,14,4.35%
886,9999.0,2,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
887,,324,166,51.23%,152,46.91%,168,51.85%,2,0.62%,14,4.32%
888,7538.0,20,17,85.00%,17,85.00%,17,85.00%,0,0.00%,0,0.00%
889,,20,17,85.00%,17,85.00%,17,85.00%,0,0.00%,0,0.00%
890,2578.0,503,364,72.37%,333,66.20%,365,72.56%,1,0.20%,31,6.16%
891,9999.0,5,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
892,,508,364,71.65%,333,65.55%,365,71.85%,1,0.20%,31,6.10%
893,2607.0,231,173,74.89%,172,74.46%,179,77.49%,6,2.60%,1,0.43%
894,9999.0,10,2,20.00%,2,20.00%,3,30.00%,1,10.00%,0,0.00%
895,,241,175,72.61%,174,72.20%,182,75.52%,7,2.90%,1,0.41%
896,2596.0,514,307,59.73%,262,50.97%,323,62.84%,16,3.11%,45,8.75%
897,7922.0,82,10,12.20%,9,10.98%,11,13.41%,1,1.22%,1,1.22%
898,9999.0,6,2,33.33%,0,0.00%,2,33.33%,0,0.00%,2,33.33%
899,,602,319,52.99%,271,45.02%,336,55.81%,17,2.82%,48,7.97%
900,2618.0,205,113,55.12%,106,51.71%,116,56.59%,3,1.46%,7,3.41%
901,9999.0,4,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
902,,209,113,54.07%,106,50.72%,116,55.50%,3,1.44%,7,3.35%
903,2623.0,439,351,79.95%,341,77.68%,361,82.23%,10,2.28%,10,2.28%
904,9999.0,9,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
905,,448,351,78.35%,341,76.12%,361,80.58%,10,2.23%,10,2.23%
906,2633.0,363,218,60.06%,204,56.20%,228,62.81%,10,2.75%,14,3.86%
907,9999.0,11,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
908,,374,218,58.29%,204,54.55%,228,60.96%,10,2.67%,14,3.74%
909,2649.0,127,57,44.88%,56,44.09%,62,48.82%,5,3.94%,1,0.79%
910,,127,57,44.88%,56,44.09%,62,48.82%,5,3.94%,1,0.79%
911,2658.0,239,90,37.66%,83,34.73%,90,37.66%,0,0.00%,7,2.93%
912,9999.0,6,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
913,,245,90,36.73%,83,33.88%,90,36.73%,0,0.00%,7,2.86%
914,2663.0,342,170,49.71%,155,45.32%,174,50.88%,4,1.17%,15,4.39%
915,9999.0,2,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
916,,344,170,49.42%,155,45.06%,174,50.58%,4,1.16%,15,4.36%
917,,"4,799","2,782",57.97%,"2,620",54.59%,"2,877",59.95%,95,1.98%,162,3.38%
918,2675.0,130,78,60.00%,78,60.00%,92,70.77%,14,10.77%,0,0.00%
919,,130,78,60.00%,78,60.00%,92,70.77%,14,10.77%,0,0.00%
920,2680.0,98,59,60.20%,59,60.20%,66,67.35%,7,7.14%,0,0.00%
921,,98,59,60.20%,59,60.20%,66,67.35%,7,7.14%,0,0.00%
922,4940.0,109,16,14.68%,16,14.68%,16,14.68%,0,0.00%,0,0.00%
923,,109,16,14.68%,16,14.68%,16,14.68%,0,0.00%,0,0.00%
924,2686.0,105,62,59.05%,57,54.29%,74,70.48%,12,11.43%,5,4.76%
925,,105,62,59.05%,57,54.29%,74,70.48%,12,11.43%,5,4.76%
926,2689.0,100,64,64.00%,63,63.00%,68,68.00%,4,4.00%,1,1.00%
927,9999.0,1,1,100.00%,1,100.00%,1,100.00%,0,0.00%,0,0.00%
928,,101,65,64.36%,64,63.37%,69,68.32%,4,3.96%,1,0.99%
929,2704.0,153,66,43.14%,61,39.87%,67,43.79%,1,0.65%,5,3.27%
930,9999.0,24,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
931,,177,66,37.29%,61,34.46%,67,37.85%,1,0.56%,5,2.82%
932,2708.0,75,58,77.33%,58,77.33%,61,81.33%,3,4.00%,0,0.00%
933,9999.0,1,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
934,,76,58,76.32%,58,76.32%,61,80.26%,3,3.95%,0,0.00%
935,2712.0,44,30,68.18%,28,63.64%,31,70.45%,1,2.27%,2,4.55%
936,9999.0,3,1,33.33%,1,33.33%,1,33.33%,0,0.00%,0,0.00%
937,,47,31,65.96%,29,61.70%,32,68.09%,1,2.13%,2,4.26%
938,2721.0,94,78,82.98%,69,73.40%,78,82.98%,0,0.00%,9,9.57%
939,9999.0,4,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
940,,98,78,79.59%,69,70.41%,78,79.59%,0,0.00%,9,9.18%
941,,941,513,54.52%,491,52.18%,555,58.98%,42,4.46%,22,2.34%
942,2725.0,102,63,61.76%,63,61.76%,64,62.75%,1,0.98%,0,0.00%
943,,102,63,61.76%,63,61.76%,64,62.75%,1,0.98%,0,0.00%
944,4800.0,361,187,51.80%,187,51.80%,211,58.45%,24,6.65%,0,0.00%
945,,361,187,51.80%,187,51.80%,211,58.45%,24,6.65%,0,0.00%
946,2740.0,167,96,57.49%,96,57.49%,96,57.49%,0,0.00%,0,0.00%
947,9999.0,4,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
948,,171,96,56.14%,96,56.14%,96,56.14%,0,0.00%,0,0.00%
949,5155.0,276,111,40.22%,104,37.68%,116,42.03%,5,1.81%,7,2.54%
950,,276,111,40.22%,104,37.68%,116,42.03%,5,1.81%,7,2.54%
951,2760.0,142,56,39.44%,56,39.44%,57,40.14%,1,0.70%,0,0.00%
952,9999.0,2,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
953,,144,56,38.89%,56,38.89%,57,39.58%,1,0.69%,0,0.00%
954,2766.0,264,178,67.42%,177,67.05%,179,67.80%,1,0.38%,1,0.38%
955,,264,178,67.42%,177,67.05%,179,67.80%,1,0.38%,1,0.38%
956,,"1,318",691,52.43%,683,51.82%,723,54.86%,32,2.43%,8,0.61%
957,2794.0,493,228,46.25%,216,43.81%,245,49.70%,17,3.45%,12,2.43%
958,2795.0,404,215,53.22%,208,51.49%,234,57.92%,19,4.70%,7,1.73%
959,8412.0,78,37,47.44%,36,46.15%,43,55.13%,6,7.69%,1,1.28%
960,9999.0,81,4,4.94%,4,4.94%,9,11.11%,5,6.17%,0,0.00%
961,,"1,056",484,45.83%,464,43.94%,531,50.28%,47,4.45%,20,1.89%
962,2798.0,103,66,64.08%,64,62.14%,67,65.05%,1,0.97%,2,1.94%
963,,103,66,64.08%,64,62.14%,67,65.05%,1,0.97%,2,1.94%
964,2809.0,721,560,77.67%,555,76.98%,565,78.36%,5,0.69%,5,0.69%
965,9999.0,5,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
966,,726,560,77.13%,555,76.45%,565,77.82%,5,0.69%,5,0.69%
967,8401.0,41,18,43.90%,18,43.90%,23,56.10%,5,12.20%,0,0.00%
968,,41,18,43.90%,18,43.90%,23,56.10%,5,12.20%,0,0.00%
969,2818.0,117,71,60.68%,68,58.12%,74,63.25%,3,2.56%,3,2.56%
970,9999.0,1,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
971,,118,71,60.17%,68,57.63%,74,62.71%,3,2.54%,3,2.54%
972,2821.0,173,124,71.68%,124,71.68%,125,72.25%,1,0.58%,0,0.00%
973,9999.0,2,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
974,,175,124,70.86%,124,70.86%,125,71.43%,1,0.57%,0,0.00%
