,school number,graduate count,college bound,total college bound %,2- or 4-year college or university,2- or 4-year university %,total postsecondary bound,total postsecondary bound %,non-degree-granting postsecondary school,non-degree-granting postsecondary school %,specialized associate degree granting institution,specialized associate degree granting institution %
629,5245.0,78,51,65.38%,51,65.38%,51,65.38%,0,0.00%,0,0.00%
630,3107.0,44,31,70.45%,29,65.91%,33,75.00%,2,4.55%,2,4.55%
631,3111.0,59,34,57.63%,32,54.24%,35,59.32%,1,1.69%,2,3.39%
632,3117.0,63,34,53.97%,31,49.21%,35,55.56%,1,1.59%,3,4.76%
633,6122.0,44,28,63.64%,24,54.55%,28,63.64%,0,0.00%,4,9.09%
634,5248.0,46,31,67.39%,21,45.65%,32,69.57%,1,2.17%,10,21.74%
635,3137.0,119,88,73.95%,85,71.43%,99,83.19%,11,9.24%,3,2.52%
636,7506.0,46,0,0.00%,0,0.00%,6,13.04%,6,13.04%,0,0.00%
637,3145.0,153,117,76.47%,114,74.51%,118,77.12%,1,0.65%,3,1.96%
638,6125.0,29,12,41.38%,9,31.03%,13,44.83%,1,3.45%,3,10.34%
639,3150.0,159,128,80.50%,125,78.62%,128,80.50%,0,0.00%,3,1.89%
640,6126.0,27,17,62.96%,17,62.96%,22,81.48%,5,18.52%,0,0.00%
641,3155.0,103,64,62.14%,64,62.14%,65,63.11%,1,0.97%,0,0.00%
642,3158.0,108,70,64.81%,67,62.04%,72,66.67%,2,1.85%,3,2.78%
643,3165.0,105,77,73.33%,72,68.57%,77,73.33%,0,0.00%,5,4.76%
644,8093.0,125,77,61.60%,77,61.60%,77,61.60%,0,0.00%,0,0.00%
645,9999.0,1,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
646,3124.0,95,64,67.37%,63,66.32%,69,72.63%,5,5.26%,1,1.05%
647,6129.0,73,51,69.86%,43,58.90%,51,69.86%,0,0.00%,8,10.96%
648,9999.0,1,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
649,8187.0,420,206,49.05%,193,45.95%,213,50.71%,7,1.67%,13,3.10%
650,9999.0,1,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
651,7866.0,11,10,90.91%,10,90.91%,10,90.91%,0,0.00%,0,0.00%
652,6935.0,326,244,74.85%,152,46.63%,261,80.06%,17,5.21%,92,28.22%
653,7641.0,251,160,63.75%,160,63.75%,164,65.34%,4,1.59%,0,0.00%
654,9999.0,5,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
655,3210.0,410,331,80.73%,323,78.78%,338,82.44%,7,1.71%,8,1.95%
656,3216.0,337,265,78.64%,262,77.74%,266,78.93%,1,0.30%,3,0.89%
657,7738.0,411,209,50.85%,209,50.85%,217,52.80%,8,1.95%,0,0.00%
658,8010.0,2,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
659,9999.0,8,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
660,3224.0,388,193,49.74%,191,49.23%,193,49.74%,0,0.00%,2,0.52%
661,9999.0,1,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
662,7687.0,201,96,47.76%,95,47.26%,110,54.73%,14,6.97%,1,0.50%
663,3241.0,562,481,85.59%,479,85.23%,481,85.59%,0,0.00%,2,0.36%
664,3260.0,331,270,81.57%,267,80.66%,280,84.59%,10,3.02%,3,0.91%
665,9999.0,2,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
666,3333.0,351,308,87.75%,306,87.18%,312,88.89%,4,1.14%,2,0.57%
667,9999.0,9,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
668,3272.0,373,331,88.74%,330,88.47%,332,89.01%,1,0.27%,1,0.27%
669,9999.0,4,1,25.00%,1,25.00%,1,25.00%,0,0.00%,0,0.00%
670,8049.0,38,38,100.00%,38,100.00%,38,100.00%,0,0.00%,0,0.00%
671,3295.0,357,333,93.28%,333,93.28%,337,94.40%,4,1.12%,0,0.00%
672,3296.0,287,269,93.73%,269,93.73%,272,94.77%,3,1.05%,0,0.00%
673,9999.0,9,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
674,4960.0,186,178,95.70%,178,95.70%,178,95.70%,0,0.00%,0,0.00%
675,3305.0,395,357,90.38%,357,90.38%,360,91.14%,3,0.76%,0,0.00%
676,9999.0,1,1,100.00%,1,100.00%,1,100.00%,0,0.00%,0,0.00%
677,6729.0,292,221,75.68%,217,74.32%,221,75.68%,0,0.00%,4,1.37%
678,6998.0,67,39,58.21%,35,52.24%,39,58.21%,0,0.00%,4,5.97%
679,9999.0,11,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
680,5345.0,974,830,85.22%,829,85.11%,841,86.34%,11,1.13%,1,0.10%
681,9999.0,4,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
682,3328.0,417,361,86.57%,357,85.61%,362,86.81%,1,0.24%,4,0.96%
683,9999.0,1,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
684,3338.0,260,199,76.54%,197,75.77%,199,76.54%,0,0.00%,2,0.77%
685,9999.0,4,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
686,3348.0,148,106,71.62%,101,68.24%,106,71.62%,0,0.00%,5,3.38%
687,9999.0,3,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
688,3354.0,536,426,79.48%,426,79.48%,436,81.34%,10,1.87%,0,0.00%
689,9999.0,17,1,5.88%,1,5.88%,1,5.88%,0,0.00%,0,0.00%
690,3376.0,136,121,88.97%,121,88.97%,122,89.71%,1,0.74%,0,0.00%
691,9999.0,1,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
692,3367.0,641,559,87.21%,557,86.90%,566,88.30%,7,1.09%,2,0.31%
693,9999.0,3,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
694,5078.0,369,350,94.85%,344,93.22%,352,95.39%,2,0.54%,6,1.63%
695,9999.0,2,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
696,3395.0,255,220,86.27%,217,85.10%,220,86.27%,0,0.00%,3,1.18%
697,9999.0,17,3,17.65%,3,17.65%,3,17.65%,0,0.00%,0,0.00%
698,3401.0,238,192,80.67%,192,80.67%,194,81.51%,2,0.84%,0,0.00%
699,5081.0,222,146,65.77%,146,65.77%,148,66.67%,2,0.90%,0,0.00%
700,9999.0,6,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
701,3247.0,337,313,92.88%,312,92.58%,315,93.47%,2,0.59%,1,0.30%
702,9999.0,17,2,11.76%,2,11.76%,3,17.65%,1,5.88%,0,0.00%
703,7858.0,752,345,45.88%,329,43.75%,398,52.93%,53,7.05%,16,2.13%
704,9999.0,1,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
705,3425.0,153,109,71.24%,108,70.59%,116,75.82%,7,4.58%,1,0.65%
706,7681.0,71,68,95.77%,67,94.37%,68,95.77%,0,0.00%,1,1.41%
707,3434.0,213,144,67.61%,144,67.61%,144,67.61%,0,0.00%,0,0.00%
708,3465.0,632,478,75.63%,465,73.58%,487,77.06%,9,1.42%,13,2.06%
709,4957.0,435,344,79.08%,340,78.16%,349,80.23%,5,1.15%,4,0.92%
710,9999.0,10,4,40.00%,4,40.00%,4,40.00%,0,0.00%,0,0.00%
711,7634.0,149,128,85.91%,128,85.91%,131,87.92%,3,2.01%,0,0.00%
712,3482.0,613,487,79.45%,484,78.96%,503,82.06%,16,2.61%,3,0.49%
713,3495.0,372,333,89.52%,329,88.44%,335,90.05%,2,0.54%,4,1.08%
714,3505.0,418,329,78.71%,325,77.75%,333,79.67%,4,0.96%,4,0.96%
715,6439.0,125,86,68.80%,81,64.80%,88,70.40%,2,1.60%,5,4.00%
716,5352.0,189,160,84.66%,160,84.66%,160,84.66%,0,0.00%,0,0.00%
717,3522.0,167,143,85.63%,141,84.43%,144,86.23%,1,0.60%,2,1.20%
718,9999.0,2,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
719,3532.0,90,52,57.78%,48,53.33%,58,64.44%,6,6.67%,4,4.44%
720,9999.0,3,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
721,3541.0,151,79,52.32%,79,52.32%,80,52.98%,1,0.66%,0,0.00%
722,9999.0,3,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
723,6936.0,99,70,70.71%,69,69.70%,71,71.72%,1,1.01%,1,1.01%
724,9999.0,1,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
725,7893.0,127,74,58.27%,72,56.69%,75,59.06%,1,0.79%,2,1.57%
726,3569.0,173,105,60.69%,104,60.12%,105,60.69%,0,0.00%,1,0.58%
727,5103.0,120,70,58.33%,70,58.33%,77,64.17%,7,5.83%,0,0.00%
728,6341.0,50,37,74.00%,37,74.00%,39,78.00%,2,4.00%,0,0.00%
729,7930.0,69,51,73.91%,50,72.46%,51,73.91%,0,0.00%,1,1.45%
730,3589.0,115,67,58.26%,67,58.26%,67,58.26%,0,0.00%,0,0.00%
731,3596.0,163,88,53.99%,87,53.37%,89,54.60%,1,0.61%,1,0.61%
732,7744.0,45,36,80.00%,34,75.56%,37,82.22%,1,2.22%,2,4.44%
733,8083.0,37,35,94.59%,34,91.89%,37,100.00%,2,5.41%,1,2.70%
734,7678.0,66,52,78.79%,52,78.79%,56,84.85%,4,6.06%,0,0.00%
735,7737.0,159,81,50.94%,81,50.94%,104,65.41%,23,14.47%,0,0.00%
736,7777.0,63,40,63.49%,40,63.49%,42,66.67%,2,3.17%,0,0.00%
737,7909.0,116,102,87.93%,100,86.21%,107,92.24%,5,4.31%,2,1.72%
738,7910.0,92,73,79.35%,73,79.35%,73,79.35%,0,0.00%,0,0.00%
739,8216.0,22,13,59.09%,13,59.09%,17,77.27%,4,18.18%,0,0.00%
740,7510.0,133,98,73.68%,98,73.68%,104,78.20%,6,4.51%,0,0.00%
741,7513.0,139,14,10.07%,12,8.63%,20,14.39%,6,4.32%,2,1.44%
742,7540.0,118,70,59.32%,70,59.32%,73,61.86%,3,2.54%,0,0.00%
743,7542.0,125,104,83.20%,104,83.20%,106,84.80%,2,1.60%,0,0.00%
744,7546.0,55,52,94.55%,51,92.73%,52,94.55%,0,0.00%,1,1.82%
745,7574.0,102,89,87.25%,87,85.29%,90,88.24%,1,0.98%,2,1.96%
746,7578.0,116,107,92.24%,107,92.24%,107,92.24%,0,0.00%,0,0.00%
747,7582.0,75,73,97.33%,70,93.33%,73,97.33%,0,0.00%,3,4.00%
748,7586.0,95,91,95.79%,90,94.74%,93,97.89%,2,2.11%,1,1.05%
749,7587.0,100,78,78.00%,78,78.00%,78,78.00%,0,0.00%,0,0.00%
750,7588.0,60,41,68.33%,41,68.33%,45,75.00%,4,6.67%,0,0.00%
751,7647.0,207,200,96.62%,200,96.62%,202,97.58%,2,0.97%,0,0.00%
752,7649.0,190,178,93.68%,178,93.68%,180,94.74%,2,1.05%,0,0.00%
753,7665.0,157,102,64.97%,102,64.97%,111,70.70%,9,5.73%,0,0.00%
754,7666.0,253,198,78.26%,198,78.26%,210,83.00%,12,4.74%,0,0.00%
755,8205.0,432,238,55.09%,236,54.63%,280,64.81%,42,9.72%,2,0.46%
756,7672.0,111,81,72.97%,81,72.97%,81,72.97%,0,0.00%,0,0.00%
757,8207.0,234,152,64.96%,152,64.96%,177,75.64%,25,10.68%,0,0.00%
758,8217.0,12,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
759,8358.0,112,97,86.61%,97,86.61%,104,92.86%,7,6.25%,0,0.00%
760,3728.0,10,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
761,3808.0,106,104,98.11%,104,98.11%,104,98.11%,0,0.00%,0,0.00%
762,3816.0,181,109,60.22%,98,54.14%,114,62.98%,5,2.76%,11,6.08%
763,3818.0,149,98,65.77%,92,61.74%,101,67.79%,3,2.01%,6,4.03%
764,3841.0,83,51,61.45%,48,57.83%,54,65.06%,3,3.61%,3,3.61%
765,3842.0,88,55,62.50%,44,50.00%,57,64.77%,2,2.27%,11,12.50%
766,3843.0,232,202,87.07%,199,85.78%,202,87.07%,0,0.00%,3,1.29%
767,3844.0,100,78,78.00%,76,76.00%,82,82.00%,4,4.00%,2,2.00%
768,3845.0,252,181,71.83%,167,66.27%,183,72.62%,2,0.79%,14,5.56%
769,3847.0,138,72,52.17%,64,46.38%,80,57.97%,8,5.80%,8,5.80%
770,3848.0,548,408,74.45%,406,74.09%,409,74.64%,1,0.18%,2,0.36%
771,3849.0,160,83,51.88%,71,44.38%,86,53.75%,3,1.88%,12,7.50%
772,3850.0,222,111,50.00%,94,42.34%,114,51.35%,3,1.35%,17,7.66%
773,3851.0,82,31,37.80%,25,30.49%,31,37.80%,0,0.00%,6,7.32%
774,3855.0,679,461,67.89%,448,65.98%,477,70.25%,16,2.36%,13,1.91%
775,3857.0,78,51,65.38%,46,58.97%,54,69.23%,3,3.85%,5,6.41%
776,3859.0,88,41,46.59%,39,44.32%,42,47.73%,1,1.14%,2,2.27%
777,3860.0,75,47,62.67%,43,57.33%,50,66.67%,3,4.00%,4,5.33%
778,3861.0,80,9,11.25%,9,11.25%,9,11.25%,0,0.00%,0,0.00%
779,6527.0,266,191,71.80%,179,67.29%,196,73.68%,5,1.88%,12,4.51%
780,6548.0,43,33,76.74%,33,76.74%,34,79.07%,1,2.33%,0,0.00%
781,6675.0,89,38,42.70%,34,38.20%,43,48.31%,5,5.62%,4,4.49%
782,6822.0,160,126,78.75%,120,75.00%,129,80.63%,3,1.88%,6,3.75%
783,6996.0,138,112,81.16%,112,81.16%,113,81.88%,1,0.72%,0,0.00%
784,7023.0,150,141,94.00%,140,93.33%,142,94.67%,1,0.67%,1,0.67%
785,7070.0,103,82,79.61%,82,79.61%,85,82.52%,3,2.91%,0,0.00%
786,7072.0,119,82,68.91%,70,58.82%,84,70.59%,2,1.68%,12,10.08%
787,7229.0,69,48,69.57%,47,68.12%,49,71.01%,1,1.45%,1,1.45%
788,7245.0,74,39,52.70%,37,50.00%,43,58.11%,4,5.41%,2,2.70%
789,7255.0,40,14,35.00%,13,32.50%,14,35.00%,0,0.00%,1,2.50%
790,7664.0,59,51,86.44%,51,86.44%,52,88.14%,1,1.69%,0,0.00%
791,7780.0,77,53,68.83%,51,66.23%,54,70.13%,1,1.30%,2,2.60%
792,7782.0,91,81,89.01%,77,84.62%,82,90.11%,1,1.10%,4,4.40%
793,7808.0,37,31,83.78%,28,75.68%,31,83.78%,0,0.00%,3,8.11%
794,7811.0,68,45,66.18%,44,64.71%,46,67.65%,1,1.47%,1,1.47%
795,7813.0,115,75,65.22%,65,56.52%,79,68.70%,4,3.48%,10,8.70%
796,7815.0,81,57,70.37%,53,65.43%,57,70.37%,0,0.00%,4,4.94%
797,7850.0,60,34,56.67%,32,53.33%,37,61.67%,3,5.00%,2,3.33%
798,7852.0,99,57,57.58%,54,54.55%,60,60.61%,3,3.03%,3,3.03%
799,7855.0,74,51,68.92%,47,63.51%,53,71.62%,2,2.70%,4,5.41%
800,7903.0,82,70,85.37%,66,80.49%,71,86.59%,1,1.22%,4,4.88%
801,7904.0,212,185,87.26%,182,85.85%,188,88.68%,3,1.42%,3,1.42%
802,7905.0,89,79,88.76%,78,87.64%,80,89.89%,1,1.12%,1,1.12%
803,7906.0,122,79,64.75%,79,64.75%,80,65.57%,1,0.82%,0,0.00%
804,8039.0,146,137,93.84%,130,89.04%,140,95.89%,3,2.05%,7,4.79%
805,8293.0,63,43,68.25%,41,65.08%,44,69.84%,1,1.59%,2,3.17%
806,8298.0,36,20,55.56%,17,47.22%,21,58.33%,1,2.78%,3,8.33%
807,8328.0,49,15,30.61%,14,28.57%,16,32.65%,1,2.04%,1,2.04%
808,8329.0,49,40,81.63%,38,77.55%,41,83.67%,1,2.04%,2,4.08%
809,8330.0,123,109,88.62%,107,86.99%,110,89.43%,1,0.81%,2,1.63%
810,8331.0,57,34,59.65%,32,56.14%,34,59.65%,0,0.00%,2,3.51%
811,8332.0,66,41,62.12%,35,53.03%,41,62.12%,0,0.00%,6,9.09%
812,8385.0,6,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
813,8386.0,16,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
814,8388.0,90,17,18.89%,13,14.44%,20,22.22%,3,3.33%,4,4.44%
815,9999.0,685,63,9.20%,48,7.01%,69,10.07%,6,0.88%,15,2.19%
816,8195.0,108,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
817,7961.0,94,62,65.96%,62,65.96%,66,70.21%,4,4.26%,0,0.00%
818,8127.0,55,52,94.55%,52,94.55%,52,94.55%,0,0.00%,0,0.00%
819,8148.0,45,27,60.00%,27,60.00%,35,77.78%,8,17.78%,0,0.00%
820,7981.0,87,75,86.21%,74,85.06%,77,88.51%,2,2.30%,1,1.15%
821,8126.0,89,68,76.40%,68,76.40%,73,82.02%,5,5.62%,0,0.00%
822,4310.0,274,175,63.87%,171,62.41%,182,66.42%,7,2.55%,4,1.46%
823,5261.0,393,280,71.25%,280,71.25%,289,73.54%,9,2.29%,0,0.00%
824,6222.0,12,5,41.67%,5,41.67%,5,41.67%,0,0.00%,0,0.00%
825,3869.0,61,41,67.21%,41,67.21%,41,67.21%,0,0.00%,0,0.00%
826,9999.0,1,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
827,6223.0,14,6,42.86%,5,35.71%,8,57.14%,2,14.29%,1,7.14%
828,3875.0,36,19,52.78%,19,52.78%,19,52.78%,0,0.00%,0,0.00%
829,3877.0,34,21,61.76%,21,61.76%,21,61.76%,0,0.00%,0,0.00%
830,9999.0,1,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
831,3891.0,205,145,70.73%,132,64.39%,147,71.71%,2,0.98%,13,6.34%
832,8403.0,82,56,68.29%,56,68.29%,61,74.39%,5,6.10%,0,0.00%
833,9999.0,1,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
834,6583.0,66,46,69.70%,43,65.15%,48,72.73%,2,3.03%,3,4.55%
835,8161.0,11,5,45.45%,5,45.45%,5,45.45%,0,0.00%,0,0.00%
836,3883.0,123,69,56.10%,69,56.10%,70,56.91%,1,0.81%,0,0.00%
837,3910.0,126,63,50.00%,61,48.41%,72,57.14%,9,7.14%,2,1.59%
838,3924.0,214,138,64.49%,123,57.48%,140,65.42%,2,0.93%,15,7.01%
839,9999.0,6,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
840,3940.0,78,47,60.26%,47,60.26%,49,62.82%,2,2.56%,0,0.00%
841,5264.0,104,66,63.46%,66,63.46%,66,63.46%,0,0.00%,0,0.00%
842,5070.0,157,136,86.62%,135,85.99%,137,87.26%,1,0.64%,1,0.64%
843,3957.0,71,46,64.79%,46,64.79%,54,76.06%,8,11.27%,0,0.00%
844,3914.0,68,36,52.94%,29,42.65%,42,61.76%,6,8.82%,7,10.29%
845,9999.0,1,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
846,3962.0,175,68,38.86%,67,38.29%,69,39.43%,1,0.57%,1,0.57%
847,9999.0,2,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
848,3969.0,147,108,73.47%,108,73.47%,108,73.47%,0,0.00%,0,0.00%
849,6207.0,69,35,50.72%,35,50.72%,46,66.67%,11,15.94%,0,0.00%
850,3978.0,73,55,75.34%,51,69.86%,56,76.71%,1,1.37%,4,5.48%
851,3994.0,64,39,60.94%,37,57.81%,39,60.94%,0,0.00%,2,3.13%
852,9999.0,1,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
853,3988.0,93,49,52.69%,48,51.61%,51,54.84%,2,2.15%,1,1.08%
854,6210.0,53,28,52.83%,28,52.83%,28,52.83%,0,0.00%,0,0.00%
855,4002.0,21,10,47.62%,10,47.62%,11,52.38%,1,4.76%,0,0.00%
856,4006.0,30,17,56.67%,17,56.67%,17,56.67%,0,0.00%,0,0.00%
857,6800.0,23,11,47.83%,11,47.83%,12,52.17%,1,4.35%,0,0.00%
858,8274.0,187,103,55.08%,91,48.66%,108,57.75%,5,2.67%,12,6.42%
859,6216.0,26,12,46.15%,12,46.15%,12,46.15%,0,0.00%,0,0.00%
860,4026.0,86,57,66.28%,56,65.12%,63,73.26%,6,6.98%,1,1.16%
861,9999.0,3,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
862,4030.0,41,23,56.10%,23,56.10%,24,58.54%,1,2.44%,0,0.00%
863,4034.0,66,46,69.70%,42,63.64%,46,69.70%,0,0.00%,4,6.06%
864,6418.0,96,55,57.29%,54,56.25%,55,57.29%,0,0.00%,1,1.04%
865,6419.0,52,30,57.69%,30,57.69%,32,61.54%,2,3.85%,0,0.00%
866,9999.0,1,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
867,4044.0,127,82,64.57%,74,58.27%,83,65.35%,1,0.79%,8,6.30%
868,4049.0,67,42,62.69%,42,62.69%,48,71.64%,6,8.96%,0,0.00%
869,4054.0,53,30,56.60%,30,56.60%,31,58.49%,1,1.89%,0,0.00%
870,9999.0,3,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
871,4058.0,50,26,52.00%,26,52.00%,26,52.00%,0,0.00%,0,0.00%
872,6373.0,83,55,66.27%,55,66.27%,59,71.08%,4,4.82%,0,0.00%
873,4064.0,45,27,60.00%,27,60.00%,28,62.22%,1,2.22%,0,0.00%
874,4068.0,85,45,52.94%,45,52.94%,48,56.47%,3,3.53%,0,0.00%
875,4080.0,107,77,71.96%,72,67.29%,79,73.83%,2,1.87%,5,4.67%
876,4085.0,172,146,84.88%,146,84.88%,146,84.88%,0,0.00%,0,0.00%
877,4091.0,157,80,50.96%,78,49.68%,82,52.23%,2,1.27%,2,1.27%
878,4098.0,89,48,53.93%,48,53.93%,57,64.04%,9,10.11%,0,0.00%
879,4106.0,136,81,59.56%,80,58.82%,87,63.97%,6,4.41%,1,0.74%
880,9999.0,10,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
881,4931.0,143,76,53.15%,72,50.35%,79,55.24%,3,2.10%,4,2.80%
882,9999.0,16,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
883,1668.0,135,70,51.85%,64,47.41%,76,56.30%,6,4.44%,6,4.44%
884,4126.0,64,36,56.25%,31,48.44%,36,56.25%,0,0.00%,5,7.81%
885,7833.0,21,17,80.95%,17,80.95%,17,80.95%,0,0.00%,0,0.00%
886,4135.0,65,33,50.77%,33,50.77%,34,52.31%,1,1.54%,0,0.00%
887,4143.0,70,41,58.57%,39,55.71%,45,64.29%,4,5.71%,2,2.86%
888,4146.0,44,19,43.18%,14,31.82%,20,45.45%,1,2.27%,5,11.36%
889,4149.0,178,103,57.87%,97,54.49%,108,60.67%,5,2.81%,6,3.37%
890,4165.0,35,21,60.00%,19,54.29%,21,60.00%,0,0.00%,2,5.71%
891,4188.0,80,60,75.00%,54,67.50%,60,75.00%,0,0.00%,6,7.50%
892,9999.0,1,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
893,4181.0,73,41,56.16%,37,50.68%,41,56.16%,0,0.00%,4,5.48%
894,4195.0,103,70,67.96%,70,67.96%,70,67.96%,0,0.00%,0,0.00%
895,9999.0,3,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
896,4203.0,87,63,72.41%,61,70.11%,68,78.16%,5,5.75%,2,2.30%
897,4217.0,386,314,81.35%,306,79.27%,315,81.61%,1,0.26%,8,2.07%
898,9999.0,6,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
899,4715.0,98,64,65.31%,61,62.24%,64,65.31%,0,0.00%,3,3.06%
900,9999.0,1,1,100.00%,1,100.00%,1,100.00%,0,0.00%,0,0.00%
901,4235.0,96,76,79.17%,70,72.92%,77,80.21%,1,1.04%,6,6.25%
902,9999.0,3,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
903,4242.0,78,53,67.95%,50,64.10%,55,70.51%,2,2.56%,3,3.85%
904,4249.0,116,68,58.62%,57,49.14%,68,58.62%,0,0.00%,11,9.48%
905,9999.0,2,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
906,5083.0,336,311,92.56%,311,92.56%,315,93.75%,4,1.19%,0,0.00%
907,9999.0,2,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
908,7019.0,223,149,66.82%,146,65.47%,152,68.16%,3,1.35%,3,1.35%
909,9999.0,7,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
910,6012.0,245,168,68.57%,160,65.31%,175,71.43%,7,2.86%,8,3.27%
911,9999.0,1,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
912,4286.0,91,58,63.74%,58,63.74%,65,71.43%,7,7.69%,0,0.00%
913,9999.0,7,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
914,4295.0,189,135,71.43%,135,71.43%,140,74.07%,5,2.65%,0,0.00%
915,9999.0,17,10,58.82%,10,58.82%,10,58.82%,0,0.00%,0,0.00%
916,6704.0,147,102,69.39%,97,65.99%,104,70.75%,2,1.36%,5,3.40%
917,4930.0,183,142,77.60%,135,73.77%,148,80.87%,6,3.28%,7,3.83%
918,4340.0,125,98,78.40%,95,76.00%,98,78.40%,0,0.00%,3,2.40%
919,9999.0,1,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
920,4352.0,151,110,72.85%,101,66.89%,111,73.51%,1,0.66%,9,5.96%
921,9999.0,6,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
922,4360.0,306,278,90.85%,278,90.85%,280,91.50%,2,0.65%,0,0.00%
923,7550.0,31,16,51.61%,16,51.61%,18,58.06%,2,6.45%,0,0.00%
924,4845.0,309,232,75.08%,226,73.14%,242,78.32%,10,3.24%,6,1.94%
925,9999.0,3,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
926,4373.0,166,163,98.19%,136,81.93%,163,98.19%,0,0.00%,27,16.27%
927,9999.0,1,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
928,4404.0,437,352,80.55%,345,78.95%,358,81.92%,6,1.37%,7,1.60%
929,9999.0,4,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
930,8421.0,52,38,73.08%,33,63.46%,39,75.00%,1,1.92%,5,9.62%
931,9999.0,3,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
932,4431.0,291,200,68.73%,194,66.67%,207,71.13%,7,2.41%,6,2.06%
933,4442.0,129,97,75.19%,96,74.42%,106,82.17%,9,6.98%,1,0.78%
934,6181.0,48,26,54.17%,22,45.83%,27,56.25%,1,2.08%,4,8.33%
935,9999.0,2,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
936,4458.0,160,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
937,8323.0,116,86,74.14%,77,66.38%,86,74.14%,0,0.00%,9,7.76%
938,4717.0,377,322,85.41%,316,83.82%,326,86.47%,4,1.06%,6,1.59%
939,9999.0,3,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
940,6648.0,333,275,82.58%,274,82.28%,280,84.08%,5,1.50%,1,0.30%
941,9999.0,4,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
942,6191.0,135,101,74.81%,101,74.81%,101,74.81%,0,0.00%,0,0.00%
943,9999.0,2,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
