,school number,graduate count,college bound,total college bound %,2- or 4-year college or university,2- or 4-year university %,total postsecondary bound,total postsecondary bound %,non-degree-granting postsecondary school,non-degree-granting postsecondary school %,specialized associate degree granting institution
0,3.0,149,79,53.02%,73,48.99%,83,55.70%,4,2.68%,6
1,9999.0,7,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0
2,17.0,278,177,63.67%,177,63.67%,184,66.19%,7,2.52%,0
3,9999.0,2,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0
4,6269.0,76,48,63.16%,44,57.89%,49,64.47%,1,1.32%,4
5,6271.0,202,146,72.28%,143,70.79%,153,75.74%,7,3.47%,3
6,9999.0,6,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0
7,14.0,165,113,68.48%,100,60.61%,114,69.09%,1,0.61%,13
8,9999.0,6,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0
9,21.0,105,70,66.67%,66,62.86%,74,70.48%,4,3.81%,4
10,9999.0,4,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0
11,7727.0,123,94,76.42%,93,75.61%,98,79.67%,4,3.25%,1
12,7846.0,21,15,71.43%,5,23.81%,15,71.43%,0,0.00%,10
13,7562.0,34,31,91.18%,31,91.18%,31,91.18%,0,0.00%,0
14,8308.0,99,35,35.35%,35,35.35%,40,40.40%,5,5.05%,0
15,409.0,296,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0
16,412.0,186,138,74.19%,126,67.74%,147,79.03%,9,4.84%,12
17,416.0,98,2,2.04%,2,2.04%,2,2.04%,0,0.00%,0
18,6047.0,7,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0
19,6664.0,5,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0
20,6811.0,9,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0
21,6915.0,298,220,73.83%,214,71.81%,230,77.18%,10,3.36%,6
22,8105.0,103,4,3.88%,4,3.88%,4,3.88%,0,0.00%,0
23,8106.0,129,117,90.70%,117,90.70%,120,93.02%,3,2.33%,0
24,8107.0,88,2,2.27%,2,2.27%,2,2.27%,0,0.00%,0
25,8110.0,88,1,1.14%,1,1.14%,1,1.14%,0,0.00%,0
26,8203.0,87,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0
27,8300.0,25,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0
28,9999.0,27,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0
29,7772.0,29,26,89.66%,25,86.21%,28,96.55%,2,6.90%,1
30,29.0,72,51,70.83%,49,68.06%,51,70.83%,0,0.00%,2
31,9999.0,2,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0
32,5199.0,120,109,90.83%,106,88.33%,109,90.83%,0,0.00%,3
33,9999.0,2,1,50.00%,1,50.00%,1,50.00%,0,0.00%,0
34,315.0,355,318,89.58%,318,89.58%,319,89.86%,1,0.28%,0
35,9999.0,6,1,16.67%,1,16.67%,1,16.67%,0,0.00%,0
36,50.0,326,259,79.45%,249,76.38%,267,81.90%,8,2.45%,10
37,9999.0,6,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0
38,62.0,371,310,83.56%,310,83.56%,310,83.56%,0,0.00%,0
39,9999.0,1,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0
40,70.0,89,74,83.15%,72,80.90%,74,83.15%,0,0.00%,2
41,79.0,93,58,62.37%,58,62.37%,60,64.52%,2,2.15%,0
42,9999.0,1,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0
43,6706.0,273,237,86.81%,228,83.52%,246,90.11%,9,3.30%,9
44,9999.0,3,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0
45,8094.0,41,30,73.17%,28,68.29%,30,73.17%,0,0.00%,2
46,9999.0,2,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0
47,8087.0,36,29,80.56%,28,77.78%,29,80.56%,0,0.00%,1
48,513.0,151,118,78.15%,118,78.15%,128,84.77%,10,6.62%,0
49,8340.0,104,78,75.00%,75,72.12%,78,75.00%,0,0.00%,3
50,9999.0,10,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0
51,144.0,166,112,67.47%,105,63.25%,114,68.67%,2,1.20%,7
52,9999.0,2,0,0.00%,0,0.00%,1,50.00%,1,50.00%,0
53,7648.0,3,2,66.67%,2,66.67%,2,66.67%,0,0.00%,0
54,156.0,326,283,86.81%,280,85.89%,289,88.65%,6,1.84%,3
55,9999.0,4,1,25.00%,1,25.00%,1,25.00%,0,0.00%,0
56,170.0,276,202,73.19%,198,71.74%,203,73.55%,1,0.36%,4
57,9999.0,4,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0
58,5190.0,252,218,86.51%,218,86.51%,227,90.08%,9,3.57%,0
59,9999.0,1,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0
60,5153.0,166,110,66.27%,101,60.84%,114,68.67%,4,2.41%,9
61,9999.0,2,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0
62,5112.0,134,107,79.85%,100,74.63%,107,79.85%,0,0.00%,7
63,9999.0,5,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0
64,6105.0,246,162,65.85%,149,60.57%,195,79.27%,33,13.41%,13
65,5017.0,244,206,84.43%,204,83.61%,208,85.25%,2,0.82%,2
66,9999.0,3,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0
67,4951.0,289,264,91.35%,259,89.62%,264,91.35%,0,0.00%,5
68,9999.0,4,1,25.00%,1,25.00%,1,25.00%,0,0.00%,0
69,254.0,428,406,94.86%,404,94.39%,406,94.86%,0,0.00%,2
70,9999.0,6,1,16.67%,1,16.67%,4,66.67%,3,50.00%,0
71,8305.0,657,502,76.41%,502,76.41%,502,76.41%,0,0.00%,0
72,9999.0,5,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0
73,53.0,72,54,75.00%,54,75.00%,54,75.00%,0,0.00%,0
74,9999.0,1,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0
75,7101.0,381,322,84.51%,319,83.73%,331,86.88%,9,2.36%,3
76,309.0,347,294,84.73%,280,80.69%,309,89.05%,15,4.32%,14
77,9999.0,2,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0
78,435.0,320,240,75.00%,239,74.69%,259,80.94%,19,5.94%,1
79,9999.0,1,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0
80,448.0,150,134,89.33%,133,88.67%,134,89.33%,0,0.00%,1
81,9999.0,9,1,11.11%,1,11.11%,2,22.22%,1,11.11%,0
82,6928.0,73,58,79.45%,56,76.71%,64,87.67%,6,8.22%,2
83,9999.0,1,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0
84,460.0,349,262,75.07%,246,70.49%,264,75.64%,2,0.57%,16
85,9999.0,7,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0
86,440.0,94,62,65.96%,59,62.77%,63,67.02%,1,1.06%,3
87,9999.0,4,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0
88,470.0,180,158,87.78%,157,87.22%,171,95.00%,13,7.22%,1
89,9999.0,6,0,0.00%,0,0.00%,1,16.67%,1,16.67%,0
90,467.0,145,123,84.83%,120,82.76%,123,84.83%,0,0.00%,3
91,9999.0,2,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0
92,196.0,113,76,67.26%,73,64.60%,78,69.03%,2,1.77%,3
93,9999.0,1,1,100.00%,1,100.00%,1,100.00%,0,0.00%,0
94,477.0,70,53,75.71%,53,75.71%,53,75.71%,0,0.00%,0
95,9999.0,12,3,25.00%,3,25.00%,3,25.00%,0,0.00%,0
96,492.0,357,338,94.68%,338,94.68%,340,95.24%,2,0.56%,0
97,9999.0,7,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0
98,509.0,281,224,79.72%,214,76.16%,228,81.14%,4,1.42%,10
99,523.0,219,187,85.39%,183,83.56%,195,89.04%,8,3.65%,4
100,9999.0,2,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0
101,536.0,242,184,76.03%,180,74.38%,188,77.69%,4,1.65%,4
102,9999.0,2,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0
103,107.0,241,181,75.10%,175,72.61%,198,82.16%,17,7.05%,6
104,9999.0,9,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0
105,7821.0,74,38,51.35%,36,48.65%,44,59.46%,6,8.11%,2
106,8129.0,56,36,64.29%,34,60.71%,37,66.07%,1,1.79%,2
107,2320.0,67,50,74.63%,48,71.64%,55,82.09%,5,7.46%,2
108,9999.0,2,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0
109,7640.0,78,58,74.36%,56,71.79%,61,78.21%,3,3.85%,2
110,8342.0,211,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0
111,9999.0,47,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0
112,594.0,147,127,86.39%,124,84.35%,128,87.07%,1,0.68%,3
113,7923.0,60,39,65.00%,32,53.33%,42,70.00%,3,5.00%,7
114,4807.0,198,73,36.87%,64,32.32%,79,39.90%,6,3.03%,9
115,7859.0,119,97,81.51%,97,81.51%,99,83.19%,2,1.68%,0
116,8086.0,82,47,57.32%,47,57.32%,47,57.32%,0,0.00%,0
117,6555.0,175,114,65.14%,106,60.57%,120,68.57%,6,3.43%,8
118,640.0,182,137,75.27%,131,71.98%,138,75.82%,1,0.55%,6
119,649.0,115,57,49.57%,57,49.57%,62,53.91%,5,4.35%,0
120,9999.0,2,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0
121,6707.0,180,117,65.00%,117,65.00%,124,68.89%,7,3.89%,0
122,9999.0,4,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0
123,8044.0,138,118,85.51%,115,83.33%,118,85.51%,0,0.00%,3
124,6563.0,97,59,60.82%,57,58.76%,60,61.86%,1,1.03%,2
125,7650.0,"1,258",719,57.15%,609,48.41%,755,60.02%,36,2.86%,110
126,675.0,165,126,76.36%,113,68.48%,126,76.36%,0,0.00%,13
127,9999.0,1,1,100.00%,1,100.00%,1,100.00%,0,0.00%,0
128,695.0,90,64,71.11%,63,70.00%,66,73.33%,2,2.22%,1
129,9999.0,1,0,0.00%,0,0.00%,1,100.00%,1,100.00%,0
130,700.0,118,92,77.97%,92,77.97%,94,79.66%,2,1.69%,0
131,9999.0,2,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0
132,8000.0,49,40,81.63%,40,81.63%,40,81.63%,0,0.00%,0
133,9999.0,2,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0
134,714.0,98,78,79.59%,78,79.59%,80,81.63%,2,2.04%,0
135,9999.0,2,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0
136,719.0,61,34,55.74%,30,49.18%,37,60.66%,3,4.92%,4
137,9999.0,1,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0
138,726.0,155,76,49.03%,76,49.03%,80,51.61%,4,2.58%,0
139,732.0,111,67,60.36%,57,51.35%,67,60.36%,0,0.00%,10
140,9999.0,5,0,0.00%,0,0.00%,1,20.00%,1,20.00%,0
141,7897.0,131,73,55.73%,73,55.73%,79,60.31%,6,4.58%,0
142,9999.0,1,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0
143,747.0,61,33,54.10%,30,49.18%,38,62.30%,5,8.20%,3
144,8154.0,21,13,61.90%,13,61.90%,14,66.67%,1,4.76%,0
145,753.0,80,38,47.50%,30,37.50%,41,51.25%,3,3.75%,8
146,8155.0,91,59,64.84%,54,59.34%,69,75.82%,10,10.99%,5
147,820.0,63,48,76.19%,44,69.84%,49,77.78%,1,1.59%,4
148,6306.0,541,387,71.53%,380,70.24%,397,73.38%,10,1.85%,7
149,9999.0,19,0,0.00%,0,0.00%,1,5.26%,1,5.26%,0
150,6308.0,124,91,73.39%,90,72.58%,91,73.39%,0,0.00%,1
151,777.0,202,158,78.22%,150,74.26%,163,80.69%,5,2.48%,8
152,9999.0,4,0,0.00%,0,0.00%,1,25.00%,1,25.00%,0
153,4810.0,270,202,74.81%,202,74.81%,214,79.26%,12,4.44%,0
154,9999.0,6,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0
155,788.0,316,227,71.84%,222,70.25%,228,72.15%,1,0.32%,5
156,9999.0,1,1,100.00%,1,100.00%,1,100.00%,0,0.00%,0
157,5023.0,201,161,80.10%,156,77.61%,161,80.10%,0,0.00%,5
158,9999.0,5,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0
159,802.0,283,180,63.60%,176,62.19%,183,64.66%,3,1.06%,4
160,808.0,166,106,63.86%,88,53.01%,107,64.46%,1,0.60%,18
161,9999.0,2,1,50.00%,0,0.00%,1,50.00%,0,0.00%,1
162,816.0,104,75,72.12%,75,72.12%,76,73.08%,1,0.96%,0
163,6610.0,306,230,75.16%,223,72.88%,231,75.49%,1,0.33%,7
164,9999.0,17,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0
165,6318.0,129,83,64.34%,83,64.34%,87,67.44%,4,3.10%,0
166,9999.0,3,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0
167,8116.0,760,390,51.32%,390,51.32%,408,53.68%,18,2.37%,0
168,9999.0,5,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0
169,864.0,145,116,80.00%,113,77.93%,118,81.38%,2,1.38%,3
170,9999.0,1,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0
171,4670.0,104,67,64.42%,67,64.42%,77,74.04%,10,9.62%,0
172,9999.0,1,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0
173,873.0,251,195,77.69%,186,74.10%,197,78.49%,2,0.80%,9
174,9999.0,18,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0
175,6980.0,452,302,66.81%,301,66.59%,310,68.58%,8,1.77%,1
176,887.0,163,138,84.66%,135,82.82%,140,85.89%,2,1.23%,3
177,9999.0,3,2,66.67%,2,66.67%,2,66.67%,0,0.00%,0
178,7720.0,19,13,68.42%,13,68.42%,13,68.42%,0,0.00%,0
179,913.0,550,325,59.09%,310,56.36%,337,61.27%,12,2.18%,15
180,7425.0,3,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0
181,917.0,103,75,72.82%,75,72.82%,75,72.82%,0,0.00%,0
182,921.0,71,43,60.56%,34,47.89%,45,63.38%,2,2.82%,9
183,5207.0,280,187,66.79%,178,63.57%,194,69.29%,7,2.50%,9
184,9999.0,3,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0
185,941.0,141,79,56.03%,78,55.32%,82,58.16%,3,2.13%,1
186,949.0,121,75,61.98%,68,56.20%,88,72.73%,13,10.74%,7
187,951.0,35,17,48.57%,14,40.00%,21,60.00%,4,11.43%,3
188,9999.0,1,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0
189,958.0,157,77,49.04%,72,45.86%,85,54.14%,8,5.10%,5
190,988.0,53,30,56.60%,30,56.60%,31,58.49%,1,1.89%,0
191,964.0,76,43,56.58%,42,55.26%,47,61.84%,4,5.26%,1
192,965.0,58,43,74.14%,42,72.41%,45,77.59%,2,3.45%,1
193,5208.0,117,53,45.30%,46,39.32%,56,47.86%,3,2.56%,7
194,1000.0,74,31,41.89%,31,41.89%,34,45.95%,3,4.05%,0
195,1005.0,83,46,55.42%,45,54.22%,55,66.27%,9,10.84%,1
196,7726.0,19,6,31.58%,6,31.58%,8,42.11%,2,10.53%,0
197,5116.0,379,304,80.21%,301,79.42%,308,81.27%,4,1.06%,3
198,9999.0,8,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0
199,1014.0,72,56,77.78%,56,77.78%,61,84.72%,5,6.94%,0
200,9999.0,5,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0
201,1029.0,324,231,71.30%,231,71.30%,243,75.00%,12,3.70%,0
202,9999.0,56,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0
203,1030.0,353,222,62.89%,204,57.79%,225,63.74%,3,0.85%,18
204,1040.0,431,360,83.53%,360,83.53%,368,85.38%,8,1.86%,0
205,9999.0,12,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0
206,1043.0,449,402,89.53%,401,89.31%,404,89.98%,2,0.45%,1
207,5133.0,545,516,94.68%,516,94.68%,517,94.86%,1,0.18%,0
208,7790.0,606,556,91.75%,555,91.58%,563,92.90%,7,1.16%,1
209,9999.0,19,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0
210,5096.0,437,404,92.45%,404,92.45%,406,92.91%,2,0.46%,0
211,7749.0,517,472,91.30%,472,91.30%,474,91.68%,2,0.39%,0
212,9999.0,1,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0
213,8381.0,48,31,64.58%,29,60.42%,31,64.58%,0,0.00%,2
214,6455.0,571,538,94.22%,538,94.22%,553,96.85%,15,2.63%,0
215,9999.0,57,56,98.25%,56,98.25%,56,98.25%,0,0.00%,0
216,1084.0,146,141,96.58%,141,96.58%,142,97.26%,1,0.68%,0
217,9999.0,2,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0
218,1094.0,133,98,73.68%,97,72.93%,100,75.19%,2,1.50%,1
219,9999.0,3,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0
220,1100.0,584,483,82.71%,482,82.53%,492,84.25%,9,1.54%,1
221,9999.0,16,4,25.00%,4,25.00%,4,25.00%,0,0.00%,0
222,4682.0,778,637,81.88%,635,81.62%,649,83.42%,12,1.54%,2
223,9999.0,28,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0
224,1128.0,405,300,74.07%,300,74.07%,310,76.54%,10,2.47%,0
225,9999.0,7,1,14.29%,1,14.29%,1,14.29%,0,0.00%,0
226,8344.0,480,397,82.71%,378,78.75%,409,85.21%,12,2.50%,19
227,9999.0,58,3,5.17%,3,5.17%,4,6.90%,1,1.72%,0
228,1154.0,127,80,62.99%,79,62.20%,83,65.35%,3,2.36%,1
229,9999.0,1,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0
230,1159.0,258,232,89.92%,232,89.92%,244,94.57%,12,4.65%,0
231,9999.0,1,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0
232,1164.0,123,69,56.10%,65,52.85%,69,56.10%,0,0.00%,4
233,1172.0,181,146,80.66%,146,80.66%,147,81.22%,1,0.55%,0
234,1177.0,223,171,76.68%,171,76.68%,172,77.13%,1,0.45%,0
235,9999.0,1,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0
236,8318.0,575,514,89.39%,498,86.61%,519,90.26%,5,0.87%,16
237,9999.0,3,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0
238,5135.0,42,25,59.52%,24,57.14%,25,59.52%,0,0.00%,1
239,9999.0,5,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0
240,5212.0,111,79,71.17%,76,68.47%,79,71.17%,0,0.00%,3
241,9999.0,1,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0
242,1208.0,131,98,74.81%,93,70.99%,99,75.57%,1,0.76%,5
243,5136.0,58,49,84.48%,49,84.48%,49,84.48%,0,0.00%,0
244,1225.0,42,15,35.71%,14,33.33%,15,35.71%,0,0.00%,1
245,9999.0,3,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0
246,8382.0,159,104,65.41%,94,59.12%,112,70.44%,8,5.03%,10
247,1251.0,187,113,60.43%,104,55.61%,114,60.96%,1,0.53%,9
248,8314.0,7,1,14.29%,1,14.29%,1,14.29%,0,0.00%,0
249,9999.0,8,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0
250,6201.0,89,51,57.30%,51,57.30%,51,57.30%,0,0.00%,0
251,1213.0,127,90,70.87%,89,70.08%,91,71.65%,1,0.79%,1
252,1270.0,51,37,72.55%,33,64.71%,41,80.39%,4,7.84%,4
253,7941.0,124,95,76.61%,94,75.81%,97,78.23%,2,1.61%,1
254,9999.0,2,1,50.00%,1,50.00%,1,50.00%,0,0.00%,0
255,8379.0,111,96,86.49%,95,85.59%,96,86.49%,0,0.00%,1
256,1299.0,46,29,63.04%,26,56.52%,29,63.04%,0,0.00%,3
257,4870.0,84,54,64.29%,54,64.29%,54,64.29%,0,0.00%,0
258,1307.0,135,111,82.22%,108,80.00%,114,84.44%,3,2.22%,3
259,9999.0,3,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0
260,1315.0,151,109,72.19%,106,70.20%,115,76.16%,6,3.97%,3
261,4734.0,85,67,78.82%,64,75.29%,68,80.00%,1,1.18%,3
262,9999.0,8,2,25.00%,2,25.00%,2,25.00%,0,0.00%,0
263,8348.0,78,51,65.38%,50,64.10%,51,65.38%,0,0.00%,1
264,1327.0,63,45,71.43%,45,71.43%,46,73.02%,1,1.59%,0
265,9999.0,3,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0
266,1335.0,140,82,58.57%,76,54.29%,88,62.86%,6,4.29%,6
267,1343.0,189,123,65.08%,120,63.49%,127,67.20%,4,2.12%,3
268,9999.0,1,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0
269,6231.0,117,81,69.23%,77,65.81%,84,71.79%,3,2.56%,4
270,1364.0,531,409,77.02%,403,75.89%,409,77.02%,0,0.00%,6
271,7691.0,153,74,48.37%,70,45.75%,81,52.94%,7,4.58%,4
272,7721.0,74,62,83.78%,57,77.03%,62,83.78%,0,0.00%,5
273,7819.0,296,191,64.53%,190,64.19%,213,71.96%,22,7.43%,1
274,1367.0,450,389,86.44%,386,85.78%,399,88.67%,10,2.22%,3
275,9999.0,9,2,22.22%,2,22.22%,3,33.33%,1,11.11%,0
276,5012.0,429,288,67.13%,267,62.24%,302,70.40%,14,3.26%,21
277,9999.0,9,1,11.11%,1,11.11%,1,11.11%,0,0.00%,0
278,1387.0,347,303,87.32%,300,86.46%,304,87.61%,1,0.29%,3
279,7759.0,428,387,90.42%,387,90.42%,390,91.12%,3,0.70%,0
280,8174.0,179,177,98.88%,177,98.88%,177,98.88%,0,0.00%,0
281,9999.0,10,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0
282,7628.0,68,57,83.82%,57,83.82%,58,85.29%,1,1.47%,0
283,7636.0,72,62,86.11%,62,86.11%,62,86.11%,0,0.00%,0
284,1424.0,320,300,93.75%,300,93.75%,302,94.38%,2,0.63%,0
285,9999.0,13,9,69.23%,9,69.23%,9,69.23%,0,0.00%,0
286,6482.0,283,232,81.98%,229,80.92%,240,84.81%,8,2.83%,3
287,9999.0,7,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0
288,1414.0,183,130,71.04%,118,64.48%,131,71.58%,1,0.55%,12
289,9999.0,8,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0
290,1406.0,361,325,90.03%,325,90.03%,330,91.41%,5,1.39%,0
291,9999.0,35,19,54.29%,18,51.43%,21,60.00%,2,5.71%,1
292,1420.0,306,230,75.16%,226,73.86%,240,78.43%,10,3.27%,4
293,1426.0,263,218,82.89%,218,82.89%,221,84.03%,3,1.14%,0
294,9999.0,12,3,25.00%,2,16.67%,3,25.00%,0,0.00%,1
295,1423.0,488,480,98.36%,480,98.36%,481,98.57%,1,0.20%,0
296,9999.0,31,9,29.03%,9,29.03%,9,29.03%,0,0.00%,0
297,1443.0,285,266,93.33%,266,93.33%,272,95.44%,6,2.11%,0
298,9999.0,8,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0
299,1453.0,312,279,89.42%,279,89.42%,286,91.67%,7,2.24%,0
300,6734.0,334,315,94.31%,315,94.31%,323,96.71%,8,2.40%,0
301,7894.0,315,286,90.79%,286,90.79%,295,93.65%,9,2.86%,0
302,9999.0,36,1,2.78%,1,2.78%,1,2.78%,0,0.00%,0
303,7824.0,107,49,45.79%,45,42.06%,57,53.27%,8,7.48%,4
304,4664.0,46,29,63.04%,25,54.35%,30,65.22%,1,2.17%,4
305,9999.0,8,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0
306,1475.0,70,49,70.00%,43,61.43%,49,70.00%,0,0.00%,6
307,9999.0,2,1,50.00%,0,0.00%,1,50.00%,0,0.00%,1
308,1480.0,71,46,64.79%,40,56.34%,46,64.79%,0,0.00%,6
309,9999.0,1,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0
310,1486.0,80,44,55.00%,42,52.50%,51,63.75%,7,8.75%,2
311,1489.0,37,28,75.68%,28,75.68%,28,75.68%,0,0.00%,0
312,1495.0,97,43,44.33%,42,43.30%,52,53.61%,9,9.28%,1
313,1501.0,36,21,58.33%,18,50.00%,22,61.11%,1,2.78%,3
314,6156.0,231,147,63.64%,135,58.44%,155,67.10%,8,3.46%,12
315,9999.0,3,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0
316,6236.0,187,110,58.82%,105,56.15%,111,59.36%,1,0.53%,5
317,1529.0,84,60,71.43%,42,50.00%,62,73.81%,2,2.38%,18
318,9999.0,1,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0
319,5219.0,60,42,70.00%,40,66.67%,45,75.00%,3,5.00%,2
320,9999.0,3,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0
321,8316.0,17,7,41.18%,7,41.18%,7,41.18%,0,0.00%,0
322,1550.0,71,36,50.70%,35,49.30%,43,60.56%,7,9.86%,1
323,1560.0,96,56,58.33%,53,55.21%,57,59.38%,1,1.04%,3
324,9999.0,2,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0
325,1566.0,76,42,55.26%,40,52.63%,48,63.16%,6,7.89%,2
326,7635.0,23,5,21.74%,5,21.74%,7,30.43%,2,8.70%,0
327,6241.0,29,13,44.83%,11,37.93%,14,48.28%,1,3.45%,2
328,7589.0,289,176,60.90%,163,56.40%,177,61.25%,1,0.35%,13
329,1595.0,37,23,62.16%,23,62.16%,24,64.86%,1,2.70%,0
330,1605.0,165,126,76.36%,125,75.76%,126,76.36%,0,0.00%,1
331,1612.0,96,77,80.21%,77,80.21%,78,81.25%,1,1.04%,0
332,9999.0,3,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0
333,1619.0,117,93,79.49%,92,78.63%,95,81.20%,2,1.71%,1
334,9999.0,8,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0
335,5178.0,128,34,26.56%,30,23.44%,41,32.03%,7,5.47%,4
336,1623.0,49,31,63.27%,31,63.27%,32,65.31%,1,2.04%,0
337,1627.0,92,68,73.91%,68,73.91%,69,75.00%,1,1.09%,0
338,7567.0,28,11,39.29%,11,39.29%,12,42.86%,1,3.57%,0
339,8224.0,165,84,50.91%,75,45.45%,85,51.52%,1,0.61%,9
340,1632.0,70,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0
341,1654.0,173,111,64.16%,103,59.54%,116,67.05%,5,2.89%,8
342,9999.0,3,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0
343,1629.0,82,53,64.63%,48,58.54%,53,64.63%,0,0.00%,5
344,6136.0,93,53,56.99%,48,51.61%,54,58.06%,1,1.08%,5
345,6942.0,75,50,66.67%,39,52.00%,50,66.67%,0,0.00%,11
346,9999.0,2,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0
347,1677.0,212,128,60.38%,123,58.02%,129,60.85%,1,0.47%,5
348,1682.0,94,83,88.30%,83,88.30%,83,88.30%,0,0.00%,0
349,1694.0,338,259,76.63%,258,76.33%,263,77.81%,4,1.18%,1
350,9999.0,1,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0
351,1701.0,647,545,84.23%,545,84.23%,546,84.39%,1,0.15%,0
352,9999.0,4,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0
353,1707.0,185,132,71.35%,132,71.35%,132,71.35%,0,0.00%,0
354,9999.0,2,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0
355,5098.0,274,225,82.12%,219,79.93%,225,82.12%,0,0.00%,6
356,9999.0,3,1,33.33%,1,33.33%,1,33.33%,0,0.00%,0
