,school number,graduate count,college bound,total college bound %,2- or 4-year college or university,2- or 4-year university %,total postsecondary bound,total postsecondary bound %,non-degree-granting postsecondary school,non-degree-granting postsecondary school %,specialized associate degree granting institution
880,7833.0,19,13,68.42%,12,63.16%,15,78.95%,2,10.53%,1
881,4135.0,71,29,40.85%,26,36.62%,30,42.25%,1,1.41%,3
882,4143.0,77,62,80.52%,59,76.62%,62,80.52%,0,0.00%,3
883,4146.0,44,17,38.64%,17,38.64%,18,40.91%,1,2.27%,0
884,4149.0,162,101,62.35%,95,58.64%,108,66.67%,7,4.32%,6
885,4165.0,36,27,75.00%,24,66.67%,28,77.78%,1,2.78%,3
886,9999.0,1,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0
887,4188.0,71,49,69.01%,41,57.75%,52,73.24%,3,4.23%,8
888,9999.0,2,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0
889,4181.0,97,62,63.92%,48,49.48%,62,63.92%,0,0.00%,14
890,4195.0,82,50,60.98%,50,60.98%,51,62.20%,1,1.22%,0
891,9999.0,4,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0
892,4203.0,69,58,84.06%,58,84.06%,62,89.86%,4,5.80%,0
893,4217.0,361,296,81.99%,276,76.45%,299,82.83%,3,0.83%,20
894,9999.0,3,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0
895,4715.0,113,79,69.91%,75,66.37%,79,69.91%,0,0.00%,4
896,9999.0,2,1,50.00%,1,50.00%,1,50.00%,0,0.00%,0
897,4235.0,66,51,77.27%,51,77.27%,51,77.27%,0,0.00%,0
898,4242.0,69,46,66.67%,46,66.67%,46,66.67%,0,0.00%,0
899,9999.0,3,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0
900,4249.0,146,88,60.27%,86,58.90%,88,60.27%,0,0.00%,2
901,9999.0,1,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0
902,5083.0,338,320,94.67%,320,94.67%,321,94.97%,1,0.30%,0
903,9999.0,2,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0
904,7019.0,182,101,55.49%,96,52.75%,113,62.09%,12,6.59%,5
905,9999.0,11,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0
906,6012.0,253,165,65.22%,162,64.03%,172,67.98%,7,2.77%,3
907,4286.0,88,48,54.55%,45,51.14%,51,57.95%,3,3.41%,3
908,9999.0,2,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0
909,4295.0,195,127,65.13%,126,64.62%,131,67.18%,4,2.05%,1
910,9999.0,14,8,57.14%,8,57.14%,9,64.29%,1,7.14%,0
911,6704.0,146,94,64.38%,89,60.96%,96,65.75%,2,1.37%,5
912,9999.0,1,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0
913,4930.0,187,143,76.47%,136,72.73%,146,78.07%,3,1.60%,7
914,4340.0,140,107,76.43%,102,72.86%,109,77.86%,2,1.43%,5
915,9999.0,3,1,33.33%,1,33.33%,1,33.33%,0,0.00%,0
916,4352.0,178,138,77.53%,130,73.03%,139,78.09%,1,0.56%,8
917,9999.0,10,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0
918,4360.0,306,273,89.22%,271,88.56%,273,89.22%,0,0.00%,2
919,7550.0,49,21,42.86%,20,40.82%,23,46.94%,2,4.08%,1
920,4845.0,336,259,77.08%,254,75.60%,266,79.17%,7,2.08%,5
921,9999.0,5,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0
922,4373.0,189,154,81.48%,147,77.78%,154,81.48%,0,0.00%,7
923,9999.0,6,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0
924,4404.0,448,364,81.25%,358,79.91%,369,82.37%,5,1.12%,6
925,9999.0,7,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0
926,4412.0,61,44,72.13%,43,70.49%,44,72.13%,0,0.00%,1
927,9999.0,3,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0
928,4431.0,299,194,64.88%,177,59.20%,198,66.22%,4,1.34%,17
929,9999.0,1,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0
930,4442.0,115,83,72.17%,79,68.70%,92,80.00%,9,7.83%,4
931,9999.0,2,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0
932,6181.0,53,34,64.15%,29,54.72%,35,66.04%,1,1.89%,5
933,4458.0,155,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0
934,9999.0,5,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0
935,8323.0,118,96,81.36%,90,76.27%,98,83.05%,2,1.69%,6
936,4717.0,412,335,81.31%,329,79.85%,340,82.52%,5,1.21%,6
937,9999.0,4,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0
938,6648.0,335,297,88.66%,288,85.97%,304,90.75%,7,2.09%,9
939,9999.0,1,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0
940,6191.0,141,88,62.41%,88,62.41%,98,69.50%,10,7.09%,0
941,4735.0,173,134,77.46%,113,65.32%,134,77.46%,0,0.00%,21
942,9999.0,4,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0
943,5271.0,185,124,67.03%,116,62.70%,124,67.03%,0,0.00%,8
944,4528.0,84,54,64.29%,54,64.29%,60,71.43%,6,7.14%,0
945,9999.0,2,1,50.00%,1,50.00%,1,50.00%,0,0.00%,0
946,4545.0,403,309,76.67%,297,73.70%,316,78.41%,7,1.74%,12
947,9999.0,3,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0
948,4553.0,435,349,80.23%,344,79.08%,360,82.76%,11,2.53%,5
949,9999.0,22,7,31.82%,7,31.82%,8,36.36%,1,4.55%,0
950,4558.0,212,121,57.08%,114,53.77%,126,59.43%,5,2.36%,7
951,9999.0,4,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0
952,4564.0,157,103,65.61%,100,63.69%,114,72.61%,11,7.01%,3
953,9999.0,4,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0
954,4571.0,104,53,50.96%,51,49.04%,57,54.81%,4,3.85%,2
955,7624.0,74,3,4.05%,0,0.00%,3,4.05%,0,0.00%,3
956,4577.0,221,142,64.25%,138,62.44%,146,66.06%,4,1.81%,4
957,9999.0,5,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0
958,4598.0,382,311,81.41%,291,76.18%,369,96.60%,58,15.18%,20
959,9999.0,7,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0
960,4602.0,170,111,65.29%,103,60.59%,113,66.47%,2,1.18%,8
961,9999.0,18,2,11.11%,2,11.11%,3,16.67%,1,5.56%,0
962,4608.0,254,170,66.93%,165,64.96%,179,70.47%,9,3.54%,5
963,9999.0,25,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0
964,4614.0,216,167,77.31%,159,73.61%,169,78.24%,2,0.93%,8
965,4623.0,254,168,66.14%,157,61.81%,172,67.72%,4,1.57%,11
966,9999.0,4,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0
967,6705.0,218,154,70.64%,149,68.35%,157,72.02%,3,1.38%,5
968,9999.0,11,7,63.64%,6,54.55%,10,90.91%,3,27.27%,1
969,4647.0,164,95,57.93%,92,56.10%,97,59.15%,2,1.22%,3
970,5168.0,366,128,34.97%,126,34.43%,137,37.43%,9,2.46%,2
971,4658.0,161,131,81.37%,131,81.37%,131,81.37%,0,0.00%,0
972,9999.0,13,6,46.15%,6,46.15%,7,53.85%,1,7.69%,0
973,1732.0,292,231,79.11%,226,77.40%,232,79.45%,1,0.34%,5
974,4704.0,258,182,70.54%,174,67.44%,183,70.93%,1,0.39%,8
975,9999.0,1,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0
976,6345.0,236,160,67.80%,157,66.53%,165,69.92%,5,2.12%,3
977,9999.0,9,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0
978,8041.0,54,36,66.67%,35,64.81%,40,74.07%,4,7.41%,1
979,,"125,505","83,027",66.15%,"80,584",64.21%,"85,573",68.18%,"2,546",2.03%,"2,443"
980,,,- 2 -,,,,,www.pimsreports.state.pa.us,,,
