,school number,graduate count,college bound,total college bound %,2- or 4-year college or university,total postsecondary bound,total postsecondary bound %,non-degree-granting postsecondary school,non-degree-granting postsecondary school %,specialized associate degree granting institution
602,4030.0,48,36,75.0%,36,38,79.2%,2,4.2%,0
603,7567.0,46,29,63.0%,24,31,67.4%,2,4.3%,5
604,4054.0,55,37,67.3%,36,40,72.7%,3,5.5%,1
605,1806.0,228,198,86.8%,186,199,87.3%,1,0.4%,12
606,1805.0,1,0,0.0%,0,0,0.0%,0,0.0%,0
607,3589.0,157,108,68.8%,103,108,68.8%,0,0.0%,5
608,5070.0,156,145,92.9%,138,145,92.9%,0,0.0%,7
609,7833.0,34,18,52.9%,17,27,79.4%,9,26.5%,1
610,1668.0,161,109,67.7%,91,110,68.3%,1,0.6%,18
611,5208.0,139,84,60.4%,84,89,64.0%,5,3.6%,0
612,1423.0,477,466,97.7%,466,466,97.7%,0,0.0%,0
613,6012.0,274,188,68.6%,179,204,74.5%,16,5.8%,9
614,3957.0,80,61,76.3%,53,68,85.0%,7,8.8%,8
615,1000.0,130,90,69.2%,86,92,70.8%,2,1.5%,4
616,4670.0,126,90,71.4%,83,91,72.2%,1,0.8%,7
617,5271.0,249,195,78.3%,181,197,79.1%,2,0.8%,14
618,6216.0,23,9,39.1%,8,9,39.1%,0,0.0%,1
619,6280.0,186,113,60.8%,107,120,64.5%,7,3.8%,6
620,753.0,68,31,45.6%,26,33,48.5%,2,2.9%,5
621,873.0,252,195,77.4%,185,197,78.2%,2,0.8%,10
622,949.0,147,107,72.8%,89,113,76.9%,6,4.1%,18
623,2712.0,57,48,84.2%,42,52,91.2%,4,7.0%,6
624,2075.0,86,51,59.3%,51,61,70.9%,10,11.6%,0
625,1501.0,53,32,60.4%,28,36,67.9%,4,7.5%,4
626,2184.0,225,144,64.0%,134,147,65.3%,3,1.3%,10
627,1443.0,321,302,94.1%,302,303,94.4%,1,0.3%,0
628,2358.0,95,71,74.7%,66,76,80.0%,5,5.3%,5
629,21.0,134,92,68.7%,80,96,71.6%,4,3.0%,12
630,1972.0,846,629,74.3%,627,660,78.0%,31,3.7%,2
631,6340.0,108,93,86.1%,91,94,87.0%,1,0.9%,2
632,5078.0,354,340,96.0%,340,341,96.3%,1,0.3%,0
633,3395.0,271,247,91.1%,247,252,93.0%,5,1.8%,0
634,3401.0,238,200,84.0%,197,201,84.5%,1,0.4%,3
635,5081.0,224,157,70.1%,157,164,73.2%,7,3.1%,0
636,492.0,369,354,95.9%,352,355,96.2%,1,0.3%,2
637,4126.0,82,40,48.8%,40,49,59.8%,9,11.0%,0
638,6775.0,192,152,79.2%,147,156,81.3%,4,2.1%,5
639,4310.0,300,229,76.3%,208,230,76.7%,1,0.3%,21
640,5287.0,311,291,93.6%,287,291,93.6%,0,0.0%,4
641,4143.0,98,59,60.2%,58,77,78.6%,18,18.4%,1
642,4146.0,56,36,64.3%,36,36,64.3%,0,0.0%,0
643,4149.0,208,153,73.6%,147,156,75.0%,3,1.4%,6
644,4135.0,79,35,44.3%,34,43,54.4%,8,10.1%,1
645,5103.0,130,78,60.0%,77,81,62.3%,3,2.3%,1
646,2663.0,360,264,73.3%,264,270,75.0%,6,1.7%,0
647,4286.0,96,66,68.8%,55,72,75.0%,6,6.3%,11
648,6148.0,119,71,59.7%,65,81,68.1%,10,8.4%,6
649,4295.0,216,151,69.9%,137,156,72.2%,5,2.3%,14
650,2243.0,262,58,22.1%,58,64,24.4%,6,2.3%,0
651,1327.0,62,46,74.2%,46,46,74.2%,0,0.0%,0
652,4080.0,126,83,65.9%,78,88,69.8%,5,4.0%,5
653,509.0,232,192,82.8%,178,196,84.5%,4,1.7%,14
654,1566.0,86,51,59.3%,40,55,64.0%,4,4.7%,11
655,7894.0,351,317,90.3%,316,322,91.7%,5,1.4%,1
656,6734.0,344,300,87.2%,295,313,91.0%,13,3.8%,5
657,1453.0,310,268,86.5%,266,279,90.0%,11,3.5%,2
658,7136.0,54,29,53.7%,26,29,53.7%,0,0.0%,3
659,523.0,236,178,75.4%,172,180,76.3%,2,0.8%,6
660,6129.0,83,73,88.0%,58,73,88.0%,0,0.0%,15
661,536.0,271,221,81.5%,203,226,83.4%,5,1.8%,18
662,3596.0,207,128,61.8%,121,137,66.2%,9,4.3%,7
663,1732.0,300,226,75.3%,226,226,75.3%,0,0.0%,0
664,4704.0,325,243,74.8%,221,249,76.6%,6,1.8%,22
665,5059.0,92,35,38.0%,33,37,40.2%,2,2.2%,2
666,6705.0,202,151,74.8%,145,157,77.7%,6,3.0%,6
667,719.0,57,45,78.9%,37,46,80.7%,1,1.8%,8
668,6704.0,181,127,70.2%,121,136,75.1%,9,5.0%,6
669,1293.0,124,103,83.1%,103,106,85.5%,3,2.4%,0
670,2848.0,323,241,74.6%,241,249,77.1%,8,2.5%,0
671,3009.0,145,0,0.0%,0,0,0.0%,0,0.0%,0
672,3008.0,109,0,0.0%,0,0,0.0%,0,0.0%,0
673,3007.0,242,0,0.0%,0,0,0.0%,0,0.0%,0
674,555.0,69,21,30.4%,19,22,31.9%,1,1.4%,2
675,1892.0,419,222,53.0%,214,229,54.7%,7,1.7%,8
676,3914.0,88,64,72.7%,53,66,75.0%,2,2.3%,11
677,951.0,46,22,47.8%,18,29,63.0%,7,15.2%,4
678,6368.0,387,190,49.1%,189,191,49.4%,1,0.3%,1
679,2721.0,110,83,75.5%,80,92,83.6%,9,8.2%,3
680,6980.0,453,348,76.8%,334,350,77.3%,2,0.4%,14
681,3522.0,171,142,83.0%,133,145,84.8%,3,1.8%,9
682,4026.0,114,73,64.0%,67,80,70.2%,7,6.1%,6
683,3247.0,352,320,90.9%,319,323,91.8%,3,0.9%,1
684,107.0,352,279,79.3%,257,283,80.4%,4,1.1%,22
685,7512.0,49,49,100.0%,49,49,100.0%,0,0.0%,0
686,1005.0,105,70,66.7%,65,71,67.6%,1,1.0%,5
687,6390.0,197,165,83.8%,165,175,88.8%,10,5.1%,0
688,6391.0,351,273,77.8%,266,297,84.6%,24,6.8%,7
689,887.0,165,158,95.8%,157,158,95.8%,0,0.0%,1
690,7945.0,1,0,0.0%,0,0,0.0%,0,0.0%,0
691,4647.0,268,171,63.8%,166,176,65.7%,5,1.9%,5
692,5168.0,304,90,29.6%,85,97,31.9%,7,2.3%,5
693,4658.0,204,170,83.3%,170,170,83.3%,0,0.0%,0
694,4735.0,216,155,71.8%,153,165,76.4%,10,4.6%,2
695,7513.0,187,61,32.6%,56,108,57.8%,47,25.1%,5
696,,,,,,,,,,
697,,"131,343","95,380",72.6%,"91,120","98,739",75.2%,"3,359",2.6%,"4,260"
698,,,,,,,,,,
699,,,,,,,,,,
700,,,,,,,,,,
701,,,,,,,,,,
702,,,,,,,,,,
703,,,,,,,,,,
704,,,,,,,,,,
705,,,,,,,,,,
706,,,,,,,,,,
707,,,,,,,,,,
708,,,,,,,,,,
709,,,,,,,,,,
710,,,,,,,,,,
711,,,,,,,,,,
712,,,,,,,,,,
713,,,,,,,,,,
714,,,,,,,,,,
715,,,,,,,,,,
716,,,,,,,,,,
717,,,,,,,,,,
718,,,,,,,,,,
719,,,,,,,,,,
720,,,,,,,,,,
721,,,,,,,,,,
722,,,,,,,,,,
723,,,,,,,,,,
724,,,,,,,,,,
725,,,,,,,,,,
726,,,,,,,,,,
727,,,,,,,,,,
728,,,,,,,,,,
729,,,,,,,,,,
730,,,,,,,,,,
731,,,,,,,,,,
732,,,,,,,,,,
733,,,,,,,,,,
734,,,,,,,,,,
735,,,,,,,,,,
736,,,,,,,,,,
737,,,,,,,,,,
738,,,,,,,,,,
739,,,,,,,,,,
740,,,,,,,,,,
741,,,,,,,,,,
742,,,,,,,,,,
743,,,,,,,,,,
744,,,,,,,,,,
745,,,,,,,,,,
746,,,,,,,,,,
747,,,,,,,,,,
748,,,,,,,,,,
749,,,,,,,,,,
750,,,,,,,,,,
751,,,,,,,,,,
752,,,,,,,,,,
753,,,,,,,,,,
754,,,,,,,,,,
755,,,,,,,,,,
756,,,,,,,,,,
757,,,,,,,,,,
758,,,,,,,,,,
759,,,,,,,,,,
760,,,,,,,,,,
761,,,,,,,,,,
762,,,,,,,,,,
763,,,,,,,,,,
764,,,,,,,,,,
765,,,,,,,,,,
766,,,,,,,,,,
767,,,,,,,,,,
768,,,,,,,,,,
769,,,,,,,,,,
770,,,,,,,,,,
771,,,,,,,,,,
772,,,,,,,,,,
773,,,,,,,,,,
774,,,,,,,,,,
775,,,,,,,,,,
776,,,,,,,,,,
777,,,,,,,,,,
778,,,,,,,,,,
779,,,,,,,,,,
780,,,,,,,,,,
781,,,,,,,,,,
782,,,,,,,,,,
783,,,,,,,,,,
784,,,,,,,,,,
785,,,,,,,,,,
786,,,,,,,,,,
787,,,,,,,,,,
788,,,,,,,,,,
789,,,,,,,,,,
790,,,,,,,,,,
791,,,,,,,,,,
792,,,,,,,,,,
793,,,,,,,,,,
794,,,,,,,,,,
795,,,,,,,,,,
796,,,,,,,,,,
797,,,,,,,,,,
798,,,,,,,,,,
799,,,,,,,,,,
