AUN,AverageDailyMembership(ADM),BasedonInstruction,BasedonTotal,FacilitiesAcquisition&Construction,Federal Revenue,GeneralFundBalance,Instruction,Local Revenue,MV/PIAidRatio,Non-instructional,Other Revenue,OtherFinancingUses,State Revenue,SupportServices,TotalExpenditures,TotalRevenues
105254053,1665.972,9724.85,16426.66,0.0,806171.29,8387926.0,16201323.9,10654457.72,0.7243,724140.4,0.0,2556011.94,15930013.39,7884876.68,27366352.92,27390642.4
105254353,2152.554,9050.68,16525.28,0.0,386808.36,8688246.0,19482079.89,18966306.75,0.5938,565939.83,48411.69,6113772.01,16088228.59,9409773.97,35571565.7,35489755.39
105256553,1248.064,8974.19,16153.05,542515.36,505919.88,10798889.0,11200364.94,6832328.18,0.8008,549029.21,0.0,1849036.64,13496688.64,6019099.21,20160045.36,20834936.7
105257512,421.832,8933.19,16179.37,0.0,1306132.0,1152667.0,3768304.0,5327757.0,0.7787,668645.0,0.0,0.0,113966.0,2388027.0,6824976.0,6747855.0
105257602,6555.69,8641.28,15139.32,0.0,2111327.82,14916459.0,56649550.17,68377085.39,0.451,1752669.17,1850.0,9577708.53,30750214.44,31268791.54,99248719.41,101240477.7
105258303,1692.385,8250.47,16818.34,0.0,658041.12,9415831.0,13962973.89,10144948.36,0.6822,597410.31,0.0,6742179.71,14513640.2,7160547.73,28463111.64,25316629.68
105258503,1394.946,9697.06,14673.31,0.0,638664.73,17324577.0,13526874.05,6492987.25,0.7132,508366.99,1000.0,105000.0,14579903.43,6328240.53,20468481.57,21712555.41
105259103,1100.31,10217.03,16703.48,45827.15,503420.12,5956045.0,11241900.35,4121707.48,0.7821,714104.89,0.0,847984.0,13971104.04,5529188.89,18379005.28,18596231.64
105259703,1363.907,9146.86,18629.91,0.0,393673.0,6294175.0,12475464.0,12818271.0,0.6014,581010.0,0.0,3561855.0,12444893.0,8791132.0,25409461.0,25656837.0
105620001,292.464,10380.29,17352.2,0.0,183632.26,2171000.0,3035862.14,4593051.0,0.685,98013.41,0.0,147074.59,28280.62,1793943.3,5074893.44,4804963.88
105628302,4501.438,9886.48,17861.15,0.0,4890413.51,17853643.0,44503378.1,28874208.61,0.685,1168485.59,5483.33,9090754.85,46067363.05,25638240.23,80400858.77,79837468.5
106160303,688.815,14116.06,25438.18,1742398.58,471925.32,5090379.0,9723353.54,5275420.3,0.6222,307508.56,26800.94,776231.26,9681709.64,4972709.15,17522201.09,15455856.2
106161203,769.85,11038.07,18485.94,0.0,417506.87,4429711.0,8497659.03,8744085.98,0.5469,385001.07,0.0,1157275.66,7035217.32,4191464.64,14231400.4,16196810.17
106161357,166.234,12886.09,19196.77,0.0,454310.79,464295.0,2142106.3,1895778.42,0.6653,15583.77,0.0,0.0,778528.02,1033465.29,3191155.36,3128617.23
106161703,856.717,10739.62,17532.1,0.0,376761.51,4379199.0,9200817.24,5472399.94,0.6717,304083.93,0.0,727437.5,9056022.47,4787710.4,15020049.07,14905183.92
106166503,965.199,10932.7,17040.83,0.0,343477.12,4710067.0,10552234.33,5250164.8,0.7073,277049.72,0.0,521290.0,11139167.32,5097221.26,16447795.31,16732809.24
106167504,613.918,9498.27,14990.92,0.0,209890.37,2016588.0,5831161.2,3229173.66,0.5821,121219.5,0.0,465318.46,5674112.6,2785499.0,9203198.16,9113176.63
106168003,1165.604,10321.88,16274.87,527734.15,653247.66,4705264.0,12031226.82,3885342.86,0.7233,442173.29,0.0,691523.86,13072804.65,5277391.41,18970049.53,17611395.17
106169003,579.892,11710.44,20114.39,0.0,296492.42,6803003.0,6790789.75,2656853.96,0.77,286051.53,0.0,441704.46,8488450.7,4145628.93,11664174.67,11441797.08
106172003,3657.0,9431.14,15570.9,1401006.53,2203010.22,17735225.0,34489688.57,27077227.74,0.6158,826396.41,8475.0,2284502.93,30332960.71,17941192.76,56942787.2,59621673.67
106272003,439.813,16378.66,29353.64,148182.0,471643.58,3042258.0,7203549.0,7450991.55,0.3638,322815.67,114791.26,956840.88,5274249.11,4278723.28,12910110.83,13311675.5
106330703,1011.975,9761.81,15529.79,164550.29,378721.72,9085947.0,9878708.91,4334119.12,0.6675,537390.65,3897.08,0.0,10774927.0,5135113.45,15715763.3,15491664.92
106330803,1566.205,8872.99,15698.28,67106.0,656066.06,12549858.0,13896925.51,9283299.22,0.6306,563618.33,0.0,2110837.8,15496756.47,7948241.89,24586729.53,25436121.75
106333407,325.638,13224.39,24822.54,20636.29,525949.0,463118.0,4306363.16,6364209.53,0.632,0.0,0.0,1017796.0,1213728.66,2738367.55,8083163.0,8103887.19
106338003,2215.956,10598.41,17745.41,75543.15,1816072.54,9769066.0,23485608.39,12061787.77,0.6438,919316.22,371708.69,2636408.44,25497673.89,12206166.33,39323042.53,39747242.89
106611303,1151.141,10336.17,18399.65,2507265.29,347613.05,2747433.0,11898385.52,7708225.74,0.6054,443370.8,0.0,708211.31,11522435.73,5623360.58,21180593.5,19578274.52
106612203,1954.78,10394.54,16706.41,0.0,745317.07,14832729.0,20319032.7,12753016.95,0.6709,642963.66,5756.0,1978650.0,19861092.58,9716704.6,32657350.96,33365182.6
106616203,1993.506,9431.19,16463.97,3404.0,1375290.04,8621953.0,18801134.76,6951596.9,0.789,745319.71,40428.25,3206768.6,24335400.57,10064394.15,32821021.22,32702715.76
106617203,1989.233,9521.78,17099.77,0.0,1308604.85,5851752.0,18941029.62,9246071.7,0.7642,821223.43,446587.07,3615556.41,22863234.57,10637609.81,34015419.27,33864498.19
106618603,844.825,10784.19,17065.67,139735.5,278938.36,9036172.0,9110754.76,3641995.34,0.7149,255329.9,3477.0,562767.2,10209672.16,4348914.74,14417502.1,14134082.86
106619107,252.956,16868.06,26807.48,0.0,150166.0,694335.0,4266877.48,5349408.54,0.698,0.0,0.0,365597.0,1347599.92,2148638.87,6781113.35,6847174.46
107650603,2527.409,9301.91,15250.69,13657.43,827830.18,1391782.0,23509740.15,20286773.33,0.5916,1257278.73,83964.5,2948629.59,17763117.42,10815431.16,38544737.06,38961685.43
107650703,1810.741,9647.39,16635.04,3580.0,267057.67,4606936.0,17468932.12,17512661.9,0.5472,676811.05,0.0,2607365.25,12090953.98,9365067.37,30121755.79,29870673.55
107651207,505.294,11273.67,17754.42,0.0,319150.0,126150.0,5696520.0,6708592.0,0.5596,24667.0,0.0,603472.0,1796022.0,2646542.0,8971201.0,8823764.0
107651603,2049.794,10479.41,17482.44,0.0,1040061.43,3667456.0,21480629.9,14972130.03,0.6354,734640.58,0.0,2987030.0,20234118.2,10633101.87,35835402.35,36246309.66
107652207,248.327,9597.7,15717.02,0.0,96051.0,0.0,2383368.0,2997750.0,0.5159,26267.61,0.0,7202.27,809158.76,1486122.09,3902959.97,3902959.76
107652603,3447.185,10213.98,16765.1,0.0,347276.44,15385780.0,35209483.61,41421454.68,0.3861,1573590.36,1956.3,3615495.61,16738132.69,17393827.85,57792397.43,58508820.11
107653040,192.786,13209.63,22096.26,14112.0,721914.0,5850597.0,2546631.0,4746439.0,0.5174,1500.0,0.0,58950.0,29819.0,1638657.0,4259850.0,5498172.0
107653102,3797.142,8915.01,15394.51,312916.95,737004.94,3557565.0,33851547.63,35504747.79,0.5174,1323082.77,1214556.9,6537990.04,20751170.52,16429619.61,58455157.0,58207480.15
107653203,2801.482,10363.82,17104.19,0.0,1446331.96,3778493.0,29034066.15,26027639.16,0.5787,1044407.9,0.0,4603427.35,19575643.78,13235180.48,47917081.88,47049614.9
107653802,5720.575,10461.6,16725.38,0.0,947816.0,10535009.0,59846352.0,61492496.0,0.4715,1731346.0,0.0,8950881.0,35907808.0,25150212.0,95678791.0,98348120.0
107654103,1059.012,10785.39,18216.65,0.0,836134.52,2964518.0,11421860.71,6195219.17,0.7026,460162.51,0.0,2052978.92,13097219.77,5356647.82,19291649.96,20128573.46
107654403,3675.998,9572.4,15959.82,65261.5,1692143.94,9084396.0,35188139.87,27285164.56,0.6226,1309560.91,75187.27,5488204.44,29656496.3,16617103.1,58668269.82,58708992.07
107654903,1628.517,10621.96,18560.91,0.0,630885.23,7101021.0,17298043.24,18623725.52,0.3679,618989.68,675.0,3125179.86,11370771.63,9184546.28,30226759.06,30626057.38
107655803,779.582,11850.13,20354.52,0.0,455111.2,2494239.0,9238144.22,5779090.84,0.7417,342331.44,0.0,1140231.99,10157434.58,5147311.23,15868018.88,16391636.62
107655903,2129.27,9156.89,16075.33,0.0,489930.73,2520868.0,19497491.23,17475878.8,0.6049,770682.12,339787.18,3601503.69,16429878.3,10359036.15,34228713.19,34735475.01
107656303,2024.969,11552.02,18253.82,0.0,1608570.0,1887817.0,23392472.58,12124189.61,0.7253,599690.64,0.0,3745605.78,22132570.97,9225652.35,36963421.35,35865330.58
107656407,194.723,8271.44,17301.11,133649.56,133652.0,321388.0,1610638.86,2699943.46,0.5522,21144.33,0.0,0.0,754543.31,1603491.51,3368924.26,3588138.77
107656502,5473.284,7639.97,12585.79,0.0,799992.66,8915689.0,41815711.77,41321189.3,0.5448,1961594.18,25148.75,5881362.77,30169858.17,19226949.92,68885618.64,72316188.88
107657103,3946.899,8258.74,14072.1,11219.61,432975.01,8242636.0,32596429.52,31486341.25,0.5471,1850310.07,108560.84,2974426.93,25559992.53,18108761.6,55541147.73,57587869.63
107657503,1949.224,9213.29,15454.08,0.0,506517.3,2645303.0,17958757.43,11968726.2,0.6111,761118.36,41419.78,2776610.0,17375968.58,8626976.66,30123462.45,29892631.86
107658903,1966.341,9872.28,17038.42,0.0,657357.94,1198826.0,19412275.46,14812124.67,0.6386,853106.44,0.0,2729010.55,18188009.53,10508960.14,33503352.59,33657492.14
108051003,1958.479,8590.38,14990.03,0.0,1095470.96,4374862.0,16824086.36,14208776.3,0.5179,638445.37,37227.0,2158411.19,14201056.86,9736725.33,29357668.25,29542531.12
108051307,175.41,5568.09,10511.73,0.0,72718.29,475962.0,976698.53,1267540.86,0.5632,639.0,0.0,0.0,557246.21,866524.5,1843862.03,1897505.36
108051503,1352.744,8912.31,15819.53,0.0,443997.92,8256080.0,12056077.99,6875284.84,0.6343,471874.82,0.0,2202766.01,14292358.1,6669061.87,21399780.69,21611640.86
108053003,1268.804,8473.75,16680.0,208445.73,893171.11,2920607.0,10751526.92,8966795.09,0.6332,445433.74,31047.7,3588625.63,11178119.78,6169614.08,21163646.1,21069133.68
108056004,890.199,8960.43,14861.45,0.0,289001.01,5650830.0,7976568.4,4278000.04,0.626,337548.76,0.0,930513.48,9261540.61,3985020.38,13229651.02,13828541.66
108057079,155.99,7554.25,16796.47,0.0,248586.0,413256.0,1178388.0,2175993.0,0.5179,236514.0,0.0,90326.0,34928.0,1114854.0,2620082.0,2459507.0
108058003,918.776,9825.52,18345.55,131555.33,415653.08,3902220.0,9027451.74,4941651.11,0.6811,430802.44,0.0,2247908.69,12103726.56,5017729.86,16855448.06,17461030.75
108070001,148.092,10192.52,15486.19,0.0,81823.0,2435064.0,1509430.57,2531642.0,0.7082,0.0,0.0,0.0,11203.0,783949.86,2293380.43,2624668.0
108070502,7728.016,9149.57,15199.54,172529.65,5682737.06,36364242.0,70708060.63,31682212.13,0.7082,2144094.87,0.0,10962614.28,66806640.76,33475021.57,117462321.0,104171590.0
108070607,454.999,12623.59,20742.47,0.0,382533.0,0.0,5743722.96,6843061.08,0.6583,46948.21,2880.0,447847.64,2209329.01,3199284.28,9437803.09,9437803.09
108071003,1267.594,8114.69,14810.12,0.0,190593.46,3674808.0,10286135.62,6988928.04,0.6631,521049.31,0.0,2440686.96,11042011.97,5525345.42,18773217.31,18221533.47
108071504,839.089,8567.48,15604.03,0.0,478070.9,4539188.0,7188877.18,3517973.41,0.7416,375078.42,0.0,1090431.01,8648468.42,4438787.26,13093173.87,12644512.73
108073503,3398.195,8483.57,14798.24,0.0,1072276.02,10194963.0,28828814.06,26998214.39,0.5017,1072386.05,74786.86,4928138.76,21823130.49,15457961.13,50287300.0,49968407.76
108077503,1779.94,8134.22,15074.39,0.0,726856.29,7588435.0,14478432.32,12622614.81,0.6374,587193.78,0.0,3857789.5,13784605.05,7908101.17,26831516.77,27134076.15
108078003,1847.299,8080.62,13799.27,35689.0,703388.39,7673785.0,14927323.0,7985996.0,0.6494,529457.0,0.0,1264647.0,16143765.29,8734265.0,25491381.0,24833149.68
108079004,511.709,8087.92,14095.48,0.0,273228.15,3505515.0,4138663.85,2285487.7,0.7228,238694.65,0.0,371818.63,5195816.97,2463609.33,7212786.46,7754532.82
108110307,250.387,7616.23,14416.3,0.0,124176.0,582390.0,1907005.29,2581635.77,0.6958,13049.88,0.0,24056.0,930522.66,1665541.78,3609652.95,3636334.43
108110603,666.029,8661.78,26709.65,0.0,447462.14,4919467.0,5768996.67,2251830.19,0.7721,377791.01,7369115.4,7870231.57,8274880.86,3772384.58,17789403.83,18343288.59
108111203,1343.688,9410.33,15660.82,132144.65,362208.72,9074456.0,12644554.19,6432346.34,0.7216,646327.53,17713.5,1018871.74,15290550.95,6601359.63,21043257.74,22102819.51
108111303,1627.192,8747.12,16063.88,0.0,468312.36,13100111.0,14233243.62,11038818.66,0.5752,616413.03,0.0,3296046.58,12809631.43,7993311.6,26139014.83,24316762.45
108111403,746.476,8998.75,16549.28,0.0,333270.04,6779311.0,6717350.93,3237682.6,0.7243,370748.94,0.0,901669.19,9269306.18,4363874.67,12353643.73,12840258.82
108112003,686.034,10468.1,16431.12,0.0,395111.12,2244211.0,7181470.56,2688721.73,0.8219,232722.21,0.0,0.0,8387991.81,3858114.51,11272307.28,11471824.66
108112203,1843.044,8573.32,14170.5,0.0,685056.23,6266068.0,15801010.06,6126541.41,0.7008,912554.14,530125.0,1262546.25,19450473.67,8140750.64,26116861.09,26792196.31
108112502,3052.859,10168.84,16022.63,0.0,4968808.54,4678605.0,31044019.94,12421253.88,0.7808,1009201.46,184706.07,4959784.23,33027925.16,11901810.72,48914816.35,50602693.65
108112607,184.601,20255.87,34201.87,0.0,148645.0,1390894.0,3739254.33,4691009.95,0.6637,23661.21,0.0,40044.81,1516178.44,2510739.54,6313699.89,6355833.39
108114503,1046.165,10185.88,18152.71,1330.0,297918.86,4380404.0,10656113.6,3938689.06,0.7582,437759.16,0.0,2383192.44,13535622.04,5512331.62,18990726.82,17772229.96
108116003,1684.683,8744.07,14393.93,13203.09,500799.83,7730773.0,14730980.67,7577167.17,0.6755,586449.94,7000.0,1561412.99,16157777.92,7357159.06,24249205.75,24242744.92
108116303,898.338,8037.41,14498.04,0.0,343229.15,5556849.0,7220308.44,2861136.1,0.757,603943.11,0.0,893175.1,10277275.82,4306716.06,13024142.71,13481641.07
108116503,1537.819,7837.84,14987.47,0.0,462599.55,7890042.0,12053179.07,14900157.19,0.4316,948385.85,0.0,3044229.48,6964669.04,7002219.35,23048013.75,22327425.78
108118503,1490.515,8531.73,14164.49,0.0,404440.61,6943043.0,12716671.34,13695728.27,0.5159,621646.75,0.0,1532800.13,8013644.5,6241265.29,21112383.51,22113813.38
108515107,684.323,7100.81,15892.32,1120505.0,659548.0,-1184141.0,4859247.0,8436428.0,0.7239,143188.0,0.0,334402.0,143785.0,4418141.0,10875483.0,9239761.0
108561003,724.823,9112.61,16229.79,0.0,264348.49,3361283.0,6605028.35,3787350.56,0.6008,377926.83,0.0,1353994.86,8016714.74,3426774.28,11763724.32,12068413.79
108561803,933.014,8750.23,16308.5,0.0,251203.02,5649829.0,8164084.93,4308292.72,0.6591,501487.49,133021.86,1722075.87,10112598.38,4828407.42,15216055.71,14805115.98
108565203,835.831,9664.35,16641.04,23231.0,530905.81,6405149.0,8077763.86,3219279.56,0.6731,392004.39,0.0,755318.38,10660766.27,4660781.18,13909098.81,14410951.64
108565503,1125.847,8843.42,15677.98,0.0,376610.27,8936728.0,9956332.92,5924364.71,0.6854,390410.52,0.0,1227053.39,12367005.1,6077207.86,17651004.69,18667980.08
108566303,703.084,9369.62,15722.94,554304.9,196431.06,4923138.0,6587628.05,5861192.92,0.3133,279948.09,0.0,0.0,5360951.92,3632668.23,11054549.27,11418575.9
108567004,268.721,9962.33,16971.61,0.0,424713.47,3116733.0,2677086.57,1330664.7,0.5677,103039.57,60898.36,130236.9,3052833.82,1650264.22,4560627.26,4869110.35
108567204,404.074,12274.4,22088.46,15057.0,190610.01,727536.0,4959766.6,2595522.39,0.6923,263479.06,0.0,1108571.86,6139313.83,2578497.62,8925372.14,8925446.23
108567404,323.542,11397.8,21701.24,0.0,245760.32,3461798.0,3687666.24,4082920.15,0.2362,141060.52,0.0,1054966.24,2798985.17,2137568.85,7021261.85,7127665.64
108567703,2070.085,10211.02,18553.79,0.0,950306.16,10404102.0,21137669.75,22229991.05,0.5069,1334350.72,0.0,5157400.02,14854042.44,10778508.31,38407928.8,38034339.65
108567807,205.877,17682.45,30164.11,0.0,1214623.77,1334423.0,3640410.51,3873425.62,0.5432,32834.11,0.0,0.0,1154455.55,2536852.22,6210096.84,6242504.94
108568404,337.638,9353.47,16421.09,0.0,143446.38,2286198.0,3158085.88,1776175.33,0.5893,78289.89,0.0,11998.19,3615563.18,2296011.59,5544385.55,5535184.89
108569103,1225.045,9221.05,14818.63,0.0,537052.83,5317817.0,11296203.25,4924177.43,0.7163,584514.8,0.0,1566926.01,12799616.25,4705841.42,18153485.48,18260846.51
109122703,555.071,13240.69,22956.7,0.0,4775.22,2832679.0,7349523.22,4196916.46,0.68,291153.22,7574.49,1202921.04,8575786.06,3899002.73,12742600.21,12785052.23
109243503,576.151,9824.64,16638.7,83982.25,26149.0,2502288.0,5660477.62,3014161.56,0.6948,296168.18,0.0,0.0,7612271.36,3545776.25,9586404.3,10652581.92
109246003,804.727,10933.74,17163.19,0.0,66787.59,3687731.0,8798672.62,5284005.57,0.6568,222441.15,0.0,276571.23,8181447.11,4513998.38,13811683.38,13532240.27
109248003,2031.572,8371.48,14495.7,0.0,630601.1,7651988.0,17007259.85,15640806.78,0.5232,659095.79,0.0,1610838.5,12287837.97,10171869.44,29449063.58,28559245.85
109420107,137.567,11302.84,16494.36,0.0,0.0,906534.0,1554898.43,1632533.58,0.6858,0.0,0.0,0.0,622364.76,714180.83,2269079.26,2254898.34
109420803,2551.446,9330.69,15818.71,65160.19,1576825.3,12787263.0,23806738.94,12975507.5,0.7561,924815.65,135019.48,2646533.75,25664211.12,12917346.39,40360594.92,40351563.4
109422303,1110.898,8727.16,16597.56,205215.24,528933.98,6757838.0,9694982.72,5046836.26,0.7818,455135.81,3210.0,2696521.17,12747364.13,5386337.91,18438192.85,18326344.37
109426003,619.037,11189.82,18368.09,0.0,484615.22,1794347.0,6926911.28,2050166.74,0.8347,319346.71,0.0,736526.07,8709281.02,3387743.63,11370527.69,11244062.98
109426303,900.821,10324.14,16895.11,0.0,455442.77,6533977.0,9300199.35,3569613.44,0.7632,380610.98,0.0,1311681.64,11110901.5,4226977.43,15219469.4,15135957.71
109427503,775.798,10862.65,19394.07,0.0,430032.64,4953845.0,8427224.27,4974960.9,0.7357,337178.1,0.0,1685954.4,10123019.51,4595523.33,15045880.1,15528013.05
109530304,162.615,15945.42,26213.41,0.0,78606.81,620573.0,2592963.93,1891315.07,0.4953,76638.09,0.0,131198.41,2352412.85,1461892.67,4262693.1,4322334.73
109531304,763.461,9894.83,17161.74,0.0,256128.0,5559809.0,7554318.46,5784107.32,0.6286,354180.57,0.0,1172880.99,7115378.46,4020940.64,13102320.66,13155613.78
109532804,361.82,12499.43,20758.98,0.0,134937.0,957348.0,4522544.66,3624294.0,0.4197,204911.0,0.0,555270.0,3632462.0,2228289.66,7511015.32,7391693.0
109535504,521.765,11562.44,19788.15,164553.18,412017.94,3389575.0,6032875.44,3615967.87,0.6123,150317.49,0.0,484287.0,6881080.21,3492729.03,10324762.14,10909066.02
109537504,412.773,11560.46,21360.71,32989.66,192770.65,2946669.0,4771844.09,2705224.7,0.6882,294336.96,0.0,632100.57,5791112.59,3085851.33,8817122.61,8689107.94
110140001,417.588,9762.63,15111.57,81682.0,84870.0,2039270.0,4076756.0,6707391.0,0.1607,43205.0,10959.0,0.0,11845.0,2108769.0,6310412.0,6815065.0
110141003,1615.839,10749.98,19322.62,360690.3,329105.7,14490562.0,17370229.26,16854883.31,0.6047,782221.68,1001.5,2428545.16,15656553.73,10280557.06,31222243.46,32841544.24
110141103,2773.591,11058.88,20121.0,0.0,719333.87,14319551.0,30672804.46,33049637.35,0.4846,998971.57,0.0,3941657.33,19848285.24,20193993.9,55807427.26,53617256.46
110141607,208.985,22488.41,38448.59,0.0,228257.0,167062.0,4699740.52,6272341.2,0.522,0.0,0.0,610634.0,1672172.23,2724803.17,8035177.69,8172770.43
110143060,88.177,14193.7,18498.63,37458.0,20146.0,333271.0,1251558.0,1571652.0,0.2801,6656.0,725.0,39786.0,1699.0,295696.0,1631154.0,1594222.0
110143120,45.208,10766.01,15040.55,0.0,15214.0,622155.0,486710.0,821849.0,0.1607,4338.0,0.0,46107.0,1887.0,142798.0,679953.0,838950.0
110147003,1507.512,9579.34,17564.32,0.0,626228.33,6728850.0,14440965.78,17460386.28,0.4978,701904.82,439.0,2817686.86,10790885.99,8517861.63,26478419.09,28877939.6
110148002,7143.158,12292.2,23406.69,36194.25,1471051.32,15894278.0,87805110.54,130145699.7,0.1607,2992396.8,53716.58,30076188.26,35452531.68,46287767.43,167197657.3,167122999.2
110171003,2206.332,10752.14,18178.39,0.0,1333549.41,11113311.0,23722781.85,16643267.53,0.6592,799841.84,133359.28,3234699.27,21975550.2,12350231.87,40107554.83,40085726.42
110171607,173.333,19898.21,34038.83,115132.63,259725.0,1509583.0,3449016.87,4543663.58,0.695,0.0,100347.0,827698.0,1132458.31,1508205.48,5900052.98,6036193.89
110171803,1027.372,10258.98,17057.02,295658.18,399038.78,9185694.0,10539784.29,4741513.38,0.7385,446951.42,62775.0,1397503.58,12173027.85,4844010.59,17523908.06,17376355.01
110173003,778.712,9346.88,16460.39,242644.0,382312.46,2524040.0,7278531.01,3683847.44,0.7663,399541.77,102192.48,410663.66,8904171.63,4486521.22,12817901.66,13072524.01
110173504,253.312,13682.04,24711.59,0.0,447653.26,2121257.0,3465824.71,1485481.87,0.7163,110023.06,0.0,673486.13,4306234.81,2010409.44,6259743.34,6239369.94
110175003,885.907,9788.84,17231.15,65254.0,412929.63,8082475.0,8672000.33,4122906.31,0.7339,422215.47,0.0,1318191.41,10735346.15,4787536.96,15265198.17,15271182.09
110177003,1723.884,10917.61,19085.79,0.0,502096.45,5384320.0,18820692.91,11541129.64,0.6733,808275.03,0.0,2644113.51,20164738.16,10628612.42,32901693.87,32207964.25
110179003,1007.123,10402.16,17877.1,11414.0,630368.13,6976185.0,10476257.15,5690983.76,0.7291,444900.71,0.0,1290950.66,12172102.43,5780914.73,18004437.25,18493454.32
110183602,4343.453,11387.63,16795.97,0.0,1921388.35,11591990.0,49461623.47,34333705.37,0.611,1107191.01,0.0,2543230.75,38053294.4,19840443.98,72952489.21,74308388.12
111291304,1053.901,9698.62,15610.8,1560.0,818256.46,3707773.0,10221387.88,6163338.9,0.66,902420.16,0.0,962218.63,9371148.97,4364653.87,16452240.54,16352744.33
111292304,379.022,10721.81,20143.6,0.0,127202.5,4707027.0,4063802.57,2774415.07,0.6303,133688.8,0.0,623669.95,4701791.54,2813704.65,7634865.97,7603409.11
111292507,74.791,7630.69,12827.97,6676.0,28492.0,0.0,570707.0,679367.0,0.6365,4599.0,0.0,0.0,251558.0,377435.0,959417.0,959417.0
111297504,726.125,10886.38,16962.2,0.0,239090.98,10338491.0,7904872.77,4787092.56,0.6075,259339.97,0.0,359237.9,7662145.7,3793227.48,12316678.12,12688329.24
111312503,1962.231,8515.85,14916.5,0.0,957141.85,4568209.0,16710073.66,13177625.03,0.5739,620941.04,0.0,2469792.73,15133691.19,9468817.98,29269625.41,29268458.07
111312607,143.15,9183.74,17778.69,0.0,93612.8,0.0,1314652.15,1870977.22,0.6526,21221.86,0.0,199822.29,580429.64,1009323.36,2545019.66,2545019.66
111312804,745.82,9230.1,16183.79,7635.0,408487.64,4477342.0,6883994.16,4471355.66,0.643,373549.52,2168.06,1326297.37,7930375.22,3478721.75,12070197.8,12812386.58
111315438,81.799,6814.36,10900.26,0.0,69404.46,452636.0,557407.61,1064263.74,0.5739,17630.16,0.0,18457.67,8371.88,298135.06,891630.5,1142040.08
111316003,1385.515,10090.46,25010.53,0.0,1309362.11,4748087.0,13980489.87,5997497.93,0.7525,432436.77,12600308.82,14298676.85,14584766.93,5940866.9,34652470.39,34491935.79
111317503,1160.452,8788.7,16361.34,0.0,451535.86,6081344.0,10198864.57,5692249.15,0.663,282931.37,0.0,2823261.55,11271642.33,5681492.97,18986550.46,17415427.34
111343603,2823.809,8462.56,14124.63,17140.67,1313076.99,9089794.0,23896645.7,17975013.51,0.5746,672411.84,304741.49,3288284.04,19330105.7,12010776.66,39885258.91,38922937.69
111440001,180.47,6737.02,13654.74,0.0,160902.0,2188663.0,1215830.73,2793198.93,0.6272,1525.86,0.0,0.0,29453.93,1246913.46,2464270.05,2983554.86
111444307,172.88,12623.5,21332.16,0.0,164858.0,1018602.0,2182350.0,3079870.0,0.6482,17787.0,0.0,161084.28,768133.0,1326683.0,3687904.28,4012861.0
111444602,5051.797,8806.36,15018.6,0.0,3043502.43,10043805.0,44487920.48,34497353.42,0.6482,1127987.88,0.0,9007412.2,39776358.03,21247611.13,75870931.69,77317213.88
112011103,2030.636,8763.58,17894.53,0.0,385797.61,5986573.0,17795636.99,17153198.65,0.6167,964160.0,5502130.48,8857851.55,13093355.94,8719628.73,36337277.27,36134482.68
112011603,4054.685,9823.02,14635.58,0.0,1280767.91,8025792.0,39829241.03,38262170.72,0.5863,899221.31,0.0,4027330.36,20198895.99,14586878.35,59342671.05,59741834.62
112013054,1010.789,9727.71,19433.41,0.0,188720.0,6311783.0,9832664.23,11927072.19,0.4445,555149.11,0.0,1821646.75,6992480.69,7433612.6,19643072.69,19108272.88
112013753,3191.667,11253.76,19066.35,0.0,1060924.16,20686598.0,35918268.93,43527694.79,0.3654,1246485.41,24557.38,6278252.57,18311427.74,17410432.17,60853439.08,62924604.07
112015203,2071.332,9956.2,16140.12,0.0,376003.07,6759940.0,20622592.86,20135624.04,0.5512,570625.06,0.0,3394277.15,12834722.09,8844052.43,33431547.5,33346349.2
112018523,1772.441,9316.63,16460.91,0.0,369098.0,4059729.0,16513176.27,16575039.68,0.6411,663718.91,0.0,2817728.99,12649235.67,9181361.46,29175985.63,29593373.35
112281302,9718.251,8947.13,16817.11,0.0,4124573.0,8051645.0,86950503.0,90379657.0,0.5502,2243648.0,24665179.0,32967490.0,46491314.0,41271228.0,163432869.0,165660723.0
112282004,472.073,10407.03,16538.79,72785.48,416276.92,3068215.0,4912877.13,3616628.82,0.5085,190593.59,150.0,0.0,4061637.42,2631261.69,7807517.89,8094693.16
112282307,440.053,9817.22,19102.76,0.0,314470.0,1081153.0,4320094.96,6600595.81,0.5663,36030.68,0.0,1311390.73,1563794.83,2738710.19,8406226.56,8478860.64
112283003,3085.149,8538.1,13168.13,55164.43,433472.06,4361423.0,26341302.52,26112040.25,0.5519,740043.18,1246.0,2674824.2,13625364.82,10814297.98,40625632.31,40172123.13
112286003,2426.326,8412.46,15264.29,27124.0,556473.53,8707232.0,20411378.32,22189619.0,0.5598,778926.52,0.0,3402287.81,16926067.76,12416437.61,37036154.26,39672160.29
112289003,4523.971,8763.59,13353.08,376707.7,1324357.43,3472687.0,39646237.8,32357343.38,0.6183,1000943.15,2650.0,4277433.15,26280990.39,15107636.48,60408958.28,59965341.2
112671303,6016.187,9344.29,15430.64,0.0,880056.02,4913415.0,56217025.36,66726521.6,0.5062,1793612.56,0.0,8411247.3,23142546.05,26411740.65,92833625.87,90749123.67
