AUN,AverageDailyMembership(ADM),BasedonInstruction,BasedonTotal,FacilitiesAcquisition&Construction,Federal Revenue,GeneralFundBalance,Instruction,Local Revenue,MV/PIAidRatio,Non-instructional,Other Revenue,OtherFinancingUses,State Revenue,SupportServices,TotalExpenditures,TotalRevenues
106612203,1980.644,9953.75,17314.97,0,837034.11,13996614,19714843.96,12680736.94,0.6702,598990.21,17491.3,4308510.76,19625139.63,9672440.74,34294785.67,33160401.98
106616203,2045.37,9119.11,15290.71,195767.71,1459375.94,8740259,18651962.84,6824709.37,0.79,731827.43,103680.4,1963985.8,22415933.01,9731620.46,31275164.24,30803698.72
106617203,2025.875,9359.35,16324.94,0,1118098.17,5993086,18960870.87,8835361.45,0.7604,762703.04,421227.5,2843683.89,22196069.32,10505020.87,33072278.67,32570756.44
106618603,872.625,9524.79,15485.29,57167.99,285442.13,9329420,8311571.39,3404921.74,0.7175,257083.54,59410,557242.07,10051390.35,4329783.25,13512848.24,13801164.22
106619107,261.937,14635.57,24039.9,0,151435,628165,3833597.28,5172976.73,0.6965,0,0,355016,1203977,2108325.4,6296938.68,6528388.73
107650603,2511.084,9234.41,14993.23,60497.5,793760.17,974231,23188378.26,19391751.82,0.598,1263519.83,5380.8,2574965.96,17618074.05,10561896.39,37649257.94,37808966.84
107650703,1810.478,9185.54,16032.88,0,251748.4,4872375,16630217.64,16943779.51,0.5442,621413.63,0,2310522.25,11742201.81,9465029.33,29027182.85,28937729.72
107651207,492.214,10630.7,17150.2,0,315235,276518,5232581,6343477,0.5645,35117.16,0,603471.61,1587387,2570396.79,8441566.56,8246099
107651603,2044.046,10172.02,17106.48,0,894312.73,3256549,20792068.26,13687996.6,0.6501,723141.3,0,2815717.75,19977722.98,10635511.18,34966438.49,34560032.31
107652207,236.771,10751.29,16982.55,0,91746,0,2545594.08,3079235,0.5247,24259.13,94034,7295.27,755959,1443826.47,4020974.95,4020974
107652603,3502.902,9651.97,15820.66,0,359772.75,14666078,33809906.61,38960612.16,0.3911,1393410.61,45951.11,2876294.4,16439490.62,17338614.06,55418225.68,55805826.64
107653040,182.823,12081.93,22461.1,70498,750330,4612275,2208855,3946564,0.5262,500,0,91515,33307,1735038,4106406,4730201
107653102,3830.226,8825.22,18300.15,183662.23,791512.99,3873404,33802574.26,35013521.73,0.5262,1246998.55,13120559.01,19080827.86,20666030.35,15779628.84,70093691.74,69591624.08
107653203,2811.973,9643.07,15809.85,0,1108740.22,4318158,27116066.31,24915549.04,0.58,995184.65,0,3680235.28,19211327.75,12665398.14,44456884.38,45235617.01
107653802,5782.219,10382.41,20561.77,0,2674368,7865680,60033379,59982178,0.4716,1697054,22875992,32322808,33192512,24839392,118892633,118725050
107654103,1060.319,10311.89,17868.64,0,722730.46,1984811,10933890.32,5502230.37,0.7184,407135.29,34639.74,2123743.95,12732690.02,5481684.7,18946454.26,18992290.59
107654403,3747.986,9296.73,15441.86,198326.5,1574872.92,9035381,34844012.18,26572101.62,0.6413,1361767.82,102372.75,5478976.52,29590831.62,15992810.45,57875893.47,57840178.91
107654903,1696.108,10021.96,17030.97,0,435945.61,6701723,16998334.61,17790296.06,0.363,579194.41,0,2440027.5,11251541.81,8868815.46,28886371.98,29477783.48
107655803,775.446,11765.51,19713.26,11808.22,447804.06,1970620,9123517.6,5210210.1,0.751,306663.15,0,1131938.17,10524637.39,4712640.2,15286567.34,16182651.55
107655903,2168.876,8996.77,15431.97,0,553228.78,2014106,19512868.67,16895589.08,0.6065,756616.8,158516,3378103.67,16407563.57,9822437.43,33470026.57,34014897.43
107656303,2032.028,11366.81,18331.17,0,1932958.61,2985909,23097668.64,11970300.42,0.7466,668468.4,2370908.53,3803367.19,21785115.48,9679941.71,37249445.94,38059283.04
107656407,213.662,7703.49,15809.03,204844.66,136630,311880,1645943.84,2705121.15,0.5684,17482.13,0,0,661967.58,1509519.09,3377789.72,3503718.73
107656502,5479.157,7600.18,12403.22,0,837130.72,5485119,41642606.02,39449466.29,0.5446,2013903.42,977.3,5261480.02,29745261.8,19041184.05,67959173.51,70032836.11
107657103,3954.623,8192.11,14013.93,51219.61,432976,6195913,32396722.03,29830000.6,0.5494,1807090.74,217844.89,4244404.55,25224354.27,16920378.32,55419815.25,55705175.76
107657503,1908.355,9625.2,16532.84,943318,551814.84,2876133,18368296.62,11766020.4,0.6469,920011.79,30,2595113.91,17176149.57,8723791.09,31550531.41,29494014.81
107658903,2035.735,9315.25,16051.7,0,609119.56,1044685,18963380.47,14501654.46,0.6432,804263.95,0,2687601.97,17699499.45,10221766.69,32677013.08,32810273.47
108051003,1988.924,8756.17,15491.61,0,1133679.23,4189999,17415347.53,14400002.97,0.5386,585367.07,0,3234948.73,15232067.09,9575978.05,30811641.38,30765749.29
108051307,178.827,5338.96,10868.46,0,73511,422320,954750.84,1299201.55,0.5801,508,0,0,531880.14,988316.11,1943574.95,1904592.69
108051503,1429.477,8557.42,14695.4,0,451502.41,8044218,12232640.7,6743999.38,0.6484,454052.24,0,1648957,14443733.35,6671087.84,21006737.78,21639235.14
108053003,1275.679,8507.47,15945.33,111038.32,868026.47,3015120,10852798.54,8910082.09,0.6433,429416.71,35284.82,2894513.97,11368285.16,6053358.47,20341126.01,21181678.54
108056004,902.826,9047.66,14653.92,0,284904.49,5051939,8168466.77,4043272.28,0.6543,329988.62,0,927206.25,9054392.99,3804281.08,13229942.72,13382569.76
108057079,217.388,8309.11,13593.64,0,157793,475420,1806301,2767768,0.5386,242094,0,95494,24626,811206,2955095,2950187
108058003,918.586,9735.96,18262.19,10342.82,425982.48,3047404,8943314.56,4896419,0.6902,408577.56,0,2291038.16,12212650.46,5122123.07,16775396.17,17535051.94
108070001,167.339,9351.71,13599.11,0,53670.6,2121995,1564906.53,2515193.74,0.7116,0,0,0,14056.16,710755.28,2275661.81,2582920.5
108070502,7841.498,8440.96,13311.94,54947.68,5372174.34,49774247,66189807.25,30058071.48,0.7116,2046411.16,2324914.51,3534176.1,65457165.94,32560232.16,104385574.4,103212326.3
108070607,472.527,11693.94,18609.35,0,357804,0,5525704.72,6433323.67,0.6565,36635.45,7651.99,275818.66,1994639.82,2955260.65,8793419.48,8793419.48
108071003,1271.969,7619.95,13709.53,0,206646.58,4226493,9692337.45,6742218.61,0.6511,551492.2,0,1907554.46,10669236.44,5286718.64,17438102.75,17618101.63
108071504,819.414,8191.79,15020.65,0,451950.53,4987848,6712464.89,3366837.43,0.7412,350977.09,0,1064541.44,8332605.23,4180146.49,12308129.91,12151393.19
108073503,3441.959,8228.75,14226.81,0,841967.8,10685917,28323018.17,26627664.55,0.4987,986859.49,31914.05,4784320.61,21459205.23,14873890.93,48968089.2,48960751.63
108077503,1847.387,7781.12,13616.27,0,610635.88,7285876,14374740.26,12236071.67,0.6137,572341.25,0,2475944.63,13373421.98,7731490.69,25154516.83,26220129.53
108078003,1845.731,7501.37,13561.57,0,757004.77,8332017,13845512.91,7613624,0.6541,507858,0,2500000,15962303.01,8177639.19,25031010.1,24332931.78
108079004,511.091,8005.19,14936.79,0,275427.41,2963769,4091380.25,2162198,0.7145,236658.04,8115.66,818162.67,5272935.56,2487856.42,7634057.38,7718676.63
108110307,259.976,6858.47,12869.68,0,108877,555708,1783036.37,2423993.03,0.7002,15382.14,0,20931,807404.47,1526458.94,3345808.45,3340274.5
108110603,688.891,8238.84,15084.86,0,266970.13,4365582,5675661.83,2184589.53,0.7669,360072.1,0,760713,8073585.65,3595377.87,10391824.8,10525145.31
108111203,1371.406,9027.4,15316.31,554528.28,297592.18,9691375,12380225.8,5971744.37,0.7247,551859.98,0,1030159.61,14906422.4,6488106.87,21004880.54,21175758.95
108111303,1645.942,8138.68,15002.79,0,354565.01,14890826,13395802.22,10477505.22,0.5972,514847.71,0,3304779.35,12588762.97,7478292.81,24693722.09,23420833.2
108111403,774.754,8183.71,14713,0,263026.59,6423567,6340365.26,3032063.62,0.7335,385769.66,0,854478.18,9035725.62,3818344.11,11398957.21,12330815.83
108112003,740.603,9651.12,15306.59,0,387521.19,2059848,7147646.54,2588850.22,0.8183,256289.74,0,0,8202433.31,3932171.26,11336107.54,11178804.72
108112203,1859.048,8404.35,13583.83,0,506478.31,5590127,15624098.51,6021125.03,0.7037,847299.57,235920,1119752.36,19265622.68,7661842.15,25252992.59,26029146.02
108112502,3086.821,9770.45,15686.86,111596,3817147.28,2990727,30159624.12,12352634.98,0.7798,1038388.55,181813.77,5044658.62,31779385.04,12068274.33,48422541.62,48130981.07
108112607,172.75,22474.18,38233.03,0,102865,1348762,3882414,4842547,0.6657,21642,0,209559,1240369,2491141,6604756,6185781
108114503,1092.535,9563.08,15593.25,0,307308.88,5598901,10447996.28,3798514.26,0.7516,408098.15,0,989150.25,13604264.62,5190928.17,17036172.85,17710087.76
108116003,1688.499,8461.4,14118.14,32018.88,530365.07,7737234,14287064.78,7359682.85,0.676,565250.46,0,1563960.74,16006461.97,7390168.04,23838462.9,23896509.89
108116303,933.797,7624.92,13936.76,0,294644.71,5099743,7120128.89,2749776.51,0.7614,655162.68,0,954527.51,10180570.62,4284282.18,13014101.26,13224991.84
108116503,1573.705,7569.1,14107.33,0,494853.5,8610632,11911524.77,15145107.7,0.4394,878582.32,0,2887600.59,6869597.13,6523064.76,22200772.44,22509558.33
108118503,1448.221,8489.74,16681.96,3626740.71,431179.46,5941612,12295021.94,13756996.76,0.5247,644070.13,0,1297722.85,8048107.06,6295604.09,24159159.72,22236283.28
108515107,491.342,6724.77,28703.81,7185524,452346,245074,3304161,5817301,0.7314,0,10289207,541211,151582,3072490,14103386,16710436
108561003,727.961,8783.62,15610.92,0,257811.87,3056593,6394129.29,3632504.47,0.621,333383.55,0,1282518.79,7981768.88,3354109.52,11364141.15,11872085.22
108561803,970.453,8587.37,14831.44,61795,262128.46,5918392,8333639.46,4302890.83,0.6707,596790.47,0,724481.28,10090066.26,4676508.71,14393214.92,14655085.55
108565203,849.594,9709.99,16642.47,4499,440217.83,5910335,8249547.77,3098622.57,0.6826,417054.02,4766.8,757070,10932884.45,4711169.87,14139340.66,14476491.65
108565503,1155.641,8656.71,16103.5,0,485997.16,7919755,10004054.55,5796609.94,0.6702,422948.02,0,2072892.58,12527049.71,6109970.47,18609865.62,18809656.81
108566303,710.125,9190.32,14858.38,161553.98,176734.3,4602372,6526275.03,5722789.2,0.311,272189.28,0,0,5334559.95,3591286.85,10551305.14,11234083.45
108567004,268.828,10552.03,17514.62,0,440858.92,2808251,2836680.51,1337801.28,0.5682,124765.25,0,135631,2978373.26,1611343.26,4708420.02,4757033.46
108567204,434.603,11567.55,20821.35,3784.58,249272.32,816716,5027293.81,2549330.34,0.6881,262581.67,0,1083319.03,6043968.36,2672042.21,9049021.3,8842571.02
108567404,325.353,11051.62,20458.82,0,162698.18,3342315,3595676.62,4026876.96,0.2867,143928,0,814490.61,2725900.99,2102241.94,6656337.17,6915476.13
108567703,2113.532,9989.61,17509.09,0,894811.66,10777691,21113364.91,21864304.28,0.4936,1299557.38,0,3713261.51,14568016.44,10879830.1,37006013.9,37327132.38
108567807,214.094,17306.61,30503.14,0,1074991.75,1370860,3705241.24,3760299.05,0.5425,19506.48,0,0,1072366.47,2805791.97,6530539.69,5907657.27
108568404,357.096,8858.38,15422.05,0,192817.82,2295400,3163291.61,1792243.23,0.6099,77510.93,0,35199.53,3543765.63,2231149.15,5507151.22,5528826.68
108569103,1218.544,9043.28,14689.54,0,482341.24,5272916,11019632.52,4315303.24,0.7066,605784.03,9822,1525180.99,12933297.81,4749254.03,17899851.57,17740764.29
109122703,570.149,12745.34,22121.72,0,33223,2790228,7266740.71,4303512.28,0.6454,348572.03,0,1153128,8354480,3844234.83,12612675.57,12691215.28
109243503,576.162,10535.55,18179.5,60029.72,260310.87,1436110,6070184.32,2771849.56,0.7006,279419.53,0,585636,7777737.69,3479068.77,10474338.34,10809898.12
109246003,802.199,10504.49,17566.35,0,82135.33,3967176,8426689.1,5292854.37,0.6768,261703.33,0,1107938.21,8120381.43,4295380.66,14091711.3,13495371.13
109248003,2070.78,7985.34,14338.74,0,557929.1,8718336,16535880.8,15125236.91,0.5311,648793.57,0,2349423.79,12134173.05,10158285.94,29692384.1,27817339.06
109420107,140.762,9315.4,14593.2,236.08,0,920716,1311254.94,1530350.15,0.6616,0,0,0,506685.4,742677.09,2054168.11,2037035.55
109420803,2507.853,9078.21,15495.48,55000,1394524.72,12796296,22766825.46,12683440.5,0.7361,924147.18,132113.71,2642917.5,25192885.9,12471498.32,38860388.46,39402964.83
109422303,1150.238,8654.43,22049.56,34705.32,447864.45,6869685,9954653.9,4787127.2,0.7722,437698.16,7455490.15,9765673.55,12507657.48,5169515.77,25362246.7,25198139.28
109426003,631.806,10667.9,17932.1,0,481791.54,1920813,6740043.81,1982451.52,0.8338,326993.05,0,635378.03,8638025.92,3627194.2,11329609.09,11102268.98
109426303,896.268,10105.87,16514.86,0,481526.9,6617490,9057564.99,3464518.65,0.7419,384555.4,0,1275970.68,10936974.76,4083651.88,14801742.95,14883020.31
109427503,799.771,10552.6,18292.17,0,441730.75,4471713,8439662.3,4523834.81,0.7167,372730.13,0,1155354.62,10061229.67,4661804.01,14629551.06,15026795.23
109530304,154.754,16395.4,28008.34,0,95924.9,560932,2537253.55,1865435.32,0.4783,81697.15,0,190809.19,2398004.42,1524642.45,4334402.34,4359364.64
109531304,779.508,9415.43,16411.86,0,256493,5506518,7339403.78,5676419.08,0.58,361843.97,0,1175324.06,6910450,3916605.83,12793177.64,12843362.08
109532804,366.825,11827.86,19425.31,0,140025,1076670,4338753,3639622,0.3951,188831,0,550056,3526870,2048048,7125688,7306517
109535504,540.543,10659.54,18503.83,70240,300241.46,2805271,5761939.01,3415281.3,0.5805,154600.5,0,647842.57,6766713.64,3367492.68,10002114.76,10482236.4
109537504,412.816,10703.73,19891.28,48726,211950.02,3160160,4418669.21,2619460.14,0.6844,306242.7,0,741393.91,5863819.42,2696408.76,8211440.58,8695229.58
110140001,391.159,9379.69,14596.92,23081,111608,1534617,3668949,5907143,0.1818,37949,0,1786,22274,1977950,5709715,6041025
110141003,1665.107,10312.91,24503.33,571573.7,277605.54,12805481,17172099.7,16090680.71,0.6012,771552.34,10001852.6,12287836.79,15415203,9997609.54,40800672.07,41785341.85
110141103,2927.823,10107.1,19878.04,0,540843.48,16509724,29591797.75,31654785.63,0.4899,850633.88,9060269.45,12039091.57,17648708.74,15717868.89,58199392.09,58904607.3
110141607,229.485,22566.6,37112.2,0,204852,27748,5178696.22,6672621.11,0.5197,0,0,657355.61,1453203.69,2680640.64,8516692.47,8330676.8
110143060,95.258,12608.22,16413.84,32017,23173,370203,1201034,1585196,0.2954,10876,0,42116,1796,277507,1563550,1610165
110143120,47.462,11121.38,15213.41,0,15050,463158,527843,836127,0.1818,5765,0,40315,1945,148136,722059,853122
110143310,79.224,0,0,0,0,0,0,0,0.1818,0,0,0,0,0,0,0
110147003,1518.919,9463.59,23060.33,1209936.42,758942.67,4329330,14374428.91,16668571.19,0.4821,632471.56,6353.21,10619792.92,9904588.01,8190136.37,35026766.18,27338455.08
110148002,7194.092,11894.6,21561.09,5028.75,1593040.69,16100687,85570824.83,124180626.6,0.1818,2803368.15,34851.32,23616806.91,27351253.47,43116401.5,155112430.1,153159772.1
110171003,2271.16,10173.26,19502.61,0,1186034.55,11148145,23105106.75,15501149.21,0.6629,788496.85,6120137.08,8503149.02,21506860.06,11896798.16,44293550.78,44314180.9
110171607,184.789,15717.91,55400.16,98489.43,272137,1373441,2904497.39,4116677.22,0.6992,2500,4996596,5572256,999445.13,1659597.33,10237340.15,10384855.35
110171803,1016.291,9942.74,16469.68,259334.52,433596.66,9333247,10104716.06,4489998.96,0.7327,276474.84,98990,1397178.58,12582987.47,4700285.63,16737989.63,17605573.09
110173003,786.772,9420.43,15681.53,0,423071.64,2289419,7411732.11,3333978.09,0.7776,352219.31,14210,399346.62,8856318.66,4174493.62,12337791.66,12627578.39
110173504,277.372,11741.69,21422.63,0,495428.53,2141630,3256817.09,1310808.26,0.7363,109999.47,0,509070.87,4269621.49,2066149.8,5942037.23,6075858.28
110175003,886.89,9211.36,16694.13,208022,381888.72,8076491,8169465.44,3808210.63,0.7383,392487.33,0,1630773.76,10624883.47,4405111.7,14805860.23,14814982.82
110177003,1744.939,10286.74,18925.96,51.95,523560.19,6182078,17949732.09,11566602.81,0.6761,724601.15,825,5261211.26,18256524.34,9089049.23,33024645.68,30347512.34
110179003,1033.617,10601.59,17361.29,9252.98,586312.2,6744711,10957983.1,5479554.23,0.7405,404233.28,0,1232489.66,11762755.28,5340966.48,17944925.5,17828621.71
110183602,4427.081,11474.54,17126.41,0,1665250.16,10499915,50798710.22,32803234.24,0.6108,1125999.34,0,4521411.81,38711693.53,19373876.87,75819998.24,73180177.93
111291304,1062.528,9160.69,14901.17,1560,820244,3812911,9733492.46,5998920.6,0.6191,888914.37,0,938178.77,9156803,4270765.99,15832911.59,15975967.6
111292304,384.112,9831.95,19129.84,0,175300.92,4738484,3776568.82,2681471.65,0.5942,122431.61,0,721909.99,4481450.47,2727090.34,7348000.76,7338223.04
111292507,65.256,9772.77,14823.88,7030,29864,0,637732,705179,0.6079,2488,0,0,232304,320097,967347,967347
111297504,735.414,10096.3,24056.48,0,255764.33,9966839,7424956.85,4598406.39,0.6,255830.3,5710863.25,6217415.52,7576490.28,3793266.56,17691469.23,18141524.25
111312503,1986.828,8214.48,14452.1,0,1003942.42,4569374,16320761.04,12676095.89,0.5895,594290.13,27501,2419276.34,14779022.29,9379511.82,28713839.33,28486561.6
111312607,151.828,8669.74,16653.21,0,80588.2,0,1316309.49,1925078.01,0.6563,25668.87,4813.69,199822.29,517942.79,986623.36,2528424.01,2528422.69
111312804,743.228,8933.41,17960.78,0,304535.99,3743654,6639563.78,4405340.49,0.6477,379884.61,2391.02,2951599.39,7737854.26,3377906.98,13348954.76,12450121.76
111315438,79.014,7931.11,12742.61,33811,109105.65,203048,626668.68,918036.79,0.5895,13444.25,0,17641.8,10738.22,315278.72,1006844.45,1037880.66
111316003,1449.688,9647.32,21904.91,0,1619370.62,5108004,13985606.41,5910916.12,0.7531,433335.77,9586000,11623371.68,14406066.94,5712975.29,31755289.15,31522353.68
111317503,1185.358,8199.25,13683.71,0,527638.15,7652467,9719051.48,5688944.62,0.6551,242675.55,0,834228,11029706.09,5424136.62,16220091.65,17246288.86
111343603,2889.662,8072.6,13086.59,439117.15,1164062.53,10052115,23327083.99,17780128.55,0.5699,706227.58,16072,1712632.25,19273244.6,11630757.05,37815818.02,38233507.68
111440001,176.187,6911.86,13999.97,0,152849.71,1661179,1217780.58,2470690.41,0.6225,3825.34,0,1500.35,13929.97,1243505.74,2466612.01,2637470.09
111444307,161.976,12268.92,22530.22,0,165462,693646,1987270,2752378,0.6528,16007,0,468810,670718,1177268,3649355,3588558
111444602,5117.217,8418.8,15113.66,0,3009702.62,8549694,43080816.24,34352661.19,0.6528,1129465.78,0,11685083.01,39372800.09,21444527.06,77339892.09,76735163.9
112011103,2060.651,8527.82,14899.1,0,331634.69,6189367,17572869.37,16363443.75,0.6188,978961.51,0,3311468.18,12647901.25,8838539.79,30701838.85,29342979.69
112011603,3996.568,9797.1,14238.44,0,903257.63,7626627,39154764.13,36372904.44,0.5828,825201.61,0,3677742.52,19709817.43,13247194.93,56904903.19,56985979.5
112013054,1044.238,9160.13,16199.04,46214.1,166095.43,6895696,9565359.22,11341759.52,0.393,509398.32,7325,1785360.37,6783460.16,5009317.31,16915649.32,18298640.11
112013753,3127.872,11462.78,19689.55,0,1044235.76,19272956,35854096.76,42037208.23,0.3573,1209951.6,25472.42,7011507.9,18169839.28,17510835.1,61586391.36,61276755.69
112015203,2073.274,9704.42,15692.39,16379.37,375035.63,6845138,20119921.32,19158335.5,0.5446,540555.74,203870.89,3697172.7,12754390.13,8160595.94,32534625.07,32491632.15
112018523,1772.523,8719.27,14945.72,0,327510,3533659,15455102.2,15527961,0.6408,625785,0,1726031.46,12178811.93,8684707.56,26491626.22,28034282.93
112281302,9658.205,8554.53,14054.33,0,3651272,6683534,82621393,85612325,0.5325,2140590,617575,11501613,44884684,39475975,135739571,134765856
112282004,485.052,9988.58,15919.45,11500,316646.53,2778511,4844980.99,3538384.82,0.5118,179396.09,0,160000,3978326.23,2525885.7,7721762.78,7833357.58
112282307,468.911,9196.01,17489.39,0,314177,1001057,4312110.16,6502434.94,0.5581,28794.66,96970.35,1274192.09,1404370.13,2585871.12,8200968.03,8317952.42
112283003,3048.906,8440.12,12985.78,15353.11,752971.33,3310915,25733140.12,26118066.06,0.5528,750787.76,14752,2644757.52,12929344.8,10448380.53,39592419.04,39815134.19
112286003,2424.444,8250.33,15725.54,0,518914.32,6904896,20002469.35,21199141.93,0.5619,742104.42,1525000,5475156.94,16923756.45,11905958.31,38125689.02,40166812.7
112289003,4381.179,8390.9,12911.85,56003.39,1226267.59,3860328,36762019.73,31380941.01,0.6106,889359.82,331171.01,4396861.36,24625466.52,14464896.2,56569140.5,57563846.13
112671303,5994.089,9019.58,15174.5,0,939765.24,6997917,54064172.05,65214528.05,0.5046,1740952.39,0,8768434.51,22667020.21,26383724.25,90957283.2,88821313.5
112671603,6483.288,10643.72,16345.06,116608.46,986994.54,10790698,69006317.72,78015271.26,0.5148,1792150.59,0,7761051.86,26712265.6,27293615.48,105969744.1,105714531.4
112671803,3777.911,9642.91,16263.89,0,1048506.51,14230001,36430041.8,36353209.57,0.6037,1027101.66,0,6932621.77,24312796.21,17053748.05,61443513.28,61714512.29
112672203,2635.737,9968.46,16528.96,0,812728,4268947,26274232.04,29669441.41,0.5424,953237.41,0,4864286.44,16092167.19,11474247.48,43566003.37,46574336.6
112672803,2071.697,9692.53,20449.89,0,857821,2441372,20079990,24241357,0.5232,617672,9995000,12507391,8377075,9160922,42365975,43471253
112673300,91.012,11338.54,24690.38,0,936675,197284,1031943,1123973,0.8556,110049,0,0,29890,1105129,2247121,2090538
112673500,666.576,8621.29,14114.03,0,1333319,3728392,5746747.01,8590472,0.8556,634462,0,0,279046,3026866,9408075.01,10202837
112674403,4068.468,9941.59,17191.91,0,1037864.13,10384109,40447027.02,44192508.84,0.6026,998216.44,0,9933699.07,23629314.51,18565795.5,69944738.03,68859687.48
112675503,5549.818,9256.59,15487.09,0,1196021,21296575,51372394,53476068,0.5863,1252740,0,8943921,33113259,24381475,85950530,87785348
112676203,2734.773,11085.98,18697.88,318402.84,553950.66,19102701,30317626.84,34165253.51,0.507,1210523.77,16962,4126184.76,18789926.53,15161731.7,51134469.91,53526092.7
112676403,4336.289,9530.82,15203.77,0,618495.05,12787925,41328383.63,44985489.21,0.495,1173494.09,0,6012515.98,21661633.07,17413536.51,65927930.21,67265617.33
112676503,3181.071,9452.13,16940.58,0,386797.99,7164220,30067881.19,36878779.92,0.4708,975527.37,207424,6292612.43,17618043.59,16553153.44,53889174.43,55091045.5
112676703,4068.285,9211.09,17543.16,0,680256.46,12770368,37473334.95,43304669.08,0.5157,1186949.3,3936000,11914586.7,23115706.27,20795695.45,71370566.4,71036631.81
112678503,3319.838,10285.93,16251.21,0,694206,21288864,34147629,41884651,0.5406,843073,7500,4609480,15324692,14351188,53951370,57911049
112679002,8175.178,11430.64,17394.76,0,9552290.68,16032804,93447526.85,37520293.52,0.8556,1041916.27,235862.27,12780962.21,93915188.57,34934847.42,142205252.8,141223635
112679107,1650.955,10460.88,16277.27,0,979714,528365,17270437.44,21112051.36,0.5712,516297.7,0,0,4904751.6,9086307.89,26873043.03,26996516.96
112679403,3159.904,10460.25,16894.69,77632.85,480941.19,10525516,33053373.47,45342654.19,0.4052,973534.96,1720,5882021.41,10118351.87,13399050.21,53385612.9,55943667.25
113361303,3118.077,10172.17,17943.88,0,910602.07,20288370,31717607.77,38578084.04,0.4691,1121988.8,128708.86,7774436.27,16679288.61,15336369.36,55950402.2,56296683.58
113361503,1495.406,10844.78,16935.5,0,941814.59,2535094,16217351.11,11915159.92,0.7341,368710.62,664.5,2835374.58,12522186.54,5904013.82,25325450.13,25379825.55
113361703,4361.783,9850.78,15525.73,0,2129394.42,13459270,42966980.76,51503637.7,0.3929,1401797.67,26607,5979785,14594679.18,17371307.43,67719870.86,68254318.3
113362203,3135.292,9062.12,16068.08,0,1732391.12,11304006,28412390.88,32755565.34,0.5478,758636.39,8605,8561338.45,15886632.86,12645755.6,50378121.32,50383194.32
113362303,3116.406,9590.59,18040.72,4413.55,1212390.24,9335693,29888174.4,41191292.6,0.2472,1124922.24,352350,6260186.15,13466159.51,18944497.01,56222193.35,56222192.35
113362403,3906.322,9956.78,16084.12,0,818051.05,4780371,38894394.06,41005173.23,0.5106,1296465.27,17154,5690617.41,19189773.17,16948293.38,62829770.12,61030151.45
113362603,4221.535,8671.54,15947.67,0,1134441.24,16984454,36607203.66,46249958.36,0.4737,1477607.59,1260,8676486.26,20289054.67,20562344.41,67323641.92,67674714.27
113362940,198.712,9984.85,17610.17,9999,434924.1,171953,1984108.89,3053597.62,0.7105,201312.51,0,0,54837.03,1303930.79,3499351.19,3543358.75
113363103,6950.226,10961.75,17329.62,13545.59,1566824.67,13856242,76186646.29,85929684.4,0.396,1922482.08,113812.85,11646993.68,32183072.6,30675115.06,120444782.7,119793394.5
113363603,3129.422,9584.02,16296.23,0,503638.81,7150846,29992429.79,39245301.91,0.4019,1012594.77,0,6409818.18,12230944.78,13582947.31,50997790.05,51979885.5
113363807,1073.047,15915.04,26494.49,0,4786602.72,277395,17077589.26,19046176.4,0.4716,158495.4,40508,2189387.23,4384359.89,9004363.62,28429835.51,28257647.01
113364002,11385.608,11483.83,19457.74,1938088,18561182,28899632,130750388,87760257,0.7105,3082902,4493511,23111281,110358763,62655500,221538159,221173713
113364403,3118.949,9163.92,16547.6,10000,1207329.04,19508837,28581813.68,36996358,0.3339,1205810.33,240875.29,6239168.48,15115017.34,15574339.09,51611131.58,53559579.67
113364503,5860.233,8948.16,16799.53,3475,845700.55,15255600,52438299.89,73751823.64,0.3706,1567890.6,53119.9,17965444.58,19933866.19,26474061.6,98449171.67,94584510.28
113365203,5403.431,9067.54,15147.99,989.55,1153549.23,18531100,48995853.25,55598092,0.4889,1438682.39,1800,9495585.52,26964515.9,21920007.04,81851117.75,83717957.13
113365303,1550.458,12342.88,23399.31,0,1094344.05,12581002,19137121.68,27736089.94,0.1852,683557.05,315158.85,4631147.78,8489987.42,11827820.32,36279646.83,37635580.26
113367003,3537.228,9385.16,15569.64,0,2145725.52,5958416,33197462.62,33078923.03,0.4411,1126218.8,34839.64,4314805.89,19806792.89,16434891.95,55073379.26,55066281.08
113369003,4166.054,9562.3,17166.51,1418.09,590027.6,17755971,39837051.26,50822822.09,0.4358,1572232.9,0,12944691.5,21569030.39,17161210.28,71516604.03,72981880.08
113380303,1483.152,8305.53,15799.7,0,304329.53,4426446,12318365.71,15075458.23,0.4972,737553.45,0,3113274.82,8546250.65,7264167.52,23433361.5,23926038.41
113381303,5015.744,9310.39,17130.26,0,1024285.5,9044568,46698519.29,51341326.83,0.474,1418843.42,10046075,16608969.46,23229302.26,21194676.86,85921009.03,85640989.59
113382303,2481.444,8949.98,15805.5,0,711755.68,6227991,22208884.89,28948330.59,0.4168,909448.25,741.6,4643885.87,12296239.97,11458231.79,39220450.8,41957067.84
113384307,366.953,17152.18,24992.95,0,1946581.19,20367,6294045.56,5604138.16,0.5683,16464.2,0,271335.3,1640024.61,2589391.22,9171236.28,9190743.96
113384603,5299.436,8077.94,14569.16,7457848.14,5834543.2,15810812,42808502.13,21807241.97,0.8303,1329010.9,494.8,5495239.89,46742287.12,20117716.75,77208317.81,74384567.09
