Name,AcademicYearId,AUN,DataElement,DisplayValue
Corry Area SD,18,105251453,FacilitiesAcquisition&Construction," $29,372.48 "
21st Century Cyber CS,18,124150002,FacilitiesAcquisition&Construction," $29,757.94 "
Middletown Area SD,18,115226003,FacilitiesAcquisition&Construction," $30,809.30 "
Centre Learning Community CS,18,110143060,FacilitiesAcquisition&Construction," $32,017.00 "
Penn Cambria SD,18,108116003,FacilitiesAcquisition&Construction," $32,018.88 "
Howard Gardner Multiple Intelligence CS,18,119355028,FacilitiesAcquisition&Construction," $32,477.90 "
Palisades SD,18,122098003,FacilitiesAcquisition&Construction," $32,691.17 "
Sto-Rox SD,18,103028853,FacilitiesAcquisition&Construction," $33,460.00 "
Stone Valley Community CS,18,111315438,FacilitiesAcquisition&Construction," $33,811.00 "
Interboro SD,18,125235103,FacilitiesAcquisition&Construction," $34,083.05 "
Towanda Area SD,18,117086503,FacilitiesAcquisition&Construction," $34,618.06 "
Chester Charter Scholars Academy CS,18,125236827,FacilitiesAcquisition&Construction," $34,635.05 "
Kane Area SD,18,109422303,FacilitiesAcquisition&Construction," $34,705.32 "
Pleasant Valley SD,18,120455203,FacilitiesAcquisition&Construction," $39,877.54 "
South Allegheny SD,18,103028653,FacilitiesAcquisition&Construction," $41,282.00 "
Esperanza Cyber CS,18,126511563,FacilitiesAcquisition&Construction," $42,059.00 "
Whitehall-Coplay SD,18,121397803,FacilitiesAcquisition&Construction," $42,107.99 "
Souderton Area SD,18,123467103,FacilitiesAcquisition&Construction," $46,126.51 "
Fairfield Area SD,18,112013054,FacilitiesAcquisition&Construction," $46,214.10 "
Carmichaels Area SD,18,101301303,FacilitiesAcquisition&Construction," $47,708.00 "
Eastern Center for Arts & Technology,18,123463507,FacilitiesAcquisition&Construction," $47,835.00 "
Oswayo Valley SD,18,109537504,FacilitiesAcquisition&Construction," $48,726.00 "
West Side CTC,18,118408707,FacilitiesAcquisition&Construction," $48,779.69 "
Leechburg Area SD,18,128034503,FacilitiesAcquisition&Construction," $49,000.00 "
Laurel SD,18,104374003,FacilitiesAcquisition&Construction," $50,571.00 "
Penn-Trafford SD,18,107657103,FacilitiesAcquisition&Construction," $51,219.61 "
Tidioute Community CS,18,105620001,FacilitiesAcquisition&Construction," $54,167.00 "
Trinity Area SD,18,101638003,FacilitiesAcquisition&Construction," $54,836.29 "
Altoona Area SD,18,108070502,FacilitiesAcquisition&Construction," $54,947.68 "
Bradford Area SD,18,109420803,FacilitiesAcquisition&Construction," $55,000.00 "
Brandywine Heights Area SD,18,114060853,FacilitiesAcquisition&Construction," $55,363.00 "
Waynesboro Area SD,18,112289003,FacilitiesAcquisition&Construction," $56,003.39 "
Folk Arts-Cultural Treasures CS,18,126510021,FacilitiesAcquisition&Construction," $56,247.00 "
Bethel Park SD,18,103021252,FacilitiesAcquisition&Construction," $56,650.00 "
Valley Grove SD,18,106618603,FacilitiesAcquisition&Construction," $57,167.99 "
Clarion-Limestone Area SD,18,106161703,FacilitiesAcquisition&Construction," $57,656.10 "
Johnsonburg Area SD,18,109243503,FacilitiesAcquisition&Construction," $60,029.72 "
Belle Vernon Area SD,18,107650603,FacilitiesAcquisition&Construction," $60,497.50 "
Hamburg Area SD,18,114063503,FacilitiesAcquisition&Construction," $60,996.00 "
Conemaugh Township Area SD,18,108561803,FacilitiesAcquisition&Construction," $61,795.00 "
Brookville Area SD,18,106330803,FacilitiesAcquisition&Construction," $62,307.57 "
Independence CS,18,126513510,FacilitiesAcquisition&Construction," $63,524.00 "
SUN Area Technical Institute,18,116606707,FacilitiesAcquisition&Construction," $63,849.33 "
Hazleton Area SD,18,118403302,FacilitiesAcquisition&Construction," $64,416.16 "
Inquiry Charter School,18,126513070,FacilitiesAcquisition&Construction," $65,193.00 "
Sankofa Freedom Academy Charter School,18,114514135,FacilitiesAcquisition&Construction," $66,188.00 "
Propel CS-Northside,18,103028192,FacilitiesAcquisition&Construction," $67,375.00 "
Northern Potter SD,18,109535504,FacilitiesAcquisition&Construction," $70,240.00 "
Dr Robert Ketterer CS Inc,18,107653040,FacilitiesAcquisition&Construction," $70,498.00 "
Brentwood Borough SD,18,103021453,FacilitiesAcquisition&Construction," $72,935.76 "
Bentworth SD,18,101630903,FacilitiesAcquisition&Construction," $74,745.98 "
York Suburban SD,18,112679403,FacilitiesAcquisition&Construction," $77,632.85 "
Union City Area SD,18,105259103,FacilitiesAcquisition&Construction," $77,666.93 "
Chester-Upland SD,18,125231232,FacilitiesAcquisition&Construction," $78,555.61 "
Upper Moreland Township SD,18,123468503,FacilitiesAcquisition&Construction," $79,179.75 "
Erie County Technical School,18,105252807,FacilitiesAcquisition&Construction," $81,992.30 "
Gettysburg Montessori Charter School,18,197010542,FacilitiesAcquisition&Construction," $85,247.00 "
Montrose Area SD,18,119584503,FacilitiesAcquisition&Construction," $85,650.95 "
Centennial SD,18,122092002,FacilitiesAcquisition&Construction," $85,662.41 "
Allentown City SD,18,121390302,FacilitiesAcquisition&Construction," $85,667.00 "
Freedom Area SD,18,127042853,FacilitiesAcquisition&Construction," $91,538.11 "
Kennett Consolidated SD,18,124154003,FacilitiesAcquisition&Construction," $91,770.60 "
Southern Tioga SD,18,117597003,FacilitiesAcquisition&Construction," $93,890.00 "
Williams Valley SD,18,129548803,FacilitiesAcquisition&Construction," $97,199.22 "
Clearfield County CTC,18,110171607,FacilitiesAcquisition&Construction," $98,489.43 "
Independence CS West,18,126512039,FacilitiesAcquisition&Construction," $98,770.00 "
Mahanoy Area SD,18,129544503,FacilitiesAcquisition&Construction," $99,113.07 "
North Allegheny SD,18,103026852,FacilitiesAcquisition&Construction," $103,835.11 "
Everett Area SD,18,108053003,FacilitiesAcquisition&Construction," $111,038.32 "
Greater Johnstown SD,18,108112502,FacilitiesAcquisition&Construction," $111,596.00 "
Tacony Academy Charter School,18,192518422,FacilitiesAcquisition&Construction," $112,340.00 "
Bristol Borough SD,18,122091303,FacilitiesAcquisition&Construction," $113,393.61 "
Millersburg Area SD,18,115226103,FacilitiesAcquisition&Construction," $113,900.38 "
The Philadelphia CS for Arts and Sciences at HR Edmunds,18,126515691,FacilitiesAcquisition&Construction," $114,987.00 "
Collegium CS,18,124153320,FacilitiesAcquisition&Construction," $115,529.00 "
Dallastown Area SD,18,112671603,FacilitiesAcquisition&Construction," $116,608.46 "
Karns City Area SD,18,104103603,FacilitiesAcquisition&Construction," $116,793.76 "
Urban Academy of Greater Pittsburgh CS,18,103023090,FacilitiesAcquisition&Construction," $122,188.00 "
Tri-Valley SD,18,129547803,FacilitiesAcquisition&Construction," $126,754.82 "
Tunkhannock Area SD,18,118667503,FacilitiesAcquisition&Construction," $128,316.54 "
Conneaut SD,18,105201033,FacilitiesAcquisition&Construction," $130,915.21 "
Bear Creek Community CS,18,118400001,FacilitiesAcquisition&Construction," $132,077.68 "
New Foundations CS,18,126513420,FacilitiesAcquisition&Construction," $134,120.00 "
Weatherly Area SD,18,121139004,FacilitiesAcquisition&Construction," $135,911.73 "
South Side Area SD,18,127047404,FacilitiesAcquisition&Construction," $136,503.00 "
Montessori Regional CS,18,105250004,FacilitiesAcquisition&Construction," $137,376.00 "
Minersville Area SD,18,129544703,FacilitiesAcquisition&Construction," $137,983.40 "
Millcreek Township SD,18,105257602,FacilitiesAcquisition&Construction," $138,239.38 "
Chester Community CS,18,125232950,FacilitiesAcquisition&Construction," $139,142.35 "
Brockway Area SD,18,106330703,FacilitiesAcquisition&Construction," $140,593.52 "
Pennsylvania Cyber CS,18,127043430,FacilitiesAcquisition&Construction," $141,922.00 "
Belmont Charter School,18,126510010,FacilitiesAcquisition&Construction," $143,751.00 "
Reading Muhlenberg CTC,18,114067107,FacilitiesAcquisition&Construction," $144,495.00 "
Purchase Line SD,18,128327303,FacilitiesAcquisition&Construction," $149,690.07 "
Bangor Area SD,18,120480803,FacilitiesAcquisition&Construction," $150,186.30 "
Fox Chapel Area SD,18,103023912,FacilitiesAcquisition&Construction," $151,747.78 "
West Mifflin Area SD,18,103029603,FacilitiesAcquisition&Construction," $153,226.01 "
First Philadelphia Preparatory Charter School,18,100510000,FacilitiesAcquisition&Construction," $155,353.00 "
Bethlehem Area SD,18,120481002,FacilitiesAcquisition&Construction," $156,220.19 "
Carbondale Area SD,18,119351303,FacilitiesAcquisition&Construction," $158,024.25 "
Rockwood Area SD,18,108566303,FacilitiesAcquisition&Construction," $161,553.98 "
West Shore SD,18,115219002,FacilitiesAcquisition&Construction," $167,569.87 "
West Allegheny SD,18,103029403,FacilitiesAcquisition&Construction," $172,553.98 "
Greater Latrobe SD,18,107653102,FacilitiesAcquisition&Construction," $183,662.23 "
Roberto Clemente CS,18,121393330,FacilitiesAcquisition&Construction," $188,268.00 "
Oil City Area SD,18,106616203,FacilitiesAcquisition&Construction," $195,767.71 "
Kiski Area SD,18,107654403,FacilitiesAcquisition&Construction," $198,326.50 "
Northern Westmoreland CTC,18,107656407,FacilitiesAcquisition&Construction," $204,844.66 "
Philadelphia City SD,18,126515001,FacilitiesAcquisition&Construction," $205,290.00 "
Kutztown Area SD,18,114064003,FacilitiesAcquisition&Construction," $205,875.90 "
East Pennsboro Area SD,18,115212503,FacilitiesAcquisition&Construction," $206,456.14 "
Moshannon Valley SD,18,110175003,FacilitiesAcquisition&Construction," $208,022.00 "
Indiana County Technology Center,18,128324207,FacilitiesAcquisition&Construction," $210,596.85 "
Schuylkill Haven Area SD,18,129547303,FacilitiesAcquisition&Construction," $211,099.31 "
North Montco Tech Career Center,18,123465507,FacilitiesAcquisition&Construction," $215,432.00 "
Athens Area SD,18,117080503,FacilitiesAcquisition&Construction," $242,527.11 "
Peters Township SD,18,101636503,FacilitiesAcquisition&Construction," $247,746.26 "
Vision Academy Charter School,18,125233517,FacilitiesAcquisition&Construction," $250,697.00 "
City CHS,18,102020001,FacilitiesAcquisition&Construction," $254,493.00 "
Curwensville Area SD,18,110171803,FacilitiesAcquisition&Construction," $259,334.52 "
Harambee Institute of Science and Technology CS,18,126512850,FacilitiesAcquisition&Construction," $261,558.00 "
Big Beaver Falls Area SD,18,127041503,FacilitiesAcquisition&Construction," $265,842.00 "
Sugar Valley Rural CS,18,101833400,FacilitiesAcquisition&Construction," $273,757.61 "
Pottsville Area SD,18,129546103,FacilitiesAcquisition&Construction," $284,460.00 "
North Pocono SD,18,119356503,FacilitiesAcquisition&Construction," $315,331.34 "
South Eastern SD,18,112676203,FacilitiesAcquisition&Construction," $318,402.84 "
Cornell SD,18,103022103,FacilitiesAcquisition&Construction," $319,686.00 "
Cumberland Valley SD,18,115211603,FacilitiesAcquisition&Construction," $321,635.00 "
Downingtown Area SD,18,124152003,FacilitiesAcquisition&Construction," $331,257.09 "
Chester County Technical College HS,18,124151607,FacilitiesAcquisition&Construction," $347,030.00 "
Memphis Street Academy CS @ JP Jones,18,126519392,FacilitiesAcquisition&Construction," $354,311.00 "
Circle of Seasons Charter School,18,121394017,FacilitiesAcquisition&Construction," $379,587.00 "
Armstrong SD,18,128030852,FacilitiesAcquisition&Construction," $411,903.77 "
Exeter Township SD,18,114062003,FacilitiesAcquisition&Construction," $426,942.48 "
Blue Mountain SD,18,129540803,FacilitiesAcquisition&Construction," $433,689.21 "
Juniata County SD,18,111343603,FacilitiesAcquisition&Construction," $439,117.15 "
General McLane SD,18,105253903,FacilitiesAcquisition&Construction," $486,468.00 "
West Jefferson Hills SD,18,103029553,FacilitiesAcquisition&Construction," $491,069.03 "
Forbes Road CTC,18,103023807,FacilitiesAcquisition&Construction," $504,423.60 "
Lindley Academy CS at Birney,18,126519476,FacilitiesAcquisition&Construction," $505,205.00 "
Esperanza Academy Charter School,18,126513440,FacilitiesAcquisition&Construction," $516,385.00 "
Parkway West CTC,18,103027307,FacilitiesAcquisition&Construction," $537,791.00 "
Cambria Heights SD,18,108111203,FacilitiesAcquisition&Construction," $554,528.28 "
Upper Dauphin Area SD,18,115229003,FacilitiesAcquisition&Construction," $557,972.72 "
Canon-McMillan SD,18,101631703,FacilitiesAcquisition&Construction," $564,582.95 "
Bald Eagle Area SD,18,110141003,FacilitiesAcquisition&Construction," $571,573.70 "
Wayne Highlands SD,18,119648703,FacilitiesAcquisition&Construction," $638,729.73 "
Neshaminy SD,18,122097502,FacilitiesAcquisition&Construction," $641,425.20 "
Penn Hills Charter School of Entrepreneurship,18,103022481,FacilitiesAcquisition&Construction," $651,168.00 "
Old Forge SD,18,119356603,FacilitiesAcquisition&Construction," $656,640.72 "
Schuylkill Technology Centers,18,129546907,FacilitiesAcquisition&Construction," $664,460.81 "
Northgate SD,18,103026873,FacilitiesAcquisition&Construction," $664,859.00 "
Tamaqua Area SD,18,129547603,FacilitiesAcquisition&Construction," $670,231.00 "
Baden Academy CS,18,127046517,FacilitiesAcquisition&Construction," $683,094.38 "
Mohawk Area SD,18,104375003,FacilitiesAcquisition&Construction," $702,964.77 "
Baldwin-Whitehall SD,18,103021102,FacilitiesAcquisition&Construction," $759,011.03 "
Punxsutawney Area SD,18,106338003,FacilitiesAcquisition&Construction," $803,521.81 "
Renaissance Academy CS,18,124153350,FacilitiesAcquisition&Construction," $824,227.00 "
Franklin Towne Charter Elementary School,18,147513703,FacilitiesAcquisition&Construction," $834,512.00 "
Philadelphia Performing Arts CS,18,126513400,FacilitiesAcquisition&Construction," $914,456.00 "
Warrior Run SD,18,116498003,FacilitiesAcquisition&Construction," $925,672.03 "
Southmoreland SD,18,107657503,FacilitiesAcquisition&Construction," $943,318.00 "
Imhotep Institute CHS,18,126512980,FacilitiesAcquisition&Construction," $1,029,370.00 "
Manchester Academic CS,18,102023030,FacilitiesAcquisition&Construction," $1,058,781.00 "
Pine Grove Area SD,18,129546003,FacilitiesAcquisition&Construction," $1,093,488.35 "
Perseus House CS of Excellence,18,105250001,FacilitiesAcquisition&Construction," $1,126,348.00 "
Perkiomen Valley SD,18,123466103,FacilitiesAcquisition&Construction," $1,186,365.44 "
Penns Valley Area SD,18,110147003,FacilitiesAcquisition&Construction," $1,209,936.42 "
Dubois Area SD,18,106172003,FacilitiesAcquisition&Construction," $1,267,016.74 "
Northern Lehigh SD,18,121394503,FacilitiesAcquisition&Construction," $1,369,456.12 "
Pottstown SD,18,123466403,FacilitiesAcquisition&Construction," $1,371,869.43 "
Ridley SD,18,125237702,FacilitiesAcquisition&Construction," $1,411,359.04 "
Berwick Area SD,18,116191103,FacilitiesAcquisition&Construction," $1,510,481.35 "
Franklin Towne CHS,18,126513450,FacilitiesAcquisition&Construction," $1,520,129.00 "
Infinity CS,18,115220001,FacilitiesAcquisition&Construction," $1,592,908.00 "
Upper Darby SD,18,125239452,FacilitiesAcquisition&Construction," $1,646,918.97 "
Pittsburgh SD,18,102027451,FacilitiesAcquisition&Construction," $1,737,497.50 "
Lancaster SD,18,113364002,FacilitiesAcquisition&Construction," $1,938,088.00 "
Avon Grove CS,18,124150003,FacilitiesAcquisition&Construction," $2,342,278.00 "
Reading SD,18,114067002,FacilitiesAcquisition&Construction," $3,207,319.46 "
Westmont Hilltop SD,18,108118503,FacilitiesAcquisition&Construction," $3,626,740.71 "
Southwest Leadership Academy CS,18,108515107,FacilitiesAcquisition&Construction," $7,185,524.00 "
Lebanon SD,18,113384603,FacilitiesAcquisition&Construction," $7,457,848.14 "
Erie City SD,18,105252602,FacilitiesAcquisition&Construction," $8,878,849.92 "
Propel CS-Montour,18,103020004,OtherFinancingUses, $19.00 
Arts Academy CS,18,121395927,OtherFinancingUses, $70.03 
Antonia Pantoja Community Charter School,18,104510394,OtherFinancingUses, $93.00 
People for People CS,18,126510004,OtherFinancingUses, $473.50 
Baden Academy CS,18,127046517,OtherFinancingUses," $1,000.00 "
New Day Charter School,18,111440001,OtherFinancingUses," $1,500.35 "
Young Scholars of Central PA CS,18,110140001,OtherFinancingUses," $1,786.00 "
Propel CS-East,18,103020005,OtherFinancingUses," $2,029.00 "
Tidioute Community CS,18,105620001,OtherFinancingUses," $3,611.83 "
Sylvan Heights Science CS,18,115223050,OtherFinancingUses," $4,418.00 "
Global Leadership Academy CS Southwest at Huey,18,126518004,OtherFinancingUses," $4,639.00 "
KIPP West Philadelphia CS,18,126515492,OtherFinancingUses," $4,755.00 "
Vida Charter School,18,141019741,OtherFinancingUses," $4,760.00 "
Olney Charter High School,18,126513452,OtherFinancingUses," $5,216.00 "
KIPP West Philadelphia Preparatory Charter School,18,172510793,OtherFinancingUses," $5,677.00 "
I-LEAD Charter School,18,114060392,OtherFinancingUses," $5,946.00 "
Richard Allen Preparatory CS,18,126510008,OtherFinancingUses," $6,626.00 "
KIPP DuBois Charter School,18,126514864,OtherFinancingUses," $6,984.00 "
Eastern Westmoreland CTC,18,107652207,OtherFinancingUses," $7,295.27 "
Multicultural Academy CS,18,126513000,OtherFinancingUses," $7,521.00 "
Laboratory CS,18,126513110,OtherFinancingUses," $8,415.00 "
Lawrence County CTC,18,104374207,OtherFinancingUses," $10,522.00 "
MaST Community CS II,18,126513117,OtherFinancingUses," $14,360.00 "
Young Scholars of McKeesport Charter School,18,103020368,OtherFinancingUses," $15,805.00 "
Chester Charter Scholars Academy CS,18,125236827,OtherFinancingUses," $17,474.00 "
Stone Valley Community CS,18,111315438,OtherFinancingUses," $17,641.80 "
Chester Community CS,18,125232950,OtherFinancingUses," $18,934.06 "
Pan American Academy CS,18,173515368,OtherFinancingUses," $19,515.00 "
Admiral Peary AVTS,18,108110307,OtherFinancingUses," $20,931.00 "
Belmont Charter School,18,126510010,OtherFinancingUses," $21,498.00 "
Lenape Tech,18,128034607,OtherFinancingUses," $22,316.78 "
Butler County AVTS,18,104101307,OtherFinancingUses," $22,882.00 "
Innovative Arts Academy CS,18,121395526,OtherFinancingUses," $24,337.52 "
Northumberland County CTC,18,116495207,OtherFinancingUses," $27,192.09 "
John B Stetson Charter School,18,133513315,OtherFinancingUses," $29,078.00 "
Gillingham Charter School,18,129544907,OtherFinancingUses," $29,436.00 "
Union Area SD,18,104377003,OtherFinancingUses," $29,742.00 "
Lycoming CTC,18,117414807,OtherFinancingUses," $30,000.00 "
Charter High School for Architecture and Design,18,126513190,OtherFinancingUses," $30,056.00 "
Sugar Valley Rural CS,18,101833400,OtherFinancingUses," $32,565.26 "
Seven Generations Charter School,18,188392660,OtherFinancingUses," $33,406.00 "
MAST Community CS,18,126513150,OtherFinancingUses," $34,466.00 "
Forbes Road CTC,18,103023807,OtherFinancingUses," $35,000.00 "
Turkeyfoot Valley Area SD,18,108568404,OtherFinancingUses," $35,199.53 "
Karns City Area SD,18,104103603,OtherFinancingUses," $39,488.43 "
Evergreen Community CS,18,120450003,OtherFinancingUses," $39,600.00 "
Carlynton SD,18,103021603,OtherFinancingUses," $39,949.00 "
Bear Creek Community CS,18,118400001,OtherFinancingUses," $40,000.00 "
Keystone Education Center CS,18,104432830,OtherFinancingUses," $40,198.86 "
Nittany Valley CS,18,110143120,OtherFinancingUses," $40,315.00 "
Centre Learning Community CS,18,110143060,OtherFinancingUses," $42,116.00 "
Erie County Technical School,18,105252807,OtherFinancingUses," $43,000.00 "
Montessori Regional CS,18,105250004,OtherFinancingUses," $47,600.00 "
Reading Muhlenberg CTC,18,114067107,OtherFinancingUses," $55,000.00 "
Lehigh Valley Dual Language Charter School,18,139481451,OtherFinancingUses," $59,679.00 "
Universal Bluford Charter School,18,168513758,OtherFinancingUses," $63,014.00 "
Propel CS-Homestead,18,103020002,OtherFinancingUses," $63,774.00 "
Schuylkill Technology Centers,18,129546907,OtherFinancingUses," $64,411.64 "
Premier Arts and Science Charter School,18,115222343,OtherFinancingUses," $65,488.00 "
Mon Valley CTC,18,101634207,OtherFinancingUses," $66,231.97 "
Folk Arts-Cultural Treasures CS,18,126510021,OtherFinancingUses," $68,511.00 "
Philadelphia Electrical & Tech CHS,18,126510009,OtherFinancingUses," $72,323.00 "
Commodore Perry SD,18,104431304,OtherFinancingUses," $74,954.29 "
Bucks County Technical High School,18,122091457,OtherFinancingUses," $74,981.00 "
Young Scholars of Western Pennsylvania CS,18,103025206,OtherFinancingUses," $78,546.00 "
Parkway West CTC,18,103027307,OtherFinancingUses," $79,670.00 "
Perseus House CS of Excellence,18,105250001,OtherFinancingUses," $82,243.97 "
Alliance for Progress CS,18,126512990,OtherFinancingUses," $82,835.00 "
New Foundations CS,18,126513420,OtherFinancingUses," $88,455.00 "
City CHS,18,102020001,OtherFinancingUses," $89,325.00 "
Lakeview SD,18,104433903,OtherFinancingUses," $91,426.00 "
Dr Robert Ketterer CS Inc,18,107653040,OtherFinancingUses," $91,515.00 "
Lehigh Valley Charter High School for the Arts,18,120483170,OtherFinancingUses," $94,924.00 "
HOPE for Hyndman CS,18,108057079,OtherFinancingUses," $95,494.00 "
Susquehanna Community SD,18,119586503,OtherFinancingUses," $105,000.00 "
Universal Institute CS,18,126513210,OtherFinancingUses," $105,886.00 "
York Academy Regional Charter School,18,189670676,OtherFinancingUses," $106,097.92 "
Spectrum CS,18,103023410,OtherFinancingUses," $106,335.00 "
West Oak Lane CS,18,126513020,OtherFinancingUses," $107,264.00 "
Urban Pathways K-5 College Charter School,18,103028246,OtherFinancingUses," $109,569.00 "
Berks CTC,18,114060557,OtherFinancingUses," $111,056.00 "
Propel CS-Hazelwood,18,103024952,OtherFinancingUses," $112,500.00 "
Propel CS-Braddock Hills,18,160028259,OtherFinancingUses," $112,583.00 "
Capital Area School for the Arts Charter School,18,115227010,OtherFinancingUses," $115,282.00 "
Gettysburg Montessori Charter School,18,197010542,OtherFinancingUses," $119,186.00 "
Salisbury-Elk Lick SD,18,108567004,OtherFinancingUses," $135,631.00 "
Philadelphia Performing Arts CS,18,126513400,OtherFinancingUses," $138,843.00 "
Easton Arts Academy Elementary CS,18,120486892,OtherFinancingUses," $148,591.00 "
Western Montgomery CTC,18,123469007,OtherFinancingUses," $155,364.36 "
Pennsylvania Cyber CS,18,127043430,OtherFinancingUses," $159,953.51 "
Fannett-Metal SD,18,112282004,OtherFinancingUses," $160,000.00 "
Inquiry Charter School,18,126513070,OtherFinancingUses," $170,143.66 "
West Side CTC,18,118408707,OtherFinancingUses," $170,493.33 "
Urban Academy of Greater Pittsburgh CS,18,103023090,OtherFinancingUses," $174,568.00 "
Propel CS-Pitcairn,18,103024162,OtherFinancingUses," $184,058.00 "
Keystone Academy Charter School,18,182514568,OtherFinancingUses," $190,000.00 "
Austin Area SD,18,109530304,OtherFinancingUses," $190,809.19 "
Huntingdon County CTC,18,111312607,OtherFinancingUses," $199,822.29 "
Northwestern SD,18,105258503,OtherFinancingUses," $200,062.63 "
CTC of Lackawanna County,18,119354207,OtherFinancingUses," $204,986.00 "
Midland Borough SD,18,127045303,OtherFinancingUses," $207,361.83 "
Center for Student Learning CS at Pennsbury,18,122090001,OtherFinancingUses," $207,389.10 "
Imhotep Institute CHS,18,126512980,OtherFinancingUses," $208,485.00 "
Greater Johnstown CTC,18,108112607,OtherFinancingUses," $209,559.00 "
Executive Education Academy Charter School,18,121398065,OtherFinancingUses," $211,313.00 "
Western Area CTC,18,101638907,OtherFinancingUses," $230,987.14 "
Lehigh Valley Academy Regional CS,18,120480002,OtherFinancingUses," $236,424.00 "
Infinity CS,18,115220001,OtherFinancingUses," $249,931.00 "
Circle of Seasons Charter School,18,121394017,OtherFinancingUses," $250,673.14 "
Penn Hills Charter School of Entrepreneurship,18,103022481,OtherFinancingUses," $255,032.00 "
Fell CS,18,119350001,OtherFinancingUses," $262,200.00 "
Lebanon County CTC,18,113384307,OtherFinancingUses," $271,335.30 "
Greater Altoona CTC,18,108070607,OtherFinancingUses," $275,818.66 "
Clairton City SD,18,103021903,OtherFinancingUses," $285,303.00 "
Freire CS,18,126513270,OtherFinancingUses," $305,196.00 "
Urban Pathways 6-12 CS,18,102023080,OtherFinancingUses," $314,144.86 "
Sankofa Freedom Academy Charter School,18,114514135,OtherFinancingUses," $316,725.00 "
SUN Area Technical Institute,18,116606707,OtherFinancingUses," $320,893.60 "
Arts Academy Elementary Charter School,18,121399898,OtherFinancingUses," $338,092.69 "
Weatherly Area SD,18,121139004,OtherFinancingUses," $341,725.60 "
Venango Technology Center,18,106619107,OtherFinancingUses," $355,016.00 "
Indiana County Technology Center,18,128324207,OtherFinancingUses," $356,196.31 "
Cumberland Perry AVTS,18,115211657,OtherFinancingUses," $386,366.14 "
Wissahickon CS,18,126510007,OtherFinancingUses," $396,656.00 "
Glendale SD,18,110173003,OtherFinancingUses," $399,346.62 "
Keystone SD,18,106166503,OtherFinancingUses," $410,362.00 "
Columbia-Montour AVTS,18,116191757,OtherFinancingUses," $421,474.00 "
Clarion-Limestone Area SD,18,106161703,OtherFinancingUses," $427,146.48 "
Union SD,18,106169003,OtherFinancingUses," $439,563.77 "
North Clarion County SD,18,106167504,OtherFinancingUses," $448,202.41 "
Mifflin County Academy of Science and Technology,18,111444307,OtherFinancingUses," $468,810.00 "
Fayette County Career & Technical Institute,18,101262507,OtherFinancingUses," $474,917.91 "
Harambee Institute of Science and Technology CS,18,126512850,OtherFinancingUses," $476,068.00 "
Leechburg Area SD,18,128034503,OtherFinancingUses," $503,057.24 "
Harmony Area SD,18,110173504,OtherFinancingUses," $509,070.87 "
Forest City Regional SD,18,119583003,OtherFinancingUses," $518,578.00 "
Southwest Leadership Academy CS,18,108515107,OtherFinancingUses," $541,211.00 "
Galeton Area SD,18,109532804,OtherFinancingUses," $550,056.00 "
Valley Grove SD,18,106618603,OtherFinancingUses," $557,242.07 "
Lackawanna Trail SD,18,119665003,OtherFinancingUses," $560,614.00 "
Esperanza Academy Charter School,18,126513440,OtherFinancingUses," $563,952.00 "
Bethlehem AVTS,18,120481107,OtherFinancingUses," $567,860.57 "
Maritime Academy Charter School,18,126510014,OtherFinancingUses," $577,729.00 "
Valley View SD,18,119358403,OtherFinancingUses," $580,162.00 "
Johnsonburg Area SD,18,109243503,OtherFinancingUses," $585,636.00 "
Howard Gardner Multiple Intelligence CS,18,119355028,OtherFinancingUses," $588,291.45 "
Sayre Area SD,18,117086003,OtherFinancingUses," $594,820.05 "
Western Beaver County SD,18,127049303,OtherFinancingUses," $599,541.41 "
Central Westmoreland CTC,18,107651207,OtherFinancingUses," $603,471.61 "
Southeastern Greene SD,18,101306503,OtherFinancingUses," $604,000.00 "
Clarion Area SD,18,106161203,OtherFinancingUses," $604,785.00 "
Montrose Area SD,18,119584503,OtherFinancingUses," $611,367.50 "
Bethlehem-Center SD,18,101631003,OtherFinancingUses," $628,765.46 "
Shenango Area SD,18,104376203,OtherFinancingUses," $632,767.98 "
Otto-Eldred SD,18,109426003,OtherFinancingUses," $635,378.03 "
Northeast Bradford SD,18,117083004,OtherFinancingUses," $645,975.97 "
Sullivan County SD,18,117576303,OtherFinancingUses," $646,502.71 "
Northern Potter SD,18,109535504,OtherFinancingUses," $647,842.57 "
Central PA Institute of Science & Technology,18,110141607,OtherFinancingUses," $657,355.61 "
Cranberry Area SD,18,106611303,OtherFinancingUses," $664,765.39 "
Provident CS,18,102027560,OtherFinancingUses," $665,485.78 "
Pennsylvania Virtual CS,18,123460001,OtherFinancingUses," $679,483.68 "
Hanover Area SD,18,118403003,OtherFinancingUses," $689,021.19 "
West Phila. Achievement CES,18,126510006,OtherFinancingUses," $696,124.00 "
North Montco Tech Career Center,18,123465507,OtherFinancingUses," $696,132.11 "
Eastern Center for Arts & Technology,18,123463507,OtherFinancingUses," $700,000.00 "
Tri-Valley SD,18,129547803,OtherFinancingUses," $704,538.95 "
Mastery CHS-Lenfest Campus,18,126510002,OtherFinancingUses," $705,531.00 "
Reynolds SD,18,104435303,OtherFinancingUses," $712,803.00 "
Allegheny-Clarion Valley SD,18,106160303,OtherFinancingUses," $716,897.54 "
Delaware County Technical High School,18,125232407,OtherFinancingUses," $717,097.00 "
