Name,AcademicYearId,AUN,DataElement,DisplayValue
Albert Gallatin Area SD,18,101260303,Instruction," $30,226,754.19 "
Brownsville Area SD,18,101260803,Instruction," $17,254,865.88 "
Connellsville Area SD,18,101261302,Instruction," $42,829,346.07 "
Frazier SD,18,101262903,Instruction," $11,311,846.01 "
Laurel Highlands SD,18,101264003,Instruction," $29,354,038.08 "
Uniontown Area SD,18,101268003,Instruction," $28,132,551.97 "
Carmichaels Area SD,18,101301303,Instruction," $9,524,864.15 "
Central Greene SD,18,101301403,Instruction," $19,554,722.37 "
Jefferson-Morgan SD,18,101303503,Instruction," $8,560,531.50 "
Southeastern Greene SD,18,101306503,Instruction," $6,410,123.25 "
West Greene SD,18,101308503,Instruction," $9,785,573.78 "
Avella Area SD,18,101630504,Instruction," $5,895,338.96 "
Bentworth SD,18,101630903,Instruction," $10,053,100.22 "
Bethlehem-Center SD,18,101631003,Instruction," $13,411,956.78 "
Burgettstown Area SD,18,101631203,Instruction," $11,820,005.29 "
California Area SD,18,101631503,Instruction," $8,557,048.32 "
Canon-McMillan SD,18,101631703,Instruction," $41,726,748.05 "
Charleroi SD,18,101631803,Instruction," $13,424,886.57 "
Chartiers-Houston SD,18,101631903,Instruction," $9,938,021.76 "
Fort Cherry SD,18,101632403,Instruction," $10,402,003.39 "
McGuffey SD,18,101633903,Instruction," $16,359,997.19 "
Peters Township SD,18,101636503,Instruction," $37,939,489.83 "
Ringgold SD,18,101637002,Instruction," $24,196,156.83 "
Trinity Area SD,18,101638003,Instruction," $32,461,172.27 "
Washington SD,18,101638803,Instruction," $15,802,555.56 "
Pittsburgh SD,18,102027451,Instruction," $405,797,021.12 "
Allegheny Valley SD,18,103020603,Instruction," $11,699,062.52 "
Avonworth SD,18,103020753,Instruction," $17,448,719.99 "
Pine-Richland SD,18,103021003,Instruction," $45,647,986.00 "
Baldwin-Whitehall SD,18,103021102,Instruction," $37,057,687.71 "
Bethel Park SD,18,103021252,Instruction," $51,697,051.27 "
Brentwood Borough SD,18,103021453,Instruction," $14,563,236.50 "
Carlynton SD,18,103021603,Instruction," $18,599,100.00 "
Chartiers Valley SD,18,103021752,Instruction," $38,965,212.48 "
Clairton City SD,18,103021903,Instruction," $10,624,446.00 "
Cornell SD,18,103022103,Instruction," $8,691,544.00 "
Deer Lakes SD,18,103022253,Instruction," $19,354,731.42 "
Duquesne City SD,18,103022503,Instruction," $13,329,620.62 "
East Allegheny SD,18,103022803,Instruction," $20,303,433.20 "
Elizabeth Forward SD,18,103023153,Instruction," $23,577,227.02 "
Fox Chapel Area SD,18,103023912,Instruction," $60,152,608.47 "
Gateway SD,18,103024102,Instruction," $45,439,354.14 "
Hampton Township SD,18,103024603,Instruction," $28,685,265.83 "
Highlands SD,18,103024753,Instruction," $28,012,231.06 "
Keystone Oaks SD,18,103025002,Instruction," $23,296,744.59 "
McKeesport Area SD,18,103026002,Instruction," $39,158,649.00 "
Montour SD,18,103026303,Instruction," $34,829,279.44 "
Moon Area SD,18,103026343,Instruction," $43,594,138.99 "
Mt Lebanon SD,18,103026402,Instruction," $57,263,561.66 "
North Allegheny SD,18,103026852,Instruction," $96,260,657.00 "
Northgate SD,18,103026873,Instruction," $14,471,319.00 "
North Hills SD,18,103026902,Instruction," $47,111,389.53 "
Penn Hills SD,18,103027352,Instruction," $54,236,594.17 "
Plum Borough SD,18,103027503,Instruction," $39,546,685.75 "
Quaker Valley SD,18,103027753,Instruction," $24,186,734.00 "
Riverview SD,18,103028203,Instruction," $12,213,174.87 "
Shaler Area SD,18,103028302,Instruction," $47,755,050.75 "
South Allegheny SD,18,103028653,Instruction," $15,949,010.91 "
South Fayette Township SD,18,103028703,Instruction," $25,914,983.40 "
South Park SD,18,103028753,Instruction," $17,326,421.67 "
Steel Valley SD,18,103028833,Instruction," $23,656,212.87 "
Sto-Rox SD,18,103028853,Instruction," $17,311,552.52 "
Upper Saint Clair SD,18,103029203,Instruction," $42,769,921.07 "
West Allegheny SD,18,103029403,Instruction," $30,831,146.87 "
West Jefferson Hills SD,18,103029553,Instruction," $27,225,351.59 "
West Mifflin Area SD,18,103029603,Instruction," $29,730,424.65 "
Wilkinsburg Borough SD,18,103029803,Instruction," $20,414,465.38 "
Woodland Hills SD,18,103029902,Instruction," $62,170,561.53 "
Butler Area SD,18,104101252,Instruction," $62,148,294.79 "
Karns City Area SD,18,104103603,Instruction," $13,441,324.28 "
Mars Area SD,18,104105003,Instruction," $26,686,249.84 "
Moniteau SD,18,104105353,Instruction," $11,427,278.98 "
Slippery Rock Area SD,18,104107503,Instruction," $20,533,693.00 "
South Butler County SD,18,104107803,Instruction," $20,049,086.20 "
Seneca Valley SD,18,104107903,Instruction," $76,864,368.13 "
Ellwood City Area SD,18,104372003,Instruction," $17,864,495.38 "
Laurel SD,18,104374003,Instruction," $9,930,322.22 "
Mohawk Area SD,18,104375003,Instruction," $14,754,188.31 "
Neshannock Township SD,18,104375203,Instruction," $11,321,025.16 "
New Castle Area SD,18,104375302,Instruction," $35,191,222.18 "
Shenango Area SD,18,104376203,Instruction," $11,560,844.97 "
Union Area SD,18,104377003,Instruction," $7,220,201.00 "
Wilmington Area SD,18,104378003,Instruction," $11,593,542.24 "
Commodore Perry SD,18,104431304,Instruction," $5,319,788.91 "
Farrell Area SD,18,104432503,Instruction," $9,676,256.00 "
Greenville Area SD,18,104432803,Instruction," $12,427,521.91 "
Grove City Area SD,18,104432903,Instruction," $27,006,094.34 "
Hermitage SD,18,104433303,Instruction," $18,831,382.86 "
Jamestown Area SD,18,104433604,Instruction," $4,927,314.24 "
Lakeview SD,18,104433903,Instruction," $10,591,445.45 "
Mercer Area SD,18,104435003,Instruction," $10,060,647.51 "
Reynolds SD,18,104435303,Instruction," $11,913,770.58 "
Sharon City SD,18,104435603,Instruction," $21,612,887.95 "
Sharpsville Area SD,18,104435703,Instruction," $10,487,880.66 "
West Middlesex Area SD,18,104437503,Instruction," $9,109,753.94 "
Conneaut SD,18,105201033,Instruction," $20,092,489.94 "
Crawford Central SD,18,105201352,Instruction," $34,069,260.74 "
Penncrest SD,18,105204703,Instruction," $32,912,289.76 "
Corry Area SD,18,105251453,Instruction," $18,220,512.66 "
Erie City SD,18,105252602,Instruction," $125,364,548.87 "
Fairview SD,18,105253303,Instruction," $12,712,729.51 "
Fort LeBoeuf SD,18,105253553,Instruction," $18,045,238.94 "
General McLane SD,18,105253903,Instruction," $19,342,433.77 "
Girard SD,18,105254053,Instruction," $15,493,232.59 "
Harbor Creek SD,18,105254353,Instruction," $18,451,513.90 "
Iroquois SD,18,105256553,Instruction," $11,248,779.80 "
Millcreek Township SD,18,105257602,Instruction," $56,197,565.85 "
North East SD,18,105258303,Instruction," $13,429,373.07 "
Northwestern SD,18,105258503,Instruction," $13,433,181.60 "
Union City Area SD,18,105259103,Instruction," $10,612,237.78 "
Wattsburg Area SD,18,105259703,Instruction," $12,030,432.97 "
Warren County SD,18,105628302,Instruction," $45,172,974.82 "
Allegheny-Clarion Valley SD,18,106160303,Instruction," $9,299,655.60 "
Clarion Area SD,18,106161203,Instruction," $8,536,278.77 "
Clarion-Limestone Area SD,18,106161703,Instruction," $8,864,114.29 "
Keystone SD,18,106166503,Instruction," $10,295,256.07 "
North Clarion County SD,18,106167504,Instruction," $5,484,424.75 "
Redbank Valley SD,18,106168003,Instruction," $11,703,225.54 "
Union SD,18,106169003,Instruction," $6,557,569.15 "
Dubois Area SD,18,106172003,Instruction," $34,915,847.21 "
Forest Area SD,18,106272003,Instruction," $6,719,798.50 "
Brockway Area SD,18,106330703,Instruction," $9,858,421.82 "
Brookville Area SD,18,106330803,Instruction," $13,535,372.36 "
Punxsutawney Area SD,18,106338003,Instruction," $22,367,964.75 "
Cranberry Area SD,18,106611303,Instruction," $11,424,893.82 "
Franklin Area SD,18,106612203,Instruction," $19,714,843.96 "
Oil City Area SD,18,106616203,Instruction," $18,651,962.84 "
Titusville Area SD,18,106617203,Instruction," $18,960,870.87 "
Valley Grove SD,18,106618603,Instruction," $8,311,571.39 "
Belle Vernon Area SD,18,107650603,Instruction," $23,188,378.26 "
Burrell SD,18,107650703,Instruction," $16,630,217.64 "
Derry Area SD,18,107651603,Instruction," $20,792,068.26 "
Franklin Regional SD,18,107652603,Instruction," $33,809,906.61 "
Greater Latrobe SD,18,107653102,Instruction," $33,802,574.26 "
Greensburg Salem SD,18,107653203,Instruction," $27,116,066.31 "
Hempfield Area SD,18,107653802,Instruction," $60,033,379.00 "
Jeannette City SD,18,107654103,Instruction," $10,933,890.32 "
Kiski Area SD,18,107654403,Instruction," $34,844,012.18 "
Ligonier Valley SD,18,107654903,Instruction," $16,998,334.61 "
Monessen City SD,18,107655803,Instruction," $9,123,517.60 "
Mount Pleasant Area SD,18,107655903,Instruction," $19,512,868.67 "
New Kensington-Arnold SD,18,107656303,Instruction," $23,097,668.64 "
Norwin SD,18,107656502,Instruction," $41,642,606.02 "
Penn-Trafford SD,18,107657103,Instruction," $32,396,722.03 "
Southmoreland SD,18,107657503,Instruction," $18,368,296.62 "
Yough SD,18,107658903,Instruction," $18,963,380.47 "
Bedford Area SD,18,108051003,Instruction," $17,415,347.53 "
Chestnut Ridge SD,18,108051503,Instruction," $12,232,640.70 "
Everett Area SD,18,108053003,Instruction," $10,852,798.54 "
Northern Bedford County SD,18,108056004,Instruction," $8,168,466.77 "
Tussey Mountain SD,18,108058003,Instruction," $8,943,314.56 "
Altoona Area SD,18,108070502,Instruction," $66,189,807.25 "
Bellwood-Antis SD,18,108071003,Instruction," $9,692,337.45 "
Claysburg-Kimmel SD,18,108071504,Instruction," $6,712,464.89 "
Hollidaysburg Area SD,18,108073503,Instruction," $28,323,018.17 "
Spring Cove SD,18,108077503,Instruction," $14,374,740.26 "
Tyrone Area SD,18,108078003,Instruction," $13,845,512.91 "
Williamsburg Community SD,18,108079004,Instruction," $4,091,380.25 "
Blacklick Valley SD,18,108110603,Instruction," $5,675,661.83 "
Cambria Heights SD,18,108111203,Instruction," $12,380,225.80 "
Central Cambria SD,18,108111303,Instruction," $13,395,802.22 "
Conemaugh Valley SD,18,108111403,Instruction," $6,340,365.26 "
Ferndale Area SD,18,108112003,Instruction," $7,147,646.54 "
Forest Hills SD,18,108112203,Instruction," $15,624,098.51 "
Greater Johnstown SD,18,108112502,Instruction," $30,159,624.12 "
Northern Cambria SD,18,108114503,Instruction," $10,447,996.28 "
Penn Cambria SD,18,108116003,Instruction," $14,287,064.78 "
Portage Area SD,18,108116303,Instruction," $7,120,128.89 "
Richland SD,18,108116503,Instruction," $11,911,524.77 "
Westmont Hilltop SD,18,108118503,Instruction," $12,295,021.94 "
Berlin Brothersvalley SD,18,108561003,Instruction," $6,394,129.29 "
Conemaugh Township Area SD,18,108561803,Instruction," $8,333,639.46 "
Meyersdale Area SD,18,108565203,Instruction," $8,249,547.77 "
North Star SD,18,108565503,Instruction," $10,004,054.55 "
Rockwood Area SD,18,108566303,Instruction," $6,526,275.03 "
Salisbury-Elk Lick SD,18,108567004,Instruction," $2,836,680.51 "
Shade-Central City SD,18,108567204,Instruction," $5,027,293.81 "
Shanksville-Stonycreek SD,18,108567404,Instruction," $3,595,676.62 "
Somerset Area SD,18,108567703,Instruction," $21,113,364.91 "
Turkeyfoot Valley Area SD,18,108568404,Instruction," $3,163,291.61 "
Windber Area SD,18,108569103,Instruction," $11,019,632.52 "
Cameron County SD,18,109122703,Instruction," $7,266,740.71 "
Johnsonburg Area SD,18,109243503,Instruction," $6,070,184.32 "
Ridgway Area SD,18,109246003,Instruction," $8,426,689.10 "
Saint Marys Area SD,18,109248003,Instruction," $16,535,880.80 "
Bradford Area SD,18,109420803,Instruction," $22,766,825.46 "
Kane Area SD,18,109422303,Instruction," $9,954,653.90 "
Otto-Eldred SD,18,109426003,Instruction," $6,740,043.81 "
Port Allegany SD,18,109426303,Instruction," $9,057,564.99 "
Smethport Area SD,18,109427503,Instruction," $8,439,662.30 "
Austin Area SD,18,109530304,Instruction," $2,537,253.55 "
Coudersport Area SD,18,109531304,Instruction," $7,339,403.78 "
Galeton Area SD,18,109532804,Instruction," $4,338,753.00 "
Northern Potter SD,18,109535504,Instruction," $5,761,939.01 "
Oswayo Valley SD,18,109537504,Instruction," $4,418,669.21 "
Bald Eagle Area SD,18,110141003,Instruction," $17,172,099.70 "
Bellefonte Area SD,18,110141103,Instruction," $29,591,797.75 "
Penns Valley Area SD,18,110147003,Instruction," $14,374,428.91 "
State College Area SD,18,110148002,Instruction," $85,570,824.83 "
Clearfield Area SD,18,110171003,Instruction," $23,105,106.75 "
Curwensville Area SD,18,110171803,Instruction," $10,104,716.06 "
Glendale SD,18,110173003,Instruction," $7,411,732.11 "
Harmony Area SD,18,110173504,Instruction," $3,256,817.09 "
Moshannon Valley SD,18,110175003,Instruction," $8,169,465.44 "
Philipsburg-Osceola Area SD,18,110177003,Instruction," $17,949,732.09 "
West Branch Area SD,18,110179003,Instruction," $10,957,983.10 "
Keystone Central SD,18,110183602,Instruction," $50,798,710.22 "
Central Fulton SD,18,111291304,Instruction," $9,733,492.46 "
Forbes Road SD,18,111292304,Instruction," $3,776,568.82 "
Southern Fulton SD,18,111297504,Instruction," $7,424,956.85 "
Huntingdon Area SD,18,111312503,Instruction," $16,320,761.04 "
Juniata Valley SD,18,111312804,Instruction," $6,639,563.78 "
Mount Union Area SD,18,111316003,Instruction," $13,985,606.41 "
Southern Huntingdon County SD,18,111317503,Instruction," $9,719,051.48 "
Juniata County SD,18,111343603,Instruction," $23,327,083.99 "
Mifflin County SD,18,111444602,Instruction," $43,080,816.24 "
Bermudian Springs SD,18,112011103,Instruction," $17,572,869.37 "
Conewago Valley SD,18,112011603,Instruction," $39,154,764.13 "
Fairfield Area SD,18,112013054,Instruction," $9,565,359.22 "
Gettysburg Area SD,18,112013753,Instruction," $35,854,096.76 "
Littlestown Area SD,18,112015203,Instruction," $20,119,921.32 "
Upper Adams SD,18,112018523,Instruction," $15,455,102.20 "
Chambersburg Area SD,18,112281302,Instruction," $82,621,393.00 "
Fannett-Metal SD,18,112282004,Instruction," $4,844,980.99 "
Greencastle-Antrim SD,18,112283003,Instruction," $25,733,140.12 "
Tuscarora SD,18,112286003,Instruction," $20,002,469.35 "
Waynesboro Area SD,18,112289003,Instruction," $36,762,019.73 "
Central York SD,18,112671303,Instruction," $54,064,172.05 "
Dallastown Area SD,18,112671603,Instruction," $69,006,317.72 "
Dover Area SD,18,112671803,Instruction," $36,430,041.80 "
Eastern York SD,18,112672203,Instruction," $26,274,232.04 "
Hanover Public SD,18,112672803,Instruction," $20,079,990.00 "
Northeastern York SD,18,112674403,Instruction," $40,447,027.02 "
Red Lion Area SD,18,112675503,Instruction," $51,372,394.00 "
South Eastern SD,18,112676203,Instruction," $30,317,626.84 "
South Western SD,18,112676403,Instruction," $41,328,383.63 "
Southern York County SD,18,112676503,Instruction," $30,067,881.19 "
Spring Grove Area SD,18,112676703,Instruction," $37,473,334.95 "
West York Area SD,18,112678503,Instruction," $34,147,629.00 "
York City SD,18,112679002,Instruction," $93,447,526.85 "
York Suburban SD,18,112679403,Instruction," $33,053,373.47 "
Cocalico SD,18,113361303,Instruction," $31,717,607.77 "
Columbia Borough SD,18,113361503,Instruction," $16,217,351.11 "
Conestoga Valley SD,18,113361703,Instruction," $42,966,980.76 "
Donegal SD,18,113362203,Instruction," $28,412,390.88 "
Eastern Lancaster County SD,18,113362303,Instruction," $29,888,174.40 "
Elizabethtown Area SD,18,113362403,Instruction," $38,894,394.06 "
Ephrata Area SD,18,113362603,Instruction," $36,607,203.66 "
Hempfield SD,18,113363103,Instruction," $76,186,646.29 "
Lampeter-Strasburg SD,18,113363603,Instruction," $29,992,429.79 "
Lancaster SD,18,113364002,Instruction," $130,750,388.00 "
Manheim Central SD,18,113364403,Instruction," $28,581,813.68 "
Manheim Township SD,18,113364503,Instruction," $52,438,299.89 "
Penn Manor SD,18,113365203,Instruction," $48,995,853.25 "
Pequea Valley SD,18,113365303,Instruction," $19,137,121.68 "
Solanco SD,18,113367003,Instruction," $33,197,462.62 "
Warwick SD,18,113369003,Instruction," $39,837,051.26 "
Annville-Cleona SD,18,113380303,Instruction," $12,318,365.71 "
Cornwall-Lebanon SD,18,113381303,Instruction," $46,698,519.29 "
Eastern Lebanon County SD,18,113382303,Instruction," $22,208,884.89 "
Lebanon SD,18,113384603,Instruction," $42,808,502.13 "
Northern Lebanon SD,18,113385003,Instruction," $22,301,723.83 "
Palmyra Area SD,18,113385303,Instruction," $27,330,257.65 "
Antietam SD,18,114060503,Instruction," $11,183,363.20 "
Boyertown Area SD,18,114060753,Instruction," $71,941,015.85 "
Brandywine Heights Area SD,18,114060853,Instruction," $17,526,615.30 "
Conrad Weiser Area SD,18,114061103,Instruction," $30,382,233.65 "
Daniel Boone Area SD,18,114061503,Instruction," $33,110,056.47 "
Exeter Township SD,18,114062003,Instruction," $42,006,631.23 "
Fleetwood Area SD,18,114062503,Instruction," $26,756,145.61 "
Governor Mifflin SD,18,114063003,Instruction," $40,879,623.56 "
Hamburg Area SD,18,114063503,Instruction," $23,238,991.64 "
Kutztown Area SD,18,114064003,Instruction," $18,578,905.47 "
Muhlenberg SD,18,114065503,Instruction," $34,533,535.57 "
Oley Valley SD,18,114066503,Instruction," $18,110,276.95 "
Reading SD,18,114067002,Instruction," $155,616,538.93 "
Schuylkill Valley SD,18,114067503,Instruction," $23,449,101.00 "
Tulpehocken Area SD,18,114068003,Instruction," $17,946,324.38 "
Twin Valley SD,18,114068103,Instruction," $36,498,746.03 "
Wilson SD,18,114069103,Instruction," $58,672,260.92 "
Wyomissing Area SD,18,114069353,Instruction," $19,798,848.68 "
Big Spring SD,18,115210503,Instruction," $27,985,745.03 "
Camp Hill SD,18,115211003,Instruction," $12,404,148.61 "
Carlisle Area SD,18,115211103,Instruction," $45,168,106.74 "
Cumberland Valley SD,18,115211603,Instruction," $72,897,996.00 "
East Pennsboro Area SD,18,115212503,Instruction," $25,018,104.84 "
Mechanicsburg Area SD,18,115216503,Instruction," $39,786,778.09 "
Shippensburg Area SD,18,115218003,Instruction," $30,306,301.04 "
South Middleton SD,18,115218303,Instruction," $19,083,891.94 "
West Shore SD,18,115219002,Instruction," $70,595,711.40 "
Central Dauphin SD,18,115221402,Instruction," $123,987,402.04 "
Derry Township SD,18,115221753,Instruction," $33,638,549.30 "
Halifax Area SD,18,115222504,Instruction," $12,464,586.75 "
Harrisburg City SD,18,115222752,Instruction," $97,445,097.29 "
Lower Dauphin SD,18,115224003,Instruction," $38,174,823.73 "
Middletown Area SD,18,115226003,Instruction," $24,656,535.69 "
Millersburg Area SD,18,115226103,Instruction," $8,977,824.37 "
Steelton-Highspire SD,18,115228003,Instruction," $14,023,230.28 "
Susquehanna Township SD,18,115228303,Instruction," $31,675,135.68 "
Upper Dauphin Area SD,18,115229003,Instruction," $12,113,898.19 "
Greenwood SD,18,115503004,Instruction," $7,671,299.27 "
Newport SD,18,115504003,Instruction," $11,950,762.47 "
Susquenita SD,18,115506003,Instruction," $18,780,074.44 "
West Perry SD,18,115508003,Instruction," $22,065,814.65 "
Northern York County SD,18,115674603,Instruction," $26,702,716.01 "
Benton Area SD,18,116191004,Instruction," $7,191,100.64 "
Berwick Area SD,18,116191103,Instruction," $29,475,859.23 "
Bloomsburg Area SD,18,116191203,Instruction," $15,064,311.83 "
Central Columbia SD,18,116191503,Instruction," $17,145,175.96 "
Millville Area SD,18,116195004,Instruction," $7,786,596.00 "
Southern Columbia Area SD,18,116197503,Instruction," $12,746,332.97 "
Danville Area SD,18,116471803,Instruction," $24,561,613.98 "
Line Mountain SD,18,116493503,Instruction," $10,603,676.25 "
Milton Area SD,18,116495003,Instruction," $19,663,351.57 "
Mount Carmel Area SD,18,116495103,Instruction," $13,165,306.85 "
Shamokin Area SD,18,116496503,Instruction," $19,320,705.43 "
Shikellamy SD,18,116496603,Instruction," $31,780,373.50 "
Warrior Run SD,18,116498003,Instruction," $12,737,590.22 "
Midd-West SD,18,116555003,Instruction," $20,590,580.16 "
Selinsgrove Area SD,18,116557103,Instruction," $24,993,076.53 "
Lewisburg Area SD,18,116604003,Instruction," $19,705,164.55 "
Mifflinburg Area SD,18,116605003,Instruction," $17,688,288.04 "
Athens Area SD,18,117080503,Instruction," $22,592,265.10 "
Canton Area SD,18,117081003,Instruction," $9,340,591.91 "
Northeast Bradford SD,18,117083004,Instruction," $8,313,906.54 "
Sayre Area SD,18,117086003,Instruction," $10,544,607.50 "
Towanda Area SD,18,117086503,Instruction," $15,857,859.13 "
Troy Area SD,18,117086653,Instruction," $13,630,730.66 "
Wyalusing Area SD,18,117089003,Instruction," $12,445,371.32 "
East Lycoming SD,18,117412003,Instruction," $14,744,651.56 "
Jersey Shore Area SD,18,117414003,Instruction," $26,406,362.33 "
Loyalsock Township SD,18,117414203,Instruction," $12,968,766.73 "
Montgomery Area SD,18,117415004,Instruction," $8,765,261.78 "
Montoursville Area SD,18,117415103,Instruction," $16,205,337.15 "
Muncy SD,18,117415303,Instruction," $10,124,348.62 "
South Williamsport Area SD,18,117416103,Instruction," $11,817,597.08 "
Williamsport Area SD,18,117417202,Instruction," $51,362,938.37 "
Sullivan County SD,18,117576303,Instruction," $8,779,332.20 "
Northern Tioga SD,18,117596003,Instruction," $20,466,241.90 "
Southern Tioga SD,18,117597003,Instruction," $17,410,886.22 "
Wellsboro Area SD,18,117598503,Instruction," $13,876,393.76 "
Crestwood SD,18,118401403,Instruction," $26,255,046.73 "
Dallas SD,18,118401603,Instruction," $21,278,018.88 "
Greater Nanticoke Area SD,18,118402603,Instruction," $20,235,356.02 "
Hanover Area SD,18,118403003,Instruction," $20,369,303.92 "
Hazleton Area SD,18,118403302,Instruction," $96,559,143.92 "
Lake-Lehman SD,18,118403903,Instruction," $19,216,154.36 "
Northwest Area SD,18,118406003,Instruction," $12,345,558.02 "
Pittston Area SD,18,118406602,Instruction," $30,319,831.12 "
Wilkes-Barre Area SD,18,118408852,Instruction," $81,351,495.12 "
Wyoming Area SD,18,118409203,Instruction," $22,029,867.74 "
Wyoming Valley West SD,18,118409302,Instruction," $56,442,966.35 "
Tunkhannock Area SD,18,118667503,Instruction," $27,681,005.97 "
Abington Heights SD,18,119350303,Instruction," $30,741,298.37 "
Carbondale Area SD,18,119351303,Instruction," $19,151,808.65 "
Dunmore SD,18,119352203,Instruction," $13,164,180.75 "
Lakeland SD,18,119354603,Instruction," $14,104,392.85 "
Mid Valley SD,18,119355503,Instruction," $17,017,514.54 "
North Pocono SD,18,119356503,Instruction," $30,732,596.03 "
Old Forge SD,18,119356603,Instruction," $9,115,667.62 "
Riverside SD,18,119357003,Instruction," $15,760,260.03 "
Scranton SD,18,119357402,Instruction," $103,983,816.76 "
Valley View SD,18,119358403,Instruction," $22,296,287.00 "
Blue Ridge SD,18,119581003,Instruction," $9,545,820.39 "
Elk Lake SD,18,119582503,Instruction," $12,723,797.72 "
Forest City Regional SD,18,119583003,Instruction," $9,187,080.83 "
Montrose Area SD,18,119584503,Instruction," $15,461,176.85 "
Mountain View SD,18,119584603,Instruction," $12,513,408.26 "
Susquehanna Community SD,18,119586503,Instruction," $10,097,715.18 "
Wallenpaupack Area SD,18,119648303,Instruction," $41,422,711.21 "
Wayne Highlands SD,18,119648703,Instruction," $32,797,790.64 "
Western Wayne SD,18,119648903,Instruction," $23,705,322.93 "
Lackawanna Trail SD,18,119665003,Instruction," $13,257,070.00 "
East Stroudsburg Area SD,18,120452003,Instruction," $83,686,491.19 "
Pleasant Valley SD,18,120455203,Instruction," $60,436,485.99 "
Pocono Mountain SD,18,120455403,Instruction," $124,467,755.33 "
Stroudsburg Area SD,18,120456003,Instruction," $60,911,454.24 "
Bangor Area SD,18,120480803,Instruction," $32,988,530.14 "
Bethlehem Area SD,18,120481002,Instruction," $172,507,210.87 "
Easton Area SD,18,120483302,Instruction," $96,373,296.12 "
Nazareth Area SD,18,120484803,Instruction," $49,673,010.20 "
Northampton Area SD,18,120484903,Instruction," $61,075,926.73 "
Pen Argyl Area SD,18,120485603,Instruction," $16,958,948.34 "
Saucon Valley SD,18,120486003,Instruction," $26,872,556.20 "
Wilson Area SD,18,120488603,Instruction," $22,375,472.58 "
Delaware Valley SD,18,120522003,Instruction," $49,669,444.46 "
Jim Thorpe Area SD,18,121135003,Instruction," $27,635,052.89 "
Lehighton Area SD,18,121135503,Instruction," $26,343,456.32 "
Palmerton Area SD,18,121136503,Instruction," $19,113,129.39 "
Panther Valley SD,18,121136603,Instruction," $17,820,528.32 "
Weatherly Area SD,18,121139004,Instruction," $8,362,224.20 "
Allentown City SD,18,121390302,Instruction," $220,217,521.00 "
Catasauqua Area SD,18,121391303,Instruction," $18,702,377.79 "
East Penn SD,18,121392303,Instruction," $84,992,734.36 "
Northern Lehigh SD,18,121394503,Instruction," $17,544,313.19 "
Northwestern Lehigh SD,18,121394603,Instruction," $23,395,745.69 "
Parkland SD,18,121395103,Instruction," $105,287,436.04 "
Salisbury Township SD,18,121395603,Instruction," $21,984,444.14 "
Southern Lehigh SD,18,121395703,Instruction," $36,482,226.02 "
Whitehall-Coplay SD,18,121397803,Instruction," $41,342,683.95 "
Bensalem Township SD,18,122091002,Instruction," $97,687,777.54 "
Bristol Borough SD,18,122091303,Instruction," $16,746,831.71 "
Bristol Township SD,18,122091352,Instruction," $90,022,487.32 "
Centennial SD,18,122092002,Instruction," $72,641,288.95 "
Central Bucks SD,18,122092102,Instruction," $188,117,761.84 "
Council Rock SD,18,122092353,Instruction," $149,973,880.15 "
Morrisville Borough SD,18,122097203,Instruction," $15,628,304.00 "
Neshaminy SD,18,122097502,Instruction," $113,593,190.77 "
New Hope-Solebury SD,18,122097604,Instruction," $21,564,776.12 "
Palisades SD,18,122098003,Instruction," $23,675,997.08 "
Pennridge SD,18,122098103,Instruction," $79,031,693.00 "
Pennsbury SD,18,122098202,Instruction," $130,336,803.85 "
Quakertown Community SD,18,122098403,Instruction," $63,775,176.39 "
Abington SD,18,123460302,Instruction," $89,522,252.40 "
Bryn Athyn SD,18,123460504,Instruction," $192,262.00 "
Cheltenham SD,18,123461302,Instruction," $65,841,253.00 "
Colonial SD,18,123461602,Instruction," $77,564,899.75 "
Hatboro-Horsham SD,18,123463603,Instruction," $56,530,562.74 "
Jenkintown SD,18,123463803,Instruction," $9,796,318.00 "
Lower Merion SD,18,123464502,Instruction," $143,173,030.78 "
Lower Moreland Township SD,18,123464603,Instruction," $29,952,516.78 "
Methacton SD,18,123465303,Instruction," $59,399,032.45 "
Norristown Area SD,18,123465602,Instruction," $96,846,269.98 "
North Penn SD,18,123465702,Instruction," $159,812,633.22 "
Perkiomen Valley SD,18,123466103,Instruction," $60,484,679.86 "
Pottsgrove SD,18,123466303,Instruction," $38,456,903.00 "
Pottstown SD,18,123466403,Instruction," $38,041,494.93 "
Souderton Area SD,18,123467103,Instruction," $77,085,170.33 "
Springfield Township SD,18,123467203,Instruction," $29,991,428.54 "
Spring-Ford Area SD,18,123467303,Instruction," $90,495,014.32 "
Upper Dublin SD,18,123468303,Instruction," $54,495,820.64 "
Upper Merion Area SD,18,123468402,Instruction," $53,810,811.57 "
Upper Moreland Township SD,18,123468503,Instruction," $35,858,426.48 "
Upper Perkiomen SD,18,123468603,Instruction," $35,563,233.06 "
Wissahickon SD,18,123469303,Instruction," $65,759,802.91 "
Avon Grove SD,18,124150503,Instruction," $58,507,186.98 "
Coatesville Area SD,18,124151902,Instruction," $116,070,792.83 "
Downingtown Area SD,18,124152003,Instruction," $130,407,873.72 "
Great Valley SD,18,124153503,Instruction," $60,326,341.81 "
Kennett Consolidated SD,18,124154003,Instruction," $47,215,650.12 "
Octorara Area SD,18,124156503,Instruction," $31,506,067.75 "
