,school number,total enrollment,low income enrollment,percent of enrollment from low income families
1888,7821,534,82,15.4%
1889,7819,"2,444","1,308",53.5%
1890,7687,"2,482","1,408",56.7%
1891,6185,478,92,19.2%
1892,6186,234,43,18.4%
1893,4490,413,67,16.2%
1894,4492,608,84,13.8%
1895,6648,"1,364",189,13.9%
1896,6187,349,33,9.5%
1897,7111,204,70,34.3%
1898,6189,327,55,16.8%
1899,7685,537,443,82.5%
1900,8037,489,282,57.7%
1901,2649,512,235,45.9%
1902,6300,250,123,49.2%
1903,2648,353,163,46.2%
1904,7459,615,78,12.7%
1905,3328,"1,820",248,13.6%
1906,3326,785,92,11.7%
1907,7794,604,79,13.1%
1908,7766,565,146,25.8%
1909,7554,769,74,9.6%
1910,3327,603,103,17.1%
1911,7770,593,438,73.9%
1912,7594,720,14,1.9%
1913,7393,977,49,5.0%
1914,5083,"1,426",60,4.2%
1915,4256,713,31,4.3%
1916,4255,375,6,1.6%
1917,7587,"1,174",407,34.7%
1918,7904,857,571,66.6%
1919,7256,409,409,100.0%
1920,5292,600,600,100.0%
1921,3758,892,892,100.0%
1922,6823,406,406,100.0%
1923,7024,275,181,65.8%
1924,3804,524,524,100.0%
1925,3805,256,256,100.0%
1926,8039,601,294,48.9%
1927,3618,460,460,100.0%
1928,6824,"1,203",790,65.7%
1929,8029,826,826,100.0%
1930,3732,817,817,100.0%
1931,3847,888,888,100.0%
1932,7238,181,181,100.0%
1933,5183,769,769,100.0%
1934,3662,439,439,100.0%
1935,3663,509,509,100.0%
1936,7070,476,354,74.4%
1937,3620,505,505,100.0%
1938,3745,609,430,70.6%
1939,3684,567,567,100.0%
1940,6529,545,429,78.7%
1941,3601,545,545,100.0%
1942,8332,137,123,89.8%
1943,7230,990,990,100.0%
1944,7023,738,397,53.8%
1945,3664,562,562,100.0%
1946,3602,636,636,100.0%
1947,7404,430,430,100.0%
1948,3848,"2,227","1,154",51.8%
1949,3622,642,642,100.0%
1950,6767,437,437,100.0%
1951,3782,599,599,100.0%
1952,3760,504,250,49.6%
1953,7905,350,219,62.6%
1954,6525,463,463,100.0%
1955,7239,484,484,100.0%
1956,5122,410,273,66.6%
1957,5123,591,591,100.0%
1958,6996,699,363,51.9%
1959,3762,361,261,72.3%
1960,3706,494,494,100.0%
1961,7175,747,747,100.0%
1962,4727,"1,036",582,56.2%
1963,3786,549,549,100.0%
1964,3763,858,858,100.0%
1965,3841,492,492,100.0%
1966,3726,286,286,100.0%
1967,5040,575,575,100.0%
1968,3687,240,240,100.0%
1969,3849,"1,345","1,345",100.0%
1970,3708,541,541,100.0%
1971,3688,910,910,100.0%
1972,3738,340,295,86.8%
1973,3709,494,494,100.0%
1974,7235,"1,055",776,73.6%
1975,7226,550,550,100.0%
1976,3816,"1,095",862,78.7%
1977,3751,703,703,100.0%
1978,7368,544,544,100.0%
1979,3739,833,682,81.9%
1980,6913,273,240,87.9%
1981,3781,942,610,64.8%
1982,3764,"1,121",924,82.4%
1983,3765,461,262,56.8%
1984,3803,"1,214",734,60.5%
1985,3850,"1,210","1,210",100.0%
1986,3851,703,703,100.0%
1987,7231,994,844,84.9%
1988,6822,785,785,100.0%
1989,3818,689,689,100.0%
1990,7664,504,215,42.7%
1991,3625,347,347,100.0%
1992,3776,560,560,100.0%
1993,3843,"1,043",813,77.9%
1994,3668,362,278,76.8%
1995,4726,702,225,32.1%
1996,5186,575,162,28.2%
1997,5120,317,317,100.0%
1998,5185,615,615,100.0%
1999,5041,513,246,48.0%
2000,7242,752,752,100.0%
2001,6528,599,599,100.0%
2002,5125,521,521,100.0%
2003,3712,476,263,55.3%
2004,5187,522,522,100.0%
2005,7229,387,254,65.6%
2006,3766,594,594,100.0%
2007,3742,893,893,100.0%
2008,3713,380,283,74.5%
2009,3743,259,259,100.0%
2010,3807,556,556,100.0%
2011,3693,533,533,100.0%
2012,3642,495,495,100.0%
2013,7227,268,181,67.5%
2014,3714,458,216,47.2%
2015,7963,"1,107",973,87.9%
2016,3645,434,434,100.0%
2017,3626,459,459,100.0%
2018,5294,634,634,100.0%
2019,7852,497,497,100.0%
2020,7855,424,424,100.0%
2021,7851,358,358,100.0%
2022,8143,348,280,80.5%
2023,7228,492,492,100.0%
2024,6675,"1,042","1,042",100.0%
2025,3647,575,575,100.0%
2026,6825,227,132,58.1%
2027,3670,510,423,82.9%
2028,7811,313,213,68.1%
2029,3744,760,760,100.0%
2030,6530,528,528,100.0%
2031,8295,265,239,90.2%
2032,3845,"1,547","1,213",78.4%
2033,3717,372,372,100.0%
2034,4732,452,452,100.0%
2035,4961,810,558,68.9%
2036,3718,298,298,100.0%
2037,6533,514,514,100.0%
2038,7232,915,915,100.0%
2039,3694,301,301,100.0%
2040,3797,399,399,100.0%
2041,7521,727,727,100.0%
2042,3842,592,592,100.0%
2043,3808,"1,180",373,31.6%
2044,3769,"1,173",830,70.8%
2045,3648,681,435,63.9%
2046,3719,454,330,72.7%
2047,6534,636,636,100.0%
2048,3629,711,711,100.0%
2049,5293,505,505,100.0%
2050,3611,467,467,100.0%
2051,3630,392,392,100.0%
2052,6768,548,427,77.9%
2053,3649,560,137,24.5%
2054,7022,250,250,100.0%
2055,3720,299,299,100.0%
2056,3798,664,664,100.0%
2057,3697,406,406,100.0%
2058,3770,"1,138",887,77.9%
2059,4868,522,522,100.0%
2060,3749,682,682,100.0%
2061,6535,787,787,100.0%
2062,7815,292,292,100.0%
2063,7522,736,736,100.0%
2064,3650,373,373,100.0%
2065,3855,"2,944","2,122",72.1%
2066,3750,860,860,100.0%
2067,6960,242,168,69.4%
2068,7472,231,231,100.0%
2069,3857,765,765,100.0%
2070,6548,221,221,100.0%
2071,7808,292,204,69.9%
2072,7782,535,535,100.0%
2073,3613,630,630,100.0%
2074,7780,274,274,100.0%
2075,3675,438,438,100.0%
2076,7706,564,160,28.4%
2077,8293,538,538,100.0%
2078,3722,401,401,100.0%
2079,6539,376,376,100.0%
2080,3616,619,619,100.0%
2081,7850,305,305,100.0%
2082,3801,745,498,66.8%
2083,5121,612,612,100.0%
2084,3783,258,175,67.8%
2085,6765,571,571,100.0%
2086,7813,536,536,100.0%
2087,3771,608,462,76.0%
2088,3614,570,570,100.0%
2089,8292,566,566,100.0%
2090,3701,678,678,100.0%
2091,8296,561,561,100.0%
2092,3724,510,510,100.0%
2093,3844,562,562,100.0%
2094,3861,510,343,67.3%
2095,7245,536,536,100.0%
2096,7903,606,606,100.0%
2097,7906,495,185,37.4%
2098,3653,547,547,100.0%
2099,3725,537,302,56.2%
2100,3702,237,237,100.0%
2101,3800,702,702,100.0%
2102,3773,"1,377","1,154",83.8%
2103,3859,778,778,100.0%
2104,3654,604,604,100.0%
2105,3655,273,273,100.0%
2106,7234,"1,398","1,235",88.3%
2107,3635,330,330,100.0%
2108,4963,533,533,100.0%
2109,3727,620,620,100.0%
2110,7255,437,437,100.0%
2111,3753,710,710,100.0%
2112,7072,615,421,68.5%
2113,3657,463,463,100.0%
2114,3755,565,565,100.0%
2115,8331,117,100,85.5%
2116,8330,227,126,55.5%
2117,8298,350,259,74.0%
2118,8329,98,91,92.9%
2119,8328,142,123,86.6%
2120,8297,537,537,100.0%
2121,8294,402,402,100.0%
2122,3835,538,538,100.0%
2123,7225,327,327,100.0%
2124,6527,"1,508",943,62.5%
2125,7663,563,563,100.0%
2126,3615,465,465,100.0%
2127,5124,901,901,100.0%
2128,3703,500,500,100.0%
2129,3860,575,575,100.0%
2130,3728,165,165,100.0%
2131,6544,785,785,100.0%
2132,7253,"1,131",958,84.7%
2133,3731,436,436,100.0%
2134,5188,403,403,100.0%
2135,7233,524,442,84.4%
2136,7737,621,420,67.6%
2137,7828,183,146,79.8%
2138,7647,"2,135","1,132",53.0%
2139,6239,278,139,50.0%
2140,1555,395,208,52.7%
2141,1560,527,242,45.9%
2142,8301,536,266,49.6%
2143,1430,467,251,53.7%
2144,1396,368,72,19.6%
2145,1426,"1,101",271,24.6%
2146,7213,281,64,22.8%
2147,1425,809,188,23.2%
2148,4841,709,126,17.8%
2149,3910,485,185,38.1%
2150,5262,492,206,41.9%
2151,3909,645,265,41.1%
2152,7999,"1,080",74,6.9%
2153,7998,362,34,9.4%
2154,0315,"1,515",134,8.8%
2155,0314,759,50,6.6%
2156,7997,480,42,8.8%
2157,7996,383,11,2.9%
2158,8203,443,371,83.7%
2159,0409,"1,348",695,51.6%
2160,7616,203,171,84.2%
2161,7615,601,447,74.4%
2162,7878,523,406,77.6%
2163,7886,181,157,86.7%
2164,7889,363,252,69.4%
2165,7501,240,136,56.7%
2166,6019,375,242,64.5%
2167,6915,"1,315",971,73.8%
2168,7868,549,340,61.9%
2169,8106,948,356,37.6%
2170,0326,581,393,67.6%
2171,0412,827,649,78.5%
2172,7913,172,76,44.2%
2173,7692,351,247,70.4%
2174,6022,797,278,34.9%
2175,0330,527,339,64.3%
2176,6811,156,122,78.2%
2177,6024,477,337,70.6%
2178,8204,894,607,67.9%
2179,6026,414,316,76.3%
2180,0400,303,219,72.3%
2181,6028,362,218,60.2%
2182,7880,581,449,77.3%
2183,8255,704,547,77.7%
2184,6042,418,293,70.1%
2185,7870,268,199,74.3%
2186,6044,390,263,67.4%
2187,7871,207,169,81.6%
2188,7881,321,211,65.7%
2189,8108,324,259,79.9%
2190,8110,527,468,88.8%
2191,0363,423,271,64.1%
2192,0351,359,149,41.5%
2193,0365,674,510,75.7%
2194,8105,912,619,67.9%
2195,6047,109,98,89.9%
2196,8300,154,106,68.8%
2197,0416,562,476,84.7%
2198,0395,286,178,62.2%
2199,6664,65,44,67.7%
2200,7742,336,233,69.3%
2201,0379,151,128,84.8%
2202,8107,534,345,64.6%
2203,7693,433,311,71.8%
2204,7888,476,373,78.4%
2205,7916,98,58,59.2%
2206,7362,262,205,78.2%
2207,7039,323,250,77.4%
2208,7884,330,252,76.4%
2209,7876,227,163,71.8%
2210,7694,258,141,54.7%
2211,7877,232,173,74.6%
2212,7885,256,140,54.7%
2213,7502,99,81,81.8%
2214,6385,"1,020",473,46.4%
2215,7730,573,309,53.9%
2216,5058,"1,039",434,41.8%
2217,6622,773,415,53.7%
2218,7434,"1,220",550,45.1%
2219,3210,"1,847",784,42.4%
2220,7660,"1,122",508,45.3%
2221,7183,801,354,44.2%
2222,0427,378,101,26.7%
2223,0432,469,106,22.6%
2224,5105,604,160,26.5%
2225,7193,582,108,18.6%
2226,0435,"1,257",254,20.2%
2227,0433,231,105,45.5%
2228,4901,334,81,24.3%
2229,7482,710,520,73.2%
2230,8236,"1,088",816,75.0%
2231,3216,"1,493",655,43.9%
2232,8010,669,305,45.6%
2233,7738,"1,821","1,241",68.1%
2234,7867,797,569,71.4%
2235,7739,"1,084",503,46.4%
2236,8281,938,482,51.4%
2237,3214,693,412,59.5%
2238,7055,458,239,52.2%
2239,3111,410,170,41.5%
2240,7984,513,308,60.0%
2241,1270,405,218,53.8%
2242,3334,733,302,41.2%
2243,6746,731,285,39.0%
2244,3338,993,332,33.4%
2245,3337,460,175,38.0%
2246,3336,297,107,36.0%
2247,3345,341,221,64.8%
2248,3339,375,198,52.8%
2249,3341,358,211,58.9%
2250,3346,921,531,57.7%
2251,3348,795,400,50.3%
2252,3342,373,216,57.9%
2253,3915,956,635,66.4%
2254,5265,837,511,61.1%
2255,3924,"1,006",524,52.1%
2256,8260,186,126,67.7%
2257,7540,623,402,64.5%
2258,8306,185,167,90.3%
2259,8129,773,532,68.8%
2260,7848,402,259,64.4%
2261,7772,599,510,85.1%
2262,7831,399,331,83.0%
2263,7832,409,257,62.8%
2264,8193,353,271,76.8%
2265,8218,342,244,71.3%
2266,8077,77,35,45.5%
2267,8078,80,66,82.5%
2268,8079,93,56,60.2%
2269,8080,143,71,49.7%
2270,8081,64,30,46.9%
2271,6165,857,369,43.1%
2272,8082,704,401,57.0%
2273,2379,166,109,65.7%
2274,6893,494,313,63.4%
2275,2350,452,279,61.7%
2276,6108,461,73,15.8%
2277,6852,358,65,18.2%
2278,0448,616,75,12.2%
2279,0447,485,77,15.9%
2280,6781,408,86,21.1%
2281,1122,422,148,35.1%
2282,7836,420,58,13.8%
2283,1128,"1,635",459,28.1%
2284,5132,294,131,44.6%
2285,1121,426,123,28.9%
2286,4965,826,257,31.1%
2287,1123,387,120,31.0%
2288,7630,422,97,23.0%
2289,6510,436,24,5.5%
2290,7697,582,31,5.3%
2291,6511,887,76,8.6%
2292,1921,"1,172",118,10.1%
2293,6512,581,66,11.4%
2294,5275,"1,019",547,53.7%
2295,0840,901,901,100.0%
2296,0844,427,427,100.0%
2297,0852,803,803,100.0%
2298,8247,643,643,100.0%
2299,0858,819,819,100.0%
2300,5206,769,769,100.0%
2301,0856,653,653,100.0%
2302,8117,"2,321","2,321",100.0%
2303,8116,"3,044","3,044",100.0%
2304,0845,873,873,100.0%
2305,5028,710,710,100.0%
2306,0855,573,573,100.0%
2307,0857,459,459,100.0%
2308,5026,740,740,100.0%
2309,7484,576,576,100.0%
2310,5027,632,632,100.0%
2311,0832,938,938,100.0%
2312,5025,654,654,100.0%
2313,0831,671,671,100.0%
2314,6837,344,136,39.5%
2315,8050,702,214,30.5%
2316,4593,415,89,21.4%
2317,4595,523,304,58.1%
2318,4589,291,108,37.1%
2319,5362,418,165,39.5%
2320,4597,868,325,37.4%
2321,4598,"1,608",449,27.9%
2322,8275,147,98,66.7%
2323,1495,489,200,40.9%
2324,8168,363,169,46.6%
2325,8169,272,127,46.7%
2326,7636,"1,025",229,22.3%
2327,3164,576,329,57.1%
2328,3165,526,267,50.8%
2329,7684,501,249,49.7%
2330,1278,812,276,34.0%
2331,7941,807,251,31.1%
2332,7413,351,191,54.4%
2333,1989,283,113,39.9%
2334,6805,228,108,47.4%
2335,1925,518,159,30.7%
2336,5043,212,168,79.2%
2337,1926,332,103,31.0%
2338,1928,325,78,24.0%
2339,4705,417,104,24.9%
2340,1930,235,82,34.9%
2341,1934,"1,863",631,33.9%
2342,7218,"1,261",476,37.7%
2343,1932,314,207,65.9%
2344,4268,559,227,40.6%
2345,8197,753,384,51.0%
2346,8103,668,358,53.6%
2347,7019,958,457,47.7%
2348,8189,643,204,31.7%
2349,0700,462,102,22.1%
2350,8188,366,110,30.1%
2351,5093,520,245,47.1%
2352,6748,347,196,56.5%
2353,2496,685,303,44.2%
2354,0000,264,176,66.7%
2355,6928,473,200,42.3%
2356,0295,321,102,31.8%
2357,6109,192,144,75.0%
2358,7532,395,394,99.7%
2359,7629,312,304,97.4%
2360,8317,308,305,99.0%
2361,7333,347,259,74.6%
2362,8000,210,103,49.0%
2363,8279,177,114,64.4%
2364,6209,382,154,40.3%
2365,6210,351,134,38.2%
2366,0000,1,1,100.0%
2367,1940,388,43,11.1%
2368,7365,455,50,11.0%
2369,6514,455,68,14.9%
2370,1942,"1,234",168,13.6%
2371,1937,359,28,7.8%
2372,6625,851,121,14.2%
2373,7677,488,444,91.0%
2374,3930,567,352,62.1%
2375,1978,144,68,47.2%
2376,1991,152,58,38.2%
2377,6697,613,236,38.5%
2378,1992,506,178,35.2%
2379,5169,691,205,29.7%
2380,6864,384,130,33.9%
2381,5365,365,92,25.2%
2382,2833,572,134,23.4%
2383,2832,219,34,15.5%
2384,6818,145,80,55.2%
2385,4002,143,54,37.8%
2386,8083,645,523,81.1%
2387,3485,749,209,27.9%
2388,7210,743,189,25.4%
2389,5352,767,153,19.9%
2390,0965,473,207,43.8%
2391,6713,639,345,54.0%
2392,7568,964,396,41.1%
2393,7331,466,202,43.3%
2394,3935,276,144,52.2%
2395,5264,511,215,42.1%
2396,9999,166,122,73.5%
2397,6587,133,79,59.4%
2398,7066,150,66,44.0%
2399,7429,760,198,26.1%
2400,0864,629,130,20.7%
2401,6888,589,141,23.9%
2402,5149,325,256,78.8%
2403,2474,544,369,67.8%
2404,2476,265,221,83.4%
2405,2481,836,583,69.7%
2406,2455,289,251,86.9%
2407,4736,440,348,79.1%
2408,4858,652,480,73.6%
2409,6970,475,399,84.0%
2410,5232,604,443,73.3%
2411,7700,776,611,78.7%
2412,4952,348,216,62.1%
2413,6413,"1,784","1,356",76.0%
2414,0000,43,39,90.7%
2415,2487,541,441,81.5%
2416,2489,915,656,71.7%
2417,6791,715,524,73.3%
2418,4857,343,219,63.8%
2419,3968,563,217,38.5%
2420,3969,789,245,31.1%
2421,6817,677,217,32.1%
2422,7507,679,248,36.5%
2423,7013,312,167,53.5%
2424,0000,629,26,4.1%
2425,1178,752,126,16.8%
2426,1180,540,119,22.0%
2427,7488,472,94,19.9%
2428,4907,775,122,15.7%
2429,7489,674,84,12.5%
2430,1179,485,39,8.0%
2431,8318,"2,300",333,14.5%
2432,5311,"1,203",174,14.5%
2433,8084,392,85,21.7%
2434,6594,237,144,60.8%
2435,4006,230,124,53.9%
2436,4696,409,113,27.6%
2437,0457,182,67,36.8%
2438,5101,354,194,54.8%
2439,4843,192,129,67.2%
2440,0458,195,39,20.0%
2441,8001,999,387,38.7%
2442,0460,"1,545",510,33.0%
2443,8002,683,255,37.3%
2444,7009,941,680,72.3%
2445,7893,715,442,61.8%
2446,8283,374,268,71.7%
2447,7892,374,268,71.7%
2448,7397,145,56,38.6%
2449,6800,112,43,38.4%
2450,7398,77,27,35.1%
2451,3173,552,314,56.9%
2452,3170,369,341,92.4%
2453,8093,529,357,67.5%
2454,8092,312,224,71.8%
2455,3171,301,273,90.7%
2456,7705,560,212,37.9%
2457,7387,310,115,37.1%
2458,3124,446,173,38.8%
2459,3938,572,388,67.8%
2460,3940,443,263,59.4%
2461,2706,599,224,37.4%
2462,2708,532,169,31.8%
2463,7741,366,287,78.4%
2464,6357,352,239,67.9%
2465,3567,435,163,37.5%
2466,3549,467,230,49.3%
2467,3569,806,321,39.8%
2468,8181,429,209,48.7%
2469,1724,121,14,11.6%
2470,7925,516,278,53.9%
2471,7924,437,201,46.0%
2472,1729,775,333,43.0%
2473,5221,"1,045",360,34.4%
2474,7921,472,219,46.4%
2475,1169,424,180,42.5%
2476,1171,468,159,34.0%
2477,1172,641,184,28.7%
2478,6647,502,178,35.5%
2479,3116,481,259,53.8%
2480,3117,399,137,34.3%
2481,2656,255,97,38.0%
2482,7354,547,221,40.4%
2483,2654,406,188,46.3%
2484,2655,459,202,44.0%
2485,2657,378,175,46.3%
2486,2658,"1,106",400,36.2%
2487,5054,399,161,40.4%
2488,7481,438,225,51.4%
2489,4009,512,281,54.9%
2490,8274,"1,299",553,42.6%
2491,6660,413,192,46.5%
2492,3357,381,168,44.1%
2493,3266,481,121,25.2%
2494,8062,823,209,25.4%
2495,4722,761,91,12.0%
2496,7262,486,83,17.1%
2497,8282,438,57,13.0%
2498,3354,"2,159",393,18.2%
2499,7752,473,81,17.1%
2500,4900,488,135,27.7%
2501,7638,212,14,6.6%
2502,0438,223,133,59.6%
2503,7751,579,326,56.3%
2504,0440,737,344,46.7%
2505,1177,960,209,21.8%
2506,7460,609,157,25.8%
2507,7718,345,110,31.9%
2508,7717,612,148,24.2%
2509,4599,278,130,46.8%
2510,4601,294,86,29.3%
2511,4602,777,177,22.8%
2512,6832,440,139,31.6%
2513,7699,448,113,25.2%
2514,4600,439,99,22.6%
2515,8263,745,79,10.6%
2516,7490,659,75,11.4%
2517,0468,694,74,10.7%
2518,0470,763,65,8.5%
2519,6328,676,87,12.9%
2520,6853,325,68,20.9%
2521,1730,630,134,21.3%
2522,7611,509,91,17.9%
2523,7527,21,21,100.0%
2524,7682,632,175,27.7%
2525,6906,596,177,29.7%
2526,0467,660,169,25.6%
2527,6568,474,174,36.7%
2528,0714,395,110,27.8%
2529,6937,261,81,31.0%
2530,4603,485,171,35.3%
2531,4605,260,59,22.7%
2532,6641,967,266,27.5%
2533,4606,571,196,34.3%
2534,4608,"1,227",278,22.7%
2535,4607,600,109,18.2%
2536,3054,483,189,39.1%
2537,7719,228,85,37.3%
2538,3056,612,197,32.2%
2539,6516,"1,230",737,59.9%
2540,1861,543,316,58.2%
2541,6505,657,438,66.7%
2542,6501,823,551,67.0%
2543,1943,611,405,66.3%
2544,7946,311,181,58.2%
2545,2271,305,171,56.1%
2546,2284,270,148,54.8%
2547,6900,534,135,25.3%
2548,1627,408,91,22.3%
2549,7668,479,131,27.3%
2550,7391,382,204,53.4%
2551,2253,369,186,50.4%
2552,2309,196,108,55.1%
2553,2310,141,51,36.2%
2554,2313,661,297,44.9%
2555,2312,207,103,49.8%
2556,8072,287,31,10.8%
2557,8073,368,40,10.9%
2558,8074,164,16,9.8%
2559,8075,716,98,13.7%
2560,4808,524,54,10.3%
2561,2839,"1,045",110,10.5%
2562,4070,225,126,56.0%
2563,4062,238,105,44.1%
2564,4064,299,133,44.5%
2565,4068,548,198,36.1%
2566,4839,493,208,42.2%
2567,4613,460,157,34.1%
2568,7556,526,108,20.5%
2569,6692,622,123,19.8%
2570,6286,499,117,23.4%
2571,4614,920,174,18.9%
2572,6932,572,286,50.0%
2573,8102,437,212,48.5%
2574,7978,295,151,51.2%
2575,6191,602,289,48.0%
2576,7960,488,488,100.0%
2577,7648,29,10,34.5%
2578,0941,510,191,37.5%
2579,0936,360,167,46.4%
2580,8076,533,232,43.5%
2581,5130,422,168,39.8%
2582,4617,444,166,37.4%
2583,4620,355,131,36.9%
2584,4623,"1,105",313,28.3%
2585,4622,643,243,37.8%
2586,6725,625,199,31.8%
2587,4618,670,220,32.8%
2588,1949,899,158,17.6%
2589,6518,649,132,20.3%
2590,6519,640,81,12.7%
2591,1950,"1,198",218,18.2%
2592,8134,558,49,8.8%
2593,3368,406,66,16.3%
2594,3370,740,114,15.4%
2595,3376,624,125,20.0%
2596,3375,543,84,15.5%
2597,7321,383,49,12.8%
2598,7940,615,70,11.4%
2599,3358,328,42,12.8%
2600,4809,587,71,12.1%
2601,3364,431,154,35.7%
2602,7458,114,35,30.7%
2603,3365,"1,325",206,15.5%
2604,7817,636,104,16.4%
2605,7818,616,95,15.4%
2606,3367,"2,373",358,15.1%
2607,7763,483,39,8.1%
2608,1354,254,23,9.1%
2609,1356,345,91,26.4%
2610,1350,373,35,9.4%
2611,7735,389,28,7.2%
2612,1357,337,45,13.4%
2613,1358,325,74,22.8%
2614,7426,754,130,17.2%
2615,6233,476,77,16.2%
2616,6234,847,117,13.8%
2617,1359,375,62,16.5%
2618,1364,"2,301",317,13.8%
2619,6113,657,313,47.6%
2620,0193,262,244,93.1%
2621,0256,101,64,63.4%
2622,0259,328,182,55.5%
2623,0260,331,210,63.4%
2624,0196,513,285,55.6%
2625,1799,781,605,77.5%
2626,1801,551,351,63.7%
2627,8158,75,33,44.0%
2628,7505,648,419,64.7%
2629,0477,332,190,57.2%
2630,7606,272,175,64.3%
2631,7123,268,120,44.8%
2632,3221,275,143,52.0%
2633,6683,724,317,43.8%
2634,3219,243,108,44.4%
2635,3223,215,76,35.3%
2636,3224,"1,345",451,33.5%
2637,7593,811,286,35.3%
2638,7839,"1,118",440,39.4%
2639,7635,411,241,58.6%
2640,8180,351,138,39.3%
2641,4030,274,93,33.9%
2642,5355,255,112,43.9%
2643,7567,118,78,66.1%
2644,6885,483,269,55.7%
2645,4054,334,168,50.3%
2646,7106,440,201,45.7%
2647,4945,639,294,46.0%
2648,1806,868,324,37.3%
2649,1805,606,267,44.1%
2650,1802,550,252,45.8%
2651,6608,707,313,44.3%
2652,3589,536,178,33.2%
2653,7367,491,210,42.8%
2654,7551,217,180,82.9%
2655,8126,"1,051",749,71.3%
2656,8136,240,106,44.2%
2657,7662,482,172,35.7%
2658,5070,673,214,31.8%
2659,7031,494,235,47.6%
2660,3948,242,74,30.6%
2661,8252,958,686,71.6%
2662,7833,313,185,59.1%
2663,7363,280,167,59.6%
2664,1666,236,155,65.7%
2665,1663,267,165,61.8%
2666,6168,237,163,68.8%
2667,7601,457,291,63.7%
2668,1668,584,308,52.7%
2669,4811,430,247,57.4%
2670,7862,424,264,62.3%
2671,5208,714,341,47.8%
2672,4690,387,27,7.0%
2673,1423,"2,051",125,6.1%
2674,1434,577,26,4.5%
2675,1439,472,29,6.1%
2676,1440,415,14,3.4%
2677,1421,"1,094",75,6.9%
2678,1438,573,27,4.7%
2679,4689,984,61,6.2%
2680,4276,418,59,14.1%
2681,6638,769,261,33.9%
2682,7402,378,193,51.1%
2683,6012,"1,037",281,27.1%
2684,7424,291,89,30.6%
2685,7388,377,171,45.4%
2686,3955,364,141,38.7%
2687,3954,125,37,29.6%
2688,3957,379,134,35.4%
2689,1000,671,313,46.6%
2690,8192,423,217,51.3%
2691,0996,369,188,50.9%
2692,7983,360,270,75.0%
2693,6321,363,165,45.5%
2694,6322,357,109,30.5%
2695,4670,667,257,38.5%
2696,6991,230,110,47.8%
2697,6993,197,111,56.3%
2698,6992,228,105,46.1%
2699,6396,300,121,40.3%
2700,5271,828,322,38.9%
2701,4536,766,347,45.3%
2702,6215,214,131,61.2%
2703,6216,167,96,57.5%
2704,6280,798,288,36.1%
2705,6281,565,249,44.1%
2706,6282,300,127,42.3%
2707,2221,238,82,34.5%
2708,2222,293,157,53.6%
2709,2226,304,148,48.7%
2710,0748,145,113,77.9%
2711,0751,147,94,63.9%
2712,0752,307,190,61.9%
2713,0753,312,164,52.6%
2714,8144,136,82,60.3%
2715,0872,395,120,30.4%
2716,0868,401,104,25.9%
2717,5029,464,122,26.3%
2718,0873,"1,017",231,22.7%
2719,7328,"1,074",258,24.0%
2720,7614,828,441,53.3%
2721,0949,542,257,47.4%
2722,7518,551,253,45.9%
2723,2712,212,93,43.9%
2724,7083,220,120,54.5%
2725,2709,317,161,50.8%
2726,6795,560,332,59.3%
2727,2075,326,182,55.8%
2728,7289,273,171,62.6%
2729,5033,139,85,61.2%
2730,5034,195,121,62.1%
2731,1501,257,128,49.8%
2732,6933,216,104,48.1%
2733,2182,476,281,59.0%
2734,6007,131,52,39.7%
2735,7933,338,327,96.7%
2736,7934,179,171,95.5%
2737,2137,118,76,64.4%
2738,2139,333,141,42.3%
2739,2184,828,487,58.8%
2740,2185,191,102,53.4%
2741,1441,352,19,5.4%
2742,6719,"1,000",59,5.9%
2743,7214,326,13,4.0%
2744,7736,649,18,2.8%
2745,1442,392,58,14.8%
2746,1443,"1,320",81,6.1%
2747,6680,572,266,46.5%
2748,2358,531,199,37.5%
2749,8287,565,342,60.5%
2750,8195,699,144,20.6%
2751,8145,599,345,57.6%
2752,8251,753,475,63.1%
2753,8146,693,444,64.1%
2754,7580,685,371,54.2%
2755,8196,394,206,52.3%
2756,0018,212,104,49.1%
2757,0019,165,82,49.7%
2758,7938,505,268,53.1%
2759,0021,534,225,42.1%
2760,7437,292,124,42.5%
2761,4699,681,172,25.3%
2762,1959,308,109,35.4%
2763,1970,"1,426","1,161",81.4%
2764,1960,617,485,78.6%
2765,7943,328,266,81.1%
2766,1971,"1,287",551,42.8%
2767,1964,649,302,46.5%
2768,1965,729,553,75.9%
2769,1966,672,238,35.4%
2770,7359,471,231,49.0%
2771,1968,580,479,82.6%
2772,7480,656,242,36.9%
2773,1972,"3,687","2,236",60.6%
2774,7845,284,223,78.5%
2775,1969,495,278,56.2%
2776,7263,445,217,48.8%
2777,6340,386,132,34.2%
2778,6339,368,144,39.1%
2779,3385,431,71,16.5%
2780,5251,496,60,12.1%
2781,3382,461,52,11.3%
2782,7652,442,39,8.8%
2783,4943,945,113,12.0%
2784,5078,"1,431",213,14.9%
2785,6468,403,272,67.5%
2786,4832,438,55,12.6%
2787,3389,411,119,29.0%
2788,3391,361,59,16.3%
2789,3395,"1,137",359,31.6%
2790,3394,"1,202",443,36.9%
2791,3401,948,283,29.9%
2792,7798,701,227,32.4%
2793,5249,672,203,30.2%
2794,7797,752,223,29.7%
2795,7073,882,277,31.4%
2796,7264,694,193,27.8%
2797,5081,928,279,30.1%
2798,3406,746,207,27.7%
