,school number,total enrollment,low income enrollment,percent of enrollment from low income families
993,4565,261,145,55.6%
994,4570,635,358,56.4%
995,4571,600,299,49.8%
996,4566,287,202,70.4%
997,4568,232,115,49.6%
998,7511,597,402,67.3%
999,2047,278,95,34.2%
1000,2048,355,130,36.6%
1001,7948,629,184,29.3%
1002,2046,306,116,37.9%
1003,5227,452,169,37.4%
1004,7195,141,83,58.9%
1005,8316,113,52,46.0%
1006,8268,679,647,95.3%
1007,8264,745,704,94.5%
1008,8376,305,296,97.0%
1009,8265,359,340,94.7%
1010,1766,480,475,99.0%
1011,6333,1187,1088,91.7%
1012,7902,328,320,97.6%
1013,8266,99,96,97.0%
1014,7901,377,371,98.4%
1015,8267,542,509,93.9%
1016,7623,817,775,94.9%
1017,7667,439,372,84.7%
1018,5079,383,167,43.6%
1019,8483,426,165,38.7%
1020,3271,418,125,29.9%
1021,3272,1364,396,29.0%
1022,6639,1065,318,29.9%
1023,3270,594,94,15.8%
1024,1871,615,75,12.2%
1025,1876,618,70,11.3%
1026,1877,482,51,10.6%
1027,1878,1599,291,18.2%
1028,1879,1973,414,21.0%
1029,1874,588,98,16.7%
1030,1875,688,130,18.9%
1031,5151,657,371,56.5%
1032,7937,407,323,79.4%
1033,7661,696,225,32.3%
1034,6718,853,539,63.2%
1035,8333,451,357,79.2%
1036,7348,3772,2277,60.4%
1037,7936,766,581,75.8%
1038,6930,1026,804,78.4%
1039,8334,887,693,78.1%
1040,8245,767,506,66.0%
1041,7340,1429,756,52.9%
1042,7569,875,674,77.0%
1043,4389,491,183,37.3%
1044,7268,370,129,34.9%
1045,4404,1709,521,30.5%
1046,4394,425,94,22.1%
1047,5359,523,218,41.7%
1048,7269,430,121,28.1%
1049,4399,499,228,45.7%
1050,7270,421,176,41.8%
1051,4400,420,126,30.0%
1052,5236,516,110,21.3%
1053,5055,598,224,37.5%
1054,2574,466,171,36.7%
1055,2577,536,189,35.3%
1056,2578,2229,729,32.7%
1057,6294,496,139,28.0%
1058,7421,515,171,33.2%
1059,7442,603,125,20.7%
1060,2576,594,214,36.0%
1061,2575,472,166,35.2%
1062,3146,586,276,47.1%
1063,8069,324,149,46.0%
1064,3150,817,299,36.6%
1065,3147,303,137,45.2%
1066,182,229,149,65.1%
1067,191,633,377,59.6%
1068,7202,674,375,55.6%
1069,5153,712,328,46.1%
1070,7097,414,201,48.6%
1071,7381,542,189,34.9%
1072,6195,613,200,32.6%
1073,927,812,311,38.3%
1074,5207,808,241,29.8%
1075,6797,410,202,49.3%
1076,2331,397,186,46.9%
1077,8154,165,99,60.0%
1078,672,363,113,31.1%
1079,674,619,210,33.9%
1080,675,603,174,28.9%
1081,671,257,111,43.2%
1082,7280,215,67,31.2%
1083,8209,304,108,35.5%
1084,5333,402,176,43.8%
1085,2305,528,212,40.2%
1086,7525,325,148,45.5%
1087,7620,424,237,55.9%
1088,6606,342,162,47.4%
1089,7542,589,454,77.1%
1090,7683,780,448,57.4%
1091,8361,774,623,80.5%
1092,2314,400,194,48.5%
1093,4964,396,167,42.2%
1094,2321,206,98,47.6%
1095,2322,183,76,41.5%
1096,2324,657,259,39.4%
1097,2325,924,376,40.7%
1098,7032,493,191,38.7%
1099,7765,256,35,13.7%
1100,8371,522,324,62.1%
1101,7557,264,164,62.1%
1102,8394,3616,1683,46.5%
1103,1881,603,355,58.9%
1104,1885,1025,546,53.3%
1105,7643,225,139,61.8%
1106,1883,549,298,54.3%
1107,6508,561,309,55.1%
1108,4847,342,232,67.8%
1109,0,263,156,59.3%
1110,2052,550,404,73.5%
1111,4817,554,380,68.6%
1112,6127,184,100,54.3%
1113,6126,218,94,43.1%
1114,8421,387,209,54.0%
1115,8024,503,345,68.6%
1116,5180,468,408,87.2%
1117,7029,435,204,46.9%
1118,2280,341,159,46.6%
1119,3276,400,62,15.5%
1120,8049,307,53,17.3%
1121,3031,183,76,41.5%
1122,5243,581,291,50.1%
1123,3034,727,305,42.0%
1124,3033,498,226,45.4%
1125,5060,186,86,46.2%
1126,1307,566,255,45.1%
1127,6965,655,249,38.0%
1128,7785,593,271,45.7%
1129,8149,789,668,84.7%
1130,5326,292,163,55.8%
1131,6218,258,136,52.7%
1132,8452,396,136,34.3%
1133,2394,412,175,42.5%
1134,8451,644,227,35.2%
1135,6255,534,244,45.7%
1136,7220,344,178,51.7%
1137,5230,313,182,58.1%
1138,2308,399,175,43.9%
1139,5244,453,289,63.8%
1140,5245,347,168,48.4%
1141,3100,205,121,59.0%
1142,1153,437,138,31.6%
1143,1154,640,204,31.9%
1144,7396,204,84,41.2%
1145,8172,400,186,46.5%
1146,1401,553,269,48.6%
1147,6482,1335,509,38.1%
1148,6834,920,366,39.8%
1149,8171,256,100,39.1%
1150,1400,495,179,36.2%
1151,7979,623,433,69.5%
1152,7067,534,266,49.8%
1153,7795,112,75,67.0%
1154,6241,119,82,68.9%
1155,7589,1153,600,52.0%
1156,7590,989,592,59.9%
1157,4917,154,88,57.1%
1158,1570,301,158,52.5%
1159,6242,156,108,69.2%
1160,6245,437,339,77.6%
1161,1588,200,89,44.5%
1162,7506,203,178,87.7%
1163,7461,340,117,34.4%
1164,203,222,47,21.2%
1165,5112,600,233,38.8%
1166,7462,404,154,38.1%
1167,204,304,159,52.3%
1168,6694,423,216,51.1%
1169,1486,456,142,31.1%
1170,8358,520,395,76.0%
1171,8431,477,419,87.8%
1172,7776,841,675,80.3%
1173,8477,832,719,86.4%
1174,7191,425,391,92.0%
1175,4431,1106,441,39.9%
1176,7189,573,407,71.0%
1177,7190,505,174,34.5%
1178,4516,278,106,38.1%
1179,8277,518,406,78.4%
1180,810,213,68,31.9%
1181,6315,283,97,34.3%
1182,816,463,144,31.1%
1183,6316,411,152,37.0%
1184,7538,196,196,100.0%
1185,7565,510,507,99.4%
1186,4524,498,218,43.8%
1187,4528,467,204,43.7%
1188,7146,260,124,47.7%
1189,6403,427,137,32.1%
1190,6404,659,224,34.0%
1191,2924,791,257,32.5%
1192,7060,252,118,46.8%
1193,2922,393,123,31.3%
1194,2920,189,82,43.4%
1195,8481,503,241,47.9%
1196,3154,365,172,47.1%
1197,2606,659,163,24.7%
1198,7939,578,142,24.6%
1199,2607,952,256,26.9%
1200,6297,637,154,24.2%
1201,5285,417,152,36.5%
1202,5283,478,188,39.3%
1203,5284,511,218,42.7%
1204,2598,302,269,89.1%
1205,7182,347,329,94.8%
1206,2581,350,315,90.0%
1207,2592,437,366,83.8%
1208,2593,490,472,96.3%
1209,5056,386,363,94.0%
1210,2584,463,400,86.4%
1211,2595,500,469,93.8%
1212,2599,703,565,80.4%
1213,2596,2572,2273,88.4%
1214,7922,339,327,96.5%
1215,6762,448,403,90.0%
1216,2594,458,423,92.4%
1217,2587,228,193,84.6%
1218,2597,395,268,67.8%
1219,2589,499,481,96.4%
1220,2590,307,212,69.1%
1221,2600,582,537,92.3%
1222,2591,354,318,89.8%
1223,0,738,315,42.7%
1224,2146,286,167,58.4%
1225,2163,345,120,34.8%
1226,4700,329,153,46.5%
1227,5146,619,347,56.1%
1228,6600,879,449,51.1%
1229,4820,294,156,53.1%
1230,7001,518,138,26.6%
1231,2680,324,96,29.6%
1232,8432,165,38,23.0%
1233,4940,387,227,58.7%
1234,5156,606,166,27.4%
1235,6616,585,480,82.1%
1236,5337,381,309,81.1%
1237,2754,1072,832,77.6%
1238,5155,1471,943,64.1%
1239,6894,603,519,86.1%
1240,2746,472,361,76.5%
1241,2743,459,328,71.5%
1242,6579,286,108,37.8%
1243,7923,204,98,48.0%
1244,8393,156,79,50.6%
1245,5338,2052,1155,56.3%
1246,7681,1787,727,40.7%
1247,7634,610,204,33.4%
1248,8130,458,357,77.9%
1249,8439,973,472,48.5%
1250,1315,682,299,43.8%
1251,1314,561,284,50.6%
1252,4807,536,248,46.3%
1253,4665,427,117,27.4%
1254,4084,554,151,27.3%
1255,4085,618,163,26.4%
1256,4081,292,65,22.3%
1257,8486,46,45,97.8%
1258,6940,223,123,55.2%
1259,4442,471,152,32.3%
1260,4440,313,123,39.3%
1261,5361,392,120,30.6%
1262,7675,691,675,97.7%
1263,0,1310,575,43.9%
1264,8125,812,662,81.5%
1265,7859,719,88,12.2%
1266,8206,739,546,73.9%
1267,6786,361,147,40.7%
1268,3532,329,99,30.1%
1269,8286,336,135,40.2%
1270,8406,844,335,39.7%
1271,14,608,173,28.5%
1272,13,401,144,35.9%
1273,1747,209,56,26.8%
1274,1752,356,91,25.6%
1275,1775,245,90,36.7%
1276,1776,1119,253,22.6%
1277,7414,861,224,26.0%
1278,1774,339,110,32.4%
1279,7844,10,7,70.0%
1280,1797,393,39,9.9%
1281,3293,1016,117,11.5%
1282,7597,454,57,12.6%
1283,3286,535,54,10.1%
1284,3291,691,57,8.2%
1285,3296,1287,144,11.2%
1286,3295,1628,235,14.4%
1287,3287,544,54,9.9%
1288,3288,584,80,13.7%
1289,3289,732,98,13.4%
1290,3294,992,137,13.8%
1291,4960,826,135,16.3%
1292,7212,586,76,13.0%
1293,3297,1084,129,11.9%
1294,3036,722,316,43.8%
1295,3037,364,154,42.3%
1296,4828,459,183,39.9%
1297,7149,51,49,96.1%
1298,0,458,285,62.2%
1299,7291,306,52,17.0%
1300,7223,552,399,72.3%
1301,8403,461,297,64.4%
1302,7549,376,222,59.0%
1303,8461,332,156,47.0%
1304,8422,669,222,33.2%
1305,7953,887,358,40.4%
1306,2618,959,313,32.6%
1307,2619,253,90,35.6%
1308,6733,396,150,37.9%
1309,8246,901,258,28.6%
1310,2623,1864,519,27.8%
1311,5114,981,261,26.6%
1312,2621,304,72,23.7%
1313,4708,476,127,26.7%
1314,7383,456,95,20.8%
1315,2620,310,121,39.0%
1316,7672,1515,1515,100.0%
1317,2339,584,267,45.7%
1318,8066,281,153,54.4%
1319,8138,330,193,58.5%
1320,7777,819,618,75.5%
1321,1898,521,100,19.2%
1322,1899,404,96,23.8%
1323,1902,1157,308,26.6%
1324,1901,848,218,25.7%
1325,1894,343,92,26.8%
1326,1896,404,72,17.8%
1327,7929,496,52,10.5%
1328,1155,856,82,9.6%
1329,5363,516,19,3.7%
1330,1158,526,29,5.5%
1331,1159,1051,33,3.1%
1332,7574,1487,704,47.3%
1333,8360,1576,1021,64.8%
1334,8453,1106,1106,100.0%
1335,7678,577,451,78.2%
1336,8365,492,421,85.6%
1337,8259,693,598,86.3%
1338,8208,443,367,82.8%
1339,8288,622,551,88.6%
1340,8207,1350,1019,75.5%
1341,7588,1165,905,77.7%
1342,8153,803,748,93.2%
1343,8152,537,409,76.2%
1344,7961,845,703,83.2%
1345,7909,753,607,80.6%
1346,8151,757,620,81.9%
1347,7910,1286,962,74.8%
1348,8427,457,337,73.7%
1349,7582,957,793,82.9%
1350,4248,499,171,34.3%
1351,4244,200,58,29.0%
1352,4249,482,172,35.7%
1353,6976,354,136,38.4%
1354,7673,729,539,73.9%
1355,8400,610,427,70.0%
1356,6105,1023,657,64.2%
1357,8399,735,628,85.4%
1358,6672,219,136,62.1%
1359,1709,209,71,34.0%
1360,7837,720,247,34.3%
1361,8008,319,109,34.2%
1362,5098,1253,372,29.7%
1363,1715,1047,347,33.1%
1364,5021,240,100,41.7%
1365,1711,250,91,36.4%
1366,4851,306,99,32.4%
1367,8257,561,492,87.7%
1368,3157,533,277,52.0%
1369,7792,160,70,43.8%
1370,3158,331,155,46.8%
1371,6744,445,251,56.4%
1372,6716,771,145,18.8%
1373,6845,412,50,12.1%
1374,3303,380,116,30.5%
1375,3305,1584,311,19.6%
1376,8139,651,116,17.8%
1377,5252,413,68,16.5%
1378,7573,404,55,13.6%
1379,6208,307,156,50.8%
1380,3994,267,137,51.3%
1381,7613,186,98,52.7%
1382,2423,1021,538,52.7%
1383,8304,853,426,49.9%
1384,5175,896,239,26.7%
1385,8005,241,167,69.3%
1386,1788,380,179,47.1%
1387,1790,703,302,43.0%
1388,1785,611,330,54.0%
1389,7756,444,274,61.7%
1390,3961,538,235,43.7%
1391,3962,762,346,45.4%
1392,7799,308,155,50.3%
1393,8232,355,195,54.9%
1394,6566,239,145,60.7%
1395,0,31,9,29.0%
1396,8307,300,128,42.7%
1397,6261,267,160,59.9%
1398,8182,414,205,49.5%
1399,8183,200,95,47.5%
1400,7789,475,367,77.3%
1401,8184,478,348,72.8%
1402,8187,1113,542,48.7%
1403,8186,804,438,54.5%
1404,8185,734,415,56.5%
1405,3196,225,115,51.1%
1406,7863,419,175,41.8%
1407,6809,407,201,49.4%
1408,4091,531,218,41.1%
1409,6360,391,148,37.9%
1410,2053,525,154,29.3%
1411,2054,588,286,48.6%
1412,4724,364,163,44.8%
1413,5329,598,250,41.8%
1414,4954,553,244,44.1%
1415,8071,2198,812,36.9%
1416,2059,489,287,58.7%
1417,7384,482,144,29.9%
1418,2062,477,257,53.9%
1419,1793,309,140,45.3%
1420,6682,177,76,42.9%
1421,1794,236,90,38.1%
1422,7064,302,118,39.1%
1423,1623,251,91,36.3%
1424,5353,656,383,58.4%
1425,6863,423,207,48.9%
1426,3541,629,285,45.3%
1427,3537,213,108,50.7%
1428,4836,115,60,52.2%
1429,6699,456,261,57.2%
1430,6583,526,241,45.8%
1431,7108,655,305,46.6%
1432,8404,355,162,45.6%
1433,2686,453,157,34.7%
1434,6635,528,296,56.1%
1435,4444,348,279,80.2%
1436,7399,155,118,76.1%
1437,6181,209,140,67.0%
1438,6605,626,313,50.0%
1439,1164,577,279,48.4%
1440,6674,999,479,47.9%
1441,7800,552,235,42.6%
1442,3039,528,228,43.2%
1443,3040,404,212,52.5%
1444,0,330,137,41.5%
1445,8177,952,242,25.4%
1446,8418,1178,295,25.0%
1447,5017,903,205,22.7%
1448,5343,543,197,36.3%
1449,3044,256,97,37.9%
1450,3042,395,133,33.7%
1451,3045,616,196,31.8%
1452,5354,233,90,38.6%
1453,6421,398,185,46.5%
1454,4044,565,245,43.4%
1455,240,574,90,15.7%
1456,7441,391,97,24.8%
1457,8347,218,69,31.7%
1458,7952,198,15,7.6%
1459,8253,593,189,31.9%
1460,8254,609,147,24.1%
1461,4951,1186,237,20.0%
1462,8370,207,90,43.5%
1463,8112,216,82,38.0%
1464,8381,408,222,54.4%
1465,8380,206,121,58.7%
1466,6929,405,235,58.0%
1467,1550,397,190,47.9%
1468,7498,797,621,77.9%
1469,6936,447,283,63.3%
1470,8135,254,191,75.2%
1471,4454,97,30,30.9%
1472,4458,609,261,42.9%
1473,7791,319,130,40.8%
1474,4455,463,205,44.3%
1475,4457,416,167,40.1%
1476,2297,299,170,56.9%
1477,7944,372,187,50.3%
1478,7733,299,111,37.1%
1479,2291,238,120,50.4%
1480,7339,480,224,46.7%
1481,4049,415,174,41.9%
1482,249,265,23,8.7%
1483,251,280,42,15.0%
1484,248,358,46,12.8%
1485,250,300,13,4.3%
1486,7535,603,67,11.1%
1487,246,425,68,16.0%
1488,247,299,15,5.0%
1489,7534,641,78,12.2%
1490,254,1820,207,11.4%
1491,245,409,50,12.2%
1492,8006,897,612,68.2%
1493,4919,1092,742,67.9%
1494,6610,1063,722,67.9%
1495,827,1062,718,67.6%
1496,7546,261,170,65.1%
1497,3048,502,183,36.5%
1498,3047,455,171,37.6%
1499,8054,563,102,18.1%
1500,8055,613,99,16.2%
1501,3495,1576,327,20.7%
1502,8053,699,144,20.6%
1503,3494,798,178,22.3%
1504,8056,572,197,34.4%
1505,5154,592,94,15.9%
1506,7128,654,194,29.7%
1507,1069,461,172,37.3%
1508,7380,1284,358,27.9%
1509,1071,492,187,38.0%
1510,6455,2851,839,29.4%
1511,1077,960,346,36.0%
1512,1076,702,224,31.9%
1513,1072,438,141,32.2%
1514,8374,822,264,32.1%
1515,2689,536,117,21.8%
1516,2688,649,158,24.3%
1517,6720,612,445,72.7%
1518,695,388,261,67.3%
1519,694,308,216,70.1%
1520,8319,748,740,98.9%
1521,8284,722,722,100.0%
1522,2704,802,664,82.8%
1523,7164,718,705,98.2%
1524,7762,136,47,34.6%
1525,7649,1489,1099,73.8%
1526,1084,468,51,10.9%
1527,1082,244,21,8.6%
1528,7561,343,36,10.5%
1529,7830,253,25,9.9%
1530,8321,302,186,61.6%
1531,4466,201,30,14.9%
1532,8322,606,427,70.5%
1533,8323,890,621,69.8%
1534,5260,457,242,53.0%
1535,7930,303,136,44.9%
1536,7931,218,120,55.0%
1537,7566,49,10,20.4%
1538,3263,383,273,71.3%
1539,3265,911,668,73.3%
1540,3321,791,674,85.2%
1541,5080,355,291,82.0%
1542,3318,332,237,71.4%
1543,3408,610,464,76.1%
1544,6729,2230,1443,64.7%
1545,5253,452,271,60.0%
1546,8313,293,207,70.6%
1547,6998,144,113,78.5%
1548,3320,798,684,85.7%
1549,7364,478,366,76.6%
1550,263,369,23,6.2%
1551,5108,659,93,14.1%
1552,265,744,32,4.3%
1553,6603,351,42,12.0%
1554,266,346,20,5.8%
1555,270,547,26,4.8%
1556,7346,756,35,4.6%
1557,7379,800,37,4.6%
1558,268,765,108,14.1%
1559,8305,2698,235,8.7%
1560,269,401,28,7.0%
1561,7151,36,0,0.0%
1562,5139,284,110,38.7%
1563,1489,303,111,36.6%
1564,4946,290,141,48.6%
1565,6145,500,192,38.4%
1566,6144,322,154,47.8%
1567,7360,402,187,46.5%
1568,8142,541,122,22.6%
1569,8052,620,97,15.6%
1570,6106,1073,226,21.1%
1571,7101,1371,280,20.4%
1572,291,510,87,17.1%
1573,290,439,126,28.7%
1574,4958,923,293,31.7%
1575,7406,497,71,14.3%
1576,6907,468,86,18.4%
1577,7314,599,84,14.0%
1578,4831,586,162,27.6%
1579,5344,487,250,51.3%
1580,3379,423,158,37.4%
1581,3309,562,263,46.8%
1582,3275,574,183,31.9%
1583,4830,660,80,12.1%
1584,5345,3138,951,30.3%
1585,3325,443,84,19.0%
1586,3280,493,228,46.2%
1587,3322,832,166,20.0%
1588,3324,1202,427,35.5%
1589,3323,927,274,29.6%
1590,7407,554,145,26.2%
1591,3278,280,97,34.6%
1592,8097,251,64,25.5%
1593,8098,549,207,37.7%
1594,2446,926,316,34.1%
1595,8099,444,147,33.1%
1596,5233,690,214,31.0%
1597,7950,1049,451,43.0%
1598,3883,981,483,49.2%
1599,4837,361,171,47.4%
1600,7259,308,151,49.0%
1601,3988,331,119,36.0%
1602,7430,830,370,44.6%
1603,5062,455,221,48.6%
1604,3499,490,157,32.0%
1605,3500,385,113,29.4%
1606,3505,1877,588,31.3%
1607,5258,1309,461,35.2%
1608,5209,326,142,43.6%
1609,964,354,165,46.6%
1610,0,96,71,74.0%
1611,4572,283,100,35.3%
1612,7375,242,110,45.5%
1613,4578,639,228,35.7%
1614,4577,1175,398,33.9%
1615,5272,355,164,46.2%
1616,7962,433,156,36.0%
1617,7644,438,175,40.0%
1618,4576,285,132,46.3%
1619,7167,431,186,43.2%
1620,8436,263,94,35.7%
1621,8435,172,77,44.8%
1622,6859,248,172,69.4%
1623,6201,341,157,46.0%
1624,6860,262,161,61.5%
1625,2758,138,41,29.7%
1626,2755,215,76,35.3%
1627,2757,468,187,40.0%
1628,2756,146,59,40.4%
1629,8310,534,178,33.3%
1630,2760,693,221,31.9%
1631,6829,242,98,40.5%
1632,2818,470,175,37.2%
1633,2813,330,161,48.8%
1634,6727,480,225,46.9%
1635,6931,292,155,53.1%
1636,3875,211,110,52.1%
1637,6908,424,187,44.1%
1638,6371,296,197,66.6%
1639,4058,331,175,52.9%
1640,4060,498,301,60.4%
1641,4057,318,186,58.5%
1642,6373,557,303,54.4%
1643,6816,430,259,60.2%
1644,4579,459,89,19.4%
1645,4581,370,130,35.1%
1646,6345,1063,229,21.5%
1647,6346,761,186,24.4%
1648,7572,427,86,20.1%
1649,4580,232,85,36.6%
1650,30,239,151,63.2%
1651,6977,332,219,66.0%
1652,53,471,219,46.5%
1653,6353,243,224,92.2%
1654,2958,443,231,52.1%
1655,2955,274,157,57.3%
1656,2956,210,113,53.8%
1657,0,250,0,0.0%
1658,6449,399,90,22.6%
1659,2821,714,130,18.2%
1660,7353,481,105,21.8%
1661,2819,384,60,15.6%
1662,5144,346,192,55.5%
1663,6146,304,161,53.0%
1664,6745,422,223,52.8%
1665,2070,200,117,58.5%
1666,7856,757,501,66.2%
1667,8101,456,132,28.9%
1668,7758,791,205,25.9%
1669,4482,847,231,27.3%
1670,4717,1624,379,23.3%
1671,7757,437,167,38.2%
1672,5270,461,105,22.8%
1673,7716,439,67,15.3%
1674,1414,1096,398,36.3%
1675,1413,296,132,44.6%
1676,8004,291,141,48.5%
1677,7656,427,195,45.7%
1678,4115,365,238,65.2%
1679,7215,582,350,60.1%
1680,4931,600,315,52.5%
1681,8235,173,111,64.2%
1682,4116,104,63,60.6%
1683,2448,497,226,45.5%
1684,2449,441,190,43.1%
1685,7378,610,163,26.7%
1686,6319,366,96,26.2%
1687,6318,482,95,19.7%
1688,8205,1679,1259,75.0%
1689,3876,195,125,64.1%
1690,3877,108,48,44.4%
1691,7753,93,46,49.5%
1692,3106,261,142,54.4%
1693,3107,288,158,54.9%
1694,7304,509,124,24.4%
1695,7198,513,135,26.3%
1696,7197,572,91,15.9%
1697,6487,542,139,25.6%
1698,1406,1787,315,17.6%
1699,5010,916,177,19.3%
1700,7994,617,55,8.9%
1701,8063,412,173,42.0%
1702,8064,480,208,43.3%
1703,6624,221,101,45.7%
1704,6623,482,201,41.7%
1705,1420,1244,408,32.8%
1706,1418,549,212,38.6%
1707,7063,220,60,27.3%
1708,1094,458,77,16.8%
1709,7312,333,81,24.3%
1710,1091,220,42,19.1%
1711,6456,130,22,16.9%
1712,4734,490,132,26.9%
1713,7140,307,104,33.9%
1714,7993,152,85,55.9%
1715,7172,412,183,44.4%
1716,1319,307,87,28.3%
1717,2761,331,56,16.9%
1718,8157,571,127,22.2%
1719,8162,235,81,34.5%
1720,2765,830,229,27.6%
1721,2766,1192,273,22.9%
1722,2764,356,97,27.2%
1723,7985,721,602,83.5%
1724,1322,619,292,47.2%
1725,8349,406,289,71.2%
1726,8348,755,488,64.6%
1727,2824,487,135,27.7%
1728,4672,498,135,27.1%
1729,8141,446,75,16.8%
1730,2823,389,99,25.4%
1731,6801,406,76,18.7%
1732,2827,480,164,34.2%
1733,7604,939,323,34.4%
1734,2829,3178,849,26.7%
1735,2826,548,134,24.5%
1736,2825,471,164,34.8%
1737,7603,1334,324,24.3%
1738,8474,513,153,29.8%
1739,5274,1025,492,48.0%
1740,8308,101,56,55.4%
1741,6439,521,185,35.5%
1742,3511,397,189,47.6%
1743,5351,543,235,43.3%
1744,1213,557,202,36.3%
1745,7139,219,111,50.7%
1746,6990,482,211,43.8%
1747,6202,117,54,46.2%
1748,1255,189,81,42.9%
1749,8160,420,180,42.9%
1750,5019,680,446,65.6%
1751,8327,1312,760,57.9%
1752,309,1077,725,67.3%
1753,7141,598,251,42.0%
1754,2516,316,125,39.6%
1755,2629,348,140,40.2%
1756,2626,598,334,55.9%
1757,2627,326,99,30.4%
1758,7410,496,253,51.0%
1759,2628,303,143,47.2%
1760,5238,377,162,43.0%
1761,2633,1751,718,41.0%
1762,2634,355,168,47.3%
1763,1630,406,217,53.4%
1764,1629,378,182,48.1%
1765,6137,450,213,47.3%
1766,6942,466,206,44.2%
1767,7278,422,179,42.4%
1768,6136,469,172,36.7%
1769,1911,454,131,28.9%
1770,1910,340,140,41.2%
1771,5143,771,277,35.9%
1772,1912,256,120,46.9%
1773,5223,379,91,24.0%
1774,1915,1082,365,33.7%
1775,1053,418,89,21.3%
1776,1054,344,74,21.5%
1777,1055,394,97,24.6%
1778,1097,453,176,38.9%
1779,4681,573,137,23.9%
1780,1100,2342,557,23.8%
1781,7957,630,157,24.9%
1782,1099,430,152,35.3%
1783,1098,306,83,27.1%
1784,1052,402,82,20.4%
1785,7260,350,115,32.9%
1786,7028,336,183,54.5%
1787,2345,414,217,52.4%
1788,1347,215,64,29.8%
1789,1346,101,42,41.6%
1790,6847,378,145,38.4%
1791,6231,688,223,32.4%
1792,7519,542,55,10.1%
1793,7308,715,175,24.5%
1794,4853,516,34,6.6%
1795,1111,555,77,13.9%
1796,7465,268,67,25.0%
1797,1109,373,46,12.3%
1798,1107,445,112,25.2%
1799,1106,382,87,22.8%
1800,1101,411,125,30.4%
1801,4682,2910,680,23.4%
1802,1116,757,145,19.2%
1803,1102,472,37,7.8%
1804,1112,384,104,27.1%
1805,1113,928,193,20.8%
1806,7650,10447,4471,42.8%
1807,7821,1396,707,50.6%
1808,7819,3939,1498,38.0%
1809,8485,112,98,87.5%
1810,7687,2963,1644,55.5%
1811,6185,420,101,24.0%
1812,6186,246,57,23.2%
1813,4490,450,92,20.4%
1814,4492,518,90,17.4%
1815,6648,1271,244,19.2%
1816,6187,412,58,14.1%
1817,7111,198,76,38.4%
1818,6189,325,74,22.8%
1819,7685,489,398,81.4%
1820,8037,449,262,58.4%
1821,2649,453,237,52.3%
1822,6300,227,147,64.8%
1823,2648,283,164,58.0%
1824,7459,500,87,17.4%
1825,3328,1768,286,16.2%
1826,3326,712,99,13.9%
1827,7794,570,122,21.4%
1828,7766,473,149,31.5%
1829,7554,607,46,7.6%
1830,3327,472,89,18.9%
1831,7770,585,451,77.1%
1832,7594,677,16,2.4%
1833,7393,581,30,5.2%
1834,5083,1295,89,6.9%
1835,8488,905,56,6.2%
1836,4255,479,13,2.7%
1837,7587,1165,498,42.7%
1838,7904,1118,659,58.9%
1839,7256,417,172,41.2%
1840,5292,392,366,93.4%
1841,3758,832,640,76.9%
1842,6823,337,287,85.2%
1843,7024,238,181,76.1%
1844,3804,417,370,88.7%
1845,3805,276,128,46.4%
1846,8039,635,281,44.3%
1847,3618,475,282,59.4%
1848,6824,1462,833,57.0%
1849,8029,486,449,92.4%
1850,3732,503,427,84.9%
1851,3847,489,391,80.0%
1852,5183,489,443,90.6%
1853,3662,371,337,90.8%
1854,3663,331,287,86.7%
1855,7070,606,414,68.3%
1856,3620,256,216,84.4%
1857,3745,670,489,73.0%
1858,3684,325,254,78.2%
1859,6529,346,271,78.3%
1860,3601,375,342,91.2%
1861,8332,399,288,72.2%
1862,7230,687,568,82.7%
1863,7023,878,439,50.0%
1864,3602,420,361,86.0%
1865,7404,359,317,88.3%
1866,3848,2381,1058,44.4%
1867,3622,445,361,81.1%
1868,6767,259,233,90.0%
1869,3782,376,350,93.1%
1870,3760,488,263,53.9%
1871,7905,394,288,73.1%
1872,6525,231,198,85.7%
1873,7239,384,347,90.4%
1874,5122,444,251,56.5%
1875,5123,371,329,88.7%
1876,6996,754,370,49.1%
1877,3762,300,230,76.7%
1878,3706,349,283,81.1%
1879,7175,712,660,92.7%
1880,4727,903,545,60.4%
1881,3786,389,362,93.1%
1882,3763,713,592,83.0%
1883,3841,1050,905,86.2%
1884,3726,225,118,52.4%
1885,5040,484,437,90.3%
1886,3687,243,216,88.9%
1887,3849,1020,882,86.5%
1888,3688,576,521,90.5%
1889,3738,255,208,81.6%
1890,3709,293,260,88.7%
1891,3642,527,287,54.5%
1892,7235,1046,702,67.1%
1893,7226,538,434,80.7%
1894,3816,945,671,71.0%
1895,3751,561,484,86.3%
1896,7368,536,441,82.3%
1897,3739,625,503,80.5%
1898,6913,222,186,83.8%
1899,3781,784,526,67.1%
1900,3764,808,684,84.7%
1901,3765,439,267,60.8%
1902,3803,1262,781,61.9%
1903,3850,929,726,78.1%
1904,3851,529,432,81.7%
1905,7231,629,515,81.9%
1906,6822,982,712,72.5%
1907,3708,444,329,74.1%
1908,3818,752,497,66.1%
1909,7664,593,240,40.5%
1910,3625,201,187,93.0%
1911,3776,316,278,88.0%
1912,3843,819,539,65.8%
1913,4726,745,276,37.0%
1914,5186,647,86,13.3%
1915,5120,363,215,59.2%
1916,5185,343,322,93.9%
1917,7242,673,574,85.3%
1918,6528,349,301,86.2%
1919,5125,357,321,89.9%
