,school number,total enrollment,low income enrollment,percent of enrollment from low income families
147,1341,334,111,33.2%
148,1339,211,28,13.3%
149,1340,389,48,12.3%
150,6229,220,55,25.0%
151,7144,398,157,39.4%
152,917,395,147,37.2%
153,914,404,142,35.1%
154,7750,778,664,85.3%
155,5211,551,279,50.6%
156,4675,412,303,73.5%
157,5116,2015,978,48.5%
158,6451,469,243,51.8%
159,1006,496,284,57.3%
160,7030,602,337,56.0%
161,6896,476,188,39.5%
162,1008,559,403,72.1%
163,6788,655,306,46.7%
164,1594,336,111,33.0%
165,8434,186,52,28.0%
166,8433,113,47,41.6%
167,7987,378,210,55.6%
168,7988,347,169,48.7%
169,4188,344,156,45.3%
170,0,119,31,26.1%
171,6304,928,71,7.7%
172,7068,775,74,9.5%
173,6206,289,106,36.7%
174,7645,223,94,42.2%
175,6207,207,79,38.2%
176,7302,574,238,41.5%
177,3,619,210,33.9%
178,6921,568,221,38.9%
179,1605,717,354,49.4%
180,6808,853,452,53.0%
181,6349,161,65,40.4%
182,1597,372,161,43.3%
183,8378,496,275,55.4%
184,4802,317,53,16.7%
185,7326,325,56,17.2%
186,55,325,43,13.2%
187,62,1315,217,16.5%
188,4902,261,18,6.9%
189,61,609,99,16.3%
190,7327,549,84,15.3%
191,60,187,20,10.7%
192,5063,336,92,27.4%
193,3464,489,394,80.6%
194,3436,222,125,56.3%
195,3453,378,207,54.8%
196,6722,470,428,91.1%
197,4956,972,391,40.2%
198,3456,390,107,27.4%
199,6723,512,424,82.8%
200,4957,1868,900,48.2%
201,3458,310,241,77.7%
202,3449,477,246,51.6%
203,3459,227,27,11.9%
204,3442,254,138,54.3%
205,3465,2702,1453,53.8%
206,3443,312,217,69.6%
207,3454,325,276,84.9%
208,3455,338,111,32.8%
209,3463,741,331,44.7%
210,3462,749,496,66.2%
211,3452,490,205,41.8%
212,6633,232,174,75.0%
213,6634,228,148,64.9%
214,5286,1146,492,42.9%
215,6975,431,264,61.3%
216,5267,240,129,53.8%
217,4181,323,155,48.0%
218,649,473,353,74.6%
219,648,388,313,80.7%
220,650,319,202,63.3%
221,642,484,401,82.9%
222,1677,791,293,37.0%
223,6326,585,234,40.0%
224,7951,344,127,36.9%
225,1676,363,177,48.8%
226,7355,383,151,39.4%
227,6707,759,196,25.8%
228,8476,692,213,30.8%
229,6558,716,216,30.2%
230,6560,144,45,31.3%
231,6828,306,171,55.9%
232,5135,306,135,44.1%
233,7418,421,236,56.1%
234,8487,415,191,46.0%
235,8490,307,138,45.0%
236,2352,246,110,44.7%
237,0,310,181,58.4%
238,1610,104,38,36.5%
239,1612,435,167,38.4%
240,1611,348,144,41.4%
241,1606,433,237,54.7%
242,1608,210,53,25.2%
243,7419,229,83,36.2%
244,4659,632,163,25.8%
245,3891,795,224,28.2%
246,5263,594,183,30.8%
247,3887,201,49,24.4%
248,6891,474,0,0.0%
249,4034,282,87,30.9%
250,7400,233,65,27.9%
251,6804,928,241,26.0%
252,6305,717,269,37.5%
253,6306,2174,644,29.6%
254,6307,611,208,34.0%
255,762,280,136,48.6%
256,763,311,111,35.7%
257,754,551,145,26.3%
258,755,612,104,17.0%
259,766,474,188,39.7%
260,7981,782,564,72.1%
261,4691,739,440,59.5%
262,3092,591,400,67.7%
263,7037,612,421,68.8%
264,7281,519,358,69.0%
265,768,335,103,30.7%
266,6308,469,126,26.9%
267,8383,481,131,27.2%
268,7342,244,132,54.1%
269,70,368,178,48.4%
270,69,310,190,61.3%
271,68,201,105,52.2%
272,1014,341,226,66.3%
273,7743,209,144,68.9%
274,1013,649,459,70.7%
275,8368,914,504,55.1%
276,8369,899,556,61.8%
277,8367,1015,581,57.2%
278,8407,757,433,57.2%
279,1027,720,467,64.9%
280,1029,1666,963,57.8%
281,5148,464,200,43.1%
282,2362,432,194,44.9%
283,6162,621,243,39.1%
284,5231,451,215,47.7%
285,6163,102,46,45.1%
286,2368,208,117,56.3%
287,8384,721,465,64.5%
288,4818,444,269,60.6%
289,2154,364,227,62.4%
290,0,586,0,0.0%
291,7670,184,0,0.0%
292,1030,1461,560,38.3%
293,7477,451,230,51.0%
294,4195,528,212,40.2%
295,4333,505,194,38.4%
296,4340,574,205,35.7%
297,4339,415,160,38.6%
298,4336,264,101,38.3%
299,8494,152,136,89.5%
300,6690,1520,668,43.9%
301,8344,1481,539,36.4%
302,8343,824,398,48.3%
303,1148,528,216,40.9%
304,1150,241,61,25.3%
305,1134,206,148,71.8%
306,1138,430,252,58.6%
307,1142,323,143,44.3%
308,1184,235,117,49.8%
309,6999,987,388,39.3%
310,7221,462,182,39.4%
311,6939,151,66,43.7%
312,4203,277,116,41.9%
313,7347,545,266,48.8%
314,1199,313,134,42.8%
315,5212,425,164,38.6%
316,1299,222,111,50.0%
317,1298,309,104,33.7%
318,7509,285,45,15.8%
319,1682,422,63,14.9%
320,1678,269,42,15.6%
321,1680,245,30,12.2%
322,4211,266,53,19.9%
323,4217,1624,419,25.8%
324,7217,881,216,24.5%
325,7216,386,97,25.1%
326,4938,256,55,21.5%
327,8397,748,214,28.6%
328,7764,409,94,23.0%
329,4937,437,168,38.4%
330,4214,264,46,17.4%
331,5303,440,154,35.0%
332,988,417,129,30.9%
333,0,324,144,44.4%
334,8278,192,17,8.9%
335,4870,375,87,23.2%
336,2420,765,497,65.0%
337,7457,689,403,58.5%
338,0,456,206,45.2%
339,5109,576,241,41.8%
340,1692,403,173,42.9%
341,1694,1534,577,37.6%
342,1689,485,160,33.0%
343,1691,381,197,51.7%
344,7011,542,216,39.9%
345,1683,259,120,46.3%
346,1690,329,121,36.8%
347,1686,228,115,50.4%
348,1687,188,56,29.8%
349,7010,568,282,49.6%
350,79,597,316,52.9%
351,77,371,283,76.3%
352,78,323,133,41.2%
353,7315,466,277,59.4%
354,7112,307,144,46.9%
355,8345,216,112,51.9%
356,8472,180,145,80.6%
357,2797,453,260,57.4%
358,2798,498,256,51.4%
359,6593,532,276,51.9%
360,8222,757,266,35.1%
361,7271,588,234,39.8%
362,7274,591,261,44.2%
363,5007,792,378,47.7%
364,1040,1814,663,36.5%
365,8200,721,344,47.7%
366,7726,163,133,81.6%
367,4683,695,178,25.6%
368,7796,683,28,4.1%
369,1044,454,15,3.3%
370,1081,817,64,7.8%
371,5133,1385,130,9.4%
372,7790,1722,241,14.0%
373,1043,1507,246,16.3%
374,7435,477,15,3.1%
375,4852,437,49,11.2%
376,1048,416,12,2.9%
377,7653,816,142,17.4%
378,5307,956,84,8.8%
379,7520,558,30,5.4%
380,1047,484,20,4.1%
381,1041,866,117,13.5%
382,1057,394,23,5.8%
383,7654,721,29,4.0%
384,5306,483,27,5.6%
385,1042,841,140,16.6%
386,1131,591,57,9.6%
387,7715,878,121,13.8%
388,4678,806,68,8.4%
389,1132,522,53,10.2%
390,6646,454,181,39.9%
391,1208,571,188,32.9%
392,1202,369,133,36.0%
393,1205,197,73,37.1%
394,7201,679,192,28.3%
395,5390,617,194,31.4%
396,1619,606,113,18.6%
397,1744,790,594,75.2%
398,1746,1539,1006,65.4%
399,7820,791,244,30.8%
400,1745,1874,532,28.4%
401,1812,251,175,69.7%
402,7306,293,236,80.5%
403,1777,404,146,36.1%
404,6783,813,358,44.0%
405,1791,272,80,29.4%
406,1782,375,187,49.9%
407,1781,683,352,51.5%
408,1795,191,121,63.4%
409,1778,665,229,34.4%
410,1779,394,264,67.0%
411,1811,417,310,74.3%
412,1780,806,632,78.4%
413,1742,611,467,76.4%
414,5320,410,341,83.2%
415,1817,557,135,24.2%
416,2248,421,203,48.2%
417,6252,264,109,41.3%
418,7734,232,104,44.8%
419,6010,242,108,44.6%
420,7476,744,391,52.6%
421,5118,501,210,41.9%
422,0,45,12,26.7%
423,4967,836,501,59.9%
424,7720,135,135,100.0%
425,5094,501,218,43.5%
426,0,533,0,0.0%
427,8045,482,94,19.5%
428,8044,750,173,23.1%
429,8043,531,121,22.8%
430,8046,523,132,25.2%
431,6172,1083,468,43.2%
432,4545,1810,560,30.9%
433,4544,896,319,35.6%
434,4537,518,287,55.4%
435,4540,604,254,42.1%
436,4539,617,125,20.3%
437,7696,606,179,29.5%
438,5088,480,192,40.0%
439,7552,63,16,25.4%
440,8047,526,392,74.5%
441,2192,269,217,80.7%
442,8244,690,229,33.2%
443,2190,1105,560,50.7%
444,6615,1019,541,53.1%
445,2191,2286,1037,45.4%
446,4825,265,137,51.7%
447,6273,441,240,54.4%
448,2208,278,175,62.9%
449,2215,198,70,35.4%
450,6274,540,272,50.4%
451,2225,142,72,50.7%
452,8375,191,109,57.1%
453,8324,203,107,52.7%
454,2209,385,130,33.8%
455,2216,254,110,43.3%
456,2196,310,265,85.5%
457,7258,556,353,63.5%
458,4715,458,217,47.4%
459,7157,346,198,57.2%
460,6706,983,294,29.9%
461,7415,769,221,28.7%
462,94,721,231,32.0%
463,7445,855,225,26.3%
464,4234,663,172,25.9%
465,4235,491,149,30.3%
466,5250,714,264,37.0%
467,3250,373,161,43.2%
468,3260,1381,506,36.6%
469,3257,631,236,37.4%
470,3256,396,138,34.8%
471,3252,290,134,46.2%
472,3255,351,110,31.3%
473,8258,692,578,83.5%
474,7514,62,54,87.1%
475,7539,4550,4550,100.0%
476,0,801,449,56.1%
477,7292,968,304,31.4%
478,7860,793,305,38.5%
479,7293,418,128,30.6%
480,6492,961,927,96.5%
481,8020,481,467,97.1%
482,1958,294,283,96.3%
483,8303,414,401,96.9%
484,1829,244,229,93.9%
485,8302,330,324,98.2%
486,730,297,145,48.8%
487,729,417,189,45.3%
488,732,517,212,41.0%
489,1843,257,94,36.6%
490,7276,967,650,67.2%
491,1849,981,627,63.9%
492,5322,315,118,37.5%
493,1847,252,146,57.9%
494,1893,278,171,61.5%
495,7575,861,230,26.7%
496,8262,407,97,23.8%
497,7727,577,342,59.3%
498,7371,378,263,69.6%
499,8094,431,353,81.9%
500,5217,392,224,57.1%
501,1475,340,136,40.0%
502,6909,339,144,42.5%
503,1480,365,151,41.4%
504,1479,425,198,46.6%
505,7374,385,231,60.0%
506,921,392,202,51.5%
507,8315,1057,891,84.3%
508,6236,1046,601,57.5%
509,5276,388,206,53.1%
510,1376,401,261,65.1%
511,5012,1404,637,45.4%
512,8416,886,482,54.4%
513,1374,352,222,63.1%
514,1375,493,276,56.0%
515,8467,393,219,55.7%
516,1370,727,459,63.1%
517,7334,350,240,68.6%
518,7767,373,219,58.7%
519,2510,401,151,37.7%
520,6289,721,260,36.1%
521,6290,1016,350,34.4%
522,2506,452,185,40.9%
523,5053,383,132,34.5%
524,7628,2860,1310,45.8%
525,0,1435,1030,71.8%
526,7143,845,173,20.5%
527,5077,1162,278,23.9%
528,3261,207,63,30.4%
529,4711,574,132,23.0%
530,3333,1504,365,24.3%
531,3332,533,89,16.7%
532,3411,440,39,8.9%
533,2515,412,259,62.9%
534,8326,387,240,62.0%
535,7056,467,344,73.7%
536,5178,620,271,43.7%
537,6122,185,88,47.6%
538,7450,237,133,56.1%
539,7774,18090,9319,51.5%
540,7510,1221,1141,93.4%
541,3977,390,167,42.8%
542,3978,512,204,39.8%
543,5213,395,231,58.5%
544,5136,300,154,51.3%
545,2517,511,142,27.8%
546,2532,1280,394,30.8%
547,5113,630,265,42.1%
548,2531,663,244,36.8%
549,2522,367,171,46.6%
550,2521,557,217,39.0%
551,6268,495,184,37.2%
552,7822,845,363,43.0%
553,6267,600,258,43.0%
554,6898,632,259,41.0%
555,17,1242,462,37.2%
556,8224,616,277,45.0%
557,8225,300,129,43.0%
558,6132,328,33,10.1%
559,6133,329,30,9.1%
560,8226,281,132,47.0%
561,6643,492,288,58.5%
562,2097,386,176,45.6%
563,2105,967,519,53.7%
564,5228,1136,556,48.9%
565,5048,586,342,58.4%
566,2172,315,181,57.5%
567,4939,486,316,65.0%
568,7284,446,137,30.7%
569,777,809,244,30.2%
570,7651,766,268,35.0%
571,5203,416,205,49.3%
572,6944,257,194,75.5%
573,8087,256,172,67.2%
574,4800,1621,587,36.2%
575,6301,1238,487,39.3%
576,6302,533,153,28.7%
577,2728,551,242,43.9%
578,2729,605,208,34.4%
579,7300,459,240,52.3%
580,1998,617,362,58.7%
581,1997,398,245,61.6%
582,7793,408,225,55.1%
583,8311,437,315,72.1%
584,3868,365,179,49.0%
585,3869,344,115,33.4%
586,1088,539,58,10.8%
587,5096,1622,184,11.3%
588,7749,1995,275,13.8%
589,1086,689,74,10.7%
590,7208,464,60,12.9%
591,4680,440,53,12.0%
592,8447,911,119,13.1%
593,7657,524,50,9.5%
594,7432,592,54,9.1%
595,6453,826,77,9.3%
596,1087,361,30,8.3%
597,5308,397,82,20.7%
598,1130,693,43,6.2%
599,8469,401,36,9.0%
600,4098,551,232,42.1%
601,6595,609,304,49.9%
602,5037,354,137,38.7%
603,1632,372,110,29.6%
604,1651,337,213,63.2%
605,1654,778,360,46.3%
606,1653,402,224,55.7%
607,1650,319,154,48.3%
608,1645,328,244,74.4%
609,7194,327,149,45.6%
610,5179,462,190,41.1%
611,8446,1430,344,24.1%
612,2858,603,211,35.0%
613,5341,764,181,23.7%
614,7624,67,67,100.0%
615,7290,720,693,96.3%
616,5277,1223,0,0.0%
617,1701,2946,587,19.9%
618,6714,968,236,24.4%
619,1700,546,99,18.1%
620,5020,503,99,19.7%
621,1697,399,167,41.9%
622,1698,474,109,23.0%
623,4849,1348,270,20.0%
624,1696,553,74,13.4%
625,1699,499,108,21.6%
626,1695,558,157,28.1%
627,8438,966,207,21.4%
628,6238,516,238,46.1%
629,1529,487,247,50.7%
630,2868,572,169,29.5%
631,5150,587,174,29.6%
632,2869,794,185,23.3%
633,7596,523,150,28.7%
634,8132,1451,539,37.1%
635,6598,1100,432,39.3%
636,4553,1963,696,35.5%
637,4546,188,102,54.3%
638,4701,148,41,27.7%
639,4547,486,115,23.7%
640,4551,550,204,37.1%
641,4549,451,165,36.6%
642,4810,1071,252,23.5%
643,8285,657,208,31.7%
644,7544,741,212,28.6%
645,8007,625,208,33.3%
646,3424,502,161,32.1%
647,3425,629,165,26.2%
648,8201,518,205,39.6%
649,4833,519,176,33.9%
650,7627,26,0,0.0%
651,5278,1083,538,49.7%
652,8425,379,94,24.8%
653,511,349,145,41.5%
654,513,591,161,27.2%
655,7595,463,149,32.2%
656,6695,394,162,41.1%
657,0,349,201,57.6%
658,7058,646,273,42.3%
659,7057,659,423,64.2%
660,7162,432,163,37.7%
661,5261,1443,499,34.6%
662,3865,505,178,35.2%
663,3864,511,224,43.8%
664,7408,507,222,43.8%
665,7625,498,229,46.0%
666,3866,428,153,35.7%
667,4351,445,218,49.0%
668,4352,594,244,41.1%
669,6927,775,375,48.4%
670,7731,411,95,23.1%
671,4801,1129,256,22.7%
672,7186,474,117,24.7%
673,6678,768,187,24.3%
674,1749,445,112,25.2%
675,7775,633,354,55.9%
676,2539,925,386,41.7%
677,8228,907,400,44.1%
678,7165,494,207,41.9%
679,7786,577,237,41.1%
680,8229,362,142,39.2%
681,4558,1012,365,36.1%
682,8475,829,319,38.5%
683,4557,384,168,43.8%
684,7555,274,102,37.2%
685,4556,409,185,45.2%
686,1391,519,91,17.5%
687,7266,538,90,16.7%
688,1431,497,47,9.5%
689,7759,1702,256,15.0%
690,1387,1798,287,16.0%
691,7517,1148,130,11.3%
692,8174,883,37,4.2%
693,5011,519,111,21.4%
694,6476,642,84,13.1%
695,7516,1031,110,10.7%
696,8309,1017,125,12.3%
697,1432,440,28,6.4%
698,7265,564,27,4.8%
699,7990,604,45,7.5%
700,6621,505,42,8.3%
701,6477,653,51,7.8%
702,7550,166,153,92.2%
703,2385,283,169,59.7%
704,1541,1079,575,53.3%
705,6156,940,459,48.8%
706,6157,275,134,48.7%
707,1532,290,136,46.9%
708,6918,410,262,63.9%
709,6591,749,324,43.3%
710,8312,688,270,39.2%
711,7908,415,281,67.7%
712,8340,714,446,62.5%
713,8339,757,533,70.4%
714,3021,195,74,37.9%
715,3018,142,54,38.0%
716,6364,747,272,36.4%
717,3019,533,245,46.0%
718,2799,354,106,29.9%
719,2809,2850,751,26.4%
720,7560,867,198,22.8%
721,2808,270,102,37.8%
722,2802,375,131,34.9%
723,7559,1094,361,33.0%
724,2804,498,124,24.9%
725,5239,587,123,21.0%
726,4827,500,138,27.6%
727,8133,620,151,24.4%
728,5220,575,221,38.4%
729,1707,747,245,32.8%
730,1705,605,240,39.7%
731,4850,550,205,37.3%
732,7536,365,235,64.4%
733,8016,613,318,51.9%
734,7641,949,464,48.9%
735,6935,1337,613,45.8%
736,3204,429,284,66.2%
737,7366,915,464,50.7%
738,7642,626,340,54.3%
739,3201,415,276,66.5%
740,7411,417,237,56.8%
741,3202,341,186,54.5%
742,4822,607,191,31.5%
743,2552,430,192,44.7%
744,2500,443,155,35.0%
745,7209,439,185,42.1%
746,2554,950,357,37.6%
747,4707,524,240,45.8%
748,6612,587,224,38.2%
749,2740,747,275,36.8%
750,8137,556,224,40.3%
751,6611,284,107,37.7%
752,2735,205,71,34.6%
753,6174,497,204,41.0%
754,4559,365,166,45.5%
755,4564,666,312,46.8%
756,7439,567,258,45.5%
757,6285,362,167,46.1%
758,4563,327,170,52.0%
759,4915,573,397,69.3%
760,3482,2827,1077,38.1%
761,8351,1928,810,42.0%
762,3477,320,66,20.6%
763,3478,277,136,49.1%
764,3473,520,182,35.0%
765,5350,626,506,80.8%
766,8058,601,123,20.5%
767,5064,417,112,26.9%
768,8391,308,152,49.4%
769,136,280,69,24.6%
770,4804,572,200,35.0%
771,144,755,260,34.4%
772,8115,204,91,44.6%
773,142,203,85,41.9%
774,139,332,159,47.9%
775,2555,174,49,28.2%
776,8190,823,289,35.1%
777,2561,283,114,40.3%
778,6862,892,293,32.8%
779,2562,1221,339,27.8%
780,2558,136,59,43.4%
781,2559,135,43,31.9%
782,6417,558,308,55.2%
783,6418,532,284,53.4%
784,8166,241,127,52.7%
785,2675,692,366,52.9%
786,8167,347,195,56.2%
787,8165,247,148,59.9%
788,8028,1011,288,28.5%
789,2564,275,132,48.0%
790,2568,382,136,35.6%
791,8458,603,286,47.4%
792,6712,679,309,45.5%
793,6293,1304,524,40.2%
794,2563,308,174,56.5%
795,2570,450,216,48.0%
796,2003,469,440,93.8%
797,8419,649,589,90.8%
798,2004,432,391,90.5%
799,8417,2331,1935,83.0%
800,2001,558,408,73.1%
801,2009,589,490,83.2%
802,2011,401,323,80.5%
803,2021,542,400,73.8%
804,2013,390,316,81.0%
805,2016,431,390,90.5%
806,7515,732,330,45.1%
807,2018,439,360,82.0%
808,7035,535,484,90.5%
809,8420,801,614,76.7%
810,2025,797,647,81.2%
811,5045,719,397,55.2%
812,8163,347,347,100.0%
813,7665,1610,1301,80.8%
814,8216,919,877,95.4%
815,7564,493,363,73.6%
816,735,78,38,48.7%
817,7006,437,251,57.4%
818,7897,372,201,54.0%
819,7898,304,172,56.6%
820,7866,101,0,0.0%
821,8325,1338,897,67.0%
822,787,616,192,31.2%
823,788,1264,368,29.1%
824,6731,383,124,32.4%
825,786,456,145,31.8%
826,783,537,108,20.1%
827,7755,617,203,32.9%
828,6270,351,120,34.2%
829,6269,312,91,29.2%
830,7322,273,70,25.6%
831,7466,698,144,20.6%
832,6737,571,135,23.6%
833,2032,576,127,22.0%
834,6826,159,82,51.6%
835,7508,104,43,41.3%
836,2201,144,52,36.1%
837,7119,384,384,100.0%
838,5248,280,280,100.0%
839,4842,638,319,50.0%
840,7746,138,109,79.0%
841,1225,263,152,57.8%
842,1223,313,225,71.9%
843,7744,1786,1351,75.6%
844,791,227,67,29.5%
845,6311,676,227,33.6%
846,5023,822,231,28.1%
847,8057,541,197,36.4%
848,7857,463,246,53.1%
849,5016,757,543,71.7%
850,6840,213,85,39.9%
851,2246,134,44,32.8%
852,6160,74,46,62.2%
853,6159,72,38,52.8%
854,6701,125,65,52.0%
855,6161,132,63,47.7%
856,6420,423,269,63.6%
857,6419,345,172,49.9%
858,6899,969,424,43.8%
859,8382,827,383,46.3%
860,7187,448,196,43.8%
861,4242,444,190,42.8%
862,5328,515,219,42.5%
863,2037,648,294,45.4%
864,5226,117,56,47.9%
865,2036,367,122,33.2%
866,2035,345,197,57.1%
867,147,957,207,21.6%
868,149,375,27,7.2%
869,156,1309,306,23.4%
870,6780,397,101,25.4%
871,153,416,355,85.3%
872,461,697,86,12.3%
873,4667,414,311,75.1%
874,4106,859,406,47.3%
875,4101,314,123,39.2%
876,6166,221,108,48.9%
877,5119,477,187,39.2%
878,7163,733,122,16.6%
879,7602,794,132,16.6%
880,4357,731,118,16.1%
881,4360,1101,180,16.3%
882,8123,929,507,54.6%
883,7666,1261,764,60.6%
884,6686,485,234,48.2%
885,2126,308,122,39.6%
886,7176,250,123,49.2%
887,8150,654,575,87.9%
888,8357,437,223,51.0%
889,8356,389,221,56.8%
890,6563,401,184,45.9%
891,591,574,112,19.5%
892,8346,435,105,24.1%
893,594,543,132,24.3%
894,592,246,104,42.3%
895,7586,989,810,81.9%
896,7192,136,56,41.2%
897,6223,325,194,59.7%
898,7714,458,50,10.9%
899,6506,683,81,11.9%
900,7486,737,86,11.7%
901,1869,1546,195,12.6%
902,7313,1076,128,11.9%
903,161,307,207,67.4%
904,157,275,110,40.0%
905,170,1124,459,40.8%
906,8489,1053,418,39.7%
907,5191,334,150,44.9%
908,165,329,145,44.1%
909,2038,413,154,37.3%
910,2040,703,227,32.3%
911,5225,675,238,35.3%
912,2039,326,102,31.3%
913,8176,361,139,38.5%
914,6271,1031,357,34.6%
915,10,740,320,43.2%
916,5126,330,139,42.1%
917,7592,392,169,43.1%
918,8147,264,107,40.5%
919,8161,231,164,71.0%
920,2042,572,335,58.6%
921,2043,493,266,54.0%
922,6777,477,290,60.8%
923,6952,317,165,52.1%
924,5219,358,177,49.4%
925,7639,632,433,68.5%
926,8390,528,438,83.0%
927,793,495,205,41.4%
928,794,410,221,53.9%
929,801,619,300,48.5%
930,802,1483,634,42.8%
931,6794,546,262,48.0%
932,8096,472,273,57.8%
933,1368,372,30,8.1%
934,7695,623,72,11.6%
935,1424,1403,236,16.8%
936,1422,1085,177,16.3%
937,6479,631,123,19.5%
938,1461,496,99,20.0%
939,6193,977,481,49.2%
940,5288,474,303,63.9%
941,8405,1273,1220,95.8%
942,1252,612,604,98.7%
943,8314,100,97,97.0%
944,1251,1011,994,98.3%
945,4379,518,213,41.1%
946,6957,568,244,43.0%
947,4845,1178,332,28.2%
948,4386,641,339,52.9%
949,4380,562,113,20.1%
950,7768,507,371,73.2%
951,8430,528,372,70.5%
952,5242,719,474,65.9%
953,8429,487,350,71.9%
954,7748,676,175,25.9%
955,2202,668,217,32.5%
956,5117,728,205,28.2%
957,7427,604,198,32.8%
958,2206,1027,278,27.1%
959,5282,298,298,100.0%
960,7329,558,83,14.9%
961,4373,839,322,38.4%
962,4372,594,286,48.1%
963,5166,294,90,30.6%
964,5165,297,43,14.5%
965,8428,621,373,60.1%
966,3137,631,319,50.6%
967,7062,338,104,30.8%
968,6341,242,74,30.6%
969,7468,190,58,30.5%
970,8409,6,6,100.0%
971,6125,98,98,100.0%
972,7316,31,31,100.0%
973,3145,620,192,31.0%
974,8202,398,127,31.9%
975,6844,778,285,36.6%
976,5038,354,125,35.3%
977,6330,234,63,26.9%
978,6331,279,79,28.3%
979,808,687,258,37.6%
980,7447,487,234,48.0%
981,809,342,109,31.9%
982,7992,533,258,48.4%
983,175,448,48,10.7%
984,5190,914,128,14.0%
985,179,656,116,17.7%
986,178,326,29,8.9%
987,176,355,50,14.1%
988,2891,931,490,52.6%
989,7007,302,180,59.6%
990,8199,282,101,35.8%
991,2888,311,161,51.8%
992,8479,233,102,43.8%
