,school number,total enrollment,low income enrollment,percent of enrollment from low income families
977,5166,329,134,40.7%
978,5165,348,174,50.0%
979,3135,288,149,51.7%
980,3137,654,244,37.3%
981,3133,361,194,53.7%
982,7062,332,107,32.2%
983,6341,226,65,28.8%
984,7468,190,66,34.7%
985,8409,4,4,100.0%
986,6125,279,279,100.0%
987,7316,56,56,100.0%
988,3145,649,168,25.9%
989,8202,463,119,25.7%
990,3143,279,86,30.8%
991,6844,580,171,29.5%
992,1753,179,90,50.3%
993,5038,314,126,40.1%
994,6330,295,84,28.5%
995,6331,229,69,30.1%
996,808,690,271,39.3%
997,7447,514,202,39.3%
998,809,359,135,37.6%
999,7992,559,281,50.3%
1000,175,473,56,11.8%
1001,5190,"1,000",112,11.2%
1002,179,698,78,11.2%
1003,178,295,28,9.5%
1004,176,367,56,15.3%
1005,2891,935,481,51.4%
1006,7007,442,271,61.3%
1007,8199,295,180,61.0%
1008,2888,307,205,66.8%
1009,4565,241,150,62.2%
1010,4570,598,390,65.2%
1011,4571,489,266,54.4%
1012,4566,336,272,81.0%
1013,4568,241,120,49.8%
1014,7511,537,537,100.0%
1015,2047,294,124,42.2%
1016,2048,344,119,34.6%
1017,7948,696,197,28.3%
1018,2046,334,104,31.1%
1019,5227,483,176,36.4%
1020,7195,126,52,41.3%
1021,8316,140,54,38.6%
1022,8268,804,715,88.9%
1023,8264,644,562,87.3%
1024,8376,249,203,81.5%
1025,8265,413,373,90.3%
1026,1766,507,460,90.7%
1027,6333,"1,051",851,81.0%
1028,7902,327,204,62.4%
1029,8266,124,96,77.4%
1030,7901,352,276,78.4%
1031,8267,622,538,86.5%
1032,7623,733,647,88.3%
1033,7667,541,491,90.8%
1034,5079,456,175,38.4%
1035,3268,301,114,37.9%
1036,3271,354,95,26.8%
1037,3272,"1,572",392,24.9%
1038,6639,"1,095",285,26.0%
1039,3267,262,102,38.9%
1040,3270,729,121,16.6%
1041,1871,613,52,8.5%
1042,1876,577,68,11.8%
1043,1877,502,38,7.6%
1044,1878,"1,449",173,11.9%
1045,1879,"1,761",268,15.2%
1046,1874,566,77,13.6%
1047,1875,676,93,13.8%
1048,5151,644,377,58.5%
1049,7937,405,306,75.6%
1050,7661,729,203,27.8%
1051,6718,926,496,53.6%
1052,8333,478,383,80.1%
1053,7348,"3,425","1,705",49.8%
1054,7936,795,577,72.6%
1055,6930,"1,088",847,77.8%
1056,8334,860,640,74.4%
1057,8245,773,370,47.9%
1058,7340,935,229,24.5%
1059,7569,954,709,74.3%
1060,8041,497,497,100.0%
1061,5236,487,103,21.1%
1062,5055,590,194,32.9%
1063,2574,474,208,43.9%
1064,2577,536,202,37.7%
1065,2578,"2,170",633,29.2%
1066,6294,474,117,24.7%
1067,7421,476,153,32.1%
1068,7442,545,126,23.1%
1069,2576,577,230,39.9%
1070,2575,456,160,35.1%
1071,4389,511,206,40.3%
1072,7268,427,140,32.8%
1073,4404,"1,843",533,28.9%
1074,4394,413,79,19.1%
1075,5359,628,258,41.1%
1076,7269,454,108,23.8%
1077,4399,509,210,41.3%
1078,7270,410,149,36.3%
1079,4400,419,132,31.5%
1080,3146,601,267,44.4%
1081,8069,328,118,36.0%
1082,3150,801,264,33.0%
1083,3147,329,137,41.6%
1084,182,276,162,58.7%
1085,180,279,149,53.4%
1086,191,636,429,67.5%
1087,7202,564,377,66.8%
1088,5153,771,494,64.1%
1089,8308,136,70,51.5%
1090,7097,534,243,45.5%
1091,7381,554,190,34.3%
1092,6195,659,260,39.5%
1093,927,829,311,37.5%
1094,5207,830,256,30.8%
1095,6797,437,213,48.7%
1096,2331,436,206,47.2%
1097,8154,230,161,70.0%
1098,672,369,106,28.7%
1099,674,623,215,34.5%
1100,675,619,212,34.2%
1101,671,227,80,35.2%
1102,7280,219,82,37.4%
1103,8209,258,55,21.3%
1104,5333,421,200,47.5%
1105,2305,598,253,42.3%
1106,7525,385,183,47.5%
1107,7620,454,255,56.2%
1108,6606,308,225,73.1%
1109,8155,474,382,80.6%
1110,7542,571,571,100.0%
1111,7683,814,425,52.2%
1112,8361,400,274,68.5%
1113,2314,468,198,42.3%
1114,4964,415,172,41.4%
1115,2321,225,88,39.1%
1116,2322,197,78,39.6%
1117,2324,690,265,38.4%
1118,2325,851,311,36.5%
1119,7032,417,200,48.0%
1120,7765,210,27,12.9%
1121,8371,403,160,39.7%
1122,7557,207,153,73.9%
1123,8394,474,303,63.9%
1124,1881,613,375,61.2%
1125,1885,"1,105",555,50.2%
1126,7643,252,129,51.2%
1127,1883,502,263,52.4%
1128,6508,544,267,49.1%
1129,4847,346,226,65.3%
1130,0,292,177,60.6%
1131,2052,638,396,62.1%
1132,4817,596,361,60.6%
1133,6127,221,118,53.4%
1134,6126,235,94,40.0%
1135,8421,419,260,62.1%
1136,8024,571,363,63.6%
1137,5180,351,246,70.1%
1138,7029,438,211,48.2%
1139,2280,331,157,47.4%
1140,3276,377,56,14.9%
1141,8049,315,45,14.3%
1142,3031,220,98,44.5%
1143,5243,629,321,51.0%
1144,3034,742,319,43.0%
1145,3033,587,289,49.2%
1146,5060,218,93,42.7%
1147,1307,584,282,48.3%
1148,6965,752,341,45.3%
1149,7785,686,402,58.6%
1150,8149,983,643,65.4%
1151,5326,309,145,46.9%
1152,6218,269,95,35.3%
1153,2394,525,186,35.4%
1154,2390,227,86,37.9%
1155,4947,267,111,41.6%
1156,6255,587,228,38.8%
1157,2399,88,36,40.9%
1158,2391,165,55,33.3%
1159,2395,165,73,44.2%
1160,2393,106,34,32.1%
1161,7220,442,212,48.0%
1162,2400,119,38,31.9%
1163,2396,116,39,33.6%
1164,5230,356,175,49.2%
1165,2308,365,156,42.7%
1166,5244,486,304,62.6%
1167,5245,376,188,50.0%
1168,3100,280,134,47.9%
1169,1153,478,224,46.9%
1170,1154,688,303,44.0%
1171,7396,256,131,51.2%
1172,8172,451,247,54.8%
1173,1401,604,299,49.5%
1174,6482,"1,334",535,40.1%
1175,6834,"1,056",450,42.6%
1176,8171,280,129,46.1%
1177,1400,452,176,38.9%
1178,6694,496,239,48.2%
1179,1486,477,204,42.8%
1180,7979,687,522,76.0%
1181,7067,259,131,50.6%
1182,7795,110,82,74.5%
1183,6241,117,80,68.4%
1184,7589,"1,137",407,35.8%
1185,7590,822,395,48.1%
1186,4815,295,199,67.5%
1187,4917,259,106,40.9%
1188,1570,386,159,41.2%
1189,6242,185,120,64.9%
1190,6245,400,264,66.0%
1191,1588,291,117,40.2%
1192,7506,192,153,79.7%
1193,7461,348,115,33.0%
1194,203,190,46,24.2%
1195,5112,575,166,28.9%
1196,7462,449,141,31.4%
1197,204,286,115,40.2%
1198,7826,361,361,100.0%
1199,8358,525,446,85.0%
1200,7776,860,738,85.8%
1201,8363,193,175,90.7%
1202,8124,360,320,88.9%
1203,7191,483,352,72.9%
1204,4431,"1,145",465,40.6%
1205,7189,601,257,42.8%
1206,7190,561,199,35.5%
1207,4516,300,127,42.3%
1208,8277,550,261,47.5%
1209,810,220,78,35.5%
1210,6315,317,104,32.8%
1211,816,442,134,30.3%
1212,6316,324,96,29.6%
1213,7538,200,192,96.0%
1214,7565,577,319,55.3%
1215,4524,524,232,44.3%
1216,4528,470,204,43.4%
1217,7146,322,152,47.2%
1218,6403,434,133,30.6%
1219,6404,732,256,35.0%
1220,2924,891,232,26.0%
1221,7060,303,130,42.9%
1222,2922,379,88,23.2%
1223,2920,216,77,35.6%
1224,3155,385,161,41.8%
1225,7069,263,130,49.4%
1226,3154,395,202,51.1%
1227,2606,694,189,27.2%
1228,7939,629,142,22.6%
1229,2607,"1,043",241,23.1%
1230,6297,728,208,28.6%
1231,5285,389,129,33.2%
1232,5283,435,171,39.3%
1233,5284,543,236,43.5%
1234,2598,381,346,90.8%
1235,7182,416,404,97.1%
1236,2599,730,619,84.8%
1237,2581,411,391,95.1%
1238,2589,551,531,96.4%
1239,2592,454,404,89.0%
1240,2593,523,497,95.0%
1241,2597,371,310,83.6%
1242,5056,492,474,96.3%
1243,2584,540,505,93.5%
1244,2595,494,456,92.3%
1245,2596,"2,734","2,404",87.9%
1246,7922,301,282,93.7%
1247,6762,518,486,93.8%
1248,2594,557,499,89.6%
1249,2587,318,292,91.8%
1250,2590,332,268,80.7%
1251,2600,584,510,87.3%
1252,2591,454,414,91.2%
1253,0,862,428,49.7%
1254,2146,304,233,76.6%
1255,2163,379,177,46.7%
1256,4700,355,244,68.7%
1257,5146,702,436,62.1%
1258,6600,925,537,58.1%
1259,4820,308,201,65.3%
1260,7001,554,162,29.2%
1261,2680,550,164,29.8%
1262,4940,408,280,68.6%
1263,5156,628,106,16.9%
1264,6616,643,519,80.7%
1265,5337,402,277,68.9%
1266,2754,"1,053",752,71.4%
1267,5155,"1,316",865,65.7%
1268,6894,658,554,84.2%
1269,2746,507,391,77.1%
1270,2743,483,345,71.4%
1271,6579,329,163,49.5%
1272,7923,237,96,40.5%
1273,8393,159,84,52.8%
1274,5338,"2,375","1,542",64.9%
1275,7681,"1,719",758,44.1%
1276,7634,627,210,33.5%
1277,8130,459,355,77.3%
1278,1312,127,68,53.5%
1279,1313,240,98,40.8%
1280,1315,705,317,45.0%
1281,1314,752,386,51.3%
1282,1311,214,107,50.0%
1283,1310,307,194,63.2%
1284,4807,524,259,49.4%
1285,4665,478,116,24.3%
1286,4084,591,175,29.6%
1287,4085,618,128,20.7%
1288,4081,302,84,27.8%
1289,6940,264,160,60.6%
1290,4442,534,146,27.3%
1291,4440,339,122,36.0%
1292,5361,445,162,36.4%
1293,7675,670,667,99.6%
1294,0,"1,472",944,64.1%
1295,8125,735,391,53.2%
1296,7859,760,183,24.1%
1297,8206,743,500,67.3%
1298,6786,395,173,43.8%
1299,3532,373,135,36.2%
1300,8286,354,160,45.2%
1301,8406,828,350,42.3%
1302,14,614,206,33.6%
1303,13,481,191,39.7%
1304,1747,207,66,31.9%
1305,1752,386,97,25.1%
1306,1775,284,132,46.5%
1307,1776,"1,165",282,24.2%
1308,7414,891,200,22.4%
1309,1774,360,105,29.2%
1310,7844,17,12,70.6%
1311,1797,411,53,12.9%
1312,3293,"1,011",108,10.7%
1313,7597,509,62,12.2%
1314,3286,548,34,6.2%
1315,3291,734,60,8.2%
1316,3296,"1,204",157,13.0%
1317,3295,"1,476",201,13.6%
1318,3287,602,59,9.8%
1319,3288,679,97,14.3%
1320,3289,761,72,9.5%
1321,3294,"1,045",118,11.3%
1322,4960,755,139,18.4%
1323,7212,565,90,15.9%
1324,3297,958,110,11.5%
1325,3036,675,313,46.4%
1326,3037,369,151,40.9%
1327,4828,488,171,35.0%
1328,0,471,261,55.4%
1329,7291,309,161,52.1%
1330,7223,567,382,67.4%
1331,8403,456,297,65.1%
1332,7549,366,247,67.5%
1333,7954,417,189,45.3%
1334,8422,699,232,33.2%
1335,7953,926,333,36.0%
1336,2618,945,293,31.0%
1337,2619,291,128,44.0%
1338,6733,380,138,36.3%
1339,8246,931,266,28.6%
1340,2623,"1,757",488,27.8%
1341,5114,904,279,30.9%
1342,2621,334,80,24.0%
1343,4708,496,125,25.2%
1344,7383,395,80,20.3%
1345,2620,287,88,30.7%
1346,7672,"1,163","1,163",100.0%
1347,2339,636,322,50.6%
1348,8066,289,151,52.2%
1349,8138,417,253,60.7%
1350,7777,818,540,66.0%
1351,1898,409,59,14.4%
1352,1899,382,82,21.5%
1353,1902,"1,065",206,19.3%
1354,1901,716,148,20.7%
1355,1894,372,63,16.9%
1356,1896,365,57,15.6%
1357,7929,512,56,10.9%
1358,1155,714,58,8.1%
1359,5363,517,41,7.9%
1360,1158,481,35,7.3%
1361,1159,"1,087",80,7.4%
1362,7574,"1,356",550,40.6%
1363,8360,504,301,59.7%
1364,7678,587,385,65.6%
1365,8259,748,535,71.5%
1366,8288,589,401,68.1%
1367,7588,"1,229",751,61.1%
1368,8365,504,425,84.3%
1369,8208,582,403,69.2%
1370,8207,"1,474","1,176",79.8%
1371,8153,838,609,72.7%
1372,8152,563,373,66.3%
1373,7961,864,568,65.7%
1374,7909,772,586,75.9%
1375,8151,744,559,75.1%
1376,7910,"1,303",938,72.0%
1377,7582,986,843,85.5%
1378,4248,489,184,37.6%
1379,4244,229,97,42.4%
1380,4249,471,200,42.5%
1381,6976,383,188,49.1%
1382,7673,751,443,59.0%
1383,8400,706,425,60.2%
1384,6105,"1,070",592,55.3%
1385,8399,776,575,74.1%
1386,6672,271,260,95.9%
1387,1709,239,84,35.1%
1388,7837,469,259,55.2%
1389,8008,380,142,37.4%
1390,5098,"1,154",338,29.3%
1391,1715,903,287,31.8%
1392,5021,236,126,53.4%
1393,1711,291,67,23.0%
1394,4851,435,94,21.6%
1395,8257,809,542,67.0%
1396,3157,577,265,45.9%
1397,7792,167,77,46.1%
1398,3158,360,140,38.9%
1399,6744,422,245,58.1%
1400,6716,804,97,12.1%
1401,6845,405,29,7.2%
1402,3303,413,71,17.2%
1403,3305,"1,554",195,12.5%
1404,8139,742,92,12.4%
1405,5252,450,37,8.2%
1406,7573,409,33,8.1%
1407,6208,337,182,54.0%
1408,3994,287,132,46.0%
1409,7613,197,109,55.3%
1410,2423,"1,061",575,54.2%
1411,8304,745,377,50.6%
1412,5175,726,203,28.0%
1413,8005,225,158,70.2%
1414,1788,457,184,40.3%
1415,1790,647,281,43.4%
1416,1785,561,278,49.6%
1417,7756,449,261,58.1%
1418,3961,593,191,32.2%
1419,3962,852,234,27.5%
1420,7799,346,82,23.7%
1421,8232,383,147,38.4%
1422,6566,280,200,71.4%
1423,0,30,10,33.3%
1424,8307,333,219,65.8%
1425,6261,254,153,60.2%
1426,8182,387,165,42.6%
1427,8183,202,107,53.0%
1428,7789,548,430,78.5%
1429,8184,558,387,69.4%
1430,8187,"1,216",606,49.8%
1431,8186,793,426,53.7%
1432,8185,773,457,59.1%
1433,3196,208,106,51.0%
1434,7863,416,186,44.7%
1435,6809,511,188,36.8%
1436,4091,611,182,29.8%
1437,6360,464,196,42.2%
1438,2053,555,163,29.4%
1439,2054,628,320,51.0%
1440,4724,382,168,44.0%
1441,5329,641,330,51.5%
1442,4954,534,242,45.3%
1443,8071,"2,201",867,39.4%
1444,2059,541,293,54.2%
1445,7384,555,173,31.2%
1446,2062,528,234,44.3%
1447,1793,355,154,43.4%
1448,6682,181,87,48.1%
1449,1794,257,96,37.4%
1450,7064,333,150,45.0%
1451,1623,307,124,40.4%
1452,5353,517,304,58.8%
1453,6863,486,253,52.1%
1454,3541,656,326,49.7%
1455,7034,134,67,50.0%
1456,3537,252,123,48.8%
1457,4836,130,44,33.8%
1458,6699,513,268,52.2%
1459,6583,495,207,41.8%
1460,7108,835,403,48.3%
1461,8404,223,83,37.2%
1462,2686,410,155,37.8%
1463,6635,473,307,64.9%
1464,4444,405,279,68.9%
1465,7399,162,108,66.7%
1466,6181,222,125,56.3%
1467,6605,676,344,50.9%
1468,1164,606,252,41.6%
1469,6674,941,453,48.1%
1470,7800,520,309,59.4%
1471,3039,549,250,45.5%
1472,3040,380,178,46.8%
1473,0,313,34,10.9%
1474,8177,833,244,29.3%
1475,8418,"1,086",294,27.1%
1476,5017,950,240,25.3%
1477,5343,667,232,34.8%
1478,3044,237,83,35.0%
1479,3042,464,159,34.3%
1480,3045,630,206,32.7%
1481,5354,279,118,42.3%
1482,6421,395,195,49.4%
1483,4044,655,264,40.3%
1484,240,543,98,18.0%
1485,7441,353,95,26.9%
1486,8347,184,61,33.2%
1487,7952,191,19,9.9%
1488,8253,623,140,22.5%
1489,8254,568,115,20.2%
1490,4951,"1,167",252,21.6%
1491,8370,188,99,52.7%
1492,8112,211,136,64.5%
1493,8381,439,287,65.4%
1494,8380,196,146,74.5%
1495,6929,442,247,55.9%
1496,1550,429,215,50.1%
1497,7498,815,568,69.7%
1498,6936,437,258,59.0%
1499,8135,230,153,66.5%
1500,4454,200,98,49.0%
1501,4458,645,251,38.9%
1502,7791,290,128,44.1%
1503,4455,386,116,30.1%
1504,4457,369,206,55.8%
1505,4453,154,78,50.6%
1506,2295,118,64,54.2%
1507,2297,230,129,56.1%
1508,7944,452,175,38.7%
1509,7733,275,119,43.3%
1510,2291,321,179,55.8%
1511,7339,484,230,47.5%
1512,4049,452,181,40.0%
1513,249,240,34,14.2%
1514,251,275,29,10.5%
1515,248,356,54,15.2%
1516,250,314,18,5.7%
1517,7535,701,66,9.4%
1518,246,417,71,17.0%
1519,247,326,9,2.8%
1520,7534,659,81,12.3%
1521,254,"1,761",246,14.0%
1522,245,447,70,15.7%
1523,8006,593,370,62.4%
1524,4919,"1,348",759,56.3%
1525,6610,894,479,53.6%
1526,827,928,562,60.6%
1527,7546,279,227,81.4%
1528,3048,474,182,38.4%
1529,3047,590,221,37.5%
1530,8054,350,44,12.6%
1531,8055,340,65,19.1%
1532,3495,"1,554",293,18.9%
1533,8053,"1,105",211,19.1%
1534,3494,761,152,20.0%
1535,8056,614,156,25.4%
1536,5154,566,76,13.4%
1537,7128,623,195,31.3%
1538,1069,440,161,36.6%
1539,7380,"1,306",331,25.3%
1540,1071,466,174,37.3%
1541,6455,"2,565",723,28.2%
1542,1077,809,260,32.1%
1543,1076,741,264,35.6%
1544,1072,433,140,32.3%
1545,8374,793,252,31.8%
1546,2689,614,120,19.5%
1547,2688,585,128,21.9%
1548,6720,639,432,67.6%
1549,695,424,235,55.4%
1550,694,316,218,69.0%
1551,2701,98,61,62.2%
1552,8319,810,662,81.7%
1553,8284,477,325,68.1%
1554,2704,748,444,59.4%
1555,7164,991,802,80.9%
1556,7762,166,63,38.0%
1557,7649,"1,471",803,54.6%
1558,1084,520,54,10.4%
1559,1082,239,25,10.5%
1560,7561,358,34,9.5%
1561,7830,310,26,8.4%
1562,8321,296,119,40.2%
1563,4466,166,0,0.0%
1564,8322,669,404,60.4%
1565,8323,764,401,52.5%
1566,5260,490,296,60.4%
1567,7930,318,146,45.9%
1568,7931,257,130,50.6%
1569,7566,49,6,12.2%
1570,3263,460,356,77.4%
1571,3265,893,634,71.0%
1572,3321,730,614,84.1%
1573,5080,436,427,97.9%
1574,3318,391,315,80.6%
1575,3408,663,536,80.8%
1576,6729,"1,714","1,177",68.7%
1577,5253,530,307,57.9%
1578,8313,247,194,78.5%
1579,6998,118,95,80.5%
1580,3320,718,566,78.8%
1581,7364,568,492,86.6%
1582,263,499,12,2.4%
1583,5108,736,69,9.4%
1584,265,351,5,1.4%
1585,6603,378,26,6.9%
1586,266,446,14,3.1%
1587,270,504,22,4.4%
1588,7346,861,21,2.4%
1589,7379,819,31,3.8%
1590,268,745,79,10.6%
1591,8305,"2,650",181,6.8%
1592,269,369,36,9.8%
1593,5139,337,149,44.2%
1594,1489,279,121,43.4%
1595,4946,343,203,59.2%
1596,6145,517,260,50.3%
1597,6144,410,226,55.1%
1598,7360,390,191,49.0%
1599,8142,617,167,27.1%
1600,8052,608,139,22.9%
1601,6106,641,161,25.1%
1602,7101,"1,299",309,23.8%
1603,291,647,104,16.1%
1604,290,551,201,36.5%
1605,4958,960,396,41.3%
1606,7406,514,96,18.7%
1607,6907,372,58,15.6%
1608,7314,580,102,17.6%
1609,4831,608,194,31.9%
1610,5344,491,290,59.1%
1611,3379,501,174,34.7%
1612,3309,578,325,56.2%
1613,3275,532,207,38.9%
1614,4830,670,106,15.8%
1615,5345,"3,120","1,013",32.5%
1616,3325,422,114,27.0%
1617,3280,480,289,60.2%
1618,3322,841,188,22.4%
1619,3324,"1,209",479,39.6%
1620,3323,873,276,31.6%
1621,7407,567,156,27.5%
1622,3278,274,105,38.3%
1623,8097,279,72,25.8%
1624,8098,569,227,39.9%
1625,2446,938,312,33.3%
1626,8099,481,167,34.7%
1627,5233,721,247,34.3%
1628,7950,"1,050",333,31.7%
1629,3883,900,367,40.8%
1630,4837,426,229,53.8%
1631,7259,349,190,54.4%
1632,3988,346,193,55.8%
1633,7430,854,336,39.3%
1634,5062,519,233,44.9%
1635,3499,515,162,31.5%
1636,3500,474,152,32.1%
1637,3505,"1,849",579,31.3%
1638,5258,"1,355",452,33.4%
1639,5209,414,262,63.3%
1640,964,384,206,53.6%
1641,0,133,70,52.6%
1642,4572,360,162,45.0%
1643,7375,180,57,31.7%
1644,4578,640,233,36.4%
1645,4577,"1,128",365,32.4%
1646,5272,332,86,25.9%
1647,7962,465,179,38.5%
1648,7644,458,184,40.2%
1649,4576,265,133,50.2%
1650,7167,411,175,42.6%
1651,747,486,204,42.0%
1652,6859,366,118,32.2%
1653,6201,334,142,42.5%
1654,6860,352,154,43.8%
1655,2758,183,57,31.1%
1656,2755,203,71,35.0%
1657,2757,515,176,34.2%
1658,2756,209,72,34.4%
1659,8310,538,190,35.3%
1660,2760,696,228,32.8%
1661,6829,243,112,46.1%
1662,2818,512,210,41.0%
1663,2813,328,126,38.4%
1664,6727,474,223,47.0%
1665,6931,303,191,63.0%
1666,3875,230,153,66.5%
1667,6908,407,220,54.1%
1668,6371,295,186,63.1%
1669,4058,385,227,59.0%
1670,4060,505,314,62.2%
1671,4057,390,241,61.8%
1672,6373,539,276,51.2%
1673,6816,438,259,59.1%
1674,4579,413,70,16.9%
1675,4581,338,105,31.1%
1676,6345,"1,004",210,20.9%
1677,6346,765,189,24.7%
1678,7572,451,97,21.5%
1679,4580,219,76,34.7%
1680,30,273,149,54.6%
1681,6977,340,192,56.5%
1682,53,463,248,53.6%
1683,6353,178,117,65.7%
1684,2958,503,225,44.7%
1685,2955,220,108,49.1%
1686,2956,288,145,50.3%
1687,0,236,156,66.1%
1688,5144,389,235,60.4%
1689,6146,312,195,62.5%
1690,6745,450,251,55.8%
1691,2070,227,163,71.8%
1692,6449,426,119,27.9%
1693,2821,743,110,14.8%
1694,7353,535,87,16.3%
1695,2819,403,44,10.9%
1696,7856,785,405,51.6%
1697,8101,540,133,24.6%
1698,7758,855,218,25.5%
1699,4482,801,207,25.8%
1700,4717,"1,633",394,24.1%
1701,7757,480,229,47.7%
1702,5270,524,131,25.0%
1703,7716,456,44,9.6%
1704,1414,"1,131",377,33.3%
1705,1413,354,159,44.9%
1706,8004,351,146,41.6%
1707,7656,490,226,46.1%
1708,4115,437,269,61.6%
1709,7215,593,313,52.8%
1710,4931,619,295,47.7%
1711,8235,180,90,50.0%
1712,4116,112,56,50.0%
1713,2448,503,231,45.9%
1714,2449,431,159,36.9%
1715,7378,693,244,35.2%
1716,6319,378,114,30.2%
1717,6318,562,151,26.9%
1718,8205,"1,984","1,323",66.7%
1719,3876,201,133,66.2%
1720,3877,129,69,53.5%
1721,7753,77,41,53.2%
1722,3106,332,167,50.3%
1723,3107,303,158,52.1%
1724,7304,558,116,20.8%
1725,7198,631,141,22.3%
1726,7197,577,86,14.9%
1727,6487,648,167,25.8%
1728,1406,"1,591",276,17.3%
1729,5010,866,153,17.7%
1730,7994,562,47,8.4%
1731,8063,479,211,44.1%
1732,8064,572,257,44.9%
1733,6624,252,113,44.8%
1734,6623,517,214,41.4%
1735,1420,"1,314",407,31.0%
1736,1418,622,228,36.7%
1737,7063,209,52,24.9%
1738,1094,598,95,15.9%
1739,7312,349,67,19.2%
1740,1091,195,47,24.1%
1741,6456,170,37,21.8%
1742,4734,467,129,27.6%
1743,7140,281,85,30.2%
1744,7993,165,80,48.5%
1745,7172,449,199,44.3%
1746,1319,336,91,27.1%
1747,2761,354,83,23.4%
1748,8157,609,64,10.5%
1749,8162,237,96,40.5%
1750,2765,897,215,24.0%
1751,2766,"1,123",239,21.3%
1752,2764,362,103,28.5%
1753,7985,743,553,74.4%
1754,1322,509,427,83.9%
1755,8349,449,446,99.3%
1756,8348,734,730,99.5%
1757,2824,579,125,21.6%
1758,4672,577,193,33.4%
1759,8141,636,105,16.5%
1760,2823,377,118,31.3%
1761,6801,388,80,20.6%
1762,2827,455,146,32.1%
1763,7604,945,275,29.1%
1764,2829,"3,216",788,24.5%
1765,2826,556,124,22.3%
1766,2825,424,145,34.2%
1767,7603,"1,286",282,21.9%
1768,5274,825,398,48.2%
1769,6439,545,176,32.3%
1770,3511,419,188,44.9%
1771,5351,665,279,42.0%
1772,1213,550,216,39.3%
1773,7139,241,120,49.8%
1774,6990,521,213,40.9%
1775,6202,127,75,59.1%
1776,1255,209,103,49.3%
1777,8160,397,197,49.6%
1778,5019,967,716,74.0%
1779,8327,"1,229",755,61.4%
1780,309,"1,226",762,62.2%
1781,7141,658,246,37.4%
1782,2516,302,111,36.8%
1783,2629,333,107,32.1%
1784,2626,556,259,46.6%
1785,2627,300,72,24.0%
1786,7410,469,188,40.1%
1787,2628,325,135,41.5%
1788,5238,353,110,31.2%
1789,2633,"1,625",519,31.9%
1790,2634,346,121,35.0%
1791,1630,456,251,55.0%
1792,1629,394,155,39.3%
1793,6137,505,240,47.5%
1794,6942,515,234,45.4%
1795,7278,480,181,37.7%
1796,6136,478,184,38.5%
1797,1911,508,92,18.1%
1798,1910,360,100,27.8%
1799,5143,785,216,27.5%
1800,1912,278,106,38.1%
1801,5223,407,36,8.8%
1802,1915,"1,080",279,25.8%
1803,1053,464,97,20.9%
1804,1054,426,71,16.7%
1805,1055,441,94,21.3%
1806,1097,451,193,42.8%
1807,4681,636,137,21.5%
1808,1100,"2,355",548,23.3%
1809,7957,648,110,17.0%
1810,1099,464,152,32.8%
1811,1098,435,130,29.9%
1812,1052,439,95,21.6%
1813,7260,399,139,34.8%
1814,7028,382,209,54.7%
1815,2345,462,252,54.5%
1816,1347,242,76,31.4%
1817,1346,104,46,44.2%
1818,6847,454,161,35.5%
1819,6231,664,203,30.6%
1820,7519,595,56,9.4%
1821,7308,709,165,23.3%
1822,4853,570,46,8.1%
1823,1111,551,149,27.0%
1824,7465,250,102,40.8%
1825,1109,414,73,17.6%
1826,1107,437,154,35.2%
1827,1106,425,172,40.5%
1828,1101,408,182,44.6%
1829,4682,"3,091",736,23.8%
1830,1116,772,203,26.3%
1831,1102,482,53,11.0%
1832,1112,387,188,48.6%
1833,1113,944,221,23.4%
1834,7650,"9,664","3,176",32.9%
1835,7821,848,331,39.0%
1836,7819,"2,594","1,168",45.0%
1837,7687,"2,074","1,192",57.5%
1838,6185,443,100,22.6%
1839,6186,238,46,19.3%
1840,4490,370,81,21.9%
1841,4492,609,117,19.2%
1842,6648,"1,304",213,16.3%
1843,6187,313,36,11.5%
1844,7111,203,80,39.4%
1845,6189,352,76,21.6%
1846,7685,499,333,66.7%
1847,8037,486,299,61.5%
1848,2649,494,229,46.4%
1849,6300,214,133,62.1%
1850,2648,324,177,54.6%
1851,7459,515,71,13.8%
1852,3328,"1,788",279,15.6%
1853,3326,738,88,11.9%
1854,7794,610,129,21.1%
1855,7766,521,133,25.5%
1856,7554,714,66,9.2%
1857,3327,625,95,15.2%
1858,7770,560,528,94.3%
1859,7594,675,38,5.6%
1860,7393,885,68,7.7%
1861,5083,"1,450",110,7.6%
1862,4256,632,50,7.9%
1863,4255,407,28,6.9%
1864,7587,"1,143",386,33.8%
1865,7904,916,864,94.3%
1866,7256,349,278,79.7%
1867,5292,450,419,93.1%
1868,3758,952,912,95.8%
1869,6823,421,417,99.0%
1870,7024,305,292,95.7%
1871,3804,475,431,90.7%
1872,3805,253,225,88.9%
1873,8039,627,577,92.0%
1874,3618,490,423,86.3%
1875,6824,"1,422","1,371",96.4%
1876,8029,652,593,91.0%
1877,3732,696,613,88.1%
1878,3847,518,481,92.9%
1879,5183,718,657,91.5%
1880,3662,512,469,91.6%
1881,3663,453,418,92.3%
1882,7070,513,484,94.3%
1883,3620,356,317,89.0%
1884,3745,809,761,94.1%
1885,3684,494,467,94.5%
1886,6529,573,531,92.7%
1887,3601,441,373,84.6%
1888,8332,357,347,97.2%
1889,7230,916,838,91.5%
1890,7023,889,815,91.7%
1891,3602,560,490,87.5%
1892,7404,474,450,94.9%
1893,3848,"2,371","2,227",93.9%
1894,3622,550,501,91.1%
