,school number,total enrollment,low income enrollment,percent of enrollment from low income families
1893,3709,314,262,83.4%
1894,7235,"1,139",746,65.5%
1895,7226,541,435,80.4%
1896,3816,934,619,66.3%
1897,3751,627,510,81.3%
1898,7368,624,500,80.1%
1899,3739,681,525,77.1%
1900,6913,243,193,79.4%
1901,3781,804,511,63.6%
1902,3764,"1,066",826,77.5%
1903,3765,492,258,52.4%
1904,3803,"1,336",742,55.5%
1905,3850,898,646,71.9%
1906,3851,461,378,82.0%
1907,7231,695,539,77.6%
1908,6822,861,567,65.9%
1909,3708,543,385,70.9%
1910,3818,697,426,61.1%
1911,7664,616,231,37.5%
1912,3625,207,183,88.4%
1913,3776,365,317,86.8%
1914,3843,836,520,62.2%
1915,4726,800,259,32.4%
1916,5186,663,84,12.7%
1917,5120,388,236,60.8%
1918,5185,429,374,87.2%
1919,7242,804,662,82.3%
1920,6528,396,345,87.1%
1921,5125,445,399,89.7%
1922,3712,489,207,42.3%
1923,5187,405,368,90.9%
1924,7229,673,349,51.9%
1925,3766,676,486,71.9%
1926,3742,778,592,76.1%
1927,3713,367,219,59.7%
1928,3743,236,210,89.0%
1929,3693,529,461,87.1%
1930,3642,567,320,56.4%
1931,7227,265,191,72.1%
1932,5041,714,391,54.8%
1933,3714,456,209,45.8%
1934,7963,"1,013",811,80.1%
1935,3645,272,233,85.7%
1936,3626,313,268,85.6%
1937,5294,443,374,84.4%
1938,8389,446,404,90.6%
1939,7852,509,421,82.7%
1940,8388,475,365,76.8%
1941,7855,467,377,80.7%
1942,7228,417,331,79.4%
1943,6675,521,402,77.2%
1944,3647,548,420,76.6%
1945,3670,422,310,73.5%
1946,7811,350,195,55.7%
1947,3744,631,498,78.9%
1948,6530,504,380,75.4%
1949,3664,352,302,85.8%
1950,3845,"1,962","1,351",68.9%
1951,3717,372,248,66.7%
1952,4732,380,330,86.8%
1953,4961,919,561,61.0%
1954,3718,281,246,87.5%
1955,6533,315,284,90.2%
1956,7232,651,518,79.6%
1957,3694,271,228,84.1%
1958,3797,295,262,88.8%
1959,7521,678,566,83.5%
1960,3842,663,536,80.8%
1961,3808,"1,204",255,21.2%
1962,3769,"2,154","1,463",67.9%
1963,3648,685,255,37.2%
1964,3719,331,231,69.8%
1965,6534,571,493,86.3%
1966,3629,301,253,84.1%
1967,5293,376,343,91.2%
1968,3611,315,286,90.8%
1969,3630,341,307,90.0%
1970,6768,698,507,72.6%
1971,3649,549,73,13.3%
1972,7022,262,203,77.5%
1973,3720,375,265,70.7%
1974,3798,435,383,88.0%
1975,3697,260,191,73.5%
1976,3770,"1,083",745,68.8%
1977,4868,208,176,84.6%
1978,3749,647,529,81.8%
1979,6535,454,391,86.1%
1980,7815,395,302,76.5%
1981,7522,599,520,86.8%
1982,3650,510,323,63.3%
1983,3855,"3,348","2,049",61.2%
1984,3750,827,633,76.5%
1985,6960,288,184,63.9%
1986,7472,213,177,83.1%
1987,3857,446,328,73.5%
1988,7782,492,263,53.5%
1989,6548,266,167,62.8%
1990,7808,316,226,71.5%
1991,3613,411,354,86.1%
1992,7780,312,230,73.7%
1993,3675,286,254,88.8%
1994,7706,576,161,28.0%
1995,8293,484,408,84.3%
1996,3722,350,300,85.7%
1997,3616,422,337,79.9%
1998,8385,57,44,77.2%
1999,8386,90,77,85.6%
2000,7850,376,282,75.0%
2001,3801,574,384,66.9%
2002,5121,476,417,87.6%
2003,3783,229,141,61.6%
2004,6765,469,389,82.9%
2005,7813,459,346,75.4%
2006,3771,631,433,68.6%
2007,3614,439,381,86.8%
2008,8292,485,421,86.8%
2009,3701,453,379,83.7%
2010,8296,467,406,86.9%
2011,3724,365,303,83.0%
2012,3844,773,530,68.6%
2013,3668,267,191,71.5%
2014,6539,344,264,76.7%
2015,3861,527,317,60.2%
2016,7245,398,321,80.7%
2017,7903,750,555,74.0%
2018,7906,503,168,33.4%
2019,8387,354,203,57.3%
2020,3653,425,329,77.4%
2021,3725,467,232,49.7%
2022,3702,173,151,87.3%
2023,3800,436,381,87.4%
2024,3773,"1,140",791,69.4%
2025,3859,656,483,73.6%
2026,3654,939,682,72.6%
2027,3655,254,201,79.1%
2028,7234,"1,263",984,77.9%
2029,3635,314,218,69.4%
2030,4963,495,435,87.9%
2031,3727,419,356,85.0%
2032,7255,172,140,81.4%
2033,3753,461,397,86.1%
2034,7072,769,453,58.9%
2035,3657,512,392,76.6%
2036,3755,455,394,86.6%
2037,8331,247,199,80.6%
2038,8298,630,2,0.3%
2039,8330,672,312,46.4%
2040,8329,282,234,83.0%
2041,8328,229,183,79.9%
2042,8297,342,282,82.5%
2043,8294,371,252,67.9%
2044,8440,353,298,84.4%
2045,3835,480,391,81.5%
2046,7225,253,214,84.6%
2047,6527,"1,536",889,57.9%
2048,7663,540,411,76.1%
2049,3615,259,218,84.2%
2050,5124,572,500,87.4%
2051,3703,312,285,91.3%
2052,3860,372,287,77.2%
2053,3728,147,101,68.7%
2054,6544,600,527,87.8%
2055,7253,"1,385",931,67.2%
2056,5188,326,284,87.1%
2057,7233,476,381,80.0%
2058,7737,643,489,76.0%
2059,8454,268,192,71.6%
2060,7828,190,133,70.0%
2061,7647,"2,595","1,462",56.3%
2062,6239,283,130,45.9%
2063,1555,422,194,46.0%
2064,1560,502,198,39.4%
2065,8301,371,161,43.4%
2066,1430,288,161,55.9%
2067,8395,498,131,26.3%
2068,1426,"1,248",375,30.0%
2069,1425,954,270,28.3%
2070,8396,577,163,28.2%
2071,4841,436,102,23.4%
2072,3910,530,227,42.8%
2073,5262,513,213,41.5%
2074,3909,498,217,43.6%
2075,7999,"1,028",61,5.9%
2076,7998,324,28,8.6%
2077,315,"1,428",86,6.0%
2078,314,714,41,5.7%
2079,7997,417,31,7.4%
2080,7996,538,22,4.1%
2081,8203,704,586,83.2%
2082,409,"1,430",554,38.7%
2083,7616,171,144,84.2%
2084,7615,641,412,64.3%
2085,7878,382,335,87.7%
2086,7886,150,120,80.0%
2087,7889,305,252,82.6%
2088,7501,245,140,57.1%
2089,6019,377,242,64.2%
2090,6915,"1,179",792,67.2%
2091,7868,466,237,50.9%
2092,8106,863,218,25.3%
2093,326,580,336,57.9%
2094,412,660,443,67.1%
2095,7913,132,88,66.7%
2096,7692,283,183,64.7%
2097,6022,815,202,24.8%
2098,330,433,311,71.8%
2099,6811,183,121,66.1%
2100,6024,449,205,45.7%
2101,8204,628,545,86.8%
2102,6026,329,237,72.0%
2103,400,200,175,87.5%
2104,6028,365,168,46.0%
2105,7880,366,343,93.7%
2106,8255,503,444,88.3%
2107,6042,384,262,68.2%
2108,7870,197,177,89.8%
2109,6044,197,139,70.6%
2110,7871,197,166,84.3%
2111,7881,257,168,65.4%
2112,8108,227,211,93.0%
2113,8110,330,277,83.9%
2114,363,298,216,72.5%
2115,351,303,61,20.1%
2116,365,588,490,83.3%
2117,8105,859,449,52.3%
2118,6047,105,86,81.9%
2119,8300,100,1,1.0%
2120,416,363,290,79.9%
2121,395,257,134,52.1%
2122,6664,62,31,50.0%
2123,7742,262,210,80.2%
2124,379,247,156,63.2%
2125,8107,596,231,38.8%
2126,7693,338,216,63.9%
2127,7888,462,345,74.7%
2128,7916,43,32,74.4%
2129,7362,120,101,84.2%
2130,7039,295,214,72.5%
2131,7884,266,190,71.4%
2132,7876,197,181,91.9%
2133,7694,166,103,62.0%
2134,7877,209,158,75.6%
2135,7885,161,102,63.4%
2136,7502,192,125,65.1%
2137,7730,432,247,57.2%
2138,6385,"1,024",557,54.4%
2139,5058,"1,007",482,47.9%
2140,6622,696,406,58.3%
2141,7434,980,393,40.1%
2142,3210,"1,417",463,32.7%
2143,7660,813,336,41.3%
2144,7183,582,238,40.9%
2145,427,470,122,26.0%
2146,8354,532,103,19.4%
2147,5105,621,129,20.8%
2148,7193,752,169,22.5%
2149,435,"1,161",227,19.6%
2150,7482,701,294,41.9%
2151,8236,"1,038",652,62.8%
2152,3216,"1,281",503,39.3%
2153,8010,599,245,40.9%
2154,7738,"1,624",965,59.4%
2155,7867,759,489,64.4%
2156,7739,930,280,30.1%
2157,8281,767,291,37.9%
2158,3214,568,287,50.5%
2159,7055,492,322,65.4%
2160,3111,390,203,52.1%
2161,7984,408,212,52.0%
2162,1270,398,198,49.7%
2163,3334,677,310,45.8%
2164,6746,743,340,45.8%
2165,3338,"1,020",412,40.4%
2166,3337,363,127,35.0%
2167,3336,257,79,30.7%
2168,3345,345,270,78.3%
2169,3339,324,220,67.9%
2170,3341,345,264,76.5%
2171,3346,972,691,71.1%
2172,3348,863,546,63.3%
2173,3342,332,233,70.2%
2174,3915,748,473,63.2%
2175,5265,713,387,54.3%
2176,3924,941,411,43.7%
2177,8260,205,202,98.5%
2178,7540,627,406,64.8%
2179,8129,847,730,86.2%
2180,7848,377,293,77.7%
2181,8306,275,260,94.5%
2182,7772,571,495,86.7%
2183,7831,351,304,86.6%
2184,7832,778,622,79.9%
2185,8193,381,347,91.1%
2186,8218,250,218,87.2%
2187,8362,310,116,37.4%
2188,8437,"1,023",754,73.7%
2189,6165,825,552,66.9%
2190,6893,431,213,49.4%
2191,2350,402,187,46.5%
2192,6108,420,60,14.3%
2193,6852,397,71,17.9%
2194,448,623,120,19.3%
2195,447,430,97,22.6%
2196,8410,351,131,37.3%
2197,1122,376,133,35.4%
2198,7836,473,169,35.7%
2199,1128,"1,682",543,32.3%
2200,5132,294,165,56.1%
2201,1121,385,155,40.3%
2202,4965,847,285,33.6%
2203,7630,349,103,29.5%
2204,6510,470,33,7.0%
2205,7697,595,48,8.1%
2206,6511,827,88,10.6%
2207,1921,"1,195",145,12.1%
2208,6512,537,89,16.6%
2209,8366,"8,138","3,616",44.4%
2210,5275,"1,214",979,80.6%
2211,840,808,793,98.1%
2212,8117,"1,994","1,905",95.5%
2213,844,303,298,98.3%
2214,852,539,503,93.3%
2215,8247,540,481,89.1%
2216,858,"1,017",925,91.0%
2217,5206,515,511,99.2%
2218,856,917,874,95.3%
2219,8116,"5,223","4,956",94.9%
2220,845,711,662,93.1%
2221,5028,455,430,94.5%
2222,855,755,743,98.4%
2223,8457,687,653,95.1%
2224,5026,539,519,96.3%
2225,7484,358,347,96.9%
2226,5027,527,511,97.0%
2227,832,638,580,90.9%
2228,5025,502,469,93.4%
2229,831,463,448,96.8%
2230,6837,330,154,46.7%
2231,8050,638,266,41.7%
2232,4593,383,107,27.9%
2233,4595,501,339,67.7%
2234,4589,224,91,40.6%
2235,5362,421,178,42.3%
2236,4597,836,368,44.0%
2237,4598,"1,444",556,38.5%
2238,8275,96,59,61.5%
2239,1495,585,220,37.6%
2240,8168,235,125,53.2%
2241,8169,208,65,31.3%
2242,7636,"1,101",323,29.3%
2243,3164,506,230,45.5%
2244,3165,468,235,50.2%
2245,7684,449,438,97.6%
2246,1278,735,216,29.4%
2247,7941,733,218,29.7%
2248,7413,360,198,55.0%
2249,1989,222,97,43.7%
2250,6805,190,100,52.6%
2251,1925,461,172,37.3%
2252,5043,224,187,83.5%
2253,1926,362,128,35.4%
2254,1928,366,102,27.9%
2255,4705,403,136,33.7%
2256,1930,283,116,41.0%
2257,1934,"1,880",742,39.5%
2258,7218,"1,287",566,44.0%
2259,1932,278,190,68.3%
2260,4268,391,146,37.3%
2261,8197,583,350,60.0%
2262,8103,858,399,46.5%
2263,7019,841,361,42.9%
2264,8189,628,261,41.6%
2265,700,427,182,42.6%
2266,8188,313,128,40.9%
2267,5093,456,268,58.8%
2268,6748,341,195,57.2%
2269,2496,710,420,59.2%
2270,0,127,99,78.0%
2271,6928,390,137,35.1%
2272,295,339,40,11.8%
2273,6109,174,70,40.2%
2274,7532,514,495,96.3%
2275,8401,634,631,99.5%
2276,7333,313,233,74.4%
2277,8000,202,136,67.3%
2278,8279,164,114,69.5%
2279,6209,309,132,42.7%
2280,6210,355,100,28.2%
2281,1940,500,48,9.6%
2282,7365,478,55,11.5%
2283,6514,457,56,12.3%
2284,1942,"1,169",186,15.9%
2285,1937,410,42,10.2%
2286,6625,924,158,17.1%
2287,7677,710,695,97.9%
2288,5355,284,107,37.7%
2289,3930,511,327,64.0%
2290,1978,93,51,54.8%
2291,1991,165,78,47.3%
2292,6697,549,270,49.2%
2293,1992,458,227,49.6%
2294,5169,643,260,40.4%
2295,6864,495,143,28.9%
2296,5365,512,130,25.4%
2297,2833,523,128,24.5%
2298,6818,152,79,52.0%
2299,4002,121,58,47.9%
2300,8083,644,479,74.4%
2301,3485,632,153,24.2%
2302,7210,614,152,24.8%
2303,5352,724,161,22.2%
2304,965,475,241,50.7%
2305,6713,529,285,53.9%
2306,7568,"1,342",592,44.1%
2307,7331,420,183,43.6%
2308,3935,271,119,43.9%
2309,5264,465,202,43.4%
2310,0,125,52,41.6%
2311,6587,185,103,55.7%
2312,7066,213,131,61.5%
2313,7429,764,234,30.6%
2314,864,643,195,30.3%
2315,6888,666,232,34.8%
2316,5149,287,218,76.0%
2317,2474,374,276,73.8%
2318,2476,234,199,85.0%
2319,2481,630,439,69.7%
2320,2455,250,216,86.4%
2321,4736,404,333,82.4%
2322,4858,565,459,81.2%
2323,6970,374,294,78.6%
2324,5232,562,415,73.8%
2325,7700,759,588,77.5%
2326,4952,243,152,62.6%
2327,6413,"1,524","1,051",69.0%
2328,2487,630,530,84.1%
2329,2489,"1,218",867,71.2%
2330,6791,713,518,72.7%
2331,4857,286,180,62.9%
2332,3968,543,223,41.1%
2333,3969,795,278,35.0%
2334,6817,571,238,41.7%
2335,7507,531,245,46.1%
2336,7013,293,103,35.2%
2337,0,434,231,53.2%
2338,1178,768,101,13.2%
2339,1180,554,121,21.8%
2340,7488,489,111,22.7%
2341,4907,838,167,19.9%
2342,7489,574,93,16.2%
2343,1179,510,43,8.4%
2344,5311,"1,148",218,19.0%
2345,8318,"2,341",398,17.0%
2346,8084,332,114,34.3%
2347,6594,163,161,98.8%
2348,4006,195,194,99.5%
2349,4696,346,96,27.7%
2350,5101,305,133,43.6%
2351,4843,167,94,56.3%
2352,458,374,108,28.9%
2353,8001,869,370,42.6%
2354,460,"1,246",464,37.2%
2355,8002,605,251,41.5%
2356,7009,804,479,59.6%
2357,7893,693,324,46.8%
2358,8283,330,202,61.2%
2359,7892,361,174,48.2%
2360,7397,126,65,51.6%
2361,6800,84,27,32.1%
2362,7398,67,29,43.3%
2363,3173,495,338,68.3%
2364,3170,280,261,93.2%
2365,8093,536,331,61.8%
2366,8092,331,239,72.2%
2367,3171,253,219,86.6%
2368,7705,418,221,52.9%
2369,7387,258,140,54.3%
2370,3124,400,216,54.0%
2371,3938,546,398,72.9%
2372,3940,451,313,69.4%
2373,2706,550,199,36.2%
2374,2708,512,169,33.0%
2375,7741,335,74,22.1%
2376,6357,247,41,16.6%
2377,3567,350,38,10.9%
2378,3549,357,57,16.0%
2379,3569,879,364,41.4%
2380,8372,670,320,47.8%
2381,1724,127,32,25.2%
2382,7925,460,233,50.7%
2383,7924,426,200,46.9%
2384,1729,783,379,48.4%
2385,5221,"1,066",434,40.7%
2386,7921,452,247,54.6%
2387,1169,333,135,40.5%
2388,1171,438,166,37.9%
2389,1172,611,205,33.6%
2390,6647,463,174,37.6%
2391,3116,403,256,63.5%
2392,3117,357,186,52.1%
2393,2656,199,90,45.2%
2394,7354,414,177,42.8%
2395,2654,310,168,54.2%
2396,2655,410,175,42.7%
2397,2657,410,191,46.6%
2398,2658,"1,098",437,39.8%
2399,5054,341,136,39.9%
2400,7481,402,224,55.7%
2401,4009,510,269,52.7%
2402,8274,"1,080",520,48.1%
2403,6660,434,274,63.1%
2404,3357,330,170,51.5%
2405,3266,422,125,29.6%
2406,8062,751,272,36.2%
2407,4722,808,118,14.6%
2408,7262,454,99,21.8%
2409,8282,423,49,11.6%
2410,3354,"2,077",458,22.1%
2411,7752,459,86,18.7%
2412,4900,415,145,34.9%
2413,7638,235,33,14.0%
2414,7751,617,339,54.9%
2415,8459,491,238,48.5%
2416,8460,326,175,53.7%
2417,1177,751,214,28.5%
2418,7460,487,148,30.4%
2419,7718,311,102,32.8%
2420,7717,501,166,33.1%
2421,4599,267,103,38.6%
2422,4601,215,67,31.2%
2423,4602,712,193,27.1%
2424,6832,384,112,29.2%
2425,7699,393,118,30.0%
2426,4600,376,96,25.5%
2427,8263,794,82,10.3%
2428,7490,840,91,10.8%
2429,468,723,81,11.2%
2430,470,"1,076",124,11.5%
2431,6328,681,147,21.6%
2432,8402,461,148,32.1%
2433,1730,400,121,30.3%
2434,7611,484,136,28.1%
2435,7527,21,21,100.0%
2436,7682,653,202,30.9%
2437,6906,521,154,29.6%
2438,467,560,156,27.9%
2439,6568,416,148,35.6%
2440,714,320,101,31.6%
2441,6937,216,81,37.5%
2442,4603,518,221,42.7%
2443,6641,"1,032",362,35.1%
2444,4605,231,56,24.2%
2445,4606,497,209,42.1%
2446,4608,"1,261",449,35.6%
2447,4607,584,155,26.5%
2448,3054,443,214,48.3%
2449,7719,201,91,45.3%
2450,3056,578,224,38.8%
2451,6516,"1,336","1,065",79.7%
2452,1861,641,501,78.2%
2453,6505,623,508,81.5%
2454,6501,721,593,82.2%
2455,1943,589,476,80.8%
2456,7946,271,173,63.8%
2457,2271,278,137,49.3%
2458,2284,271,146,53.9%
2459,6900,446,151,33.9%
2460,1627,387,74,19.1%
2461,7668,422,116,27.5%
2462,7391,363,3,0.8%
2463,2253,320,41,12.8%
2464,2309,165,92,55.8%
2465,2310,116,44,37.9%
2466,2313,632,279,44.1%
2467,2312,191,93,48.7%
2468,8072,383,54,14.1%
2469,8073,399,55,13.8%
2470,8075,668,104,15.6%
2471,4808,524,91,17.4%
2472,2839,"1,082",190,17.6%
2473,4070,209,118,56.5%
2474,4062,170,92,54.1%
2475,4064,283,139,49.1%
2476,4068,551,277,50.3%
2477,4839,518,282,54.4%
2478,4613,407,148,36.4%
2479,7556,506,106,20.9%
2480,6692,497,112,22.5%
2481,6286,465,118,25.4%
2482,4614,971,236,24.3%
2483,6932,529,302,57.1%
2484,8102,457,246,53.8%
2485,7978,272,165,60.7%
2486,6191,554,263,47.5%
2487,7960,775,773,99.7%
2488,7648,31,16,51.6%
2489,941,561,217,38.7%
2490,936,364,205,56.3%
2491,8076,356,169,47.5%
2492,5130,400,194,48.5%
2493,4617,412,105,25.5%
2494,4620,319,109,34.2%
2495,4623,"1,167",281,24.1%
2496,4622,592,155,26.2%
2497,6725,648,177,27.3%
2498,4618,652,177,27.1%
2499,7321,441,73,16.6%
2500,7940,541,74,13.7%
2501,3358,252,44,17.5%
2502,4809,569,68,12.0%
2503,3364,385,125,32.5%
2504,7458,152,68,44.7%
2505,3365,"1,206",191,15.8%
2506,7817,644,117,18.2%
2507,7818,641,113,17.6%
2508,3367,"2,584",474,18.3%
2509,7763,449,35,7.8%
2510,1949,973,216,22.2%
2511,6518,690,196,28.4%
2512,6519,662,81,12.2%
2513,1950,"1,338",265,19.8%
2514,8134,613,56,9.1%
2515,3368,569,104,18.3%
2516,3370,612,117,19.1%
2517,3376,733,156,21.3%
2518,3375,633,122,19.3%
2519,1354,235,24,10.2%
2520,1356,303,75,24.8%
2521,1350,305,27,8.9%
2522,7735,387,39,10.1%
2523,1358,393,78,19.8%
2524,7426,756,176,23.3%
2525,6233,461,72,15.6%
2526,6234,797,120,15.1%
2527,1359,361,28,7.8%
2528,1357,353,52,14.7%
2529,1364,"2,370",485,20.5%
2530,6113,752,371,49.3%
2531,193,205,126,61.5%
2532,259,321,172,53.6%
2533,260,369,265,71.8%
2534,196,402,302,75.1%
2535,1799,729,528,72.4%
2536,1801,572,467,81.6%
2537,477,494,434,87.9%
2538,7505,359,358,99.7%
2539,8377,295,271,91.9%
2540,8158,84,31,36.9%
2541,7123,230,118,51.3%
2542,3221,209,124,59.3%
2543,6683,800,352,44.0%
2544,8355,308,105,34.1%
2545,3224,"1,250",422,33.8%
2546,7593,809,313,38.7%
2547,7839,"1,113",470,42.2%
2548,7635,479,273,57.0%
2549,8180,325,160,49.2%
2550,4030,268,107,39.9%
2551,7567,108,60,55.6%
2552,6885,455,242,53.2%
2553,4054,317,170,53.6%
2554,7106,374,190,50.8%
2555,4945,706,438,62.0%
2556,1806,715,412,57.6%
2557,1805,691,403,58.3%
2558,1802,696,445,63.9%
2559,6608,704,275,39.1%
2560,3589,467,138,29.6%
2561,7367,526,170,32.3%
2562,7551,214,122,57.0%
2563,8359,526,454,86.3%
2564,8126,"1,081",545,50.4%
2565,7662,492,233,47.4%
2566,5070,700,273,39.0%
2567,7031,653,374,57.3%
2568,3948,269,118,43.9%
2569,7846,114,92,80.7%
2570,8252,"1,006",755,75.0%
2571,7833,287,142,49.5%
2572,7363,229,141,61.6%
2573,1666,226,140,61.9%
2574,1663,246,172,69.9%
2575,6168,206,142,68.9%
2576,7601,460,281,61.1%
2577,1668,527,348,66.0%
2578,4811,355,218,61.4%
2579,7862,461,284,61.6%
2580,5208,674,409,60.7%
2581,4690,443,29,6.5%
2582,1423,"2,318",175,7.5%
2583,1434,406,14,3.4%
2584,1439,428,31,7.2%
2585,1440,516,9,1.7%
2586,1421,"1,098",73,6.6%
2587,1438,576,32,5.6%
2588,4689,"1,156",69,6.0%
2589,3955,308,125,40.6%
2590,3954,157,40,25.5%
2591,3957,421,143,34.0%
2592,4276,417,98,23.5%
2593,6638,751,266,35.4%
2594,7402,386,199,51.6%
2595,6012,"1,040",317,30.5%
2596,7424,277,87,31.4%
2597,7388,407,192,47.2%
2598,1000,632,284,44.9%
2599,8192,442,231,52.3%
2600,996,317,131,41.3%
2601,6321,306,164,53.6%
2602,6322,331,138,41.7%
2603,4670,650,263,40.5%
2604,8478,64,61,95.3%
2605,8445,589,363,61.6%
2606,8443,406,216,53.2%
2607,5271,921,411,44.6%
2608,8444,160,85,53.1%
2609,6215,150,95,63.3%
2610,6216,131,67,51.1%
2611,0,104,104,100.0%
2612,6280,713,258,36.2%
2613,6281,556,277,49.8%
2614,6282,250,109,43.6%
2615,2221,228,98,43.0%
2616,2222,231,129,55.8%
2617,2226,316,173,54.7%
2618,752,368,235,63.9%
2619,753,271,172,63.5%
2620,8411,301,186,61.8%
2621,872,309,96,31.1%
2622,868,344,100,29.1%
2623,5029,333,88,26.4%
2624,873,"1,008",243,24.1%
2625,7328,950,267,28.1%
2626,7614,742,373,50.3%
2627,949,550,249,45.3%
2628,7518,536,258,48.1%
2629,2712,203,96,47.3%
2630,7083,173,91,52.6%
2631,2709,331,195,58.9%
2632,6795,459,374,81.5%
2633,2075,311,193,62.1%
2634,7289,249,170,68.3%
2635,8473,257,175,68.1%
2636,1501,312,182,58.3%
2637,6933,142,124,87.3%
2638,2182,463,425,91.8%
2639,6007,138,107,77.5%
2640,7933,272,272,100.0%
2641,7934,169,163,96.4%
2642,2137,96,85,88.5%
2643,2139,304,303,99.7%
2644,2184,733,665,90.7%
2645,2185,159,125,78.6%
2646,1441,367,30,8.2%
2647,6719,997,92,9.2%
2648,7214,359,21,5.8%
2649,7736,524,28,5.3%
2650,1442,312,55,17.6%
2651,1443,"1,334",127,9.5%
2652,6680,469,238,50.7%
2653,2358,463,197,42.5%
2654,8287,529,529,100.0%
2655,8195,559,558,99.8%
2656,8145,483,483,100.0%
2657,8251,741,739,99.7%
2658,8146,630,630,100.0%
2659,7580,636,636,100.0%
2660,8196,203,203,100.0%
2661,7938,458,217,47.4%
2662,21,522,188,36.0%
2663,8480,388,164,42.3%
2664,7437,270,105,38.9%
2665,4699,715,310,43.4%
2666,1959,287,134,46.7%
2667,1970,"1,585","1,260",79.5%
2668,1960,700,587,83.9%
2669,7943,322,280,87.0%
2670,1971,"1,376",784,57.0%
2671,1964,627,372,59.3%
2672,1965,752,577,76.7%
2673,1966,648,322,49.7%
2674,7359,499,299,59.9%
2675,1968,519,452,87.1%
2676,7480,391,289,73.9%
2677,1972,"3,855","2,481",64.4%
2678,7845,278,226,81.3%
2679,1969,491,309,62.9%
2680,7263,371,191,51.5%
2681,6340,362,151,41.7%
2682,6339,318,155,48.7%
2683,3385,380,58,15.3%
2684,5251,455,48,10.5%
2685,3382,423,45,10.6%
2686,7652,430,44,10.2%
2687,4943,931,133,14.3%
2688,5078,"1,331",199,15.0%
2689,6468,272,188,69.1%
2690,4832,383,69,18.0%
2691,3389,324,108,33.3%
2692,8426,435,179,41.1%
2693,3391,263,64,24.3%
2694,3395,"1,238",508,41.0%
2695,3394,"1,277",548,42.9%
2696,3401,939,306,32.6%
2697,7798,764,276,36.1%
2698,5249,783,287,36.7%
2699,7797,705,210,29.8%
2700,7073,467,178,38.1%
2701,7264,419,85,20.3%
2702,8468,488,152,31.1%
2703,5081,"1,032",296,28.7%
2704,3406,819,260,31.7%
2705,5195,433,31,7.2%
2706,5196,590,45,7.6%
2707,490,525,48,9.1%
2708,491,628,61,9.7%
2709,4859,467,38,8.1%
2710,492,"1,367",149,10.9%
2711,7563,322,230,71.4%
2712,7562,311,238,76.5%
2713,8194,355,251,70.7%
2714,4126,386,208,53.9%
2715,7920,431,244,56.6%
2716,6776,496,203,40.9%
2717,6775,747,278,37.2%
2718,7487,525,235,44.8%
2719,7283,563,233,41.4%
2720,5162,509,311,61.1%
2721,8128,221,133,60.2%
2722,8338,373,270,72.4%
2723,4310,"1,005",533,53.0%
2724,6956,683,399,58.4%
2725,7169,487,282,57.9%
2726,7417,456,250,54.8%
2727,4305,251,162,64.5%
2728,1905,530,115,21.7%
2729,5287,"1,243",170,13.7%
2730,1908,868,114,13.1%
2731,1952,561,55,9.8%
2732,1906,554,32,5.8%
2733,5356,322,155,48.1%
2734,4148,652,388,59.5%
2735,8335,314,127,40.4%
2736,4143,471,186,39.5%
2737,8290,197,96,48.7%
2738,4146,263,134,51.0%
2739,7843,737,427,57.9%
2740,4149,676,312,46.2%
2741,4133,307,166,54.1%
2742,4135,392,202,51.5%
2743,8373,425,172,40.5%
2744,5103,500,150,30.0%
2745,3575,554,222,40.1%
2746,2661,434,82,18.9%
2747,7420,483,158,32.7%
2748,4823,540,127,23.5%
2749,2660,451,154,34.1%
2750,5336,644,152,23.6%
2751,2663,"1,283",276,21.5%
2752,4286,422,264,62.6%
2753,6912,182,125,68.7%
2754,7456,870,635,73.0%
2755,6148,412,133,32.3%
2756,7475,476,149,31.3%
2757,6654,404,141,34.9%
2758,6424,276,100,36.2%
2759,4295,726,313,43.1%
2760,7446,369,188,50.9%
2761,6425,151,75,49.7%
2762,4291,393,211,53.7%
2763,6865,413,183,44.3%
2764,2233,630,429,68.1%
2765,2234,315,171,54.3%
2766,2238,470,246,52.3%
2767,5330,416,181,43.5%
2768,8408,"1,071",567,52.9%
2769,2243,"1,278",575,45.0%
2770,6446,287,164,57.1%
2771,6838,136,80,58.8%
2772,1327,171,95,55.6%
2773,4075,202,96,47.5%
2774,5095,341,166,48.7%
2775,4079,479,192,40.1%
2776,4080,441,143,32.4%
2777,7760,555,94,16.9%
2778,5366,490,139,28.4%
2779,6895,732,178,24.3%
2780,509,"1,025",192,18.7%
2781,5367,488,117,24.0%
2782,6599,328,165,50.3%
2783,1566,327,163,49.8%
2784,8456,286,144,50.3%
2785,1452,"1,107",201,18.2%
2786,1392,377,62,16.4%
2787,1395,431,68,15.8%
2788,1456,558,79,14.2%
2789,1454,566,127,22.4%
2790,4812,554,125,22.6%
2791,6910,537,113,21.0%
2792,5137,875,153,17.5%
2793,1457,605,64,10.6%
2794,4813,486,63,13.0%
2795,7324,566,99,17.5%
2796,1451,860,139,16.2%
2797,7894,"1,278",170,13.3%
2798,6734,"1,237",208,16.8%
2799,1453,"1,379",235,17.0%
2800,1458,543,76,14.0%
2801,8353,332,153,46.1%
2802,8442,311,105,33.8%
2803,516,371,73,19.7%
2804,7382,777,179,23.0%
2805,519,397,87,21.9%
2806,4867,701,156,22.3%
2807,523,953,201,21.1%
2808,6803,209,95,45.5%
