,school number,total enrollment,low income enrollment,percent of enrollment from low income families
1680,7829.0,481,100,20.8%
1681,5260.0,564,261,46.3%
1682,7930.0,370,129,34.9%
1683,7931.0,246,97,39.4%
1684,7566.0,47,4,8.5%
1685,3263.0,434,265,61.1%
1686,3265.0,911,506,55.5%
1687,3321.0,566,393,69.4%
1688,5080.0,404,376,93.1%
1689,3318.0,370,271,73.2%
1690,3408.0,594,411,69.2%
1691,6729.0,"1,912","1,012",52.9%
1692,5253.0,522,234,44.8%
1693,6998.0,91,64,70.3%
1694,3320.0,473,343,72.5%
1695,7364.0,441,336,76.2%
1696,263.0,411,14,3.4%
1697,5108.0,720,55,7.6%
1698,265.0,480,10,2.1%
1699,6603.0,352,22,6.3%
1700,266.0,445,12,2.7%
1701,270.0,569,19,3.3%
1702,7346.0,670,14,2.1%
1703,7379.0,647,12,1.9%
1704,268.0,764,45,5.9%
1705,271.0,"1,307",54,4.1%
1706,6793.0,"1,314",43,3.3%
1707,269.0,368,22,6.0%
1708,5139.0,319,126,39.5%
1709,1489.0,346,121,35.0%
1710,4946.0,366,159,43.4%
1711,6145.0,624,211,33.8%
1712,6144.0,379,181,47.8%
1713,7360.0,381,141,37.0%
1714,286.0,199,40,20.1%
1715,8052.0,510,76,14.9%
1716,6106.0,"1,030",215,20.9%
1717,7101.0,"1,199",152,12.7%
1718,282.0,251,33,13.1%
1719,291.0,505,86,17.0%
1720,285.0,183,55,30.1%
1721,290.0,525,140,26.7%
1722,4958.0,"1,059",0,0.0%
1723,7406.0,597,32,5.4%
1724,6907.0,418,21,5.0%
1725,4831.0,608,42,6.9%
1726,7314.0,570,40,7.0%
1727,5344.0,396,82,20.7%
1728,3379.0,438,55,12.6%
1729,3309.0,583,124,21.3%
1730,3275.0,412,65,15.8%
1731,4830.0,667,32,4.8%
1732,5345.0,"3,084",361,11.7%
1733,3325.0,411,61,14.8%
1734,3280.0,580,171,29.5%
1735,3322.0,839,57,6.8%
1736,3324.0,"1,348",204,15.1%
1737,3323.0,779,140,18.0%
1738,7407.0,553,79,14.3%
1739,3278.0,313,81,25.9%
1740,2447.0,165,49,29.7%
1741,8097.0,280,55,19.6%
1742,8098.0,494,141,28.5%
1743,2446.0,"1,097",241,22.0%
1744,8099.0,476,122,25.6%
1745,5233.0,762,174,22.8%
1746,7950.0,"1,024",478,46.7%
1747,3883.0,931,323,34.7%
1748,4837.0,410,196,47.8%
1749,7259.0,383,199,52.0%
1750,3988.0,437,207,47.4%
1751,5062.0,621,156,25.1%
1752,3499.0,659,98,14.9%
1753,3500.0,661,104,15.7%
1754,3505.0,"1,807",282,15.6%
1755,7430.0,"1,018",233,22.9%
1756,5258.0,833,149,17.9%
1757,5209.0,443,197,44.5%
1758,964.0,384,136,35.4%
1759,9999.0,488,188,38.5%
1760,4572.0,332,110,33.1%
1761,7375.0,251,67,26.7%
1762,4578.0,558,200,35.8%
1763,4577.0,"1,033",352,34.1%
1764,5272.0,408,118,28.9%
1765,7962.0,393,143,36.4%
1766,7644.0,470,182,38.7%
1767,4576.0,290,130,44.8%
1768,7167.0,652,283,43.4%
1769,747.0,525,181,34.5%
1770,6859.0,560,213,38.0%
1771,6201.0,211,83,39.3%
1772,6860.0,449,220,49.0%
1773,2758.0,234,64,27.4%
1774,2755.0,283,41,14.5%
1775,2757.0,461,75,16.3%
1776,2756.0,269,45,16.7%
1777,7392.0,336,74,22.0%
1778,2760.0,817,117,14.3%
1779,6829.0,293,102,34.8%
1780,2818.0,689,196,28.4%
1781,2813.0,382,153,40.1%
1782,6727.0,566,222,39.2%
1783,6931.0,327,179,54.7%
1784,3875.0,278,134,48.2%
1785,6908.0,325,150,46.2%
1786,6371.0,281,156,55.5%
1787,4058.0,360,185,51.4%
1788,6372.0,288,132,45.8%
1789,4060.0,436,217,49.8%
1790,4057.0,341,205,60.1%
1791,6373.0,478,224,46.9%
1792,6816.0,403,170,42.2%
1793,4579.0,385,46,11.9%
1794,4581.0,302,60,19.9%
1795,6345.0,"1,045",104,10.0%
1796,6346.0,740,121,16.4%
1797,7572.0,479,50,10.4%
1798,4580.0,218,51,23.4%
1799,30.0,235,114,48.5%
1800,6977.0,428,195,45.6%
1801,53.0,629,241,38.3%
1802,7562.0,331,278,84.0%
1803,6353.0,349,234,67.0%
1804,2957.0,124,73,58.9%
1805,2955.0,257,102,39.7%
1806,2956.0,281,106,37.7%
1807,2958.0,627,211,33.7%
1808,9999.0,570,347,60.9%
1809,5144.0,407,209,51.4%
1810,6146.0,402,184,45.8%
1811,6745.0,576,227,39.4%
1812,2070.0,253,151,59.7%
1813,6449.0,497,63,12.7%
1814,2821.0,792,60,7.6%
1815,7353.0,545,50,9.2%
1816,2819.0,532,45,8.5%
1817,7856.0,736,338,45.9%
1818,8101.0,489,93,19.0%
1819,7758.0,799,168,21.0%
1820,4482.0,832,182,21.9%
1821,4717.0,"1,690",318,18.8%
1822,7757.0,464,152,32.8%
1823,5270.0,514,93,18.1%
1824,7716.0,447,49,11.0%
1825,7665.0,717,551,76.8%
1826,1414.0,884,184,20.8%
1827,1413.0,378,114,30.2%
1828,8004.0,400,119,29.8%
1829,6484.0,418,118,28.2%
1830,7656.0,536,105,19.6%
1831,4115.0,553,341,61.7%
1832,4109.0,117,49,41.9%
1833,7215.0,495,254,51.3%
1834,4931.0,745,299,40.1%
1835,4112.0,185,116,62.7%
1836,4116.0,140,89,63.6%
1837,2448.0,481,203,42.2%
1838,2449.0,428,146,34.1%
1839,7378.0,814,143,17.6%
1840,6319.0,437,68,15.6%
1841,6318.0,685,94,13.7%
1842,3876.0,212,123,58.0%
1843,3877.0,146,63,43.2%
1844,7753.0,169,80,47.3%
1845,3106.0,377,192,50.9%
1846,3107.0,339,156,46.0%
1847,7304.0,551,125,22.7%
1848,7198.0,518,44,8.5%
1849,7197.0,526,48,9.1%
1850,6487.0,588,92,15.6%
1851,1406.0,"1,400",141,10.1%
1852,5010.0,786,97,12.3%
1853,7994.0,536,30,5.6%
1854,8063.0,381,153,40.2%
1855,8064.0,579,231,39.9%
1856,6624.0,280,97,34.6%
1857,6623.0,740,263,35.5%
1858,1420.0,"1,191",386,32.4%
1859,1418.0,571,193,33.8%
1860,7690.0,607,227,37.4%
1861,7063.0,261,28,10.7%
1862,1094.0,687,64,9.3%
1863,7312.0,436,58,13.3%
1864,1091.0,271,49,18.1%
1865,6456.0,243,35,14.4%
1866,7993.0,150,53,35.3%
1867,4734.0,557,102,18.3%
1868,7140.0,347,80,23.1%
1869,7172.0,484,180,37.2%
1870,1319.0,382,73,19.1%
1871,2761.0,403,38,9.4%
1872,4904.0,613,105,17.1%
1873,2765.0,705,112,15.9%
1874,2766.0,"1,015",133,13.1%
1875,2764.0,509,81,15.9%
1876,7985.0,410,410,100.0%
1877,1322.0,818,459,56.1%
1878,1323.0,355,198,55.8%
1879,6693.0,488,219,44.9%
1880,2824.0,640,67,10.5%
1881,4672.0,724,95,13.1%
1882,2823.0,462,45,9.7%
1883,6801.0,572,84,14.7%
1884,2827.0,424,106,25.0%
1885,7604.0,"1,122",162,14.4%
1886,2829.0,"3,158",354,11.2%
1887,2826.0,656,64,9.8%
1888,2825.0,435,50,11.5%
1889,7603.0,"1,099",147,13.4%
1890,5274.0,591,198,33.5%
1891,6439.0,647,142,21.9%
1892,3511.0,521,137,26.3%
1893,5351.0,681,201,29.5%
1894,1213.0,599,203,33.9%
1895,7139.0,275,103,37.5%
1896,6990.0,471,175,37.2%
1897,6202.0,121,53,43.8%
1898,1255.0,261,104,39.8%
1899,8012.0,458,271,59.2%
1900,8013.0,326,194,59.5%
1901,5019.0,"1,467",779,53.1%
1902,8014.0,685,424,61.9%
1903,309.0,"1,206",511,42.4%
1904,8015.0,435,282,64.8%
1905,7141.0,569,166,29.2%
1906,2516.0,297,84,28.3%
1907,2629.0,306,68,22.2%
1908,2626.0,442,177,40.0%
1909,2627.0,299,56,18.7%
1910,7410.0,506,141,27.9%
1911,2628.0,350,89,25.4%
1912,5238.0,345,83,24.1%
1913,2633.0,"1,676",314,18.7%
1914,2634.0,379,93,24.5%
1915,1911.0,438,57,13.0%
1916,1910.0,320,54,16.9%
1917,5143.0,790,129,16.3%
1918,1912.0,252,70,27.8%
1919,5223.0,416,33,7.9%
1920,1915.0,"1,102",177,16.1%
1921,6185.0,491,68,13.8%
1922,6186.0,255,19,7.5%
1923,4490.0,405,41,10.1%
1924,4492.0,615,75,12.2%
1925,6648.0,"1,497",164,11.0%
1926,6187.0,455,25,5.5%
1927,7111.0,165,61,37.0%
1928,6189.0,410,59,14.4%
1929,1630.0,581,232,39.9%
1930,1629.0,625,220,35.2%
1931,6137.0,611,304,49.8%
1932,6942.0,604,273,45.2%
1933,7278.0,532,190,35.7%
1934,6136.0,638,212,33.2%
1935,1053.0,458,60,13.1%
1936,1054.0,483,46,9.5%
1937,1055.0,434,87,20.0%
1938,1097.0,398,53,13.3%
1939,4681.0,573,77,13.4%
1940,1100.0,"2,359",261,11.1%
1941,7957.0,662,74,11.2%
1942,1099.0,444,80,18.0%
1943,1098.0,525,77,14.7%
1944,1052.0,483,40,8.3%
1945,7260.0,429,87,20.3%
1946,7028.0,542,272,50.2%
1947,2345.0,443,182,41.1%
1948,1347.0,220,47,21.4%
1949,1346.0,92,24,26.1%
1950,6847.0,450,141,31.3%
1951,6231.0,697,155,22.2%
1952,7519.0,586,25,4.3%
1953,7308.0,755,104,13.8%
1954,4853.0,620,12,1.9%
1955,1111.0,513,29,5.7%
1956,7465.0,265,71,26.8%
1957,1109.0,490,2,0.4%
1958,1107.0,403,86,21.3%
1959,1106.0,434,80,18.4%
1960,1101.0,295,71,24.1%
1961,4682.0,"3,369",391,11.6%
1962,1116.0,948,127,13.4%
1963,1102.0,618,10,1.6%
1964,1104.0,344,69,20.1%
1965,1112.0,323,57,17.6%
1966,1113.0,"1,016",117,11.5%
1967,7650.0,"8,539","2,873",33.6%
1968,7821.0,420,117,27.9%
1969,7819.0,"2,020",979,48.5%
1970,7687.0,"3,691","1,042",28.2%
1971,7685.0,563,479,85.1%
1972,8037.0,378,88,23.3%
1973,2649.0,626,116,18.5%
1974,6300.0,429,116,27.0%
1975,2648.0,349,138,39.5%
1976,7459.0,720,63,8.8%
1977,3328.0,"1,691",165,9.8%
1978,3326.0,759,68,9.0%
1979,7794.0,644,85,13.2%
1980,7766.0,581,101,17.4%
1981,7554.0,804,37,4.6%
1982,3327.0,679,81,11.9%
1983,7770.0,416,323,77.6%
1984,7594.0,798,16,2.0%
1985,7393.0,"1,014",26,2.6%
1986,5083.0,"1,450",42,2.9%
1987,4256.0,696,28,4.0%
1988,4255.0,491,12,2.4%
1989,7587.0,"1,197",286,23.9%
1990,7904.0,494,249,50.4%
1991,7256.0,438,438,100.0%
1992,3617.0,487,487,100.0%
1993,5292.0,383,367,95.8%
1994,3758.0,879,349,39.7%
1995,6823.0,418,418,100.0%
1996,7024.0,239,114,47.7%
1997,3804.0,532,515,96.8%
1998,3805.0,199,199,100.0%
1999,8039.0,251,118,47.0%
2000,8040.0,334,334,100.0%
2001,3618.0,425,390,91.8%
2002,6824.0,"1,292",698,54.0%
2003,7237.0,146,146,100.0%
2004,8029.0,768,737,96.0%
2005,3732.0,682,664,97.4%
2006,3847.0,"1,243","1,243",100.0%
2007,7238.0,501,501,100.0%
2008,5183.0,674,674,100.0%
2009,3733.0,605,605,100.0%
2010,3662.0,327,327,100.0%
2011,3663.0,422,422,100.0%
2012,3792.0,468,468,100.0%
2013,7070.0,533,263,49.3%
2014,3840.0,919,919,100.0%
2015,3620.0,409,371,90.7%
2016,3745.0,422,422,100.0%
2017,3684.0,446,432,96.9%
2018,6529.0,519,374,72.1%
2019,3601.0,577,508,88.0%
2020,7230.0,"1,495",664,44.4%
2021,4728.0,472,437,92.6%
2022,7023.0,637,637,100.0%
2023,3664.0,608,608,100.0%
2024,3602.0,611,611,100.0%
2025,7404.0,433,433,100.0%
2026,3848.0,"2,331",870,37.3%
2027,3622.0,633,633,100.0%
2028,6767.0,658,658,100.0%
2029,3666.0,675,674,99.9%
2030,4733.0,443,443,100.0%
2031,3782.0,593,575,97.0%
2032,3760.0,404,171,42.3%
2033,7781.0,436,436,100.0%
2034,7905.0,384,134,34.9%
2035,6525.0,801,361,45.1%
2036,5122.0,445,416,93.5%
2037,7239.0,434,434,100.0%
2038,5123.0,622,622,100.0%
2039,6996.0,663,663,100.0%
2040,3736.0,792,359,45.3%
2041,3762.0,375,274,73.1%
2042,6763.0,640,640,100.0%
2043,3706.0,545,545,100.0%
2044,7175.0,648,648,100.0%
2045,4727.0,845,460,54.4%
2046,3786.0,302,302,100.0%
2047,3763.0,798,363,45.5%
2048,3841.0,805,805,100.0%
2049,3726.0,264,264,100.0%
2050,3787.0,298,298,100.0%
2051,3624.0,518,460,88.8%
2052,3604.0,330,261,79.1%
2053,5040.0,433,433,100.0%
2054,3687.0,219,181,82.6%
2055,3849.0,"1,892","1,872",98.9%
2056,3708.0,623,599,96.1%
2057,3737.0,927,402,43.4%
2058,3688.0,791,791,100.0%
2059,3738.0,400,301,75.3%
2060,3709.0,566,566,100.0%
2061,5039.0,568,531,93.5%
2062,7235.0,872,510,58.5%
2063,7226.0,483,483,100.0%
2064,3816.0,"1,586",831,52.4%
2065,3751.0,682,682,100.0%
2066,7368.0,702,702,100.0%
2067,3690.0,462,397,85.9%
2068,3739.0,859,691,80.4%
2069,6913.0,317,215,67.8%
2070,3781.0,804,385,47.9%
2071,7240.0,418,418,100.0%
2072,3764.0,"1,102",857,77.8%
2073,3765.0,389,191,49.1%
2074,3803.0,"1,014",527,52.0%
2075,3850.0,"1,749","1,749",100.0%
2076,3851.0,676,658,97.3%
2077,7231.0,"1,040",813,78.2%
2078,6822.0,643,643,100.0%
2079,3791.0,324,324,100.0%
2080,3818.0,643,643,100.0%
2081,7963.0,"1,020",927,90.9%
2082,7664.0,488,193,39.5%
2083,3852.0,"1,082","1,039",96.0%
2084,3625.0,397,344,86.6%
2085,7241.0,54,54,100.0%
2086,3776.0,579,579,100.0%
2087,3843.0,"1,103",565,51.2%
2088,3668.0,354,251,70.9%
2089,3853.0,"1,255","1,255",100.0%
2090,4726.0,683,151,22.1%
2091,5186.0,492,143,29.1%
2092,5120.0,413,413,100.0%
2093,5185.0,617,617,100.0%
2094,5041.0,491,194,39.5%
2095,7242.0,802,802,100.0%
2096,6528.0,441,441,100.0%
2097,3793.0,210,210,100.0%
2098,3608.0,662,625,94.4%
2099,5125.0,439,439,100.0%
2100,3712.0,501,215,42.9%
2101,5187.0,474,474,100.0%
2102,7229.0,211,87,41.2%
2103,3806.0,382,382,100.0%
2104,3766.0,538,538,100.0%
2105,3742.0,913,913,100.0%
2106,3713.0,549,280,51.0%
2107,3743.0,293,293,100.0%
2108,3807.0,740,740,100.0%
2109,3693.0,529,511,96.6%
2110,3642.0,337,337,100.0%
2111,7227.0,353,353,100.0%
2112,3714.0,453,161,35.5%
2113,7243.0,778,778,100.0%
2114,3645.0,434,434,100.0%
2115,3626.0,310,310,100.0%
2116,5294.0,863,863,100.0%
2117,3795.0,368,368,100.0%
2118,7852.0,505,505,100.0%
2119,7855.0,513,513,100.0%
2120,7851.0,544,544,100.0%
2121,7228.0,408,408,100.0%
2122,6675.0,"1,164","1,164",100.0%
2123,3715.0,492,483,98.2%
2124,3647.0,442,442,100.0%
2125,6825.0,185,122,65.9%
2126,3670.0,609,379,62.2%
2127,7810.0,258,97,37.6%
2128,7811.0,297,297,100.0%
2129,3744.0,788,322,40.9%
2130,6530.0,482,482,100.0%
2131,3822.0,295,229,77.6%
2132,3671.0,304,302,99.3%
2133,3716.0,215,196,91.2%
2134,3845.0,"1,726","1,012",58.6%
2135,3717.0,383,383,100.0%
2136,4732.0,417,417,100.0%
2137,4961.0,778,439,56.4%
2138,3718.0,466,387,83.0%
2139,6533.0,539,539,100.0%
2140,7232.0,965,945,97.9%
2141,3694.0,280,280,100.0%
2142,3672.0,415,415,100.0%
2143,3797.0,367,367,100.0%
2144,7521.0,731,677,92.6%
2145,3842.0,897,897,100.0%
2146,3808.0,"1,205",267,22.2%
2147,3769.0,893,501,56.1%
2148,3648.0,487,309,63.4%
2149,3719.0,416,260,62.5%
2150,6534.0,507,471,92.9%
2151,3629.0,711,711,100.0%
2152,5293.0,336,336,100.0%
2153,3611.0,339,339,100.0%
2154,3630.0,380,380,100.0%
2155,6768.0,613,448,73.1%
2156,3649.0,471,105,22.3%
2157,7022.0,276,276,100.0%
2158,3720.0,330,311,94.2%
2159,3798.0,543,543,100.0%
2160,3697.0,420,420,100.0%
2161,3770.0,"1,102",840,76.2%
2162,4868.0,408,408,100.0%
2163,3749.0,733,733,100.0%
2164,6535.0,756,756,100.0%
2165,7815.0,221,74,33.5%
2166,7522.0,721,681,94.5%
2167,3650.0,277,259,93.5%
2168,3855.0,"3,191","1,642",51.5%
2169,3750.0,804,804,100.0%
2170,7853.0,900,868,96.4%
2171,7854.0,847,847,100.0%
2172,6960.0,275,169,61.5%
2173,7472.0,296,296,100.0%
2174,3857.0,"1,595","1,578",98.9%
2175,6548.0,275,65,23.6%
2176,7808.0,312,106,34.0%
2177,7782.0,375,141,37.6%
2178,3721.0,595,595,100.0%
2179,3613.0,771,749,97.1%
2180,7780.0,306,306,100.0%
2181,3675.0,448,448,100.0%
2182,7706.0,577,540,93.6%
2183,7244.0,500,500,100.0%
2184,8119.0,136,136,100.0%
2185,3722.0,436,436,100.0%
2186,6539.0,437,437,100.0%
2187,3616.0,607,607,100.0%
2188,6821.0,630,630,100.0%
2189,7814.0,181,66,36.5%
2190,7850.0,259,259,100.0%
2191,7812.0,296,218,73.6%
2192,3801.0,699,420,60.1%
2193,5121.0,490,490,100.0%
2194,3783.0,238,118,49.6%
2195,6540.0,421,421,100.0%
2196,6765.0,439,439,100.0%
2197,7813.0,406,406,100.0%
2198,3632.0,425,425,100.0%
2199,3771.0,521,380,72.9%
2200,3614.0,578,578,100.0%
2201,6522.0,482,482,100.0%
2202,3701.0,646,646,100.0%
2203,3824.0,393,392,99.7%
2204,3724.0,426,426,100.0%
2205,3844.0,821,821,100.0%
2206,3861.0,552,298,54.0%
2207,7245.0,632,632,100.0%
2208,7903.0,477,204,42.8%
2209,7906.0,485,164,33.8%
2210,3653.0,545,545,100.0%
2211,7246.0,237,237,100.0%
2212,3725.0,598,204,34.1%
2213,3702.0,253,253,100.0%
2214,3800.0,796,796,100.0%
2215,7809.0,224,157,70.1%
2216,3752.0,525,525,100.0%
2217,3634.0,378,371,98.1%
2218,3773.0,"1,150",955,83.0%
2219,3859.0,948,934,98.5%
2220,3654.0,456,456,100.0%
2221,3655.0,298,298,100.0%
2222,7234.0,"1,294","1,082",83.6%
2223,3635.0,222,207,93.2%
2224,6541.0,476,476,100.0%
2225,4963.0,429,429,100.0%
2226,3727.0,562,562,100.0%
2227,7248.0,599,599,100.0%
2228,7255.0,470,470,100.0%
2229,3753.0,649,649,100.0%
2230,7072.0,791,402,50.8%
2231,3657.0,453,453,100.0%
2232,3755.0,514,514,100.0%
2233,3832.0,406,406,100.0%
2234,6523.0,772,772,100.0%
2235,3658.0,353,353,100.0%
2236,7251.0,389,389,100.0%
2237,7252.0,384,384,100.0%
2238,3835.0,545,545,100.0%
2239,7225.0,265,229,86.4%
2240,6527.0,"2,145",988,46.1%
2241,3659.0,344,344,100.0%
2242,7663.0,799,799,100.0%
2243,3615.0,343,343,100.0%
2244,5124.0,931,931,100.0%
2245,3703.0,592,592,100.0%
2246,3860.0,829,829,100.0%
2247,3681.0,467,450,96.4%
2248,3728.0,183,183,100.0%
2249,6544.0,807,807,100.0%
2250,3775.0,295,295,100.0%
2251,7253.0,"1,154",902,78.2%
2252,3731.0,404,385,95.3%
2253,5188.0,429,429,100.0%
2254,7233.0,535,424,79.3%
2255,7737.0,645,467,72.4%
2256,7511.0,474,259,54.6%
2257,7828.0,157,103,65.6%
2258,7647.0,491,244,49.7%
2259,5140.0,337,171,50.7%
2260,6239.0,314,180,57.3%
2261,1555.0,366,183,50.0%
2262,1560.0,664,267,40.2%
2263,1559.0,302,139,46.0%
2264,1430.0,367,177,48.2%
2265,1396.0,328,31,9.5%
2266,1426.0,929,160,17.2%
2267,7213.0,290,47,16.2%
2268,1425.0,743,164,22.1%
2269,4841.0,649,90,13.9%
2270,3910.0,559,156,27.9%
2271,5262.0,494,165,33.4%
2272,3909.0,594,249,41.9%
2273,7999.0,"1,050",59,5.6%
2274,7998.0,379,23,6.1%
2275,315.0,"1,467",78,5.3%
2276,314.0,743,40,5.4%
2277,7997.0,464,30,6.5%
2278,7996.0,447,15,3.4%
2279,409.0,"1,371",646,47.1%
2280,7615.0,498,389,78.1%
2281,7616.0,311,245,78.8%
2282,7878.0,482,426,88.4%
2283,7889.0,282,259,91.8%
2284,7886.0,317,295,93.1%
2285,7501.0,259,173,66.8%
2286,6019.0,415,295,71.1%
2287,6915.0,"1,214",788,64.9%
2288,7868.0,595,367,61.7%
2289,326.0,572,390,68.2%
2290,412.0,876,657,75.0%
2291,7913.0,127,118,92.9%
2292,6022.0,692,291,42.1%
2293,330.0,326,225,69.0%
2294,6811.0,233,196,84.1%
2295,6024.0,438,331,75.6%
2296,7869.0,797,752,94.4%
2297,7879.0,262,255,97.3%
2298,6026.0,363,329,90.6%
2299,400.0,296,265,89.5%
2300,6028.0,414,303,73.2%
2301,7914.0,194,190,97.9%
2302,8105.0,621,366,58.9%
2303,7880.0,612,567,92.6%
2304,415.0,465,385,82.8%
2305,6042.0,413,230,55.7%
2306,7870.0,644,597,92.7%
2307,6044.0,403,196,48.6%
2308,7871.0,257,233,90.7%
2309,7915.0,102,102,100.0%
2310,6047.0,113,103,91.2%
2311,7881.0,420,247,58.8%
2312,363.0,581,368,63.3%
2313,365.0,410,356,86.8%
2314,7882.0,407,356,87.5%
2315,7883.0,338,325,96.2%
2316,422.0,478,395,82.6%
2317,7443.0,40,35,87.5%
2318,424.0,472,394,83.5%
2319,416.0,762,563,73.9%
2320,395.0,299,195,65.2%
2321,6664.0,78,54,69.2%
2322,8106.0,873,289,33.1%
2323,7692.0,365,271,74.2%
2324,8108.0,231,217,93.9%
2325,351.0,348,209,60.1%
2326,8107.0,247,161,65.2%
2327,8110.0,402,333,82.8%
2328,8109.0,193,179,92.7%
2329,7887.0,176,160,90.9%
2330,7742.0,504,384,76.2%
2331,7873.0,372,346,93.0%
2332,425.0,419,263,62.8%
2333,379.0,217,188,86.6%
2334,7693.0,408,252,61.8%
2335,7888.0,456,347,76.1%
2336,7916.0,181,180,99.4%
2337,7362.0,263,237,90.1%
2338,7039.0,379,245,64.6%
2339,7874.0,335,307,91.6%
2340,6873.0,205,178,86.8%
2341,7884.0,364,303,83.2%
2342,7876.0,319,291,91.2%
2343,7694.0,278,138,49.6%
2344,420.0,336,297,88.4%
2345,7877.0,336,255,75.9%
2346,7885.0,268,222,82.8%
2347,7502.0,221,193,87.3%
2348,2943.0,245,104,42.4%
2349,6385.0,787,302,38.4%
2350,7730.0,513,223,43.5%
2351,5058.0,"1,107",338,30.5%
2352,6622.0,718,302,42.1%
2353,7979.0,300,179,59.7%
2354,3208.0,181,62,34.3%
2355,3207.0,155,48,31.0%
2356,7434.0,"1,236",433,35.0%
2357,3210.0,"1,537",428,27.8%
2358,7660.0,"1,391",449,32.3%
2359,7183.0,"1,065",354,33.2%
2360,3209.0,320,90,28.1%
2361,427.0,467,77,16.5%
2362,432.0,447,79,17.7%
2363,5105.0,666,88,13.2%
2364,7193.0,514,82,16.0%
2365,435.0,"1,401",210,15.0%
2366,433.0,264,104,39.4%
2367,4901.0,407,58,14.3%
2368,7771.0,369,130,35.2%
2369,3212.0,448,154,34.4%
2370,7482.0,841,582,69.2%
2371,7483.0,932,593,63.6%
2372,3213.0,547,358,65.4%
2373,7318.0,234,129,55.1%
2374,6432.0,744,264,35.5%
2375,3216.0,"1,448",516,35.6%
2376,8010.0,841,341,40.5%
2377,7738.0,"1,509",820,54.3%
2378,7867.0,"1,045",603,57.7%
2379,7739.0,864,381,44.1%
2380,8009.0,779,272,34.9%
2381,3214.0,697,352,50.5%
2382,7055.0,464,220,47.4%
2383,3111.0,487,198,40.7%
2384,7984.0,544,282,51.8%
2385,1270.0,406,179,44.1%
2386,3334.0,685,206,30.1%
2387,6746.0,734,194,26.4%
2388,3338.0,"1,054",240,22.8%
2389,3337.0,370,90,24.3%
2390,3336.0,424,117,27.6%
2391,3345.0,413,322,78.0%
2392,5110.0,275,195,70.9%
2393,3339.0,306,173,56.5%
2394,3341.0,382,232,60.7%
2395,3346.0,617,395,64.0%
2396,3348.0,809,423,52.3%
2397,3342.0,281,180,64.1%
2398,3915.0,"1,046",610,58.3%
2399,5265.0,852,468,54.9%
2400,3924.0,"1,133",454,40.1%
2401,7540.0,586,368,62.8%
2402,7848.0,394,239,60.7%
2403,7772.0,498,433,86.9%
2404,7831.0,377,312,82.8%
2405,7832.0,389,224,57.6%
2406,8077.0,90,50,55.6%
2407,8078.0,82,56,68.3%
2408,8079.0,85,44,51.8%
2409,8080.0,155,71,45.8%
2410,8081.0,82,43,52.4%
2411,6165.0,"1,029",374,36.3%
2412,8082.0,761,330,43.4%
2413,2379.0,141,85,60.3%
2414,2350.0,510,290,56.9%
2415,6892.0,118,83,70.3%
2416,6893.0,432,268,62.0%
2417,6108.0,457,60,13.1%
2418,6852.0,423,75,17.7%
2419,448.0,634,85,13.4%
2420,447.0,477,76,15.9%
2421,1118.0,116,15,12.9%
2422,6781.0,448,73,16.3%
2423,1122.0,356,85,23.9%
2424,7836.0,515,66,12.8%
2425,7835.0,464,104,22.4%
2426,1128.0,"1,193",197,16.5%
2427,5132.0,258,109,42.2%
2428,1121.0,426,71,16.7%
2429,4965.0,754,193,25.6%
2430,1123.0,379,79,20.8%
2431,7630.0,462,67,14.5%
2432,6510.0,453,9,2.0%
2433,7697.0,563,13,2.3%
2434,6511.0,830,40,4.8%
2435,1921.0,"1,241",64,5.2%
2436,6512.0,595,44,7.4%
2437,5275.0,"1,084",794,73.2%
2438,840.0,706,667,94.5%
2439,8118.0,332,313,94.3%
2440,7928.0,333,314,94.3%
2441,844.0,377,358,95.0%
2442,852.0,785,749,95.4%
2443,851.0,203,154,75.9%
2444,858.0,816,763,93.5%
2445,5206.0,767,739,96.3%
2446,856.0,698,660,94.6%
2447,8116.0,"4,868","4,330",88.9%
2448,845.0,914,826,90.4%
2449,7927.0,341,316,92.7%
2450,5028.0,638,556,87.1%
2451,855.0,574,531,92.5%
2452,857.0,474,449,94.7%
2453,5026.0,691,669,96.8%
2454,7484.0,555,521,93.9%
2455,8027.0,342,314,91.8%
2456,5027.0,772,712,92.2%
2457,832.0,"1,035",840,81.2%
2458,833.0,469,446,95.1%
2459,5025.0,531,516,97.2%
2460,831.0,648,618,95.4%
2461,6837.0,412,93,22.6%
2462,8050.0,730,117,16.0%
2463,4593.0,482,35,7.3%
2464,4595.0,429,137,31.9%
2465,4589.0,318,50,15.7%
2466,5362.0,465,85,18.3%
2467,4597.0,909,176,19.4%
2468,4598.0,"1,706",219,12.8%
2469,7319.0,214,66,30.8%
2470,1491.0,141,58,41.1%
2471,1494.0,258,117,45.3%
2472,1495.0,595,218,36.6%
2473,1493.0,206,106,51.5%
2474,7636.0,929,248,26.7%
2475,3164.0,618,308,49.8%
2476,3165.0,573,259,45.2%
2477,7684.0,412,354,85.9%
2478,1278.0,789,173,21.9%
2479,7941.0,799,106,13.3%
2480,7413.0,415,219,52.8%
2481,1989.0,336,122,36.3%
2482,6805.0,241,115,47.7%
2483,1925.0,517,116,22.4%
2484,5043.0,222,155,69.8%
2485,1926.0,323,50,15.5%
2486,1928.0,310,41,13.2%
2487,4705.0,452,79,17.5%
