,school number,total enrollment,low income enrollment,percent of enrollment from low income families
433,5390.0,597,138,23.1%
434,1619.0,613,82,13.4%
435,1744.0,630,327,51.9%
436,1746.0,"1,433",596,41.6%
437,7820.0,727,123,16.9%
438,1745.0,"1,842",231,12.5%
439,1812.0,190,46,24.2%
440,7306.0,223,75,33.6%
441,1777.0,375,64,17.1%
442,6783.0,673,150,22.3%
443,1791.0,294,61,20.7%
444,1782.0,358,57,15.9%
445,1781.0,540,124,23.0%
446,1795.0,221,94,42.5%
447,1778.0,638,95,14.9%
448,1779.0,326,165,50.6%
449,1811.0,332,148,44.6%
450,1780.0,608,323,53.1%
451,1742.0,519,243,46.8%
452,5320.0,382,240,62.8%
453,1817.0,429,46,10.7%
454,2248.0,517,215,41.6%
455,6252.0,231,86,37.2%
456,7734.0,220,84,38.2%
457,6010.0,452,197,43.6%
458,2269.0,113,40,35.4%
459,7476.0,780,353,45.3%
460,5118.0,646,223,34.5%
461,9999.0,64,44,68.8%
462,4967.0,528,208,39.4%
463,7720.0,127,60,47.2%
464,5094.0,475,184,38.7%
465,9999.0,267,15,5.6%
466,8045.0,524,155,29.6%
467,8044.0,809,196,24.2%
468,8043.0,558,180,32.3%
469,8046.0,514,168,32.7%
470,6172.0,"1,070",479,44.8%
471,4545.0,"1,687",305,18.1%
472,4544.0,905,180,19.9%
473,4537.0,589,183,31.1%
474,4540.0,631,216,34.2%
475,4539.0,585,63,10.8%
476,7696.0,702,94,13.4%
477,5088.0,568,151,26.6%
478,7552.0,94,30,31.9%
479,8047.0,529,373,70.5%
480,2192.0,308,173,56.2%
481,6615.0,"1,365",608,44.5%
482,2191.0,"1,698",503,29.6%
483,4825.0,307,86,28.0%
484,2190.0,"1,317",508,38.6%
485,6273.0,500,229,45.8%
486,2208.0,256,110,43.0%
487,2215.0,279,106,38.0%
488,6274.0,560,210,37.5%
489,2225.0,189,75,39.7%
490,6276.0,110,48,43.6%
491,2212.0,133,45,33.8%
492,2209.0,409,115,28.1%
493,2216.0,319,102,32.0%
494,2196.0,244,208,85.2%
495,7258.0,718,348,48.5%
496,4715.0,557,244,43.8%
497,7157.0,396,213,53.8%
498,7578.0,606,433,71.5%
499,6706.0,"1,135",238,21.0%
500,7415.0,757,202,26.7%
501,94.0,775,214,27.6%
502,7445.0,778,155,19.9%
503,4234.0,579,226,39.0%
504,4235.0,538,167,31.0%
505,5250.0,690,145,21.0%
506,3250.0,428,135,31.5%
507,3260.0,"1,479",239,16.2%
508,3257.0,707,148,20.9%
509,3256.0,354,88,24.9%
510,3252.0,359,70,19.5%
511,3255.0,426,59,13.8%
512,7514.0,58,51,87.9%
513,7539.0,"2,734","2,438",89.2%
514,9999.0,"1,312",147,11.2%
515,8022.0,220,168,76.4%
516,6492.0,"1,075",766,71.3%
517,8023.0,274,207,75.5%
518,8020.0,268,234,87.3%
519,6491.0,760,680,89.5%
520,1958.0,338,311,92.0%
521,1829.0,247,201,81.4%
522,8021.0,476,387,81.3%
523,1842.0,586,500,85.3%
524,730.0,448,170,37.9%
525,729.0,511,207,40.5%
526,732.0,480,166,34.6%
527,731.0,251,112,44.6%
528,1843.0,290,104,35.9%
529,7276.0,996,559,56.1%
530,1849.0,"1,106",501,45.3%
531,5322.0,394,138,35.0%
532,1847.0,299,203,67.9%
533,1893.0,288,219,76.0%
534,7575.0,769,493,64.1%
535,7727.0,574,358,62.4%
536,7371.0,427,372,87.1%
537,8094.0,339,280,82.6%
538,5217.0,399,136,34.1%
539,1475.0,406,89,21.9%
540,6909.0,331,143,43.2%
541,1480.0,498,145,29.1%
542,1479.0,465,171,36.8%
543,7374.0,477,285,59.7%
544,921.0,395,216,54.7%
545,1507.0,141,76,53.9%
546,1521.0,128,85,66.4%
547,6236.0,864,417,48.3%
548,6649.0,733,420,57.3%
549,7537.0,468,292,62.4%
550,7761.0,67,41,61.2%
551,5276.0,351,203,57.8%
552,1376.0,609,252,41.4%
553,5012.0,"2,155",780,36.2%
554,1374.0,370,151,40.8%
555,1377.0,384,130,33.9%
556,7989.0,71,42,59.2%
557,1375.0,553,166,30.0%
558,6473.0,513,168,32.7%
559,1370.0,691,347,50.2%
560,7334.0,531,217,40.9%
561,7767.0,396,171,43.2%
562,6474.0,618,263,42.6%
563,2510.0,419,114,27.2%
564,6289.0,795,201,25.3%
565,6290.0,"1,048",205,19.6%
566,2506.0,446,133,29.8%
567,5053.0,473,130,27.5%
568,2508.0,114,17,14.9%
569,7628.0,"1,562",366,23.4%
570,9999.0,"1,050",242,23.0%
571,7143.0,694,110,15.9%
572,5077.0,"1,025",169,16.5%
573,3261.0,147,59,40.1%
574,4711.0,449,47,10.5%
575,3333.0,"1,571",255,16.2%
576,3332.0,365,30,8.2%
577,3411.0,411,24,5.8%
578,2515.0,573,301,52.5%
579,7056.0,446,351,78.7%
580,2514.0,338,176,52.1%
581,5178.0,633,244,38.5%
582,6122.0,279,110,39.4%
583,7450.0,248,112,45.2%
584,7774.0,"4,424","2,127",48.1%
585,7510.0,"1,213",881,72.6%
586,3977.0,350,151,43.1%
587,3978.0,521,200,38.4%
588,3976.0,151,62,41.1%
589,5213.0,363,184,50.7%
590,5136.0,417,180,43.2%
591,1218.0,193,107,55.4%
592,2517.0,451,102,22.6%
593,2531.0,649,211,32.5%
594,2532.0,"1,239",311,25.1%
595,5113.0,596,184,30.9%
596,2522.0,437,178,40.7%
597,2521.0,644,253,39.3%
598,6268.0,533,184,34.5%
599,7822.0,908,347,38.2%
600,6267.0,595,243,40.8%
601,6898.0,624,207,33.2%
602,17.0,"1,281",313,24.4%
603,7110.0,421,228,54.2%
604,1637.0,421,142,33.7%
605,6132.0,468,224,47.9%
606,6133.0,353,205,58.1%
607,1639.0,366,194,53.0%
608,1644.0,427,249,58.3%
609,6643.0,428,290,67.8%
610,2097.0,436,198,45.4%
611,5047.0,251,145,57.8%
612,5228.0,"1,000",432,43.2%
613,2105.0,704,398,56.5%
614,2113.0,510,279,54.7%
615,2103.0,142,93,65.5%
616,2107.0,237,142,59.9%
617,5048.0,611,323,52.9%
618,4819.0,306,152,49.7%
619,2172.0,277,182,65.7%
620,4939.0,412,342,83.0%
621,7284.0,545,91,16.7%
622,777.0,971,257,26.5%
623,7651.0,890,238,26.7%
624,5203.0,424,126,29.7%
625,6944.0,338,214,63.3%
626,8087.0,334,213,63.8%
627,4800.0,"1,527",318,20.8%
628,6301.0,"1,132",312,27.6%
629,6302.0,518,73,14.1%
630,2728.0,621,155,25.0%
631,2729.0,488,129,26.4%
632,7300.0,364,152,41.8%
633,1997.0,232,118,50.9%
634,1994.0,223,100,44.8%
635,1998.0,817,403,49.3%
636,7793.0,390,221,56.7%
637,7935.0,514,351,68.3%
638,6141.0,143,86,60.1%
639,3868.0,469,180,38.4%
640,3869.0,396,142,35.9%
641,1088.0,645,28,4.3%
642,5096.0,"2,150",64,3.0%
643,7749.0,"2,065",127,6.2%
644,1086.0,832,41,4.9%
645,7208.0,528,35,6.6%
646,4680.0,419,19,4.5%
647,6833.0,668,49,7.3%
648,7657.0,670,33,4.9%
649,7432.0,667,33,4.9%
650,6453.0,849,30,3.5%
651,1087.0,480,21,4.4%
652,6454.0,423,24,5.7%
653,5308.0,416,31,7.5%
654,1130.0,740,13,1.8%
655,1133.0,330,11,3.3%
656,4098.0,555,159,28.6%
657,6595.0,474,189,39.9%
658,4095.0,94,34,36.2%
659,4094.0,60,26,43.3%
660,5037.0,461,156,33.8%
661,1632.0,401,146,36.4%
662,1645.0,295,150,50.8%
663,1651.0,361,145,40.2%
664,1654.0,960,358,37.3%
665,1653.0,447,220,49.2%
666,1650.0,316,114,36.1%
667,6135.0,267,175,65.5%
668,7194.0,464,163,35.1%
669,5179.0,499,239,47.9%
670,2860.0,"1,040",211,20.3%
671,7655.0,473,74,15.6%
672,2858.0,717,136,19.0%
673,5341.0,799,129,16.1%
674,7624.0,109,102,93.6%
675,1701.0,"2,547",233,9.1%
676,6714.0,939,145,15.4%
677,4849.0,918,87,9.5%
678,1700.0,418,42,10.0%
679,5020.0,636,43,6.8%
680,1697.0,345,95,27.5%
681,1698.0,290,48,16.6%
682,1696.0,561,29,5.2%
683,1699.0,513,75,14.6%
684,1695.0,547,90,16.5%
685,5277.0,893,79,8.8%
686,6238.0,471,220,46.7%
687,1529.0,589,249,42.3%
688,6613.0,94,41,43.6%
689,2868.0,663,131,19.8%
690,5150.0,683,126,18.4%
691,2869.0,865,117,13.5%
692,7596.0,534,95,17.8%
693,8132.0,"1,455",329,22.6%
694,6598.0,921,192,20.8%
695,4553.0,"1,869",262,14.0%
696,4546.0,175,66,37.7%
697,4701.0,166,26,15.7%
698,4547.0,420,64,15.2%
699,4551.0,539,151,28.0%
700,4549.0,495,130,26.3%
701,7729.0,486,29,6.0%
702,781.0,445,42,9.4%
703,7272.0,426,146,34.3%
704,4810.0,"1,205",126,10.5%
705,7544.0,943,142,15.1%
706,8007.0,423,80,18.9%
707,3424.0,491,124,25.3%
708,3425.0,720,116,16.1%
709,8059.0,213,79,37.1%
710,4833.0,546,172,31.5%
711,8060.0,201,48,23.9%
712,8061.0,151,57,37.7%
713,5278.0,792,262,33.1%
714,511.0,445,53,11.9%
715,513.0,621,148,23.8%
716,7595.0,469,110,23.5%
717,6695.0,410,95,23.2%
718,9999.0,577,31,5.4%
719,7058.0,302,29,9.6%
720,7057.0,630,91,14.4%
721,7671.0,633,474,74.9%
722,7162.0,591,194,32.8%
723,5261.0,"1,823",442,24.2%
724,3865.0,417,102,24.5%
725,3864.0,623,205,32.9%
726,7408.0,641,214,33.4%
727,7625.0,619,200,32.3%
728,3866.0,613,149,24.3%
729,4351.0,550,263,47.8%
730,4352.0,789,273,34.6%
731,6927.0,602,277,46.0%
732,4344.0,145,77,53.1%
733,4346.0,133,68,51.1%
734,7731.0,462,66,14.3%
735,4801.0,"1,147",118,10.3%
736,7186.0,546,77,14.1%
737,6678.0,870,134,15.4%
738,1749.0,571,92,16.1%
739,7775.0,612,334,54.6%
740,8011.0,151,27,17.9%
741,7165.0,646,213,33.0%
742,2539.0,822,219,26.6%
743,7786.0,656,247,37.7%
744,6291.0,230,60,26.1%
745,5234.0,310,116,37.4%
746,4554.0,315,102,32.4%
747,4558.0,"1,038",283,27.3%
748,6283.0,590,186,31.5%
749,4555.0,109,17,15.6%
750,4557.0,514,167,32.5%
751,7555.0,552,184,33.3%
752,4556.0,494,190,38.5%
753,1391.0,434,48,11.1%
754,7266.0,495,27,5.5%
755,1431.0,378,3,0.8%
756,7517.0,"1,313",81,6.2%
757,7759.0,"1,977",97,4.9%
758,1387.0,"1,723",101,5.9%
759,5011.0,590,63,10.7%
760,6476.0,602,24,4.0%
761,7516.0,"1,507",93,6.2%
762,1432.0,688,13,1.9%
763,7265.0,517,15,2.9%
764,7990.0,456,10,2.2%
765,6621.0,559,12,2.1%
766,6477.0,574,12,2.1%
767,7550.0,216,194,89.8%
768,2385.0,347,209,60.2%
769,1541.0,970,430,44.3%
770,6156.0,"1,250",514,41.1%
771,6919.0,124,88,71.0%
772,6157.0,384,153,39.8%
773,1530.0,122,64,52.5%
774,1532.0,380,144,37.9%
775,1540.0,95,65,68.4%
776,2389.0,83,44,53.0%
777,6918.0,319,218,68.3%
778,6591.0,960,266,27.7%
779,2429.0,397,77,19.4%
780,7712.0,233,45,19.3%
781,7908.0,411,407,99.0%
782,7991.0,143,82,57.3%
783,5193.0,663,360,54.3%
784,542.0,420,249,59.3%
785,7926.0,649,353,54.4%
786,3021.0,220,80,36.4%
787,3018.0,157,31,19.7%
788,6364.0,808,226,28.0%
789,3019.0,497,161,32.4%
790,2799.0,342,59,17.3%
791,2809.0,"2,617",382,14.6%
792,7560.0,829,85,10.3%
793,2808.0,266,74,27.8%
794,2802.0,405,107,26.4%
795,7559.0,"1,052",266,25.3%
796,2804.0,476,62,13.0%
797,5239.0,717,69,9.6%
798,4827.0,626,100,16.0%
799,8133.0,699,65,9.3%
800,5220.0,874,210,24.0%
801,1707.0,843,180,21.4%
802,1705.0,552,145,26.3%
803,4850.0,515,153,29.7%
804,7536.0,562,322,57.3%
805,8016.0,791,341,43.1%
806,7641.0,"1,269",629,49.6%
807,6935.0,"1,520",698,45.9%
808,3204.0,388,220,56.7%
809,7366.0,"1,004",495,49.3%
810,7642.0,805,438,54.4%
811,3201.0,586,320,54.6%
812,7411.0,564,248,44.0%
813,3202.0,362,176,48.6%
814,4822.0,501,72,14.4%
815,2552.0,609,152,25.0%
816,2500.0,471,106,22.5%
817,7209.0,460,125,27.2%
818,2554.0,"1,033",216,20.9%
819,4707.0,538,181,33.6%
820,8137.0,561,130,23.2%
821,6612.0,547,125,22.9%
822,2740.0,762,119,15.6%
823,6611.0,347,93,26.8%
824,2735.0,235,52,22.1%
825,8127.0,237,54,22.8%
826,6174.0,527,124,23.5%
827,4559.0,436,184,42.2%
828,4564.0,752,157,20.9%
829,7439.0,605,189,31.2%
830,6285.0,375,151,40.3%
831,4563.0,405,159,39.3%
832,4915.0,544,399,73.3%
833,3482.0,"2,807","1,011",36.0%
834,7008.0,"1,374",575,41.8%
835,6925.0,"1,354",549,40.5%
836,3477.0,396,41,10.4%
837,3478.0,344,191,55.5%
838,3473.0,558,135,24.2%
839,5350.0,641,525,81.9%
840,8058.0,578,82,14.2%
841,5064.0,414,66,15.9%
842,136.0,291,54,18.6%
843,4804.0,558,164,29.4%
844,144.0,913,225,24.6%
845,8115.0,160,48,30.0%
846,142.0,210,71,33.8%
847,139.0,337,142,42.1%
848,2555.0,286,54,18.9%
849,2561.0,614,165,26.9%
850,6862.0,879,160,18.2%
851,2562.0,"1,334",186,13.9%
852,2557.0,105,12,11.4%
853,2558.0,304,60,19.7%
854,2559.0,467,86,18.4%
855,6417.0,720,339,47.1%
856,6418.0,649,223,34.4%
