,school number,total enrollment,low income enrollment,percent of enrollment from low income families
91,569.0,218,110,50.5%
92,6574.0,249,74,29.7%
93,5002.0,786,345,43.9%
94,6577.0,349,163,46.7%
95,7896.0,535,286,53.5%
96,7895.0,688,270,39.2%
97,7640.0,613,272,44.4%
98,8214.0,358,187,52.2%
99,8336.0,423,339,80.1%
100,958.0,629,281,44.7%
101,4918.0,539,250,46.4%
102,8220.0,506,274,54.2%
103,8219.0,365,188,51.5%
104,6221.0,109,58,53.2%
105,6222.0,85,45,52.9%
106,4165.0,258,77,29.8%
107,7098.0,260,97,37.3%
108,7721.0,"1,846",527,28.5%
109,1367.0,"1,727",478,27.7%
110,1365.0,"1,488",438,29.4%
111,5216.0,833,252,30.3%
112,7323.0,905,273,30.2%
113,34.0,573,82,14.3%
114,5199.0,495,54,10.9%
115,7669.0,271,37,13.7%
116,8320.0,452,42,9.3%
117,0.0,350,194,55.4%
118,8211.0,574,243,42.3%
119,1335.0,898,373,41.5%
120,1333.0,90,45,50.0%
121,1334.0,125,39,31.2%
122,1331.0,107,42,39.3%
123,1330.0,356,164,46.1%
124,50.0,"1,453",555,38.2%
125,6787.0,937,405,43.2%
126,37.0,435,162,37.2%
127,5194.0,799,414,51.8%
128,48.0,740,294,39.7%
129,3434.0,995,376,37.8%
130,5257.0,697,297,42.6%
131,8450.0,534,208,39.0%
132,8449.0,193,78,40.4%
133,3430.0,554,275,49.6%
134,7827.0,466,175,37.6%
135,7386.0,318,66,20.8%
136,640.0,685,151,22.0%
137,8065.0,421,91,21.6%
138,7823.0,581,141,24.3%
139,6985.0,618,299,48.4%
140,0.0,149,87,58.4%
141,7545.0,751,309,41.1%
142,7021.0,457,195,42.7%
143,726.0,572,195,34.1%
144,7096.0,362,228,63.0%
145,4930.0,777,310,39.9%
146,8269.0,370,147,39.7%
147,4328.0,661,373,56.4%
148,4325.0,610,213,34.9%
149,1343.0,869,253,29.1%
150,1342.0,638,179,28.1%
151,1341.0,334,160,47.9%
152,1339.0,227,47,20.7%
153,1340.0,358,56,15.6%
154,6229.0,210,81,38.6%
155,7144.0,408,169,41.4%
156,917.0,386,136,35.2%
157,914.0,478,176,36.8%
158,7750.0,808,743,92.0%
159,5211.0,585,216,36.9%
160,4675.0,466,367,78.8%
161,5116.0,"2,003","1,125",56.2%
162,6451.0,442,208,47.1%
163,1006.0,534,341,63.9%
164,7030.0,585,362,61.9%
165,6896.0,516,217,42.1%
166,1008.0,642,532,82.9%
167,6788.0,701,320,45.6%
168,1594.0,361,162,44.9%
169,8434.0,179,79,44.1%
170,8433.0,102,34,33.3%
171,7987.0,403,199,49.4%
172,7988.0,381,190,49.9%
173,4188.0,354,146,41.2%
174,6304.0,825,305,37.0%
175,7068.0,779,294,37.7%
176,0.0,156,89,57.1%
177,6206.0,283,106,37.5%
178,7645.0,201,82,40.8%
179,6207.0,232,97,41.8%
180,7302.0,693,324,46.8%
181,3.0,629,221,35.1%
182,6921.0,599,246,41.1%
183,1605.0,732,371,50.7%
184,6808.0,972,581,59.8%
185,6349.0,198,90,45.5%
186,1597.0,381,224,58.8%
187,8378.0,498,381,76.5%
188,4802.0,267,44,16.5%
189,7326.0,336,50,14.9%
190,55.0,313,56,17.9%
191,62.0,"1,391",192,13.8%
192,4902.0,255,17,6.7%
193,61.0,683,104,15.2%
194,7327.0,630,112,17.8%
195,60.0,190,19,10.0%
196,5286.0,"1,325",664,50.1%
197,5063.0,337,92,27.3%
198,3464.0,523,480,91.8%
199,3436.0,240,156,65.0%
200,3453.0,347,223,64.3%
201,6722.0,533,502,94.2%
202,4956.0,"1,061",464,43.7%
203,3456.0,415,131,31.6%
204,6723.0,578,515,89.1%
205,4957.0,"1,956",994,50.8%
206,3458.0,366,298,81.4%
207,3449.0,446,242,54.3%
208,3459.0,254,33,13.0%
209,3442.0,286,169,59.1%
210,3465.0,"2,673","1,616",60.5%
211,3443.0,341,275,80.6%
212,3454.0,276,264,95.7%
213,3455.0,387,125,32.3%
214,3463.0,809,360,44.5%
215,3462.0,755,569,75.4%
216,3452.0,514,227,44.2%
217,6633.0,260,203,78.1%
218,6634.0,261,204,78.2%
219,6975.0,497,276,55.5%
220,5267.0,243,140,57.6%
221,4181.0,414,200,48.3%
222,649.0,480,353,73.5%
223,648.0,356,279,78.4%
224,650.0,374,234,62.6%
225,642.0,500,423,84.6%
226,1677.0,821,282,34.3%
227,6326.0,580,250,43.1%
228,7951.0,383,132,34.5%
229,1676.0,358,197,55.0%
230,7355.0,389,150,38.6%
231,6707.0,725,172,23.7%
232,7127.0,334,108,32.3%
233,6558.0,749,187,25.0%
234,6559.0,293,93,31.7%
235,6560.0,216,59,27.3%
236,6828.0,350,193,55.1%
237,5135.0,290,137,47.2%
238,7418.0,452,288,63.7%
239,2317.0,219,123,56.2%
240,4706.0,294,153,52.0%
241,2352.0,266,141,53.0%
242,2353.0,283,138,48.8%
243,1610.0,100,35,35.0%
244,1612.0,396,127,32.1%
245,1611.0,382,189,49.5%
246,1606.0,422,220,52.1%
247,1608.0,189,58,30.7%
248,7419.0,174,62,35.6%
249,4659.0,606,174,28.7%
250,3887.0,297,92,31.0%
251,3891.0,886,266,30.0%
252,5263.0,616,191,31.0%
253,6891.0,470,252,53.6%
254,4034.0,267,123,46.1%
255,7400.0,221,101,45.7%
256,6804.0,895,150,16.8%
257,6305.0,782,289,37.0%
258,6306.0,"2,119",497,23.5%
259,6307.0,445,150,33.7%
260,762.0,291,133,45.7%
261,763.0,246,61,24.8%
262,754.0,689,142,20.6%
263,755.0,675,70,10.4%
264,761.0,242,103,42.6%
265,766.0,483,160,33.1%
266,7981.0,807,474,58.7%
267,4691.0,751,378,50.3%
268,3092.0,567,330,58.2%
269,7037.0,654,431,65.9%
270,7281.0,583,390,66.9%
271,768.0,398,138,34.7%
272,6308.0,461,132,28.6%
273,8383.0,531,169,31.8%
274,7342.0,291,154,52.9%
275,70.0,343,158,46.1%
276,69.0,336,153,45.5%
277,68.0,230,85,37.0%
278,1014.0,271,190,70.1%
279,7743.0,222,162,73.0%
280,1013.0,730,541,74.1%
281,8368.0,"1,008",635,63.0%
282,8369.0,"1,032",730,70.7%
283,8367.0,"1,107",696,62.9%
284,8407.0,818,501,61.2%
285,1027.0,771,568,73.7%
286,1029.0,"1,622","1,015",62.6%
287,5148.0,512,244,47.7%
288,2362.0,440,212,48.2%
289,6162.0,683,282,41.3%
290,5231.0,467,232,49.7%
291,6163.0,115,61,53.0%
292,2368.0,227,117,51.5%
293,8384.0,740,568,76.8%
294,4818.0,467,437,93.6%
295,2154.0,372,346,93.0%
296,0.0,699,0,0.0%
297,7670.0,196,0,0.0%
298,1030.0,"1,424",590,41.4%
299,7477.0,482,231,47.9%
300,4195.0,584,228,39.0%
301,4333.0,512,184,35.9%
302,4340.0,592,176,29.7%
303,4339.0,439,172,39.2%
304,4336.0,260,89,34.2%
305,6690.0,"1,505",602,40.0%
306,8344.0,"1,464",493,33.7%
307,8343.0,"1,036",484,46.7%
308,1148.0,711,255,35.9%
309,1150.0,252,53,21.0%
310,1134.0,261,215,82.4%
311,1138.0,419,238,56.8%
312,1142.0,307,115,37.5%
313,1184.0,238,85,35.7%
314,6999.0,932,355,38.1%
315,7290.0,659,323,49.0%
316,7221.0,319,160,50.2%
317,8051.0,129,61,47.3%
318,6939.0,140,68,48.6%
319,4203.0,264,122,46.2%
320,7347.0,548,246,44.9%
321,1199.0,331,150,45.3%
322,5212.0,434,143,32.9%
323,1299.0,232,125,53.9%
324,1298.0,302,133,44.0%
325,7509.0,343,56,16.3%
326,1682.0,417,67,16.1%
327,1678.0,293,43,14.7%
328,1680.0,280,26,9.3%
329,4211.0,311,34,10.9%
330,4217.0,"1,662",390,23.5%
331,7217.0,823,211,25.6%
332,7216.0,414,102,24.6%
333,4938.0,254,36,14.2%
334,8397.0,738,186,25.2%
335,7764.0,438,126,28.8%
336,4937.0,442,164,37.1%
337,4214.0,259,42,16.2%
338,5303.0,451,239,53.0%
339,988.0,434,204,47.0%
340,0.0,341,133,39.0%
341,8278.0,186,29,15.6%
342,4870.0,393,156,39.7%
343,0.0,546,267,48.9%
344,2420.0,683,407,59.6%
345,7457.0,804,482,60.0%
346,5109.0,662,327,49.4%
347,1692.0,399,163,40.9%
348,1694.0,"1,526",425,27.9%
349,1689.0,458,170,37.1%
350,1691.0,399,297,74.4%
351,7011.0,602,228,37.9%
352,1683.0,259,146,56.4%
353,1690.0,348,151,43.4%
354,1686.0,236,142,60.2%
355,1687.0,214,55,25.7%
356,7010.0,596,230,38.6%
357,79.0,585,283,48.4%
358,77.0,412,226,54.9%
359,78.0,334,145,43.4%
360,7315.0,518,277,53.5%
361,7112.0,332,159,47.9%
362,8345.0,233,117,50.2%
363,2797.0,494,320,64.8%
364,2798.0,460,257,55.9%
365,6593.0,528,338,64.0%
366,8222.0,736,207,28.1%
367,7271.0,659,257,39.0%
368,7274.0,638,259,40.6%
369,5007.0,803,439,54.7%
370,1040.0,"1,787",650,36.4%
371,8200.0,780,363,46.5%
372,7726.0,145,113,77.9%
373,4683.0,594,201,33.8%
374,7796.0,727,42,5.8%
375,1044.0,461,32,6.9%
376,1081.0,853,82,9.6%
377,5133.0,"1,554",142,9.1%
378,7790.0,"1,730",183,10.6%
379,1043.0,"1,466",211,14.4%
380,7435.0,515,32,6.2%
381,4852.0,482,55,11.4%
382,1048.0,415,21,5.1%
383,7653.0,902,160,17.7%
384,5307.0,"1,011",70,6.9%
385,7520.0,521,24,4.6%
386,1047.0,536,26,4.9%
387,1041.0,917,105,11.5%
388,1057.0,412,51,12.4%
389,7654.0,759,64,8.4%
390,5306.0,437,47,10.8%
391,1042.0,848,137,16.2%
392,1131.0,647,80,12.4%
393,7715.0,906,97,10.7%
394,4678.0,888,62,7.0%
395,1132.0,563,78,13.9%
396,6646.0,460,181,39.3%
397,1208.0,539,169,31.4%
398,1202.0,390,136,34.9%
399,1205.0,219,89,40.6%
400,7201.0,700,242,34.6%
401,5390.0,612,199,32.5%
402,1619.0,568,133,23.4%
403,1744.0,795,547,68.8%
404,1746.0,"1,507",954,63.3%
405,7820.0,867,217,25.0%
406,1745.0,"1,774",454,25.6%
407,1812.0,235,144,61.3%
408,7306.0,320,210,65.6%
409,1777.0,451,125,27.7%
410,6783.0,775,263,33.9%
411,1791.0,279,67,24.0%
412,1782.0,408,171,41.9%
413,1781.0,665,315,47.4%
414,1795.0,250,174,69.6%
415,1778.0,673,190,28.2%
416,1779.0,371,262,70.6%
417,1811.0,411,266,64.7%
418,1780.0,779,568,72.9%
419,1742.0,554,372,67.1%
420,5320.0,424,317,74.8%
421,1817.0,342,81,23.7%
422,2248.0,526,294,55.9%
423,6252.0,253,122,48.2%
424,7734.0,247,127,51.4%
425,6010.0,394,178,45.2%
426,7476.0,738,365,49.5%
427,5118.0,535,205,38.3%
428,0.0,49,21,42.9%
429,4967.0,719,313,43.5%
430,7720.0,139,103,74.1%
431,5094.0,425,207,48.7%
432,0.0,293,0,0.0%
433,8045.0,514,149,29.0%
434,8044.0,680,200,29.4%
435,8043.0,567,165,29.1%
436,8046.0,541,157,29.0%
437,6172.0,"1,033",499,48.3%
438,4545.0,"1,859",551,29.6%
439,4544.0,892,314,35.2%
440,4537.0,523,289,55.3%
441,4540.0,656,287,43.8%
442,4539.0,617,132,21.4%
443,7696.0,698,231,33.1%
444,5088.0,500,201,40.2%
445,7552.0,88,29,33.0%
446,8047.0,625,490,78.4%
447,2192.0,269,201,74.7%
448,8244.0,679,256,37.7%
449,2190.0,"1,120",582,52.0%
450,6615.0,"1,100",640,58.2%
451,2191.0,"2,096",976,46.6%
452,4825.0,260,123,47.3%
453,6273.0,492,264,53.7%
454,2208.0,276,140,50.7%
455,2215.0,258,109,42.2%
456,6274.0,606,393,64.9%
457,2225.0,150,86,57.3%
458,8375.0,164,91,55.5%
459,8324.0,173,100,57.8%
460,2209.0,470,184,39.1%
461,2216.0,299,133,44.5%
462,2196.0,278,251,90.3%
463,7258.0,682,429,62.9%
464,4715.0,441,230,52.2%
465,7157.0,369,211,57.2%
466,7578.0,614,614,100.0%
467,6706.0,983,307,31.2%
468,7415.0,728,234,32.1%
469,94.0,715,241,33.7%
470,7445.0,838,226,27.0%
471,4234.0,612,239,39.1%
472,4235.0,516,201,39.0%
473,5250.0,675,232,34.4%
474,3250.0,450,173,38.4%
475,3260.0,"1,285",436,33.9%
476,3257.0,733,248,33.8%
477,3256.0,423,127,30.0%
478,3252.0,348,138,39.7%
479,3255.0,362,106,29.3%
480,8258.0,638,391,61.3%
481,7514.0,93,88,94.6%
482,7539.0,"4,339","4,112",94.8%
483,0.0,938,481,51.3%
484,7292.0,966,408,42.2%
485,7860.0,872,442,50.7%
486,7293.0,402,128,31.8%
487,6492.0,994,886,89.1%
488,8020.0,422,338,80.1%
489,1958.0,378,338,89.4%
490,8303.0,435,408,93.8%
491,1829.0,291,275,94.5%
492,8302.0,407,330,81.1%
493,730.0,290,156,53.8%
494,729.0,524,276,52.7%
495,732.0,547,242,44.2%
496,1843.0,330,179,54.2%
497,7276.0,"1,019",715,70.2%
498,1849.0,954,605,63.4%
499,5322.0,315,142,45.1%
500,1847.0,308,243,78.9%
501,1893.0,304,235,77.3%
502,7575.0,899,400,44.5%
503,8262.0,368,39,10.6%
504,7727.0,556,326,58.6%
505,7371.0,423,393,92.9%
506,8094.0,390,342,87.7%
507,5217.0,405,205,50.6%
508,1475.0,360,142,39.4%
509,6909.0,344,187,54.4%
510,1480.0,381,140,36.7%
511,1479.0,456,217,47.6%
512,7374.0,410,273,66.6%
513,921.0,401,223,55.6%
514,8315.0,"1,145",588,51.4%
515,6236.0,"1,001",381,38.1%
516,5276.0,363,201,55.4%
517,1376.0,406,274,67.5%
518,8415.0,92,46,50.0%
519,5012.0,910,356,39.1%
520,8416.0,925,493,53.3%
521,1374.0,396,244,61.6%
522,8414.0,50,0,0.0%
523,1375.0,491,260,53.0%
524,6473.0,355,203,57.2%
525,1370.0,738,496,67.2%
526,7334.0,422,270,64.0%
527,7767.0,341,242,71.0%
528,6474.0,533,307,57.6%
529,2510.0,419,148,35.3%
530,6289.0,739,273,36.9%
531,6290.0,971,294,30.3%
532,2506.0,510,198,38.8%
533,5053.0,429,144,33.6%
534,7628.0,"2,952","1,083",36.7%
535,0.0,"1,715",898,52.4%
536,7143.0,792,202,25.5%
537,5077.0,"1,142",293,25.7%
538,3261.0,186,79,42.5%
539,4711.0,567,136,24.0%
540,3333.0,"1,520",342,22.5%
541,3332.0,495,96,19.4%
542,3411.0,419,39,9.3%
543,2515.0,379,216,57.0%
544,8326.0,387,243,62.8%
545,7056.0,540,363,67.2%
546,5178.0,637,320,50.2%
547,6122.0,211,97,46.0%
548,7450.0,241,151,62.7%
549,7774.0,"8,761","4,647",53.0%
550,7510.0,"1,218","1,099",90.2%
551,3977.0,384,186,48.4%
552,3978.0,530,224,42.3%
553,5213.0,373,188,50.4%
554,5136.0,333,175,52.6%
555,2517.0,487,116,23.8%
556,2532.0,"1,345",458,34.1%
557,5113.0,694,282,40.6%
558,2531.0,623,229,36.8%
559,2522.0,426,218,51.2%
560,2521.0,610,279,45.7%
561,6268.0,559,244,43.6%
562,7822.0,900,432,48.0%
563,6267.0,583,270,46.3%
564,6898.0,612,261,42.6%
565,17.0,"1,206",447,37.1%
566,8224.0,635,330,52.0%
567,8225.0,331,184,55.6%
568,6132.0,350,201,57.4%
569,6133.0,318,205,64.5%
570,8226.0,277,170,61.4%
571,6643.0,440,325,73.9%
572,2097.0,409,207,50.6%
573,2105.0,"1,039",651,62.7%
574,5228.0,"1,200",661,55.1%
575,5048.0,579,363,62.7%
576,2172.0,357,215,60.2%
577,4939.0,517,406,78.5%
578,7284.0,430,128,29.8%
579,777.0,885,330,37.3%
580,7651.0,820,273,33.3%
581,5203.0,427,203,47.5%
582,6944.0,304,301,99.0%
583,8087.0,263,263,100.0%
584,4800.0,"1,569",537,34.2%
585,6301.0,"1,141",449,39.4%
586,6302.0,547,152,27.8%
587,2728.0,628,268,42.7%
588,2729.0,595,215,36.1%
589,7300.0,418,225,53.8%
590,1998.0,625,367,58.7%
591,1997.0,438,297,67.8%
592,7793.0,482,303,62.9%
593,8311.0,476,313,65.8%
594,3868.0,384,208,54.2%
595,3869.0,367,147,40.1%
596,1088.0,612,64,10.5%
597,5096.0,"1,647",159,9.7%
598,7749.0,"2,039",282,13.8%
599,1086.0,766,58,7.6%
600,7208.0,567,49,8.6%
601,4680.0,342,34,9.9%
602,8447.0,979,105,10.7%
603,7657.0,612,45,7.4%
604,7432.0,726,65,9.0%
605,6453.0,801,52,6.5%
606,1087.0,399,42,10.5%
607,5308.0,447,71,15.9%
608,1130.0,674,22,3.3%
609,1133.0,231,10,4.3%
610,4098.0,509,243,47.7%
611,6595.0,621,314,50.6%
612,5037.0,392,174,44.4%
613,1632.0,396,143,36.1%
614,1651.0,417,273,65.5%
615,1654.0,849,399,47.0%
616,1653.0,409,229,56.0%
617,1650.0,319,178,55.8%
618,1645.0,343,263,76.7%
619,7194.0,363,170,46.8%
620,5179.0,511,247,48.3%
621,8446.0,"1,340",216,16.1%
622,2858.0,642,135,21.0%
623,5341.0,802,168,20.9%
624,7624.0,105,102,97.1%
625,5277.0,981,0,0.0%
626,1701.0,"2,735",539,19.7%
627,6714.0,986,237,24.0%
628,4849.0,"1,221",234,19.2%
629,1700.0,434,74,17.1%
630,5020.0,488,66,13.5%
631,1697.0,368,158,42.9%
632,1698.0,499,114,22.8%
633,1696.0,522,56,10.7%
634,1699.0,455,93,20.4%
635,1695.0,554,143,25.8%
636,8438.0,869,164,18.9%
637,6238.0,536,261,48.7%
638,1529.0,480,226,47.1%
639,2868.0,489,133,27.2%
640,5150.0,606,151,24.9%
641,2869.0,801,184,23.0%
642,7596.0,620,159,25.6%
643,8132.0,"1,544",518,33.5%
644,6598.0,"1,052",355,33.7%
645,4553.0,"1,927",560,29.1%
646,4546.0,190,98,51.6%
647,4701.0,155,36,23.2%
648,4547.0,457,103,22.5%
649,4551.0,564,203,36.0%
650,4549.0,444,145,32.7%
651,4810.0,"1,117",267,23.9%
652,8285.0,726,215,29.6%
653,7544.0,802,227,28.3%
654,8007.0,617,149,24.1%
655,3424.0,541,169,31.2%
656,3425.0,671,171,25.5%
657,8201.0,570,191,33.5%
658,4833.0,520,184,35.4%
659,7627.0,45,0,0.0%
660,5278.0,"1,016",607,59.7%
661,8425.0,281,171,60.9%
662,511.0,395,133,33.7%
663,513.0,565,153,27.1%
664,7595.0,427,120,28.1%
665,6695.0,465,145,31.2%
666,0.0,371,251,67.7%
667,7058.0,439,50,11.4%
668,7057.0,701,141,20.1%
669,6504.0,31,6,19.4%
670,7162.0,493,218,44.2%
671,5261.0,"1,549",540,34.9%
672,3865.0,509,183,36.0%
673,3864.0,501,223,44.5%
674,7408.0,552,227,41.1%
675,7625.0,491,221,45.0%
676,3866.0,407,143,35.1%
677,4351.0,472,216,45.8%
678,4352.0,595,238,40.0%
679,6927.0,894,468,52.3%
680,7731.0,460,111,24.1%
681,4801.0,"1,229",217,17.7%
682,7186.0,508,112,22.0%
683,6678.0,815,172,21.1%
684,1749.0,467,120,25.7%
685,7775.0,624,426,68.3%
686,2539.0,945,381,40.3%
687,8228.0,951,432,45.4%
688,7165.0,459,190,41.4%
689,7786.0,671,290,43.2%
690,8229.0,481,231,48.0%
691,4558.0,"1,010",373,36.9%
692,6283.0,563,253,44.9%
693,4557.0,494,263,53.2%
694,7555.0,476,230,48.3%
695,4556.0,492,233,47.4%
696,1391.0,447,77,17.2%
697,7266.0,594,91,15.3%
698,1431.0,532,36,6.8%
699,7759.0,"1,749",204,11.7%
700,1387.0,"1,646",227,13.8%
701,7517.0,"1,123",118,10.5%
702,8174.0,819,26,3.2%
703,5011.0,543,103,19.0%
704,6476.0,649,87,13.4%
705,7516.0,"1,071",112,10.5%
706,8309.0,"1,054",103,9.8%
707,1432.0,456,15,3.3%
708,7265.0,603,23,3.8%
709,7990.0,566,46,8.1%
710,6621.0,475,37,7.8%
711,6477.0,611,48,7.9%
712,7550.0,200,180,90.0%
713,2385.0,313,203,64.9%
714,1541.0,"1,136",677,59.6%
715,6156.0,"1,009",509,50.4%
716,6157.0,350,177,50.6%
717,1532.0,293,142,48.5%
718,6918.0,364,237,65.1%
719,6591.0,777,360,46.3%
720,8312.0,693,278,40.1%
721,7908.0,359,267,74.4%
722,8340.0,741,432,58.3%
723,8339.0,805,538,66.8%
724,3021.0,246,123,50.0%
725,3018.0,161,66,41.0%
726,6364.0,745,271,36.4%
727,3019.0,539,224,41.6%
728,2799.0,343,99,28.9%
729,2809.0,"2,784",703,25.3%
730,7560.0,887,194,21.9%
731,2808.0,288,113,39.2%
732,2802.0,379,153,40.4%
733,7559.0,"1,178",419,35.6%
734,2804.0,506,132,26.1%
735,5239.0,681,151,22.2%
736,4827.0,504,140,27.8%
737,8133.0,692,136,19.7%
738,5220.0,829,278,33.5%
739,1707.0,779,185,23.7%
740,1705.0,549,200,36.4%
741,4850.0,463,159,34.3%
742,7536.0,379,197,52.0%
743,8016.0,653,265,40.6%
744,7641.0,976,485,49.7%
745,6935.0,"1,323",559,42.3%
746,3204.0,458,297,64.8%
747,7366.0,920,491,53.4%
748,7642.0,683,413,60.5%
749,3201.0,493,301,61.1%
750,7411.0,518,225,43.4%
751,3202.0,355,183,51.5%
752,4822.0,522,178,34.1%
753,2552.0,549,262,47.7%
754,2500.0,494,211,42.7%
755,7209.0,481,206,42.8%
756,2554.0,"1,011",365,36.1%
757,4707.0,562,262,46.6%
758,8137.0,572,201,35.1%
759,6612.0,604,206,34.1%
760,2740.0,703,189,26.9%
761,6611.0,307,112,36.5%
762,2735.0,248,60,24.2%
763,8127.0,274,246,89.8%
764,6174.0,540,260,48.1%
765,4559.0,389,189,48.6%
766,4564.0,691,294,42.5%
767,7439.0,590,278,47.1%
768,6285.0,373,160,42.9%
769,4563.0,363,175,48.2%
770,4915.0,526,357,67.9%
771,3482.0,"2,810","1,343",47.8%
772,8351.0,"2,159","1,069",49.5%
773,3477.0,425,134,31.5%
774,3478.0,311,146,46.9%
775,3473.0,591,255,43.1%
776,5350.0,578,443,76.6%
777,8058.0,648,176,27.2%
778,5064.0,536,185,34.5%
779,8391.0,420,273,65.0%
780,136.0,301,61,20.3%
781,4804.0,569,202,35.5%
782,144.0,704,239,33.9%
783,8115.0,202,87,43.1%
784,142.0,193,81,42.0%
785,139.0,349,155,44.4%
786,2555.0,201,49,24.4%
787,8190.0,973,350,36.0%
788,2561.0,412,148,35.9%
789,6862.0,631,191,30.3%
790,2562.0,"1,243",334,26.9%
791,2558.0,193,67,34.7%
792,2559.0,232,56,24.1%
793,6417.0,632,355,56.2%
794,6418.0,518,268,51.7%
795,8166.0,263,127,48.3%
796,2675.0,735,315,42.9%
797,8167.0,391,228,58.3%
798,8165.0,260,133,51.2%
799,8028.0,674,205,30.4%
800,2564.0,282,140,49.6%
801,2568.0,481,173,36.0%
802,6712.0,"1,350",612,45.3%
803,6293.0,"1,268",525,41.4%
804,2563.0,376,216,57.4%
805,2570.0,417,208,49.9%
806,2003.0,443,412,93.0%
807,8419.0,700,626,89.4%
808,2004.0,520,474,91.2%
809,8417.0,"2,272","1,724",75.9%
810,2001.0,629,448,71.2%
811,2009.0,621,507,81.6%
812,2011.0,514,416,80.9%
813,2021.0,598,423,70.7%
814,2013.0,394,295,74.9%
815,2016.0,531,489,92.1%
816,7515.0,874,324,37.1%
817,2018.0,468,377,80.6%
818,7035.0,650,612,94.2%
819,8420.0,800,583,72.9%
820,2025.0,759,592,78.0%
821,5045.0,707,394,55.7%
822,8163.0,434,434,100.0%
823,7665.0,"1,566","1,338",85.4%
824,8216.0,332,328,98.8%
825,7564.0,504,349,69.2%
826,735.0,89,52,58.4%
827,7006.0,483,283,58.6%
828,7897.0,432,274,63.4%
829,7898.0,253,155,61.3%
830,7866.0,102,0,0.0%
831,8325.0,"1,307",853,65.3%
832,787.0,598,192,32.1%
833,788.0,"1,306",322,24.7%
834,6731.0,381,171,44.9%
835,786.0,437,147,33.6%
836,783.0,562,141,25.1%
837,7755.0,578,190,32.9%
838,6270.0,322,66,20.5%
839,6269.0,342,57,16.7%
840,7322.0,285,57,20.0%
841,7466.0,635,156,24.6%
842,6737.0,547,116,21.2%
843,2032.0,568,118,20.8%
844,6826.0,177,79,44.6%
845,7508.0,113,50,44.2%
846,2201.0,165,60,36.4%
847,7119.0,340,340,100.0%
848,5248.0,293,291,99.3%
849,4842.0,612,390,63.7%
850,7746.0,159,103,64.8%
851,1225.0,285,207,72.6%
852,1223.0,375,268,71.5%
853,7744.0,"1,859","1,231",66.2%
854,791.0,203,80,39.4%
