,school number,total enrollment,low income enrollment,percent of enrollment from low income families
855,6311.0,762,244,32.0%
856,5023.0,844,238,28.2%
857,860.0,130,37,28.5%
858,8057.0,501,170,33.9%
859,7857.0,511,295,57.7%
860,5016.0,702,277,39.5%
861,6840.0,212,91,42.9%
862,2246.0,156,57,36.5%
863,6160.0,73,46,63.0%
864,6159.0,87,50,57.5%
865,6701.0,137,69,50.4%
866,6161.0,110,59,53.6%
867,6420.0,441,263,59.6%
868,6419.0,349,190,54.4%
869,6899.0,"1,000",493,49.3%
870,8382.0,812,389,47.9%
871,7187.0,487,220,45.2%
872,4242.0,502,213,42.4%
873,5328.0,504,253,50.2%
874,2037.0,671,334,49.8%
875,5226.0,134,65,48.5%
876,2036.0,419,151,36.0%
877,2035.0,379,216,57.0%
878,147.0,899,199,22.1%
879,149.0,365,19,5.2%
880,156.0,"1,330",294,22.1%
881,6780.0,364,77,21.2%
882,153.0,381,177,46.5%
883,461.0,677,101,14.9%
884,4667.0,444,323,72.7%
885,4106.0,843,442,52.4%
886,4101.0,364,182,50.0%
887,6166.0,247,137,55.5%
888,5119.0,450,161,35.8%
889,7602.0,826,115,13.9%
890,4360.0,"1,135",156,13.7%
891,7163.0,624,113,18.1%
892,4354.0,244,43,17.6%
893,4357.0,614,50,8.1%
894,7666.0,"1,222",780,63.8%
895,8123.0,948,515,54.3%
896,6686.0,555,272,49.0%
897,2126.0,376,143,38.0%
898,7176.0,230,107,46.5%
899,8150.0,729,695,95.3%
900,8357.0,448,232,51.8%
901,8356.0,429,205,47.8%
902,6563.0,434,164,37.8%
903,591.0,570,121,21.2%
904,8346.0,441,118,26.8%
905,594.0,575,157,27.3%
906,592.0,273,119,43.6%
907,7586.0,995,774,77.8%
908,7192.0,151,46,30.5%
909,6223.0,354,207,58.5%
910,7714.0,475,29,6.1%
911,6506.0,735,70,9.5%
912,7486.0,752,76,10.1%
913,1869.0,"1,623",129,7.9%
914,7313.0,"1,165",88,7.6%
915,161.0,329,222,67.5%
916,157.0,245,116,47.3%
917,167.0,510,271,53.1%
918,170.0,"1,068",502,47.0%
919,169.0,523,314,60.0%
920,5191.0,334,148,44.3%
921,165.0,333,133,39.9%
922,2038.0,408,168,41.2%
923,2040.0,698,247,35.4%
924,5225.0,669,269,40.2%
925,2039.0,335,133,39.7%
926,8176.0,390,189,48.5%
927,6271.0,"1,108",408,36.8%
928,10.0,739,365,49.4%
929,5126.0,425,241,56.7%
930,7592.0,427,219,51.3%
931,8147.0,223,69,30.9%
932,8161.0,244,165,67.6%
933,2042.0,630,369,58.6%
934,2043.0,499,266,53.3%
935,6777.0,505,290,57.4%
936,6952.0,382,196,51.3%
937,5219.0,379,194,51.2%
938,7639.0,708,708,100.0%
939,8390.0,630,628,99.7%
940,793.0,530,190,35.8%
941,794.0,429,230,53.6%
942,801.0,708,331,46.8%
943,802.0,"1,401",575,41.0%
944,6794.0,655,320,48.9%
945,8096.0,491,237,48.3%
946,1368.0,366,32,8.7%
947,7695.0,552,80,14.5%
948,1424.0,"1,319",198,15.0%
949,1422.0,"1,030",161,15.6%
950,6479.0,547,108,19.7%
951,1461.0,466,86,18.5%
952,6193.0,963,574,59.6%
953,5288.0,383,242,63.2%
954,8405.0,"1,234","1,095",88.7%
955,1252.0,646,614,95.0%
956,1251.0,"1,001",814,81.3%
957,8314.0,59,51,86.4%
958,4379.0,543,218,40.1%
959,6957.0,577,187,32.4%
960,4845.0,"1,270",388,30.6%
961,4386.0,678,380,56.0%
962,4380.0,621,125,20.1%
963,7768.0,517,353,68.3%
964,8430.0,531,355,66.9%
965,5242.0,728,456,62.6%
966,8429.0,504,285,56.5%
967,7748.0,662,59,8.9%
968,2202.0,705,260,36.9%
969,5117.0,766,255,33.3%
970,7427.0,653,229,35.1%
971,2206.0,922,269,29.2%
972,5282.0,327,217,66.4%
973,7329.0,597,261,43.7%
974,4373.0,808,318,39.4%
975,4372.0,629,317,50.4%
976,5166.0,319,247,77.4%
977,5165.0,338,136,40.2%
978,8428.0,628,380,60.5%
979,3137.0,637,283,44.4%
980,7062.0,328,110,33.5%
981,6341.0,234,76,32.5%
982,7468.0,184,65,35.3%
983,8409.0,7,7,100.0%
984,6125.0,257,257,100.0%
985,7316.0,59,59,100.0%
986,3145.0,634,198,31.2%
987,8202.0,452,171,37.8%
988,3143.0,256,91,35.5%
989,6844.0,563,211,37.5%
990,8154.0,167,122,73.1%
991,1753.0,160,81,50.6%
992,5038.0,297,118,39.7%
993,6330.0,266,87,32.7%
994,6331.0,229,70,30.6%
995,808.0,698,295,42.3%
996,7447.0,520,234,45.0%
997,809.0,370,149,40.3%
998,7992.0,532,282,53.0%
999,175.0,471,61,13.0%
1000,5190.0,991,125,12.6%
1001,179.0,643,82,12.8%
1002,178.0,316,30,9.5%
1003,176.0,377,61,16.2%
1004,2891.0,936,519,55.4%
1005,7007.0,441,283,64.2%
1006,8199.0,291,199,68.4%
1007,2888.0,325,214,65.8%
1008,4565.0,267,156,58.4%
1009,4570.0,640,391,61.1%
1010,4571.0,481,244,50.7%
1011,4566.0,302,226,74.8%
1012,4568.0,246,117,47.6%
1013,7511.0,525,253,48.2%
1014,2047.0,279,122,43.7%
1015,2048.0,322,125,38.8%
1016,7948.0,699,230,32.9%
1017,2046.0,331,126,38.1%
1018,5227.0,479,215,44.9%
1019,7195.0,122,57,46.7%
1020,8316.0,130,45,34.6%
1021,8268.0,781,704,90.1%
1022,8264.0,708,671,94.8%
1023,8376.0,205,177,86.3%
1024,8265.0,377,361,95.8%
1025,1766.0,519,500,96.3%
1026,6333.0,"1,024",866,84.6%
1027,7902.0,357,255,71.4%
1028,8266.0,149,134,89.9%
1029,7901.0,351,294,83.8%
1030,8267.0,603,546,90.5%
1031,7623.0,778,678,87.1%
1032,7667.0,531,480,90.4%
1033,5079.0,461,207,44.9%
1034,3271.0,647,209,32.3%
1035,3272.0,"1,553",425,27.4%
1036,6639.0,"1,085",318,29.3%
1037,3267.0,271,102,37.6%
1038,3270.0,722,113,15.7%
1039,1871.0,604,50,8.3%
1040,1876.0,632,56,8.9%
1041,1877.0,528,52,9.8%
1042,1878.0,"1,550",183,11.8%
1043,1879.0,"1,813",254,14.0%
1044,1874.0,587,60,10.2%
1045,1875.0,710,110,15.5%
1046,5151.0,667,437,65.5%
1047,7937.0,409,202,49.4%
1048,7661.0,728,208,28.6%
1049,6718.0,872,446,51.1%
1050,8333.0,477,254,53.2%
1051,7348.0,"3,433","1,911",55.7%
1052,7936.0,802,590,73.6%
1053,6930.0,"1,126",780,69.3%
1054,8334.0,926,700,75.6%
1055,8245.0,750,444,59.2%
1056,7340.0,893,291,32.6%
1057,7569.0,990,670,67.7%
1058,5236.0,501,116,23.2%
1059,5055.0,599,200,33.4%
1060,2574.0,471,207,43.9%
1061,2577.0,545,216,39.6%
1062,2578.0,"2,193",689,31.4%
1063,6294.0,478,142,29.7%
1064,7421.0,502,165,32.9%
1065,7442.0,582,175,30.1%
1066,2576.0,614,248,40.4%
1067,2575.0,455,182,40.0%
1068,4389.0,493,191,38.7%
1069,7268.0,408,130,31.9%
1070,4404.0,"1,842",526,28.6%
1071,4394.0,419,82,19.6%
1072,5359.0,586,244,41.6%
1073,7269.0,473,103,21.8%
1074,4399.0,506,197,38.9%
1075,7270.0,405,148,36.5%
1076,4400.0,426,116,27.2%
1077,3146.0,603,291,48.3%
1078,8069.0,342,139,40.6%
1079,3150.0,817,253,31.0%
1080,3147.0,331,141,42.6%
1081,182.0,243,150,61.7%
1082,191.0,709,402,56.7%
1083,7202.0,785,520,66.2%
1084,5153.0,770,491,63.8%
1085,8308.0,169,132,78.1%
1086,7097.0,498,253,50.8%
1087,7381.0,563,190,33.7%
1088,6195.0,652,264,40.5%
1089,927.0,816,283,34.7%
1090,5207.0,840,279,33.2%
1091,6797.0,435,216,49.7%
1092,2331.0,412,184,44.7%
1093,672.0,393,88,22.4%
1094,674.0,634,213,33.6%
1095,675.0,606,184,30.4%
1096,671.0,236,56,23.7%
1097,7280.0,210,65,31.0%
1098,8209.0,275,60,21.8%
1099,5333.0,427,200,46.8%
1100,2305.0,571,252,44.1%
1101,7525.0,340,147,43.2%
1102,7620.0,486,275,56.6%
1103,6606.0,294,157,53.4%
1104,8155.0,380,203,53.4%
1105,7542.0,597,570,95.5%
1106,7683.0,818,416,50.9%
1107,8361.0,527,378,71.7%
1108,2314.0,467,232,49.7%
1109,4964.0,401,161,40.1%
1110,2321.0,213,85,39.9%
1111,2322.0,211,85,40.3%
1112,2324.0,664,279,42.0%
1113,2325.0,869,341,39.2%
1114,7032.0,445,232,52.1%
1115,7765.0,232,41,17.7%
1116,8371.0,584,273,46.7%
1117,7557.0,236,174,73.7%
1118,8394.0,"1,626","1,098",67.5%
1119,1881.0,619,386,62.4%
1120,1885.0,"1,086",573,52.8%
1121,7643.0,241,141,58.5%
1122,1883.0,539,280,51.9%
1123,6508.0,549,294,53.6%
1124,4847.0,319,211,66.1%
1125,0.0,268,162,60.4%
1126,2052.0,668,503,75.3%
1127,4817.0,588,419,71.3%
1128,6127.0,206,116,56.3%
1129,6126.0,237,90,38.0%
1130,8421.0,452,262,58.0%
1131,8024.0,559,334,59.7%
1132,5180.0,342,211,61.7%
1133,7029.0,409,195,47.7%
1134,2280.0,320,153,47.8%
1135,3276.0,387,58,15.0%
1136,8049.0,329,51,15.5%
1137,3031.0,192,97,50.5%
1138,5243.0,634,336,53.0%
1139,3034.0,722,291,40.3%
1140,3033.0,597,287,48.1%
1141,5060.0,170,76,44.7%
1142,1307.0,606,296,48.8%
1143,6965.0,736,352,47.8%
1144,7785.0,678,387,57.1%
1145,8149.0,908,628,69.2%
1146,5326.0,306,160,52.3%
1147,6218.0,274,112,40.9%
1148,2394.0,497,209,42.1%
1149,2390.0,213,112,52.6%
1150,4947.0,278,147,52.9%
1151,6255.0,579,259,44.7%
1152,2399.0,87,53,60.9%
1153,2391.0,167,87,52.1%
1154,2395.0,260,136,52.3%
1155,2393.0,115,52,45.2%
1156,7220.0,415,220,53.0%
1157,2400.0,109,53,48.6%
1158,5230.0,315,158,50.2%
1159,2308.0,416,178,42.8%
1160,8358.0,519,445,85.7%
1161,8431.0,200,174,87.0%
1162,7776.0,859,755,87.9%
1163,8363.0,300,264,88.0%
1164,8124.0,364,311,85.4%
1165,5244.0,458,269,58.7%
1166,5245.0,368,166,45.1%
1167,3100.0,270,138,51.1%
1168,1153.0,457,218,47.7%
1169,1154.0,648,308,47.5%
1170,7396.0,245,133,54.3%
1171,8172.0,450,237,52.7%
1172,1401.0,581,288,49.6%
1173,6482.0,"1,345",560,41.6%
1174,6834.0,"1,012",424,41.9%
1175,8171.0,275,116,42.2%
1176,1400.0,482,190,39.4%
1177,6694.0,449,222,49.4%
1178,1486.0,485,227,46.8%
1179,7979.0,688,516,75.0%
1180,7067.0,253,114,45.1%
1181,7795.0,94,68,72.3%
1182,6241.0,136,94,69.1%
1183,7589.0,"1,095",471,43.0%
1184,7590.0,821,412,50.2%
1185,4815.0,248,184,74.2%
1186,4917.0,225,108,48.0%
1187,1570.0,377,166,44.0%
1188,6242.0,181,136,75.1%
1189,6245.0,381,273,71.7%
1190,1588.0,285,126,44.2%
1191,7506.0,202,155,76.7%
1192,7461.0,342,108,31.6%
1193,203.0,221,32,14.5%
1194,5112.0,583,174,29.8%
1195,7462.0,439,143,32.6%
1196,204.0,308,130,42.2%
1197,7826.0,386,364,94.3%
1198,7191.0,466,355,76.2%
1199,4431.0,"1,129",450,39.9%
1200,7189.0,562,254,45.2%
1201,7190.0,554,211,38.1%
1202,4516.0,302,124,41.1%
1203,8277.0,580,307,52.9%
1204,810.0,222,80,36.0%
1205,6315.0,308,103,33.4%
1206,816.0,451,146,32.4%
1207,6316.0,357,119,33.3%
1208,7538.0,221,214,96.8%
1209,7565.0,567,316,55.7%
1210,4524.0,526,215,40.9%
1211,4528.0,442,193,43.7%
1212,2924.0,868,206,23.7%
1213,7060.0,289,109,37.7%
1214,2922.0,392,72,18.4%
1215,2920.0,203,78,38.4%
1216,7146.0,308,162,52.6%
1217,6403.0,437,135,30.9%
1218,6404.0,704,247,35.1%
1219,3155.0,353,135,38.2%
1220,7069.0,219,102,46.6%
1221,3154.0,379,183,48.3%
1222,2606.0,653,166,25.4%
1223,7939.0,665,153,23.0%
1224,2607.0,"1,006",208,20.7%
1225,6297.0,720,167,23.2%
1226,5285.0,384,183,47.7%
1227,5283.0,407,186,45.7%
1228,5284.0,494,254,51.4%
1229,2598.0,357,323,90.5%
1230,7182.0,393,383,97.5%
1231,2599.0,719,587,81.6%
1232,2581.0,422,397,94.1%
1233,2589.0,551,531,96.4%
1234,2592.0,446,407,91.3%
1235,2593.0,541,529,97.8%
1236,2597.0,365,299,81.9%
1237,5056.0,474,461,97.3%
1238,2584.0,525,496,94.5%
1239,2595.0,468,431,92.1%
1240,2596.0,"2,718","2,423",89.1%
1241,7922.0,328,317,96.6%
1242,6762.0,504,477,94.6%
1243,2594.0,511,458,89.6%
1244,2587.0,316,292,92.4%
1245,2590.0,350,280,80.0%
1246,2600.0,582,517,88.8%
1247,2591.0,433,398,91.9%
1248,0.0,773,375,48.5%
1249,2146.0,305,184,60.3%
1250,2163.0,356,117,32.9%
1251,4700.0,367,190,51.8%
1252,5146.0,734,334,45.5%
1253,6600.0,885,447,50.5%
1254,4820.0,276,127,46.0%
1255,7001.0,541,161,29.8%
1256,2680.0,352,100,28.4%
1257,8432.0,171,47,27.5%
1258,4940.0,367,197,53.7%
1259,5156.0,633,130,20.5%
1260,6616.0,646,519,80.3%
1261,5337.0,385,271,70.4%
1262,2754.0,"1,097",774,70.6%
1263,5155.0,"1,390",902,64.9%
1264,6894.0,688,562,81.7%
1265,2746.0,501,386,77.0%
1266,2743.0,537,412,76.7%
1267,6579.0,333,318,95.5%
1268,7923.0,239,99,41.4%
1269,8393.0,166,81,48.8%
1270,5338.0,"2,267","1,422",62.7%
1271,7681.0,"1,744",788,45.2%
1272,7634.0,631,195,30.9%
1273,8130.0,453,395,87.2%
1274,8439.0,"1,026",507,49.4%
1275,1315.0,702,337,48.0%
1276,1314.0,582,291,50.0%
1277,4807.0,489,226,46.2%
1278,4665.0,464,135,29.1%
1279,4084.0,602,169,28.1%
1280,4085.0,621,122,19.6%
1281,4081.0,300,97,32.3%
1282,6940.0,261,140,53.6%
1283,4442.0,514,158,30.7%
1284,4440.0,349,147,42.1%
1285,5361.0,404,134,33.2%
1286,7675.0,664,664,100.0%
1287,0.0,"1,541",990,64.2%
1288,8125.0,778,695,89.3%
1289,7859.0,785,189,24.1%
1290,8206.0,740,630,85.1%
1291,6786.0,371,178,48.0%
1292,3532.0,361,121,33.5%
1293,8286.0,365,163,44.7%
1294,8406.0,816,331,40.6%
1295,14.0,605,191,31.6%
1296,13.0,476,174,36.6%
1297,1747.0,219,62,28.3%
1298,1752.0,377,99,26.3%
1299,1775.0,259,116,44.8%
1300,1776.0,"1,122",263,23.4%
1301,7414.0,903,228,25.2%
1302,1774.0,349,94,26.9%
1303,7844.0,14,11,78.6%
1304,1797.0,413,81,19.6%
1305,3293.0,"1,059",105,9.9%
1306,7597.0,496,61,12.3%
1307,3286.0,558,32,5.7%
1308,3291.0,722,48,6.6%
1309,3296.0,"1,210",132,10.9%
1310,3295.0,"1,512",181,12.0%
1311,3287.0,576,46,8.0%
1312,3288.0,682,84,12.3%
1313,3289.0,761,56,7.4%
1314,3294.0,"1,069",111,10.4%
1315,4960.0,751,144,19.2%
1316,7212.0,609,107,17.6%
1317,3297.0,952,123,12.9%
1318,3036.0,700,308,44.0%
1319,3037.0,341,134,39.3%
1320,4828.0,503,181,36.0%
1321,7149.0,64,64,100.0%
1322,0.0,472,271,57.4%
1323,7291.0,300,155,51.7%
1324,7574.0,"1,413",587,41.5%
1325,8360.0,602,357,59.3%
1326,7223.0,549,387,70.5%
1327,8403.0,449,311,69.3%
1328,7549.0,371,298,80.3%
1329,7954.0,406,170,41.9%
1330,8422.0,690,221,32.0%
1331,7953.0,936,300,32.1%
1332,2618.0,982,291,29.6%
1333,2619.0,286,124,43.4%
1334,6733.0,380,131,34.5%
1335,8246.0,949,282,29.7%
1336,2623.0,"1,753",519,29.6%
1337,5114.0,904,280,31.0%
1338,2621.0,337,81,24.0%
1339,4708.0,479,121,25.3%
1340,7383.0,371,81,21.8%
1341,2620.0,315,113,35.9%
1342,7672.0,"1,195","1,195",100.0%
1343,2339.0,610,277,45.4%
1344,8066.0,308,146,47.4%
1345,8138.0,393,202,51.4%
1346,7777.0,819,528,64.5%
1347,1898.0,429,54,12.6%
1348,1899.0,375,87,23.2%
1349,1902.0,"1,089",265,24.3%
1350,1901.0,755,153,20.3%
1351,1894.0,354,59,16.7%
1352,1896.0,370,54,14.6%
1353,7929.0,522,50,9.6%
1354,1155.0,722,67,9.3%
1355,5363.0,533,17,3.2%
1356,1158.0,495,29,5.9%
1357,1159.0,"1,030",39,3.8%
1358,7678.0,577,457,79.2%
1359,8259.0,738,665,90.1%
1360,8288.0,600,517,86.2%
1361,7588.0,"1,228","1,096",89.3%
1362,8365.0,517,481,93.0%
1363,8208.0,582,561,96.4%
1364,8207.0,"1,414","1,194",84.4%
1365,8153.0,840,765,91.1%
1366,8152.0,557,480,86.2%
1367,7961.0,898,807,89.9%
1368,7909.0,777,686,88.3%
1369,8151.0,804,710,88.3%
1370,7910.0,"1,333","1,184",88.8%
1371,8427.0,220,201,91.4%
1372,7582.0,"1,013",686,67.7%
1373,4248.0,519,186,35.8%
1374,4244.0,206,87,42.2%
1375,4249.0,454,158,34.8%
1376,6976.0,404,160,39.6%
1377,7673.0,763,516,67.6%
1378,8400.0,691,469,67.9%
1379,6105.0,"1,015",637,62.8%
1380,8399.0,759,619,81.6%
1381,6672.0,248,165,66.5%
1382,1709.0,233,90,38.6%
1383,7837.0,690,260,37.7%
1384,8008.0,354,123,34.7%
1385,5098.0,"1,181",343,29.0%
1386,1715.0,982,323,32.9%
1387,5021.0,248,111,44.8%
1388,1711.0,288,101,35.1%
1389,4851.0,320,110,34.4%
1390,8257.0,772,663,85.9%
1391,3157.0,563,271,48.1%
1392,7792.0,176,79,44.9%
1393,3158.0,312,136,43.6%
1394,6744.0,461,256,55.5%
1395,6716.0,756,79,10.4%
1396,6845.0,393,19,4.8%
1397,3303.0,409,37,9.0%
1398,3305.0,"1,552",174,11.2%
1399,8139.0,773,103,13.3%
1400,5252.0,463,28,6.0%
1401,7573.0,418,20,4.8%
1402,6208.0,331,178,53.8%
1403,3994.0,282,134,47.5%
1404,7613.0,198,108,54.5%
1405,2423.0,"1,057",557,52.7%
1406,8304.0,747,388,51.9%
1407,3962.0,819,248,30.3%
1408,7799.0,354,172,48.6%
1409,3961.0,573,263,45.9%
1410,8232.0,376,193,51.3%
1411,5175.0,754,197,26.1%
1412,8005.0,243,174,71.6%
1413,1788.0,445,201,45.2%
1414,1790.0,631,298,47.2%
1415,1785.0,597,312,52.3%
1416,7756.0,479,313,65.3%
1417,6566.0,272,146,53.7%
1418,0.0,39,12,30.8%
1419,8307.0,353,201,56.9%
1420,6261.0,252,137,54.4%
1421,8182.0,395,175,44.3%
1422,8183.0,221,95,43.0%
1423,7789.0,552,418,75.7%
1424,8184.0,546,392,71.8%
1425,8187.0,"1,186",586,49.4%
1426,8186.0,789,423,53.6%
1427,8185.0,774,443,57.2%
1428,3196.0,183,100,54.6%
1429,7863.0,430,174,40.5%
1430,6809.0,437,158,36.2%
1431,4091.0,719,227,31.6%
1432,6360.0,481,200,41.6%
1433,2053.0,543,161,29.7%
1434,2054.0,598,314,52.5%
1435,4724.0,375,175,46.7%
1436,5329.0,613,297,48.5%
1437,4954.0,558,258,46.2%
1438,8071.0,"2,121",854,40.3%
1439,2059.0,533,334,62.7%
1440,7384.0,499,157,31.5%
1441,2062.0,610,321,52.6%
1442,1793.0,342,149,43.6%
1443,6682.0,194,93,47.9%
1444,1794.0,247,82,33.2%
1445,7064.0,327,135,41.3%
1446,1623.0,306,112,36.6%
1447,5353.0,537,338,62.9%
1448,6863.0,501,271,54.1%
1449,3541.0,624,282,45.2%
1450,7034.0,132,65,49.2%
1451,3537.0,246,137,55.7%
1452,4836.0,118,46,39.0%
1453,6699.0,497,269,54.1%
1454,6583.0,513,212,41.3%
1455,7108.0,797,382,47.9%
1456,8404.0,240,83,34.6%
1457,2686.0,400,160,40.0%
1458,6635.0,472,301,63.8%
1459,4444.0,378,277,73.3%
1460,7399.0,169,121,71.6%
1461,6181.0,226,137,60.6%
1462,6605.0,630,329,52.2%
1463,1164.0,602,270,44.9%
1464,6674.0,957,403,42.1%
1465,7800.0,532,341,64.1%
1466,3039.0,537,258,48.0%
1467,3040.0,380,195,51.3%
1468,0.0,309,53,17.2%
1469,8177.0,855,252,29.5%
1470,8418.0,"1,113",321,28.8%
1471,5017.0,916,241,26.3%
1472,5343.0,640,236,36.9%
1473,3044.0,247,77,31.2%
1474,3042.0,452,149,33.0%
1475,3045.0,598,197,32.9%
1476,5354.0,280,122,43.6%
1477,6421.0,403,182,45.2%
1478,4044.0,618,259,41.9%
1479,240.0,537,88,16.4%
1480,7441.0,335,81,24.2%
1481,8347.0,200,65,32.5%
1482,7952.0,206,19,9.2%
1483,8253.0,608,146,24.0%
1484,8254.0,575,120,20.9%
1485,4951.0,"1,193",257,21.5%
1486,8370.0,174,85,48.9%
1487,8112.0,206,144,69.9%
1488,8381.0,444,297,66.9%
1489,8380.0,198,136,68.7%
1490,6929.0,442,248,56.1%
1491,1550.0,412,215,52.2%
1492,7498.0,799,535,67.0%
1493,6936.0,405,244,60.2%
1494,8135.0,252,154,61.1%
1495,4454.0,190,90,47.4%
1496,4458.0,609,225,36.9%
1497,7791.0,326,144,44.2%
1498,4455.0,366,110,30.1%
1499,4457.0,356,182,51.1%
1500,4453.0,158,82,51.9%
1501,2295.0,109,64,58.7%
1502,2297.0,237,144,60.8%
1503,7944.0,396,190,48.0%
1504,7733.0,258,147,57.0%
1505,2291.0,322,209,64.9%
1506,7339.0,491,217,44.2%
1507,4049.0,428,156,36.4%
1508,249.0,251,37,14.7%
1509,251.0,267,41,15.4%
1510,248.0,382,61,16.0%
1511,250.0,320,22,6.9%
1512,7535.0,691,64,9.3%
1513,246.0,432,59,13.7%
1514,247.0,306,15,4.9%
1515,7534.0,669,96,14.3%
1516,254.0,"1,766",256,14.5%
1517,245.0,429,72,16.8%
1518,8006.0,956,652,68.2%
1519,4919.0,"1,098",595,54.2%
1520,6610.0,911,573,62.9%
1521,827.0,979,659,67.3%
1522,7546.0,273,193,70.7%
1523,3048.0,475,174,36.6%
1524,3047.0,556,217,39.0%
1525,8054.0,339,59,17.4%
1526,8055.0,363,59,16.3%
1527,3495.0,"1,555",329,21.2%
1528,8053.0,"1,149",253,22.0%
1529,3494.0,759,162,21.3%
1530,8056.0,593,186,31.4%
1531,5154.0,570,74,13.0%
1532,7128.0,647,209,32.3%
1533,1069.0,465,172,37.0%
1534,7380.0,"1,332",387,29.1%
1535,1071.0,480,166,34.6%
1536,6455.0,"2,556",734,28.7%
1537,1077.0,894,310,34.7%
1538,1076.0,732,266,36.3%
1539,1072.0,425,129,30.4%
1540,8374.0,741,210,28.3%
1541,2689.0,578,123,21.3%
1542,2688.0,616,143,23.2%
1543,6720.0,634,480,75.7%
1544,695.0,417,270,64.7%
1545,694.0,302,232,76.8%
1546,2701.0,80,67,83.8%
1547,8319.0,801,627,78.3%
1548,8284.0,498,337,67.7%
1549,2704.0,746,419,56.2%
1550,7164.0,980,761,77.7%
1551,7762.0,186,58,31.2%
1552,7649.0,"1,481",829,56.0%
1553,1084.0,509,38,7.5%
1554,1082.0,218,19,8.7%
1555,7561.0,334,34,10.2%
1556,7830.0,313,27,8.6%
1557,8321.0,307,194,63.2%
1558,4466.0,151,3,2.0%
1559,8322.0,623,344,55.2%
1560,8323.0,792,413,52.1%
1561,5260.0,462,263,56.9%
1562,7930.0,335,120,35.8%
1563,7931.0,246,115,46.7%
1564,7566.0,46,5,10.9%
1565,3263.0,443,355,80.1%
1566,3265.0,921,572,62.1%
1567,3321.0,737,528,71.6%
1568,5080.0,406,389,95.8%
1569,3318.0,379,304,80.2%
1570,3408.0,627,524,83.6%
1571,6729.0,"1,772","1,227",69.2%
1572,5253.0,495,315,63.6%
1573,8313.0,258,202,78.3%
1574,6998.0,116,92,79.3%
1575,3320.0,767,563,73.4%
1576,7364.0,570,488,85.6%
1577,263.0,495,14,2.8%
1578,5108.0,715,63,8.8%
1579,265.0,368,6,1.6%
1580,6603.0,383,32,8.4%
1581,266.0,455,11,2.4%
1582,270.0,513,18,3.5%
1583,7346.0,897,25,2.8%
1584,7379.0,810,26,3.2%
1585,268.0,744,69,9.3%
1586,8305.0,"2,724",152,5.6%
1587,269.0,389,59,15.2%
1588,7151.0,45,0,0.0%
1589,5139.0,340,147,43.2%
1590,1489.0,291,123,42.3%
1591,4946.0,332,190,57.2%
1592,6145.0,519,228,43.9%
1593,6144.0,404,227,56.2%
1594,7360.0,404,185,45.8%
1595,8142.0,633,155,24.5%
1596,8052.0,699,132,18.9%
1597,6106.0,642,165,25.7%
1598,7101.0,"1,295",294,22.7%
1599,291.0,665,105,15.8%
1600,290.0,547,220,40.2%
1601,4958.0,"1,018",424,41.7%
1602,7406.0,524,86,16.4%
1603,6907.0,388,70,18.0%
1604,4831.0,561,179,31.9%
1605,7314.0,566,105,18.6%
1606,5344.0,503,292,58.1%
1607,3379.0,514,178,34.6%
1608,3309.0,567,315,55.6%
1609,3275.0,510,175,34.3%
1610,4830.0,647,101,15.6%
1611,5345.0,"3,100",991,32.0%
1612,3325.0,418,114,27.3%
1613,3280.0,485,282,58.1%
1614,3322.0,884,183,20.7%
1615,3324.0,"1,303",520,39.9%
1616,3323.0,866,286,33.0%
1617,7407.0,573,151,26.4%
1618,3278.0,252,99,39.3%
1619,8097.0,279,63,22.6%
1620,8098.0,592,243,41.0%
1621,2446.0,968,319,33.0%
1622,8099.0,456,171,37.5%
1623,5233.0,713,292,41.0%
1624,7950.0,"1,032",538,52.1%
1625,3883.0,939,445,47.4%
1626,4837.0,412,219,53.2%
1627,7259.0,341,180,52.8%
1628,3988.0,331,183,55.3%
1629,7430.0,852,373,43.8%
1630,5062.0,516,237,45.9%
1631,3499.0,499,159,31.9%
1632,3500.0,460,140,30.4%
1633,3505.0,"1,875",574,30.6%
1634,5258.0,"1,342",458,34.1%
1635,5209.0,367,228,62.1%
1636,964.0,364,210,57.7%
1637,0.0,147,105,71.4%
1638,4572.0,366,161,44.0%
1639,7375.0,167,64,38.3%
1640,4578.0,634,250,39.4%
1641,4577.0,"1,161",367,31.6%
1642,5272.0,310,98,31.6%
1643,7962.0,481,172,35.8%
1644,7644.0,482,183,38.0%
1645,4576.0,280,127,45.4%
1646,7167.0,404,170,42.1%
1647,8436.0,279,133,47.7%
1648,8435.0,206,86,41.7%
1649,6859.0,335,177,52.8%
1650,6201.0,339,133,39.2%
1651,6860.0,315,142,45.1%
1652,2758.0,176,56,31.8%
1653,2755.0,218,70,32.1%
1654,2757.0,490,198,40.4%
1655,2756.0,193,68,35.2%
1656,8310.0,528,192,36.4%
1657,2760.0,674,237,35.2%
1658,6829.0,247,113,45.7%
1659,2818.0,484,181,37.4%
1660,2813.0,352,152,43.2%
1661,6727.0,469,200,42.6%
1662,6931.0,294,181,61.6%
1663,3875.0,221,148,67.0%
1664,6908.0,417,207,49.6%
1665,6371.0,314,197,62.7%
1666,4058.0,407,233,57.2%
1667,4060.0,534,336,62.9%
1668,4057.0,393,239,60.8%
1669,6373.0,532,281,52.8%
1670,6816.0,424,220,51.9%
1671,4579.0,436,61,14.0%
1672,4581.0,318,105,33.0%
1673,6345.0,"1,001",203,20.3%
