,school number,total enrollment,low income enrollment,percent of enrollment from low income families
857,6293.0,"1,309",222,17.0%
858,2563.0,333,109,32.7%
859,2570.0,425,116,27.3%
860,7842.0,284,183,64.4%
861,2000.0,291,260,89.3%
862,7294.0,859,589,68.6%
863,2001.0,651,363,55.8%
864,2021.0,700,408,58.3%
865,2003.0,420,354,84.3%
866,2026.0,984,728,74.0%
867,2004.0,289,265,91.7%
868,2022.0,467,436,93.4%
869,2007.0,416,326,78.4%
870,2009.0,605,320,52.9%
871,2010.0,501,431,86.0%
872,2011.0,571,421,73.7%
873,2013.0,441,355,80.5%
874,2016.0,439,402,91.6%
875,7515.0,842,213,25.3%
876,7912.0,78,61,78.2%
877,2018.0,482,327,67.8%
878,7035.0,629,590,93.8%
879,2024.0,318,284,89.3%
880,2027.0,"1,037",687,66.2%
881,6959.0,587,514,87.6%
882,2025.0,509,453,89.0%
883,5045.0,759,151,19.9%
884,7680.0,67,23,34.3%
885,7564.0,215,177,82.3%
886,735.0,112,61,54.5%
887,7006.0,501,262,52.3%
888,7897.0,507,219,43.2%
889,7898.0,233,100,42.9%
890,734.0,94,41,43.6%
891,7866.0,73,0,0.0%
892,787.0,701,120,17.1%
893,788.0,"1,441",215,14.9%
894,783.0,662,84,12.7%
895,786.0,538,96,17.8%
896,6731.0,391,87,22.3%
897,7755.0,716,110,15.4%
898,6270.0,432,91,21.1%
899,6269.0,390,58,14.9%
900,7322.0,442,96,21.7%
901,7466.0,548,107,19.5%
902,6737.0,620,79,12.7%
903,2032.0,524,68,13.0%
904,6826.0,255,82,32.2%
905,7508.0,114,30,26.3%
906,2201.0,195,40,20.5%
907,7119.0,497,301,60.6%
908,5248.0,387,328,84.8%
909,4842.0,482,155,32.2%
910,7746.0,173,133,76.9%
911,1225.0,404,194,48.0%
912,1223.0,450,270,60.0%
913,7744.0,760,695,91.4%
914,791.0,519,65,12.5%
915,789.0,208,58,27.9%
916,6311.0,842,145,17.2%
917,5023.0,863,124,14.4%
918,860.0,266,33,12.4%
919,7857.0,434,371,85.5%
920,5016.0,829,207,25.0%
921,6840.0,248,124,50.0%
922,2246.0,225,89,39.6%
923,6160.0,122,69,56.6%
924,6159.0,112,39,34.8%
925,6701.0,160,88,55.0%
926,6161.0,175,78,44.6%
927,6420.0,540,238,44.1%
928,6419.0,358,144,40.2%
929,6899.0,975,415,42.6%
930,1191.0,565,215,38.1%
931,1287.0,529,205,38.8%
932,7187.0,589,174,29.5%
933,4242.0,579,173,29.9%
934,5328.0,517,185,35.8%
935,2037.0,718,243,33.8%
936,5226.0,143,48,33.6%
937,2036.0,354,121,34.2%
938,2035.0,455,199,43.7%
939,147.0,"1,001",113,11.3%
940,149.0,367,10,2.7%
941,156.0,"1,536",176,11.5%
942,6780.0,393,45,11.5%
943,153.0,479,177,37.0%
944,461.0,693,55,7.9%
945,4667.0,256,183,71.5%
946,4106.0,745,271,36.4%
947,6984.0,334,150,44.9%
948,4103.0,128,56,43.8%
949,4101.0,239,76,31.8%
950,4104.0,112,57,50.9%
951,4102.0,80,33,41.3%
952,6166.0,235,93,39.6%
953,5119.0,656,149,22.7%
954,7602.0,897,95,10.6%
955,4360.0,"1,262",113,9.0%
956,7163.0,614,84,13.7%
957,4354.0,253,12,4.7%
958,4357.0,702,39,5.6%
959,7666.0,990,767,77.5%
960,6687.0,219,97,44.3%
961,2126.0,358,122,34.1%
962,7176.0,268,105,39.2%
963,6686.0,377,121,32.1%
964,7052.0,326,113,34.7%
965,7050.0,204,103,50.5%
966,7865.0,245,105,42.9%
967,6564.0,257,82,31.9%
968,6563.0,557,166,29.8%
969,591.0,595,124,20.8%
970,593.0,325,101,31.1%
971,594.0,621,119,19.2%
972,590.0,131,31,23.7%
973,592.0,306,101,33.0%
974,7586.0,495,495,100.0%
975,7192.0,170,56,32.9%
976,6223.0,387,228,58.9%
977,7714.0,537,16,3.0%
978,6506.0,843,26,3.1%
979,7486.0,807,38,4.7%
980,1869.0,"1,447",57,3.9%
981,7313.0,"1,108",62,5.6%
982,157.0,300,81,27.0%
983,167.0,688,149,21.7%
984,170.0,"1,519",255,16.8%
985,161.0,265,75,28.3%
986,169.0,582,152,26.1%
987,168.0,164,84,51.2%
988,5191.0,314,93,29.6%
989,165.0,235,45,19.1%
990,2038.0,399,107,26.8%
991,2040.0,760,168,22.1%
992,5225.0,687,153,22.3%
993,2039.0,347,105,30.3%
994,7585.0,361,361,100.0%
995,9.0,234,109,46.6%
996,6.0,291,103,35.4%
997,6271.0,"1,172",305,26.0%
998,10.0,674,212,31.5%
999,5126.0,367,125,34.1%
1000,7592.0,447,151,33.8%
1001,2042.0,708,331,46.8%
1002,2043.0,692,226,32.7%
1003,6777.0,635,245,38.6%
1004,6952.0,438,221,50.5%
1005,5219.0,403,183,45.4%
1006,7639.0,561,447,79.7%
1007,793.0,550,104,18.9%
1008,794.0,686,189,27.6%
1009,801.0,624,156,25.0%
1010,802.0,"1,495",214,14.3%
1011,6794.0,907,204,22.5%
1012,7728.0,409,301,73.6%
1013,1368.0,306,8,2.6%
1014,7695.0,482,28,5.8%
1015,1424.0,"1,209",61,5.0%
1016,1422.0,986,76,7.7%
1017,6479.0,536,28,5.2%
1018,1461.0,476,57,12.0%
1019,6193.0,"1,048",494,47.1%
1020,5288.0,391,216,55.2%
1021,5315.0,756,614,81.2%
1022,1252.0,617,458,74.2%
1023,1251.0,"1,006",634,63.0%
1024,1250.0,794,633,79.7%
1025,4379.0,658,198,30.1%
1026,6957.0,"1,052",246,23.4%
1027,4845.0,"1,107",215,19.4%
1028,4386.0,771,296,38.4%
1029,4380.0,665,69,10.4%
1030,7768.0,534,286,53.6%
1031,7610.0,339,161,47.5%
1032,5242.0,927,362,39.1%
1033,2933.0,170,91,53.5%
1034,2939.0,364,206,56.6%
1035,7748.0,201,38,18.9%
1036,2202.0,695,132,19.0%
1037,5117.0,705,109,15.5%
1038,7427.0,629,118,18.8%
1039,2206.0,986,121,12.3%
1040,5282.0,355,211,59.4%
1041,7329.0,615,312,50.7%
1042,4373.0,"1,051",317,30.2%
1043,4372.0,720,270,37.5%
1044,5166.0,349,106,30.4%
1045,5165.0,314,125,39.8%
1046,3135.0,326,104,31.9%
1047,3137.0,779,252,32.3%
1048,3133.0,422,134,31.8%
1049,7062.0,386,98,25.4%
1050,6341.0,260,54,20.8%
1051,7468.0,182,47,25.8%
1052,6125.0,389,389,100.0%
1053,7316.0,63,62,98.4%
1054,3145.0,821,177,21.6%
1055,3144.0,390,89,22.8%
1056,3143.0,325,92,28.3%
1057,6844.0,676,173,25.6%
1058,7120.0,161,30,18.6%
1059,1753.0,183,55,30.1%
1060,5038.0,344,89,25.9%
1061,6330.0,374,70,18.7%
1062,6331.0,282,70,24.8%
1063,808.0,819,186,22.7%
1064,7447.0,611,173,28.3%
1065,809.0,389,91,23.4%
1066,7992.0,717,243,33.9%
1067,175.0,513,36,7.0%
1068,5190.0,"1,053",59,5.6%
1069,179.0,794,61,7.7%
1070,178.0,320,22,6.9%
1071,176.0,411,31,7.5%
1072,2891.0,960,449,46.8%
1073,7007.0,306,158,51.6%
1074,2887.0,161,96,59.6%
1075,2888.0,303,177,58.4%
1076,2889.0,299,175,58.5%
1077,4565.0,220,46,20.9%
1078,4570.0,476,164,34.5%
1079,4571.0,470,104,22.1%
1080,4566.0,254,89,35.0%
1081,4568.0,174,32,18.4%
1082,2047.0,277,96,34.7%
1083,2048.0,355,94,26.5%
1084,7948.0,749,142,19.0%
1085,2046.0,331,92,27.8%
1086,5227.0,516,136,26.4%
1087,7195.0,187,107,57.2%
1088,1547.0,96,49,51.0%
1089,7196.0,90,50,55.6%
1090,7899.0,267,192,71.9%
1091,1764.0,636,521,81.9%
1092,1769.0,720,644,89.4%
1093,7900.0,337,286,84.9%
1094,1765.0,551,486,88.2%
1095,1766.0,634,603,95.1%
1096,1757.0,316,297,94.0%
1097,6333.0,"1,603","1,289",80.4%
1098,7902.0,357,223,62.5%
1099,1758.0,346,329,95.1%
1100,1759.0,448,352,78.6%
1101,7901.0,181,139,76.8%
1102,1767.0,375,330,88.0%
1103,7623.0,636,577,90.7%
1104,7667.0,548,494,90.1%
1105,1761.0,55,52,94.5%
1106,7959.0,296,276,93.2%
1107,5079.0,385,51,13.2%
1108,3268.0,278,44,15.8%
1109,3271.0,356,30,8.4%
1110,3272.0,"1,801",137,7.6%
1111,6639.0,"1,199",115,9.6%
1112,7600.0,131,0,0.0%
1113,3267.0,260,25,9.6%
1114,3270.0,795,25,3.1%
1115,1871.0,571,46,8.1%
1116,1876.0,442,45,10.2%
1117,1877.0,421,20,4.8%
1118,1878.0,"1,251",102,8.2%
1119,1879.0,"1,805",157,8.7%
1120,1874.0,524,48,9.2%
1121,1875.0,521,49,9.4%
1122,5151.0,699,361,51.6%
1123,7937.0,482,252,52.3%
1124,7661.0,813,148,18.2%
1125,6718.0,881,382,43.4%
1126,7348.0,"3,411","1,533",44.9%
1127,7936.0,"1,063",785,73.8%
1128,6930.0,"1,018",683,67.1%
1129,7004.0,437,191,43.7%
1130,7340.0,"1,156",298,25.8%
1131,7569.0,"1,004",628,62.5%
1132,5236.0,467,68,14.6%
1133,5055.0,634,159,25.1%
1134,2574.0,550,155,28.2%
1135,2577.0,510,93,18.2%
1136,2578.0,"2,368",393,16.6%
1137,6294.0,458,58,12.7%
1138,7421.0,466,83,17.8%
1139,7442.0,533,86,16.1%
1140,2576.0,520,111,21.3%
1141,2575.0,575,177,30.8%
1142,6851.0,248,64,25.8%
1143,7747.0,30,15,50.0%
1144,4389.0,579,117,20.2%
1145,7268.0,485,72,14.8%
1146,4404.0,"1,989",322,16.2%
1147,4394.0,418,76,18.2%
1148,5359.0,605,132,21.8%
1149,7269.0,484,82,16.9%
1150,4399.0,562,188,33.5%
1151,7270.0,577,142,24.6%
1152,4400.0,421,62,14.7%
1153,3146.0,579,165,28.5%
1154,5247.0,324,82,25.3%
1155,3147.0,305,68,22.3%
1156,3149.0,181,46,25.4%
1157,3150.0,732,127,17.3%
1158,182.0,266,152,57.1%
1159,180.0,279,116,41.6%
1160,191.0,496,374,75.4%
1161,190.0,276,100,36.2%
1162,7202.0,617,363,58.8%
1163,5153.0,893,437,48.9%
1164,888.0,220,96,43.6%
1165,7097.0,356,149,41.9%
1166,7381.0,518,115,22.2%
1167,6195.0,680,160,23.5%
1168,927.0,870,204,23.4%
1169,5207.0,950,188,19.8%
1170,6797.0,485,224,46.2%
1171,2331.0,452,195,43.1%
1172,7723.0,355,247,69.6%
1173,672.0,306,84,27.5%
1174,674.0,817,185,22.6%
1175,675.0,928,167,18.0%
1176,671.0,316,81,25.6%
1177,7280.0,165,43,26.1%
1178,2298.0,130,64,49.2%
1179,5333.0,484,205,42.4%
1180,2305.0,732,213,29.1%
1181,2303.0,62,19,30.6%
1182,7525.0,329,121,36.8%
1183,7620.0,448,229,51.1%
1184,6606.0,311,84,27.0%
1185,7579.0,454,318,70.0%
1186,7542.0,558,519,93.0%
1187,7683.0,722,333,46.1%
1188,2314.0,458,168,36.7%
1189,4964.0,374,123,32.9%
1190,2321.0,291,79,27.1%
1191,2322.0,268,63,23.5%
1192,2324.0,695,183,26.3%
1193,2325.0,769,143,18.6%
1194,7032.0,407,192,47.2%
1195,7765.0,103,6,5.8%
1196,1881.0,596,174,29.2%
1197,1885.0,"1,316",297,22.6%
1198,7643.0,276,85,30.8%
1199,1883.0,556,156,28.1%
1200,6508.0,581,159,27.4%
1201,4847.0,311,116,37.3%
1202,2052.0,656,383,58.4%
1203,4817.0,637,270,42.4%
1204,6127.0,305,146,47.9%
1205,6126.0,297,112,37.7%
1206,8024.0,521,301,57.8%
1207,8025.0,299,176,58.9%
1208,4412.0,392,195,49.7%
1209,5180.0,480,260,54.2%
1210,7029.0,377,153,40.6%
1211,2280.0,469,168,35.8%
1212,3276.0,285,15,5.3%
1213,3277.0,188,8,4.3%
1214,7598.0,110,14,12.7%
1215,3031.0,203,88,43.3%
1216,5243.0,511,255,49.9%
1217,3034.0,880,211,24.0%
1218,3033.0,659,209,31.7%
1219,6988.0,255,72,28.2%
1220,5060.0,205,65,31.7%
1221,1307.0,634,236,37.2%
1222,6965.0,797,279,35.0%
1223,7785.0,758,330,43.5%
1224,5326.0,332,155,46.7%
1225,6218.0,379,125,33.0%
1226,2394.0,548,142,25.9%
1227,2390.0,253,89,35.2%
1228,4947.0,224,101,45.1%
1229,6255.0,643,183,28.5%
1230,2399.0,120,60,50.0%
1231,2391.0,188,82,43.6%
1232,2395.0,227,96,42.3%
1233,2392.0,72,27,37.5%
1234,2393.0,132,37,28.0%
1235,7220.0,418,168,40.2%
1236,2400.0,149,70,47.0%
1237,2396.0,127,45,35.4%
1238,5230.0,442,165,37.3%
1239,2308.0,391,118,30.2%
1240,7776.0,338,279,82.5%
1241,5244.0,539,252,46.8%
1242,5245.0,389,112,28.8%
1243,3100.0,302,115,38.1%
1244,4906.0,191,96,50.3%
1245,1153.0,445,158,35.5%
1246,1154.0,813,300,36.9%
1247,7396.0,240,122,50.8%
1248,1401.0,639,105,16.4%
1249,6482.0,"1,229",347,28.2%
1250,6834.0,966,308,31.9%
1251,6481.0,460,305,66.3%
1252,1400.0,780,269,34.5%
1253,6694.0,621,265,42.7%
1254,1486.0,584,177,30.3%
1255,7067.0,771,277,35.9%
1256,7795.0,107,64,59.8%
1257,6241.0,79,47,59.5%
1258,7589.0,634,225,35.5%
1259,7590.0,954,396,41.5%
1260,4815.0,279,171,61.3%
1261,1568.0,101,32,31.7%
1262,4917.0,261,116,44.4%
1263,1570.0,291,137,47.1%
1264,6242.0,179,119,66.5%
1265,6245.0,402,222,55.2%
1266,7474.0,81,32,39.5%
1267,1588.0,302,81,26.8%
1268,7506.0,282,235,83.3%
1269,7461.0,376,142,37.8%
1270,203.0,202,28,13.9%
1271,5112.0,780,190,24.4%
1272,7462.0,527,170,32.3%
1273,204.0,342,110,32.2%
1274,7826.0,335,248,74.0%
1275,7190.0,656,116,17.7%
1276,6177.0,257,84,32.7%
1277,4431.0,"1,413",313,22.2%
1278,7189.0,682,177,26.0%
1279,4415.0,112,32,28.6%
1280,4516.0,249,39,15.7%
1281,4519.0,113,12,10.6%
1282,7191.0,472,218,46.2%
1283,4520.0,146,27,18.5%
1284,6314.0,105,28,26.7%
1285,810.0,177,47,26.6%
1286,6315.0,405,84,20.7%
1287,816.0,586,73,12.5%
1288,6316.0,284,33,11.6%
1289,812.0,98,28,28.6%
1290,7538.0,111,109,98.2%
1291,7565.0,452,205,45.4%
1292,4524.0,584,200,34.2%
1293,4528.0,611,172,28.2%
1294,2924.0,"1,023",262,25.6%
1295,7060.0,292,82,28.1%
1296,2922.0,462,119,25.8%
1297,2920.0,287,84,29.3%
1298,6403.0,509,132,25.9%
1299,6404.0,788,146,18.5%
1300,7146.0,340,150,44.1%
1301,3155.0,405,86,21.2%
1302,7069.0,397,93,23.4%
1303,3154.0,462,119,25.8%
1304,2606.0,726,116,16.0%
1305,7939.0,470,57,12.1%
1306,2607.0,"1,137",115,10.1%
1307,6297.0,776,96,12.4%
1308,6298.0,182,31,17.0%
1309,5285.0,451,57,12.6%
1310,5283.0,514,98,19.1%
1311,5284.0,525,110,21.0%
1312,7403.0,55,50,90.9%
1313,2598.0,473,378,79.9%
1314,7182.0,382,368,96.3%
1315,2599.0,265,157,59.2%
1316,2581.0,464,428,92.2%
1317,2589.0,618,598,96.8%
1318,2592.0,401,305,76.1%
1319,2593.0,492,463,94.1%
1320,2597.0,422,260,61.6%
1321,5056.0,593,568,95.8%
1322,2584.0,536,438,81.7%
1323,2595.0,575,480,83.5%
1324,2596.0,"2,806","1,986",70.8%
1325,7922.0,474,260,54.9%
1326,6762.0,456,401,87.9%
1327,2594.0,559,469,83.9%
1328,2587.0,383,314,82.0%
1329,2590.0,234,132,56.4%
1330,2600.0,654,447,68.3%
1331,2591.0,509,411,80.7%
1332,7001.0,709,211,29.8%
1333,2680.0,679,122,18.0%
1334,2146.0,326,225,69.0%
1335,2163.0,397,112,28.2%
1336,4700.0,311,174,55.9%
1337,5146.0,852,386,45.3%
1338,6600.0,"1,062",382,36.0%
1339,4820.0,379,203,53.6%
1340,4940.0,361,179,49.6%
1341,5156.0,600,95,15.8%
1342,6616.0,612,480,78.4%
1343,5337.0,323,196,60.7%
1344,2754.0,967,677,70.0%
1345,5155.0,"1,101",664,60.3%
1346,6894.0,749,669,89.3%
1347,2746.0,315,180,57.1%
1348,2743.0,363,216,59.5%
1349,6579.0,421,68,16.2%
1350,7923.0,377,106,28.1%
1351,5338.0,"2,782","1,263",45.4%
1352,7681.0,811,181,22.3%
1353,7634.0,440,61,13.9%
1354,1312.0,131,53,40.5%
1355,1313.0,299,88,29.4%
1356,1315.0,823,174,21.1%
1357,1314.0,738,226,30.6%
1358,1311.0,198,71,35.9%
1359,1310.0,294,130,44.2%
1360,4807.0,464,218,47.0%
1361,4665.0,414,92,22.2%
1362,4084.0,573,148,25.8%
1363,4085.0,608,86,14.1%
1364,4081.0,280,63,22.5%
1365,6940.0,375,174,46.4%
1366,4437.0,285,113,39.6%
1367,4442.0,439,96,21.9%
1368,4440.0,374,97,25.9%
1369,5361.0,400,119,29.8%
1370,7675.0,756,693,91.7%
1371,7859.0,480,132,27.5%
1372,3529.0,321,80,24.9%
1373,3531.0,112,32,28.6%
1374,3532.0,557,169,30.3%
1375,6786.0,241,134,55.6%
1376,7784.0,324,86,26.5%
1377,14.0,731,141,19.3%
1378,13.0,519,151,29.1%
1379,12.0,611,159,26.0%
1380,1747.0,203,15,7.4%
1381,1752.0,386,79,20.5%
1382,1775.0,397,138,34.8%
1383,1776.0,"1,259",149,11.8%
1384,7414.0,929,148,15.9%
1385,1774.0,337,59,17.5%
1386,7844.0,17,9,52.9%
1387,1797.0,367,31,8.4%
1388,3293.0,796,46,5.8%
1389,7597.0,440,26,5.9%
1390,3286.0,473,13,2.7%
1391,3291.0,533,26,4.9%
1392,3296.0,789,64,8.1%
1393,3295.0,"1,469",122,8.3%
1394,3287.0,475,27,5.7%
1395,3288.0,468,39,8.3%
1396,3289.0,561,35,6.2%
1397,3294.0,784,81,10.3%
1398,4960.0,676,21,3.1%
1399,7212.0,835,26,3.1%
1400,3297.0,570,32,5.6%
1401,3036.0,603,119,19.7%
1402,3037.0,315,71,22.5%
1403,4828.0,496,103,20.8%
1404,7291.0,262,91,34.7%
1405,7223.0,410,244,59.5%
1406,7012.0,328,160,48.8%
1407,3902.0,340,188,55.3%
1408,7549.0,192,118,61.5%
1409,7954.0,427,115,26.9%
1410,7955.0,312,65,20.8%
1411,7953.0,913,204,22.3%
1412,2618.0,973,162,16.6%
1413,7956.0,306,63,20.6%
1414,2619.0,328,129,39.3%
1415,6733.0,299,52,17.4%
1416,2623.0,"1,790",201,11.2%
1417,5114.0,883,110,12.5%
1418,7609.0,433,75,17.3%
1419,2621.0,410,74,18.0%
1420,4708.0,596,73,12.2%
1421,7383.0,560,74,13.2%
1422,2620.0,411,84,20.4%
1423,7672.0,"1,131","1,028",90.9%
1424,7184.0,619,242,39.1%
1425,2339.0,510,192,37.6%
1426,6581.0,423,182,43.0%
1427,7777.0,776,698,89.9%
1428,1898.0,378,16,4.2%
1429,1899.0,339,37,10.9%
1430,1902.0,"1,245",66,5.3%
1431,1901.0,828,51,6.2%
1432,1894.0,396,21,5.3%
1433,1896.0,329,26,7.9%
1434,7929.0,460,40,8.7%
1435,1155.0,720,71,9.9%
1436,5363.0,474,36,7.6%
1437,1158.0,435,31,7.1%
1438,1159.0,934,69,7.4%
1439,7961.0,356,308,86.5%
1440,7909.0,464,360,77.6%
1441,7910.0,467,318,68.1%
1442,7678.0,426,296,69.5%
1443,7582.0,910,658,72.3%
1444,7574.0,"1,242",395,31.8%
1445,4248.0,593,241,40.6%
1446,4244.0,238,77,32.4%
1447,4249.0,721,231,32.0%
1448,6976.0,494,173,35.0%
1449,213.0,392,306,78.1%
1450,224.0,485,395,81.4%
1451,7673.0,619,394,63.7%
1452,222.0,430,355,82.6%
1453,499.0,371,191,51.5%
1454,6105.0,"1,383",731,52.9%
1455,498.0,286,131,45.8%
1456,6672.0,422,255,60.4%
1457,1709.0,238,58,24.4%
1458,7837.0,352,119,33.8%
1459,8008.0,283,65,23.0%
1460,5098.0,"1,202",179,14.9%
1461,1715.0,874,166,19.0%
1462,5021.0,207,49,23.7%
1463,1711.0,213,44,20.7%
1464,4851.0,343,53,15.5%
1465,3157.0,659,214,32.5%
1466,7792.0,239,67,28.0%
1467,3158.0,470,107,22.8%
1468,6744.0,484,234,48.3%
1469,6716.0,"1,258",63,5.0%
1470,6845.0,417,14,3.4%
1471,7433.0,544,26,4.8%
1472,3303.0,407,45,11.1%
1473,3305.0,"1,823",41,2.2%
1474,5252.0,383,21,5.5%
1475,7573.0,478,10,2.1%
1476,6208.0,434,186,42.9%
1477,3994.0,301,79,26.2%
1478,7613.0,203,74,36.5%
1479,2423.0,837,304,36.3%
1480,7890.0,582,198,34.0%
1481,7891.0,426,201,47.2%
1482,3962.0,650,214,32.9%
1483,3961.0,556,182,32.7%
1484,7799.0,355,140,39.4%
1485,3960.0,158,41,25.9%
1486,6359.0,273,99,36.3%
1487,7807.0,223,80,35.9%
1488,5175.0,802,66,8.2%
1489,8005.0,183,76,41.5%
1490,1788.0,405,99,24.4%
1491,1790.0,737,148,20.1%
1492,1785.0,584,192,32.9%
1493,7756.0,474,225,47.5%
1494,6566.0,350,236,67.4%
1495,3185.0,204,81,39.7%
1496,6257.0,160,47,29.4%
1497,6258.0,286,187,65.4%
1498,6261.0,300,130,43.3%
1499,7188.0,504,209,41.5%
1500,7171.0,705,250,35.5%
1501,7170.0,988,238,24.1%
1502,6887.0,827,309,37.4%
1503,7789.0,516,293,56.8%
1504,6950.0,413,229,55.4%
1505,3196.0,402,168,41.8%
1506,6951.0,190,49,25.8%
1507,6265.0,161,58,36.0%
1508,5061.0,364,145,39.8%
1509,4087.0,66,23,34.8%
1510,4088.0,68,30,44.1%
1511,7863.0,312,109,34.9%
1512,6809.0,533,161,30.2%
1513,4091.0,689,135,19.6%
1514,6360.0,450,149,33.1%
1515,4089.0,77,16,20.8%
1516,2053.0,533,78,14.6%
1517,2054.0,597,164,27.5%
1518,4724.0,435,128,29.4%
1519,5329.0,587,123,21.0%
1520,4954.0,578,154,26.6%
1521,6711.0,"1,246",290,23.3%
1522,2063.0,"1,204",214,17.8%
1523,7995.0,39,8,20.5%
1524,7471.0,28,5,17.9%
1525,2058.0,245,84,34.3%
1526,2059.0,524,244,46.6%
1527,2060.0,220,78,35.5%
1528,7384.0,629,98,15.6%
1529,2062.0,554,199,35.9%
1530,1793.0,396,98,24.7%
1531,6682.0,194,41,21.1%
1532,1794.0,292,38,13.0%
1533,7064.0,429,171,39.9%
1534,1623.0,307,96,31.3%
1535,5353.0,554,315,56.9%
1536,6863.0,516,238,46.1%
1537,3541.0,751,287,38.2%
1538,7034.0,171,88,51.5%
1539,3537.0,295,139,47.1%
1540,4836.0,159,53,33.3%
1541,6699.0,511,213,41.7%
1542,6583.0,540,231,42.8%
1543,7108.0,792,279,35.2%
1544,2686.0,842,263,31.2%
1545,6635.0,364,98,26.9%
1546,682.0,88,41,46.6%
1547,681.0,117,54,46.2%
1548,6979.0,103,55,53.4%
1549,685.0,324,99,30.6%
1550,4444.0,443,299,67.5%
1551,7399.0,211,145,68.7%
1552,6181.0,323,195,60.4%
1553,6605.0,782,300,38.4%
1554,1164.0,820,306,37.3%
1555,6674.0,"1,006",339,33.7%
1556,7800.0,208,67,32.2%
1557,3038.0,101,16,15.8%
1558,3039.0,346,139,40.2%
1559,7523.0,216,71,32.9%
1560,3040.0,289,73,25.3%
1561,7840.0,455,83,18.2%
1562,4805.0,493,53,10.8%
1563,6596.0,494,86,17.4%
1564,234.0,174,50,28.7%
1565,229.0,357,45,12.6%
1566,5017.0,"1,031",86,8.3%
1567,5343.0,602,99,16.4%
1568,3044.0,261,62,23.8%
1569,3042.0,425,90,21.2%
1570,3045.0,688,88,12.8%
1571,5354.0,338,69,20.4%
1572,6421.0,484,112,23.1%
1573,4044.0,837,187,22.3%
1574,5127.0,217,23,10.6%
1575,240.0,579,45,7.8%
1576,5299.0,269,87,32.3%
1577,7441.0,400,68,17.0%
1578,7952.0,197,16,8.1%
1579,7205.0,844,71,8.4%
1580,4951.0,"1,177",74,6.3%
1581,1058.0,185,85,45.9%
1582,7932.0,236,101,42.8%
1583,1062.0,432,157,36.3%
1584,6929.0,488,221,45.3%
1585,1550.0,485,154,31.8%
1586,7498.0,842,443,52.6%
1587,6936.0,795,323,40.6%
1588,4454.0,216,87,40.3%
1589,4458.0,721,169,23.4%
1590,7791.0,385,125,32.5%
1591,4455.0,401,111,27.7%
1592,4457.0,283,125,44.2%
1593,4453.0,228,103,45.2%
1594,2295.0,148,84,56.8%
1595,2297.0,233,107,45.9%
1596,7944.0,456,218,47.8%
1597,7733.0,324,166,51.2%
1598,2291.0,351,217,61.8%
1599,7339.0,616,238,38.6%
1600,4049.0,583,159,27.3%
1601,249.0,281,6,2.1%
1602,251.0,251,4,1.6%
1603,248.0,339,8,2.4%
1604,250.0,263,7,2.7%
1605,7535.0,565,29,5.1%
1606,246.0,388,36,9.3%
1607,247.0,347,3,0.9%
1608,7534.0,679,45,6.6%
1609,254.0,"1,806",89,4.9%
1610,245.0,368,24,6.5%
1611,8006.0,536,188,35.1%
1612,4919.0,"1,135",350,30.8%
1613,6610.0,"1,231",335,27.2%
1614,827.0,549,197,35.9%
1615,7546.0,145,129,89.0%
1616,3048.0,494,109,22.1%
1617,3047.0,508,160,31.5%
1618,3488.0,610,42,6.9%
1619,6717.0,640,58,9.1%
1620,3495.0,"1,637",114,7.0%
1621,3494.0,"1,097",98,8.9%
1622,3493.0,732,119,16.3%
1623,5154.0,433,23,5.3%
1624,1070.0,408,115,28.2%
1625,4948.0,530,28,5.3%
1626,7128.0,618,110,17.8%
1627,1069.0,540,105,19.4%
1628,1065.0,445,68,15.3%
1629,7380.0,"1,406",170,12.1%
1630,1071.0,390,53,13.6%
1631,6455.0,"2,221",223,10.0%
1632,1077.0,709,143,20.2%
1633,1076.0,725,103,14.2%
1634,1072.0,369,78,21.1%
1635,7732.0,43,17,39.5%
1636,2689.0,607,70,11.5%
1637,2688.0,748,114,15.2%
1638,6720.0,760,430,56.6%
1639,695.0,555,245,44.1%
1640,694.0,414,216,52.2%
1641,2701.0,131,46,35.1%
1642,2691.0,294,189,64.3%
1643,2699.0,269,150,55.8%
1644,2704.0,"1,542",720,46.7%
1645,2700.0,260,162,62.3%
1646,7164.0,719,457,63.6%
1647,2697.0,218,180,82.6%
1648,7649.0,545,312,57.2%
1649,7942.0,316,251,79.4%
1650,1084.0,466,3,0.6%
1651,1082.0,350,16,4.6%
1652,7561.0,365,8,2.2%
1653,7830.0,368,7,1.9%
1654,5167.0,332,172,51.8%
1655,4463.0,230,110,47.8%
1656,4462.0,229,74,32.3%
1657,4466.0,224,86,38.4%
1658,6184.0,532,285,53.6%
1659,4469.0,673,262,38.9%
1660,7829.0,501,103,20.6%
1661,5260.0,530,234,44.2%
1662,7930.0,358,94,26.3%
1663,7931.0,262,102,38.9%
1664,7566.0,48,6,12.5%
1665,3263.0,420,264,62.9%
1666,3265.0,891,511,57.4%
1667,3321.0,582,424,72.9%
1668,5080.0,413,382,92.5%
1669,3318.0,347,249,71.8%
1670,3408.0,568,402,70.8%
1671,6729.0,"1,926","1,008",52.3%
1672,5253.0,536,220,41.0%
1673,6998.0,130,91,70.0%
1674,3320.0,491,374,76.2%
1675,7364.0,423,317,74.9%
1676,263.0,419,1,0.2%
1677,5108.0,729,28,3.8%
1678,265.0,455,1,0.2%
1679,6603.0,367,8,2.2%
