,school number,total enrollment,low income enrollment,percent of enrollment from low income families
973,0156,"1,425",219,15.4%
974,6780,340,59,17.4%
975,0153,431,182,42.2%
976,0461,739,88,11.9%
977,4667,402,275,68.4%
978,4106,614,249,40.6%
979,6984,309,140,45.3%
980,9999,4,0,0.0%
981,4101,327,131,40.1%
982,4102,92,37,40.2%
983,6166,224,97,43.3%
984,5119,355,122,34.4%
985,7602,897,99,11.0%
986,4360,"1,222",117,9.6%
987,7163,621,112,18.0%
988,4354,248,37,14.9%
989,4357,653,70,10.7%
990,7666,"1,013",519,51.2%
991,8123,902,496,55.0%
992,6687,181,78,43.1%
993,2126,357,137,38.4%
994,7176,263,106,40.3%
995,6686,412,91,22.1%
996,7052,352,144,40.9%
997,7050,184,91,49.5%
998,7865,212,91,42.9%
999,6564,236,101,42.8%
1000,9999,23,10,43.5%
1001,6563,493,149,30.2%
1002,0591,539,113,21.0%
1003,0593,338,109,32.2%
1004,0594,598,170,28.4%
1005,0590,124,45,36.3%
1006,0592,322,135,41.9%
1007,7586,948,835,88.1%
1008,7192,158,62,39.2%
1009,6223,366,189,51.6%
1010,7714,550,20,3.6%
1011,6506,731,42,5.7%
1012,7486,816,58,7.1%
1013,1869,"1,522",107,7.0%
1014,7313,"1,266",80,6.3%
1015,0161,320,186,58.1%
1016,0157,273,122,44.7%
1017,0167,602,242,40.2%
1018,0170,"1,304",411,31.5%
1019,0169,498,201,40.4%
1020,5191,322,115,35.7%
1021,0165,280,84,30.0%
1022,2038,390,130,33.3%
1023,2040,750,180,24.0%
1024,9999,10,5,50.0%
1025,5225,690,211,30.6%
1026,2039,341,123,36.1%
1027,8176,376,174,46.3%
1028,6271,"1,054",361,34.3%
1029,0010,689,283,41.1%
1030,9999,8,4,50.0%
1031,5126,417,203,48.7%
1032,7592,453,233,51.4%
1033,8147,107,29,27.1%
1034,8161,221,137,62.0%
1035,2042,697,387,55.5%
1036,2043,589,297,50.4%
1037,6777,566,327,57.8%
1038,6952,412,217,52.7%
1039,5219,390,195,50.0%
1040,7639,707,541,76.5%
1041,0793,431,111,25.8%
1042,0794,623,220,35.3%
1043,0801,661,213,32.2%
1044,0802,"1,313",404,30.8%
1045,6794,646,200,31.0%
1046,8096,543,209,38.5%
1047,7728,268,230,85.8%
1048,1368,249,11,4.4%
1049,7695,444,75,16.9%
1050,1424,"1,235",157,12.7%
1051,1422,992,140,14.1%
1052,6479,576,68,11.8%
1053,1461,499,85,17.0%
1054,6193,931,556,59.7%
1055,5288,319,171,53.6%
1056,5315,762,653,85.7%
1057,1252,651,518,79.6%
1058,1251,849,624,73.5%
1059,1250,856,713,83.3%
1060,4379,638,190,29.8%
1061,6957,"1,048",261,24.9%
1062,4845,969,182,18.8%
1063,4386,794,310,39.0%
1064,4380,701,64,9.1%
1065,7768,529,336,63.5%
1066,7610,360,213,59.2%
1067,5242,803,439,54.7%
1068,2933,165,99,60.0%
1069,2939,323,203,62.8%
1070,7748,413,67,16.2%
1071,2202,670,162,24.2%
1072,5117,732,187,25.5%
1073,7427,705,201,28.5%
1074,2206,"1,000",183,18.3%
1075,5282,339,199,58.7%
1076,7329,674,347,51.5%
1077,9999,25,10,40.0%
1078,4373,883,283,32.0%
1079,4372,642,253,39.4%
1080,5166,321,114,35.5%
1081,5165,350,136,38.9%
1082,3135,315,131,41.6%
1083,3137,669,223,33.3%
1084,3133,407,196,48.2%
1085,7062,362,106,29.3%
1086,6341,248,55,22.2%
1087,7468,176,47,26.7%
1088,6125,420,420,100.0%
1089,7316,61,61,100.0%
1090,3145,722,195,27.0%
1091,8202,538,176,32.7%
1092,3143,295,95,32.2%
1093,6844,606,230,38.0%
1094,8154,336,188,56.0%
1095,1753,166,65,39.2%
1096,5038,344,123,35.8%
1097,6330,331,81,24.5%
1098,6331,236,85,36.0%
1099,0808,771,247,32.0%
1100,7447,580,226,39.0%
1101,0809,373,122,32.7%
1102,7992,644,281,43.6%
1103,0175,528,53,10.0%
1104,5190,"1,122",104,9.3%
1105,0179,743,87,11.7%
1106,0178,270,26,9.6%
1107,0176,420,61,14.5%
1108,2891,932,483,51.8%
1109,7007,460,285,62.0%
1110,8199,314,207,65.9%
1111,2888,336,204,60.7%
1112,4565,245,118,48.2%
1113,4570,456,218,47.8%
1114,9999,15,8,53.3%
1115,4571,435,161,37.0%
1116,4566,271,184,67.9%
1117,4568,208,83,39.9%
1118,2047,280,84,30.0%
1119,2048,350,90,25.7%
1120,7948,633,129,20.4%
1121,2046,298,74,24.8%
1122,5227,471,117,24.8%
1123,7588,948,409,43.1%
1124,7195,185,105,56.8%
1125,1547,81,45,55.6%
1126,7196,76,41,53.9%
1127,1764,592,466,78.7%
1128,1769,683,559,81.8%
1129,1765,591,489,82.7%
1130,1766,644,572,88.8%
1131,6333,"1,158",761,65.7%
1132,7902,366,222,60.7%
1133,1759,461,350,75.9%
1134,7901,196,122,62.2%
1135,1767,469,384,81.9%
1136,7623,604,525,86.9%
1137,7667,547,480,87.8%
1138,5079,436,83,19.0%
1139,3268,265,76,28.7%
1140,3271,279,48,17.2%
1141,9999,21,7,33.3%
1142,3272,"1,621",196,12.1%
1143,6639,"1,214",179,14.7%
1144,7600,90,6,6.7%
1145,3267,254,69,27.2%
1146,3270,701,43,6.1%
1147,1871,558,68,12.2%
1148,1876,476,53,11.1%
1149,1877,424,44,10.4%
1150,1878,"1,303",198,15.2%
1151,1879,"1,707",219,12.8%
1152,1874,556,67,12.1%
1153,1875,613,81,13.2%
1154,5151,783,566,72.3%
1155,7937,461,407,88.3%
1156,7661,832,252,30.3%
1157,6718,950,607,63.9%
1158,7348,"3,219","2,017",62.7%
1159,9999,7,7,100.0%
1160,7936,997,892,89.5%
1161,6930,"1,114",981,88.1%
1162,8245,821,558,68.0%
1163,7340,985,283,28.7%
1164,7569,"1,043",925,88.7%
1165,8041,506,382,75.5%
1166,5236,516,90,17.4%
1167,5055,614,153,24.9%
1168,2574,465,135,29.0%
1169,2577,512,127,24.8%
1170,9999,52,20,38.5%
1171,2578,"2,161",416,19.3%
1172,6294,448,92,20.5%
1173,7421,488,118,24.2%
1174,7442,526,102,19.4%
1175,2576,550,183,33.3%
1176,2575,581,169,29.1%
1177,6851,281,68,24.2%
1178,7747,29,22,75.9%
1179,4389,570,163,28.6%
1180,7268,444,81,18.2%
1181,4404,"1,939",307,15.8%
1182,4394,341,56,16.4%
1183,5359,628,198,31.5%
1184,7269,466,63,13.5%
1185,4399,493,187,37.9%
1186,7270,503,145,28.8%
1187,4400,384,60,15.6%
1188,3146,645,212,32.9%
1189,8069,306,94,30.7%
1190,8070,168,55,32.7%
1191,3150,668,180,26.9%
1192,3147,311,108,34.7%
1193,0182,306,157,51.3%
1194,0180,279,158,56.6%
1195,0191,613,351,57.3%
1196,7202,581,313,53.9%
1197,5153,820,393,47.9%
1198,7097,519,222,42.8%
1199,7381,594,204,34.3%
1200,6195,670,210,31.3%
1201,0927,839,242,28.8%
1202,5207,822,214,26.0%
1203,6797,459,212,46.2%
1204,2331,403,162,40.2%
1205,7723,264,144,54.5%
1206,9999,48,9,18.8%
1207,0672,334,79,23.7%
1208,0674,669,181,27.1%
1209,0675,816,164,20.1%
1210,0671,267,84,31.5%
1211,7280,180,54,30.0%
1212,8209,156,12,7.7%
1213,5333,497,243,48.9%
1214,9999,14,1,7.1%
1215,2305,631,261,41.4%
1216,7525,374,172,46.0%
1217,7620,502,275,54.8%
1218,6606,344,147,42.7%
1219,8155,308,187,60.7%
1220,7579,436,360,82.6%
1221,7542,668,592,88.6%
1222,7683,814,431,52.9%
1223,2314,402,174,43.3%
1224,4964,355,153,43.1%
1225,2321,282,109,38.7%
1226,2322,253,106,41.9%
1227,2324,620,224,36.1%
1228,9999,18,15,83.3%
1229,2325,871,268,30.8%
1230,7032,411,175,42.6%
1231,7765,121,15,12.4%
1232,1881,586,259,44.2%
1233,1885,"1,194",474,39.7%
1234,7643,262,112,42.7%
1235,1883,553,216,39.1%
1236,6508,569,232,40.8%
1237,4847,323,183,56.7%
1238,0000,324,231,71.3%
1239,2052,631,377,59.7%
1240,4817,547,266,48.6%
1241,9999,1,1,100.0%
1242,6127,285,126,44.2%
1243,6126,261,91,34.9%
1244,8024,576,415,72.0%
1245,8025,226,144,63.7%
1246,4412,304,170,55.9%
1247,5180,385,227,59.0%
1248,7029,422,219,51.9%
1249,2280,388,158,40.7%
1250,3276,331,34,10.3%
1251,8049,285,37,13.0%
1252,9999,7,1,14.3%
1253,3031,245,92,37.6%
1254,5243,525,293,55.8%
1255,9999,27,0,0.0%
1256,3034,813,232,28.5%
1257,3033,604,233,38.6%
1258,6988,195,51,26.2%
1259,5060,273,105,38.5%
1260,1307,607,308,50.7%
1261,9999,51,35,68.6%
1262,6965,857,431,50.3%
1263,7785,720,372,51.7%
1264,8149,735,407,55.4%
1265,5326,340,160,47.1%
1266,6218,275,88,32.0%
1267,2394,555,195,35.1%
1268,2390,253,101,39.9%
1269,4947,250,116,46.4%
1270,6255,563,207,36.8%
1271,2399,124,66,53.2%
1272,2391,208,87,41.8%
1273,2395,209,63,30.1%
1274,2393,121,46,38.0%
1275,7220,422,183,43.4%
1276,2400,136,42,30.9%
1277,2396,122,41,33.6%
1278,5230,406,191,47.0%
1279,2308,366,157,42.9%
1280,7776,895,769,85.9%
1281,8124,335,282,84.2%
1282,5244,558,257,46.1%
1283,5245,385,135,35.1%
1284,3100,273,123,45.1%
1285,1153,540,248,45.9%
1286,1154,767,299,39.0%
1287,7396,259,134,51.7%
1288,8172,538,271,50.4%
1289,1401,616,208,33.8%
1290,9999,13,9,69.2%
1291,6482,"1,251",373,29.8%
1292,6834,"1,033",374,36.2%
1293,8171,290,140,48.3%
1294,1400,540,198,36.7%
1295,9999,8,0,0.0%
1296,6694,581,266,45.8%
1297,1486,518,179,34.6%
1298,7067,585,273,46.7%
1299,7795,86,66,76.7%
1300,6241,163,94,57.7%
1301,7589,"1,279",475,37.1%
1302,7590,941,407,43.3%
1303,4815,288,200,69.4%
1304,4917,272,135,49.6%
1305,1570,379,193,50.9%
1306,6242,194,126,64.9%
1307,6245,400,236,59.0%
1308,1588,310,109,35.2%
1309,7506,242,219,90.5%
1310,7461,357,140,39.2%
1311,0203,184,38,20.7%
1312,5112,708,237,33.5%
1313,7462,442,169,38.2%
1314,9999,39,14,35.9%
1315,0204,346,137,39.6%
1316,7826,455,351,77.1%
1317,6177,157,75,47.8%
1318,7191,459,362,78.9%
1319,4431,"1,286",452,35.1%
1320,7189,644,264,41.0%
1321,7190,609,192,31.5%
1322,4516,283,65,23.0%
1323,4415,159,64,40.3%
1324,4519,105,46,43.8%
1325,4520,156,71,45.5%
1326,8095,86,30,34.9%
1327,0810,183,56,30.6%
1328,6315,354,79,22.3%
1329,0816,539,99,18.4%
1330,6316,349,80,22.9%
1331,7538,190,187,98.4%
1332,7565,446,294,65.9%
1333,4524,592,248,41.9%
1334,4528,508,164,32.3%
1335,2924,918,215,23.4%
1336,7060,290,111,38.3%
1337,2922,454,110,24.2%
1338,2920,287,81,28.2%
1339,6403,488,117,24.0%
1340,6404,721,221,30.7%
1341,7146,336,123,36.6%
1342,3155,391,118,30.2%
1343,7069,402,151,37.6%
1344,3154,418,183,43.8%
1345,2606,666,149,22.4%
1346,7939,484,90,18.6%
1347,2607,"1,055",140,13.3%
1348,6297,762,137,18.0%
1349,6298,136,37,27.2%
1350,5285,315,129,41.0%
1351,5283,398,163,41.0%
1352,5284,562,210,37.4%
1353,2598,376,294,78.2%
1354,7182,382,352,92.1%
1355,2599,348,249,71.6%
1356,2581,408,364,89.2%
1357,2589,587,537,91.5%
1358,2592,508,416,81.9%
1359,2593,557,520,93.4%
1360,2597,416,284,68.3%
1361,5056,572,533,93.2%
1362,2584,531,439,82.7%
1363,9999,57,19,33.3%
1364,2595,576,483,83.9%
1365,2596,"2,673","2,108",78.9%
1366,7922,433,395,91.2%
1367,6762,437,380,87.0%
1368,2594,517,436,84.3%
1369,2587,357,293,82.1%
1370,2590,359,233,64.9%
1371,2600,615,499,81.1%
1372,2591,465,371,79.8%
1373,0000,870,524,60.2%
1374,2146,354,267,75.4%
1375,2163,432,144,33.3%
1376,4700,323,218,67.5%
1377,5146,768,389,50.7%
1378,6600,"1,048",474,45.2%
1379,4820,350,209,59.7%
1380,7001,614,172,28.0%
1381,2680,677,190,28.1%
1382,4940,364,189,51.9%
1383,5156,581,172,29.6%
1384,6616,618,556,90.0%
1385,5337,392,306,78.1%
1386,2754,998,817,81.9%
1387,9999,6,5,83.3%
1388,5155,"1,279",954,74.6%
1389,6894,594,557,93.8%
1390,2746,466,364,78.1%
1391,2743,466,366,78.5%
1392,6579,433,190,43.9%
1393,7923,379,162,42.7%
1394,5338,"2,470","1,495",60.5%
1395,7681,"1,083",358,33.1%
1396,7634,462,102,22.1%
1397,8130,358,296,82.7%
1398,1312,160,69,43.1%
1399,1313,283,83,29.3%
1400,1315,672,231,34.4%
1401,1314,726,322,44.4%
1402,1311,204,95,46.6%
1403,1310,328,173,52.7%
1404,4807,510,203,39.8%
1405,4665,451,95,21.1%
1406,4084,604,155,25.7%
1407,4085,559,92,16.5%
1408,4081,270,58,21.5%
1409,6940,231,122,52.8%
1410,4442,536,171,31.9%
1411,4440,369,131,35.5%
1412,5361,452,155,34.3%
1413,7675,746,336,45.0%
1414,9999,73,47,64.4%
1415,0000,"1,459","1,271",87.1%
1416,8125,543,287,52.9%
1417,7859,609,170,27.9%
1418,3529,203,75,36.9%
1419,3531,63,20,31.7%
1420,6786,412,164,39.8%
1421,3532,544,211,38.8%
1422,7784,299,98,32.8%
1423,9999,8,3,37.5%
1424,0014,643,183,28.5%
1425,0013,487,171,35.1%
1426,0012,600,219,36.5%
1427,1747,206,34,16.5%
1428,1752,402,100,24.9%
1429,1775,341,142,41.6%
1430,1776,"1,176",155,13.2%
1431,7414,924,174,18.8%
1432,1774,334,71,21.3%
1433,7844,21,13,61.9%
1434,1797,382,31,8.1%
1435,3293,891,61,6.8%
1436,7597,453,42,9.3%
1437,3286,514,31,6.0%
1438,3291,675,47,7.0%
1439,3296,"1,184",123,10.4%
1440,3295,"1,283",130,10.1%
1441,9999,128,10,7.8%
1442,3287,551,23,4.2%
1443,3288,614,56,9.1%
1444,3289,593,50,8.4%
1445,3294,914,64,7.0%
1446,4960,734,31,4.2%
1447,7212,536,20,3.7%
1448,3297,910,61,6.7%
1449,3036,662,210,31.7%
1450,3037,351,105,29.9%
1451,4828,439,116,26.4%
1452,0000,407,177,43.5%
1453,7291,292,101,34.6%
1454,7574,"1,306",484,37.1%
1455,7223,397,248,62.5%
1456,7012,336,181,53.9%
1457,3902,315,190,60.3%
1458,7549,249,207,83.1%
1459,7954,406,141,34.7%
1460,7955,362,108,29.8%
1461,7953,896,278,31.0%
1462,9999,81,17,21.0%
1463,2618,929,227,24.4%
1464,7956,280,79,28.2%
1465,2619,311,145,46.6%
1466,6733,279,68,24.4%
1467,8246,905,234,25.9%
1468,9999,11,5,45.5%
1469,2623,"1,824",374,20.5%
1470,5114,966,252,26.1%
1471,2621,341,85,24.9%
1472,4708,499,83,16.6%
1473,7383,423,57,13.5%
1474,2620,310,63,20.3%
1475,7672,"1,241","1,139",91.8%
1476,2339,651,266,40.9%
1477,8066,309,147,47.6%
1478,8138,451,224,49.7%
1479,7777,773,649,84.0%
1480,1898,309,36,11.7%
1481,1899,315,67,21.3%
1482,9999,40,0,0.0%
1483,1902,"1,161",138,11.9%
1484,1901,831,133,16.0%
1485,1894,379,59,15.6%
1486,1896,323,47,14.6%
1487,7929,498,36,7.2%
1488,1155,744,43,5.8%
1489,5363,545,47,8.6%
1490,1158,413,23,5.6%
1491,1159,"1,037",68,6.6%
1492,8259,693,586,84.6%
1493,8208,517,454,87.8%
1494,8207,"1,120",915,81.7%
1495,8153,860,698,81.2%
1496,8152,530,478,90.2%
1497,7961,729,607,83.3%
1498,7909,721,503,69.8%
1499,8151,732,587,80.2%
1500,7910,640,474,74.1%
1501,7678,541,337,62.3%
1502,7582,930,764,82.2%
1503,4248,596,239,40.1%
1504,4244,207,75,36.2%
1505,4249,624,185,29.6%
1506,6976,432,161,37.3%
1507,9999,6,4,66.7%
1508,0213,292,244,83.6%
1509,7673,577,418,72.4%
1510,0499,617,473,76.7%
1511,0222,466,395,84.8%
1512,6105,"1,130",729,64.5%
1513,0498,474,269,56.8%
1514,6672,299,212,70.9%
1515,1709,212,58,27.4%
1516,7837,368,167,45.4%
1517,8008,319,112,35.1%
1518,5098,"1,183",284,24.0%
1519,1715,860,255,29.7%
1520,5021,216,74,34.3%
1521,1711,214,53,24.8%
1522,4851,335,75,22.4%
1523,8210,132,95,72.0%
1524,8257,779,552,70.9%
1525,3157,633,281,44.4%
1526,7792,214,64,29.9%
1527,3158,445,121,27.2%
1528,6744,495,267,53.9%
1529,6716,803,72,9.0%
1530,6845,316,27,8.5%
1531,7433,392,29,7.4%
1532,3303,350,76,21.7%
1533,3305,"1,722",132,7.7%
1534,8139,794,105,13.2%
1535,5252,294,36,12.2%
1536,7573,414,27,6.5%
1537,6208,415,196,47.2%
1538,3994,278,81,29.1%
1539,7613,225,91,40.4%
1540,9999,3,2,66.7%
1541,2423,958,435,45.4%
1542,7890,512,181,35.4%
1543,7891,266,96,36.1%
1544,3962,795,311,39.1%
1545,7799,347,174,50.1%
1546,3961,674,329,48.8%
1547,8232,384,198,51.6%
1548,5175,787,172,21.9%
1549,8005,213,143,67.1%
1550,1788,433,147,33.9%
1551,1790,686,239,34.8%
1552,1785,528,236,44.7%
1553,9999,10,3,30.0%
1554,7756,451,240,53.2%
1555,6566,328,219,66.8%
1556,0000,294,158,53.7%
1557,6261,285,153,53.7%
1558,8182,360,165,45.8%
1559,8183,215,86,40.0%
1560,7789,632,455,72.0%
1561,8184,583,323,55.4%
1562,8187,"1,210",454,37.5%
1563,8186,835,365,43.7%
1564,8185,897,400,44.6%
1565,3196,214,88,41.1%
1566,6265,61,26,42.6%
1567,5061,355,165,46.5%
1568,7863,525,211,40.2%
1569,6809,500,184,36.8%
1570,4091,586,190,32.4%
1571,6360,479,205,42.8%
1572,2053,532,76,14.3%
1573,2054,596,213,35.7%
1574,4724,418,167,40.0%
1575,5329,572,154,26.9%
1576,4954,638,241,37.8%
1577,8071,"2,368",684,28.9%
1578,9999,43,2,4.7%
1579,2058,266,109,41.0%
1580,2059,468,229,48.9%
1581,2060,258,98,38.0%
1582,7384,526,94,17.9%
1583,2062,661,256,38.7%
1584,1793,384,183,47.7%
1585,6682,207,79,38.2%
1586,1794,264,70,26.5%
1587,7064,400,169,42.3%
1588,1623,277,106,38.3%
1589,9999,2,1,50.0%
1590,5353,623,351,56.3%
1591,6863,498,251,50.4%
1592,9999,3,0,0.0%
1593,3541,669,290,43.3%
1594,7034,154,89,57.8%
1595,3537,280,138,49.3%
1596,4836,164,87,53.0%
1597,6699,565,256,45.3%
1598,6583,531,225,42.4%
1599,7108,767,350,45.6%
1600,2686,722,241,33.4%
1601,6635,344,190,55.2%
1602,4444,418,304,72.7%
1603,7399,199,138,69.3%
1604,6181,258,178,69.0%
1605,6605,719,341,47.4%
1606,1164,685,279,40.7%
1607,9999,2,0,0.0%
1608,6674,974,477,49.0%
1609,7800,337,176,52.2%
1610,3039,461,177,38.4%
1611,7523,183,68,37.2%
1612,3040,254,73,28.7%
1613,0000,304,60,19.7%
1614,8177,910,194,21.3%
1615,6596,569,124,21.8%
1616,0229,385,76,19.7%
1617,5017,"1,007",176,17.5%
1618,9999,159,3,1.9%
1619,5343,589,161,27.3%
1620,3044,274,80,29.2%
1621,3042,468,131,28.0%
1622,9999,6,4,66.7%
1623,3045,598,133,22.2%
1624,5354,315,105,33.3%
1625,6421,462,211,45.7%
1626,4044,788,243,30.8%
1627,5127,179,35,19.6%
1628,0240,456,40,8.8%
1629,5299,207,97,46.9%
1630,7441,330,58,17.6%
1631,7952,192,14,7.3%
1632,8253,590,106,18.0%
1633,8254,619,94,15.2%
1634,4951,"1,170",139,11.9%
1635,8112,331,196,59.2%
1636,8114,210,115,54.8%
1637,8113,384,229,59.6%
1638,6929,494,256,51.8%
1639,1550,433,189,43.6%
1640,9999,2,1,50.0%
1641,7498,869,535,61.6%
1642,6936,461,224,48.6%
1643,8135,253,139,54.9%
1644,4454,194,84,43.3%
1645,4458,685,226,33.0%
1646,7791,339,135,39.8%
1647,4455,379,151,39.8%
1648,4457,350,194,55.4%
1649,4453,153,89,58.2%
1650,2295,159,107,67.3%
1651,2297,241,148,61.4%
1652,9999,17,16,94.1%
1653,7944,473,224,47.4%
1654,7733,298,184,61.7%
1655,2291,384,281,73.2%
1656,7339,561,257,45.8%
1657,4049,550,260,47.3%
1658,9999,15,10,66.7%
1659,0249,274,8,2.9%
1660,0251,218,30,13.8%
1661,0248,347,33,9.5%
1662,0250,304,22,7.2%
1663,7535,609,58,9.5%
1664,0246,427,39,9.1%
1665,0247,335,11,3.3%
1666,7534,666,63,9.5%
1667,9999,15,0,0.0%
1668,0254,"1,706",164,9.6%
1669,0245,374,32,8.6%
1670,8006,520,253,48.7%
1671,4919,"1,210",550,45.5%
1672,6610,886,367,41.4%
1673,0827,893,406,45.5%
1674,9999,11,2,18.2%
1675,7546,247,181,73.3%
1676,3048,469,130,27.7%
1677,3047,556,206,37.1%
1678,8054,375,33,8.8%
1679,8055,347,35,10.1%
1680,3495,"1,526",187,12.3%
1681,8053,"1,065",196,18.4%
1682,3494,734,108,14.7%
1683,8056,547,114,20.8%
1684,5154,410,48,11.7%
1685,1070,386,123,31.9%
1686,4948,492,44,8.9%
1687,7128,632,121,19.1%
1688,1069,562,152,27.0%
1689,1065,507,113,22.3%
1690,7380,986,170,17.2%
1691,1071,407,87,21.4%
1692,6455,"2,681",474,17.7%
1693,1077,523,132,25.2%
1694,1076,522,108,20.7%
1695,1072,365,95,26.0%
1696,2689,587,123,21.0%
1697,2688,679,169,24.9%
1698,9999,4,1,25.0%
1699,6720,716,396,55.3%
1700,0695,514,230,44.7%
1701,0694,347,188,54.2%
1702,9999,44,27,61.4%
1703,2701,103,32,31.1%
1704,2691,285,208,73.0%
1705,2699,274,172,62.8%
1706,9999,51,31,60.8%
1707,2704,"1,306",796,60.9%
1708,2700,294,188,63.9%
1709,7164,682,489,71.7%
1710,2697,219,200,91.3%
1711,7762,105,47,44.8%
1712,7649,"1,067",661,61.9%
1713,7942,763,728,95.4%
1714,1084,494,14,2.8%
1715,1082,267,13,4.9%
1716,7561,427,17,4.0%
1717,9999,9,0,0.0%
1718,7830,401,14,3.5%
1719,5167,307,234,76.2%
1720,4463,240,205,85.4%
1721,4462,258,157,60.9%
1722,4466,245,165,67.3%
1723,9999,58,35,60.3%
1724,6184,457,317,69.4%
1725,4469,589,359,61.0%
1726,7829,405,329,81.2%
1727,5260,528,279,52.8%
1728,7930,333,112,33.6%
1729,7931,260,112,43.1%
1730,9999,4,1,25.0%
1731,7566,59,9,15.3%
1732,3263,520,379,72.9%
1733,3265,899,594,66.1%
1734,3321,521,447,85.8%
1735,5080,523,491,93.9%
1736,3318,483,394,81.6%
1737,3408,639,469,73.4%
1738,6729,"1,739","1,088",62.6%
1739,5253,540,286,53.0%
1740,6998,140,101,72.1%
1741,3320,541,453,83.7%
1742,7364,515,438,85.0%
1743,0263,398,4,1.0%
1744,5108,687,46,6.7%
1745,0265,514,5,1.0%
1746,6603,335,19,5.7%
1747,0266,406,8,2.0%
1748,0270,668,24,3.6%
1749,7346,712,18,2.5%
1750,7379,620,13,2.1%
1751,0268,791,46,5.8%
1752,0271,"1,395",58,4.2%
1753,9999,7,0,0.0%
1754,6793,"1,280",41,3.2%
1755,0269,377,17,4.5%
1756,5139,296,122,41.2%
1757,1489,300,88,29.3%
1758,4946,393,175,44.5%
1759,6145,504,150,29.8%
1760,6144,373,167,44.8%
1761,7360,398,177,44.5%
1762,8142,500,140,28.0%
1763,8052,554,134,24.2%
1764,6106,715,211,29.5%
1765,7101,"1,391",341,24.5%
1766,0291,563,122,21.7%
1767,0290,508,202,39.8%
1768,4958,"1,044",154,14.8%
1769,7406,569,64,11.2%
1770,6907,394,17,4.3%
1771,4831,589,81,13.8%
1772,7314,577,63,10.9%
1773,5344,474,200,42.2%
1774,3379,423,103,24.3%
1775,3309,595,198,33.3%
1776,3275,515,133,25.8%
1777,4830,617,45,7.3%
1778,5345,"3,072",637,20.7%
1779,3325,447,93,20.8%
1780,3280,495,209,42.2%
1781,3322,822,90,10.9%
1782,3324,"1,395",387,27.7%
1783,3323,756,166,22.0%
1784,7407,535,96,17.9%
1785,3278,375,144,38.4%
1786,8097,302,91,30.1%
1787,8098,595,224,37.6%
1788,2446,969,278,28.7%
1789,8099,437,159,36.4%
1790,5233,738,247,33.5%
1791,9999,126,5,4.0%
1792,7950,"1,064",516,48.5%
1793,3883,830,334,40.2%
1794,4837,429,218,50.8%
1795,7259,323,181,56.0%
1796,3988,400,208,52.0%
1797,5062,646,232,35.9%
1798,3499,619,126,20.4%
1799,3500,633,113,17.9%
1800,3505,"1,714",385,22.5%
1801,7430,"1,064",340,32.0%
1802,5258,861,228,26.5%
1803,5209,442,207,46.8%
1804,0964,390,148,37.9%
1805,0000,284,140,49.3%
1806,4572,344,134,39.0%
1807,7375,211,74,35.1%
1808,4578,579,264,45.6%
1809,4577,983,355,36.1%
1810,9999,16,0,0.0%
1811,5272,369,113,30.6%
1812,7962,452,191,42.3%
1813,7644,519,227,43.7%
1814,4576,265,144,54.3%
1815,7167,479,227,47.4%
1816,0747,566,208,36.7%
1817,6859,474,224,47.3%
1818,6201,376,152,40.4%
1819,6860,336,151,44.9%
1820,2758,226,58,25.7%
1821,2755,274,76,27.7%
1822,2757,481,101,21.0%
1823,2756,259,53,20.5%
1824,7392,386,100,25.9%
1825,2760,778,146,18.8%
1826,6829,266,109,41.0%
1827,9999,10,3,30.0%
1828,2818,573,192,33.5%
1829,2813,364,159,43.7%
1830,6727,516,214,41.5%
1831,6931,281,153,54.4%
1832,3875,251,119,47.4%
1833,9999,1,0,0.0%
1834,6908,326,138,42.3%
1835,6371,279,166,59.5%
1836,4058,412,187,45.4%
1837,9999,1,0,0.0%
1838,4060,458,187,40.8%
1839,4057,374,200,53.5%
1840,6373,561,218,38.9%
1841,6816,350,170,48.6%
1842,4579,389,56,14.4%
1843,4581,322,84,26.1%
1844,6345,989,161,16.3%
1845,6346,730,146,20.0%
1846,9999,22,10,45.5%
1847,7572,516,74,14.3%
1848,4580,209,59,28.2%
1849,0030,244,129,52.9%
1850,6977,432,249,57.6%
1851,0053,534,253,47.4%
1852,6353,110,2,1.8%
1853,2958,539,155,28.8%
1854,2955,370,139,37.6%
1855,2956,251,101,40.2%
1856,0000,516,316,61.2%
1857,5144,394,240,60.9%
1858,6146,353,185,52.4%
1859,6745,535,266,49.7%
1860,2070,250,146,58.4%
1861,6449,507,95,18.7%
1862,2821,692,82,11.8%
1863,7353,554,79,14.3%
1864,9999,3,0,0.0%
1865,2819,483,35,7.2%
1866,7856,780,541,69.4%
1867,8101,501,114,22.8%
1868,7758,793,153,19.3%
1869,4482,822,165,20.1%
1870,4717,"1,634",326,20.0%
1871,7757,468,145,31.0%
1872,5270,483,86,17.8%
1873,7716,506,48,9.5%
1874,1414,"1,231",411,33.4%
1875,1413,369,129,35.0%
1876,8004,388,120,30.9%
1877,7656,520,205,39.4%
1878,4115,460,325,70.7%
1879,4109,78,31,39.7%
1880,7215,676,441,65.2%
1881,9999,7,6,85.7%
1882,4931,648,386,59.6%
1883,8235,152,105,69.1%
1884,4116,110,75,68.2%
1885,2448,478,204,42.7%
1886,2449,424,157,37.0%
1887,9999,1,0,0.0%
1888,7378,731,182,24.9%
1889,6319,417,86,20.6%
1890,9999,28,5,17.9%
