,school number,total enrollment,low income enrollment,percent of enrollment from low income families
141,6985,586,291,49.7%
142,0,152,77,50.7%
143,7545,762,354,46.5%
144,7021,409,185,45.2%
145,726,624,240,38.5%
146,7096,389,203,52.2%
147,4930,770,271,35.2%
148,8269,426,150,35.2%
149,4328,634,321,50.6%
150,4325,598,178,29.8%
151,1343,838,290,34.6%
152,1342,661,239,36.2%
153,1341,371,212,57.1%
154,1339,248,68,27.4%
155,1340,339,74,21.8%
156,6229,207,80,38.6%
157,7144,390,174,44.6%
158,917,390,151,38.7%
159,914,498,222,44.6%
160,7750,677,615,90.8%
161,5211,611,276,45.2%
162,4675,453,340,75.1%
163,5116,"1,792",885,49.4%
164,6451,419,190,45.3%
165,1006,536,276,51.5%
166,7030,547,304,55.6%
167,6896,474,176,37.1%
168,1008,633,508,80.3%
169,6788,729,268,36.8%
170,1594,366,154,42.1%
171,1595,293,116,39.6%
172,7987,418,205,49.0%
173,7988,350,151,43.1%
174,4188,348,126,36.2%
175,6304,915,328,35.8%
176,7068,811,319,39.3%
177,0,159,76,47.8%
178,6206,256,106,41.4%
179,7645,215,97,45.1%
180,6207,233,102,43.8%
181,7302,717,292,40.7%
182,3,636,245,38.5%
183,6921,638,251,39.3%
184,1605,738,355,48.1%
185,6808,975,570,58.5%
186,6349,204,81,39.7%
187,1597,397,252,63.5%
188,8378,561,416,74.2%
189,4802,287,62,21.6%
190,7326,322,62,19.3%
191,55,314,50,15.9%
192,62,"1,510",180,11.9%
193,4902,272,23,8.5%
194,61,662,102,15.4%
195,7327,684,103,15.1%
196,60,188,30,16.0%
197,5286,"1,389",685,49.3%
198,5063,348,91,26.1%
199,3464,580,534,92.1%
200,3436,238,152,63.9%
201,3453,358,234,65.4%
202,6722,524,490,93.5%
203,4956,"1,059",431,40.7%
204,3456,415,102,24.6%
205,6723,567,503,88.7%
206,4957,"1,913",901,47.1%
207,3458,331,286,86.4%
208,3449,423,248,58.6%
209,3459,237,37,15.6%
210,3442,269,144,53.5%
211,3465,"2,787","1,653",59.3%
212,3443,328,259,79.0%
213,3454,336,308,91.7%
214,3455,425,115,27.1%
215,3463,789,345,43.7%
216,3462,787,591,75.1%
217,3452,535,219,40.9%
218,6633,228,175,76.8%
219,6634,240,184,76.7%
220,6975,510,270,52.9%
221,5267,273,124,45.4%
222,4181,413,157,38.0%
223,649,477,351,73.6%
224,648,374,282,75.4%
225,650,316,223,70.6%
226,642,577,480,83.2%
227,1677,869,209,24.1%
228,6326,579,180,31.1%
229,7951,377,129,34.2%
230,1676,335,146,43.6%
231,7355,411,138,33.6%
232,8206,734,425,57.9%
233,6707,769,192,25.0%
234,7127,399,112,28.1%
235,6558,725,195,26.9%
236,6559,280,102,36.4%
237,6560,225,61,27.1%
238,6828,391,230,58.8%
239,5135,281,155,55.2%
240,7418,460,257,55.9%
241,2317,204,102,50.0%
242,4706,297,132,44.4%
243,2352,262,131,50.0%
244,2353,298,130,43.6%
245,1610,102,43,42.2%
246,1612,411,131,31.9%
247,1611,418,178,42.6%
248,1606,424,245,57.8%
249,1608,202,79,39.1%
250,7419,181,58,32.0%
251,4659,648,193,29.8%
252,3887,299,95,31.8%
253,3891,854,259,30.3%
254,5263,671,180,26.8%
255,6891,508,275,54.1%
256,4034,286,127,44.4%
257,7400,224,113,50.4%
258,6804,867,170,19.6%
259,6305,785,245,31.2%
260,6306,"1,646",354,21.5%
261,6307,585,200,34.2%
262,762,324,142,43.8%
263,763,297,91,30.6%
264,754,815,137,16.8%
265,755,788,92,11.7%
266,761,294,109,37.1%
267,766,522,144,27.6%
268,7981,815,532,65.3%
269,4691,777,390,50.2%
270,3092,555,331,59.6%
271,7037,658,482,73.3%
272,7281,585,390,66.7%
273,768,391,148,37.9%
274,6308,492,142,28.9%
275,8383,553,177,32.0%
276,7342,293,127,43.3%
277,70,371,136,36.7%
278,69,310,160,51.6%
279,68,241,88,36.5%
280,1014,405,306,75.6%
281,1013,635,479,75.4%
282,7743,225,155,68.9%
283,5305,503,297,59.0%
284,8368,"1,227",731,59.6%
285,8369,"1,238",846,68.3%
286,8367,"1,330",843,63.4%
287,1027,487,326,66.9%
288,1029,"1,579",955,60.5%
289,5148,526,236,44.9%
290,2362,436,195,44.7%
291,6162,670,298,44.5%
292,5231,487,258,53.0%
293,6163,116,55,47.4%
294,2368,209,115,55.0%
295,8384,703,423,60.2%
296,4818,464,275,59.3%
297,2154,391,276,70.6%
298,0,711,152,21.4%
299,7670,192,0,0.0%
300,1030,"1,445",594,41.1%
301,7477,503,224,44.5%
302,4195,639,277,43.3%
303,4333,516,171,33.1%
304,4340,570,168,29.5%
305,4339,424,136,32.1%
306,4336,280,120,42.9%
307,6690,"1,506",597,39.6%
308,8344,"1,669",543,32.5%
309,8343,966,448,46.4%
310,1148,744,304,40.9%
311,1150,242,39,16.1%
312,1134,296,186,62.8%
313,1138,451,233,51.7%
314,1142,351,137,39.0%
315,1184,261,106,40.6%
316,6999,915,397,43.4%
317,7290,656,326,49.7%
318,7221,321,142,44.2%
319,8051,137,66,48.2%
320,6939,134,65,48.5%
321,4203,303,131,43.2%
322,7347,608,275,45.2%
323,1199,310,134,43.2%
324,5212,472,165,35.0%
325,1299,290,168,57.9%
326,1298,280,165,58.9%
327,7509,335,55,16.4%
328,1682,392,64,16.3%
329,1678,327,51,15.6%
330,1680,263,25,9.5%
331,4211,312,41,13.1%
332,4217,"1,571",345,22.0%
333,7217,859,202,23.5%
334,4205,232,42,18.1%
335,7216,414,119,28.7%
336,4207,289,102,35.3%
337,4938,228,41,18.0%
338,4210,223,30,13.5%
339,7764,391,85,21.7%
340,4937,441,182,41.3%
341,4214,242,34,14.0%
342,5303,500,215,43.0%
343,988,411,152,37.0%
344,0,215,94,43.7%
345,8278,197,28,14.2%
346,4870,419,177,42.2%
347,0,545,298,54.7%
348,2420,696,390,56.0%
349,7457,931,605,65.0%
350,5109,658,360,54.7%
351,1692,408,159,39.0%
352,1694,"1,556",414,26.6%
353,1689,479,134,28.0%
354,1691,374,243,65.0%
355,7011,554,167,30.1%
356,1683,280,166,59.3%
357,1690,334,99,29.6%
358,1686,207,117,56.5%
359,1687,200,52,26.0%
360,7010,601,218,36.3%
361,79,614,305,49.7%
362,77,417,238,57.1%
363,78,345,165,47.8%
364,7315,519,291,56.1%
365,7112,322,167,51.9%
366,8345,243,124,51.0%
367,2797,495,285,57.6%
368,2798,476,233,48.9%
369,6593,554,338,61.0%
370,8222,740,196,26.5%
371,7271,638,227,35.6%
372,7274,712,294,41.3%
373,5007,801,429,53.6%
374,1040,"1,774",616,34.7%
375,8200,849,383,45.1%
376,7726,148,117,79.1%
377,4683,529,195,36.9%
378,7796,729,49,6.7%
379,1044,465,37,8.0%
380,1081,824,85,10.3%
381,5133,"1,582",114,7.2%
382,7790,"1,801",193,10.7%
383,1043,"1,439",174,12.1%
384,7435,521,22,4.2%
385,4852,491,73,14.9%
386,1048,449,24,5.3%
387,7653,849,149,17.6%
388,5307,"1,057",71,6.7%
389,7520,540,30,5.6%
390,1047,591,33,5.6%
391,1041,869,92,10.6%
392,1057,444,60,13.5%
393,7654,832,65,7.8%
394,5306,463,48,10.4%
395,1042,856,118,13.8%
396,1131,630,95,15.1%
397,7715,985,109,11.1%
398,4678,880,64,7.3%
399,1132,543,74,13.6%
400,6646,493,193,39.1%
401,1208,544,185,34.0%
402,1202,384,143,37.2%
403,1205,206,71,34.5%
404,7201,685,260,38.0%
405,5390,595,202,33.9%
406,1619,528,141,26.7%
407,1744,755,517,68.5%
408,1746,"1,427",893,62.6%
409,7820,739,171,23.1%
410,1745,"1,714",407,23.7%
411,1812,244,132,54.1%
412,7306,259,169,65.3%
413,1777,409,113,27.6%
414,6783,683,195,28.6%
415,1791,323,88,27.2%
416,1782,376,127,33.8%
417,1781,634,252,39.7%
418,1795,260,174,66.9%
419,1778,670,179,26.7%
420,1779,391,230,58.8%
421,1811,427,297,69.6%
422,1780,647,481,74.3%
423,1742,517,348,67.3%
424,5320,422,314,74.4%
425,1817,486,103,21.2%
426,2248,500,259,51.8%
427,6252,287,122,42.5%
428,7734,207,103,49.8%
429,6010,420,185,44.0%
430,7476,794,415,52.3%
431,5118,553,211,38.2%
432,0,29,19,65.5%
433,4967,552,292,52.9%
434,7720,199,127,63.8%
435,5094,520,249,47.9%
436,0,233,24,10.3%
437,8045,534,118,22.1%
438,8044,679,201,29.6%
439,8043,576,193,33.5%
440,8046,558,164,29.4%
441,6172,978,515,52.7%
442,4545,"1,837",531,28.9%
443,4544,935,290,31.0%
444,4537,528,246,46.6%
445,4540,698,289,41.4%
446,4539,501,85,17.0%
447,7696,630,126,20.0%
448,5088,627,213,34.0%
449,7552,99,24,24.2%
450,8047,616,616,100.0%
451,2192,292,292,100.0%
452,8244,661,216,32.7%
453,2190,986,446,45.2%
454,6615,"1,065",535,50.2%
455,2191,"2,162",828,38.3%
456,4825,277,116,41.9%
457,6273,577,285,49.4%
458,2208,283,123,43.5%
459,2215,282,109,38.7%
460,6274,583,582,99.8%
461,2225,154,71,46.1%
462,8375,140,71,50.7%
463,8324,166,100,60.2%
464,2209,449,172,38.3%
465,2216,314,135,43.0%
466,2196,278,278,100.0%
467,7258,712,414,58.1%
468,4715,464,223,48.1%
469,7157,345,178,51.6%
470,7578,551,433,78.6%
471,6706,"1,066",312,29.3%
472,7415,737,242,32.8%
473,94,727,230,31.6%
474,7445,759,226,29.8%
475,4234,593,288,48.6%
476,4235,514,205,39.9%
477,5250,693,190,27.4%
478,3250,515,138,26.8%
479,3260,"1,438",393,27.3%
480,3257,720,207,28.8%
481,3256,485,112,23.1%
482,3252,369,84,22.8%
483,3255,398,68,17.1%
484,8258,530,361,68.1%
485,7514,106,103,97.2%
486,7539,"3,648","3,630",99.5%
487,0,799,437,54.7%
488,7860,819,321,39.2%
489,7292,865,274,31.7%
490,7293,386,145,37.6%
491,6492,"1,104",942,85.3%
492,8020,493,419,85.0%
493,1958,413,359,86.9%
494,8303,509,462,90.8%
495,1829,318,304,95.6%
496,8302,435,388,89.2%
497,730,315,175,55.6%
498,729,558,314,56.3%
499,732,596,273,45.8%
500,1843,359,187,52.1%
501,7276,986,680,69.0%
502,1849,922,607,65.8%
503,5322,346,171,49.4%
504,1847,305,243,79.7%
505,1893,323,253,78.3%
506,7575,818,480,58.7%
507,8262,274,118,43.1%
508,7727,633,421,66.5%
509,7371,437,375,85.8%
510,8094,372,300,80.6%
511,5217,406,188,46.3%
512,1475,389,143,36.8%
513,6909,375,216,57.6%
514,1480,419,146,34.8%
515,1479,466,219,47.0%
516,7374,431,264,61.3%
517,921,406,217,53.4%
518,8315,"1,206",712,59.0%
519,6236,"1,083",497,45.9%
520,5276,362,240,66.3%
521,1376,473,329,69.6%
522,5012,"2,029","1,051",51.8%
523,1374,324,167,51.5%
524,1377,352,202,57.4%
525,1375,485,242,49.9%
526,6473,418,228,54.5%
527,1370,804,554,68.9%
528,7334,442,327,74.0%
529,7767,436,306,70.2%
530,6474,583,347,59.5%
531,2510,436,137,31.4%
532,6289,724,252,34.8%
533,6290,998,281,28.2%
534,2506,509,198,38.9%
535,5053,407,132,32.4%
536,7628,"2,822",802,28.4%
537,0,"1,297",850,65.5%
538,7143,737,198,26.9%
539,5077,"1,059",240,22.7%
540,3261,183,80,43.7%
541,4711,544,145,26.7%
542,3333,"1,479",301,20.4%
543,3332,454,78,17.2%
544,3411,406,42,10.3%
545,2515,391,238,60.9%
546,8326,425,292,68.7%
547,7056,546,365,66.8%
548,5178,630,339,53.8%
549,6122,235,106,45.1%
550,7450,230,117,50.9%
551,7774,"9,008","4,315",47.9%
552,7510,"1,220","1,120",91.8%
553,3977,415,224,54.0%
554,3978,553,273,49.4%
555,5213,390,241,61.8%
556,5136,359,186,51.8%
557,2517,500,145,29.0%
558,2531,689,261,37.9%
559,2532,"1,384",517,37.4%
560,5113,644,248,38.5%
561,2522,441,237,53.7%
562,2521,629,291,46.3%
563,6268,514,243,47.3%
564,7822,868,396,45.6%
565,6267,617,297,48.1%
566,6898,607,265,43.7%
567,17,"1,217",485,39.9%
568,8224,703,333,47.4%
569,8225,353,180,51.0%
570,6132,336,211,62.8%
571,6133,352,213,60.5%
572,8226,273,164,60.1%
573,6643,263,200,76.0%
574,2097,313,152,48.6%
575,5047,146,83,56.8%
576,2105,"1,047",636,60.7%
577,5228,"1,138",622,54.7%
578,2103,127,74,58.3%
579,2107,131,76,58.0%
580,5048,466,246,52.8%
581,4819,262,124,47.3%
582,2172,254,147,57.9%
583,4939,283,216,76.3%
584,7284,472,133,28.2%
585,777,929,337,36.3%
586,7651,777,264,34.0%
587,5203,484,214,44.2%
588,6944,327,327,100.0%
589,8087,303,303,100.0%
590,4800,"1,521",509,33.5%
591,6301,"1,118",431,38.6%
592,6302,576,150,26.0%
593,2728,623,257,41.3%
594,2729,546,175,32.1%
595,7300,414,199,48.1%
596,1998,653,376,57.6%
597,1997,489,328,67.1%
598,7793,453,286,63.1%
599,8311,499,330,66.1%
600,3868,412,154,37.4%
601,3869,387,192,49.6%
602,1088,614,84,13.7%
603,5096,"1,699",129,7.6%
604,7749,"2,065",263,12.7%
605,1086,794,67,8.4%
606,7208,528,53,10.0%
607,4680,334,36,10.8%
608,6833,530,57,10.8%
609,7657,650,43,6.6%
610,7432,773,72,9.3%
611,6453,799,67,8.4%
612,1087,407,44,10.8%
613,6454,468,51,10.9%
614,5308,445,72,16.2%
615,1130,689,16,2.3%
616,1133,213,16,7.5%
617,4098,514,245,47.7%
618,6595,660,346,52.4%
619,5037,396,139,35.1%
620,1632,459,141,30.7%
621,1651,423,271,64.1%
622,1654,880,375,42.6%
623,1653,434,205,47.2%
624,1650,362,200,55.2%
625,1645,371,271,73.0%
626,7194,362,140,38.7%
627,5179,546,269,49.3%
628,2860,883,135,15.3%
629,7655,458,86,18.8%
630,2858,669,134,20.0%
631,5341,804,154,19.2%
632,7624,98,92,93.9%
633,5277,954,0,0.0%
634,1701,"2,643",502,19.0%
635,6714,"1,007",231,22.9%
636,4849,"1,092",177,16.2%
637,1700,565,85,15.0%
638,5020,760,103,13.6%
639,1697,399,174,43.6%
640,1698,412,88,21.4%
641,1696,618,77,12.5%
642,1699,551,82,14.9%
643,1695,717,202,28.2%
644,6238,450,235,52.2%
645,1529,494,259,52.4%
646,6613,71,36,50.7%
647,2868,584,101,17.3%
648,5150,653,118,18.1%
649,2869,878,160,18.2%
650,7596,557,93,16.7%
651,8132,"1,539",533,34.6%
652,6598,993,310,31.2%
653,4553,"1,937",512,26.4%
654,4546,190,106,55.8%
655,4701,175,47,26.9%
656,4547,466,99,21.2%
657,4551,536,185,34.5%
658,4549,473,155,32.8%
659,8285,702,142,20.2%
660,7272,251,126,50.2%
661,4810,"1,166",274,23.5%
662,7544,824,232,28.2%
663,8007,446,124,27.8%
664,3424,582,200,34.4%
665,3425,642,152,23.7%
666,8201,544,197,36.2%
667,4833,524,194,37.0%
668,5278,"1,045",595,56.9%
669,511,441,134,30.4%
670,513,583,143,24.5%
671,7595,446,121,27.1%
672,6695,466,144,30.9%
673,0,396,234,59.1%
674,7058,509,2,0.4%
675,7057,524,14,2.7%
676,6504,26,0,0.0%
677,7671,672,501,74.6%
678,7162,520,180,34.6%
679,5261,"1,567",494,31.5%
680,3865,509,162,31.8%
681,3864,523,194,37.1%
682,7408,590,205,34.7%
683,7625,519,180,34.7%
684,3866,430,114,26.5%
685,4351,437,208,47.6%
686,4352,631,258,40.9%
687,6927,915,497,54.3%
688,7731,410,94,22.9%
689,4801,"1,124",189,16.8%
690,7186,496,99,20.0%
691,6678,866,180,20.8%
692,1749,474,97,20.5%
693,7775,734,523,71.3%
694,2539,929,340,36.6%
695,8228,902,364,40.4%
696,7165,481,201,41.8%
697,7786,674,258,38.3%
698,8229,440,182,41.4%
699,4558,985,354,35.9%
700,6283,598,237,39.6%
701,4557,504,235,46.6%
702,7555,467,172,36.8%
703,4556,505,214,42.4%
704,1391,449,79,17.6%
705,7266,514,80,15.6%
706,1431,520,17,3.3%
707,7759,"1,791",223,12.5%
708,1387,"1,482",212,14.3%
709,7517,"1,041",105,10.1%
710,8174,791,25,3.2%
711,5011,572,108,18.9%
712,6476,662,83,12.5%
713,7516,"1,061",110,10.4%
714,8309,"1,033",105,10.2%
715,1432,506,19,3.8%
716,7265,611,19,3.1%
717,7990,499,42,8.4%
718,6621,518,33,6.4%
719,6477,606,45,7.4%
720,7550,167,161,96.4%
721,2385,269,177,65.8%
722,1541,893,492,55.1%
723,6156,991,452,45.6%
724,6157,401,207,51.6%
725,1530,102,50,49.0%
726,1532,348,155,44.5%
727,1540,79,65,82.3%
728,2389,98,68,69.4%
729,6918,380,294,77.4%
730,6591,800,357,44.6%
731,8312,759,279,36.8%
732,7908,325,259,79.7%
733,8340,793,432,54.5%
734,8339,880,448,50.9%
735,3021,241,110,45.6%
736,3018,152,50,32.9%
737,6364,725,252,34.8%
738,3019,548,211,38.5%
739,2799,344,118,34.3%
740,2809,"2,654",665,25.1%
741,7560,903,162,17.9%
742,2808,267,110,41.2%
743,2802,388,171,44.1%
744,7559,"1,163",372,32.0%
745,2804,482,130,27.0%
746,5239,670,116,17.3%
747,4827,497,126,25.4%
748,8133,709,119,16.8%
749,5220,808,288,35.6%
750,1707,809,240,29.7%
751,1705,549,194,35.3%
752,4850,499,182,36.5%
753,7536,412,253,61.4%
754,8016,649,332,51.2%
755,7641,"1,017",468,46.0%
756,6935,"1,364",561,41.1%
757,3204,460,297,64.6%
758,7366,936,438,46.8%
759,7642,691,364,52.7%
760,3201,544,320,58.8%
761,7411,533,220,41.3%
762,3202,322,133,41.3%
763,4822,488,131,26.8%
764,2552,571,271,47.5%
765,2500,418,180,43.1%
766,7209,509,211,41.5%
767,2554,978,359,36.7%
768,4707,573,256,44.7%
769,8137,567,196,34.6%
770,6612,569,201,35.3%
771,2740,694,202,29.1%
772,6611,304,78,25.7%
773,2735,262,50,19.1%
774,8127,348,319,91.7%
775,6174,516,222,43.0%
776,4559,423,208,49.2%
777,4564,675,251,37.2%
778,7439,638,293,45.9%
779,6285,398,158,39.7%
780,4563,381,172,45.1%
781,4915,597,442,74.0%
782,3482,"2,726","1,290",47.3%
783,8351,"2,097","1,084",51.7%
784,3477,466,133,28.5%
785,3478,424,263,62.0%
786,3473,627,266,42.4%
787,5350,673,578,85.9%
788,8058,646,164,25.4%
789,5064,573,216,37.7%
790,136,312,54,17.3%
791,4804,519,185,35.6%
792,144,738,234,31.7%
793,8115,201,92,45.8%
794,142,198,88,44.4%
795,139,352,169,48.0%
796,2555,133,41,30.8%
797,8190,938,317,33.8%
798,2561,478,202,42.3%
799,6862,623,194,31.1%
800,2562,"1,215",326,26.8%
801,2558,200,61,30.5%
802,2559,268,67,25.0%
803,6417,647,346,53.5%
804,6418,528,266,50.4%
805,8166,241,118,49.0%
806,2675,770,297,38.6%
807,8167,370,195,52.7%
808,8165,264,128,48.5%
809,8028,633,175,27.6%
810,2564,291,142,48.8%
811,2568,497,171,34.4%
812,6712,"1,302",577,44.3%
813,6293,"1,253",518,41.3%
814,2563,377,209,55.4%
815,2570,450,211,46.9%
816,7294,930,579,62.3%
817,2003,480,429,89.4%
818,2026,945,785,83.1%
819,2004,524,481,91.8%
820,2022,531,448,84.4%
821,2001,575,390,67.8%
822,2009,567,384,67.7%
823,2011,507,394,77.7%
824,2021,582,338,58.1%
825,2013,483,351,72.7%
826,2016,580,497,85.7%
827,7515,779,224,28.8%
828,2018,492,367,74.6%
829,7035,722,671,92.9%
830,2024,692,499,72.1%
831,2027,624,483,77.4%
832,6959,619,569,91.9%
833,2025,688,527,76.6%
834,5045,790,404,51.1%
835,8163,357,357,100.0%
836,7665,"1,430","1,390",97.2%
837,8216,174,173,99.4%
838,7564,510,302,59.2%
839,735,92,62,67.4%
840,7006,473,271,57.3%
841,7897,453,261,57.6%
842,7898,288,176,61.1%
843,7866,100,0,0.0%
844,8325,981,981,100.0%
845,787,651,204,31.3%
846,788,"1,354",399,29.5%
847,6731,341,138,40.5%
848,786,454,152,33.5%
849,783,577,150,26.0%
850,7755,590,187,31.7%
851,6270,319,78,24.5%
852,6269,354,63,17.8%
853,7322,305,68,22.3%
854,7466,579,127,21.9%
855,6737,502,97,19.3%
856,2032,518,117,22.6%
857,6826,214,102,47.7%
858,7508,120,51,42.5%
859,2201,154,52,33.8%
860,7119,379,346,91.3%
861,5248,333,328,98.5%
862,4842,637,463,72.7%
863,7746,171,134,78.4%
864,1225,302,214,70.9%
865,1223,402,283,70.4%
866,7744,"1,863","1,579",84.8%
867,791,204,75,36.8%
868,6311,838,251,30.0%
869,5023,832,221,26.6%
870,860,161,45,28.0%
871,8057,458,146,31.9%
872,7857,484,377,77.9%
873,5016,661,286,43.3%
874,6840,208,83,39.9%
875,2246,158,67,42.4%
876,6160,80,57,71.3%
877,6159,98,50,51.0%
878,6701,178,111,62.4%
879,6161,108,52,48.1%
880,6420,436,252,57.8%
881,6419,341,186,54.5%
882,6899,"1,018",481,47.2%
883,8382,870,365,42.0%
884,7187,524,219,41.8%
885,4242,499,204,40.9%
886,5328,486,219,45.1%
887,2037,711,316,44.4%
888,5226,128,71,55.5%
889,2036,434,162,37.3%
890,2035,396,207,52.3%
891,147,923,169,18.3%
892,149,346,22,6.4%
893,156,"1,380",268,19.4%
894,6780,352,61,17.3%
895,153,387,169,43.7%
896,461,700,105,15.0%
897,4667,456,343,75.2%
898,4106,610,293,48.0%
899,6984,271,145,53.5%
900,4101,355,185,52.1%
901,6166,239,129,54.0%
902,5119,478,181,37.9%
903,7602,808,126,15.6%
904,4360,"1,227",192,15.6%
905,7163,609,117,19.2%
906,4354,247,46,18.6%
907,4357,591,55,9.3%
908,7666,"1,193",798,66.9%
909,8123,910,493,54.2%
910,6686,567,255,45.0%
911,2126,357,151,42.3%
912,7176,280,126,45.0%
913,8150,769,669,87.0%
914,8357,510,279,54.7%
915,8356,438,215,49.1%
916,6563,426,180,42.3%
917,591,532,96,18.0%
918,8346,459,139,30.3%
919,594,607,157,25.9%
920,592,277,124,44.8%
921,7586,"1,005",762,75.8%
922,7192,165,59,35.8%
923,6223,354,219,61.9%
924,7714,533,38,7.1%
925,6506,704,72,10.2%
926,7486,729,75,10.3%
927,1869,"1,653",149,9.0%
928,7313,"1,190",112,9.4%
929,161,323,206,63.8%
930,157,235,233,99.1%
931,167,524,243,46.4%
932,170,"1,132",478,42.2%
933,169,486,241,49.6%
934,5191,319,100,31.3%
935,165,314,108,34.4%
936,2038,396,139,35.1%
937,2040,734,240,32.7%
938,5225,694,270,38.9%
939,2039,375,159,42.4%
940,8176,377,171,45.4%
941,6271,"1,065",405,38.0%
942,10,744,354,47.6%
943,5126,423,245,57.9%
944,7592,454,250,55.1%
945,8147,187,86,46.0%
946,8161,220,145,65.9%
947,2042,649,385,59.3%
948,2043,554,281,50.7%
949,6777,528,285,54.0%
950,6952,396,226,57.1%
951,5219,378,203,53.7%
952,7639,698,698,100.0%
953,8390,543,543,100.0%
954,793,534,138,25.8%
955,794,445,212,47.6%
956,801,700,277,39.6%
957,802,"1,315",519,39.5%
958,6794,653,278,42.6%
959,8096,461,221,47.9%
960,1368,295,22,7.5%
961,7695,437,72,16.5%
962,1424,"1,280",207,16.2%
963,1422,984,130,13.2%
964,6479,557,94,16.9%
965,1461,460,84,18.3%
966,6193,950,583,61.4%
967,5288,319,196,61.4%
968,5315,691,567,82.1%
969,1252,620,563,90.8%
970,1251,826,746,90.3%
971,8314,33,24,72.7%
972,1250,790,655,82.9%
973,4379,557,208,37.3%
974,6957,657,213,32.4%
975,4845,"1,324",411,31.0%
976,4386,727,396,54.5%
977,4380,651,120,18.4%
