,aun,records,compensation,netprofits,miscellaneousincome,dividends&interest,outofstatetaxrecords,outofstatetaxcredit,outofstateincome(calculated),totalpersonalincome,adjustedpersonalincome
0,112011103.0,7038.0,300956539.0,27037949.0,13015341.0,8582685.0,63.0,77483.0,2523876.0,349592514.0,347068638.0
1,112011603.0,14514.0,598177733.0,42973591.0,31820701.0,21493860.0,99.0,98451.0,3206873.0,694465885.0,691259012.0
2,112013054.0,4291.0,195940794.0,10804606.0,9635884.0,10283337.0,59.0,83966.0,2735049.0,226664621.0,223929572.0
3,112013753.0,12651.0,521908412.0,56971609.0,74156098.0,49461619.0,181.0,352435.0,11479967.0,702497738.0,691017771.0
4,112015203.0,7271.0,332477810.0,27104623.0,47987614.0,9663006.0,96.0,120445.0,3923290.0,417233053.0,413309763.0
5,112018523.0,6091.0,235610649.0,16043149.0,9754023.0,7903369.0,68.0,112860.0,3676221.0,269311190.0,265634969.0
6,103020603.0,6069.0,237454898.0,19074516.0,16248209.0,16562989.0,56.0,89697.0,2921726.0,289340612.0,286418886.0
7,103020753.0,5848.0,487564586.0,56640144.0,38123168.0,24946321.0,103.0,447575.0,14578990.0,607274219.0,592695229.0
8,103021102.0,17731.0,830463934.0,38825975.0,26333229.0,33494673.0,80.0,124016.0,4039609.0,929117811.0,925078202.0
9,103021252.0,16751.0,908833698.0,69583691.0,45656297.0,47925007.0,134.0,161374.0,5256482.0,1071998693.0,1066742211.0
10,103021453.0,5073.0,208870260.0,6807235.0,3201858.0,3688164.0,23.0,22175.0,722313.0,222567517.0,221845204.0
11,103021603.0,7651.0,346055016.0,29007892.0,15160271.0,11278161.0,57.0,115739.0,3770000.0,401501340.0,397731340.0
12,103021752.0,15372.0,835267548.0,85566322.0,95593782.0,73233279.0,159.0,423557.0,13796645.0,1089660931.0,1075864286.0
13,103021903.0,2710.0,73672962.0,1878132.0,2072478.0,2017557.0,7.0,5592.0,182150.0,79641129.0,79458979.0
14,103022103.0,3196.0,118533980.0,4817382.0,4252587.0,2250060.0,14.0,13903.0,452866.0,129854009.0,129401143.0
15,103022253.0,7411.0,349195814.0,23343238.0,15633880.0,14221909.0,40.0,68494.0,2231075.0,402394841.0,400163766.0
16,103022503.0,2117.0,51525497.0,1212255.0,851636.0,990603.0,5.0,6487.0,211303.0,54579991.0,54368688.0
17,103022803.0,6907.0,234906795.0,9019270.0,3022119.0,4067375.0,20.0,21210.0,690879.0,251015559.0,250324680.0
