,aun,records,compensation,netprofits,miscellaneousincome,dividends&interest,outofstatetaxrecords,outofstatetaxcredit,outofstateincome(calculated),totalpersonalincome,adjustedpersonalincome
0,112011103.0,7280.0,327511020.0,34882013.0,14988139.0,8837368.0,77.0,90142.0,2936221.0,386218540.0,383282319.0
1,112011603.0,15346.0,662040407.0,56360763.0,51417844.0,24452944.0,89.0,307031.0,10001010.0,794271958.0,784270948.0
2,112013054.0,4536.0,218931957.0,10359052.0,9902119.0,5342777.0,57.0,123170.0,4012052.0,244535905.0,240523853.0
3,112013753.0,12880.0,544614733.0,53545503.0,86074733.0,55912992.0,161.0,310325.0,10108306.0,740147961.0,730039655.0
4,112015203.0,7178.0,348233895.0,28320463.0,22227566.0,11116837.0,88.0,156717.0,5104788.0,409898761.0,404793973.0
5,112018523.0,6582.0,257682700.0,26891645.0,10446170.0,8179675.0,56.0,49860.0,1624104.0,303200190.0,301576086.0
6,103020603.0,6064.0,248086341.0,16145028.0,24323824.0,16412820.0,47.0,63104.0,2055505.0,304968013.0,302912508.0
7,103020753.0,6186.0,524551014.0,52787658.0,40324088.0,27938964.0,101.0,719900.0,23449511.0,645601724.0,622152213.0
8,103021102.0,18643.0,916184574.0,55838709.0,33764275.0,35763743.0,66.0,239961.0,7816319.0,1041551301.0,1033734982.0
9,103021252.0,16926.0,974695896.0,78307172.0,46482096.0,52113958.0,118.0,144224.0,4697850.0,1151599121.0,1146901271.0
10,103021453.0,5414.0,227340596.0,9721898.0,3847736.0,4993281.0,24.0,26950.0,877850.0,245903511.0,245025661.0
11,103021603.0,7241.0,349004793.0,26850688.0,10337558.0,10476724.0,53.0,85341.0,2779837.0,396669763.0,393889926.0
12,103021752.0,15910.0,906839914.0,107716101.0,104583411.0,81536711.0,154.0,541123.0,17626156.0,1200676137.0,1183049981.0
13,103021903.0,2878.0,77837988.0,2037084.0,2164105.0,2085420.0,4.0,1809.0,58925.0,84124597.0,84065672.0
14,103022103.0,3217.0,135840564.0,4495526.0,3897890.0,2368001.0,8.0,2099.0,68371.0,146601981.0,146533610.0
15,103022253.0,7396.0,357629628.0,20473294.0,17692229.0,15051437.0,26.0,18070.0,588599.0,410846587.0,410257988.0
16,103022503.0,2190.0,51619704.0,1446972.0,1349442.0,2523082.0,1.0,1194.0,38893.0,56939200.0,56900307.0
17,103022803.0,6895.0,234397228.0,11900917.0,3405068.0,4355284.0,10.0,20065.0,653583.0,254058496.0,253404913.0
18,103023153.0,8719.0,411034258.0,28680993.0,21509551.0,12764279.0,16.0,17709.0,576840.0,473989081.0,473412241.0
19,103023912.0,13860.0,1346393053.0,256643770.0,288966524.0,166848734.0,348.0,1122751.0,36571694.0,2058852080.0,2022280386.0
