,aun,records,compensation,netprofits,miscellaneousincome,dividends&interest,outofstatetaxrecords,outofstatetaxcredit,outofstateincome(calculated),totalpersonalincome,adjustedpersonalincome
0,112011103.0,7573.0,360657733.0,55634739.0,25133389.0,12639681.0,80.0,98117.0,3195993.0,454065542.0,450869549.0
1,112011603.0,15093.0,696259568.0,76695923.0,54707649.0,32742073.0,113.0,169283.0,5514104.0,860405213.0,854891109.0
2,112013054.0,4972.0,243851052.0,19959898.0,11937869.0,8496299.0,75.0,98302.0,3202020.0,284245118.0,281043098.0
3,112013753.0,12747.0,585941104.0,93409676.0,133409612.0,64773512.0,176.0,353282.0,11507557.0,877533904.0,866026347.0
4,112015203.0,7548.0,379749728.0,47826875.0,22821890.0,14053867.0,83.0,189087.0,6159186.0,464452360.0,458293174.0
5,112018523.0,6319.0,268213992.0,29801458.0,19035202.0,10839645.0,57.0,77543.0,2525831.0,327890297.0,325364466.0
6,103020603.0,6037.0,265663038.0,41027932.0,37927332.0,22984369.0,60.0,412127.0,13424332.0,367602671.0,354178339.0
7,103020753.0,5875.0,536173848.0,83226939.0,66339950.0,37162221.0,97.0,402199.0,13100945.0,722902958.0,709802013.0
8,103021102.0,18832.0,971904119.0,58150725.0,54797480.0,49355397.0,107.0,120571.0,3927394.0,1134207721.0,1130280327.0
9,103021252.0,16834.0,1034971398.0,122562238.0,84438120.0,71936322.0,144.0,368265.0,11995603.0,1313908078.0,1301912475.0
10,103021453.0,5383.0,240723982.0,13830923.0,8332668.0,5403548.0,23.0,28057.0,913909.0,268291121.0,267377212.0
11,103021603.0,7128.0,364488285.0,39972294.0,21509433.0,14241477.0,57.0,100291.0,3266808.0,440211489.0,436944681.0
12,103021752.0,15800.0,975996791.0,112662000.0,210899747.0,106564932.0,152.0,597976.0,19478046.0,1406123470.0,1386645424.0
13,103021903.0,2790.0,78078056.0,3415806.0,3202120.0,2208261.0,10.0,6940.0,226059.0,86904243.0,86678184.0
14,103022103.0,3319.0,141630942.0,6795285.0,4983107.0,3474832.0,11.0,8582.0,279544.0,156884166.0,156604622.0
15,103022253.0,7383.0,380234584.0,27711466.0,30061059.0,23099114.0,32.0,32762.0,1067166.0,461106223.0,460039057.0
16,103022503.0,2089.0,51719268.0,1536452.0,1447377.0,1932808.0,2.0,1041.0,33909.0,56635905.0,56601996.0
17,103022803.0,7397.0,267029494.0,15903688.0,6692357.0,5903327.0,27.0,46243.0,1506287.0,295528866.0,294022579.0
18,103023153.0,8617.0,450440477.0,38840163.0,53141484.0,19128330.0,27.0,88107.0,2869935.0,561550454.0,558680519.0
19,103023912.0,14069.0,1486908735.0,401023534.0,509238568.0,257102892.0,370.0,1954621.0,63668436.0,2654273729.0,2590605293.0
20,103024102.0,15015.0,730877182.0,75392377.0,51432851.0,48557989.0,96.0,349794.0,11393941.0,906260399.0,894866458.0
21,103024603.0,9012.0,783574921.0,119535037.0,210235858.0,68202568.0,151.0,360100.0,11729642.0,1181548384.0,1169818742.0
22,103024753.0,9137.0,373038475.0,26709003.0,21396560.0,15488875.0,38.0,77903.0,2537557.0,436632913.0,434095356.0
23,103025002.0,11304.0,607176375.0,42434707.0,38284210.0,29726166.0,82.0,83912.0,2733290.0,717621458.0,714888168.0
24,103026002.0,12014.0,401972165.0,17367165.0,43389191.0,14294997.0,27.0,73238.0,2385603.0,477023518.0,474637915.0
25,103026303.0,14859.0,991432354.0,96384029.0,78137626.0,50731949.0,132.0,255030.0,8307166.0,1216685958.0,1208378792.0
26,103026343.0,12899.0,991330145.0,134866035.0,92418502.0,59191138.0,150.0,590000.0,19218241.0,1277805820.0,1258587579.0
27,103026402.0,16437.0,1552507058.0,278743571.0,240132498.0,160320807.0,372.0,1242608.0,40475831.0,2231703934.0,2191228103.0
28,103026852.0,25954.0,2703685641.0,416851191.0,427747497.0,228552082.0,495.0,2042709.0,66537752.0,3776836411.0,3710298659.0
29,103026902.0,21120.0,1310160173.0,111508576.0,79672290.0,71307289.0,135.0,397147.0,12936384.0,1572648328.0,1559711944.0
30,103026873.0,6925.0,318903477.0,21852118.0,12314476.0,8509091.0,34.0,33385.0,1087459.0,361579162.0,360491703.0
31,103027352.0,19206.0,767630252.0,40674587.0,52932786.0,27861613.0,63.0,86074.0,2803713.0,889099238.0,886295525.0
32,103021003.0,12187.0,1527706115.0,261040316.0,415497666.0,107025406.0,256.0,3938902.0,128302997.0,2311269503.0,2182966506.0
33,102027451.0,130727.0,7468147319.0,772874119.0,1140350249.0,525140429.0,1770.0,4575318.0,149033160.0,9906512116.0,9757478956.0
34,103027503.0,13305.0,765795468.0,60667640.0,53968023.0,42647401.0,69.0,79300.0,2583062.0,923078532.0,920495470.0
35,103027753.0,6517.0,859517127.0,248083826.0,900587676.0,207232778.0,242.0,1836967.0,59836059.0,2215421407.0,2155585348.0
36,103028203.0,4523.0,289528336.0,29346136.0,34053098.0,23749054.0,52.0,75975.0,2474756.0,376676624.0,374201868.0
37,103028302.0,19392.0,1083020889.0,67758465.0,77705143.0,51236470.0,124.0,163088.0,5312313.0,1279720967.0,1274408654.0
38,103028653.0,5101.0,201311652.0,7528074.0,5618184.0,5217324.0,4.0,3500.0,114007.0,219675234.0,219561227.0
39,103028703.0,8028.0,750743916.0,86364139.0,68944959.0,36686283.0,122.0,393303.0,12811173.0,942739297.0,929928124.0
40,103028753.0,6922.0,410094632.0,26655262.0,20806399.0,17822478.0,35.0,19943.0,649609.0,475378771.0,474729162.0
41,103028833.0,7189.0,291532766.0,18064216.0,10871932.0,10061232.0,31.0,51499.0,1677492.0,330530146.0,328852654.0
42,103028853.0,5257.0,155850737.0,9420525.0,5272764.0,4934586.0,10.0,18738.0,610358.0,175478612.0,174868254.0
43,103029203.0,9444.0,1089952290.0,238309609.0,230221376.0,133424460.0,251.0,1358611.0,44254430.0,1691907735.0,1647653305.0
44,103029403.0,11895.0,844519627.0,69967543.0,55510439.0,30207437.0,113.0,379111.0,12348893.0,1000205046.0,987856153.0
45,103029553.0,10024.0,678364899.0,87113853.0,62855965.0,35775806.0,71.0,305031.0,9935863.0,864110523.0,854174660.0
46,103029603.0,9906.0,418665210.0,17860217.0,14395405.0,13857012.0,30.0,24202.0,788339.0,464777844.0,463989505.0
47,103029803.0,7203.0,267118933.0,21275444.0,22209718.0,9925319.0,49.0,157953.0,5145049.0,320529414.0,315384365.0
48,103029902.0,21897.0,1011553709.0,101233826.0,92666090.0,62995517.0,155.0,341670.0,11129316.0,1268449142.0,1257319826.0
49,128030603.0,4153.0,169307811.0,10250595.0,9083999.0,5916493.0,17.0,32672.0,1064235.0,194558898.0,193494663.0
50,128030852.0,18567.0,775162741.0,119428882.0,65621695.0,42360730.0,89.0,148135.0,4825244.0,1002574048.0,997748804.0
51,128033053.0,5997.0,359946023.0,37403025.0,32777559.0,17152832.0,42.0,92260.0,3005212.0,447279439.0,444274227.0
52,128034503.0,2854.0,114579581.0,6472706.0,4676141.0,5935351.0,10.0,6719.0,218860.0,131663779.0,131444919.0
53,127040503.0,4007.0,130205986.0,6979774.0,3303703.0,2664785.0,12.0,8350.0,271987.0,143154248.0,142882261.0
54,127040703.0,11477.0,536571773.0,33866345.0,29308798.0,20553348.0,45.0,64025.0,2085505.0,620300264.0,618214759.0
55,127041203.0,7253.0,443414927.0,45558481.0,48546247.0,25202152.0,62.0,87768.0,2858893.0,562721807.0,559862914.0
56,127041503.0,5654.0,197338147.0,10916603.0,5783245.0,4063291.0,24.0,26496.0,863062.0,218101286.0,217238224.0
