,aun,records,compensation,netprofits,miscellaneousincome,dividends&interest,outofstatetaxrecords,outofstatetaxcredit,outofstateincome(calculated),totalpersonalincome,adjustedpersonalincome
0,112011103.0,6667.0,259946486.0,32652584.0,11465713.0,6330513.0,54.0,51267.0,1669935.0,310395296.0,308725361.0
1,112011603.0,13615.0,504230376.0,47310563.0,20994562.0,13962790.0,97.0,113967.0,3712280.0,586498291.0,582786011.0
2,112013054.0,4161.0,174637456.0,11205470.0,5214148.0,5550809.0,65.0,58358.0,1900912.0,196607883.0,194706971.0
3,112013753.0,12176.0,459468319.0,56908828.0,51807093.0,35423545.0,231.0,326824.0,10645733.0,603607785.0,592962052.0
4,112015203.0,6953.0,285809490.0,27401995.0,23209029.0,7974959.0,74.0,226373.0,7373713.0,344395473.0,337021760.0
5,112018523.0,5415.0,190814157.0,22628164.0,10268429.0,6183944.0,46.0,156065.0,5083550.0,229894694.0,224811144.0
6,103020603.0,5859.0,208887936.0,16438130.0,15165318.0,13031473.0,115.0,59798.0,1947818.0,253522857.0,251575039.0
7,103020753.0,5439.0,411647373.0,53436143.0,32159854.0,18046709.0,187.0,362927.0,11821726.0,515290079.0,503468353.0
8,103021102.0,18333.0,762264733.0,42048295.0,28588382.0,26734413.0,214.0,120661.0,3930326.0,859635823.0,855705497.0
9,103021252.0,17376.0,850737516.0,89988516.0,52324870.0,33692642.0,350.0,612808.0,19961173.0,1026743544.0,1006782371.0
10,103021453.0,4826.0,177588032.0,6454727.0,3239102.0,3719816.0,30.0,11835.0,385505.0,191001677.0,190616172.0
11,103021603.0,7175.0,288734914.0,26170024.0,20298982.0,8701692.0,102.0,121433.0,3955472.0,343905612.0,339950140.0
12,103021752.0,15997.0,875207886.0,87768663.0,89677501.0,48725865.0,406.0,867032.0,28242085.0,1101379915.0,1073137830.0
13,103021903.0,2989.0,78032306.0,3843205.0,1489811.0,1412056.0,10.0,52340.0,1704886.0,84777378.0,83072492.0
14,103022103.0,3122.0,105977802.0,4664683.0,5629654.0,1865666.0,10.0,8322.0,271075.0,118137805.0,117866730.0
15,103022253.0,7046.0,306693438.0,21951204.0,18201863.0,7769561.0,78.0,26230.0,854397.0,354616066.0,353761669.0
16,103022503.0,1970.0,42785103.0,1378746.0,598432.0,762549.0,8.0,3774.0,122932.0,45524830.0,45401898.0
17,103022803.0,6840.0,210314223.0,8333171.0,4900190.0,4480808.0,27.0,8173.0,266221.0,228028392.0,227762171.0
18,103023153.0,8971.0,354557764.0,25691069.0,10963611.0,9714653.0,84.0,42688.0,1390489.0,400927097.0,399536608.0
19,103023912.0,13972.0,1166614596.0,494967922.0,375086757.0,171812368.0,1266.0,2939269.0,95741661.0,2208481643.0,2112739982.0
20,103024102.0,15675.0,648916838.0,56482401.0,30652871.0,26265800.0,245.0,143260.0,4666450.0,762317910.0,757651460.0
21,103024603.0,9243.0,622519718.0,115455271.0,88545189.0,45392103.0,430.0,878777.0,28624658.0,871912281.0,843287623.0
22,103024753.0,9983.0,338798148.0,24184221.0,16912824.0,10044994.0,88.0,43211.0,1407524.0,389940187.0,388532663.0
23,103025002.0,11247.0,450230503.0,48516880.0,33869358.0,13615474.0,131.0,653046.0,21271857.0,546232215.0,524960358.0
24,103026002.0,12601.0,375972099.0,17844977.0,15066109.0,10239989.0,82.0,39346.0,1281629.0,419123174.0,417841545.0
25,103026303.0,13819.0,690404273.0,66524490.0,65820458.0,22552137.0,270.0,191509.0,6238078.0,845301358.0,839063280.0
26,103026343.0,13179.0,791635028.0,88090964.0,76189726.0,25635791.0,293.0,486891.0,15859642.0,981551509.0,965691867.0
27,103026402.0,17049.0,1190827681.0,227681022.0,168204758.0,94809133.0,1136.0,1548893.0,50452541.0,1681522594.0,1631070053.0
28,103026852.0,24669.0,2012588037.0,334919361.0,165613442.0,102092027.0,1219.0,1827179.0,59517231.0,2615212867.0,2555695636.0
29,103026902.0,19448.0,904836523.0,60928345.0,49572448.0,29215282.0,292.0,228990.0,7458958.0,1044552598.0,1037093640.0
30,103026873.0,6851.0,229765341.0,11213880.0,4680125.0,5277898.0,66.0,36371.0,1184723.0,250937244.0,249752521.0
31,103027352.0,19585.0,682306514.0,31496286.0,29359331.0,19519481.0,155.0,118798.0,3869642.0,762681612.0,758811970.0
32,103021003.0,10827.0,1051871623.0,149902131.0,112152401.0,45062278.0,541.0,1078039.0,35115277.0,1358988433.0,1323873156.0
33,102027451.0,127629.0,5270160078.0,531615570.0,734067151.0,320050884.0,3245.0,3846221.0,125284072.0,6855893683.0,6730609611.0
34,103027503.0,13261.0,623431148.0,46404427.0,25073872.0,23774458.0,225.0,230794.0,7517720.0,718683905.0,711166185.0
35,103027753.0,6870.0,691450570.0,221752640.0,318467156.0,104187267.0,666.0,3720129.0,121176840.0,1335857633.0,1214680793.0
36,103028203.0,4380.0,210811192.0,26023750.0,21040318.0,9449140.0,140.0,165227.0,5381987.0,267324400.0,261942413.0
37,103028302.0,20262.0,845303695.0,53475947.0,25741379.0,24979438.0,231.0,99886.0,3253616.0,949500459.0,946246843.0
38,103028653.0,5428.0,176243534.0,6571023.0,2555182.0,3698854.0,19.0,5340.0,173941.0,189068593.0,188894652.0
39,103028703.0,6983.0,469335842.0,46842374.0,35422610.0,13683796.0,194.0,326110.0,10622476.0,565284622.0,554662146.0
40,103028753.0,6814.0,329581316.0,22408209.0,7466341.0,7413695.0,87.0,33564.0,1093290.0,366869561.0,365776271.0
41,103028833.0,7406.0,250841964.0,10746652.0,5996841.0,5993174.0,58.0,42893.0,1397166.0,273578631.0,272181465.0
42,103028853.0,5501.0,135391869.0,4532837.0,1983852.0,2443523.0,25.0,6358.0,207101.0,144352081.0,144144980.0
43,103029203.0,9508.0,880480543.0,265913231.0,309428985.0,105960411.0,822.0,1435434.0,46756808.0,1561783170.0,1515026362.0
44,103029403.0,10275.0,702745154.0,38351126.0,13891236.0,54819062.0,160.0,196657.0,6405765.0,809806578.0,803400813.0
45,103029553.0,9687.0,500319284.0,45682061.0,23121405.0,16940104.0,203.0,185617.0,6046156.0,586062854.0,580016698.0
46,103029603.0,10332.0,360642380.0,12985541.0,14055635.0,7318610.0,53.0,17536.0,571205.0,395002166.0,394430961.0
47,103029803.0,6881.0,206535781.0,17977406.0,12189766.0,6103309.0,65.0,128161.0,4174625.0,242806262.0,238631637.0
48,103029902.0,21220.0,813659404.0,85965413.0,63230879.0,34173342.0,351.0,362474.0,11806971.0,997029038.0,985222067.0
49,128030603.0,4366.0,144203303.0,7366943.0,6803617.0,4030022.0,27.0,16468.0,536417.0,162403885.0,161867468.0
50,128030852.0,19226.0,645707931.0,66231511.0,66318102.0,31574703.0,127.0,94692.0,3084430.0,809832247.0,806747817.0
