,aun,records,compensation,netprofits,miscellaneousincome,dividends&interest,outofstatetaxrecords,outofstatetaxcredit,outofstateincome(calculated),totalpersonalincome,adjustedpersonalincome
0,112011103.0,6732.0,268364441.0,29008989.0,10262831.0,7410940.0,65.0,51738.0,1685277.0,315047201.0,313361924.0
1,112011603.0,13883.0,519007216.0,52082857.0,19179945.0,15491283.0,102.0,149783.0,4878925.0,605761301.0,600882376.0
2,112013054.0,4303.0,179888822.0,12373566.0,4914193.0,4174863.0,67.0,55219.0,1798664.0,201351444.0,199552780.0
3,112013753.0,12369.0,468000949.0,59738654.0,34077615.0,38843221.0,229.0,348386.0,11348078.0,600660439.0,589312361.0
4,112015203.0,6939.0,287245656.0,41796846.0,11805433.0,7608930.0,89.0,97113.0,3163290.0,348456865.0,345293575.0
5,112018523.0,5744.0,202529889.0,21796215.0,11126816.0,6107597.0,59.0,109757.0,3575147.0,241560517.0,237985370.0
6,103020603.0,5883.0,213516123.0,13013622.0,14317604.0,12729899.0,121.0,67878.0,2211010.0,253577248.0,251366238.0
7,103020753.0,5587.0,426230536.0,58876600.0,36936143.0,19239233.0,207.0,424720.0,13834528.0,541282512.0,527447984.0
8,103021102.0,18251.0,772132726.0,41095377.0,28115959.0,29354092.0,239.0,98442.0,3206580.0,870698154.0,867491574.0
9,103021252.0,17040.0,854312376.0,81164768.0,49075084.0,38668475.0,336.0,315236.0,10268274.0,1023220703.0,1012952429.0
10,103021453.0,4840.0,182690317.0,6438780.0,2865195.0,2980625.0,27.0,11751.0,382769.0,194974917.0,194592148.0
11,103021603.0,7061.0,294340327.0,25090079.0,11813471.0,8313596.0,110.0,75739.0,2467068.0,339557473.0,337090405.0
12,103021752.0,15821.0,893396954.0,92224175.0,89339853.0,51247766.0,422.0,627987.0,20455603.0,1126208748.0,1105753145.0
13,103021903.0,2909.0,77275220.0,3003657.0,1953598.0,2229340.0,13.0,14039.0,457296.0,84461815.0,84004519.0
14,103022103.0,3197.0,108770879.0,4439506.0,3945746.0,1848332.0,18.0,18476.0,601824.0,119004463.0,118402639.0
15,103022253.0,6972.0,309114074.0,20180392.0,17206007.0,9260674.0,77.0,20196.0,657850.0,355761147.0,355103297.0
16,103022503.0,1953.0,44559213.0,1355300.0,746364.0,827453.0,9.0,3445.0,112215.0,47488330.0,47376115.0
17,103022803.0,6848.0,214019653.0,7458493.0,5837350.0,4733794.0,39.0,11887.0,387199.0,232049290.0,231662091.0
18,103023153.0,8839.0,353660806.0,24534751.0,18337740.0,11027398.0,82.0,29764.0,969511.0,407560695.0,406591184.0
19,103023912.0,13784.0,1226104681.0,363391683.0,271379491.0,148801872.0,1293.0,2201390.0,71706515.0,2009677727.0,1937971212.0
20,103024102.0,15206.0,648354460.0,54402702.0,35385617.0,28436302.0,249.0,127388.0,4149446.0,766579081.0,762429635.0
21,103024603.0,9233.0,656544364.0,94709498.0,65781827.0,42516728.0,429.0,452151.0,14728046.0,859552417.0,844824371.0
22,103024753.0,9739.0,337197936.0,23332185.0,13077883.0,10549660.0,91.0,65005.0,2117427.0,384157664.0,382040237.0
23,103025002.0,11460.0,469399378.0,51706791.0,27401075.0,15557556.0,150.0,739894.0,24100782.0,564064800.0,539964018.0
24,103026002.0,12727.0,377135242.0,17459432.0,10609083.0,10918499.0,70.0,43803.0,1426808.0,416122256.0,414695448.0
25,103026303.0,13637.0,711589695.0,65593049.0,28949807.0,26855627.0,280.0,192741.0,6278208.0,832988178.0,826709970.0
26,103026343.0,13207.0,827416042.0,82184315.0,42491783.0,29247097.0,318.0,398323.0,12974691.0,981339237.0,968364546.0
27,103026402.0,16901.0,1215117660.0,207266932.0,132067166.0,102903878.0,1084.0,1464948.0,47718176.0,1657355636.0,1609637460.0
28,103026852.0,24362.0,2005322964.0,314616901.0,231908487.0,114839910.0,1253.0,1815833.0,59147655.0,2666688262.0,2607540607.0
29,103026902.0,20362.0,987246298.0,71326114.0,44699811.0,35711316.0,323.0,195422.0,6365537.0,1138983539.0,1132618002.0
30,103026873.0,6612.0,231516030.0,11430729.0,5154238.0,5306282.0,47.0,30021.0,977883.0,253407279.0,252429396.0
31,103027352.0,19559.0,682965764.0,32569955.0,25230905.0,19946735.0,155.0,141634.0,4613485.0,760713359.0,756099874.0
32,103021003.0,10777.0,1088046195.0,128182426.0,66273129.0,47999464.0,526.0,1043211.0,33980814.0,1330501214.0,1296520400.0
33,102027451.0,127960.0,5424132951.0,511944925.0,522111355.0,316663773.0,3366.0,3334721.0,108622834.0,6774853004.0,6666230170.0
34,103027503.0,13175.0,622135153.0,46197507.0,30773320.0,24422152.0,236.0,94281.0,3071042.0,723528132.0,720457090.0
35,103027753.0,6682.0,668688240.0,182179984.0,131536848.0,78342016.0,634.0,1869049.0,60881075.0,1060747088.0,999866013.0
36,103028203.0,4400.0,213241735.0,27362545.0,18276737.0,10470271.0,131.0,136070.0,4432248.0,269351288.0,264919040.0
37,103028302.0,20090.0,860133863.0,51102214.0,29338744.0,27537805.0,218.0,100519.0,3274235.0,968112626.0,964838391.0
38,103028653.0,5212.0,173647899.0,5833883.0,3242654.0,3725498.0,14.0,29535.0,962052.0,186449934.0,185487882.0
39,103028703.0,7048.0,498492614.0,45299646.0,21697401.0,14935178.0,216.0,186391.0,6071368.0,580424839.0,574353471.0
40,103028753.0,7032.0,346026863.0,22612319.0,11648493.0,8284495.0,81.0,42511.0,1384723.0,388572170.0,387187447.0
41,103028833.0,7181.0,249483581.0,10247845.0,5337576.0,6212265.0,52.0,29359.0,956319.0,271281267.0,270324948.0
42,103028853.0,5102.0,128699140.0,4501329.0,1670583.0,2496627.0,17.0,5736.0,186840.0,137367679.0,137180839.0
43,103029203.0,9463.0,868525411.0,179585479.0,158764719.0,90222319.0,796.0,1289795.0,42012866.0,1297097928.0,1255085062.0
44,103029403.0,10385.0,579843136.0,36935008.0,21421265.0,10573553.0,165.0,202155.0,6584853.0,648772962.0,642188109.0
45,103029553.0,9600.0,515836307.0,47907091.0,24161788.0,19252984.0,211.0,186017.0,6059186.0,607158170.0,601098984.0
46,103029603.0,10263.0,364971401.0,12526242.0,6431468.0,8343265.0,68.0,25048.0,815896.0,392272376.0,391456480.0
47,103029803.0,6681.0,205395425.0,16301374.0,13727012.0,6140011.0,77.0,96823.0,3153844.0,241563822.0,238409978.0
48,103029902.0,21379.0,827198596.0,80971056.0,45578337.0,39180707.0,360.0,182683.0,5950586.0,992928696.0,986978110.0
49,128030603.0,4308.0,145595629.0,8404294.0,5145845.0,3323337.0,21.0,22068.0,718827.0,162469105.0,161750278.0
50,128030852.0,19110.0,663308469.0,60593755.0,49840005.0,27602034.0,127.0,61876.0,2015505.0,801344263.0,799328758.0
51,128033053.0,5661.0,271548385.0,34882250.0,14503031.0,7219238.0,76.0,67450.0,2197068.0,328152904.0,325955836.0
52,128034503.0,2876.0,95191321.0,5721096.0,2870179.0,3444720.0,25.0,4493.0,146352.0,107227316.0,107080964.0
53,127040503.0,4135.0,106875983.0,6499493.0,1892033.0,2018378.0,20.0,16058.0,523062.0,117285887.0,116762825.0
54,127040703.0,11382.0,456383125.0,24949345.0,18127153.0,11881476.0,109.0,71716.0,2336026.0,511341099.0,509005073.0
55,127041203.0,7176.0,341759300.0,30745504.0,18424581.0,14434258.0,162.0,103289.0,3364463.0,405363643.0,401999180.0
