,aun,marketvalue,personalincome,wadm,mvperwadm,market_value_aid_ratio,piperwadm,personal_income_aid_ratio,mvpi
0,112011103.0,"$731,338,521","$313,361,924","2,475.680","$295,409",0.629,"$126,576",0.6033,0.6187
1,112011603.0,"$1,622,317,545","$600,882,376","4,687.298","$346,109",0.5653,"$128,193",0.5983,0.5784
2,112013054.0,"$631,052,670","$199,552,780","1,378.243","$457,867",0.4249,"$144,787",0.5463,0.4734
3,112013753.0,"$2,151,122,387","$589,312,361","3,611.212","$595,678",0.2518,"$163,189",0.4886,0.3464
4,112015203.0,"$943,159,180","$345,293,575","2,477.436","$380,699",0.5218,"$139,375",0.5632,0.5382
5,112018523.0,"$619,000,823","$237,985,370","2,013.532","$307,420",0.6139,"$118,192",0.6296,0.6201
6,103020603.0,"$569,941,186","$251,366,238","1,174.659","$485,197",0.3906,"$213,990",0.3294,0.366
7,103020753.0,"$750,354,430","$527,447,984","1,833.123","$409,331",0.4859,"$287,731",0.1,0.3315
8,103021102.0,"$1,348,677,148","$867,491,574","5,004.849","$269,474",0.6616,"$173,330",0.4568,0.5796
9,103021252.0,"$1,954,383,526","$1,012,952,429","5,258.724","$371,645",0.5332,"$192,623",0.3963,0.4784
10,103021453.0,"$278,660,752","$194,592,148","1,537.703","$181,218",0.7724,"$126,547",0.6034,0.7047
11,103021603.0,"$529,498,845","$337,090,405","1,737.332","$304,777",0.6172,"$194,027",0.3919,0.527
12,103021752.0,"$1,662,654,307","$1,105,753,145","4,044.530","$411,087",0.4837,"$273,394",0.1432,0.3474
13,103021903.0,"$95,303,749","$84,004,519","1,056.425","$90,213",0.8867,"$79,517",0.7508,0.8323
14,103022103.0,"$274,226,913","$118,402,639",798.199,"$343,557",0.5685,"$148,337",0.5351,0.5551
15,103022253.0,"$891,852,282","$355,103,297","2,344.238","$380,444",0.5222,"$151,479",0.5253,0.5234
16,103022503.0,"$78,227,424","$47,376,115",934.918,"$83,673",0.8949,"$50,674",0.8412,0.8733
17,103022803.0,"$439,717,489","$231,662,091","2,132.958","$206,153",0.7411,"$108,610",0.6596,0.7084
18,103023153.0,"$630,469,162","$406,591,184","2,837.104","$222,222",0.7209,"$143,312",0.5509,0.6528
19,103023912.0,"$2,776,248,601","$1,937,971,212","5,063.298","$548,308",0.3113,"$382,748",0.1,0.2267
20,103024102.0,"$1,999,909,881","$762,429,635","4,466.027","$447,805",0.4376,"$170,717",0.465,0.4485
21,103024603.0,"$1,303,997,120","$844,824,371","3,572.664","$364,992",0.5416,"$236,469",0.2589,0.4284
22,103024753.0,"$581,721,523","$382,040,237","3,004.847","$193,594",0.7569,"$127,141",0.6016,0.6947
23,103025002.0,"$1,012,375,274","$539,964,018","2,352.352","$430,367",0.4595,"$229,542",0.2806,0.3879
24,103026002.0,"$658,410,808","$414,695,448","4,590.819","$143,419",0.8199,"$90,331",0.7169,0.7786
25,103026303.0,"$2,139,420,283","$826,709,970","3,452.261","$619,715",0.2216,"$239,469",0.2495,0.2327
26,103026343.0,"$1,836,917,093","$968,364,546","4,503.964","$407,844",0.4878,"$215,002",0.3262,0.423
27,103026402.0,"$2,227,695,480","$1,609,637,460","6,007.755","$370,803",0.5343,"$267,926",0.1603,0.3846
