,aun,marketvalue,personalincome,wadm,mvperwadm,market_value_aid_ratio,piperwadm,personal_income_aid_ratio,mvpi
0,112011103.0,"$906,195,624","$447,040,287","2,201.041","$411,712",0.6117,"$203,104",0.563,0.5922
1,112011603.0,"$1,952,160,749","$912,308,941","4,724.755","$413,177",0.6104,"$193,091",0.5845,0.6
2,112013054.0,"$719,957,276","$298,436,629","1,201.147","$599,391",0.4347,"$248,459",0.4653,0.4469
3,112013753.0,"$2,440,439,913","$823,846,487","3,739.057","$652,688",0.3845,"$220,335",0.5259,0.441
4,112015203.0,"$1,110,050,790","$475,358,658","2,284.907","$485,818",0.5419,"$208,042",0.5523,0.546
5,112018523.0,"$704,040,266","$330,419,559","1,990.959","$353,618",0.6665,"$165,960",0.6429,0.657
6,103020603.0,"$749,589,133","$500,280,795","1,056.532","$709,480",0.3309,"$473,512",0.1,0.2385
7,103020753.0,"$1,301,229,699","$684,992,581","2,245.464","$579,492",0.4535,"$305,056",0.3435,0.4095
8,103021102.0,"$2,113,142,069","$1,171,483,202","5,428.962","$389,235",0.6329,"$215,784",0.5357,0.5939
9,103021252.0,"$2,690,860,383","$1,264,229,134","4,647.818","$578,951",0.454,"$272,004",0.4147,0.4382
10,103021453.0,"$418,218,974","$278,095,620","1,428.664","$292,734",0.724,"$194,654",0.5811,0.6668
11,103021603.0,"$762,514,684","$422,290,198","1,576.724","$483,606",0.5439,"$267,827",0.4237,0.4957
12,103021752.0,"$2,437,969,481","$1,332,370,736","4,083.288","$597,060",0.4369,"$326,298",0.2978,0.3812
13,103021903.0,"$153,945,264","$95,367,227","1,154.831","$133,305",0.8743,"$82,581",0.8223,0.8534
14,103022103.0,"$404,729,887","$162,716,063",675.500,"$599,156",0.435,"$240,882",0.4817,0.4536
15,103022253.0,"$1,074,112,496","$492,148,462","2,127.173","$504,948",0.5238,"$231,362",0.5021,0.515
16,103022503.0,"$101,691,954","$59,842,146","1,069.645","$95,070",0.9104,"$55,945",0.8797,0.898
17,103022803.0,"$550,092,780","$282,941,567","1,899.063","$289,665",0.7269,"$148,990",0.6794,0.7078
18,103023153.0,"$897,185,622","$566,351,690","2,800.050","$320,417",0.6979,"$202,264",0.5648,0.6446
19,103023912.0,"$3,814,371,873","$2,258,794,814","4,919.584","$775,344",0.2688,"$459,143",0.1,0.2012
20,103024102.0,"$2,358,496,861","$927,006,971","4,259.905","$553,650",0.4779,"$217,612",0.5317,0.4993
21,103024603.0,"$1,873,031,713","$1,069,145,894","3,090.892","$605,984",0.4285,"$345,902",0.2556,0.3593
22,103024753.0,"$811,289,660","$453,794,231","2,653.533","$305,739",0.7117,"$171,015",0.632,0.6798
23,103025002.0,"$1,424,731,463","$739,302,286","2,238.676","$636,416",0.3998,"$330,240",0.2893,0.3555
24,103026002.0,"$855,376,560","$480,069,060","4,398.272","$194,480",0.8166,"$109,149",0.7652,0.7959
25,103026303.0,"$2,904,317,564","$1,245,620,557","3,665.435","$792,352",0.2528,"$339,828",0.2687,0.259
26,103026343.0,"$2,608,966,491","$1,266,695,171","4,817.181","$541,596",0.4893,"$262,953",0.4342,0.4671
27,103026402.0,"$3,067,102,204","$2,144,441,388","6,329.984","$484,535",0.5431,"$338,775",0.271,0.4342
28,103026852.0,"$6,579,126,456","$3,703,928,997","9,701.862","$678,130",0.3605,"$381,775",0.1784,0.2876
29,103026902.0,"$3,096,927,739","$1,572,084,619","5,467.658","$566,408",0.4658,"$287,524",0.3813,0.4319
30,103026873.0,"$512,279,993","$373,534,011","1,287.422","$397,911",0.6248,"$290,141",0.3756,0.525
31,103027352.0,"$1,652,458,162","$898,946,185","4,747.567","$348,064",0.6718,"$189,348",0.5926,0.64
32,103021003.0,"$3,494,805,469","$2,051,118,292","5,214.103","$670,260",0.3679,"$393,378",0.1535,0.2821
33,102027451.0,"$22,246,595,427","$9,689,176,963","27,351.713","$813,352",0.2329,"$354,243",0.2377,0.2347
34,103027503.0,"$1,680,718,116","$951,081,169","4,189.129","$401,209",0.6217,"$227,035",0.5115,0.5776
35,103027753.0,"$2,084,149,699","$1,381,473,536","2,141.083","$973,409",0.1,"$645,221",0.1,0.15
36,103028203.0,"$741,833,138","$393,295,079","1,157.171","$641,074",0.3954,"$339,876",0.2686,0.3446
37,103028302.0,"$2,377,685,855","$1,333,131,847","4,696.588","$506,258",0.5226,"$283,851",0.3892,0.4691
38,103028653.0,"$351,355,294","$242,075,835","1,820.949","$192,951",0.8181,"$132,939",0.714,0.7764
39,103028703.0,"$1,621,217,371","$976,973,622","3,924.013","$413,152",0.6104,"$248,973",0.4642,0.5518
40,103028753.0,"$889,838,008","$506,507,250","2,146.029","$414,643",0.609,"$236,020",0.4921,0.5622
41,103028833.0,"$725,778,382","$366,587,301","1,952.282","$371,758",0.6494,"$187,773",0.5959,0.6279
42,103028853.0,"$359,546,744","$188,175,666","1,949.925","$184,390",0.8261,"$96,504",0.7924,0.8125
43,103029203.0,"$2,431,125,394","$1,678,167,626","4,551.569","$534,129",0.4963,"$368,700",0.2066,0.3803
44,103029403.0,"$2,757,848,099","$1,008,028,953","3,964.182","$695,691",0.3439,"$254,284",0.4528,0.3874
45,103029553.0,"$1,658,859,386","$881,023,985","3,936.898","$421,362",0.6026,"$223,786",0.5184,0.5688
46,103029603.0,"$1,036,648,627","$501,450,485","2,781.946","$372,634",0.6486,"$180,251",0.6121,0.6339
47,103029803.0,"$483,864,238","$303,758,091","1,257.383","$384,818",0.6371,"$241,579",0.4802,0.5742
48,103029902.0,"$2,071,324,961","$1,265,885,441","5,020.177","$412,599",0.6109,"$252,159",0.4574,0.5494
49,128030603.0,"$311,995,377","$206,446,155","1,398.400","$223,108",0.7896,"$147,630",0.6823,0.7466
50,128030852.0,"$1,731,565,572","$1,036,558,602","6,059.043","$285,782",0.7305,"$171,076",0.6319,0.691
51,128033053.0,"$973,085,877","$476,941,262","2,212.107","$439,890",0.5852,"$215,604",0.5361,0.5655
52,128034503.0,"$213,609,402","$140,320,173",831.355,"$256,941",0.7577,"$168,784",0.6368,0.7093
53,127040503.0,"$283,971,285","$150,822,499","1,464.801","$193,863",0.8172,"$102,964",0.7785,0.8017
54,127040703.0,"$1,230,813,522","$673,291,300","3,032.580","$405,863",0.6173,"$222,019",0.5222,0.5791
55,127041203.0,"$1,116,047,471","$558,374,998","2,407.389","$463,592",0.5628,"$231,942",0.5009,0.5379
56,127041503.0,"$401,325,248","$229,705,633","2,049.445","$195,821",0.8154,"$112,081",0.7588,0.7927
57,127041603.0,"$1,205,062,550","$576,510,204","2,865.305","$420,570",0.6034,"$201,203",0.567,0.5888
58,127042003.0,"$1,430,346,721","$580,196,361","2,673.974","$534,914",0.4956,"$216,979",0.5331,0.5105
