,aun,marketvalue,personalincome,wadm,mvperwadm,market_value_aid_ratio,piperwadm,personal_income_aid_ratio,mvpi
0,112011103,"$754,878,171","$336,778,112","2,432.103","$310,380",0.6265,"$138,471",0.6073,0.6188
1,112011603,"$1,638,148,704","$654,805,408","4,616.620","$354,837",0.5729,"$141,836",0.5978,0.5828
2,112013054,"$630,394,375","$284,756,050","1,282.354","$491,591",0.4083,"$222,057",0.3703,0.393
3,112013753,"$2,158,114,814","$682,034,331","3,629.497","$594,604",0.2843,"$187,914",0.4671,0.3573
4,112015203,"$952,294,054","$367,548,434","2,425.962","$392,542",0.5276,"$151,506",0.5704,0.5446
5,112018523,"$625,405,317","$256,712,232","2,067.829","$302,445",0.636,"$124,145",0.648,0.6408
6,103020603,"$627,475,824","$277,183,520","1,123.567","$558,467",0.3278,"$246,699",0.3004,0.3167
7,103020753,"$890,161,311","$550,767,370","1,913.950","$465,091",0.4402,"$287,764",0.1839,0.3376
8,103021102,"$1,605,596,160","$952,941,983","5,035.834","$318,834",0.6163,"$189,232",0.4634,0.555
9,103021252,"$2,170,523,119","$1,067,046,184","5,050.095","$429,798",0.4827,"$211,292",0.4008,0.4499
10,103021453,"$326,687,914","$209,599,038","1,437.192","$227,309",0.7264,"$145,839",0.5864,0.6703
11,103021603,"$609,969,195","$367,109,461","1,692.840","$360,323",0.5663,"$216,860",0.385,0.4937
12,103021752,"$1,912,907,499","$1,957,904,858","3,993.850","$478,963",0.4235,"$490,229",0.1,0.2941
13,103021903,"$125,495,085","$78,408,418","1,031.493","$121,663",0.8536,"$76,014",0.7845,0.8259
14,103022103,"$327,993,463","$120,707,281",816.326,"$401,792",0.5164,"$147,866",0.5807,0.542
15,103022253,"$1,001,635,260","$385,063,577","2,339.944","$428,059",0.4848,"$164,561",0.5333,0.5041
16,103022503,"$96,876,146","$50,883,192",929.016,"$104,278",0.8745,"$54,771",0.8447,0.8625
17,103022803,"$494,152,249","$245,264,387","2,196.060","$225,017",0.7292,"$111,683",0.6833,0.7108
18,103023153,"$740,561,117","$440,911,896","2,794.032","$265,051",0.681,"$157,804",0.5525,0.6296
19,103023912,"$3,075,002,381","$1,974,672,087","4,959.089","$620,074",0.2537,"$398,192",0.1,0.1922
20,103024102,"$2,194,214,949","$818,815,470","4,248.494","$516,468",0.3784,"$192,730",0.4534,0.4083
21,103024603,"$1,472,597,145","$926,401,530","3,420.077","$430,574",0.4818,"$270,871",0.2318,0.3817
22,103024753,"$696,542,663","$408,344,745","3,112.883","$223,761",0.7307,"$131,178",0.628,0.6896
23,103025002,"$1,175,800,174","$549,375,292","2,267.526","$518,538",0.3759,"$242,279",0.3129,0.3506
24,103026002,"$785,031,913","$451,506,403","4,669.421","$168,121",0.7977,"$96,694",0.7258,0.7689
25,103026303,"$2,331,013,129","$892,028,235","3,441.511","$677,322",0.1848,"$259,196",0.2649,0.2167
26,103026343,"$2,098,660,697","$998,329,999","4,486.626","$467,759",0.437,"$222,512",0.369,0.4098
27,103026402,"$2,537,403,198","$1,760,682,004","6,151.862","$412,461",0.5036,"$286,203",0.1883,0.3774
28,103026852,"$4,802,356,100","$2,760,825,874","9,510.732","$504,940",0.3923,"$290,285",0.1768,0.306
29,103026902,"$2,490,966,377","$1,174,457,299","5,067.762","$491,531",0.4084,"$231,750",0.3428,0.3821
30,103026873,"$410,091,078","$286,393,848","1,420.641","$288,666",0.6526,"$201,594",0.4283,0.5628
31,103027352,"$1,447,407,259","$769,906,775","5,383.411","$268,864",0.6764,"$143,014",0.5944,0.6435
32,103021003,"$2,412,076,453","$1,538,378,914","5,348.117","$451,014",0.4572,"$287,648",0.1842,0.3479
33,102027451,"$16,558,211,354","$8,102,770,819","31,538.193","$525,020",0.3681,"$256,919",0.2714,0.3293
34,103027503,"$1,354,754,417","$782,112,370","4,655.039","$291,029",0.6497,"$168,014",0.5235,0.5992
35,103027753,"$1,692,345,861","$1,097,410,910","2,145.986","$788,609",0.1,"$511,378",0.1,0.15
36,103028203,"$567,376,397","$300,143,247","1,159.579","$489,295",0.4111,"$258,838",0.2659,0.3529
37,103028302,"$1,849,620,693","$1,045,676,663","5,373.648","$344,202",0.5857,"$194,593",0.4482,0.5306
38,103028653,"$301,566,767","$193,408,028","1,837.129","$164,151",0.8025,"$105,277",0.7015,0.7621
39,103028703,"$1,131,318,682","$643,411,237","3,420.633","$330,733",0.602,"$188,097",0.4666,0.5478
40,103028753,"$640,839,433","$397,408,451","2,228.578","$287,555",0.6539,"$178,323",0.4943,0.59
41,103028833,"$678,319,146","$294,983,333","2,059.677","$329,332",0.6036,"$143,218",0.5939,0.5996
42,103028853,"$305,514,726","$158,354,673","1,998.930","$152,839",0.8161,"$79,219",0.7754,0.7997
43,103029203,"$1,866,166,934","$1,297,967,563","4,769.077","$391,305",0.529,"$272,163",0.2282,0.4086
44,103029403,"$1,813,181,500","$712,283,516","3,960.301","$457,839",0.449,"$179,855",0.49,0.4654
45,103029553,"$1,282,888,409","$682,850,558","3,316.189","$386,856",0.5344,"$205,914",0.416,0.487
46,103029603,"$901,911,382","$426,399,603","3,129.565","$288,190",0.6532,"$136,248",0.6136,0.6373
47,103029803,"$384,953,948","$267,701,688","1,301.571","$295,761",0.644,"$205,675",0.4167,0.553
48,103029902,"$1,773,828,832","$1,055,592,970","5,780.022","$306,889",0.6307,"$182,627",0.4821,0.5712
49,128030603,"$321,907,355","$170,401,880","1,613.027","$199,567",0.7598,"$105,641",0.7004,0.7359
50,128030852,"$1,705,283,881","$807,180,114","6,280.470","$271,521",0.6732,"$128,522",0.6355,0.6581
51,128033053,"$746,009,423","$365,005,462","2,229.282","$334,641",0.5972,"$163,732",0.5357,0.5725
52,128034503,"$216,659,824","$115,735,454",911.165,"$237,783",0.7138,"$127,019",0.6398,0.6841
53,127040503,"$235,996,010","$120,441,123","1,447.758","$163,007",0.8038,"$83,191",0.7641,0.7878
54,127040703,"$979,790,563","$555,817,923","3,392.840","$288,781",0.6524,"$163,820",0.5354,0.6055
55,127041203,"$843,727,690","$442,022,139","2,403.921","$350,979",0.5776,"$183,875",0.4786,0.5379
56,127041503,"$341,148,204","$190,770,104","2,049.822","$166,428",0.7997,"$93,066",0.7361,0.7742
57,127041603,"$965,182,452","$458,968,984","2,963.682","$325,670",0.608,"$154,864",0.5608,0.5891
58,127042003,"$1,114,836,217","$467,854,058","2,772.041","$402,171",0.516,"$168,776",0.5214,0.5181
59,127042853,"$534,374,933","$242,764,412","1,742.856","$306,608",0.631,"$139,291",0.605,0.6206
60,127044103,"$864,139,324","$455,383,458","2,578.173","$335,175",0.5966,"$176,630",0.4991,0.5575
61,127045303,"$70,634,366","$36,673,735",486.279,"$145,254",0.8252,"$75,417",0.7862,0.8095
62,127045653,"$296,207,167","$181,855,934","1,768.772","$167,464",0.7985,"$102,814",0.7085,0.7625
63,127045853,"$527,439,860","$243,622,570","1,792.995","$294,166",0.646,"$135,874",0.6147,0.6334
64,127046903,"$201,127,593","$113,949,388",927.469,"$216,856",0.739,"$122,860",0.6516,0.704
65,127047404,"$490,597,189","$176,842,939","1,319.357","$371,845",0.5525,"$134,037",0.6199,0.5794
66,127049303,"$240,010,829","$114,482,337",907.339,"$264,521",0.6816,"$126,173",0.6422,0.6657
67,108051003,"$1,067,361,592","$320,436,859","2,458.740","$434,109",0.4775,"$130,325",0.6304,0.5386
68,108051503,"$583,770,824","$186,949,288","1,802.621","$323,845",0.6102,"$103,709",0.7059,0.6484
69,108053003,"$536,518,330","$165,490,722","1,612.886","$332,644",0.5997,"$102,605",0.709,0.6434
70,108056004,"$338,165,432","$125,340,714","1,117.896","$302,501",0.6359,"$112,121",0.6821,0.6543
71,108058003,"$343,710,409","$101,806,985","1,174.439","$292,659",0.6478,"$86,685",0.7542,0.6902
72,114060503,"$322,880,924","$150,857,178","1,230.123","$262,478",0.6841,"$122,635",0.6522,0.6712
73,114060753,"$3,597,100,288","$1,505,086,695","8,159.901","$440,826",0.4694,"$184,449",0.4769,0.4723
74,114060853,"$857,114,781","$355,023,120","1,772.758","$483,492",0.4181,"$200,265",0.4321,0.4236
75,114061103,"$1,266,422,276","$511,481,060","3,142.746","$402,966",0.515,"$162,749",0.5385,0.5244
76,114061503,"$1,357,896,289","$693,425,941","4,078.403","$332,948",0.5993,"$170,023",0.5178,0.5666
77,114062003,"$1,790,681,675","$814,695,584","4,860.764","$368,395",0.5566,"$167,606",0.5247,0.5437
78,114062503,"$1,089,303,027","$455,866,466","3,073.762","$354,387",0.5735,"$148,308",0.5794,0.5758
79,114063003,"$2,022,776,164","$989,605,589","4,834.198","$418,430",0.4964,"$204,709",0.4195,0.4656
80,114063503,"$1,079,985,908","$437,355,068","2,664.635","$405,303",0.5122,"$164,133",0.5345,0.5211
81,114064003,"$991,312,657","$346,381,643","1,632.825","$607,115",0.2693,"$212,136",0.3984,0.3208
82,114065503,"$1,570,991,595","$535,261,529","4,373.166","$359,234",0.5676,"$122,396",0.6529,0.6016
83,114066503,"$976,429,343","$419,597,335","2,022.510","$482,780",0.4189,"$207,463",0.4117,0.4159
84,114067002,"$1,550,309,873","$890,635,312","20,887.231","$74,222",0.9107,"$42,640",0.8791,0.898
85,114067503,"$1,147,319,575","$427,230,563","2,402.630","$477,526",0.4253,"$177,817",0.4957,0.4533
86,114068003,"$835,582,577","$315,692,370","1,699.718","$491,600",0.4083,"$185,732",0.4733,0.4342
87,114068103,"$2,005,366,208","$716,476,463","4,081.518","$491,328",0.4086,"$175,541",0.5022,0.4459
88,114069103,"$3,250,044,172","$1,323,176,272","7,167.003","$453,473",0.4542,"$184,620",0.4764,0.463
89,114069353,"$970,806,262","$636,130,847","2,328.651","$416,896",0.4982,"$273,175",0.2253,0.389
90,108070502,"$2,134,227,037","$996,153,818","9,267.422","$230,293",0.7228,"$107,489",0.6952,0.7116
91,108071003,"$399,405,991","$197,248,108","1,468.185","$272,040",0.6726,"$134,348",0.619,0.6511
92,108071504,"$223,532,702","$90,190,541","1,018.953","$219,374",0.736,"$88,512",0.749,0.7412
93,108073503,"$1,597,063,207","$790,592,604","4,090.015","$390,478",0.53,"$193,298",0.4518,0.4987
94,108077503,"$737,005,319","$288,916,805","2,226.515","$331,012",0.6016,"$129,761",0.632,0.6137
95,108078003,"$624,621,056","$246,611,379","2,112.965","$295,613",0.6442,"$116,713",0.669,0.6541
96,108079004,"$128,050,048","$64,040,467",578.553,"$221,328",0.7336,"$110,690",0.6861,0.7145
97,117080503,"$742,236,981","$254,969,978","2,503.120","$296,524",0.6431,"$101,860",0.7112,0.6702
98,117081003,"$294,473,006","$106,599,619","1,069.693","$275,287",0.6687,"$99,654",0.7174,0.6881
99,117083004,"$301,883,894","$94,954,515",998.842,"$302,233",0.6363,"$95,064",0.7304,0.6738
100,117086003,"$348,038,897","$130,797,423","1,197.664","$290,598",0.6503,"$109,210",0.6903,0.6662
101,117086503,"$637,864,244","$225,789,299","1,820.658","$350,348",0.5783,"$124,015",0.6483,0.6062
102,117086653,"$597,739,549","$183,408,694","1,720.361","$347,450",0.5818,"$106,610",0.6977,0.628
103,117089003,"$538,923,875","$211,608,056","1,551.277","$347,406",0.5819,"$136,408",0.6132,0.5943
104,122091002,"$5,441,060,794","$1,554,317,010","8,864.510","$613,802",0.2612,"$175,341",0.5028,0.3578
105,122091303,"$573,099,380","$187,841,627","1,610.784","$355,789",0.5718,"$116,615",0.6693,0.6107
106,122091352,"$3,373,861,460","$1,103,876,449","8,415.150","$400,927",0.5175,"$131,177",0.628,0.5617
107,122092002,"$4,657,778,798","$1,425,285,163","6,462.273","$720,764",0.1325,"$220,554",0.3745,0.2293
108,122092102,"$15,187,267,524","$5,935,104,472","21,952.365","$691,828",0.1673,"$270,362",0.2333,0.1936
109,122092353,"$10,689,964,645","$4,542,241,920","12,819.083","$833,910",0.1,"$354,334",0.1,0.15
110,122097203,"$501,430,232","$193,038,020","1,095.092","$457,888",0.4489,"$176,275",0.5001,0.4693
111,122097502,"$6,864,787,035","$2,295,057,612","10,646.299","$644,805",0.2239,"$215,573",0.3887,0.2897
112,122097604,"$2,545,358,524","$1,161,888,785","1,767.132","$1,440,389",0.1,"$657,499",0.1,0.15
113,122098003,"$2,456,752,419","$589,969,491","1,974.729","$1,244,095",0.1,"$298,759",0.1527,0.15
114,122098103,"$5,164,228,173","$1,732,109,536","8,635.886","$597,996",0.2803,"$200,571",0.4312,0.3405
115,122098202,"$7,768,576,982","$2,952,534,087","13,047.507","$595,406",0.2834,"$226,291",0.3583,0.3133
116,122098403,"$3,404,137,461","$1,051,208,899","6,288.947","$541,288",0.3485,"$167,151",0.526,0.4195
117,104101252,"$3,098,405,584","$1,211,109,092","8,179.896","$378,783",0.5441,"$148,059",0.5801,0.5584
118,104103603,"$457,359,115","$198,757,506","1,825.591","$250,526",0.6985,"$108,872",0.6913,0.6956
119,104105003,"$2,107,921,620","$1,126,607,883","3,827.980","$550,661",0.3372,"$294,308",0.1653,0.2684
120,104105353,"$444,598,795","$185,416,839","1,566.489","$283,818",0.6584,"$118,364",0.6644,0.6607
121,104107903,"$4,404,642,705","$2,054,010,938","8,419.341","$523,157",0.3703,"$243,963",0.3081,0.3453
122,104107503,"$992,637,453","$404,148,110","2,565.305","$386,947",0.5343,"$157,543",0.5532,0.5417
123,104107803,"$1,230,173,360","$534,165,500","2,916.355","$421,818",0.4923,"$183,162",0.4806,0.4875
124,108110603,"$130,166,146","$76,136,995",773.934,"$168,187",0.7976,"$98,376",0.721,0.7669
125,108111203,"$340,474,082","$189,175,094","1,672.684","$203,549",0.755,"$113,096",0.6793,0.7247
126,108111303,"$670,043,169","$282,513,330","1,997.437","$335,451",0.5963,"$141,437",0.5989,0.5972
127,108111403,"$180,468,487","$108,263,922",950.243,"$189,918",0.7714,"$113,932",0.6769,0.7335
128,108112003,"$97,759,183","$67,786,549",812.009,"$120,391",0.8551,"$83,480",0.7633,0.8183
129,108112203,"$479,139,920","$270,635,750","2,204.525","$217,343",0.7384,"$122,763",0.6519,0.7037
130,108112502,"$640,878,620","$288,196,023","3,586.149","$178,709",0.7849,"$80,363",0.7721,0.7797
131,108114503,"$216,164,269","$139,820,496","1,267.433","$170,552",0.7948,"$110,317",0.6872,0.7516
132,108116003,"$480,760,124","$258,918,435","1,978.595","$242,980",0.7076,"$130,859",0.6289,0.676
133,108116303,"$179,865,862","$106,035,691","1,048.810","$171,495",0.7936,"$101,100",0.7133,0.7614
134,108116503,"$939,593,786","$341,633,137","1,901.999","$494,003",0.4054,"$179,617",0.4906,0.4394
135,108118503,"$570,640,141","$374,089,905","1,760.177","$324,194",0.6098,"$212,529",0.3973,0.5247
136,109122703,"$219,841,237","$82,883,408",712.933,"$308,361",0.6289,"$116,256",0.6703,0.6454
137,121135003,"$1,538,564,584","$282,496,575","2,553.150","$602,614",0.2747,"$110,646",0.6862,0.4392
138,121135503,"$951,903,888","$375,297,152","2,926.207","$325,302",0.6085,"$128,253",0.6363,0.6196
139,121136503,"$777,392,028","$297,294,772","2,242.560","$346,653",0.5828,"$132,569",0.6241,0.5992
140,121136603,"$349,253,825","$183,237,609","2,032.027","$171,874",0.7932,"$90,174",0.7443,0.7736
141,121139004,"$320,744,603","$95,626,648",774.146,"$414,320",0.5013,"$123,525",0.6497,0.5605
142,110141003,"$694,485,697","$267,558,806","2,016.541","$344,394",0.5855,"$132,682",0.6237,0.6007
143,110141103,"$1,440,116,100","$556,245,556","3,274.771","$439,760",0.4707,"$169,857",0.5183,0.4897
144,110147003,"$837,568,871","$272,418,288","1,764.779","$474,602",0.4288,"$154,363",0.5623,0.4821
145,110148002,"$6,692,476,020","$2,058,409,569","8,397.339","$796,975",0.1,"$245,126",0.3048,0.1819
146,124150503,"$2,727,625,683","$893,581,871","6,743.292","$404,494",0.5132,"$132,514",0.6242,0.5575
147,124151902,"$4,162,959,282","$1,665,834,233","10,187.313","$408,641",0.5082,"$163,520",0.5363,0.5194
148,124152003,"$7,784,393,500","$3,574,242,723","15,126.964","$514,603",0.3806,"$236,282",0.3299,0.3602
149,124153503,"$5,381,647,892","$2,241,372,272","4,700.488","$1,144,912",0.1,"$476,838",0.1,0.15
150,124154003,"$2,887,769,813","$968,091,475","5,176.748","$557,834",0.3286,"$187,007",0.4697,0.3849
151,124156503,"$1,337,020,047","$556,087,936","3,072.483","$435,159",0.4763,"$180,989",0.4867,0.4803
152,124156603,"$3,248,262,831","$1,711,444,693","6,260.910","$518,816",0.3756,"$273,353",0.2248,0.3152
153,124156703,"$1,702,394,389","$543,214,702","5,137.268","$331,381",0.6012,"$105,739",0.7002,0.6407
154,124157203,"$3,150,119,302","$1,520,575,491","4,805.555","$655,516",0.211,"$316,420",0.1026,0.1676
155,124157802,"$8,152,508,719","$3,497,879,590","7,681.195","$1,061,359",0.1,"$455,382",0.1,0.15
156,124158503,"$3,592,236,038","$1,462,867,387","4,695.078","$765,106",0.1,"$311,574",0.1164,0.15
157,124159002,"$12,891,822,543","$5,035,785,968","14,149.556","$911,111",0.1,"$355,897",0.1,0.15
158,106160303,"$296,460,298","$105,998,435",836.681,"$354,328",0.5736,"$126,689",0.6407,0.6003
159,106161203,"$372,849,194","$154,357,801",925.800,"$402,731",0.5153,"$166,729",0.5272,0.5199
160,106161703,"$302,642,895","$127,502,897","1,088.666","$277,994",0.6654,"$117,118",0.6679,0.6663
161,106166503,"$308,543,587","$141,222,407","1,270.565","$242,839",0.7077,"$111,149",0.6848,0.6985
162,106167504,"$267,923,730","$94,568,378",685.032,"$391,111",0.5293,"$138,049",0.6085,0.5609
163,106168003,"$310,539,284","$143,343,550","1,327.183","$233,983",0.7184,"$108,005",0.6937,0.7084
164,106169003,"$120,869,646","$64,334,389",686.581,"$176,045",0.7881,"$93,702",0.7343,0.7665
165,110171003,"$774,749,303","$327,158,881","2,760.908","$280,613",0.6623,"$118,496",0.664,0.6629
166,110171803,"$253,344,258","$126,301,700","1,220.935","$207,500",0.7503,"$103,446",0.7067,0.7327
167,106172003,"$1,357,441,109","$635,370,512","4,538.721","$299,080",0.6401,"$139,988",0.603,0.6252
168,110173003,"$165,643,698","$82,191,772",957.397,"$173,014",0.7918,"$85,849",0.7566,0.7776
169,110173504,"$75,712,382","$36,653,386",365.093,"$207,378",0.7504,"$100,394",0.7153,0.7363
170,110175003,"$214,387,710","$110,220,061","1,069.992","$200,363",0.7589,"$103,010",0.7079,0.7384
171,110177003,"$560,183,619","$243,472,118","2,101.435","$266,571",0.6792,"$115,859",0.6715,0.6761
172,110179003,"$254,581,945","$127,115,745","1,264.394","$201,347",0.7577,"$100,534",0.7149,0.7405
173,110183602,"$1,792,555,665","$648,301,892","5,215.923","$343,669",0.5864,"$124,292",0.6475,0.6108
174,116191004,"$346,386,940","$103,190,821",852.013,"$406,551",0.5107,"$121,114",0.6566,0.569
175,116191103,"$1,125,411,489","$421,751,716","3,616.132","$311,219",0.6254,"$116,630",0.6693,0.6429
176,116191203,"$922,423,042","$289,468,830","1,987.652","$464,076",0.4414,"$145,633",0.587,0.4996
177,116191503,"$983,871,136","$388,503,001","2,230.893","$441,021",0.4692,"$174,146",0.5061,0.4839
178,116195004,"$349,851,037","$108,798,543",877.369,"$398,750",0.5201,"$124,005",0.6484,0.5713
179,116197503,"$654,202,453","$267,429,638","1,732.711","$377,560",0.5456,"$154,341",0.5623,0.5522
180,105201033,"$895,723,938","$329,541,497","2,580.044","$347,173",0.5822,"$127,727",0.6378,0.6044
181,105201352,"$1,162,387,150","$583,871,710","4,553.117","$255,294",0.6928,"$128,235",0.6364,0.6701
182,105204703,"$907,357,785","$430,470,421","3,610.788","$251,290",0.6976,"$119,217",0.6619,0.6832
183,115210503,"$1,349,739,658","$487,213,215","3,152.095","$428,203",0.4846,"$154,568",0.5617,0.5153
184,115211003,"$661,085,377","$297,727,604","1,507.938","$438,403",0.4724,"$197,440",0.4401,0.4594
185,115211103,"$2,557,571,782","$859,180,627","5,948.683","$429,939",0.4825,"$144,432",0.5904,0.5256
186,115211603,"$5,977,614,550","$2,291,859,974","9,873.448","$605,423",0.2713,"$232,123",0.3417,0.2993
187,115212503,"$1,509,247,791","$569,722,911","3,275.525","$460,765",0.4454,"$173,933",0.5067,0.4698
188,115216503,"$2,196,585,454","$1,134,730,971","4,605.160","$476,983",0.4259,"$246,404",0.3012,0.3759
189,115218003,"$1,622,099,680","$522,699,921","4,028.308","$402,675",0.5154,"$129,756",0.632,0.562
190,115218303,"$1,559,478,902","$424,760,244","2,540.287","$613,898",0.2611,"$167,209",0.5258,0.3669
191,115221402,"$6,933,030,625","$2,714,655,965","13,754.609","$504,051",0.3933,"$197,363",0.4403,0.412
192,115221753,"$2,532,056,721","$1,050,493,500","4,042.831","$626,307",0.2462,"$259,841",0.2631,0.2529
193,115222504,"$435,987,565","$183,040,326","1,264.337","$344,834",0.585,"$144,771",0.5895,0.5868
194,115222752,"$1,993,566,384","$627,705,688","8,630.741","$230,984",0.722,"$72,729",0.7938,0.7507
195,115224003,"$2,052,878,815","$830,284,471","4,369.880","$469,779",0.4346,"$190,001",0.4612,0.4451
196,115226003,"$1,179,889,201","$406,744,948","2,862.707","$412,158",0.5039,"$142,084",0.5971,0.5411
197,115226103,"$318,462,003","$320,975,861",964.724,"$330,106",0.6027,"$332,712",0.1,0.4016
198,115228003,"$258,352,357","$119,354,835","1,656.802","$155,934",0.8124,"$72,039",0.7957,0.8056
199,115228303,"$1,949,235,392","$707,911,878","3,372.674","$577,949",0.3044,"$209,896",0.4048,0.3445
200,115229003,"$469,748,997","$182,161,319","1,483.144","$316,725",0.6188,"$122,821",0.6517,0.6318
201,125231232,"$1,128,552,015","$372,200,898","8,092.286","$139,460",0.8322,"$45,994",0.8696,0.8471
202,125231303,"$1,439,374,573","$478,685,996","3,995.799","$360,221",0.5665,"$119,797",0.6603,0.604
203,125234103,"$3,425,563,324","$1,150,329,403","5,586.483","$613,187",0.262,"$205,912",0.4161,0.3236
204,125234502,"$4,564,783,354","$2,321,615,623","6,730.225","$678,251",0.1836,"$344,953",0.1,0.1501
205,125235103,"$1,562,413,280","$490,645,128","4,051.421","$385,645",0.5359,"$121,104",0.6566,0.5841
206,125235502,"$4,720,226,206","$2,021,608,486","3,850.143","$1,225,987",0.1,"$525,073",0.1,0.15
207,125236903,"$1,881,693,321","$708,730,850","3,951.666","$476,177",0.4269,"$179,349",0.4914,0.4526
208,125237603,"$5,040,443,014","$2,673,863,553","4,414.168","$1,141,878",0.1,"$605,745",0.1,0.15
209,125237702,"$2,366,066,981","$977,446,526","6,436.003","$367,629",0.5575,"$151,871",0.5693,0.5622
210,125237903,"$4,022,971,014","$1,709,631,570","4,394.190","$915,520",0.1,"$389,066",0.1,0.15
211,125238402,"$1,228,929,985","$467,176,690","5,260.901","$233,596",0.7189,"$88,801",0.7482,0.7305
212,125238502,"$2,563,633,314","$936,482,885","4,576.792","$560,137",0.3258,"$204,615",0.4197,0.3632
213,125239452,"$3,734,333,577","$1,778,405,922","14,692.330","$254,168",0.6941,"$121,043",0.6568,0.6791
214,125239603,"$2,019,621,298","$1,042,288,429","4,091.565","$493,606",0.4059,"$254,740",0.2776,0.3545
215,125239652,"$1,365,203,664","$761,131,612","6,509.764","$209,716",0.7476,"$116,921",0.6684,0.7158
216,109243503,"$145,149,989","$88,947,464",687.305,"$211,187",0.7458,"$129,414",0.633,0.7006
217,109246003,"$230,266,153","$140,932,674","1,009.229","$228,160",0.7254,"$139,643",0.604,0.6768
218,109248003,"$871,483,272","$472,894,613","2,486.706","$350,456",0.5782,"$190,169",0.4607,0.5311
219,105251453,"$497,123,564","$228,815,522","2,454.942","$202,499",0.7563,"$93,206",0.7357,0.7479
220,105252602,"$2,606,565,679","$1,369,988,860","15,800.596","$164,966",0.8015,"$86,704",0.7541,0.7825
221,105253303,"$793,124,010","$443,689,074","1,895.938","$418,328",0.4965,"$234,020",0.3363,0.4324
222,105253553,"$1,282,633,866","$324,020,492","2,587.618","$495,681",0.4034,"$125,219",0.6449,0.4999
