,aun,marketvalue,personalincome,wadm,mvperwadm,market_value_aid_ratio,piperwadm,personal_income_aid_ratio,mvpi
0,112011103,"$752,311,528","$323,252,433","2,459.031","$305,938",0.633,"$131,455",0.6097,0.6236
1,112011603,"$1,631,684,242","$629,943,919","4,643.105","$351,420",0.5784,"$135,672",0.5971,0.5858
2,112013054,"$630,857,442","$204,978,938","1,336.350","$472,075",0.4336,"$153,387",0.5445,0.4779
3,112013753,"$2,146,177,146","$655,565,157","3,604.072","$595,486",0.2856,"$181,895",0.4599,0.3552
4,112015203,"$943,757,490","$353,835,387","2,412.669","$391,167",0.5307,"$146,657",0.5645,0.5442
5,112018523,"$621,764,894","$245,881,519","2,050.687","$303,198",0.6363,"$119,902",0.644,0.6393
6,103020603,"$619,506,081","$273,282,296","1,135.142","$545,752",0.3452,"$240,747",0.2851,0.3211
7,103020753,"$877,775,910","$542,918,625","1,857.344","$472,597",0.433,"$292,309",0.132,0.3126
8,103021102,"$1,602,095,194","$922,463,168","5,018.054","$319,266",0.617,"$183,828",0.4541,0.5518
9,103021252,"$2,166,799,490","$1,053,237,842","5,117.792","$423,385",0.4921,"$205,799",0.3889,0.4507
10,103021453,"$327,891,057","$210,627,070","1,472.868","$222,620",0.7329,"$143,004",0.5754,0.6698
11,103021603,"$606,820,776","$362,233,798","1,681.825","$360,810",0.5671,"$215,381",0.3604,0.4843
12,103021752,"$1,887,350,111","$1,150,183,930","3,980.358","$474,165",0.4311,"$288,964",0.1419,0.3153
13,103021903,"$126,767,006","$82,960,475","1,050.054","$120,724",0.8552,"$79,005",0.7654,0.8192
14,103022103,"$317,221,195","$126,202,352",788.326,"$402,398",0.5172,"$160,089",0.5246,0.5201
15,103022253,"$1,003,728,389","$376,571,107","2,326.762","$431,384",0.4825,"$161,843",0.5194,0.4972
16,103022503,"$97,725,460","$49,585,971",934.083,"$104,621",0.8745,"$53,085",0.8424,0.8616
17,103022803,"$500,085,070","$238,960,253","2,178.149","$229,591",0.7246,"$109,707",0.6742,0.7043
18,103023153,"$741,218,732","$439,155,680","2,804.275","$264,317",0.6829,"$156,602",0.535,0.6237
19,103023912,"$3,053,185,591","$2,007,964,465","5,025.505","$607,538",0.2711,"$399,554",0.1,0.2026
20,103024102,"$2,179,922,759","$776,988,605","4,307.971","$506,020",0.3929,"$180,360",0.4644,0.4214
21,103024603,"$1,457,316,063","$834,277,664","3,510.901","$415,083",0.502,"$237,624",0.2944,0.4189
22,103024753,"$693,421,441","$401,489,834","3,027.680","$229,027",0.7253,"$132,606",0.6062,0.6775
23,103025002,"$1,157,547,544","$504,948,400","2,296.779","$503,987",0.3954,"$219,850",0.3471,0.376
24,103026002,"$792,173,254","$419,758,518","4,698.969","$168,584",0.7978,"$89,329",0.7348,0.7725
25,103026303,"$2,322,088,736","$869,126,034","3,433.588","$676,286",0.1886,"$253,124",0.2483,0.2124
26,103026343,"$2,058,593,663","$978,959,579","4,585.217","$448,963",0.4614,"$213,503",0.366,0.4232
27,103026402,"$2,526,070,683","$1,688,980,776","6,086.355","$415,038",0.5021,"$277,502",0.1759,0.3715
28,103026852,"$4,727,926,430","$2,649,748,195","9,583.877","$493,320",0.4082,"$276,479",0.179,0.3165
29,103026902,"$2,477,405,671","$1,156,604,405","5,102.966","$485,483",0.4176,"$226,653",0.3269,0.3812
30,103026873,"$411,835,423","$267,449,254","1,475.422","$279,130",0.6651,"$181,269",0.4617,0.5836
31,103027352,"$1,451,931,150","$755,928,957","5,559.452","$261,164",0.6867,"$135,971",0.5962,0.6504
32,103021003,"$2,316,916,116","$1,371,402,870","5,346.378","$433,361",0.4801,"$256,510",0.2383,0.3833
33,102027451,"$16,474,358,391","$7,073,525,830","30,661.951","$537,289",0.3554,"$230,693",0.3149,0.3391
34,103027503,"$1,345,641,413","$748,258,728","4,718.349","$285,193",0.6579,"$158,584",0.5291,0.6063
35,103027753,"$1,678,246,749","$1,207,638,225","2,234.357","$751,109",0.1,"$540,485",0.1,0.15
36,103028203,"$551,249,272","$290,775,038","1,202.713","$458,338",0.4501,"$241,765",0.2821,0.3828
37,103028302,"$1,850,783,485","$999,771,023","5,519.179","$335,336",0.5977,"$181,144",0.4621,0.5434
38,103028653,"$303,429,005","$191,294,137","1,900.486","$159,658",0.8085,"$100,655",0.7011,0.7655
39,103028703,"$1,082,888,825","$621,507,913","3,270.173","$331,141",0.6027,"$190,053",0.4356,0.5358
40,103028753,"$638,621,894","$400,134,483","2,237.693","$285,392",0.6576,"$178,815",0.469,0.5821
41,103028833,"$679,280,726","$290,547,716","2,115.013","$321,170",0.6147,"$137,373",0.5921,0.6056
42,103028853,"$306,021,858","$151,520,644","1,989.303","$153,833",0.8155,"$76,167",0.7738,0.7988
43,103029203,"$1,842,287,184","$1,309,886,008","4,751.144","$387,756",0.5348,"$275,699",0.1813,0.3933
44,103029403,"$1,785,838,466","$712,020,699","3,748.535","$476,409",0.4284,"$189,946",0.436,0.4314
45,103029553,"$1,256,891,359","$640,061,268","3,283.892","$382,744",0.5408,"$194,909",0.4212,0.4928
46,103029603,"$922,432,317","$397,451,356","3,193.413","$288,854",0.6535,"$124,459",0.6304,0.6442
47,103029803,"$388,538,807","$257,269,664","1,355.575","$286,622",0.6562,"$189,786",0.4364,0.5682
48,103029902,"$1,798,364,773","$1,024,909,408","5,864.018","$306,677",0.6321,"$174,779",0.481,0.5716
49,128030603,"$321,038,712","$169,986,888","1,599.945","$200,656",0.7593,"$106,245",0.6845,0.7293
50,128030852,"$1,694,572,206","$817,632,180","6,428.676","$263,595",0.6838,"$127,185",0.6223,0.6591
51,128033053,"$740,316,917","$346,237,770","2,224.867","$332,746",0.6008,"$155,621",0.5379,0.5755
52,128034503,"$215,789,431","$111,624,316",975.294,"$221,255",0.7346,"$114,451",0.6602,0.7047
53,127040503,"$241,062,073","$118,541,528","1,490.305","$161,753",0.806,"$79,541",0.7638,0.7891
54,127040703,"$956,337,298","$534,534,013","3,426.704","$279,083",0.6652,"$155,990",0.5368,0.6138
55,127041203,"$815,630,069","$422,485,213","2,376.159","$343,255",0.5882,"$177,801",0.472,0.5417
56,127041503,"$340,787,395","$187,289,890","2,027.259","$168,102",0.7984,"$92,385",0.7257,0.7692
57,127041603,"$959,644,995","$449,216,163","2,945.051","$325,850",0.6091,"$152,532",0.5471,0.5842
58,127042003,"$1,105,546,566","$465,825,717","2,783.478","$397,181",0.5235,"$167,353",0.503,0.5153
59,127042853,"$531,726,468","$237,477,009","1,794.599","$296,292",0.6446,"$132,328",0.6071,0.6295
60,127044103,"$863,865,378","$452,137,988","2,702.383","$319,668",0.6165,"$167,310",0.5032,0.5711
61,127045303,"$60,669,940","$35,122,781",478.251,"$126,857",0.8478,"$73,440",0.7819,0.8213
62,127045653,"$297,499,036","$203,121,563","1,757.734","$169,251",0.797,"$115,558",0.6569,0.7409
63,127045853,"$528,822,820","$270,524,356","1,824.871","$289,786",0.6524,"$148,243",0.5598,0.6153
64,127046903,"$200,289,533","$114,761,380",942.802,"$212,440",0.7452,"$121,723",0.6386,0.7025
65,127047404,"$488,633,538","$170,326,564","1,373.709","$355,703",0.5733,"$123,990",0.6318,0.5966
66,127049303,"$239,805,051","$115,137,325",893.033,"$268,528",0.6779,"$128,928",0.6172,0.6535
67,108051003,"$1,065,398,938","$307,435,994","2,545.707","$418,508",0.4979,"$120,766",0.6414,0.5552
68,108051503,"$578,525,427","$180,359,912","1,858.155","$311,344",0.6265,"$97,063",0.7118,0.6606
69,108053003,"$539,792,954","$158,213,115","1,588.698","$339,770",0.5924,"$99,586",0.7043,0.6371
70,108056004,"$327,007,550","$128,849,442","1,146.116","$285,318",0.6577,"$112,422",0.6662,0.661
71,108058003,"$338,946,767","$101,783,272","1,232.378","$275,034",0.6701,"$82,590",0.7548,0.7039
72,114060503,"$325,802,289","$146,272,627","1,252.823","$260,054",0.688,"$116,754",0.6533,0.6741
73,114060753,"$3,570,151,051","$1,426,408,203","8,185.182","$436,172",0.4767,"$174,267",0.4825,0.479
74,114060853,"$854,814,435","$346,125,790","1,826.193","$468,085",0.4384,"$189,534",0.4372,0.4378
75,114061103,"$1,264,799,462","$491,483,968","3,183.890","$397,249",0.5234,"$154,365",0.5416,0.5306
76,114061503,"$1,351,668,423","$638,223,660","4,196.258","$322,112",0.6136,"$152,093",0.5484,0.5874
77,114062003,"$1,782,678,454","$740,094,013","4,940.245","$360,848",0.5671,"$149,809",0.5551,0.5622
78,114062503,"$1,083,788,048","$433,034,555","3,126.697","$346,623",0.5842,"$138,495",0.5887,0.5859
79,114063003,"$2,021,541,831","$975,325,175","4,796.721","$421,442",0.4944,"$203,331",0.3962,0.455
80,114063503,"$1,073,064,344","$425,391,595","2,676.796","$400,876",0.5191,"$158,918",0.5281,0.5226
81,114064003,"$989,466,787","$334,212,331","1,655.863","$597,553",0.2831,"$201,835",0.4006,0.33
82,114065503,"$1,567,311,264","$478,596,180","4,298.826","$364,590",0.5626,"$111,331",0.6694,0.6052
83,114066503,"$971,486,594","$421,002,330","2,047.820","$474,400",0.4309,"$205,585",0.3895,0.4143
84,114067002,"$1,560,394,605","$1,022,242,777","20,765.706","$75,142",0.9099,"$49,227",0.8539,0.8874
85,114067503,"$1,126,697,673","$408,920,565","2,388.885","$471,641",0.4342,"$171,176",0.4917,0.4571
86,114068003,"$831,046,429","$323,439,772","1,665.145","$499,083",0.4012,"$194,241",0.4232,0.4099
87,114068103,"$1,990,128,852","$750,965,042","4,056.506","$490,601",0.4114,"$185,126",0.4503,0.4269
88,114069103,"$3,214,106,951","$1,207,639,694","7,104.186","$452,424",0.4572,"$169,989",0.4952,0.4723
89,114069353,"$971,268,762","$593,098,120","2,298.945","$422,484",0.4931,"$257,987",0.2339,0.3893
90,108070502,"$2,135,433,563","$955,463,168","9,286.665","$229,946",0.7242,"$102,885",0.6945,0.7123
91,108071003,"$399,761,125","$179,567,933","1,483.380","$269,493",0.6767,"$121,053",0.6405,0.6622
92,108071504,"$225,098,994","$92,795,107",999.288,"$225,259",0.7298,"$92,861",0.7243,0.7275
93,108073503,"$1,591,162,531","$775,457,057","4,032.700","$394,565",0.5266,"$192,292",0.429,0.4875
94,108077503,"$736,123,158","$283,101,675","2,150.664","$342,277",0.5894,"$131,634",0.6091,0.5972
95,108078003,"$617,420,538","$244,574,123","2,136.055","$289,047",0.6532,"$114,498",0.66,0.6559
96,108079004,"$127,349,629","$61,083,817",584.116,"$218,021",0.7385,"$104,574",0.6895,0.7189
97,117080503,"$724,851,827","$262,472,249","2,525.341","$287,031",0.6557,"$103,935",0.6914,0.6699
98,117081003,"$291,661,337","$120,238,305","1,109.638","$262,843",0.6847,"$108,358",0.6782,0.682
99,117083004,"$297,953,827","$103,837,187","1,018.772","$292,463",0.6491,"$101,923",0.6974,0.6683
100,117086003,"$346,192,152","$139,052,335","1,299.261","$266,453",0.6804,"$107,024",0.6822,0.681
101,117086503,"$629,897,256","$231,616,081","1,797.745","$350,381",0.5797,"$128,837",0.6174,0.5947
102,117086653,"$587,314,762","$222,568,025","1,771.932","$331,454",0.6024,"$125,607",0.627,0.6122
103,117089003,"$534,810,796","$273,828,022","1,582.228","$338,011",0.5945,"$173,064",0.4861,0.5511
104,122091002,"$5,415,743,629","$1,527,713,967","8,803.090","$615,209",0.2619,"$173,542",0.4847,0.3509
105,122091303,"$571,404,497","$179,520,446","1,557.709","$366,823",0.5599,"$115,246",0.6578,0.599
106,122091352,"$3,367,358,028","$1,054,177,429","8,451.250","$398,444",0.522,"$124,736",0.6296,0.565
107,122092002,"$4,655,411,532","$1,353,222,064","6,497.673","$716,473",0.1404,"$208,262",0.3816,0.2368
108,122092102,"$15,038,198,731","$5,589,962,005","22,311.362","$674,015",0.1914,"$250,543",0.256,0.2172
109,122092353,"$10,641,553,708","$4,431,200,754","12,947.604","$821,893",0.1,"$342,240",0.1,0.15
110,122097203,"$501,991,638","$191,068,533","1,133.782","$442,758",0.4688,"$168,523",0.4996,0.481
111,122097502,"$6,830,348,473","$2,172,089,319","10,709.896","$637,760",0.2349,"$202,811",0.3977,0.2999
112,122097604,"$2,538,237,026","$1,206,141,733","1,802.667","$1,408,045",0.1,"$669,087",0.1,0.15
113,122098003,"$2,449,523,408","$582,352,032","2,053.950","$1,192,591",0.1,"$283,527",0.158,0.15
114,122098103,"$5,130,813,697","$1,624,879,704","8,706.248","$589,325",0.293,"$186,633",0.4458,0.3541
115,122098202,"$7,715,796,951","$2,866,117,593","12,742.008","$605,540",0.2735,"$224,934",0.332,0.2969
116,122098403,"$3,392,773,179","$1,013,408,805","6,311.599","$537,545",0.3551,"$160,562",0.5232,0.4222
117,104101252,"$3,025,115,557","$1,199,978,720","8,440.337","$358,411",0.57,"$142,171",0.5778,0.5731
118,104103603,"$453,141,392","$200,206,473","1,862.646","$243,278",0.7082,"$107,484",0.6808,0.6972
119,104105003,"$2,047,747,360","$1,058,864,959","3,830.957","$534,526",0.3587,"$276,396",0.1792,0.2868
120,104105353,"$442,064,466","$193,025,110","1,572.332","$281,152",0.6627,"$122,763",0.6355,0.6518
121,104107903,"$4,293,324,129","$1,950,522,951","8,459.783","$507,498",0.3911,"$230,564",0.3153,0.3607
122,104107503,"$956,043,354","$400,960,489","2,538.184","$376,664",0.5481,"$157,971",0.5309,0.5411
123,104107803,"$1,223,199,749","$529,777,251","3,016.816","$405,460",0.5136,"$175,608",0.4785,0.4995
124,108110603,"$129,937,286","$74,212,062",769.264,"$168,911",0.7974,"$96,471",0.7136,0.7638
125,108111203,"$329,694,694","$184,565,562","1,701.850","$193,727",0.7676,"$108,449",0.678,0.7317
126,108111303,"$671,929,663","$276,818,643","2,013.481","$333,715",0.5997,"$137,482",0.5918,0.5965
127,108111403,"$180,432,214","$102,806,287",978.798,"$184,340",0.7789,"$105,033",0.6881,0.7425
128,108112003,"$99,707,062","$65,308,668",827.205,"$120,534",0.8554,"$78,951",0.7656,0.8194
129,108112203,"$475,516,026","$263,131,428","2,222.349","$213,970",0.7433,"$118,402",0.6484,0.7052
130,108112502,"$561,205,736","$299,942,353","3,666.890","$153,046",0.8164,"$81,797",0.7571,0.7926
131,108114503,"$215,037,059","$136,543,338","1,302.991","$165,033",0.802,"$104,792",0.6888,0.7567
132,108116003,"$478,390,355","$259,329,827","2,013.297","$237,615",0.715,"$128,808",0.6175,0.676
133,108116303,"$180,141,274","$104,868,789","1,073.187","$167,856",0.7987,"$97,717",0.7099,0.7631
134,108116503,"$937,133,990","$323,796,450","1,949.397","$480,730",0.4233,"$166,100",0.5068,0.4566
135,108118503,"$570,631,245","$375,702,757","1,804.781","$316,177",0.6207,"$208,170",0.3818,0.5251
136,109122703,"$221,979,476","$85,175,524",740.751,"$299,668",0.6405,"$114,985",0.6586,0.6477
137,121135003,"$1,533,097,641","$273,539,813","2,543.875","$602,662",0.277,"$107,528",0.6807,0.4384
138,121135503,"$950,597,194","$345,219,449","2,861.739","$332,174",0.6015,"$120,632",0.6418,0.6176
139,121136503,"$775,058,011","$291,932,360","2,316.384","$334,598",0.5986,"$126,029",0.6258,0.6094
140,121136603,"$351,600,006","$179,973,912","2,064.829","$170,280",0.7957,"$87,161",0.7412,0.7738
141,121139004,"$319,755,498","$92,785,135",780.494,"$409,683",0.5085,"$118,880",0.647,0.5639
142,110141003,"$690,332,132","$261,808,600","2,026.501","$340,652",0.5913,"$129,192",0.6164,0.6012
143,110141103,"$1,426,076,203","$540,058,457","3,259.466","$437,518",0.4751,"$165,689",0.508,0.4882
144,110147003,"$831,144,270","$259,868,157","1,742.990","$476,849",0.4279,"$149,093",0.5573,0.4796
145,110148002,"$6,595,927,472","$2,038,955,369","8,307.658","$793,957",0.1,"$245,430",0.2712,0.1684
146,124150503,"$2,699,211,821","$850,829,093","6,801.762","$396,840",0.5239,"$125,089",0.6286,0.5657
147,124151902,"$4,148,200,560","$1,565,972,891","10,342.256","$401,092",0.5188,"$151,415",0.5504,0.5313
148,124152003,"$7,680,438,708","$3,498,044,931","14,786.949","$519,406",0.3769,"$236,562",0.2975,0.3451
149,124153503,"$5,285,734,471","$1,843,134,913","4,678.308","$1,129,838",0.1,"$393,974",0.1,0.15
150,124154003,"$2,879,784,150","$873,016,872","5,213.569","$552,363",0.3373,"$167,450",0.5028,0.4034
151,124156503,"$1,331,396,838","$444,061,498","3,150.965","$422,536",0.4931,"$140,928",0.5815,0.5284
152,124156603,"$3,269,909,510","$1,512,692,865","6,163.868","$530,496",0.3635,"$245,412",0.2712,0.3265
153,124156703,"$1,691,257,233","$526,152,748","5,150.233","$328,384",0.606,"$102,160",0.6967,0.6422
154,124157203,"$3,128,520,491","$1,511,242,406","4,838.156","$646,634",0.2242,"$312,359",0.1,0.1745
155,124157802,"$8,113,681,613","$3,427,295,519","7,633.633","$1,062,885",0.1,"$448,973",0.1,0.15
156,124158503,"$3,574,292,477","$1,427,351,458","4,712.481","$758,473",0.1,"$302,887",0.1005,0.15
157,124159002,"$12,786,398,938","$4,980,850,893","14,235.560","$898,201",0.1,"$349,887",0.1,0.15
158,106160303,"$290,823,749","$105,030,254",837.516,"$347,245",0.5834,"$125,406",0.6276,0.601
159,106161203,"$373,524,933","$150,195,556",949.965,"$393,198",0.5283,"$158,106",0.5305,0.5291
160,106161703,"$301,488,923","$128,301,360","1,051.463","$286,732",0.656,"$122,021",0.6377,0.6486
161,106166503,"$301,068,789","$137,852,958","1,274.510","$236,223",0.7166,"$108,161",0.6788,0.7014
162,106167504,"$265,814,927","$96,433,357",688.338,"$386,169",0.5367,"$140,095",0.584,0.5556
163,106168003,"$308,733,402","$141,922,069","1,338.568","$230,644",0.7233,"$106,025",0.6852,0.7079
164,106169003,"$119,964,629","$62,286,793",712.987,"$168,256",0.7982,"$87,360",0.7406,0.7751
165,110171003,"$768,016,287","$335,893,539","2,747.066","$279,576",0.6646,"$122,273",0.6369,0.6534
166,110171803,"$251,120,786","$121,756,545","1,276.815","$196,677",0.7641,"$95,359",0.7169,0.7451
167,106172003,"$1,344,719,971","$621,156,480","4,621.851","$290,948",0.651,"$134,395",0.6009,0.6309
168,110173003,"$166,759,990","$80,141,633",978.192,"$170,477",0.7955,"$81,928",0.7567,0.7799
169,110173504,"$74,270,198","$33,969,256",356.522,"$208,318",0.7501,"$95,279",0.7171,0.7368
170,110175003,"$211,599,695","$106,762,403","1,085.203","$194,986",0.7661,"$98,380",0.7079,0.7427
171,110177003,"$553,688,764","$238,918,106","2,108.570","$262,589",0.685,"$113,308",0.6635,0.6764
172,110179003,"$246,948,701","$124,496,164","1,294.625","$190,749",0.7712,"$96,163",0.7145,0.7485
173,110183602,"$1,775,269,268","$653,886,289","5,213.621","$340,506",0.5915,"$125,418",0.6276,0.6059
174,116191004,"$343,835,932","$101,479,570",851.467,"$403,815",0.5155,"$119,182",0.6461,0.5677
175,116191103,"$1,124,242,908","$426,164,203","3,664.172","$306,820",0.6319,"$116,305",0.6546,0.6409
176,116191203,"$932,687,250","$278,740,164","1,943.369","$479,933",0.4242,"$143,431",0.5741,0.4841
177,116191503,"$979,746,228","$386,815,520","2,206.734","$443,980",0.4674,"$175,288",0.4795,0.4722
178,116195004,"$345,696,930","$108,377,380",839.963,"$411,562",0.5062,"$129,026",0.6169,0.5504
179,116197503,"$649,605,238","$254,309,448","1,758.002","$369,513",0.5567,"$144,658",0.5704,0.5621
180,105201033,"$893,219,365","$301,361,613","2,629.987","$339,628",0.5926,"$114,586",0.6598,0.6194
181,105201352,"$1,158,900,349","$582,312,427","4,594.055","$252,260",0.6974,"$126,753",0.6236,0.6678
182,105204703,"$901,315,019","$442,354,501","3,741.163","$240,918",0.711,"$118,239",0.6489,0.6861
183,115210503,"$1,343,609,627","$470,444,010","3,189.739","$421,228",0.4947,"$147,486",0.562,0.5216
184,115211003,"$660,652,542","$278,777,225","1,459.511","$452,653",0.4569,"$191,007",0.4328,0.4472
185,115211103,"$2,545,436,801","$797,588,334","5,951.960","$427,663",0.4869,"$134,004",0.6021,0.5329
186,115211603,"$5,828,687,767","$2,177,219,736","9,719.103","$599,714",0.2805,"$224,014",0.3348,0.3022
187,115212503,"$1,494,853,654","$555,443,771","3,268.026","$457,417",0.4512,"$169,963",0.4953,0.4688
188,115216503,"$2,162,801,808","$954,910,771","4,573.997","$472,847",0.4327,"$208,769",0.38,0.4116
189,115218003,"$1,602,717,034","$522,853,646","4,076.151","$393,193",0.5283,"$128,271",0.6191,0.5645
190,115218303,"$1,545,461,652","$403,465,384","2,573.467","$600,536",0.2795,"$156,778",0.5345,0.3815
191,115221402,"$6,872,766,267","$2,521,564,053","13,533.585","$507,830",0.3907,"$186,319",0.4467,0.413
192,115221753,"$2,501,723,291","$1,017,553,428","4,057.561","$616,558",0.2603,"$250,779",0.2553,0.2582
193,115222504,"$435,833,542","$178,250,989","1,302.086","$334,719",0.5984,"$136,896",0.5935,0.5964
194,115222752,"$2,022,607,559","$610,781,629","8,581.769","$235,686",0.7173,"$71,171",0.7887,0.7457
195,115224003,"$2,040,953,531","$810,545,330","4,444.071","$459,253",0.449,"$182,388",0.4584,0.4527
196,115226003,"$1,146,107,746","$380,285,979","2,854.886","$401,454",0.5184,"$133,205",0.6045,0.5528
197,115226103,"$318,395,104","$145,435,263",955.916,"$333,078",0.6004,"$152,142",0.5482,0.5794
198,115228003,"$259,841,739","$123,768,673","1,645.338","$157,926",0.8106,"$75,223",0.7767,0.7969
199,115228303,"$1,931,167,356","$699,179,391","3,392.891","$569,180",0.3171,"$206,071",0.3881,0.3454
200,115229003,"$469,296,857","$169,925,463","1,464.429","$320,464",0.6155,"$116,035",0.6555,0.6315
201,125231232,"$984,686,809","$352,539,575","8,212.797","$119,896",0.8562,"$42,925",0.8726,0.8627
202,125231303,"$1,458,501,854","$465,012,324","4,089.067","$356,683",0.5721,"$113,720",0.6623,0.6081
203,125234103,"$3,394,342,382","$1,103,974,447","5,536.822","$613,048",0.2645,"$199,387",0.4079,0.3218
204,125234502,"$4,536,450,495","$2,100,017,853","6,678.499","$679,261",0.1851,"$314,444",0.1,0.151
205,125235103,"$1,541,511,200","$474,270,804","4,133.181","$372,960",0.5526,"$114,747",0.6593,0.5952
206,125235502,"$4,685,451,024","$1,897,479,451","3,881.641","$1,207,079",0.1,"$488,834",0.1,0.15
207,125236903,"$1,886,941,762","$672,126,586","3,971.113","$475,166",0.4299,"$169,253",0.4974,0.4568
208,125237603,"$5,048,282,299","$2,363,513,615","4,337.557","$1,163,853",0.1,"$544,895",0.1,0.15
209,125237702,"$2,369,689,635","$925,218,812","6,417.908","$369,230",0.557,"$144,162",0.5719,0.5629
210,125237903,"$4,050,214,221","$1,763,062,607","4,379.840","$924,740",0.1,"$402,540",0.1,0.15
211,125238402,"$1,218,897,517","$447,724,566","5,207.339","$234,073",0.7192,"$85,979",0.7447,0.7293
212,125238502,"$2,545,787,227","$898,027,945","4,517.430","$563,547",0.3239,"$198,791",0.4097,0.3581
213,125239452,"$3,752,156,776","$1,705,009,761","14,348.107","$261,508",0.6863,"$118,831",0.6471,0.6705
214,125239603,"$2,016,433,959","$1,038,767,970","4,053.834","$497,414",0.4032,"$256,243",0.2391,0.3375
215,125239652,"$1,365,189,064","$707,136,121","6,480.530","$210,660",0.7473,"$109,117",0.676,0.7187
216,109243503,"$145,465,190","$87,799,672",708.998,"$205,170",0.7539,"$123,836",0.6323,0.7052
217,109246003,"$227,329,763","$146,005,741","1,044.928","$217,555",0.739,"$139,728",0.5851,0.6774
218,109248003,"$875,127,054","$468,165,628","2,511.776","$348,409",0.582,"$186,388",0.4465,0.5278
219,105251453,"$496,981,415","$227,300,941","2,522.430","$197,024",0.7637,"$90,111",0.7324,0.7511
220,105252602,"$2,572,718,657","$1,451,251,657","15,780.040","$163,036",0.8044,"$91,967",0.7269,0.7733
221,105253303,"$782,645,542","$386,494,186","1,858.078","$421,212",0.4947,"$208,007",0.3823,0.4497
222,105253553,"$1,264,584,355","$301,801,966","2,541.558","$497,562",0.4031,"$118,746",0.6474,0.5007
223,105253903,"$878,389,216","$348,469,101","2,579.381","$340,542",0.5915,"$135,097",0.5988,0.5944
224,105254053,"$453,508,256","$202,953,111","2,097.922","$216,170",0.7407,"$96,740",0.7128,0.7295
225,105254353,"$831,579,270","$349,433,583","2,526.962","$329,082",0.6052,"$138,282",0.5894,0.5988
226,105256553,"$219,564,139","$107,089,199","1,432.022","$153,324",0.8161,"$74,781",0.778,0.8008
227,105257602,"$3,466,671,909","$1,623,612,092","8,318.547","$416,740",0.5,"$195,179",0.4204,0.4681
228,105258303,"$525,783,829","$228,235,889","1,999.001","$263,023",0.6845,"$114,174",0.661,0.6751
229,105258503,"$398,952,277","$160,169,082","1,719.907","$231,961",0.7217,"$93,126",0.7235,0.7224
230,105259103,"$242,112,697","$100,384,713","1,338.563","$180,875",0.783,"$74,994",0.7773,0.7807
231,105259703,"$534,597,350","$219,504,899","1,667.266","$320,643",0.6153,"$131,655",0.6091,0.6127
232,101260303,"$905,879,305","$391,642,714","4,145.691","$218,511",0.7379,"$94,469",0.7195,0.7305
233,101260803,"$359,016,443","$197,153,378","2,085.013","$172,189",0.7935,"$94,557",0.7192,0.7637
234,101261302,"$1,339,568,026","$578,458,841","5,797.102","$231,075",0.7228,"$99,784",0.7037,0.715
