,aun,marketvalue,personalincome,wadm,mvperwadm,market_value_aid_ratio,piperwadm,personal_income_aid_ratio,mvpi
0,112011103.0,"$771,364,774","$347,068,638","2,416.566","$319,198",0.6318,"$143,620",0.6062,0.6214
1,112011603.0,"$1,670,079,792","$691,259,012","4,667.877","$357,781",0.5873,"$148,088",0.5939,0.5898
2,112013054.0,"$641,658,583","$223,929,572","1,239.090","$517,846",0.4026,"$180,720",0.5045,0.4433
3,112013753.0,"$2,166,166,469","$691,017,771","3,643.561","$594,519",0.3141,"$189,654",0.48,0.3804
4,112015203.0,"$968,631,964","$413,309,763","2,436.318","$397,580",0.5414,"$169,645",0.5348,0.5387
5,112018523.0,"$635,262,976","$265,634,969","2,067.951","$307,194",0.6456,"$128,453",0.6478,0.6464
6,103020603.0,"$654,114,036","$286,418,886","1,101.480","$593,850",0.3149,"$260,030",0.287,0.3037
7,103020753.0,"$1,027,314,597","$592,695,229","2,006.760","$511,926",0.4094,"$295,349",0.1901,0.3216
8,103021102.0,"$1,682,525,494","$925,078,202","5,157.419","$326,234",0.6237,"$179,368",0.5082,0.5774
9,103021252.0,"$2,237,773,292","$1,066,742,211","4,795.976","$466,593",0.4617,"$222,424",0.3901,0.433
10,103021453.0,"$336,182,895","$221,845,204","1,485.497","$226,310",0.7389,"$149,340",0.5905,0.6795
11,103021603.0,"$639,953,723","$397,731,340","1,657.011","$386,209",0.5545,"$240,029",0.3418,0.4694
12,103021752.0,"$2,034,173,648","$1,075,864,286","3,927.261","$517,962",0.4025,"$273,947",0.2488,0.341
13,103021903.0,"$126,712,478","$79,458,979","1,087.435","$116,524",0.8656,"$73,070",0.7997,0.8391
14,103022103.0,"$332,918,496","$129,401,143",731.436,"$455,157",0.4749,"$176,913",0.5149,0.4908
15,103022253.0,"$1,023,082,656","$400,163,766","2,289.720","$446,815",0.4845,"$174,765",0.5208,0.499
16,103022503.0,"$97,675,244","$54,368,688","1,033.953","$94,467",0.8911,"$52,583",0.8558,0.8769
17,103022803.0,"$485,253,736","$250,324,680","2,117.101","$229,206",0.7356,"$118,239",0.6758,0.7116
18,103023153.0,"$765,462,210","$451,816,467","2,758.127","$277,529",0.6799,"$163,812",0.5508,0.6282
19,103023912.0,"$3,225,027,420","$2,131,935,481","4,772.658","$675,729",0.2204,"$446,697",0.1,0.1722
20,103024102.0,"$2,227,227,483","$783,542,166","4,094.029","$544,018",0.3724,"$191,386",0.4752,0.4134
21,103024603.0,"$1,560,320,159","$984,751,286","3,319.860","$469,995",0.4578,"$296,624",0.1866,0.3492
22,103024753.0,"$723,556,296","$394,196,141","3,005.712","$240,727",0.7223,"$131,149",0.6404,0.6894
23,103025002.0,"$1,220,126,460","$601,645,192","2,228.803","$547,435",0.3685,"$269,940",0.2598,0.325
24,103026002.0,"$795,575,435","$436,046,715","4,559.254","$174,496",0.7987,"$95,639",0.7378,0.7743
25,103026303.0,"$2,470,931,652","$943,409,399","3,438.982","$718,506",0.1711,"$274,328",0.2477,0.2016
26,103026343.0,"$2,257,616,330","$1,199,698,190","4,693.577","$481,001",0.4451,"$255,604",0.2991,0.3866
27,103026402.0,"$2,625,133,850","$2,117,442,402","6,317.249","$415,550",0.5206,"$335,184",0.1,0.3523
28,103026852.0,"$5,279,232,829","$2,869,377,919","9,710.582","$543,657",0.3728,"$295,489",0.1897,0.2994
29,103026902.0,"$2,577,781,427","$1,229,077,296","5,175.646","$498,059",0.4254,"$237,473",0.3488,0.3947
30,103026873.0,"$427,024,417","$298,786,093","1,307.790","$326,523",0.6233,"$228,466",0.3735,0.5233
31,103027352.0,"$1,454,841,623","$787,802,443","4,982.214","$292,007",0.6632,"$158,122",0.5664,0.6244
32,103021003.0,"$2,694,962,402","$1,486,956,111","5,382.079","$500,728",0.4223,"$276,279",0.2424,0.3502
33,102027451.0,"$18,251,349,111","$7,873,825,426","30,640.375","$595,663",0.3128,"$256,975",0.2953,0.3057
34,103027503.0,"$1,414,252,379","$789,393,071","4,519.803","$312,901",0.639,"$174,652",0.5211,0.5918
35,103027753.0,"$1,752,931,541","$1,137,015,789","2,232.223","$785,285",0.1,"$509,364",0.1,0.15
36,103028203.0,"$607,497,068","$303,109,420","1,168.053","$520,093",0.4,"$259,499",0.2884,0.3553
37,103028302.0,"$1,941,597,766","$1,067,561,058","5,214.663","$372,334",0.5705,"$204,722",0.4386,0.5177
38,103028653.0,"$306,868,086","$213,464,695","1,917.248","$160,056",0.8154,"$111,339",0.6947,0.767
39,103028703.0,"$1,247,331,404","$704,603,030","3,618.986","$344,663",0.6024,"$194,696",0.4661,0.5478
40,103028753.0,"$682,442,972","$402,197,369","2,129.266","$320,506",0.6303,"$188,890",0.482,0.5709
41,103028833.0,"$667,488,232","$294,954,690","2,054.410","$324,905",0.6252,"$143,571",0.6063,0.6176
42,103028853.0,"$305,457,856","$156,020,474","1,973.905","$154,748",0.8215,"$79,041",0.7833,0.8062
43,103029203.0,"$2,023,166,993","$1,391,570,214","4,731.570","$427,588",0.5067,"$294,103",0.1935,0.3814
44,103029403.0,"$2,105,492,679","$748,429,578","3,954.320","$532,453",0.3857,"$189,268",0.481,0.4238
45,103029553.0,"$1,353,380,999","$685,121,578","3,418.584","$395,889",0.5433,"$200,410",0.4505,0.5061
46,103029603.0,"$929,854,185","$429,208,725","3,018.287","$308,073",0.6446,"$142,202",0.6101,0.6307
47,103029803.0,"$388,218,744","$252,014,051","1,236.277","$314,022",0.6378,"$203,849",0.441,0.559
48,103029902.0,"$1,805,510,073","$1,033,201,205","5,505.976","$327,918",0.6217,"$187,650",0.4854,0.5671
49,128030603.0,"$309,676,061","$176,837,708","1,504.919","$205,775",0.7626,"$117,506",0.6778,0.7286
50,128030852.0,"$1,706,417,363","$808,513,185","6,403.414","$266,485",0.6926,"$126,262",0.6538,0.677
51,128033053.0,"$791,790,082","$383,837,085","2,262.226","$350,004",0.5962,"$169,672",0.5348,0.5716
52,128034503.0,"$218,980,444","$119,620,957",869.047,"$251,977",0.7093,"$137,646",0.6226,0.6745
53,127040503.0,"$246,040,337","$126,594,517","1,388.403","$177,211",0.7956,"$91,179",0.75,0.7773
54,127040703.0,"$1,019,525,763","$559,834,368","3,219.787","$316,643",0.6347,"$173,873",0.5232,0.59
55,127041203.0,"$885,944,861","$427,268,153","2,406.253","$368,184",0.5753,"$177,565",0.5131,0.5503
56,127041503.0,"$343,191,213","$199,795,325","2,064.564","$166,229",0.8083,"$96,773",0.7347,0.7787
57,127041603.0,"$1,004,741,857","$466,064,922","2,812.980","$357,180",0.588,"$165,683",0.5457,0.571
58,127042003.0,"$1,183,071,970","$469,785,921","2,763.255","$428,144",0.5061,"$170,011",0.5338,0.5171
59,127042853.0,"$561,994,112","$242,383,218","1,700.210","$330,543",0.6187,"$142,560",0.6091,0.6148
60,127044103.0,"$894,266,992","$470,296,371","2,515.666","$355,479",0.5899,"$186,947",0.4874,0.5488
61,127045303.0,"$65,434,178","$38,806,505",448.059,"$146,039",0.8316,"$86,610",0.7625,0.8039
62,127045653.0,"$319,252,878","$186,704,380","1,698.563","$187,954",0.7832,"$109,919",0.6986,0.7493
63,127045853.0,"$548,043,937","$262,617,191","1,746.935","$313,717",0.6381,"$150,330",0.5878,0.6179
64,127046903.0,"$202,008,073","$118,278,090",906.120,"$222,937",0.7428,"$130,532",0.6421,0.7024
65,127047404.0,"$509,283,712","$175,148,509","1,233.030","$413,034",0.5235,"$142,047",0.6105,0.5583
66,127049303.0,"$247,599,434","$117,349,541",893.647,"$277,066",0.6804,"$131,315",0.6399,0.6641
67,108051003.0,"$1,115,707,156","$340,173,827","2,354.170","$473,928",0.4533,"$144,498",0.6038,0.5134
68,108051503.0,"$601,862,246","$194,874,893","1,688.614","$356,423",0.5888,"$115,405",0.6836,0.6266
69,108053003.0,"$554,687,880","$165,423,941","1,497.341","$370,448",0.5727,"$110,478",0.6971,0.6224
70,108056004.0,"$358,159,150","$127,756,440","1,041.672","$343,831",0.6034,"$122,645",0.6637,0.6274
71,108058003.0,"$358,171,546","$107,517,839","1,071.007","$334,425",0.6142,"$100,389",0.7247,0.6583
72,114060503.0,"$317,827,188","$164,267,970","1,336.742","$237,762",0.7257,"$122,886",0.6631,0.7006
73,114060753.0,"$3,711,660,891","$1,641,424,641","8,118.812","$457,167",0.4726,"$202,175",0.4456,0.4617
74,114060853.0,"$863,603,813","$350,008,700","1,680.855","$513,788",0.4073,"$208,232",0.429,0.4159
75,114061103.0,"$1,295,915,350","$529,068,951","2,992.996","$432,982",0.5005,"$176,769",0.5153,0.5064
76,114061503.0,"$1,382,504,846","$779,532,652","4,019.790","$343,924",0.6033,"$193,923",0.4682,0.5491
