,aun,marketvalue,personalincome,wadm,mvperwadm,market_value_aid_ratio,piperwadm,personal_income_aid_ratio,mvpi
0,112011103.0,"$766,127,412","$343,001,905","2,417.169","$316,952",0.6307,"$141,902",0.5958,0.6167
1,112011603.0,"$1,649,243,639","$672,762,338","4,640.127","$355,430",0.5859,"$144,987",0.587,0.5863
2,112013054.0,"$639,801,146","$219,490,518","1,255.684","$509,524",0.4063,"$174,797",0.5021,0.4445
3,112013753.0,"$2,152,224,673","$758,033,565","3,731.975","$576,698",0.328,"$203,118",0.4215,0.3654
4,112015203.0,"$957,635,175","$375,539,724","2,445.648","$391,567",0.5438,"$153,554",0.5626,0.5512
5,112018523.0,"$632,903,179","$255,425,928","2,044.272","$309,598",0.6393,"$124,947",0.6441,0.6411
6,103020603.0,"$642,541,973","$269,055,720","1,103.533","$582,258",0.3215,"$243,813",0.3055,0.3151
7,103020753.0,"$974,506,115","$534,418,424","1,992.523","$489,081",0.4301,"$268,211",0.236,0.3524
8,103021102.0,"$1,666,303,356","$966,099,751","5,140.024","$324,182",0.6223,"$187,956",0.4646,0.5591
9,103021252.0,"$2,221,715,936","$1,023,083,335","4,988.517","$445,366",0.4811,"$205,087",0.4158,0.4549
10,103021453.0,"$336,202,906","$210,747,223","1,480.267","$227,123",0.7354,"$142,371",0.5945,0.679
11,103021603.0,"$632,202,436","$364,270,097","1,701.209","$371,619",0.567,"$214,124",0.3901,0.4962
12,103021752.0,"$1,997,232,036","$1,133,671,625","3,926.535","$508,650",0.4073,"$288,720",0.1776,0.3153
13,103021903.0,"$128,653,843","$74,226,716","1,069.850","$120,254",0.8599,"$69,380",0.8024,0.8368
14,103022103.0,"$338,638,901","$118,750,659",756.758,"$447,486",0.4786,"$156,920",0.5531,0.5083
15,103022253.0,"$1,024,682,268","$380,385,918","2,265.570","$452,284",0.473,"$167,898",0.5218,0.4925
16,103022503.0,"$98,214,040","$53,129,702",974.273,"$100,807",0.8826,"$54,532",0.8447,0.8673
17,103022803.0,"$494,276,700","$238,672,176","2,182.182","$226,505",0.7361,"$109,373",0.6885,0.717
18,103023153.0,"$763,086,444","$431,571,313","2,737.736","$278,729",0.6752,"$157,638",0.551,0.6255
19,103023912.0,"$3,179,461,953","$1,854,753,690","4,838.174","$657,161",0.2343,"$383,358",0.1,0.1805
20,103024102.0,"$2,242,566,484","$775,405,824","4,147.126","$540,751",0.3699,"$186,974",0.4674,0.4088
21,103024603.0,"$1,537,523,525","$848,172,703","3,391.181","$453,388",0.4717,"$250,111",0.2876,0.398
22,103024753.0,"$726,483,186","$397,536,779","3,044.816","$238,596",0.722,"$130,561",0.6281,0.6844
23,103025002.0,"$1,207,340,207","$572,377,921","2,251.080","$536,338",0.375,"$254,268",0.2758,0.3353
24,103026002.0,"$800,934,852","$431,051,930","4,576.467","$175,011",0.7961,"$94,188",0.7317,0.7702
25,103026303.0,"$2,395,556,153","$921,041,522","3,455.095","$693,340",0.1921,"$266,574",0.2407,0.2114
26,103026343.0,"$2,190,922,252","$1,002,184,587","4,502.845","$486,563",0.4331,"$222,566",0.3661,0.4062
27,103026402.0,"$2,621,302,937","$1,685,690,448","6,254.958","$419,076",0.5117,"$269,496",0.2324,0.3999
28,103026852.0,"$5,057,002,532","$2,862,356,604","9,525.284","$530,903",0.3814,"$300,500",0.1441,0.2864
29,103026902.0,"$2,564,270,922","$1,177,304,013","5,163.169","$496,646",0.4213,"$228,019",0.3505,0.3929
30,103026873.0,"$428,742,779","$287,852,185","1,358.987","$315,487",0.6324,"$211,813",0.3967,0.538
31,103027352.0,"$1,465,103,051","$758,907,792","5,139.063","$285,091",0.6678,"$147,674",0.5794,0.6323
32,103021003.0,"$2,585,623,466","$1,436,185,867","5,332.927","$484,841",0.4351,"$269,305",0.2329,0.3541
33,102027451.0,"$17,828,034,054","$7,689,947,765","30,771.503","$579,368",0.3249,"$249,904",0.2882,0.3101
34,103027503.0,"$1,397,733,037","$761,771,658","4,616.944","$302,739",0.6473,"$164,994",0.5301,0.6003
35,103027753.0,"$1,732,698,848","$1,132,634,787","2,194.129","$789,697",0.1,"$516,211",0.1,0.15
36,103028203.0,"$591,375,821","$293,250,451","1,157.307","$510,993",0.4046,"$253,390",0.2783,0.354
37,103028302.0,"$1,932,642,731","$1,031,263,547","5,294.011","$365,062",0.5746,"$194,798",0.4452,0.5227
38,103028653.0,"$307,389,897","$193,242,218","1,834.972","$167,517",0.8048,"$105,310",0.7001,0.7628
39,103028703.0,"$1,193,255,775","$636,188,883","3,495.253","$341,393",0.6022,"$182,015",0.4816,0.5539
40,103028753.0,"$668,247,724","$392,440,013","2,213.245","$301,931",0.6482,"$177,314",0.495,0.5869
41,103028833.0,"$666,179,569","$290,004,391","2,091.400","$318,532",0.6289,"$138,665",0.6051,0.6193
42,103028853.0,"$307,720,163","$151,170,685","2,006.789","$153,339",0.8214,"$75,329",0.7855,0.807
43,103029203.0,"$1,961,599,691","$1,393,263,915","4,812.820","$407,578",0.5251,"$289,490",0.1754,0.3851
44,103029403.0,"$2,031,784,537","$706,779,365","3,976.052","$511,005",0.4046,"$177,759",0.4937,0.4401
45,103029553.0,"$1,333,058,565","$667,877,767","3,332.945","$399,964",0.534,"$200,386",0.4292,0.492
46,103029603.0,"$936,838,979","$412,179,926","3,081.098","$304,060",0.6457,"$133,776",0.619,0.635
47,103029803.0,"$392,262,409","$245,680,215","1,291.216","$303,793",0.646,"$190,270",0.4581,0.5708
48,103029902.0,"$1,810,125,376","$994,282,346","5,578.076","$324,507",0.6219,"$178,248",0.4923,0.57
49,128030603.0,"$309,665,205","$168,545,478","1,546.878","$200,187",0.7668,"$108,958",0.6897,0.7358
50,128030852.0,"$1,698,171,620","$775,385,603","6,465.321","$262,658",0.694,"$119,929",0.6584,0.6797
51,128033053.0,"$776,320,164","$361,118,339","2,265.015","$342,743",0.6006,"$159,433",0.5459,0.5786
52,128034503.0,"$217,800,777","$112,138,136",877.186,"$248,294",0.7107,"$127,838",0.6359,0.6807
53,127040503.0,"$244,276,933","$115,252,049","1,445.468","$168,995",0.8031,"$79,733",0.7729,0.7909
54,127040703.0,"$1,016,976,076","$545,642,129","3,350.959","$303,488",0.6464,"$162,831",0.5362,0.6022
55,127041203.0,"$876,751,561","$436,903,084","2,399.580","$365,377",0.5743,"$182,074",0.4814,0.537
56,127041503.0,"$343,672,516","$193,026,416","2,099.076","$163,725",0.8093,"$91,957",0.7381,0.7807
57,127041603.0,"$1,003,055,919","$444,452,590","2,933.267","$341,958",0.6016,"$151,521",0.5684,0.5882
58,127042003.0,"$1,174,989,581","$461,176,913","2,778.186","$422,934",0.5072,"$165,999",0.5272,0.5151
59,127042853.0,"$560,298,566","$239,790,875","1,724.813","$324,845",0.6215,"$139,024",0.604,0.6145
60,127044103.0,"$891,808,762","$447,520,532","2,472.027","$360,760",0.5797,"$181,033",0.4844,0.5415
61,127045303.0,"$66,343,008","$37,114,899",456.780,"$145,240",0.8308,"$81,253",0.7686,0.8058
62,127045653.0,"$323,950,663","$178,063,040","1,726.245","$187,662",0.7814,"$103,150",0.7062,0.7512
63,127045853.0,"$546,682,864","$241,684,963","1,794.429","$304,655",0.645,"$134,686",0.6164,0.6335
64,127046903.0,"$202,782,813","$114,033,297",917.534,"$221,008",0.7425,"$124,282",0.646,0.7039
65,127047404.0,"$506,875,938","$168,252,044","1,278.043","$396,603",0.5379,"$131,648",0.625,0.5727
66,127049303.0,"$246,900,952","$113,884,896",914.109,"$270,100",0.6853,"$124,585",0.6452,0.6691
67,108051003.0,"$1,135,746,609","$327,760,583","2,421.834","$468,961",0.4536,"$135,335",0.6145,0.5179
68,108051503.0,"$599,996,262","$186,830,940","1,729.661","$346,886",0.5958,"$108,015",0.6924,0.6343
69,108053003.0,"$555,185,427","$162,158,735","1,562.187","$355,389",0.5859,"$103,802",0.7044,0.6332
70,108056004.0,"$358,317,961","$129,412,346","1,064.343","$336,656",0.6077,"$121,588",0.6537,0.626
71,108058003.0,"$351,827,688","$98,207,877","1,122.552","$313,417",0.6348,"$87,486",0.7508,0.6811
72,114060503.0,"$318,245,954","$158,350,759","1,274.280","$249,745",0.709,"$124,266",0.6461,0.6838
73,114060753.0,"$3,676,516,793","$1,490,468,948","8,158.624","$450,629",0.4749,"$182,686",0.4797,0.4767
74,114060853.0,"$861,949,265","$361,366,974","1,716.474","$502,162",0.4149,"$210,528",0.4003,0.409
75,114061103.0,"$1,292,398,568","$508,290,794","3,092.084","$417,970",0.513,"$164,384",0.5318,0.5205
76,114061503.0,"$1,369,403,388","$675,938,677","4,090.048","$334,813",0.6099,"$165,264",0.5293,0.5776
77,114062003.0,"$1,777,749,068","$791,540,153","4,781.257","$371,816",0.5668,"$165,550",0.5285,0.5514
78,114062503.0,"$1,091,505,982","$452,705,999","3,018.042","$361,660",0.5786,"$149,999",0.5728,0.5762
79,114063003.0,"$2,033,592,463","$1,030,796,605","4,921.958","$413,167",0.5186,"$209,428",0.4035,0.4725
80,114063503.0,"$1,098,441,027","$432,808,807","2,625.648","$418,350",0.5125,"$164,838",0.5305,0.5197
81,114064003.0,"$988,406,918","$350,924,453","1,617.401","$611,108",0.2879,"$216,968",0.382,0.3255
82,114065503.0,"$1,597,883,919","$541,807,481","4,399.843","$363,168",0.5768,"$123,142",0.6493,0.6057
83,114066503.0,"$989,355,560","$421,719,020","1,988.736","$497,479",0.4203,"$212,053",0.396,0.4105
84,114067002.0,"$1,559,867,138","$917,839,965","21,004.254","$74,264",0.9135,"$43,697",0.8756,0.8983
85,114067503.0,"$1,169,638,705","$422,922,135","2,433.225","$480,694",0.4399,"$173,811",0.5049,0.4658
86,114068003.0,"$839,946,685","$315,746,733","1,720.171","$488,292",0.431,"$183,555",0.4772,0.4494
