,aun,marketvalue,personalincome,wadm,mvperwadm,market_value_aid_ratio,piperwadm,personal_income_aid_ratio,mvpi
0,112011103.0,"$793,990,643","$387,017,556","2,387.224","$332,599",0.6305,"$162,120",0.5953,0.6164
1,112011603.0,"$1,701,939,708","$814,524,681","4,747.010","$358,528",0.6017,"$171,586",0.5716,0.5896
2,112013054.0,"$652,384,484","$256,616,699","1,202.140","$542,685",0.3971,"$213,466",0.4671,0.425
3,112013753.0,"$2,182,990,933","$728,209,966","3,738.269","$583,957",0.3512,"$194,798",0.5137,0.4161
4,112015203.0,"$989,186,301","$433,143,523","2,445.849","$404,434",0.5507,"$177,093",0.5579,0.5535
5,112018523.0,"$641,583,651","$283,769,248","2,067.275","$310,352",0.6552,"$137,267",0.6573,0.656
6,103020603.0,"$676,091,523","$313,259,852","1,065.365","$634,610",0.2949,"$294,039",0.2659,0.2832
7,103020753.0,"$1,087,318,710","$640,622,393","2,133.502","$509,640",0.4338,"$300,268",0.2503,0.3603
8,103021102.0,"$1,748,538,709","$1,041,127,428","5,276.767","$331,365",0.6319,"$197,304",0.5074,0.582
9,103021252.0,"$2,338,067,117","$1,184,612,149","4,798.958","$487,203",0.4587,"$246,847",0.3837,0.4286
10,103021453.0,"$346,860,248","$231,933,404","1,471.526","$235,714",0.7382,"$157,614",0.6065,0.6855
11,103021603.0,"$661,707,426","$433,979,883","1,658.604","$398,954",0.5568,"$261,653",0.3467,0.4726
12,103021752.0,"$2,121,074,544","$1,195,464,671","3,915.716","$541,682",0.3982,"$305,299",0.2378,0.334
13,103021903.0,"$129,538,723","$87,249,595","1,116.467","$116,025",0.8711,"$78,147",0.8049,0.8445
14,103022103.0,"$345,723,659","$135,995,927",708.076,"$488,257",0.4576,"$192,064",0.5205,0.4827
15,103022253.0,"$1,048,739,048","$417,641,728","2,226.860","$470,949",0.4768,"$187,547",0.5318,0.4987
16,103022503.0,"$94,459,140","$59,531,061","1,023.697","$92,272",0.8975,"$58,153",0.8549,0.8804
17,103022803.0,"$487,456,395","$266,216,906","2,123.285","$229,576",0.745,"$125,379",0.687,0.7218
18,103023153.0,"$789,156,715","$481,515,360","2,769.984","$284,895",0.6835,"$173,833",0.566,0.6365
19,103023912.0,"$3,308,820,963","$2,522,971,857","4,796.936","$689,778",0.2337,"$525,954",0.1,0.1802
20,103024102.0,"$2,202,342,156","$868,728,258","4,141.880","$531,725",0.4093,"$209,742",0.4764,0.436
21,103024603.0,"$1,640,295,019","$972,806,681","3,289.043","$498,714",0.4459,"$295,771",0.2616,0.3721
22,103024753.0,"$732,647,173","$422,031,711","2,876.978","$254,658",0.7171,"$146,692",0.6338,0.6837
23,103025002.0,"$1,281,234,600","$576,967,383","2,306.671","$555,447",0.3829,"$250,129",0.3755,0.3799
24,103026002.0,"$801,725,761","$501,155,541","4,467.114","$179,472",0.8006,"$112,187",0.7199,0.7682
25,103026303.0,"$2,558,708,435","$1,042,164,963","3,450.047","$741,644",0.176,"$302,072",0.2458,0.2039
26,103026343.0,"$2,340,893,113","$1,213,993,128","4,675.745","$500,646",0.4438,"$259,636",0.3518,0.4069
27,103026402.0,"$2,712,488,346","$1,998,827,891","6,329.485","$428,548",0.5239,"$315,796",0.2116,0.3989
28,103026852.0,"$5,615,420,300","$3,232,287,109","9,884.436","$568,107",0.3688,"$327,007",0.1836,0.2946
29,103026902.0,"$2,713,901,606","$1,362,453,934","5,235.271","$518,387",0.4241,"$260,245",0.3503,0.3945
30,103026873.0,"$440,977,969","$327,882,044","1,300.241","$339,150",0.6232,"$252,170",0.3704,0.522
31,103027352.0,"$1,471,872,002","$847,354,815","4,943.557","$297,735",0.6692,"$171,405",0.5721,0.6303
32,103021003.0,"$2,810,517,200","$1,743,071,581","5,382.701","$522,138",0.4199,"$323,828",0.1915,0.3285
33,102027451.0,"$19,345,426,470","$8,713,755,343","30,140.065","$641,850",0.2869,"$289,108",0.2782,0.2833
34,103027503.0,"$1,461,723,892","$850,935,614","4,287.125","$340,956",0.6212,"$198,486",0.5045,0.5745
35,103027753.0,"$1,809,196,430","$1,364,110,752","2,248.356","$804,675",0.106,"$606,714",0.1,0.15
36,103028203.0,"$622,706,949","$335,358,343","1,177.644","$528,773",0.4125,"$284,770",0.289,0.3631
37,103028302.0,"$2,032,514,701","$1,139,399,050","5,038.275","$403,414",0.5518,"$226,148",0.4354,0.5051
38,103028653.0,"$316,727,730","$216,401,842","1,878.224","$168,631",0.8127,"$115,216",0.7124,0.7725
39,103028703.0,"$1,308,486,956","$751,391,071","3,853.486","$339,559",0.6228,"$194,989",0.5132,0.5788
40,103028753.0,"$709,603,891","$440,741,778","2,084.555","$340,410",0.6218,"$211,432",0.4721,0.5618
41,103028833.0,"$663,960,750","$324,616,514","1,972.332","$336,637",0.626,"$164,585",0.5891,0.6112
42,103028853.0,"$307,304,668","$166,571,505","2,046.240","$150,180",0.8332,"$81,403",0.7968,0.8186
43,103029203.0,"$2,103,199,606","$1,538,346,810","4,751.461","$442,642",0.5082,"$323,762",0.1917,0.3815
44,103029403.0,"$2,204,002,032","$837,141,053","3,970.549","$555,087",0.3833,"$210,837",0.4736,0.4193
45,103029553.0,"$1,401,094,256","$781,797,498","3,667.328","$382,047",0.5756,"$213,179",0.4678,0.5324
46,103029603.0,"$939,894,622","$457,470,640","3,016.176","$311,617",0.6538,"$151,672",0.6213,0.6407
47,103029803.0,"$399,071,585","$294,711,386","1,253.371","$318,398",0.6463,"$235,134",0.413,0.5529
48,103029902.0,"$1,824,070,214","$1,095,840,123","5,272.208","$345,978",0.6156,"$207,852",0.4811,0.5617
49,128030603.0,"$312,935,043","$186,795,518","1,460.405","$214,279",0.762,"$127,906",0.6807,0.7294
50,128030852.0,"$1,724,907,178","$896,854,772","6,367.784","$270,880",0.6991,"$140,842",0.6484,0.6787
51,128033053.0,"$846,169,122","$453,567,719","2,248.420","$376,339",0.5819,"$201,727",0.4964,0.5476
52,128034503.0,"$220,839,517","$128,413,111",880.458,"$250,823",0.7214,"$145,848",0.6359,0.6871
53,127040503.0,"$260,381,114","$140,675,972","1,393.338","$186,875",0.7924,"$100,963",0.748,0.7746
54,127040703.0,"$1,065,157,819","$605,652,595","3,272.163","$325,521",0.6384,"$185,092",0.5379,0.5981
55,127041203.0,"$944,881,485","$484,872,212","2,450.282","$385,621",0.5716,"$197,884",0.506,0.5453
56,127041503.0,"$362,313,039","$210,235,501","2,099.604","$172,562",0.8083,"$100,131",0.75,0.7849
