,school number,graduate count,college bound,total college bound %,2- or 4-year college or university,total postsecondary bound,total postsecondary bound %,non-degree-granting postsecondary school,non-degree-granting postsecondary school %,specialized associate degree granting institution
205,594.0,146,122,83.6%,107,123,84.2%,1,0.7%,15
206,7586.0,68,64,94.1%,62,66,97.1%,2,2.9%,2
207,6223.0,31,11,35.5%,10,18,58.1%,7,22.6%,1
208,1869.0,335,305,91.0%,304,311,92.8%,6,1.8%,1
209,170.0,362,322,89.0%,317,336,92.8%,14,3.9%,5
210,2040.0,183,128,69.9%,124,129,70.5%,1,0.5%,4
211,6271.0,263,182,69.2%,177,195,74.1%,13,4.9%,5
212,2043.0,161,103,64.0%,91,106,65.8%,3,1.9%,12
213,5219.0,64,43,67.2%,43,51,79.7%,8,12.5%,0
214,802.0,322,244,75.8%,244,259,80.4%,15,4.7%,0
215,1424.0,306,283,92.5%,283,290,94.8%,7,2.3%,0
216,1251.0,216,145,67.1%,144,145,67.1%,0,0.0%,1
217,4845.0,326,269,82.5%,263,273,83.7%,4,1.2%,6
218,5242.0,170,133,78.2%,133,134,78.8%,1,0.6%,0
219,2206.0,204,140,68.6%,128,146,71.6%,6,2.9%,12
220,4373.0,261,210,80.5%,196,214,82.0%,4,1.5%,14
221,3137.0,144,105,72.9%,101,108,75.0%,3,2.1%,4
222,6341.0,58,40,69.0%,35,42,72.4%,2,3.4%,5
223,3145.0,214,160,74.8%,154,167,78.0%,7,3.3%,6
224,6330.0,77,60,77.9%,53,62,80.5%,2,2.6%,7
225,808.0,167,123,73.7%,120,136,81.4%,13,7.8%,3
226,5190.0,245,227,92.7%,220,229,93.5%,2,0.8%,7
227,2891.0,146,108,74.0%,107,114,78.1%,6,4.1%,1
228,4571.0,89,56,62.9%,52,58,65.2%,2,2.2%,4
229,7948.0,156,113,72.4%,98,117,75.0%,4,2.6%,15
230,1547.0,34,20,58.8%,17,24,70.6%,4,11.8%,3
231,7899.0,117,0,0.0%,0,0,0.0%,0,0.0%,0
232,7900.0,52,0,0.0%,0,0,0.0%,0,0.0%,0
233,6333.0,237,0,0.0%,0,0,0.0%,0,0.0%,0
234,7902.0,84,74,88.1%,74,74,88.1%,0,0.0%,0
235,1761.0,13,0,0.0%,0,0,0.0%,0,0.0%,0
236,3272.0,407,354,87.0%,352,360,88.5%,6,1.5%,2
237,1879.0,422,387,91.7%,373,391,92.7%,4,0.9%,14
238,7348.0,777,531,68.3%,496,542,69.8%,11,1.4%,35
239,2578.0,564,450,79.8%,432,475,84.2%,25,4.4%,18
240,7747.0,4,4,100.0%,4,4,100.0%,0,0.0%,0
241,4404.0,476,410,86.1%,408,430,90.3%,20,4.2%,2
242,3150.0,191,140,73.3%,140,147,77.0%,7,3.7%,0
243,5153.0,174,125,71.8%,125,136,78.2%,11,6.3%,0
244,5207.0,306,228,74.5%,228,246,80.4%,18,5.9%,0
245,2331.0,88,65,73.9%,57,65,73.9%,0,0.0%,8
246,7723.0,89,41,46.1%,38,44,49.4%,3,3.4%,3
247,675.0,234,165,70.5%,151,170,72.6%,5,2.1%,14
248,2305.0,168,109,64.9%,100,113,67.3%,4,2.4%,9
249,7542.0,105,103,98.1%,99,104,99.0%,1,1.0%,4
250,2325.0,240,200,83.3%,191,208,86.7%,8,3.3%,9
251,1885.0,330,212,64.2%,206,212,64.2%,0,0.0%,6
252,4817.0,98,76,77.6%,66,78,79.6%,2,2.0%,10
253,6126.0,49,38,77.6%,30,38,77.6%,0,0.0%,8
254,4412.0,93,62,66.7%,55,64,68.8%,2,2.2%,7
255,5180.0,92,0,0.0%,0,0,0.0%,0,0.0%,0
256,2280.0,60,28,46.7%,25,29,48.3%,1,1.7%,3
257,3277.0,47,42,89.4%,41,42,89.4%,0,0.0%,1
258,3034.0,182,127,69.8%,127,134,73.6%,7,3.8%,0
259,1307.0,139,108,77.7%,108,110,79.1%,2,1.4%,0
260,6218.0,64,49,76.6%,49,49,76.6%,0,0.0%,0
261,2394.0,92,61,66.3%,59,61,66.3%,0,0.0%,2
262,6255.0,147,87,59.2%,61,87,59.2%,0,0.0%,26
263,2308.0,72,45,62.5%,39,51,70.8%,6,8.3%,6
264,5245.0,93,70,75.3%,70,71,76.3%,1,1.1%,0
265,1154.0,126,92,73.0%,81,98,77.8%,6,4.8%,11
266,6482.0,246,197,80.1%,197,203,82.5%,6,2.4%,0
267,1486.0,78,58,74.4%,49,60,76.9%,2,2.6%,9
268,6241.0,45,25,55.6%,25,26,57.8%,1,2.2%,0
269,7589.0,305,208,68.2%,205,210,68.9%,2,0.7%,3
270,7506.0,60,15,25.0%,6,17,28.3%,2,3.3%,9
271,5112.0,201,166,82.6%,149,167,83.1%,1,0.5%,17
272,4431.0,332,199,59.9%,178,202,60.8%,3,0.9%,21
273,816.0,142,112,78.9%,109,113,79.6%,1,0.7%,3
274,7538.0,12,4,33.3%,4,4,33.3%,0,0.0%,0
275,4528.0,104,76,73.1%,75,84,80.8%,8,7.7%,1
276,6404.0,154,128,83.1%,128,130,84.4%,2,1.3%,0
277,2924.0,152,124,81.6%,118,129,84.9%,5,3.3%,6
278,3155.0,99,70,70.7%,60,70,70.7%,0,0.0%,10
279,2607.0,277,212,76.5%,194,215,77.6%,3,1.1%,18
280,7394.0,31,12,38.7%,9,12,38.7%,0,0.0%,3
281,2596.0,489,347,71.0%,296,364,74.4%,17,3.5%,51
282,7922.0,92,53,57.6%,53,54,58.7%,1,1.1%,0
283,2680.0,103,90,87.4%,84,91,88.3%,1,1.0%,6
284,6600.0,225,170,75.6%,156,183,81.3%,13,5.8%,14
285,4940.0,106,55,51.9%,46,62,58.5%,7,6.6%,9
286,5155.0,194,127,65.5%,103,129,66.5%,2,1.0%,24
287,7923.0,44,34,77.3%,34,37,84.1%,3,6.8%,0
288,7681.0,9,8,88.9%,8,8,88.9%,0,0.0%,0
289,7634.0,108,98,90.7%,98,106,98.1%,8,7.4%,0
290,1315.0,169,125,74.0%,121,133,78.7%,8,4.7%,4
291,4807.0,215,121,56.3%,71,122,56.7%,1,0.5%,50
292,4085.0,128,102,79.7%,102,103,80.5%,1,0.8%,0
293,4437.0,50,25,50.0%,25,25,50.0%,0,0.0%,0
294,4442.0,105,81,77.1%,77,84,80.0%,3,2.9%,4
295,7859.0,108,82,75.9%,82,91,84.3%,9,8.3%,0
296,3532.0,90,62,68.9%,58,69,76.7%,7,7.8%,4
297,14.0,171,113,66.1%,109,116,67.8%,3,1.8%,4
298,1776.0,310,246,79.4%,233,252,81.3%,6,1.9%,13
299,3296.0,204,197,96.6%,194,201,98.5%,4,2.0%,3
300,3295.0,376,350,93.1%,350,355,94.4%,5,1.3%,0
301,4960.0,175,165,94.3%,164,169,96.6%,4,2.3%,1
302,4828.0,121,104,86.0%,104,104,86.0%,0,0.0%,0
303,7012.0,84,65,77.4%,64,71,84.5%,6,7.1%,1
304,2618.0,274,156,56.9%,143,159,58.0%,3,1.1%,13
305,2623.0,445,373,83.8%,369,386,86.7%,13,2.9%,4
306,7672.0,89,60,67.4%,60,66,74.2%,6,6.7%,0
307,2339.0,107,74,69.2%,66,80,74.8%,6,5.6%,8
308,7777.0,31,25,80.6%,23,25,80.6%,0,0.0%,2
309,1902.0,305,241,79.0%,235,254,83.3%,13,4.3%,6
310,1159.0,217,201,92.6%,194,203,93.5%,2,0.9%,7
311,7574.0,94,82,87.2%,82,88,93.6%,6,6.4%,0
312,7678.0,56,55,98.2%,55,55,98.2%,0,0.0%,0
313,7582.0,64,59,92.2%,59,64,100.0%,5,7.8%,0
314,4249.0,159,110,69.2%,93,115,72.3%,5,3.1%,17
315,6105.0,292,154,52.7%,140,157,53.8%,3,1.0%,14
316,5098.0,265,220,83.0%,213,229,86.4%,9,3.4%,7
317,3158.0,104,71,68.3%,71,73,70.2%,2,1.9%,0
318,3305.0,445,392,88.1%,390,396,89.0%,4,0.9%,2
319,3994.0,64,0,0.0%,0,0,0.0%,0,0.0%,0
320,7890.0,122,68,55.7%,63,68,55.7%,0,0.0%,5
321,1790.0,145,111,76.6%,110,113,77.9%,2,1.4%,1
322,3962.0,174,97,55.7%,91,98,56.3%,1,0.6%,6
323,7170.0,224,141,62.9%,125,158,70.5%,17,7.6%,16
324,6887.0,209,128,61.2%,98,132,63.2%,4,1.9%,30
325,4091.0,162,103,63.6%,103,108,66.7%,5,3.1%,0
326,6711.0,2,0,0.0%,0,0,0.0%,0,0.0%,0
327,2063.0,550,474,86.2%,449,487,88.5%,13,2.4%,25
328,7995.0,16,6,37.5%,4,7,43.8%,1,6.3%,2
329,7471.0,13,6,46.2%,5,8,61.5%,2,15.4%,1
330,1794.0,70,57,81.4%,56,59,84.3%,2,2.9%,1
331,1623.0,43,29,67.4%,29,29,67.4%,0,0.0%,0
332,3541.0,179,129,72.1%,105,134,74.9%,5,2.8%,24
333,6583.0,84,61,72.6%,43,64,76.2%,3,3.6%,18
334,2686.0,130,95,73.1%,92,101,77.7%,6,4.6%,3
335,685.0,57,49,86.0%,44,49,86.0%,0,0.0%,5
336,6181.0,81,54,66.7%,54,54,66.7%,0,0.0%,0
337,1164.0,132,84,63.6%,71,85,64.4%,1,0.8%,13
338,3040.0,67,50,74.6%,48,50,74.6%,0,0.0%,2
339,5017.0,236,213,90.3%,210,216,91.5%,3,1.3%,3
340,3045.0,178,146,82.0%,145,149,83.7%,3,1.7%,1
341,4044.0,144,100,69.4%,89,107,74.3%,7,4.9%,11
342,4951.0,282,245,86.9%,234,246,87.2%,1,0.4%,11
343,1062.0,57,51,89.5%,45,51,89.5%,0,0.0%,6
344,1550.0,88,60,68.2%,40,64,72.7%,4,4.5%,20
345,6936.0,143,100,69.9%,100,100,69.9%,0,0.0%,0
346,4458.0,182,138,75.8%,128,143,78.6%,5,2.7%,10
347,7944.0,111,62,55.9%,53,66,59.5%,4,3.6%,9
348,4049.0,120,77,64.2%,69,86,71.7%,9,7.5%,8
349,254.0,477,452,94.8%,449,452,94.8%,0,0.0%,3
350,6610.0,259,198,76.4%,182,210,81.1%,12,4.6%,16
351,7546.0,16,15,93.8%,14,15,93.8%,0,0.0%,1
352,3048.0,79,54,68.4%,54,57,72.2%,3,3.8%,0
353,3495.0,377,322,85.4%,322,323,85.7%,1,0.3%,0
354,6455.0,742,626,84.4%,624,659,88.8%,33,4.4%,2
355,7732.0,25,11,44.0%,11,11,44.0%,0,0.0%,0
356,2689.0,83,74,89.2%,74,76,91.6%,2,2.4%,0
357,695.0,121,95,78.5%,83,99,81.8%,4,3.3%,12
358,2704.0,202,165,81.7%,142,165,81.7%,0,0.0%,23
359,1084.0,115,110,95.7%,109,110,95.7%,0,0.0%,1
360,4469.0,130,95,73.1%,94,95,73.1%,0,0.0%,1
361,7829.0,68,68,100.0%,67,68,100.0%,0,0.0%,1
362,7930.0,95,64,67.4%,55,71,74.7%,7,7.4%,9
363,3321.0,2,0,0.0%,0,1,50.0%,1,50.0%,0
364,6729.0,393,264,67.2%,259,286,72.8%,22,5.6%,5
365,6998.0,43,29,67.4%,28,29,67.4%,0,0.0%,1
366,6793.0,690,650,94.2%,643,650,94.2%,0,0.0%,7
367,1489.0,54,31,57.4%,31,31,57.4%,0,0.0%,0
368,6145.0,159,118,74.2%,107,124,78.0%,6,3.8%,11
369,7101.0,392,323,82.4%,318,336,85.7%,13,3.3%,5
370,5345.0,1037,920,88.7%,898,936,90.3%,16,1.5%,22
371,2446.0,253,183,72.3%,174,197,77.9%,14,5.5%,9
372,3883.0,139,87,62.6%,79,98,70.5%,11,7.9%,8
373,3988.0,98,59,60.2%,56,74,75.5%,15,15.3%,3
374,3505.0,455,377,82.9%,364,377,82.9%,0,0.0%,13
375,964.0,67,48,71.6%,48,53,79.1%,5,7.5%,0
376,4577.0,230,157,68.3%,132,163,70.9%,6,2.6%,25
377,747.0,95,58,61.1%,50,67,70.5%,9,9.5%,8
378,6201.0,79,48,60.8%,42,53,67.1%,5,6.3%,6
379,2760.0,207,113,54.6%,113,129,62.3%,16,7.7%,0
380,2818.0,157,126,80.3%,123,127,80.9%,1,0.6%,3
381,3875.0,47,18,38.3%,18,19,40.4%,1,2.1%,0
382,4058.0,57,37,64.9%,37,39,68.4%,2,3.5%,0
383,6372.0,37,23,62.2%,22,23,62.2%,0,0.0%,1
384,6373.0,88,57,64.8%,57,63,71.6%,6,6.8%,0
385,6345.0,245,168,68.6%,157,178,72.7%,10,4.1%,11
386,53.0,103,86,83.5%,78,87,84.5%,1,1.0%,8
387,7562.0,30,26,86.7%,22,26,86.7%,0,0.0%,4
388,2958.0,94,78,83.0%,78,84,89.4%,6,6.4%,0
389,6745.0,135,101,74.8%,76,106,78.5%,5,3.7%,25
390,2821.0,181,156,86.2%,148,158,87.3%,2,1.1%,8
391,4717.0,416,347,83.4%,320,348,83.7%,1,0.2%,27
392,7665.0,166,144,86.7%,138,163,98.2%,19,11.4%,6
393,1414.0,200,132,66.0%,124,144,72.0%,12,6.0%,8
394,4931.0,200,137,68.5%,130,148,74.0%,11,5.5%,7
395,2449.0,79,57,72.2%,55,62,78.5%,5,6.3%,2
396,6318.0,164,137,83.5%,131,141,86.0%,4,2.4%,6
397,3877.0,53,31,58.5%,31,33,62.3%,2,3.8%,0
398,3107.0,73,41,56.2%,37,42,57.5%,1,1.4%,4
399,1406.0,284,252,88.7%,246,258,90.8%,6,2.1%,6
400,1420.0,269,218,81.0%,211,225,83.6%,7,2.6%,7
401,7690.0,122,65,53.3%,50,69,56.6%,4,3.3%,15
402,1094.0,180,137,76.1%,135,140,77.8%,3,1.7%,2
403,4734.0,122,95,77.9%,95,101,82.8%,6,4.9%,0
404,2766.0,219,163,74.4%,150,165,75.3%,2,0.9%,13
405,6693.0,131,103,78.6%,97,110,84.0%,7,5.3%,6
406,2829.0,773,675,87.3%,670,676,87.5%,1,0.1%,5
407,6439.0,159,124,78.0%,122,127,79.9%,3,1.9%,2
408,1213.0,164,95,57.9%,91,95,57.9%,0,0.0%,4
409,309.0,402,283,70.4%,277,293,72.9%,10,2.5%,6
410,2633.0,474,327,69.0%,294,333,70.3%,6,1.3%,33
411,1629.0,90,13,14.4%,13,13,14.4%,0,0.0%,0
412,6942.0,122,63,51.6%,52,66,54.1%,3,2.5%,11
413,6136.0,112,82,73.2%,78,87,77.7%,5,4.5%,4
414,1915.0,292,252,86.3%,245,267,91.4%,15,5.1%,7
415,1100.0,551,461,83.7%,458,485,88.0%,24,4.4%,3
416,2345.0,64,38,59.4%,33,41,64.1%,3,4.7%,5
417,6231.0,125,86,68.8%,81,87,69.6%,1,0.8%,5
418,4682.0,858,765,89.2%,760,777,90.6%,12,1.4%,5
419,7650.0,863,567,65.7%,532,615,71.3%,48,5.6%,35
420,7821.0,38,31,81.6%,26,33,86.8%,2,5.3%,5
421,7819.0,330,215,65.2%,215,259,78.5%,44,13.3%,0
422,7687.0,98,50,51.0%,50,55,56.1%,5,5.1%,0
423,6648.0,390,347,89.0%,329,355,91.0%,8,2.1%,18
424,2649.0,154,95,61.7%,93,107,69.5%,12,7.8%,2
425,3328.0,364,322,88.5%,320,323,88.7%,1,0.3%,2
426,7770.0,63,23,36.5%,20,23,36.5%,0,0.0%,3
427,5083.0,356,316,88.8%,313,317,89.0%,1,0.3%,3
428,7587.0,96,88,91.7%,79,89,92.7%,1,1.0%,9
429,3847.0,223,127,57.0%,119,127,57.0%,0,0.0%,8
430,7070.0,147,143,97.3%,139,144,98.0%,1,0.7%,4
431,3840.0,173,67,38.7%,54,68,39.3%,1,0.6%,13
432,4728.0,44,23,52.3%,23,34,77.3%,11,25.0%,0
433,7023.0,147,0,0.0%,0,0,0.0%,0,0.0%,0
434,3848.0,503,495,98.4%,495,497,98.8%,2,0.4%,0
435,7781.0,67,51,76.1%,47,53,79.1%,2,3.0%,4
436,6996.0,156,120,76.9%,118,123,78.8%,3,1.9%,2
437,3841.0,169,149,88.2%,142,154,91.1%,5,3.0%,7
438,3787.0,48,1,2.1%,1,1,2.1%,0,0.0%,0
