,school number,graduate count,college bound,total college bound %,2- or 4-year college or university,2- or 4-year university %,total postsecondary bound,total postsecondary bound %,non-degree-granting postsecondary school,non-degree-granting postsecondary school %,specialized associate degree granting institution
913,4149.0,169,98,57.99%,94,55.62%,106,62.72%,8,4.73%,4
914,4165.0,33,22,66.67%,16,48.48%,25,75.76%,3,9.09%,6
915,4188.0,86,56,65.12%,56,65.12%,60,69.77%,4,4.65%,0
916,4181.0,114,40,35.09%,36,31.58%,41,35.96%,1,0.88%,4
918,4195.0,76,49,64.47%,49,64.47%,49,64.47%,0,0.00%,0
920,4203.0,74,45,60.81%,38,51.35%,46,62.16%,1,1.35%,7
921,4217.0,363,282,77.69%,256,70.52%,286,78.79%,4,1.10%,26
923,4715.0,106,68,64.15%,62,58.49%,68,64.15%,0,0.00%,6
925,4235.0,81,54,66.67%,53,65.43%,57,70.37%,3,3.70%,1
926,4242.0,83,47,56.63%,47,56.63%,47,56.63%,0,0.00%,0
928,4249.0,101,64,63.37%,60,59.41%,65,64.36%,1,0.99%,4
930,5083.0,333,307,92.19%,296,88.89%,307,92.19%,0,0.00%,11
931,7019.0,215,77,35.81%,74,34.42%,78,36.28%,1,0.47%,3
933,6012.0,226,146,64.60%,138,61.06%,151,66.81%,5,2.21%,8
935,4286.0,124,42,33.87%,42,33.87%,42,33.87%,0,0.00%,0
937,4295.0,208,120,57.69%,120,57.69%,122,58.65%,2,0.96%,0
939,6704.0,160,91,56.88%,86,53.75%,92,57.50%,1,0.63%,5
940,4930.0,174,121,69.54%,118,67.82%,127,72.99%,6,3.45%,3
941,4340.0,146,107,73.29%,106,72.60%,112,76.71%,5,3.42%,1
943,4352.0,135,86,63.70%,80,59.26%,89,65.93%,3,2.22%,6
945,4360.0,283,226,79.86%,225,79.51%,227,80.21%,1,0.35%,1
947,7550.0,34,9,26.47%,9,26.47%,9,26.47%,0,0.00%,0
948,4845.0,305,232,76.07%,232,76.07%,236,77.38%,4,1.31%,0
950,4373.0,156,121,77.56%,120,76.92%,121,77.56%,0,0.00%,1
952,4404.0,451,308,68.29%,304,67.41%,313,69.40%,5,1.11%,4
954,8421.0,67,45,67.16%,43,64.18%,45,67.16%,0,0.00%,2
956,4431.0,257,176,68.48%,169,65.76%,179,69.65%,3,1.17%,7
957,4442.0,144,104,72.22%,104,72.22%,112,77.78%,8,5.56%,0
959,6181.0,53,33,62.26%,24,45.28%,34,64.15%,1,1.89%,9
960,4458.0,142,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0
962,8323.0,91,50,54.95%,46,50.55%,52,57.14%,2,2.20%,4
964,4717.0,390,308,78.97%,300,76.92%,311,79.74%,3,0.77%,8
966,6648.0,304,243,79.93%,242,79.61%,246,80.92%,3,0.99%,1
968,6191.0,122,49,40.16%,45,36.89%,52,42.62%,3,2.46%,4
969,4735.0,173,92,53.18%,92,53.18%,95,54.91%,3,1.73%,0
971,5271.0,169,107,63.31%,100,59.17%,109,64.50%,2,1.18%,7
973,4528.0,84,52,61.90%,51,60.71%,55,65.48%,3,3.57%,1
974,4545.0,472,342,72.46%,330,69.92%,351,74.36%,9,1.91%,12
976,4553.0,437,329,75.29%,321,73.46%,331,75.74%,2,0.46%,8
978,4558.0,228,130,57.02%,129,56.58%,137,60.09%,7,3.07%,1
980,4564.0,166,93,56.02%,89,53.61%,108,65.06%,15,9.04%,4
982,4571.0,116,60,51.72%,60,51.72%,60,51.72%,0,0.00%,0
984,7624.0,67,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0
985,4577.0,258,168,65.12%,161,62.40%,177,68.60%,9,3.49%,7
987,4598.0,361,216,59.83%,194,53.74%,220,60.94%,4,1.11%,22
989,4602.0,214,145,67.76%,138,64.49%,145,67.76%,0,0.00%,7
991,4608.0,287,167,58.19%,164,57.14%,180,62.72%,13,4.53%,3
993,4614.0,218,177,81.19%,170,77.98%,177,81.19%,0,0.00%,7
995,4623.0,298,182,61.07%,172,57.72%,191,64.09%,9,3.02%,10
997,6705.0,219,140,63.93%,134,61.19%,148,67.58%,8,3.65%,6
999,4647.0,244,67,27.46%,67,27.46%,69,28.28%,2,0.82%,0
1001,5168.0,385,89,23.12%,88,22.86%,93,24.16%,4,1.04%,1
1002,4658.0,216,179,82.87%,179,82.87%,180,83.33%,1,0.46%,0
1004,1732.0,273,195,71.43%,185,67.77%,198,72.53%,3,1.10%,10
1005,4704.0,266,178,66.92%,173,65.04%,181,68.05%,3,1.13%,5
1007,6345.0,228,141,61.84%,133,58.33%,147,64.47%,6,2.63%,8
1009,,"125,228","77,250",61.69%,"75,022",59.91%,"79,658",63.61%,"2,408",1.92%,"2,228"
1010,,,- 2 -,,,,,www.pimsreports.pa.gov,,,
