Schl,Federal - Non-Personnel,Federal - Personnel,Local - Non-Personnel,Local - Personnel,State - Non-Personnel,State - Personnel
7164,339.84,1053.15,774.09,2398.9,2417.55,7491.94
7165,54.77,47.22,1588.64,7451.66,796.36,3735.39
7167,85.78,761.4,538.49,2814.56,1077.82,5633.5
7169,5.09,940.34,2268.57,12600.97,721.44,4007.27
7172,1.66,2.97,2878.58,6143.25,1627.62,3473.54
7175,218.32,1801.67,1711.27,7574.75,90.84,362.56
7176,85.67,0,1622.96,4113.17,2618.11,6635.24
7182,630.4,1285.59,1665.5,6704.86,2112.92,8506.04
7183,242.95,500.71,1997.62,9505.61,1830.92,8712.41
7186,22.06,265.18,2281.49,12207.48,0,0
7189,34.88,4.59,1035.5,5467.83,1167.69,6165.85
7190,45.64,255.2,865.26,4196.95,975.72,4732.73
7191,45.65,1184.47,875.74,4279.65,987.54,4825.99
7193,0,392.72,149.75,4375.25,11.56,2978.11
7194,332.93,610.65,421.87,4598.63,584.64,5368.29
7195,1.17,6.47,7.07,25.39,28.47,102.31
7197,0.11,0.19,3.18,19.3,0.81,4.94
7198,0.12,0.38,3.15,17.15,0.81,4.39
7199,292.03,1524.27,479.46,2445.5,1210.31,5987.96
7201,22.25,745.17,2623.52,6195.92,1734.48,4096.31
7202,68.51,286.12,1373.07,5734.27,1413.03,5901.17
7208,0,19.94,1902.93,13443.88,161.25,0.62
7209,49.46,143.97,2500.01,10794.23,827.94,3574.78
7210,35.02,360.22,1571.44,11815.22,512.02,3337.34
7212,39.56,131.63,3164.84,10530.08,751.65,2500.89
7214,136.14,0,1589.94,14021.37,356.13,3140.65
7215,123.69,162.21,510.5,2037.43,1786.97,7131.92
7216,13.64,207.78,1362.14,7805.33,558.53,3200.49
7217,6.01,4.74,1284.77,7182.57,526.81,2945.14
7218,298.93,3.62,2143.76,10159.74,10.55,108.07
7220,0,0,0,0,0,0
7221,42.18,256.97,780.34,4753.92,1286.51,7837.54
7223,129.5,879.11,593.11,3523.72,1365.41,8112.07
7225,245.55,2224.67,1990.72,10369.07,91.03,627.08
7226,249.07,1326.57,1750.29,8853.39,90.69,417.06
7227,237.52,1983.25,1850.43,10079.53,91.04,695.8
7228,243.53,1999.13,1837.53,8203.5,91,580.93
7229,191.56,795.07,1810.87,8715.92,90.68,171.86
7230,216.2,1909.52,1726.04,7023.14,90.95,558.24
7231,256.16,1654.85,1696.43,7929.63,90.83,367.55
7232,219.9,2240.45,1708.52,7329.86,91,606.34
7233,292.31,1815.61,1778.06,7668.94,90.76,427.1
7234,244.88,1228.45,1741.66,7879.63,91.9,376.29
7235,197.92,1300.05,1871.29,7633.83,90.73,404.78
7239,214.84,2222.51,1730.69,10077.9,90.9,323.55
7242,315.88,1247.85,1827.74,9132.28,90.55,171.63
7245,298.8,2660.32,1719.21,10489.26,90.31,755.44
7253,196.79,1057.71,1755.65,8681.36,90.68,171.86
7255,196.93,2111.75,2362.95,15964.51,91.99,1414.72
7256,199.15,1283.32,1744.83,8508.78,91.02,566.12
7258,40.83,318.73,544.23,4248.84,772.07,6027.67
7259,132.04,513.11,1342.57,2806.44,2721.62,5500.55
7260,21.73,320.99,1354.22,8982.87,4477.17,2970.38
7262,98.81,227.83,1828.96,10272.56,623.36,3471.54
7263,44.17,635.75,2470.01,11332.96,0,0
7264,17.17,90.1,1384.41,7264.56,652.36,3423.18
7265,62.41,55.15,1573.95,8115.95,465.01,2397.76
7266,62.41,179.4,1570.18,8365.45,463.89,2471.47
7268,26.78,172.78,2582.42,14260.36,0,126.68
7269,26.81,172.98,2594.33,13044.71,0,126.83
7270,26.74,172.57,2575.93,14430.54,0,126.52
7271,123.67,87.96,1259.22,12647.67,442.43,4443.78
7273,135.3,601.62,1387.79,5684.78,1088.31,4457.99
7274,123.67,86.42,1313.37,13234.31,461.45,4649.89
7276,30.2,50.39,1277.35,8894.82,1326.86,5748
7278,134.97,923.98,632.81,4626.96,1145.39,8374.84
7280,0,829.86,1116.4,7696.78,993.21,6847.41
7281,337.26,873.5,434.45,3663.21,849.33,7330.47
7283,0,0,1723.26,5912.63,327.93,4248.56
7284,16.61,106.59,1645.39,10559.16,817.12,5243.78
7286,32.94,146.67,1891.21,8420.24,709.27,3157.89
7289,8.41,176.02,647.28,2340.49,2316.21,8376.04
7300,67.03,953.36,1311.71,7623.36,399.42,4089.18
7302,0,277.51,1388.86,5098.67,1005.72,3692.14
7304,0.11,0.4,3.44,20.97,0.88,5.37
7306,88.75,984.01,1525.5,8901.55,496.68,2898.19
7307,84.68,858.13,741.69,5279.59,1161.63,8640.32
7308,65.93,50.45,1801.91,15035.88,0,0
7312,1.88,322.92,3493.4,21480.51,50.88,9.41
7313,2.56,26.73,2226.55,13327.71,510.02,3055.49
7315,54.77,1132.3,636.27,3195.3,1240.65,6230.5
7316,1.79,2855.25,3833.32,21125.1,0,2906.3
7321,43.28,7.09,1426.83,11257.81,376.19,2978.86
7322,13.18,0,836.47,4899.81,823.29,4899.81
7323,12.71,324.41,1736.68,6631.79,921.83,3520.16
7324,117.74,18.86,1827.7,8862.6,508.8,2467.22
7326,0,0.84,4.21,34.96,0.03,7.87
7327,0,0,0.77,20.8,0.01,3.75
7328,0,554.63,2006.28,9830.11,0,0
7329,79.92,337.83,1438.19,6079.39,1081.68,4572.37
7331,32.03,871.24,1019.71,4965.07,1263.2,6150.65
7332,16.01,308.49,698.02,6709.12,0,0
7333,217.3,1361.35,695.79,6417.27,1236.97,5320.97
7334,13.95,375.01,100.56,11012.41,0,248.55
7339,0,0,0,0,0,0
7340,24.26,13.25,204.07,4010.25,259.72,5356.99
7341,27.83,266.87,897.47,12833.12,1736.7,4347.06
7342,0,250.59,1442.5,7103.16,1085.98,5347.6
7346,84.33,74.66,1476.71,12558.53,1.66,141.99
7348,78.09,206.77,380.17,4569.62,487.39,5815.88
7352,0,0,1097.38,3844.45,1153.59,4041.36
7353,22.6,185.18,1678.62,10643.01,681.19,4319
7354,136.31,1134.02,1610.04,5672.48,951.68,3352.95
7355,55.32,504.03,1791.82,5433.46,1179.12,6016.54
7357,9.07,543.12,776.78,9990.7,0,0
7359,0,3.3,1123.6,6780.28,829.42,5005.06
7360,115.85,112.38,658.62,5059.57,734.05,5639.05
7362,247.71,1540.73,1821.6,8792.5,1431.85,6911.2
7363,134.36,818.48,510.7,2799.87,1350.18,7402.2
7364,174.06,747.02,2180,12076.56,736.84,4081.9
7365,24.3,400.27,1568.96,14874.29,332.02,3147.63
7366,61.89,325.89,1853.87,11285.1,786.87,4789.91
7367,7.32,0,1299.03,5592.01,1214.34,5227.46
7368,217.49,1411.97,2060.11,9916.47,90.53,171.59
7371,126.77,788.69,6324.64,11017.74,758.68,0
7374,225.85,1195.97,681.61,2770.91,1739.63,6804.25
7375,79.7,53.43,3157.02,11974.32,1670.23,6335.03
7378,1.46,562.95,803.99,7835.88,371.11,3427.42
7379,60.61,11.28,1571.14,14654.18,1.66,0.69
7380,290.7,36.88,2950.08,10543.71,946.47,3382.73
7381,6.6,456.21,898.26,4916.12,724.02,4298.95
7382,8.87,380.9,2130.93,5527.78,218.98,4580.43
7383,44.47,6.08,1885.93,9363.8,499.17,2478.42
7384,31.24,20.26,1607.02,7943.77,437.24,4387.87
7385,185.36,564.96,1919.87,5851.69,1758.68,5360.37
7386,29.45,143.1,1031.76,5013.92,552.11,2683.04
7387,29.06,435.42,601.09,4569.49,1004.23,7634.18
7388,59.63,221.36,2031.59,7541.4,1284.21,4767.05
7391,0,0,1892.58,4567.05,3288.5,7935.61
7393,2.92,94.75,1262.14,9138.97,392.26,2840.28
7395,0,0,1683.88,6936.41,0,0
7396,74.2,385.92,822.7,3259.68,1988.44,7878.53
7397,38.28,1320.9,1652.31,7999.74,1188.87,5755.99
7398,178.39,321.4,1776.66,8778.14,1278.35,6316.07
7399,0.28,5.6,5.47,26.44,11.58,55.92
7400,0,587.74,1286.12,5283.89,1952.9,8023.3
7402,59.74,221.77,2035.38,7555.44,1286.6,4775.93
7404,279.3,2593.84,1745.74,8093.45,91.45,1017
7408,159.41,411.22,1267.81,8374.26,857.96,5667.09
7410,59.34,301.96,1509.99,7977.23,647.14,3418.81
7411,151.63,901.5,1903.06,11091.13,807.74,4707.58
7413,0,995.62,713.71,3830.01,1171.41,6286.23
7414,37.27,97.9,1506.34,7701.23,827.14,4284.75
7417,5.04,934.77,2268.77,12602.05,721.5,4007.61
7418,0,0,0,0,0,0
7419,12.18,18.78,2382.59,11970.35,9.59,0
7420,22.88,134.37,1256.06,7378.04,522.15,3067.08
7421,4.6,17.1,1519.34,9892.47,564.04,3672.5
7424,62.07,230.42,2114.8,7850.26,1336.8,4962.29
7425,0,0,637.86,6750.41,1489.59,15750.95
7426,3.92,4.78,2609.26,12277.25,331.78,3870.87
7427,30.48,483.03,1290.71,5931.4,642.22,2921.43
7429,0,778.45,3285.09,11502.95,0,255.99
7430,55.68,509.83,1659.95,12310.39,19.3,264.09
7432,0,0,1868.19,14214.09,12.74,157.25
7434,158.66,150.95,1271.54,7062.68,1165.43,6473.34
7435,21.25,31.6,1288.49,11953.81,341.92,3172.13
7436,14.55,670.08,852.64,9223.8,552.02,3310.81
7437,0,0,1328.28,6201.04,994.21,4694.42
7439,11.59,0,3328.8,7116.31,1769.4,3782.64
7441,77.21,445.86,1576.98,9350.35,471.79,2797.39
7442,4.59,2.32,1319.48,8072.61,489.84,2996.89
7446,17.81,1071.75,1549.16,11413.2,805.18,5932.09
7447,0,337.54,2462.13,12400.47,12.39,0
7450,156.85,1131.02,942.42,3286.95,3545.29,8047.36
7456,0,0,0,0,0,0
7457,154.19,1105.75,1468.2,4404.59,2619.98,7859.93
7458,94.5,402.99,1770.24,11396.4,463.2,3015.57
7459,54.07,0,2630.84,10418.8,730.2,2891.8
7460,0,0,3816.04,11740.96,0,0
7461,15.15,898.08,1867.36,9611.27,580.35,2987.06
7462,0,0,1706.13,10618.72,530.24,3300.17
7465,110.34,310.5,2010.95,15690.45,0,0
7466,145.05,388.59,1109.44,5690.22,444.18,2278.16
7467,155.73,823.98,1139.59,4189.54,2585.04,9503.51
7468,0,212.69,1559.75,6488.41,1516.68,6309.24
7472,261.93,2135.49,1844.53,11326.41,89.76,489.19
7475,7.33,557.24,1926.71,6871.9,1955.74,6975.42
7476,25.55,653.43,1858.48,5909.52,1735.83,5519.53
7477,22.45,221.37,1488.7,6960.21,1851.44,8656.14
7480,107.17,571.08,970.24,5284.11,716.21,3900.62
7481,38.1,1045.27,1518.67,7679.11,1018.43,5149.65
7482,59.26,419.45,1521.69,10770.78,715.94,5067.55
7484,191.9,733.31,321.54,1565.9,1297.44,7304.59
7486,4,159.3,2138.3,14517.14,490.16,3357.97
7487,4.3,740.63,1901.52,2214.28,408.36,6829.89
7488,7.17,413.84,1780.81,8518.04,703.23,3363.73
7489,7.17,177.32,1775,8458.89,700.94,3340.37
7490,27.72,258.43,5761.31,312.87,394.14,2220.97
7491,0,0,607.55,12397.32,1189.05,1827.73
7492,111.17,856.11,818.84,2871.5,620.55,4359.92
7497,129.96,737.38,1123.01,5071.9,828.52,6867.74
7498,29.01,907.95,253.44,2472.45,615.5,6004.52
7500,24.45,262.55,354.59,1308.24,985.08,3634.4
7501,248.33,1544.59,1826.16,8814.52,1435.44,6928.5
7502,252.31,1569.32,1855.39,8955.61,1458.41,7039.41
7505,0,1076.55,10194.12,13477.11,1574.73,344.53
7506,476.42,2661.62,4701.06,15775.87,340.7,16.33
7507,108.18,728.93,973.33,7604.85,601.13,4696.75
7508,40.77,790.8,1391.77,4710.45,1749.21,5920.22
7509,51.69,192.68,2497.62,9309.32,667.25,2487.05
7510,32.05,1064.13,3626.14,9753.73,0,0
7511,644.87,1118.03,6164.52,4015.34,0,0
7513,0,0,0,0,0,0
7514,197.29,0,5997.1,11224.4,50.96,0
7515,125.29,347.61,34.64,14.22,375.33,8202.16
7516,8.69,59.71,1684.43,9174.75,497.65,2710.57
7517,8.69,59.71,1716.58,8873.87,507.14,2621.68
7518,19.89,305.4,1686.3,0,882.47,7306.47
7519,75.7,52,1705.6,15167.45,0,0
7520,21.27,31.63,1259.03,11384.22,334.1,3020.98
7521,347.31,1630.09,1855.2,8518.7,95.05,411.22
7522,230.58,1938.69,2100.51,9209.18,95.23,486.59
7525,106.02,798.45,1246.8,4860.34,1476.06,5754.07
7532,96.92,906.84,3231.34,7698.86,0,0
7534,21.28,19.82,740.3,10857.93,201.36,2973.05
7535,21.51,465.23,708.14,10623.7,192.45,2908.9
7536,286.42,1338.59,1908.66,11355.28,810.12,4819.7
7538,0,0,0,0,0,0
7539,476.93,1082.83,8648.06,5450.06,175.61,92.62
7540,92.08,885.78,1765.52,7672.2,0,0
7542,94.31,1277.15,3244.76,4174.01,120.73,0
7543,155.51,1195.5,3648.81,7796.09,222.33,17.82
7544,23,0,230.32,665.1,115.14,332.5
7545,122.85,964.74,1315.25,4540.83,1368.06,4723.18
7546,0,955.52,4295.37,7913.27,17.42,76.32
7548,505.27,1235.65,5439.32,6229.34,104.41,119.58
7549,23.88,672.74,9754.76,12135.73,0,32.09
7550,8.35,14.05,28.95,60.29,0.25,0.53
7551,78.31,679.29,3489.63,9458.31,103.04,4.3
7552,0,228.47,2435.39,13667.1,0,0
7554,54.1,0,2555.67,9015.38,709.34,2502.28
7555,21.04,187.68,1215.11,6983.32,782.77,4498.63
7556,10.08,134.75,1509.68,7507.62,721.34,3956.51
7557,88.27,1099.02,6457.08,8841.05,0,0
7559,5.01,256.33,1472.44,9501.86,461.61,2978.8
7560,4.99,285.62,1568.25,10010.85,491.64,3138.36
7561,0.34,176.99,288.83,14866.76,51.58,2654.78
7562,43.16,821.89,6496.53,12532.92,261.11,0
7563,0,592.93,5204.42,11609.98,64.85,0
7564,2060.88,756.91,10355.58,3520.97,0,0
7565,152.19,947.34,4630.6,6099.43,119.94,81.24
7566,336.53,0,2635,10929.97,41.74,0
7567,0,0,0,0,0,0
7568,137.26,385.88,1964.19,9504.12,10.43,4.27
7569,41.79,656.43,137.83,3330.29,175.98,4500.4
7570,79.86,206.43,2763.46,7143.61,1252.04,3236.55
7572,46.3,0,1287.53,6224.1,678.61,3280.47
7573,8.98,20.28,3161.45,10974.81,862.8,2995.15
7574,64.93,1061.41,5612.38,6895.04,231.42,0
7575,0,73.72,0,0,0,0
7578,109.3,1375.82,5738.03,6799.5,196.79,80.97
7580,0,646.82,0,0,0,0
7582,134.98,970.08,1446.18,7525.67,149.79,115.03
7584,350.1,815.94,8832.66,6991.93,0,75.69
7586,106.12,1493.76,5222.98,8102.52,156.98,78.53
7587,55.08,1387.88,3697.16,9805.66,0,0
7588,786.1,1904.58,7996.69,4827.62,0,65.71
7589,96.58,164.81,1366,6711.88,1516.14,7451.24
7590,86.23,165.65,1140.15,6014.92,1265.49,6677.48
7592,58.65,651.76,1742.49,8655.73,740.46,3533.02
7593,0,0,980.9,11453.06,464.89,5428.09
7594,2.93,0,1217.82,8077.91,378.48,2510.52
7595,26.37,595.25,1587.95,8070.16,1592.66,8070.16
7596,0,0,0,155.05,0,0
7597,17.89,177.62,2106.75,20915.63,353.42,3508.77
7601,139.24,689.56,548.75,3444.75,1450.78,9107.13
7602,51.79,0,1672.08,10056.42,690.65,4153.78
7603,0,57.54,1078.67,10141.8,249.86,2349.24
7604,0,41.01,1288.63,10159.89,298.5,2353.43
7607,41.89,35.75,646.3,3162.27,1747.41,8549.85
7608,41.81,35.55,647.5,2797.07,1750.65,7562.45
7611,0,106.73,4213.68,9889.7,0,0
7613,261.68,620.54,430.86,2087.99,1791.58,8682.1
7614,13.16,1314.59,2271.75,0,879.52,7281.64
7615,251.87,1566.6,1852.19,8940.14,1455.89,7027.25
7616,251.44,1563.92,1849.02,8924.83,1453.4,7015.22
7620,107.32,886.92,1221.57,4439.43,1446.2,5255.77
7623,759.52,1126.97,1142.89,4494.9,1578.27,6207.25
7624,0,0,0,0,0,0
7625,197.62,769.56,1269.73,8751.41,859.26,5922.31
7628,0,0,0,0,0,19.99
7630,64.06,82.66,2042.36,11292.27,643.17,3584.15
7634,72.17,208.49,3352.89,10683.23,244.05,19.5
7635,248.8,738.82,2882.61,11534.44,5.48,13.13
7636,168.15,163.63,4188.81,11919.63,13.86,0
7638,0,220.78,3112.01,13053.14,143.45,25.96
7639,76.2,913.28,5515.95,7419.35,98.77,0
7640,378.6,928.04,3762.02,6563.84,5391.49,9204.66
7641,71.42,329.59,2298.94,12449.97,975.77,5284.33
7642,65.11,327.03,1987.39,11950.4,843.54,5072.29
7643,14.6,155.84,959.9,10249.09,499.78,5336.27
7644,9.82,143.4,628.29,6418.39,332.4,3395.66
7645,16.76,133.31,495,3175.4,1191.15,7641.1
7647,111.62,1054.69,7722.46,6285.15,195.7,0
7648,0,1144.9,13244.03,21508.58,13.32,21.63
7649,0,0,0,0,0,0
7650,88.98,405.22,6407.11,6241.32,23.92,80.89
7651,16.5,85.69,1634.37,8488.32,811.65,4215.38
7652,9.7,76.87,1893.35,15007.35,401.52,3182.54
7653,72.41,451.22,1226.34,10400.31,325.43,2759.88
7654,21.26,31.61,1291.49,11033.76,342.72,2927.98
7656,47.64,231.85,2076.9,10106.98,808.28,3933.37
7657,0,16.84,2061.94,14410.85,113.93,0.56
7660,262.72,707.71,1421.02,8174.41,1302.44,7492.29
7661,25.23,99.67,210.71,3943.85,268.17,5273.11
7662,79.28,338.04,1348.46,5749.98,1097.22,4678.66
7663,257.62,1296.99,1822.11,9197.06,90.68,171.86
7664,210.12,767.48,1722.31,9589.23,90.68,171.86
7665,638.09,1720.24,4256.76,8109.52,220.06,0
7667,118.78,1662.75,1104.29,4788.67,1524.96,6612.93
7668,10.76,497.14,2655.18,10243.29,20.7,23.5
7669,13.93,0,974.15,11258.35,280.52,3241.98
7670,111.61,0,4280.96,9470.18,11.36,0
7672,55.61,1169.3,4091.21,8331.18,247.78,0
7673,92.74,932.57,469.88,2801.03,1294.42,7716.24
7675,153.3,587.9,4136.17,10012.68,0,0
7677,478.83,1066.01,8914.38,4075.71,0,58.67
7678,278.35,996.77,8821.05,6137.42,0,75.49
7681,61.51,370.81,4122.35,8213.83,83.32,43.11
7682,262.7,326.63,2862.93,4409.52,0,6597.46
7683,291.97,1164.26,4417.05,7681.21,159.17,78.8
7684,859.27,973.69,7077.04,5007.58,0,79.63
7685,1019.37,3670.34,5506.13,8759.32,86.5,117.55
7687,191.5,372.58,5952.44,8662.22,0,0
7691,0,0,0,0,0,0
7692,249.27,1550.42,1833.05,8847.77,1440.85,6954.64
7693,255.8,1591.03,1881.07,9079.54,1478.59,7136.82
7694,252.21,1568.72,1854.69,8952.22,1457.86,7036.74
7695,14.44,170.93,3429.65,12511.48,535.27,1952.68
7696,9.19,241.78,1296.95,7971.31,479.69,2948.29
7697,99.95,100.48,2937.78,14760.66,547.53,2751.05
7699,5.65,0,1538.01,9062.98,819.1,4826.33
7700,150.03,118.59,687.36,5190.35,850.88,6425.13
7705,81.45,787.8,587.12,3591.28,980.9,5999.91
7706,192.18,1572.36,1676.36,9118.17,90.78,491.48
7707,110.46,351.97,1819.42,14819.42,0,309.43
7714,6.25,65.2,2202.03,15367.71,505.25,3531.05
7715,21.27,24.82,1471.82,11727.52,390.57,3112.08
7716,31.15,84.82,769.84,4530.18,627.07,3690.05
7717,106.92,992.36,3252.1,10183.28,0,0
7718,105.94,983.22,322.2,10089.52,0,0
7719,0.23,0.39,4.92,21.31,6.21,26.87
7720,375.68,407.01,6188.41,8137.21,0,0
7721,30.87,246.68,6009.51,8730.99,0,67.08
7722,879.18,846.75,5320.33,6249.07,0,81.99
7724,924.05,926.65,8476.38,5440.92,0,39.52
7726,357.03,162.49,15465.21,12482.13,0,0
7727,5.83,637.64,6166.53,13227.67,84.25,85.32
7730,248.74,1272.19,1073.98,6180.23,680.25,3914.49
7731,21.9,1203.55,2960.69,12445.96,0,508.2
7733,193.65,764.37,871.41,3439.65,2162.38,8535.42
7734,0,0,3.27,11.94,5.02,18.36
7735,29.29,70.93,2048.24,10439.6,260.44,3291.48
7736,134.05,138.32,1452.45,12743.07,325.33,2854.32
7737,0,1427.38,5428.53,11636.76,0,0
7738,70.06,457.55,1798.9,11749.2,846.36,5527.89
7739,53.88,432.03,1383.47,11093.84,650.91,5219.55
7741,153.76,734.51,735.37,5518.17,788.71,5918.45
7742,253.72,1578.09,1865.77,9005.71,1466.57,7078.78
7743,0,544.5,846.21,6454.89,0,0
7744,0.27,0.34,2.87,3.67,0.05,0.06
7746,495.09,432.84,4433.41,7300.68,20.65,79.06
7748,66.56,964.77,2391.95,5446.76,43.48,12.48
7749,4.14,101.34,2307.88,15443.69,0.11,112.28
7750,96.71,1349.32,6562.3,9499.11,0,0
7751,15.52,574.55,880.69,3026.47,1813.9,6233.45
7752,98.79,227.79,1877.44,10399.07,639.52,3513.71
7753,83.2,388.65,1360.15,4095.16,2976.49,8961.64
7755,39.9,464.88,1138.18,8612.16,602.08,4555.73
7756,176.53,586.13,2221.25,10781.63,38.02,244.06
7757,32.5,431.06,823.02,5231.56,670.39,4261.35
7758,32.54,84.92,767.47,5214.01,625.14,4247.05
7759,8.69,59.71,1889.01,10042.25,558.09,2966.86
7760,32.08,175.98,1259.41,9193.74,1026.28,3683.81
7762,0,0,0,0,0,0
7763,40.21,166.7,1409.66,12045.84,372.48,3188.33
7764,13.64,207.71,1419.68,7226.8,582.12,2963.27
7765,9.38,0,0,6611.11,0,0
7766,237.7,120.58,2817.98,12333.63,782.15,3423.28
7767,8.69,0,106.33,13396.95,0,0
7768,29.4,1259.78,722.48,2559.29,1453.6,5108.29
7770,0,0,0,0,0,0
7772,8.12,720.8,8005.47,15257.86,83.44,103.3
7774,21.36,250.34,4978.04,5408.4,0,0
7775,0,1112.4,6540.4,4354.65,0,0
7776,192.98,1132.95,14679.57,5077.42,0,0
7777,0,73.62,0,0,0,0
7780,198.19,1479.32,1911.24,9569.51,90.38,171.3
7782,196.42,1000.76,2707.94,9935.17,90.49,171.51
7785,4.61,813.66,868.27,3771.8,0.54,37.69
7786,59.1,493.92,1421.39,6317.96,712.52,3167.09
7787,27.7,621.3,1465.39,6378.66,2246.94,9780.65
7789,275.46,1838.39,916.5,4357.5,1128.8,5366.9
7790,21.26,24.81,1462.47,11748.26,388.09,3117.58
7791,0,0,0,0,0,0
7792,0,0,1441.89,5419,1692.62,6361.31
7793,53.4,183.92,611.03,3241.43,1697.98,9007.53
7794,241.52,141.8,2547.82,12578.76,707.16,3491.31
7795,86.46,42.2,1301.93,7959.88,1448.2,8835.81
7796,21.26,31.61,1323.33,10592.42,351.16,2810.86
7797,157.97,167.56,345.57,10235.47,7.83,0
7798,181.62,271.17,497.98,10490.01,7.9,0
7799,0,0,878.09,6433.12,0,1875.12
7800,202.41,362.68,1833.09,7786.72,21.16,89.89
7808,228.49,981.9,1804.68,10054.16,90.68,559.23
7811,269.07,776.35,1834.13,8852.1,90.68,171.86
7813,477.95,1544.16,1629.33,677.91,90.68,562.83
7815,191.09,1203.39,1772.19,9520.93,90.43,171.4
7817,25.14,5.48,827.98,1896.94,217.62,490.64
7818,25,0.37,632.69,2135.85,165.68,554.43
7819,261.53,54.84,5466.91,7405.51,0,17.04
7820,94.3,21.78,1444.1,7840.71,470.17,2552.8
7821,37.07,733.6,6454.12,8224.4,0,14.7
7822,30.31,159.66,1250.1,6585.96,613.68,3233.11
7823,46.09,188.45,1614.85,6602.96,864.13,3533.37
7824,328.49,527.62,5950.31,8075.65,22.34,24.74
7825,410.4,670.76,7215.63,4684.64,0,54.89
7827,51.59,815.72,3578.2,9172.5,189.03,7
7828,83.06,1108.57,4169.07,8168.8,200.49,16.77
7830,2.72,145.88,228.52,12253.8,40.81,2188.18
7831,14.4,743.19,4720.05,8285.13,92.34,162.09
7832,53.22,599.87,7063.38,9532.16,30.72,41.45
7833,359.99,583.56,3547.96,11322.41,77.65,19.05
7836,61.99,115.06,1867.17,9475.19,651.52,3010.05
7837,33.84,413.3,1908.72,10570.88,0,88.12
7838,9.13,1158.19,1030.13,4206.8,675.48,3667.11
7839,0,0,907.72,10234.43,430.21,4850.53
7841,0,0,0,0,0,0
7843,315.99,1101.84,1092.59,3710.81,1843.97,6262.77
7844,34.42,15573.33,1506.34,7701.23,827.14,4284.75
7845,106.83,794.3,1761.83,6775.61,1300.54,5001.61
7846,0,0,0,0,0,0
7848,23.72,493.02,6297.5,8742.07,76.84,106.68
7850,191.7,1158.75,1953.42,10063.23,90.68,171.86
7852,226.63,1640.65,1775.4,8508.52,90.68,171.86
7855,236.99,1724.46,1957.46,8163.56,90.68,171.86
7856,91.19,1070.03,2912.61,7857.5,0,0
7857,0,1103.63,6740.95,5451.07,0,0
7859,0,313.68,6524.49,5731.02,196.73,66.86
7862,25.03,619.65,1312.38,5069.94,1368.13,5285.33
7863,11,1060,779.59,8263.03,0,0
7866,202.45,0,2943.32,13549.99,0,59.45
7867,77.15,553.69,1981.06,14217.89,932.07,6689.38
7868,253.1,1574.26,1861.25,8983.85,1463.01,7061.61
7870,251.55,1564.58,1849.8,8928.61,1454.02,7018.19
7871,256.57,1595.83,1886.74,9106.9,1483.05,7158.33
7876,259.79,1615.87,1910.43,9221.26,1501.67,7248.22
7877,255.36,1588.27,1877.8,9063.78,1476.03,7124.43
7878,263.55,1639.21,1938.03,9354.47,1523.37,7352.92
7880,257.61,1602.26,1894.35,9143.64,1489.03,7187.21
7881,257.47,1601.39,1893.32,9138.66,1488.22,7183.29
7884,249.89,1554.27,1837.6,8869.74,1444.43,6971.91
7885,251.5,1564.29,1849.45,8926.91,1453.74,7016.85
7886,260.13,1617.99,1912.94,9233.36,1503.64,7257.73
7888,263.75,1640.45,1939.5,9361.58,1524.52,7358.51
7889,260.19,1618.37,1913.39,9235.54,1504,7259.44
7892,23.44,35.64,486.82,1800.42,1422.27,5260.04
7893,36.46,44.29,340.27,3542.53,994.12,10349.74
7894,117.65,18.84,1966.81,10786.43,547.53,3002.78
7895,262.94,892.3,1846.16,4021.2,2654.77,5872.13
7896,251.51,1053.16,1855.15,4229.51,2667.67,5950.28
7897,40.78,287.18,1290.82,5420.53,1681.16,7059.69
7898,-149.07,346.54,1267.47,3632.81,1650.75,4731.36
7901,77.68,602.99,963.49,2745.98,1330.53,3792.07
7902,77.68,1859.85,1266.16,4877.64,1748.5,6735.79
7903,196.02,998.77,1820.84,9031.13,90.68,451.71
7904,200.11,877.43,1841.01,8118.1,90.66,171.83
7905,236.39,1119.93,5064.7,8070.48,90.68,171.86
7906,208.56,769.54,4988.92,8846.16,90.88,358.02
7907,6.39,490.57,4861.92,9901.85,91.13,18.08
7908,0,0,0,0,0,0
7909,277.49,989.35,8241.36,6128.4,0,78.02
7910,279.12,971.05,7226.12,5235.87,0,39.61
7918,183.24,616.12,1898,6381.57,1738.64,5845.76
7920,0.24,595.49,664.2,3091.74,1823.45,8964.08
7921,0.14,1.54,3.72,12.53,1.38,9.41
7922,403.49,252.74,6693.61,1056.31,8491.76,1340.07
7923,11.95,0,3473.36,16640.85,0,0
7924,0.13,1.12,3.82,12.36,1.39,9.7
7925,0.14,2.13,3.63,10.31,1.32,9.74
7929,18.01,0,2599.38,6902.33,1027.09,2727.32
7930,101.79,421.82,2871.57,12711.81,12.38,0
7931,99.37,695,2756.06,12537.45,12.73,0
7933,46.52,1474.75,961.81,4018.89,1365.36,7289.99
7934,76.33,1423.06,1013.58,4459.9,1443.34,6968.88
7936,59.37,1445.13,204.45,3933.61,260.2,5006.41
7937,42.83,848.25,189.13,3258.98,240.71,4738.3
7938,54.31,479.73,1539.41,5853.84,1149.42,4495.95
7939,18.27,253.18,1057.34,7181.96,233.46,3608.27
7940,38.11,164.72,1295.88,9188.44,341.39,2428.8
